,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
30978,60 E 42ND ST RM 1201,NEW YORK,49000,67584,133471757,1316394,36061.0,60 E 42ND ST NEW YORK NY 10165-1201,,HIPS ROAD INC,A60,1128534.0,1198914,NY,60 E 42ND ST,10165-1201,10165.0,A60
30983,79 WALKER STREET,NEW YORK,326106,815236,133472869,814656,36061.0,79 WALKER STREET NEW YORK NY 10013-3523,,ART IN GENERAL INC 79 WALKER ST,A40,0.0,815236,NY,79 WALKER STREET,10013-3523,10013.0,A40
30987,890 W END AVE 4A,NEW YORK,0,0,133474085,220441,36061.0,890 W END AVE NEW YORK NY 10025-3520,,INTERNATIONAL ARTS FOUNDATION INC,A26,187715.0,187715,NY,890 W END AVE,10025-3520,10025.0,A26
30991,91 ORCHARD ST,NEW YORK,2033035,3837100,133475390,4116631,36061.0,91 ORCHARD ST NEW YORK NY 10002-3132,,LOWER EAST SIDE TENEMENT MUSEUM,A54,1498314.0,5786878,NY,91 ORCHARD ST,10002-3132,10002.0,A54
30995,589 BROADWAY 3RD FLOOR,NEW YORK,115388,371492,133477104,463916,36061.0,589 BROADWAY NEW YORK NY 10012-3231,,ART EDUCATION FOR THE BLIND INC,A25,16362.0,387854,NY,589 BROADWAY,10012-3231,10012.0,A25
31000,74 VARICK STREET SUITE 302,NEW YORK,72229,314229,133480189,226687,36061.0,74 VARICK STREET NEW YORK NY 10013-1914,,ASIAN AMERICAN ARTS ALLIANCE,A23,4131.0,319877,NY,74 VARICK STREET,10013-1914,10013.0,A23
31010,2565 BROADWAY 548,NEW YORK,0,32470,133482524,55644,36061.0,2565 BROADWAY NEW YORK NY 10025-5657,,RIVERSIDE CHORAL SOCIETY,A6B,60237.0,92775,NY,2565 BROADWAY,10025-5657,10025.0,A6B
31016,115 WOOSTER ST,NEW YORK,0,33843,133485772,37763,36061.0,115 WOOSTER ST NEW YORK NY 10012-3808,,RANDY WARSHAW DANCE CO INC,A62,0.0,34106,NY,115 WOOSTER ST,10012-3808,10012.0,A62
31017,520 8TH AVE,NEW YORK,0,89830,133486145,92288,36061.0,520 8TH AVE NEW YORK NY 10018-6507,,NATIONAL ASIAN-AMERICAN THEATRE COMPANY,A65,0.0,90120,NY,520 8TH AVE,10018-6507,10018.0,A65
31026,400 W 43RD ST STE 33T,NEW YORK,5700,0,133488520,131063,36061.0,400 W 43RD ST NEW YORK NY 10036-6301,,FOOTNOTES CORP,A65,176294.0,176443,NY,400 W 43RD ST,10036-6301,10036.0,A65
31028,520 EIGHTH AVE STE 303,NEW YORK,0,39450,133489529,101666,36061.0,520 EIGHTH AVE NEW YORK NY 10018-6507,,DAGMAR COLLECTIVE INC,A65,30070.0,77514,NY,520 EIGHTH AVE,10018-6507,10018.0,A65
31037,14 E 109TH ST 2ND FLR,NEW YORK,54157,89931,133491746,99760,36061.0,14 E 109TH ST NEW YORK NY 10029-3402,,NEW AMSTERDAM BOYS CHOIR INC,A6B,1500.0,91431,NY,14 E 109TH ST,10029-3402,10029.0,A6B
31053,141 RIDGE ST 8,NEW YORK,0,20100,133498560,61936,36061.0,141 RIDGE ST NEW YORK NY 10002-1806,,RIDGE STREET THEATER INC,A65,31026.0,51305,NY,141 RIDGE ST,10002-1806,10002.0,A65
31075,155 AVENUE OF THE AMERICAS 14TH FLR,NEW YORK,0,11708,133503571,22507,36061.0,155 AVENUE OF THE AMERICAS NEW YORK NY 10013-1507,,FLO-BERT LTD,A20,18351.0,30059,NY,155 AVENUE OF THE AMERICAS,10013-1507,10013.0,A20
31095,529 5TH AVENUE 2ND FLOOR,NEW YORK,19423,116362,133509565,362290,36061.0,529 5TH AVENUE NEW YORK NY 10017-4683,,NAKED ANGELS LTD,A65,309960.0,426419,NY,529 5TH AVENUE,10017-4683,10017.0,A65
31103,24 PELL ST 2 FL,NEW YORK,0,9514,133512068,26699,36061.0,24 PELL ST NEW YORK NY 10013-5105,,CHINESE MUSICAL AND THEATRICAL ASSOCIATION OF NEW YORK INC,A60,21956.0,31470,NY,24 PELL ST,10013-5105,10013.0,A60
31106,158 WEST 23RD STREET,NEW YORK,38800,0,133512706,430497,36061.0,158 WEST 23RD STREET NEW YORK NY 10011-2433,,GOTHAM CITY IMPROV INC,A65,394307.0,394307,NY,158 WEST 23RD STREET,10011-2433,10011.0,A65
31120,145 W 46TH ST 3RD FLOOR,NEW YORK,0,31389,133516839,157021,36061.0,145 W 46TH ST NEW YORK NY 10036-8502,,AMERICAN GLOBE THEATRE LTD,A65,124584.0,164930,NY,145 W 46TH ST,10036-8502,10036.0,A65
31129,6 W 77TH ST,NEW YORK,0,210425,133519830,199866,36061.0,6 W 77TH ST NEW YORK NY 10024-5125,,DESIGN HISTORY FOUNDATION INC,A40,45755.0,256398,NY,6 W 77TH ST,10024-5125,10024.0,A40
31133,1674 BROADWAY FL 3,NEW YORK,0,15300,133520386,174525,36061.0,1674 BROADWAY NEW YORK NY 10019-5861,,NATIONAL ACTORS THEATRE INC,A65,0.0,26932,NY,1674 BROADWAY,10019-5861,10019.0,A65
31134,182 LAFAYETTE STREET,NEW YORK,181245,374768,133520970,700177,36061.0,182 LAFAYETTE STREET NEW YORK NY 10013-3276,,CHILDRENS MUSEUM OF THE ARTS INC,A51,294488.0,671280,NY,182 LAFAYETTE STREET,10013-3276,10013.0,A51
31140,2ND FLOOR,NEW YORK,633773,954543,133522283,1234426,36061.0,,,PERFORMANCE SPACE 122 INC,A60,209468.0,1262587,NY,,10009-5704,10009.0,A60
31156,97 KENMARE ST,NEW YORK,30950,237467,133525743,276341,36061.0,97 KENMARE ST NEW YORK NY 10012-4506,,STOREFRONT FOR ART AND ARCHITECTURE INC,A51,0.0,237467,NY,97 KENMARE ST,10012-4506,10012.0,A51
31165,PO BOX 1600,NEW YORK,0,5300,133527820,50016,36061.0,,,JAZZ LEGACY INC,A68,27217.0,32525,NY,,10009-8906,10009.0,A68
31166,1 E 93RD ST APT 1C,NEW YORK,432809,718941,133527874,757811,36061.0,1 E 93RD ST NEW YORK NY 10128-0683,,FOUNDATION FOR ETHNIC UNDERSTANDING,A23,0.0,718941,NY,1 E 93RD ST,10128-0683,10128.0,A23
31176,400 W 43RD ST STE 7D,NEW YORK,0,39550,133529676,26565,36061.0,400 W 43RD ST NEW YORK NY 10036-6304,,THIS MUSICS FOR YOU INC,A68,0.0,24752,NY,400 W 43RD ST,10036-6304,10036.0,A68
31177,209 E 5TH ST 3-4R,NEW YORK,3925,2623,133529796,81480,36061.0,209 E 5TH ST NEW YORK NY 10003-8521,,MIRASHAYAMA MUSIC INC,A68,90785.0,93458,NY,209 E 5TH ST,10003-8521,10003.0,A68
31179,109 W 27TH ST 8TH FLR,NEW YORK,163318,425805,133530544,587971,36061.0,109 W 27TH ST NEW YORK NY 10001-6208,,LOTUS FINE ARTS PRODUCTIONS INC,A60,151748.0,606671,NY,109 W 27TH ST,10001-6208,10001.0,A60
31186,132 WEST 22ND STREET,NEW YORK,609070,850163,133531713,1908181,36061.0,132 WEST 22ND STREET NEW YORK NY 10011-2419,,IRISH REPERTORY THEATRE COMPANY INC,A65,1177199.0,2100611,NY,132 WEST 22ND STREET,10011-2419,10011.0,A65
31187,1133 BROADWAY 221,NEW YORK,0,74000,133531860,71631,36061.0,1133 BROADWAY NEW YORK NY 10010-7901,,NEW YORK SPORTS MUSEUM AND HALL OF FAME,A50,0.0,74000,NY,1133 BROADWAY,10010-7901,10010.0,A50
31230,160 E 88TH ST UNIT 7F,NEW YORK,43313,76525,133542161,107889,36061.0,160 E 88TH ST UNIT NEW YORK NY 10128-2219,,SALON DE VIRTUOSI INC,A68,38250.0,115914,NY,160 E 88TH ST UNIT,10128-2219,10128.0,A68
31238,210 W 89TH ST,NEW YORK,0,30679,133544059,32040,36061.0,210 W 89TH ST NEW YORK NY 10024-1805,,NEW YORK TREBLE SINGERS,A6B,0.0,30679,NY,210 W 89TH ST,10024-1805,10024.0,A6B
31257,1486 5TH AVE SUITE 2S,NEW YORK,0,183493,133548252,175659,36061.0,1486 5TH AVE NEW YORK NY 10035-2746,,OPUS DANCE THEATRE & COMMUNITY SERVICE,A62,4331.0,187824,NY,1486 5TH AVE,10035-2746,10035.0,A62
31269,619 LEXINGTON AVE,NEW YORK,826530,1168226,133550290,1850128,36061.0,619 LEXINGTON AVE NEW YORK NY 10022-4613,,YORK THEATRE COMPANY INC,A65,578374.0,1744444,NY,619 LEXINGTON AVE,10022-4613,10022.0,A65
31276,181 THOMPSON ST APT 23,NEW YORK,32344,1220,133551716,46794,36061.0,181 THOMPSON ST NEW YORK NY 10012-2586,,ARTS CRAFTS AND THEATER SAFETY INC,A65,31913.0,33265,NY,181 THOMPSON ST,10012-2586,10012.0,A65
31279,220 E 54TH ST APT 11J,NEW YORK,0,244472,133552535,854210,36061.0,220 E 54TH ST NEW YORK NY 10022-4852,,DI CAPO OPERA THEATRE CORP,A6A,439908.0,778986,NY,220 E 54TH ST,10022-4852,10022.0,A6A
31303,306 E 11TH ST 3B,NEW YORK,7700,61795,133557399,79685,36061.0,306 E 11TH ST NEW YORK NY 10003-7420,,YARA ARTS GROUP INC,A65,17885.0,79776,NY,306 E 11TH ST,10003-7420,10003.0,A65
31326,1840 GRAND CONCOURSE,BRONX,0,30300,133563705,114646,36005.0,1840 GRAND CONCOURSE BRONX NY 10457-5502,,INSTITUTE FOR MULTICULTURAL COMMUNICATIONS COOP & DEVELOP,A23,20000.0,50341,NY,1840 GRAND CONCOURSE,10457-5502,10457.0,A23
31335,303 W 42ND ST STE 614,NEW YORK,70882,392767,133565438,383379,36061.0,303 W 42ND ST NEW YORK NY 10036-6908,,MANHATTAN NEW MUSIC PROJECT,A68,28.0,392862,NY,303 W 42ND ST,10036-6908,10036.0,A68
31338,266 W 37TH ST FL 22,NEW YORK,0,38477,133566339,52404,36061.0,266 W 37TH ST NEW YORK NY 10018-6638,,PULSE ENSEMBLE THEATRE INC,A65,10393.0,50089,NY,266 W 37TH ST,10018-6638,10018.0,A65
31346,934 5TH AVE,NEW YORK,0,24592,133568037,36036,36061.0,934 5TH AVE NEW YORK NY 10021-2603,,ACCUEIL NEW YORK INC,A23,11905.0,36497,NY,934 5TH AVE,10021-2603,10021.0,A23
31347,100 GRAND ST 2,NEW YORK,0,13621,133568135,94704,36061.0,100 GRAND ST NEW YORK NY 10013-2659,,HUNDRED GRAND DANCE FOUNDATION INC,A62,76308.0,89929,NY,100 GRAND ST,10013-2659,10013.0,A62
31357,307 7TH AVENUE STE 1601,NEW YORK,144419,408590,133570387,588531,36061.0,307 7TH AVENUE NEW YORK NY 10001-6042,,NEW YORK FESTIVAL OF SONG INC,A68,221628.0,584469,NY,307 7TH AVENUE,10001-6042,10001.0,A68
31365,PO BOX 3151,NEW YORK,2520,64502,133571240,79265,36061.0,,,L OPERA FRANCAIS OF NEW YORK INC,A6A,6807.0,77908,NY,,10008-3151,10008.0,A6A
31382,54 STERLING PL,BROOKLYN,0,15800,133573998,88352,36047.0,54 STERLING PL BROOKLYN NY 11217-3204,,MERIDIAN ARTS ENSEMBLE PTRS,A6C,61134.0,76934,NY,54 STERLING PL,11217-3204,11217.0,A6C
31384,PO BOX 583,NEW YORK,0,97740,133574230,99987,36061.0,,,NEW YORK SCANDIA SYMPHONY INC,A69,0.0,97740,NY,,10150-0583,10150.0,A69
31399,3 LAFAYETTE AVE,LAFAYETTE,1954986,1269582,133577394,4304818,36047.0,3 LAFAYETTE AVE LAFAYETTE NY 11217-1415,,DISCALCED INC,A62,2691653.0,4151994,NY,3 LAFAYETTE AVE,11217-1415,11217.0,A62
31400,141 E 111TH ST STE 420,NEW YORK,120460,216413,133577519,368958,36061.0,141 E 111TH ST NEW YORK NY 10029-2641,,ICE HOCKEY IN HARLEM INC ATTN THOMAS P DONNELLY,A68,0.0,296930,NY,141 E 111TH ST,10029-2641,10029.0,A68
31413,109 W 27TH ST RM 9A,NEW YORK,15000,170982,133579172,194893,36061.0,109 W 27TH ST NEW YORK NY 10001-6208,,THEATER LABRADOR INC,A65,23427.0,223705,NY,109 W 27TH ST,10001-6208,10001.0,A65
31414,15 WEST 26TH ST 2ND FLOOR,NEW YORK,123673,4961,133579328,766839,36061.0,15 WEST 26TH ST NEW YORK NY 10010-1002,,GERTRUDE STEIN REPERTORY THEATRE,A65,323035.0,808307,NY,15 WEST 26TH ST,10010-1002,10010.0,A65
31416,UNIVERSITY AVE AND 181 STREET,BRONX,0,12927,133580300,65935,36005.0,UNIVERSITY AVE AND 181 STREET BRONX NY 10453-0000,,BRONX CONSERVATORY OF MUSIC,A6E,53214.0,66166,NY,UNIVERSITY AVE AND 181 STREET,10453-0000,10453.0,A6E
31419,55 W END AVE,NEW YORK,1409296,594976,133580813,3055085,36061.0,55 W END AVE NEW YORK NY 10023-7842,,COMMUNITY WORKS,A20,2542005.0,3142567,NY,55 W END AVE,10023-7842,10023.0,A20
31429,2 E 90TH ST,NEW YORK,0,52595,133582822,103072,36061.0,2 E 90TH ST NEW YORK NY 10128-0603,,CANTERBURY CHORAL SOCIETY INC,A6B,5249.0,71305,NY,2 E 90TH ST,10128-0603,10128.0,A6B
31432,711 3RD AVE 12TH FLOOR,NEW YORK,0,32921,133583223,59119,36061.0,711 3RD AVE NEW YORK NY 10017-9204,,ISRAELI DANCE INSTITUTE INC,A62,25934.0,58855,NY,711 3RD AVE,10017-9204,10017.0,A62
31442,138 S OXFORD ST STE 2B,BROOKLYN,167663,13010,133585152,277532,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,,WHITE BIRD PRODUCTIONS INC,A65,243583.0,256721,NY,138 S OXFORD ST,11217-1694,11217.0,A65
31445,40 W 53RD STREET,NEW YORK,2611823,30620707,133585408,6476420,36061.0,40 W 53RD STREET NEW YORK NY 10019-6106,,MUSEUM OF ARTS AND DESIGN,A51,866920.0,32926188,NY,40 W 53RD STREET,10019-6106,10019.0,A51
31457,449 W 125TH ST APT 5D,NEW YORK,0,60517,133589303,55693,36061.0,449 W 125TH ST NEW YORK NY 10027-4201,,HOUSE OF DANCE INC,A62,14343.0,62967,NY,449 W 125TH ST,10027-4201,10027.0,A62
31470,545 MADISON AVE FL 10,NEW YORK,0,1266097,133592291,1416836,36061.0,545 MADISON AVE NEW YORK NY 10022-9237,,WORKS AND PROCESS INC,A60,0.0,1267128,NY,545 MADISON AVE,10022-9237,10022.0,A60
31481,145 W 28TH ST,NEW YORK,0,126796,133593882,115267,36061.0,145 W 28TH ST NEW YORK NY 10001-6114,,ACTORS THEATRE WORKSHOP INC,A25,13752.0,140548,NY,145 W 28TH ST,10001-6114,10001.0,A25
31500,41 W 25TH ST,NEW YORK,0,15750,133599589,17659,36061.0,41 W 25TH ST NEW YORK NY 10010-2021,,ANYONE CORPORATION,A40,11109.0,26859,NY,41 W 25TH ST,10010-2021,10010.0,A40
31526,530 W 25TH ST 4TH FLR,NEW YORK,0,0,133602581,66385,36061.0,530 W 25TH ST NEW YORK NY 10001-5516,,BOWERY ARTISTS INC,A51,61158.0,61241,NY,530 W 25TH ST,10001-5516,10001.0,A51
31527,530 W 25TH ST 4TH FLR,NEW YORK,0,0,133602582,67723,36061.0,530 W 25TH ST NEW YORK NY 10001-5516,,PRINCE STREET ARTISTS INC,A40,55248.0,55248,NY,530 W 25TH ST,10001-5516,10001.0,A40
31537,8 8TH AVE,BROOKLYN,0,41705,133604474,131249,36047.0,8 8TH AVE BROOKLYN NY 11217-3764,,NEW YORK REVELS INC,A24,88519.0,130244,NY,8 8TH AVE,11217-3764,11217.0,A24
31550,520 EIGHT AVE,NEW YORK,70203,525739,133607832,550356,36061.0,520 EIGHT AVE NEW YORK NY 10018-6507,,MA-YI FILIPINO THEATRE ENSEMBLE INC,A6C,0.0,527741,NY,520 EIGHT AVE,10018-6507,10018.0,A6C
31564,207 W 133RD ST,NEW YORK,0,5295,133611138,44104,36061.0,207 W 133RD ST NEW YORK NY 10030-3201,,HARLEM ARTIST DEVELOPMENT LEAGUE ESPECIALLY FOR YOU,A26,38559.0,43854,NY,207 W 133RD ST,10030-3201,10030.0,A26
31570,410 W 42ND,NEW YORK,458849,701994,133613115,1619647,36061.0,410 W NEW YORK NY 10036-6809,,NEW GROUP INC,A65,896610.0,2187722,NY,410 W,10036-6809,10036.0,A65
31597,140 SECOND AVENUE SUITE 404,NEW YORK,15400,101000,133618577,133140,36061.0,140 SECOND AVENUE NEW YORK NY 10003-8384,,GOTHAM DANCE INC,A62,47627.0,149084,NY,140 SECOND AVENUE,10003-8384,10003.0,A62
31601,130 W 56TH STREET,NEW YORK,461620,617493,133619299,866527,36061.0,130 W 56TH STREET NEW YORK NY 10019-3866,,CITY LIGHTS YOUTH THEATRE INC,A6E,98249.0,1071433,NY,130 W 56TH STREET,10019-3866,10019.0,A6E
31624,750 EIGHT AVE,NEW YORK,0,10700,133623337,70070,36061.0,750 EIGHT AVE NEW YORK NY 10036-7005,,THEATRE STUDIO INC,A65,75031.0,76500,NY,750 EIGHT AVE,10036-7005,10036.0,A65
31628,890 BROADWAY,NEW YORK,152249,218683,133623815,320431,36061.0,890 BROADWAY NEW YORK NY 10003-1211,,GINA GIBNEY DANCE INC,A62,17314.0,334844,NY,890 BROADWAY,10003-1211,10003.0,A62
31630,636 BROADWAY 720,NEW YORK,20150,295755,133624437,180936,36061.0,636 BROADWAY NEW YORK NY 10012-2623,,SIR JOHN SOANES MUSEUM FOUNDATION,A54,0.0,199839,NY,636 BROADWAY,10012-2623,10012.0,A54
31658,200 E 5TH ST,NEW YORK,0,65000,133629477,77699,36061.0,200 E 5TH ST NEW YORK NY 10003-8546,,SEASONED CITIZENS THEATRE CO INC,A65,12075.0,77075,NY,200 E 5TH ST,10003-8546,10003.0,A65
31664,253 W 125TH STREET 2ND FLOOR,NEW YORK,4533053,5174508,133630066,10557247,36061.0,253 W 125TH STREET NEW YORK NY 10027-4408,,THE APOLLO THEATER FOUNDATION INC,A60,5904889.0,11701916,NY,253 W 125TH STREET,10027-4408,10027.0,A60
31668,322 WEST 48TH STREET,NEW YORK,250964,441165,133631523,616787,36061.0,322 WEST 48TH STREET NEW YORK NY 10036-1308,,JAZZ FOUNDATION OF AMERICA INC,A6C,3465.0,702326,NY,322 WEST 48TH STREET,10036-1308,10036.0,A6C
31705,520 EIGTH AVE SUITE 801A,NEW YORK,0,184776,133638436,62209,36061.0,520 EIGTH AVE NEW YORK NY 10018-0000,,CREATIVE ARTS WORKSHOPS FOR KIDS INC,A20,0.0,184850,NY,520 EIGTH AVE,10018-0000,10018.0,A20
31720,630 9TH AVENUE SUITE 1106,NEW YORK,860086,2989308,133641560,3221705,36061.0,630 9TH AVENUE NEW YORK NY 10036-3743,,SIGNATURE THEATRE COMPANY,A65,547350.0,3547964,NY,630 9TH AVENUE,10036-3743,10036.0,A65
31736,240 CENTRAL PARK S,NEW YORK,0,84050,133645315,96853,36061.0,240 CENTRAL PARK S NEW YORK NY 10019-1413,,SINGERS DEVELOPMENT FOUNDATION,A60,0.0,84050,NY,240 CENTRAL PARK S,10019-1413,10019.0,A60
31740,138 SOUTH OXFORD STREET SUITE 4B,BROOKLYN,278181,458397,133645651,655183,36047.0,138 SOUTH OXFORD STREET BROOKLYN NY 11217-1694,,UBW INC,A62,511514.0,1019493,NY,138 SOUTH OXFORD STREET,11217-1694,11217.0,A62
31741,740 BROADWAY STE 1102,NEW YORK,104557,517700,133645654,518137,36061.0,740 BROADWAY NEW YORK NY 10003-9518,,FOUNDATION 20 21,A40,112481.0,631004,NY,740 BROADWAY,10003-9518,10003.0,A40
31746,455 HUDSON ST 25,NEW YORK,0,12207,133646286,40955,36061.0,455 HUDSON ST NEW YORK NY 10014-3797,,POLARIS NORTH,A65,31957.0,44164,NY,455 HUDSON ST,10014-3797,10014.0,A65
31753,12 SYLVAN TERRACE,NEW YORK,35577,22770,133648300,62953,36061.0,12 SYLVAN TERRACE NEW YORK NY 10032-5306,,BATOTO YETU INC,A24,9475.0,34691,NY,12 SYLVAN TERRACE,10032-5306,10032.0,A24
31760,103 EAST 125TH STREET 7TH FLR,NEW YORK,335783,600351,133648982,673354,36061.0,103 EAST 125TH STREET NEW YORK NY 10035-1641,,OPUS 118 HARLEM SCHOOL OF MUSIC,A68,51828.0,617551,NY,103 EAST 125TH STREET,10035-1641,10035.0,A68
31769,63 GREENE ST 11,NEW YORK,0,5350,133651259,43452,36061.0,63 GREENE ST NEW YORK NY 10012-4310,,PAINTING GROUP INC,A40,37710.0,43196,NY,63 GREENE ST,10012-4310,10012.0,A40
31776,70 A GREENWICH AVE BOX 315,NEW YORK,0,8321,133652071,38862,36061.0,70 A GREENWICH AVE BOX NEW YORK NY 10011-8307,,LAVENDER LIGHT THE BLACK & PEOPLE OF ALL COLORS LESBIAN & GAY CHOIR,A6B,32780.0,41138,NY,70 A GREENWICH AVE BOX,10011-8307,10011.0,A6B
31795,737 PARK AVE STE 14-G,NEW YORK,0,132000,133662555,102305,36061.0,737 PARK AVE NEW YORK NY 10021-4256,,THE METROPOLITAN REPERTORY BALLET INC,A63,0.0,92000,NY,737 PARK AVE,10021-4256,10021.0,A63
31798,931 SCHERMERHORN COLUMBIA UNIV,NEW YORK,0,69061,133664043,60379,36061.0,931 SCHERMERHORN COLUMBIA UNIV NEW YORK NY 10027-0000,,ARTWATCH INTERNATIONAL INCORPORATED,A25,0.0,77240,NY,931 SCHERMERHORN COLUMBIA UNIV,10027-0000,10027.0,A25
31808,120 W 86TH ST 1,NEW YORK,99550,10675,133666642,141702,36061.0,120 W 86TH ST NEW YORK NY 10024-4068,,FREESTYLE REPERTORY THEATRE,A65,142803.0,153478,NY,120 W 86TH ST,10024-4068,10024.0,A65
31820,12 WEST 11TH STREET,NEW YORK,204944,291960,133668472,462247,36061.0,12 WEST 11TH STREET NEW YORK NY 10011-8602,,ASCENSION MUSIC CHORUS AND ORCHESTRA INC,A6B,134227.0,426434,NY,12 WEST 11TH STREET,10011-8602,10011.0,A6B
31822,548 BROADWAY,NEW YORK,331126,1004118,133668753,1100331,36061.0,548 BROADWAY NEW YORK NY 10012-3916,,EXIT ART-THE FIRST WORLD INC,A20,310313.0,1314702,NY,548 BROADWAY,10012-3916,10012.0,A20
31831,900 BROADWAY SUITE 905,NEW YORK,71346,151274,133672065,261975,36061.0,900 BROADWAY NEW YORK NY 10003-1223,,ACTORS COMPANY THEATRE INC,A65,81005.0,232613,NY,900 BROADWAY,10003-1223,10003.0,A65
31836,420 W END AVE,NEW YORK,5142,43613,133672768,42068,36061.0,420 W END AVE NEW YORK NY 10024-5708,,EBONY ECUMENICAL ENSEMBLE INC,A6C,0.0,43613,NY,420 W END AVE,10024-5708,10024.0,A6C
31845,20 BROADWAY TER APT B,NEW YORK,23485,79799,133674001,77664,36061.0,20 BROADWAY TER NEW YORK NY 10040-2787,,ANSONIA MUSIC OUTREACH ORGANIZATION INC,A68,1200.0,81312,NY,20 BROADWAY TER,10040-2787,10040.0,A68
31855,432 E 13TH STREET,NEW YORK,48000,6288,133676279,110963,36061.0,432 E 13TH STREET NEW YORK NY 10009-3716,,AFRO BRAZIL ARTS INC,A62,118450.0,128529,NY,432 E 13TH STREET,10009-3716,10009.0,A62
31859,1157 LEXINGTON AVE,NEW YORK,20000,225161,133677082,245730,36061.0,1157 LEXINGTON AVE NEW YORK NY 10021-0440,,MUSICA VIVA INC,A68,15060.0,248586,NY,1157 LEXINGTON AVE,10021-0440,10021.0,A68
31863,107 SUFFOLK ST STE 311,NEW YORK,0,15690,133678199,27678,36061.0,107 SUFFOLK ST NEW YORK NY 10002-3387,,THE LATINO EXPERIMENTAL FANTASTIC THEATER INC,A65,9400.0,25090,NY,107 SUFFOLK ST,10002-3387,10002.0,A65
31864,89 BOWERY BSM,NEW YORK,0,60946,133678411,55665,36061.0,89 BOWERY BSM NEW YORK NY 10002-4928,,NEW YORK CANTONESE OPERA INC,A6A,0.0,60946,NY,89 BOWERY BSM,10002-4928,10002.0,A6A
31866,210 W 31ST ST,NEW YORK,0,10642,133679135,37292,36061.0,210 W 31ST ST NEW YORK NY 10001-2802,,CENTRAL CITY CHORUS INC,A6B,14738.0,25626,NY,210 W 31ST ST,10001-2802,10001.0,A6B
31868,460 PARK AVENUE SUITE 410,NEW YORK,182476,0,133679783,408069,36061.0,460 PARK AVENUE NEW YORK NY 10022-1846,,KOREAN EDUCATIONAL INSTITUTE,A23,404186.0,437555,NY,460 PARK AVENUE,10022-1846,10022.0,A23
31888,PO BOX 15 COOPER STATION,NEW YORK,0,29582,133686239,53741,36061.0,,,STAGEPLAYS THEATRE COMPANY INC,A65,0.0,29582,NY,,10276-0015,10276.0,A65
31891,204 W 84TH ST STE 2ND FL,NEW YORK,27224,99600,133686664,131268,36061.0,204 W 84TH ST STE NEW YORK NY 10024-4606,,TECTONIC THEATER PROJECT INC,A65,0.0,99637,NY,204 W 84TH ST STE,10024-4606,10024.0,A65
31895,5TH FLOOR,NEW YORK,230629,270385,133687725,816618,36061.0,,,MINT THEATER COMPANY INC,A65,409124.0,863049,NY,,10036-0000,10036.0,A65
31923,812 BROADWAY 3RD FLR,NEW YORK,0,0,133692139,99120,36061.0,812 BROADWAY NEW YORK NY 10003-4804,,LOOKING GLASS PRODUCTIONS OF NEW YORK INC,A62,110661.0,110661,NY,812 BROADWAY,10003-4804,10003.0,A62
31926,60 E 42ND ST STE 1201,NEW YORK,18000,0,133692620,259853,36061.0,60 E 42ND ST NEW YORK NY 10165-1201,,DJONIBA DANCE & DRUM CENTRE LTD,A62,262984.0,262984,NY,60 E 42ND ST,10165-1201,10165.0,A62
31933,74 WARREN ST,NEW YORK,378855,38074,133693660,662055,36061.0,74 WARREN ST NEW YORK NY 10007-1004,,CHURCH STREET SCHOOL FOR MUSIC AND ART,A25,504542.0,582147,NY,74 WARREN ST,10007-1004,10007.0,A25
31951,138 S OXFORD ST # 5,BROOKLYN,147887,345788,133697027,449826,36047.0,138 S OXFORD ST # BROOKLYN NY 11217-1604,,TARGET MARGIN THEATER INC,A65,67735.0,450107,NY,138 S OXFORD ST #,11217-1604,11217.0,A65
31954,1524 HOLLYWOOD AVE,BRONX,0,0,133697553,155224,36005.0,1524 HOLLYWOOD AVE BRONX NY 10461-6062,,SCHUYLER HILL PERFORMING ARTS & CULTURAL CENTER,A60,165075.0,165075,NY,1524 HOLLYWOOD AVE,10461-6062,10461.0,A60
31955,20 E 9TH ST,NEW YORK,35000,51206,133697941,74864,36061.0,20 E 9TH ST NEW YORK NY 10003-5944,,EARTH CELEBRATIONS INC,A20,0.0,53673,NY,20 E 9TH ST,10003-5944,10003.0,A20
31959,22 HOWARD ST STE 3B,NEW YORK,0,71064,133698610,85054,36061.0,22 HOWARD ST NEW YORK NY 10013-3137,,YANGTZE REPERTORY THEATRE OF AMERICA INC,A65,23938.0,95002,NY,22 HOWARD ST,10013-3137,10013.0,A65
31960,240 W 98TH ST 6 E,NEW YORK,0,900,133698896,44358,36061.0,240 W 98TH ST 6 E NEW YORK NY 10025-0000,,KIT MC CLURE BIG BAND INC,A6C,40050.0,40987,NY,240 W 98TH ST 6 E,10025-0000,10025.0,A6C
31965,36 E 74TH ST,NEW YORK,0,39147,133699906,77794,36061.0,36 E 74TH ST NEW YORK NY 10021-2735,,SHANDALEE MUSIC FESTIVAL,A68,41954.0,78058,NY,36 E 74TH ST,10021-2735,10021.0,A68
