,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
33650,138 S OXFORD ST STE 2B,BROOKLYN,0,9805,133585152,309847,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,WHITE BIRD PRODUCTIONS INC,A65,304050.0,314050,NY,138 S OXFORD ST,11217-1694,11217.0,A65
33653,40 W 53RD ST,NEW YORK,3509597,16240885,133585408,12051588,36061.0,40 W 53RD ST NEW YORK NY 10019-6106,MUSEUM OF ARTS AND DESIGN,A51,1503047.0,19515810,NY,40 W 53RD ST,10019-6106,10019.0,A51
33666,449 W 125TH ST APT 5D,NEW YORK,0,39762,133589303,57690,36061.0,449 W 125TH ST NEW YORK NY 10027-4209,HOUSE OF DANCE INC,A62,6297.0,47691,NY,449 W 125TH ST,10027-4209,10027.0,A62
33679,845 THIRD AVE 16TH FL,NEW YORK,0,1429501,133592291,1317374,36061.0,845 THIRD AVE NEW YORK NY 10022-6601,WORKS AND PROCESS INC,A60,0.0,1430775,NY,845 THIRD AVE,10022-6601,10022.0,A60
33688,145 W 28TH ST,NEW YORK,0,52691,133593882,149896,36061.0,145 W 28TH ST NEW YORK NY 10001-6114,ACTORS THEATRE WORKSHOP INC,A25,44153.0,97063,NY,145 W 28TH ST,10001-6114,10001.0,A25
33705,41 W 25TH STREET,NEW YORK,0,30700,133599589,78327,36061.0,41 W 25TH STREET NEW YORK NY 10010-2021,ANYONE CORPORATION,A40,42485.0,73185,NY,41 W 25TH STREET,10010-2021,10010.0,A40
33726,530 W 25TH ST 4TH FLR,NEW YORK,0,0,133602581,79875,36061.0,530 W 25TH ST NEW YORK NY 10001-5516,BOWERY ARTISTS INC,A51,18995.0,79786,NY,530 W 25TH ST,10001-5516,10001.0,A51
33727,530 W 25TH ST 4TH FLR,NEW YORK,0,0,133602582,80921,36061.0,530 W 25TH ST NEW YORK NY 10001-5516,PRINCE STREET ARTISTS INC,A40,17177.0,78951,NY,530 W 25TH ST,10001-5516,10001.0,A40
33737,8 EIGHTH AVENUE,BROOKLYN,0,29344,133604474,103203,36047.0,8 EIGHTH AVENUE BROOKLYN NY 11217-3764,NEW YORK REVELS INC,A24,75487.0,104853,NY,8 EIGHTH AVENUE,11217-3764,11217.0,A24
33747,329 W 108TH ST APT 4A,NEW YORK,98710,1030594,133607832,405873,36061.0,329 W 108TH ST NEW YORK NY 10025-2775,MA-YI FILIPINO THEATRE ENSEMBLE INC,A6C,118027.0,1166957,NY,329 W 108TH ST,10025-2775,10025.0,A6C
33760,207 W 133RD ST,NEW YORK,0,111700,133611138,123731,36061.0,207 W 133RD ST NEW YORK NY 10030-3201,HARLEM ARTIST DEVELOPMENT LEAGUE ESPECIALLY FOR YOU,A26,0.0,111700,NY,207 W 133RD ST,10030-3201,10030.0,A26
33765,410 W 42ND ST,NEW YORK,811685,897207,133613115,2313168,36061.0,410 W 42ND ST NEW YORK NY 10036-6809,NEW GROUP INC,A65,370916.0,1574490,NY,410 W 42ND ST,10036-6809,10036.0,A65
33789,140 2ND AVENUE,NEW YORK,0,49003,133618577,150149,36061.0,140 2ND AVENUE NEW YORK NY 10003-8364,GOTHAM DANCE INC,A62,88332.0,137386,NY,140 2ND AVENUE,10003-8364,10003.0,A62
33792,630 9TH AVE STE 1411,NEW YORK,109000,499369,133619299,984500,36061.0,630 9TH AVE NEW YORK NY 10036-3741,CITY LIGHTS YOUTH THEATER INC,A6E,265378.0,777886,NY,630 9TH AVE,10036-3741,10036.0,A6E
33813,1133 BROADWAY STE 1505,NEW YORK,15000,0,133623337,218262,36061.0,1133 BROADWAY NEW YORK NY 10010-7906,THEATRE STUDIO INC,A65,90052.0,90052,NY,1133 BROADWAY,10010-7906,10010.0,A65
33816,890 BROADWAY,NEW YORK,0,349903,133623815,454494,36061.0,890 BROADWAY NEW YORK NY 10003-1211,GINA GIBNEY DANCE INC,A62,115730.0,465685,NY,890 BROADWAY,10003-1211,10003.0,A62
33818,1040 FIRST AVE 311,NEW YORK,0,346932,133624437,232339,36061.0,1040 FIRST AVE NEW YORK NY 10022-2991,SIR JOHN SOANES MUSEUM FOUNDATION,A54,0.0,357374,NY,1040 FIRST AVE,10022-2991,10022.0,A54
33842,200 EAST FIFTH ST,NEW YORK,0,18150,133629477,29652,36061.0,200 EAST FIFTH ST NEW YORK NY 10003-8546,SEASONED CITIZENS THEATRE CO INC,A65,9325.0,27475,NY,200 EAST FIFTH ST,10003-8546,10003.0,A65
33847,253 W 125TH STREET 2ND FLOOR,NEW YORK,1823658,9238801,133630066,9917488,36061.0,253 W 125TH STREET NEW YORK NY 10027-4408,THE APOLLO THEATER FOUNDATION INC,A60,3376178.0,14123202,NY,253 W 125TH STREET,10027-4408,10027.0,A60
33850,322 WEST 48TH STREET,NEW YORK,505253,965036,133631523,1964602,36061.0,322 WEST 48TH STREET NEW YORK NY 10036-1308,JAZZ FOUNDATION OF AMERICA INC,A6C,0.0,1577699,NY,322 WEST 48TH STREET,10036-1308,10036.0,A6C
33886,520 EIGHT AVE SUITE 801A,NEW YORK,0,261731,133638436,323478,36061.0,520 EIGHT AVE NEW YORK NY 10018-6507,CREATIVE ARTS WORKSHOPS FOR KIDS INC,A20,0.0,289542,NY,520 EIGHT AVE,10018-6507,10018.0,A20
33901,630 9TH AVE STE 1106,NEW YORK,1403313,8431212,133641560,3667560,36061.0,630 9TH AVE NEW YORK NY 10036-3743,SIGNATURE THEATRE COMPANY,A65,845309.0,9312529,NY,630 9TH AVE,10036-3743,10036.0,A65
33921,138 S OXFORD ST STE 4B,BROOKLYN,0,349119,133645651,764557,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,UBW INC,A62,476597.0,832656,NY,138 S OXFORD ST,11217-1694,11217.0,A62
33922,358 W 20TH ST,NEW YORK,112628,165100,133645654,1808903,36061.0,358 W 20TH ST NEW YORK NY 10011-3302,FOUNDATION 20 21,A40,0.0,1401192,NY,358 W 20TH ST,10011-3302,10011.0,A40
33926,455 HUDSON ST APT 25,NEW YORK,0,3774,133646286,44992,36061.0,455 HUDSON ST NEW YORK NY 10014-3709,POLARIS NORTH,A65,20402.0,45348,NY,455 HUDSON ST,10014-3709,10014.0,A65
33932,12 SYLVAN TER,NEW YORK,0,82018,133648300,82696,36061.0,12 SYLVAN TER NEW YORK NY 10032-5306,BATOTO YETU INC,A24,0.0,82023,NY,12 SYLVAN TER,10032-5306,10032.0,A24
33936,448 W 37TH ST APT 7G,NEW YORK,0,41225,133648599,71306,36061.0,448 W 37TH ST NEW YORK NY 10018-4020,RISING ROSE PRODUCTIONS INC,A60,0.0,41360,NY,448 W 37TH ST,10018-4020,10018.0,A60
33939,103 EAST 125TH STREET 7TH FLR,NEW YORK,459171,760609,133648982,1029240,36061.0,103 EAST 125TH STREET NEW YORK NY 10035-1641,OPUS 118 HARLEM SCHOOL OF MUSIC,A68,263486.0,1031720,NY,103 EAST 125TH STREET,10035-1641,10035.0,A68
33947,63 GREENE ST 11,NEW YORK,0,5650,133651259,52686,36061.0,63 GREENE ST NEW YORK NY 10012-4310,PAINTING GROUP INC,A40,0.0,57165,NY,63 GREENE ST,10012-4310,10012.0,A40
33954,70 A GREENWICH AVE-BOX 315,NEW YORK,0,10890,133652071,28747,36061.0,70 A GREENWICH AVE-BOX NEW YORK NY 10011-8300,LAVENDER LIGHT THE BLACK & PEOPLE OF ALL COLORS LESBIAN & GAY CHOIR,A6B,17729.0,28708,NY,70 A GREENWICH AVE-BOX,10011-8300,10011.0,A6B
33965,10 WATERSIDE PLAZA,NEW YORK,0,62100,133653870,12321,36061.0,10 WATERSIDE PLAZA NEW YORK NY 10010-2602,REFLECTIONS SERIES INC,A6C,10380.0,74122,NY,10 WATERSIDE PLAZA,10010-2602,10010.0,A6C
33974,575 WEST END AVE STE 5-D,NEW YORK,0,152000,133662555,96830,36061.0,575 WEST END AVE NEW YORK NY 10024-2755,THE METROPOLITAN REPERTORY BALLET INC,A63,0.0,98000,NY,575 WEST END AVE,10024-2755,10024.0,A63
33978,661 SCHERMERHORN MC 5517 COLUMBIA U,NEW YORK,0,1600,133664043,13527,36061.0,661 SCHERMERHORN MC 5517 COLUMBIA U NEW YORK NY 10027-0000,ARTWATCH INTERNATIONAL INCORPORATED,A25,0.0,6300,NY,661 SCHERMERHORN MC 5517 COLUMBIA U,10027-0000,10027.0,A25
33987,120 W 86TH ST 1-A,NEW YORK,105813,14700,133666642,152310,36061.0,120 W 86TH ST NEW YORK NY 10024-4010,FREESTYLE REPERTORY THEATRE,A65,147802.0,162502,NY,120 W 86TH ST,10024-4010,10024.0,A65
33997,12 W 11TH ST,NEW YORK,0,293866,133668472,487254,36061.0,12 W 11TH ST NEW YORK NY 10011-8778,ASCENSION MUSIC CHORUS AND ORCHESTRA INC,A6B,123678.0,419475,NY,12 W 11TH ST,10011-8778,10011.0,A6B
33999,8TH FLOOR,NEW YORK,339556,846033,133668753,1686391,36061.0,,EXIT ART-THE FIRST WORLD INC,A20,762217.0,1610178,NY,,10018-0000,10018.0,A20
34008,900 BROADWAY STE 905,NEW YORK,143160,269311,133672065,535293,36061.0,900 BROADWAY NEW YORK NY 10003-1223,ACTORS COMPANY THEATRE INC,A65,315858.0,591433,NY,900 BROADWAY,10003-1223,10003.0,A65
34013,170 W END AVE APT 29D,NEW YORK,1600,63534,133672768,76312,36061.0,170 W END AVE NEW YORK NY 10023-5402,EBONY ECUMENICAL ENSEMBLE INC,A6C,0.0,63534,NY,170 W END AVE,10023-5402,10023.0,A6C
34021,520 8TH AVENUE,NEW YORK,86255,150591,133673839,1028541,36061.0,520 8TH AVENUE NEW YORK NY 10018-6507,PRESENT THEATRE COMPANY INC,A65,855239.0,1005913,NY,520 8TH AVENUE,10018-6507,10018.0,A65
34022,330 WADSWORTH AVE APT 2G,NEW YORK,85325,152548,133674001,150684,36061.0,330 WADSWORTH AVE NEW YORK NY 10040-4137,ANSONIA MUSIC OUTREACH ORGANIZATION INC,A68,1220.0,153768,NY,330 WADSWORTH AVE,10040-4137,10040.0,A68
34031,432 E 13TH STREET,NEW YORK,0,11226,133676279,138658,36061.0,432 E 13TH STREET NEW YORK NY 10009-3716,AFRO BRAZIL ARTS INC,A62,97155.0,105740,NY,432 E 13TH STREET,10009-3716,10009.0,A62
34034,1157 LEXINGTON AVE,NEW YORK,0,88320,133677082,112395,36061.0,1157 LEXINGTON AVE NEW YORK NY 10075-0440,MUSICA VIVA INC,A68,31451.0,128783,NY,1157 LEXINGTON AVE,10075-0440,10075.0,A68
34037,89 BOWERY BSM,NEW YORK,0,40650,133678411,41346,36061.0,89 BOWERY BSM NEW YORK NY 10002-4928,NEW YORK CANTONESE OPERA INC,A6A,0.0,40650,NY,89 BOWERY BSM,10002-4928,10002.0,A6A
34039,210 W 31ST ST,NEW YORK,0,10569,133679135,34687,36061.0,210 W 31ST ST NEW YORK NY 10001-2802,CENTRAL CITY CHORUS INC,A6B,13683.0,33434,NY,210 W 31ST ST,10001-2802,10001.0,A6B
34042,460 PARK AVE RM 410,NEW YORK,162282,96630,133679783,352707,36061.0,460 PARK AVE NEW YORK NY 10022-1846,KOREAN EDUCATIONAL INSTITUTE,A23,233680.0,369978,NY,460 PARK AVE,10022-1846,10022.0,A23
34063,380 RECTOR PLACE,NEW YORK CITY,0,242853,133686047,241196,36061.0,380 RECTOR PLACE NEW YORK CITY NY 10280-1441,MACEDONIAN ARTS COUNCIL INC,A23,511.0,243370,NY,380 RECTOR PLACE,10280-1441,10280.0,A23
34064,1674 BROADWAY,NEW YORK,0,33054,133686239,73749,36061.0,1674 BROADWAY NEW YORK NY 10019-5838,STAGEPLAYS THEATRE COMPANY INC,A65,0.0,33056,NY,1674 BROADWAY,10019-5838,10019.0,A65
34067,45 JOHN ST RM 506,NEW YORK,0,499694,133686664,468471,36061.0,45 JOHN ST NEW YORK NY 10038-3745,TECTONIC THEATER PROJECT INC,A65,54840.0,568879,NY,45 JOHN ST,10038-3745,10038.0,A65
34071,311 W 43RD ST STE 307,NEW YORK,321481,475292,133687725,976968,36061.0,311 W 43RD ST NEW YORK NY 10036-6030,MINT THEATER COMPANY INC,A65,357600.0,895428,NY,311 W 43RD ST,10036-6030,10036.0,A65
34099,812 BROADWAY,NEW YORK,0,3900,133692139,64822,36061.0,812 BROADWAY NEW YORK NY 10003-4804,LOOKING GLASS PRODUCTIONS OF NEW YORK INC,A62,63666.0,67581,NY,812 BROADWAY,10003-4804,10003.0,A62
34101,350 5TH AVE STE 7412,NEW YORK,24000,61513,133692620,262187,36061.0,350 5TH AVE NEW YORK NY 10118-7412,DJONIBA DANCE & DRUM CENTRE LTD,A62,210737.0,272250,NY,350 5TH AVE,10118-7412,10118.0,A62
34106,74 WARREN ST,NEW YORK,695302,411667,133693660,1497547,36061.0,74 WARREN ST NEW YORK NY 10007-1194,CHURCH STREET SCHOOL FOR MUSIC AND ART,A25,1012544.0,1481881,NY,74 WARREN ST,10007-1194,10007.0,A25
34122,138 S OXFORD ST STE 5A,BROOKLYN,133894,304077,133697027,309294,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,TARGET MARGIN THEATER INC,A65,20106.0,330654,NY,138 S OXFORD ST,11217-1694,11217.0,A65
34127,20 E 9TH ST,NEW YORK,0,52555,133697941,37551,36061.0,20 E 9TH ST NEW YORK NY 10003-5944,EARTH CELEBRATIONS INC,A20,0.0,53084,NY,20 E 9TH ST,10003-5944,10003.0,A20
34130,22 HOWARD ST STE 3B,NEW YORK,0,53635,133698610,68616,36061.0,22 HOWARD ST NEW YORK NY 10013-3137,YANGTZE REPERTORY THEATRE OF AMERICA INC,A65,17435.0,71070,NY,22 HOWARD ST,10013-3137,10013.0,A65
34131,240 W 98TH ST 6 E,NEW YORK,0,221400,133698896,234654,36061.0,240 W 98TH ST 6 E NEW YORK NY 10025-0000,WOMEN IN JAZZ,A6C,68225.0,289837,NY,240 W 98TH ST 6 E,10025-0000,10025.0,A6C
34137,36 E 74TH ST,NEW YORK,0,20238,133699906,75095,36061.0,36 E 74TH ST NEW YORK NY 10021-2735,SHANDALEE MUSIC FESTIVAL,A68,0.0,77449,NY,36 E 74TH ST,10021-2735,10021.0,A68
34139,456 W 37TH ST STE GROUND FLR,NEW YORK,0,47985,133700405,117617,36061.0,456 W 37TH ST STE GROUND NEW YORK NY 10018-4008,NEW PERSPECTIVES THEATRE COMPANY INC,A65,65187.0,113176,NY,456 W 37TH ST STE GROUND,10018-4008,10018.0,A65
34143,246 W 38TH ST RM 4,NEW YORK,345800,608491,133700857,1179658,36061.0,246 W 38TH ST NEW YORK NY 10018-9090,PASCAL RIOULT DANCE THEATRE INC,A62,476878.0,1130101,NY,246 W 38TH ST,10018-9090,10018.0,A62
34185,PO BOX 17,NEW YORK,3516,61442,133708592,61201,36061.0,,LA COMPAGNIA DE COLOMBARI INC,A65,2693.0,64159,NY,,10014-0017,10014.0,A65
34205,C/O CLIFTON MATIAS 726 42 STREET,BROOKLYN,0,96495,133712843,161617,36047.0,C/O CLIFTON MATIAS 726 42 STREET BROOKLYN NY 11232-0000,REDHAWK INDIAN ARTS COUNCIL INC,A50,55125.0,151620,NY,C/O CLIFTON MATIAS 726 42 STREET,11232-0000,11232.0,A50
34212,PO BOX 20693,NEW YORK,0,133774,133714232,148423,36061.0,,A GATHERING OF THE TRIBES INC,A20,5492.0,144169,NY,,10009-8973,10009.0,A20
34218,575 MADISON AVE 1006,NEW YORK,0,101227,133715710,224616,36061.0,575 MADISON AVE NEW YORK NY 10022-2511,DANIEL FERRO VOCAL PROGRAM INC,A6B,109125.0,214398,NY,575 MADISON AVE,10022-2511,10022.0,A6B
34220,617 W END AVE 10B,NEW YORK,0,21930,133716046,74165,36061.0,617 W END AVE NEW YORK NY 10024-1607,JUMP UP INC,A65,72300.0,94230,NY,617 W END AVE,10024-1607,10024.0,A65
34222,1633 BROADWAY,NEW YORK,561597,374519,133716314,1415302,36061.0,1633 BROADWAY NEW YORK NY 10019-6708,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,A6E,1175889.0,1283910,NY,1633 BROADWAY,10019-6708,10019.0,A6E
34227,14107 20TH AVE STE 406,WHITESTONE,0,318747,133716785,332594,36081.0,14107 20TH AVE WHITESTONE NY 11357-3097,HONG KONG DRAGON BOAT FESTIVAL IN NEW YORK INC,A23,0.0,321028,NY,14107 20TH AVE,11357-3097,11357.0,A23
34228,380 BROADWAY,NEW YORK,0,100,133716797,112078,36061.0,380 BROADWAY NEW YORK NY 10013-6025,ACCESS THEATRE,A65,118507.0,118607,NY,380 BROADWAY,10013-6025,10013.0,A65
34254,12 E 33RD ST FL 5,NEW YORK,0,132776,133723672,209389,36061.0,12 E 33RD ST NEW YORK NY 10016-5017,KOREAN TRADITIONAL PERFORMING ARTS ASSOCIATION INC,A24,43479.0,196867,NY,12 E 33RD ST,10016-5017,10016.0,A24
34274,24 W 55TH ST STE 7B,NEW YORK,86000,0,133727987,52495,36061.0,24 W 55TH ST NEW YORK NY 10019-5320,DESIGNS FOR LEARNING INC,A40,39494.0,40434,NY,24 W 55TH ST,10019-5320,10019.0,A40
34275,PO BOX 1017,NEW YORK,0,7431,133728568,33627,36061.0,,GOTHAM PERFORMING ARTS INC,A60,18272.0,31829,NY,,10185-1017,10185.0,A60
34287,520 8TH AVE LBBY 3 # STE310,NEW YORK,498030,288530,133730731,1074344,36061.0,520 8TH AVE LBBY 3 # NEW YORK NY 10018-6876,SARATOGA INTERNATIONAL THEATER INSTITUTE INC,A65,759406.0,1054969,NY,520 8TH AVE LBBY 3 #,10018-6876,10018.0,A65
34301,120 BANK ST,NEW YORK,685476,32422,133735185,1822260,36061.0,120 BANK ST NEW YORK NY 10014-2126,HERBERT BERGHOF STUDIO INC,A6E,1840472.0,1893659,NY,120 BANK ST,10014-2126,10014.0,A6E
34303,107 SUFFOLK STREET,NEW YORK,231146,87520,133735337,836478,36061.0,107 SUFFOLK STREET NEW YORK NY 10002-3300,CLEMENTE SOTO VELEZ CULTURAL & EDUCATION CENTER INC,A60,681924.0,777869,NY,107 SUFFOLK STREET,10002-3300,10002.0,A60
34322,464 W 25TH ST APT 4,NEW YORK,0,170665,133740018,168387,36061.0,464 W 25TH ST NEW YORK NY 10001-6501,EMERGING ARTISTS THEATRE CO INC,A65,0.0,170665,NY,464 W 25TH ST,10001-6501,10001.0,A65
34323,729 7TH AVE 5TH FL,NEW YORK,0,423050,133740065,0,36061.0,729 7TH AVE NEW YORK NY 10019-6831,CELEBRATE BROADWAY PRESERVATION FUND INC,A65,0.0,289519,NY,729 7TH AVE,10019-6831,10019.0,A65
34331,312 W 36TH ST FL 1,NEW YORK,0,406975,133741268,859411,36061.0,312 W 36TH ST NEW YORK NY 10018-6494,ABINGDON THEATRE COMPANY,A65,140356.0,699596,NY,312 W 36TH ST,10018-6494,10018.0,A65
34361,7 PENN PLZ STE 210,NEW YORK,0,26000,133747774,31081,36061.0,7 PENN PLZ NEW YORK NY 10001-3916,TEMENOS INC,A50,16942.0,42942,NY,7 PENN PLZ,10001-3916,10001.0,A50
34388,80 HANSON PLACE 2ND FLOOR,BROOKLYN,3261309,4559997,133753011,5425870,36047.0,80 HANSON PLACE BROOKLYN NY 11217-1506,STORYCORPS INC,A68,982600.0,5552343,NY,80 HANSON PLACE,11217-1506,11217.0,A68
34411,730 RIVESIDE DR,NEW YORK,0,3950,133757279,31014,36061.0,730 RIVESIDE DR NEW YORK NY 10031-2441,BLACKBERRY PRODUCTION INC,A65,25240.0,29190,NY,730 RIVESIDE DR,10031-2441,10031.0,A65
34416,1085 WASHINGTON AVE GROUND FLR,BRONX,1641354,1586617,133759661,2626280,36005.0,1085 WASHINGTON AVE GROUND BRONX NY 10456-6669,DREAMYARD PROJECT INC,A25,1035231.0,2623671,NY,1085 WASHINGTON AVE GROUND,10456-6669,10456.0,A25
34419,3081 RICHMOND RD,STATEN ISLAND,0,71816,133759761,287046,36085.0,3081 RICHMOND RD STATEN ISLAND NY 10306-1941,STATEN ISLAND BALLET THEATER INC,A63,241359.0,297883,NY,3081 RICHMOND RD,10306-1941,10306.0,A63
34426,140-142 SECOND AVENUE,NEW YORK,227807,370186,133761711,387036,36061.0,140-142 SECOND AVENUE NEW YORK NY 10003-8364,FOUNDRY THEATRE INC,A65,68206.0,438392,NY,140-142 SECOND AVENUE,10003-8364,10003.0,A65
34432,312 WEST 36TH ST NO 4FL EA,NEW YORK,0,115658,133763953,197390,36061.0,312 WEST 36TH ST NO 4FL EA NEW YORK NY 10018-6436,THE 42ND STREET WORKSHOP INC,A65,100316.0,221170,NY,312 WEST 36TH ST NO 4FL EA,10018-6436,10018.0,A65
34455,123 BOWERY 3RD FL,NEW YORK,0,51731,133770633,49534,36061.0,123 BOWERY NEW YORK NY 10002-4938,EASTERN VIETNAM-CAMBODIA-LAOS CHINESE-DESCENT ASSOCIATION INC,A23,0.0,56109,NY,123 BOWERY,10002-4938,10002.0,A23
34460,100 CHURCH ST RM 1608,NEW YORK,0,42158,133771393,30883,36061.0,100 CHURCH ST NEW YORK NY 10007-2615,INTERNATIONAL EMIGRE ASSOCIATION OF ARTS & SCIENCES INC,A03,750.0,42908,NY,100 CHURCH ST,10007-2615,10007.0,A03
34467,243 W 98TH ST APT 2B,NEW YORK,17100,0,133772154,74859,36061.0,243 W 98TH ST NEW YORK NY 10025-5566,BALLET FOR YOUNG AUDIENCES BALLET REPERTORY LTD OF NEW YORK CITY,A63,68917.0,68917,NY,243 W 98TH ST,10025-5566,10025.0,A63
34478,246 W 38TH ST RM 4,NEW YORK,98657,64214,133773381,243980,36061.0,246 W 38TH ST NEW YORK NY 10018-9090,ZGD INC,A62,178742.0,242956,NY,246 W 38TH ST,10018-9090,10018.0,A62
34483,170 W END AVE,NEW YORK,0,47064,133775983,72919,36061.0,170 W END AVE NEW YORK NY 10023-5401,KINDRED SPIRITS FOUNDATION INC,A65,21835.0,68899,NY,170 W END AVE,10023-5401,10023.0,A65
34491,505 PARK AVE FL 20,NEW YORK,86263,1325708,133777395,1355963,36061.0,505 PARK AVE NEW YORK NY 10022-9306,HERMITAGE MUSEUM FOUNDATION USA INC,A54,3784.0,1331410,NY,505 PARK AVE,10022-9306,10022.0,A54
34499,939 8TH AVE APT 301,NEW YORK,387784,1308460,133779197,967313,36061.0,939 8TH AVE NEW YORK NY 10019-4205,LARK THEATRE COMPANY INC,A65,19642.0,1337910,NY,939 8TH AVE,10019-4205,10019.0,A65
34508,557 BROADWAY 2ND FLOOR,NEW YORK,810598,2506674,133780998,2286225,36061.0,557 BROADWAY NEW YORK NY 10012-3962,ALLIANCE FOR YOUNG ARTISTS & WRITERS INC,A25,356554.0,2902350,NY,557 BROADWAY,10012-3962,10012.0,A25
34519,523 W 143RD ST 4C,NEW YORK,0,29810,133782934,44026,36061.0,523 W 143RD ST NEW YORK NY 10031-0000,SIX FIGURES INC,A65,13421.0,43231,NY,523 W 143RD ST,10031-0000,10031.0,A65
34532,165 E 35TH ST APT 7J,NEW YORK,0,26391,133786051,89039,36061.0,165 E 35TH ST NEW YORK NY 10016-4136,SHOTGUN PRODUCTIONS INC,A65,2252.0,28643,NY,165 E 35TH ST,10016-4136,10016.0,A65
34534,512 7TH AVENUE 43RD FLR,NEW YORK,644493,683366,133786747,1658195,36061.0,512 7TH AVENUE NEW YORK NY 10018-4603,RUSH PHILANTHROPIC ARTS FOUNDATION,A12,0.0,1326355,NY,512 7TH AVENUE,10018-4603,10018.0,A12
34541,138 S OXFORD ST STE 2D,BROOKLYN,0,185472,133787877,517452,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,ELEVATOR REPAIR SERVICE THEATER INC,A65,332967.0,520510,NY,138 S OXFORD ST,11217-1694,11217.0,A65
34548,2 RIVERSIDE DR APT 2C,NEW YORK,75205,183566,133789627,226600,36061.0,2 RIVERSIDE DR NEW YORK NY 10023-2524,TEATRO GRATTACIELO,A6A,39006.0,223043,NY,2 RIVERSIDE DR,10023-2524,10023.0,A6A
34549,6 PENNYFIELD AVE,BRONX,0,23489,133789884,52243,36005.0,6 PENNYFIELD AVE BRONX NY 10465-4127,MARITIME INDUSTRY MUSEUM AT FORT SCHUYLER,A54,12729.0,60181,NY,6 PENNYFIELD AVE,10465-4127,10465.0,A54
34553,305 W 38TH ST 2ND FLOOR,NEW YORK,822743,1156469,133790835,1643510,36061.0,305 W 38TH ST NEW YORK NY 10018-2902,COMPLEXIONS-A CONCEPT IN DANCE,A62,544648.0,1802078,NY,305 W 38TH ST,10018-2902,10018.0,A62
34565,244 W 54TH ST STE 602,NEW YORK,49268,66772,133793888,242226,36061.0,244 W 54TH ST NEW YORK NY 10019-5515,FRENCH CONSERVATORY OF MUSIC INC,A6E,157081.0,226272,NY,244 W 54TH ST,10019-5515,10019.0,A6E
34583,792 EASTERN PKWY,BROOKLYN,1239421,1467727,133798344,4031116,36047.0,792 EASTERN PKWY BROOKLYN NY 11213-3502,JEWISH CHILDRENS MUSEUM,A52,351521.0,2119124,NY,792 EASTERN PKWY,11213-3502,11213.0,A52
34585,2373 BROADWAY APT 802,NEW YORK,0,20454,133798373,72054,36061.0,2373 BROADWAY NEW YORK NY 10024-2835,UNTITLED THEATER COMPANY NO 61 LTD,A65,48335.0,69093,NY,2373 BROADWAY,10024-2835,10024.0,A65
34589,204 E 11 ST 223,NEW YORK,0,0,133799191,144626,36061.0,204 E 11 ST NEW YORK NY 10003-7301,ABSOLUTE ENSEMBLE LTD,A6C,129219.0,131884,NY,204 E 11 ST,10003-7301,10003.0,A6C
34604,2707 SEDGWICK AVE APT 2D,BRONX,0,35125,133802120,34355,36005.0,2707 SEDGWICK AVE BRONX NY 10468-3129,BRONX SYMPHONY ORCHESTRA INC,A60,0.0,35215,NY,2707 SEDGWICK AVE,10468-3129,10468.0,A60
34612,60 E 8TH ST APT 4J,NEW YORK,0,26000,133803693,73431,36061.0,60 E 8TH ST NEW YORK NY 10003-6515,LOCO-MOTION DANCE THEATRE FOR CHILDREN INC,A62,40731.0,66731,NY,60 E 8TH ST,10003-6515,10003.0,A62
34624,59-61 EAST 4TH ST STE 4E,NEW YORK,40275,91846,133805585,201610,36061.0,59-61 EAST 4TH ST NEW YORK NY 10003-0000,TEATRO CIRCULO LTD,A65,159845.0,251691,NY,59-61 EAST 4TH ST,10003-0000,10003.0,A65
34628,PO BOX 237076,NEW YORK,93690,1750,133806279,102439,36061.0,,MANHATTAN CHAMBER ORCHESTRA INC,A68,96938.0,98816,NY,,10023-0029,10023.0,A68
34663,140 2ND AVE STE 503,NEW YORK,0,57800,133812712,381435,36061.0,140 2ND AVE NEW YORK NY 10003-8384,ART SWEATS INC,A62,307547.0,365348,NY,140 2ND AVE,10003-8384,10003.0,A62
34668,115 E 89TH ST APT 5A,NEW YORK,0,44106,133817494,19861,36061.0,115 E 89TH ST NEW YORK NY 10128-1527,AMERICAN FRIENDS OF THE MEDEM LIBRARY INCORPORATED,A23,0.0,44352,NY,115 E 89TH ST,10128-1527,10128.0,A23
34674,400 W 43RD ST APT 19D,NEW YORK,0,58500,133818345,252606,36061.0,400 W 43RD ST NEW YORK NY 10036-6311,AMERICAN OPERA MUSICAL THEATER CO INC,A6A,309915.0,119294,NY,400 W 43RD ST,10036-6311,10036.0,A6A
34709,220 W 93RD ST APT 6C,NEW YORK,0,58148,133829236,78419,36061.0,220 W 93RD ST NEW YORK NY 10025-7484,INFINITY DANCE THEATER COMPANY LTD,A62,18091.0,76239,NY,220 W 93RD ST,10025-7484,10025.0,A62
