,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal,SUBDISCIPLINE,LAT,LONG
860,860,32514,200 PARK AVENUE S 8TH FLR,NEW YORK,40000,805157,133813143,308432,36061.0,200 PARK AVENUE S NEW YORK NY 10003-1526,,DRAMA DEPT INCORPORATED,A65,48132.0,853982,NY,200 PARK AVENUE S,10003-1526,10003.0,A65,Theater,40.736708,-73.98903
861,861,32527,400 W 43RD ST STE 19D,NEW YORK,0,126670,133818345,122767,36061.0,400 W 43RD ST NEW YORK NY 10036-6311,,AMERICAN OPERA MUSICAL THEATER CO INC,A6A,60478.0,199399,NY,400 W 43RD ST,10036-6311,10036.0,A6A,Opera,40.7592431,-73.9927221
862,862,32530,331 E 29TH ST STE 9L,NEW YORK,0,0,133819482,22842,36061.0,331 E 29TH ST NEW YORK NY 10016-8349,,PHILIPPINE NURSES ASSOCIATION INC,A23,10346.0,23094,NY,331 E 29TH ST,10016-8349,10016.0,A23,Cultural & Ethnic Awareness,40.7410887,-73.9765178
863,863,32564,220 W 93RD ST APT 6C,NEW YORK,0,74717,133829236,86937,36061.0,220 W 93RD ST NEW YORK NY 10025-7484,,INFINITY DANCE THEATER COMPANY LTD,A62,19534.0,94286,NY,220 W 93RD ST,10025-7484,10025.0,A62,Dance,40.7924866,-73.9728745
864,864,32580,294 CROWN AVE,STATEN ISLAND,0,34515,133833390,16262,36085.0,294 CROWN AVE STATEN ISLAND NY 10312-2940,,STATEN ISLAND SPORTS HALL OF FAME INC,A50,0.0,34529,NY,294 CROWN AVE,10312-2940,10312.0,A50,Museums,40.54719375,-74.188536882674
865,865,32590,55 N MOORE ST,NEW YORK,62298,57991,133835811,148210,36061.0,55 N MOORE ST NEW YORK NY 10013-2349,,RACING THOUGHTS INC,A62,95621.0,154287,NY,55 N MOORE ST,10013-2349,10013.0,A62,Dance,40.72020525,-74.0091580579741
866,866,32593,131 PERRY STREET,NEW YORK,127627,235305,133836585,300512,36061.0,131 PERRY STREET NEW YORK NY 10014-6241,,BANG GROUP INC,A62,58488.0,293793,NY,131 PERRY STREET,10014-6241,10014.0,A62,Dance,40.7350204,-74.0075957
867,867,32596,526 W 26TH ST ROOM 824,NEW YORK,110005,247703,133837466,328119,36061.0,526 W 26TH ST NEW YORK NY 10001-5538,,INTERNATIONAL PRINT CENTER NEW YORK,A40,0.0,251167,NY,526 W 26TH ST,10001-5538,10001.0,A40,Visual Arts,40.750047,-74.0042469
868,868,32600,422 W 57TH ST,NEW YORK,0,10411,133837753,51505,36061.0,422 W 57TH ST NEW YORK NY 10019-3051,,LOOKING GLASS THEATER INC,A65,47916.0,58327,NY,422 W 57TH ST,10019-3051,10019.0,A65,Theater,40.76816335,-73.9869245557348
869,869,32603,246 W 38TH ST 8TH FLR,NEW YORK,210417,198561,133838879,510004,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,,THRESHOLD DANCE PROJECTS INC,A62,173289.0,425792,NY,246 W 38TH ST,10018-9086,10018.0,A62,Dance,40.7541085,-73.9904182
870,870,32610,330 W 42ND ST FLR 11,NEW YORK,113935,124350,133839702,313180,36061.0,330 W 42ND ST NEW YORK NY 10036-6902,,EARLY STAGES PROGRAM INC,A20,91209.0,222499,NY,330 W 42ND ST,10036-6902,10036.0,A20,Arts & Culture,40.75749775,-73.9916084438679
871,871,32618,113 BANK ST APT 1R,NEW YORK,3650,35836,133840774,76374,36061.0,113 BANK ST NEW YORK NY 10014-2176,,BYRDCLIFFE THEATRE COMPANY INC,A65,57405.0,93241,NY,113 BANK ST,10014-2176,10014.0,A65,Theater,40.7364201176471,-74.0072887647059
872,872,32636,105 CHAMBERS ST FL 2,NEW YORK,0,92705,133843768,76995,36061.0,105 CHAMBERS ST NEW YORK NY 10007-3516,,THE FOUNDERS ASSOCIATION INC,A23,0.0,92705,NY,105 CHAMBERS ST,10007-3516,10007.0,A23,Cultural & Ethnic Awareness,40.7163041,-74.0109232
873,873,32639,323 E 79TH ST,NEW YORK,41621,0,133844615,166263,36061.0,323 E 79TH ST NEW YORK NY 10021-0922,,FIRST HUNGARIAN LITERARY SOCIETY INCORPORATED,A23,127445.0,243647,NY,323 E 79TH ST,10021-0922,10021.0,A23,Cultural & Ethnic Awareness,40.7714021,-73.9504368
874,874,32641,481 EIGHTH AVE STE E22,NEW YORK,0,30000,133844997,29000,36061.0,481 EIGHTH AVE NEW YORK NY 10001-1820,,AMERICAN MUSICIAN FOUNDATION INC,A68,0.0,33000,NY,481 EIGHTH AVE,10001-1820,10001.0,A68,Music,43.216233,-74.1823014
875,875,32644,155 BANK ST,NEW YORK,0,16311,133845307,203633,36061.0,155 BANK ST NEW YORK NY 10014-2010,,PECCADILLO THEATER COMPANY INC,A65,200284.0,216940,NY,155 BANK ST,10014-2010,10014.0,A65,Theater,40.7362948,-74.009527
876,876,32655,321 W 76TH ST STE 2B,NEW YORK,10890,90884,133847871,32399,36061.0,321 W 76TH ST NEW YORK NY 10023-8044,,COLLEAGUES THEATRE COMPANY INC,A65,0.0,35957,NY,321 W 76TH ST,10023-8044,10023.0,A65,Theater,40.7799598,-73.9768276
877,877,32671,PO BOX 328,NEW YORK,0,67705,133852546,94230,36061.0,,,JUGGERNAUT THEATRE COMPANY LTD,A65,0.0,67705,NY,,10011-0000,10011.0,A65,Theater,,
878,878,32672,187 EAST 4TH STREET 5N,NEW YORK,249072,564499,133852592,820716,36061.0,187 EAST 4TH STREET NEW YORK NY 10009-7264,,BUILDERS ASSOCIATION INC,A65,228770.0,865007,NY,187 EAST 4TH STREET,10009-7264,10009.0,A65,Theater,40.7242265,-73.984514
879,879,32680,104 E 126TH ST FL 2,NEW YORK,115685,80136,133853627,272022,36061.0,104 E 126TH ST NEW YORK NY 10035-1623,,INTERNATIONAL JAZZ MUSEUM,A50,0.0,80182,NY,104 E 126TH ST,10035-1623,10035.0,A50,Museums,40.80530495,-73.9380441515417
880,880,32692,36 WEST 44TH STREET,NEW YORK,131071,609786,133857441,634013,36061.0,36 WEST 44TH STREET NEW YORK NY 10036-8102,,AUSCHWITZ JEWISH CENTER FOUNDATION INC,A54,0.0,610069,NY,36 WEST 44TH STREET,10036-8102,10036.0,A54,History Museums,40.7553158,-73.9819525
881,881,32712,443 E 115TH ST,NEW YORK,207272,40770,133859737,995030,36061.0,443 E 115TH ST NEW YORK NY 10029-1702,,NATIONAL MUSEUM OF CATHOLIC ART AND HISTORY,A54,0.0,41996,NY,443 E 115TH ST,10029-1702,10029.0,A54,History Museums,40.7949342,-73.9343569687281
882,882,32727,315 W 86TH ST APT 4E,NEW YORK,40100,102625,133862351,140223,36061.0,315 W 86TH ST NEW YORK NY 10024-3165,,GREAT SMALL WORKS INC,A65,27169.0,130730,NY,315 W 86TH ST,10024-3165,10024.0,A65,Theater,40.78948855,-73.9786539932527
883,883,32728,1155 AVENUE OF THE AMERICAS,NEW YORK,179260,236986,133862422,265269,36061.0,1155 AVENUE OF THE AMERICAS NEW YORK NY 10036-2711,,CHASHAMA INC,A60,93576.0,330917,NY,1155 AVENUE OF THE AMERICAS,10036-2711,10036.0,A60,Performing Arts,40.7564611,-73.9831996
884,884,32735,29 BROADWAY STE 600,NEW YORK,0,5450,133863135,44189,36061.0,29 BROADWAY NEW YORK NY 10006-3201,,CYCLADIC ART FOUNDATION,A12,0.0,31274,NY,29 BROADWAY,10006-3201,10006.0,A12,Fund Raising & Fund Distribution,40.7061827,-74.0136471435835
885,885,32736,15 W 16TH ST,NEW YORK,2449273,6285582,133863344,9506982,36061.0,15 W 16TH ST NEW YORK NY 10011-6301,,CENTER FOR JEWISH HISTORY INC,A23,655792.0,7834462,NY,15 W 16TH ST,10011-6301,10011.0,A23,Cultural & Ethnic Awareness,40.73806315,-73.9938027225012
886,886,32762,2804 THIRD AVENUE,BRONX,40004,0,133869493,161001,36005.0,2804 THIRD AVENUE BRONX NY 10455-4000,,NATIONAL PUERTO RICAN DAY PARADE INC,A23,0.0,65943,NY,2804 THIRD AVENUE,10455-4000,10455.0,A23,Cultural & Ethnic Awareness,,
887,887,32796,81 MURRAY ST STE 5,NEW YORK,0,61620,133877381,49028,36061.0,81 MURRAY ST NEW YORK NY 10007-2167,,ARMENIAN CENTER FOR CONTEMPORARY EXPERIMENTAL ART INC,A60,0.0,61620,NY,81 MURRAY ST,10007-2167,10007.0,A60,Performing Arts,40.71492485,-74.01077945
888,888,32813,401 W 24TH ST STE 8,NEW ORK,0,35697,133880426,37887,36061.0,401 W 24TH ST NEW ORK NY 10011-1241,,TERRANOVA PRODUCTIONS,A65,2154.0,37857,NY,401 W 24TH ST,10011-1241,10011.0,A65,Theater,,
889,889,32816,62 WILLIAM ST 7TH FLR,NEW YORK,171605,237739,133880953,416347,36061.0,62 WILLIAM ST NEW YORK NY 10005-1520,,STORYVILLE CENTER FOR THE SPOKEN WORD INC,A65,185258.0,459184,NY,62 WILLIAM ST,10005-1520,10005.0,A65,Theater,40.7071925,-74.0086351
890,890,32818,PO BOX 917,BRONX,0,23443,133882139,32428,36005.0,,,BRONX PUERTO RICAN DAY PARADE INC,A23,0.0,43746,NY,,10455-0917,10455.0,A23,Cultural & Ethnic Awareness,,
891,891,32819,39 BATTERY PLACE,NEW YORK,193808,357376,133882190,581189,36061.0,39 BATTERY PLACE NEW YORK NY 10280-1501,,SKYSCRAPER MUSEUM,A54,384524.0,744880,NY,39 BATTERY PLACE,10280-1501,10280.0,A54,History Museums,40.7057229,-74.0177051
892,892,32836,444 MADISON AVENUE 3103,NEW YORK,0,5500,133886891,6667,36061.0,444 MADISON AVENUE NEW YORK NY 10022-6903,,AMERICAN FRIENDS OF FLAMENCO INC,A62,0.0,9815,NY,444 MADISON AVENUE,10022-6903,10022.0,A62,Dance,40.7576763,-73.9759114
893,893,32845,33 WEST 60TH STREET 11TH FLOOR,NEW YORK,10398618,30423063,133888641,30052317,36061.0,33 WEST 60TH STREET NEW YORK NY 10023-7905,,JAZZ AT LINCOLN CENTER INC,A68,12578489.0,42914588,NY,33 WEST 60TH STREET,10023-7905,10023.0,A68,Music,40.7695152,-73.9832725
894,894,32849,130 E 59TH ST STE 840,NEW YORK,52631,352375,133888983,202852,36061.0,130 E 59TH ST NEW YORK NY 10022-1302,,THE NEW YORK MUSIC FOR YOUTH FOUNDATION INC,A12,0.0,361540,NY,130 E 59TH ST,10022-1302,10022.0,A12,Fund Raising & Fund Distribution,40.7621956,-73.9683817
895,895,32859,2234 3RD AVE 2ND FLR,NEW YORK,0,0,133891881,149373,36061.0,2234 3RD AVE NEW YORK NY 10035-2904,,UPTOWN DANCE ACADEMY INC,A25,151602.0,151602,NY,2234 3RD AVE,10035-2904,10035.0,A25,Arts Education,40.801495,-73.937552
896,896,32878,2444 BROADWAY SUITE 231,NEW YORK,57200,253624,133895528,398224,36061.0,2444 BROADWAY NEW YORK NY 10024-1103,,MELTING POT THEATRE CO,A65,70799.0,327435,NY,2444 BROADWAY,10024-1103,10024.0,A65,Theater,40.7910013333333,-73.9743257777778
897,897,32885,232 THIRD ST DOA,BROOKLYN,0,47559,133896400,26532,36047.0,232 THIRD ST DOA BROOKLYN NY 11215-2714,,J MANDLE PERFORMANCE INC,A65,1813.0,50932,NY,232 THIRD ST DOA,11215-2714,11215.0,A65,Theater,,
898,898,32908,45 E 33RD ST,NEW YORK,91000,372551,133900360,353151,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,,SECOND CENTURY FUND OF THE WORKMENS CIRCLE INCORPORATED,A23,0.0,493010,NY,45 E 33RD ST,10016-5336,10016.0,A23,Cultural & Ethnic Awareness,40.74689385,-73.9823742098881
899,899,32920,640 W 139TH ST APT 60,NEW YORK,0,24125,133903490,21247,36061.0,640 W 139TH ST NEW YORK NY 10031-7335,,NEW YORK ART ENSEMBLE INC,A6C,2981.0,27106,NY,640 W 139TH ST,10031-7335,10031.0,A6C,Bands & Ensembles,40.82315425,-73.9550386384747
900,900,32923,16 E 11TH ST 3A,NEW YORK,10225,67411,133904072,90328,36061.0,16 E 11TH ST NEW YORK NY 10003-4489,,SEQUITUR NEW MUSIC CORPORATION,A68,6047.0,73498,NY,16 E 11TH ST,10003-4489,10003.0,A68,Music,40.73350925,-73.9943570870519
901,901,32926,1775 BROADWAY STE 708,NEW YORK,213331,287150,133904262,777430,36061.0,1775 BROADWAY NEW YORK NY 10019-1903,,BAT THEATRE INC,A65,444157.0,772872,NY,1775 BROADWAY,10019-1903,10019.0,A65,Theater,40.7669819,-73.9819808
902,902,32945,66 WOOSTER ST,NEW YORK,0,77847,133908692,101554,36061.0,66 WOOSTER ST NEW YORK NY 10012-4305,,SOHO THINK TANK INC,A65,59630.0,139364,NY,66 WOOSTER ST,10012-4305,10012.0,A65,Theater,40.7233323,-74.0017161
903,903,32948,16 FLAGG PL,STATEN ISLAND,0,19104,133909562,18581,36085.0,16 FLAGG PL STATEN ISLAND NY 10304-1166,,COLUMCILLE CULTURAL CENTER INC,A20,0.0,30570,NY,16 FLAGG PL,10304-1166,10304.0,A20,Arts & Culture,40.59043235,-74.1014922565664
904,904,32967,225 W 34TH ST STE 1800,NEW YORK,0,88000,133912334,65025,36061.0,225 W 34TH ST NEW YORK NY 10122-1800,,AUBIN PICTURES INC,A01,11803.0,99803,NY,225 W 34TH ST,10122-1800,10122.0,A01,Alliances & Advocacy,40.7517799,-73.9920745
905,905,32973,246 W 38TH ST 8TH FLR,NEW YORK,48500,146749,133913291,355591,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,,INTA INC,A60,275009.0,425351,NY,246 W 38TH ST,10018-9086,10018.0,A60,Performing Arts,40.7541085,-73.9904182
906,906,32974,332 BLEECKER ST K 136,NEW YORK,0,5970,133913351,35354,36061.0,332 BLEECKER ST K NEW YORK NY 10014-2980,,MOONWORK INC,A65,40125.0,46095,NY,332 BLEECKER ST K,10014-2980,10014.0,A65,Theater,40.7335524,-74.0045471
907,907,32977,460 W 49TH ST,NEW YORK,0,30000,133914058,33298,36061.0,460 W 49TH ST NEW YORK NY 10019-7240,,MANHATTAN PLAYHOUSE INC,A25,0.0,30130,NY,460 W 49TH ST,10019-7240,10019.0,A25,Arts Education,40.7636979,-73.9919161031883
908,908,33000,70 E 3RD ST 9,NEW YORK,50515,120884,133919147,126112,36061.0,70 E 3RD ST NEW YORK NY 10003-9278,,GROOVE WITH ME INC,A62,300.0,122031,NY,70 E 3RD ST,10003-9278,10003.0,A62,Dance,40.7249352,-73.9888418893253
909,909,33010,7 E 14TH ST APT 1207,NEW YORK,84801,306909,133920920,248886,36061.0,7 E 14TH ST NEW YORK NY 10003-3118,,STARFISH THEATREWORKS INC,A65,8776.0,320252,NY,7 E 14TH ST,10003-3118,10003.0,A65,Theater,40.7357597,-73.9924301831198
910,910,33019,140 SECOND AVE 501,NEW YORK,107881,179585,133922974,352819,36061.0,140 SECOND AVE NEW YORK NY 10003-8385,,THIN MAN DANCE INC,A62,197403.0,378158,NY,140 SECOND AVE,10003-8385,10003.0,A62,Dance,42.6354291687142,-73.7409010269515
911,911,33028,ONE NY PLAZA,NEW YORK,0,19519,133925551,41474,36061.0,ONE NY PLAZA NEW YORK NY 10004-0000,,CERDDORIAN NYC INC,A6B,23008.0,42793,NY,ONE NY PLAZA,10004-0000,10004.0,A6B,Singing & Choral Groups,,
912,912,33044,100 LAFAYETTE ST SUITE 800,NEW YORK,51666,229015,133929841,231087,36061.0,100 LAFAYETTE ST NEW YORK NY 10013-4400,,SECOND GENERATION PRODUCTIONS INC,A65,5884.0,234899,NY,100 LAFAYETTE ST,10013-4400,10013.0,A65,Theater,40.7178392,-74.0012667
913,913,33050,330 W 45 ST APT 1H,NEW YORK,75000,25567,133931624,205764,36061.0,330 W 45 ST NEW YORK NY 10036-3856,,RANDOM FARMS KIDS THEATER INC,A65,181919.0,226287,NY,330 W 45 ST,10036-3856,10036.0,A65,Theater,,
914,914,33052,37 GRAND AVE,BROOKLYN,0,56500,133931803,115439,36047.0,37 GRAND AVE BROOKLYN NY 11205-1301,,SWEET JANE PRODUCTIONS INC,A65,30988.0,118404,NY,37 GRAND AVE,11205-1301,11205.0,A65,Theater,40.6965022,-73.964339840292
915,915,33059,30 E 20TH ST ROOM 302,NEW YORK,0,0,133932856,68362,36061.0,30 E 20TH ST NEW YORK NY 10003-1310,,NYJPW CHINESE AMERICAN ARTS AND CULTURE ASSOCIATION INC,A23,85815.0,86096,NY,30 E 20TH ST,10003-1310,10003.0,A23,Cultural & Ethnic Awareness,40.7385926,-73.9888870404574
916,916,33063,70 ORCHARD STREET,NEW YORK,127521,246605,133933808,262741,36061.0,70 ORCHARD STREET NEW YORK NY 10002-4523,,TO MAKE THE WORLD A BETTER PLACE,A25,40565.0,289863,NY,70 ORCHARD STREET,10002-4523,10002.0,A25,Arts Education,40.7174928,-73.9906669
917,917,33075,PO BOX 2213,NEW YORK,4437,97724,133936420,107208,36061.0,,,THE@GENESIUS GUILD INC,A65,9809.0,102126,NY,,10108-2213,10108.0,A65,Theater,,
918,918,33077,747 THIRD AVE 3RD FLR,NEW YORK,0,7785,133936723,33245,36061.0,747 THIRD AVE NEW YORK NY 10017-2803,,CENTRO CULTURAL CUBANO INC,A23,8675.0,32339,NY,747 THIRD AVE,10017-2803,10017.0,A23,Cultural & Ethnic Awareness,40.75345825,-73.972081983947
919,919,33083,225 W 34TH ST STE 820,NEW YORK,1208584,4455116,133938080,3640047,36061.0,225 W 34TH ST NEW YORK NY 10122-0049,,CENTER FOR ARTS EDUCATION INC,A25,0.0,4667846,NY,225 W 34TH ST,10122-0049,10122.0,A25,Arts Education,40.7517799,-73.9920745
920,920,33120,450 SEVENTH AVE STE 2701,NEW YORK,24000,35000,133946089,353749,36061.0,450 SEVENTH AVE NEW YORK NY 10123-2701,,NOCHE FLAMENCA INC,A62,352281.0,387281,NY,450 SEVENTH AVE,10123-2701,10123.0,A62,Dance,42.7948248,-73.9554193
921,921,33124,317 MADISON AVENUE SUITE 614,NEW YORK,171260,558961,133946716,715008,36061.0,317 MADISON AVENUE NEW YORK NY 10017-5273,,RUSSIAN-AMERICAN ARTS FOUNDATION INC,A23,370007.0,930742,NY,317 MADISON AVENUE,10017-5273,10017.0,A23,Cultural & Ethnic Awareness,40.752868,-73.979113
922,922,33131,20 WEST 64TH STREET,NEW YORK,87914,293134,133947644,188259,36061.0,20 WEST 64TH STREET NEW YORK NY 10023-7129,,THE LYRIC CHAMBER MUSIC SOCIETY OF NEW YORK INC,A6C,15768.0,308931,NY,20 WEST 64TH STREET,10023-7129,10023.0,A6C,Bands & Ensembles,40.7718633,-73.9815969
923,923,33132,312 E 23RD ST STE 4B,NEW YORK,23084,241407,133947679,102401,36061.0,312 E 23RD ST NEW YORK NY 10010-4700,,CLUBBED THUMB INC,A65,12328.0,260951,NY,312 E 23RD ST,10010-4700,10010.0,A65,Theater,40.73733645,-73.9802782693239
924,924,33136,119 EAST 102ND STREET,NEW YORK,0,10675,133948379,57965,36061.0,119 EAST 102ND STREET NEW YORK NY 10029-5737,,KEEP RISING TO THE TOP,A62,52807.0,63482,NY,119 EAST 102ND STREET,10029-5737,10029.0,A62,Dance,40.7901349,-73.9486013581368
925,925,33140,290 HUDSON ST,NEW YORK,63910,101355,133948717,270431,36061.0,290 HUDSON ST NEW YORK NY 10013-1401,,JAZZ GALLERY,A20,167748.0,297861,NY,290 HUDSON ST,10013-1401,10013.0,A20,Arts & Culture,40.7254869,-74.0074393
926,926,33151,787 SEVENTH AVE,NEW YORK,243795,484855,133951504,457117,36061.0,787 SEVENTH AVE NEW YORK NY 10019-6018,,LOCATION ONE INC,A20,0.0,485794,NY,787 SEVENTH AVE,10019-6018,10019.0,A20,Arts & Culture,42.7948248,-73.9554193
927,927,33156,45 MIAN STREET FL 12,BROOKLYN,863730,2387123,133952075,2685886,36047.0,45 MIAN STREET BROOKLYN NY 11201-1000,,EYEBEAM ATELIER,A40,19516.0,2511613,NY,45 MIAN STREET,11201-1000,11201.0,A40,Visual Arts,,
928,928,33176,241 E 32ND ST,NEW YORK,0,13250,133955709,59352,36061.0,241 E 32ND ST NEW YORK NY 10016-6305,,NEW YORK TIBETAN ALLIANCE INC,A23,34563.0,48056,NY,241 E 32ND ST,10016-6305,10016.0,A23,Cultural & Ethnic Awareness,40.74394415,-73.9774421203212
929,929,33183,477 MADISON AVE,NEW YORK,0,40000,133957107,13010,36061.0,477 MADISON AVE NEW YORK NY 10022-5802,,NEW HERITAGE MUSIC FOUNDATION INC,A68,0.0,46147,NY,477 MADISON AVE,10022-5802,10022.0,A68,Music,40.7585227,-73.9746316578154
930,930,33193,LOCAL,NEW YORK,21667,2390,133958990,47562,36061.0,LOCAL NEW YORK NY 10276-0336,,ART IN CONTEXT CENTER FOR COMMUNICATIONS CORPORATION,A40,41485.0,43875,NY,LOCAL,10276-0336,10276.0,A40,Visual Arts,40.7515081,-73.9934608
931,931,33209,21 32 CRESCENT ST STE 7D,ASTORIA,3100,0,133963103,91044,36081.0,21 32 CRESCENT ST ASTORIA NY 11105-0000,,THEATRE J P INC,A65,101881.0,101881,NY,21 32 CRESCENT ST,11105-0000,11105.0,A65,Theater,40.7800694,-73.9132296445928
932,932,33214,400 W 43RD ST STE 19R,NEW YORK,0,0,133964272,36925,36061.0,400 W 43RD ST NEW YORK NY 10036-6311,,LEHIGH VALLEY JAZZ REPERTORY ORCHESTRA INC,A68,33020.0,33020,NY,400 W 43RD ST,10036-6311,10036.0,A68,Music,40.7592431,-73.9927221
933,933,33217,160 CABRINI BLVD 134,NEW YORK,0,49738,133964559,73967,36061.0,160 CABRINI BLVD NEW YORK NY 10033-1145,,NURTUREART NON PROFIT INC,A40,2267.0,71405,NY,160 CABRINI BLVD,10033-1145,10033.0,A40,Visual Arts,40.8534712,-73.9399605631262
934,934,33218,4235 KATONAH AVE,BRONX,0,183900,133964600,630968,36005.0,4235 KATONAH AVE BRONX NY 10470-2211,,GAELIC ATHLETIC ASSOCIATION OF NEW YORK,A23,278051.0,533825,NY,4235 KATONAH AVE,10470-2211,10470.0,A23,Cultural & Ethnic Awareness,40.89677875,-73.8673451163702
935,935,33220,220 25TH ST STE 202,BROOKLYN,0,33405,133966046,30536,36047.0,220 25TH ST BROOKLYN NY 11232-1391,,MARIE-CHRISTINE GIORDANO DANCE COMPANY INC,A62,2961.0,36366,NY,220 25TH ST,11232-1391,11232.0,A62,Dance,40.65968705,-73.997245656969
936,936,33225,80 ST PAULS AVE,STATEN ISLAND,0,23900,133966800,17324,36085.0,80 ST PAULS AVE STATEN ISLAND NY 10301-3218,,RIVERSIDE OPERA COMPANY INC,A6A,2090.0,28391,NY,80 ST PAULS AVE,10301-3218,10301.0,A6A,Opera,40.63567385,-74.0784479048978
937,937,33234,1344 LEXINGTON AVE,NEW YORK,101560,439868,133969173,756204,36061.0,1344 LEXINGTON AVE NEW YORK NY 10128-1507,,CHERRY LANE ALTERNATIVE INC,A65,282906.0,722791,NY,1344 LEXINGTON AVE,10128-1507,10128.0,A65,Theater,40.78168205,-73.9542450301708
938,938,33266,45 E 78TH ST,NEW YORK,114975,54585,133974836,425787,36061.0,45 E 78TH ST NEW YORK NY 10021-0204,,SHAKESPEARE SOCIETY INC,A40,361518.0,418064,NY,45 E 78TH ST,10021-0204,10021.0,A40,Visual Arts,40.7700832,-73.9494518
939,939,33281,6 HANCOCK PL,NEW YORK,18500,47126,133977290,80959,36061.0,6 HANCOCK PL NEW YORK NY 10027-4803,,AMERICAN PERFORMING ARTS COLLABORATIVE INC,A65,87800.0,141336,NY,6 HANCOCK PL,10027-4803,10027.0,A65,Theater,40.8101715,-73.9538042476191
940,940,33285,PO BOX 2201 TIME SQUARE STATIO,NEW YORK,30400,60985,133978343,115151,36061.0,,,NORTH AMERICAN CULTURAL LABORATORY INC,A65,56138.0,117812,NY,,10108-2201,10108.0,A65,Theater,,
941,941,33296,295 GREENWICH ST 290,NEW YORK,7200,16400,133980928,35766,36061.0,295 GREENWICH ST NEW YORK NY 10007-1049,,VANGUARD VISIONS INC,A40,9052.0,25452,NY,295 GREENWICH ST,10007-1049,10007.0,A40,Visual Arts,40.7156737,-74.0109601
942,942,33300,4453 POST ROAD APT 3H,NEW YORK,40000,133911,133982875,192661,36005.0,4453 POST ROAD NEW YORK NY 10471-0000,,FUGATE BAHIRI BALLET NY INC,A63,88379.0,226774,NY,4453 POST ROAD,10471-0000,10471.0,A63,Ballet,40.8911188035714,-73.8983074821429
943,943,33303,511 WEST 25TH ST 706FLR,NEW YORK,226335,594474,133985592,877398,36061.0,511 WEST 25TH ST NEW YORK NY 10001-5561,,LABYRINTH INC,A65,317230.0,918534,NY,511 WEST 25TH ST,10001-5561,10001.0,A65,Theater,40.7495167,-74.003867288335
944,944,33321,250 W 54TH ST STE 701,NEW YORK,0,10990,133990207,30417,36061.0,250 W 54TH ST NEW YORK NY 10019-5515,,FLAMENCO LATINO,A62,21097.0,32087,NY,250 W 54TH ST,10019-5515,10019.0,A62,Dance,40.7643319,-73.9834308
945,945,33333,PO BOX 141099,STATEN ISLAND,0,0,133993253,5021,36085.0,,,MALAYALEE ASSOCIATION OF STATEN ISLAND INC,A20,6140.0,16587,NY,,10314-1099,10314.0,A20,Arts & Culture,,
946,946,33337,35 W 33RD ST 16E,NEW YORK,27000,26121,133993854,65868,36061.0,35 W 33RD ST NEW YORK NY 10001-3004,,MOSAIC COLONY INC,A40,16200.0,42794,NY,35 W 33RD ST,10001-3004,10001.0,A40,Visual Arts,40.7487365,-73.9868525675602
947,947,33340,565 W 170TH ST,NEW YORK,0,99008,133994372,100474,36061.0,565 W 170TH ST NEW YORK NY 10032-3336,,WASHINGTON HEIGHTS ARTS CENTER INC,A20,0.0,99008,NY,565 W 170TH ST,10032-3336,10032.0,A20,Arts & Culture,40.84217745,-73.9381696140718
948,948,33352,841 BARRETTO ST,BRONX,0,110667,133997265,121214,36005.0,841 BARRETTO ST BRONX NY 10474-0000,,ARTHUR AVILES TYPICAL THEATRE,A65,0.0,110667,NY,841 BARRETTO ST,10474-0000,10474.0,A65,Theater,40.8172019,-73.8902093
949,949,33368,45 EAST 33RD STREET,NEW YORK,578563,245679,133998872,1336104,36061.0,45 EAST 33RD STREET NEW YORK NY 10016-5336,,FOLKSBIENE YIDDISH THEATRE INC,A65,339760.0,865005,NY,45 EAST 33RD STREET,10016-5336,10016.0,A65,Theater,40.74689385,-73.9823742098881
950,950,33370,127 W 78TH STREET,NEWYORK,50000,94303,133999060,118500,36061.0,127 W 78TH STREET NEWYORK NY 10024-6750,,NEW YORK DANCE & ARTS INNOVATIONS INC,A62,18694.0,113033,NY,127 W 78TH STREET,10024-6750,10024.0,A62,Dance,,
951,951,33376,100 OLD SLIP,NEW YORK,612856,1174411,134000578,1237305,36061.0,100 OLD SLIP NEW YORK NY 10005-3539,,NEW YORK CITY POLICE MUSEUM,A54,3779.0,1292216,NY,100 OLD SLIP,10005-3539,10005.0,A54,History Museums,40.7034864,-74.00813135
952,952,33385,326 E 11TH ST STE 2,NEW YORK,13150,141500,134002928,134987,36061.0,326 E 11TH ST NEW YORK NY 10003-7410,,KALAVANT CENTER FOR MUSIC AND DANCE INC,A60,0.0,141500,NY,326 E 11TH ST,10003-7410,10003.0,A60,Performing Arts,40.7296259,-73.985112925
