,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,NTEESRC,nteeConf,Auspice,MailName,MailStreet,MailCity,CBSA,DIVCODE,MSA_NECH,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
51694,237001471,200104,2000,85384,0,0,0,0,0,0,0,390481,390481,475865,482555,11912,0,0,18602,11912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390481,0,0,,475865,3,9,0,0,0,0,0,0,0,0,0,0,0,0,475865,-6690,0,0,0,0,0,0,0,0,18602,160200,1646167,0,0,0,0,1843803,1843803,0,0,0,298.0,N,2.0,1.0,200145.0,29490300023271.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,11356-0098,11356.0,237001471200104.0,2370014712001.0,4,298.0,328.0,0.0,PO BOX 560098,3.0,0.0,COLLEGE POINT,1.0,,1.0,11.0,16.0,10.0,0.0,GREATER NEW YORK CITY ICE HOCKEY LEAGUE INC HIATRIC SOCIETY,1.0,196812.0,,NY,CORE00PC,1.0,2.0,2.0,2.0,A,A68,IN,,AR,A,PC,O,AR,A,,,A68Z,AR,AR,5602.0,5600.0,36081.0,0.350086,1,N,Z,Greater New York City Ice Hockey League Inc. Hiatric Society,PO Box 351034,Brooklyn,35620.0,35644.0,5602.0,A68,NY,11356.0,COLLEGE POINT,A68,,0.0,3a,2001.0,0.0,3a,2001.0,11912.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,85384.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,11912.0,3a,2001.0,A68,A
51743,237003473,200006,1999,327908,0,0,0,2,0,0,0,53999,53999,381907,37924,396760,0,0,348186,736372,281594,339612,0,0,0,0,0,0,0,0,0,0,0,13815,0,0,0,33369,,368092,3,7,0,2,0,20628,6813,0,0,0,0,0,0,0,368092,330168,0,0,0,0,0,0,97500,0,66592,127057,0,27682,136092,0,0,290831,263149,0,0,0,119.0,N,5.0,1.0,200205.0,29490006199022.0,1.0,2000,4.0,Y,1.0,Y,1.0,0.0,1999.0,10036-6332,10036.0,237003473200006.0,2370034732000.0,6,119.0,59.0,40.0,484 W 43RD ST STE 37S,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,OFF CENTER THEATRE INC,1.0,196901.0,,NY,RTF01PC,3.0,2.0,2.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.309488,1,N,Z,OFF Center Theatre Inc.,484 W. 43rd St. Ste. 37s,New York,35620.0,35644.0,5602.0,A65,NY,10036.0,NEW YORK,A65,,0.0,3a,2000.0,0.0,3a,2000.0,396760.0,3a,2000.0,800.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,150115.0,3a,2000.0,0.0,3a,2000.0,327908.0,3a,2000.0,2401.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,244324.0,3a,2000.0,A65,A
51845,237006692,200112,2001,44381,0,0,0,0,0,0,0,0,0,44381,33391,17024,0,0,6034,17024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44381,3,9,0,0,0,0,0,0,0,0,0,0,0,0,44381,10990,0,0,0,0,0,0,0,0,6034,132656,0,0,1867,0,0,134523,134523,0,0,0,59.0,N,2.0,1.0,200225.0,29409145051162.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10128-1210,10128.0,237006692200112.0,2370066922001.0,12,59.0,120.0,0.0,1165 PARK AVE,3.0,0.0,NEW YORK,2.0,% EDWARD KLINE,1.0,13.0,16.0,10.0,0.0,CHEKHOV PUBLISHING CORP,1.0,196901.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,PC,O,AR,A,,,A33Z,AR,AR,5602.0,5600.0,36061.0,0.443651,1,N,Z,Chekhov Publishing Corp,1165 Park Ave.,New York,35620.0,35644.0,5602.0,A33,NY,10128.0,NEW YORK,A33,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A33,A
51913,237009390,200108,2000,11140,5215,0,0,1032,0,0,0,14674,14674,31029,16508,50366,0,0,35845,50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13642,0,0,,31029,3,9,0,0,0,0,0,1032,0,0,0,0,0,0,31029,14521,0,0,0,0,0,0,0,0,35845,16436,12003,28051,4177,0,0,60667,32616,0,0,0,119.0,N,3.0,1.0,200238.0,29409243035232.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10021-0051,10021.0,237009390200108.0,2370093902001.0,8,119.0,59.0,0.0,PO BOX 2006 LENOX HILL STATION,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,20.0,0.0,AMERICAN DANCE GUILD INC,1.0,196901.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.35541500000000004,1,N,Z,American Dance Guild Inc.,PO Box 2006,New York,35620.0,35644.0,5602.0,A62,NY,10021.0,NEW YORK,A62,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A62,A
52019,237012069,200106,2000,1030975,0,0,0,24947,110258,0,0,487592,487592,1518567,1509648,330597,0,0,409437,427793,87759,97196,0,0,0,0,0,0,0,0,0,0,0,0,0,462645,0,0,,1518567,3,9,0,24947,0,0,0,0,0,0,0,0,0,0,1518567,8919,0,529176,127586,0,0,0,0,0,321678,3020317,0,2461990,35965,0,0,5545771,3083781,0,0,0,45.0,N,4.0,1.0,200213.0,29490068211012.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10012-2608,10012.0,237012069200106.0,2370120692001.0,6,45.0,0.0,0.0,611 BROADWAY 9TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,JOSE LIMON DANCE FOUNDATION,1.0,198610.0,,NY,RTF01PC,2.0,4.0,4.0,4.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.167767,1,N,Z,Jose Limon Dance Foundation,611 Broadway 9th Flr,New York,35620.0,35644.0,5602.0,A11,NY,10012.0,NEW YORK,A11,60.0,286521.0,3a,2001.0,0.0,3a,2001.0,235569.0,3a,2001.0,26406.0,3a,2001.0,95028.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,744454.0,3a,2001.0,6401.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,16003.0,3a,2001.0,190741.0,3a,2001.0,68715.0,3a,2001.0,A1160,A
52132,237016007,200104,2000,181252,4995,0,0,2145,0,0,8751,20025,20025,206272,153089,921338,50854,0,908074,921790,39919,452,0,0,0,0,0,0,0,0,0,0,0,0,0,8969,160,0,,206272,3,7,0,2121,24,0,0,0,0,0,0,0,160,8751,206272,53183,0,0,3389,0,0,38000,0,0,868155,603012,29397,43284,2155,0,0,677848,634564,0,0,0,62.0,N,5.0,1.0,200146.0,29490300020201.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,11354-5729,11354.0,237016007200104.0,2370160072001.0,4,62.0,0.0,0.0,14335 37TH AVE,3.0,0.0,FLUSHING,2.0,,1.0,11.0,15.0,10.0,0.0,QUEENS HISTORICAL SOCIETY,1.0,196905.0,,NY,CORE00PC,3.0,2.0,2.0,2.0,A,A80,IN,,AR,A,PC,O,AR,A,,,A82Z,AR,AR,5602.0,5600.0,36081.0,0.79395,1,N,Z,Queens Historical Society,143 35 37th Ave.,Flushing,35620.0,35644.0,5602.0,A80,NY,11354.0,FLUSHING,A82,,176651.0,3a,2001.0,0.0,3a,2001.0,921338.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,314831.0,3a,2001.0,0.0,3a,2001.0,4501.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,404039.0,3a,2001.0,2000.0,3a,2001.0,111211.0,3a,2001.0,A82,A
52221,237022729,200206,2001,620644,0,0,0,511,49236,0,0,869016,869016,1489660,1150104,568973,34000,0,248116,597511,12000,28538,0,0,0,0,0,0,0,0,0,0,0,0,6699,790800,61371,9635,,1482961,3,7,0,0,511,0,0,0,0,0,0,0,68070,0,1482961,332857,0,477883,58528,0,0,0,0,0,236116,2039038,0,1750452,15540,0,0,3805030,2054578,0,0,0,90.0,N,5.0,1.0,200247.0,29490306162122.0,1.0,2002,6.0,Y,1.0,N,1.0,0.0,2001.0,10013-0654,10013.0,237022729200206.0,2370227292002.0,6,90.0,88.0,119.0,PO BOX 654,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,WOOSTER GROUP INC,1.0,196905.0,,NY,RTF01PC,3.0,4.0,4.0,4.0,A,A65,IN,,AR,A,PC,O,AR,A,,A30Z,A65Z,AR,AR,5602.0,5600.0,36061.0,0.425525,1,N,Z,Wooster Group Inc.,PO Box 654,New York,35620.0,35644.0,5602.0,A65,NY,10013.0,NEW YORK,A65,,117108.0,3a,2002.0,0.0,3a,2002.0,494263.0,3a,2002.0,0.0,3a,2002.0,74710.0,3a,2002.0,0.0,3a,2002.0,134302.0,3a,2002.0,0.0,3a,2002.0,503536.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A65,A
52304,237025183,200003,1999,26753,7645,0,0,9649,0,3461,-160,29436,25975,63834,31204,364928,0,0,339954,364928,0,0,364928,0,0,0,0,0,0,0,0,0,0,0,9480,5956,1050,0,,50893,3,9,0,4909,4740,0,0,0,0,0,0,0,10530,3301,50893,19689,5285,6143,470,0,0,0,0,339954,339954,69237,24993,38650,36918,0,0,169798,131148,0,0,0,59.0,N,4.0,1.0,200120.0,29490239056030.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10021-8736,10021.0,237025183200003.0,2370251832000.0,3,59.0,0.0,0.0,421 E 61ST ST,9.0,0.0,NEW YORK,2.0,% PRESIDENT-CHAPTER II,1.0,13.0,15.0,20.0,2638.0,COLONIAL DAMES OF AMERICA II PHILADELPHIA,5.0,197507.0,II PHILADELPHIA CHAPTER,NY,CORE00PC,2.0,1.0,1.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.34477800000000003,1,C,Z,Colonial Dames of America Ii Philadelphia,421 E. 61st St.,New York,35620.0,35644.0,5602.0,A80,NY,10021.0,NEW YORK,A80,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A80,A
52312,237025308,200106,2000,537963,28545,33655,36968,6852,49292,0,0,514133,477165,1080641,1261848,875927,101608,0,1253313,1047047,131366,171120,0,0,0,0,0,0,0,0,0,0,0,0,27845,385964,21815,5318,,1015828,3,7,0,6852,0,32684,32684,0,-3313,0,0,0,49660,0,1015828,-246020,0,340507,32945,0,0,3504,707,0,1121947,2040791,0,974600,195494,0,0,3278983,2304383,0,0,0,119.0,N,6.0,1.0,200204.0,29490005038272.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10003-5306,10003.0,237025308200106.0,2370253082001.0,6,119.0,0.0,0.0,136 E 13TH ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,CSC REPERTORY LTD,1.0,197110.0,,NY,RTF01PC,4.0,4.0,4.0,4.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.40918899999999997,1,N,Z,CSC Repertory Ltd,136 E. 13th St.,New York,35620.0,35644.0,5602.0,A99,NY,10003.0,NEW YORK,A65,,54206.0,3a,2001.0,0.0,3a,2001.0,770824.0,3a,2001.0,0.0,3a,2001.0,105003.0,3a,2001.0,0.0,3a,2001.0,759734.0,3a,2001.0,0.0,3a,2001.0,483757.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,37302.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A65,A
52419,237028921,200106,2000,17543,0,0,0,0,0,0,0,7769,7769,25312,24462,497,0,0,746,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,6671,0,0,,24214,3,9,0,0,0,0,0,0,0,0,0,0,1098,0,24214,-248,0,0,0,0,0,0,0,0,746,55287,0,21878,0,0,0,77165,55287,0,0,0,119.0,N,1.0,1.0,200209.0,29409005165272.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10025-1534,10025.0,237028921200106.0,2370289212001.0,6,119.0,59.0,0.0,PO BOX 250281,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,LEAGUE OF COMPOSERS INTL SOC FOR CONTEMPORARY MUSIC U S SECTION INC,1.0,196003.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A03,IN,,AR,A,PC,O,AR,A,6,A68Z,A6DC,AR,AR,5602.0,5600.0,36061.0,0.24479299999999998,1,N,Z,League of Composers International Society for Contemporary Music U. S. Section Inc.,PO Box 250281,New York,35620.0,35644.0,5602.0,A03,NY,10025.0,NEW YORK,A03,68.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A0368,A
52577,237031677,199912,1999,0,14355,0,0,845,0,0,0,12064,12064,26419,16918,67120,0,0,68500,67120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10881,0,338,0,,15538,3,7,0,0,0,0,0,845,0,0,0,0,11219,0,15538,-1380,0,0,0,0,0,0,0,0,68500,50,45289,81070,7003,0,0,133986,52916,0,0,0,,,,,,,,1999,,,,,,,,10036-2701,10036.0,,,12,59.0,0.0,0.0,1150 SIXTH AVE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,AMERICAN PHOTOGRAPHIC HISTORICAL SOCIETY INCORPORATED,1.0,196909.0,,NY,CORE00PC,1.0,1.0,1.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.624698,1,N,Z,American Photographic Historical Society Inc.,1150 Sixth Ave.,New York,35620.0,35644.0,5602.0,A80,NY,10036.0,NEW YORK,A82,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,44013.0,3a,1999.0,0.0,3a,1999.0,23107.0,3a,1999.0,A82,A
52675,237034927,200206,2001,668510,0,0,0,429,41667,0,0,17308,17308,685818,222830,485036,75000,0,53542,494405,7170,9369,0,0,0,0,0,0,0,0,0,0,0,0,4324,11679,876,0,,681494,3,9,0,429,0,0,0,0,0,0,0,0,5200,0,681494,458664,-20000,0,6357,0,0,0,0,0,46372,1362634,0,74763,9096,0,0,1446493,1371730,0,0,0,119.0,N,4.0,1.0,200252.0,29490341192172.0,1.0,2002,5.0,Y,1.0,N,1.0,0.0,2001.0,10024-6428,10024.0,237034927200206.0,2370349272002.0,6,119.0,59.0,0.0,140 W 79TH ST STE 9F,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,PRO MUSICIS FOUNDATION INC,1.0,196909.0,,NY,RTF01PC,2.0,3.0,3.0,2.0,A,A68,IN,,AR,A,PC,O,AR,A,,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.31303200000000003,1,N,Z,Pro Musicis Foundation Inc.,140 W. 79th St. Ste. 9f,New York,35620.0,35644.0,5602.0,A68,NY,10024.0,NEW YORK,A68,,0.0,3a,2002.0,0.0,3a,2002.0,53504.0,3a,2002.0,1300.0,3a,2002.0,431532.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,668510.0,3a,2002.0,2002.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,1800.0,3a,2002.0,0.0,3a,2002.0,2200.0,3a,2002.0,A68,A
52767,237037147,200106,2000,616484,530402,27357,0,147716,48166,0,0,1177760,1177760,2324646,2053368,5653931,35437,0,6255675,5874421,208834,220490,0,0,0,0,0,0,0,0,0,0,0,0,145252,619087,107256,131092,,2179394,3,9,0,73753,73963,0,0,0,27357,0,0,0,252508,0,2179394,126026,-518936,151310,7730,0,0,0,0,0,6046841,2624385,2468507,0,707873,0,0,6069166,6069166,0,0,0,59.0,N,7.0,1.0,200234.0,29490159041022.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10021-4906,10021.0,237037147200106.0,2370371472001.0,6,59.0,40.0,349.0,16 E 69TH ST,9.0,0.0,NEW YORK,2.0,JAMES LLOYD,1.0,13.0,16.0,30.0,1899.0,ENGLISH SPEAKING UNION OF THE UNITED STATES,1.0,196710.0,1899 GROUP RETURN,NY,RTF01PC,5.0,4.0,4.0,4.0,A,A70,IN,,AR,A,PC,O,AR,A,,,A74Z,AR,AR,5602.0,5600.0,36061.0,0.6891970000000001,1,N,Z,English Speaking Union of the United States,144 E. 39th St.,New York,35620.0,35644.0,5602.0,A70,NY,10021.0,NEW YORK,A70,,0.0,3a,2001.0,0.0,3a,2001.0,5653931.0,3a,2001.0,6100.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,247408.0,3a,2001.0,616484.0,3a,2001.0,19400.0,3a,2001.0,PC,O,AR,A,IN,,4124115.0,3a,2001.0,17700.0,3a,2001.0,0.0,3a,2001.0,659002.0,3a,2001.0,A70,A
52841,237039510,200108,2000,1694704,0,0,0,17709,2761,0,0,15815,15815,1710519,2619234,568626,0,0,1508291,1610584,30950,1041958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1894,S,1710519,3,7,0,17709,0,0,0,0,0,0,0,0,0,0,1710519,-908715,0,0,0,0,0,0,0,0,1477341,4699432,0,0,49444,0,0,4744158,4744158,0,0,0,119.0,N,6.0,1.0,200226.0,29490138222022.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10019-3800,10019.0,237039510200108.0,2370395102001.0,8,119.0,602.0,0.0,156 W 56TH ST,3.0,0.0,NEW YORK,1.0,% WINDEL MARX DAVIES & IVES,1.0,13.0,16.0,10.0,0.0,AMERICAN FRIENDS OF CONVENT GARDEN AND THE ROYAL BALLET INC,1.0,196911.0,,NY,RTF01PC,4.0,4.0,4.0,4.0,A,A11,IN,,AR,A,PC,S,ZA,A,6,,A63I,AR,AR,5602.0,5600.0,36061.0,0.879107,1,N,Z,American Friends of Convent Garden and the Royal Ballet Inc.,156 W. 56th St.,New York,35620.0,35644.0,5602.0,A63,NY,10019.0,NEW YORK,A63,,0.0,1b,2001.0,0.0,1b,2001.0,91804.0,3a,2001.0,0.0,1b,2001.0,476722.0,3a,2001.0,0.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,1694704.0,1b,2001.0,0.0,1f,2001.0,PC,S,ZA,A,IN,,0.0,1b,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,48253.0,1b,2001.0,A63,A
52940,237042553,200012,2000,1279428,1395231,224945,226048,145831,0,0,0,3352498,3126450,6027157,6201631,13885498,122000,0,14875515,14667648,554612,782150,0,0,0,0,0,0,0,0,0,0,0,0,0,2975056,0,6666,S,5801109,3,7,0,145831,0,0,0,0,-1103,0,0,0,0,0,5801109,-400522,-34883,1887604,104475,0,0,0,0,0,14320903,9574944,4650246,11036742,355619,0,0,25655957,14619215,0,0,0,119.0,N,8.0,1.0,200205.0,29490006270062.0,1.0,2000,7.0,Y,1.0,Y,1.0,0.0,2000.0,10023-6548,10023.0,237042553200012.0,2370425532000.0,12,119.0,59.0,602.0,70 LINCOLN CENTER PLAZA,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,FILM SOCIETY OF LINCOLN CENTER INC,1.0,196911.0,,NY,RTF01PC,,5.0,5.0,5.0,A,A31,IN,,AR,A,PC,O,AR,A,,,A31Z,AR,AR,5602.0,5600.0,36061.0,0.777755,1,N,Z,Film Society of Lincoln Center Inc.,70 Lincoln Center Plz,New York,35620.0,35644.0,5602.0,A31,NY,10023.0,NEW YORK,A31,,119225.0,1b,2000.0,151159.0,1b,2000.0,12113485.0,3a,2000.0,147809.0,1b,2000.0,989607.0,3a,2000.0,782306.0,3a,2000.0,7658745.0,1b,2000.0,0.0,1b,2000.0,1009044.0,1b,2000.0,24992.0,1c,2099.0,PC,O,AR,A,IN,,1052878.0,1b,2000.0,27983.0,1b,2000.0,3328657.0,1b,2000.0,840870.0,1b,2000.0,A31,A
53205,237051690,200106,2000,533920,26131,0,0,80192,199539,0,0,249216,249216,809267,555799,1786883,116844,58544,2341953,2561438,500651,774555,0,0,0,0,0,0,0,0,0,0,0,0,307887,39592,-179718,1263,,501380,3,7,0,80192,0,0,0,0,0,0,0,0,128169,0,501380,-54419,0,32661,11652,0,0,0,0,0,1841302,2328237,82665,661985,162236,0,0,3235123,2573138,0,0,0,119.0,N,6.0,1.0,200226.0,29490159254102.0,1.0,2001,5.0,Y,1.0,N,1.0,0.0,2000.0,10019-1827,10019.0,237051690200106.0,2370516902001.0,6,119.0,200.0,0.0,330 W 58TH ST,3.0,0.0,NEW YORK,2.0,% PRAGER AND FENTON,1.0,13.0,15.0,10.0,0.0,SONGWRITERS HALL OF FAME INC,1.0,197212.0,,NY,RTF01PC,4.0,3.0,3.0,3.0,A,A68,IN,,AR,A,PC,O,AR,A,,A6DC,A68Z,AR,AR,5602.0,5600.0,36061.0,0.187664,1,N,Z,Songwriters Hall of Fame Inc.,675 Third Ave.,New York,35620.0,35644.0,5602.0,A68,NY,10019.0,NEW YORK,A50,,0.0,3a,2001.0,0.0,3a,2001.0,396118.0,3a,2001.0,101101.0,3a,2001.0,1290760.0,3a,2001.0,100005.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,533920.0,3a,2001.0,32201.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,32800.0,3a,2001.0,0.0,3a,2001.0,300.0,3a,2001.0,A50,A
53379,237057226,200106,2000,201489,0,0,0,913,0,0,0,69369,69369,270858,265488,52873,0,0,52293,57139,4790,4266,0,0,0,0,0,0,0,0,0,0,0,0,0,50889,14125,3442,,270858,3,9,0,913,0,0,0,0,0,0,0,0,14125,0,270858,5370,0,81538,13079,0,0,0,0,0,47503,751453,0,164956,1957,0,0,918876,753920,0,0,0,119.0,N,3.0,1.0,200151.0,29490328273071.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10036-8000,10036.0,237057226200106.0,2370572262001.0,6,119.0,59.0,0.0,42 W 42ND ST STE 2J,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,AMAS MUSICAL THEATRE INC,1.0,197002.0,,NY,CORE00PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,A67Z,A65Z,AR,AR,5602.0,5600.0,36061.0,0.8560459999999999,1,N,Z,Amas Musical Theatre Inc.,450 W. 42nd St. Ste. 2j,New York,35620.0,35644.0,5602.0,A65,NY,10036.0,NEW YORK,A65,,53424.0,3a,2001.0,0.0,3a,2001.0,50870.0,3a,2001.0,3502.0,3a,2001.0,2003.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,148065.0,3a,2001.0,4207.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,22816.0,3a,2001.0,A65,A
