,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
15412,133215438,27250,0,0,0,0,0,0,0,45286,45286,72536,78640,31073,0,0,52754,51275,15577,20202,0,0,0,0,0,0,0,0,0,0,0,0,0,45286,0,0,,A60Z,,72536,1.0,1.0,1.0,1.0,THE JEWISH HERITAGE WRITING PROJECT INC,,150 FRANKLIN ST 1W,NEW YORK,NY,10013-2942,0.0,3.0,3.0,1000.0,198405.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.886258,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1990,A70,199012,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
15413,133215645,82601,0,0,0,44,3427,13981,14245,125702,111721,208303,216598,91165,16672,0,135698,134126,22257,42961,0,0,0,0,0,0,0,0,0,0,0,0,0,89870,1702,0,,A6GZ,,194322,2.0,2.0,2.0,2.0,CONEY ISLAND U S A,,1208 SURF AVENUE,BROOKLYN,NY,11224-2816,0.0,3.0,3.0,1000.0,198904.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A6GZ,A6G,,PC,O,AR,A,IN,,1992,A,A6GZ,0.361919,11224.0,11224.0,5602.0,5600.0,36047.0,,AR,1992,A6G,199212,NY,11224.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
15414,133215997,155176,0,0,0,831,0,0,0,831,831,156007,163471,52200,0,0,88214,68575,28550,16375,52200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,156007,1.0,2.0,2.0,2.0,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,% ARTHUR ANDERSEN & CO ATTN J SABO,1 E 60TH ST,NEW YORK,NY,10022-1001,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,2.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82Z,A82,,PC,O,AR,A,IN,,1992,A,A82Z,0.150821,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1992,A82,199212,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
15416,133216148,10201,0,0,0,0,0,0,0,15916,15916,26117,25356,195,0,0,9,770,575,575,0,0,0,0,0,0,0,0,0,0,0,0,0,15916,0,0,,A68Z,,26117,1.0,1.0,1.0,1.0,FIERY WORLD MUSIC INC,,158 18 RIVERSIDE DR,NEW YORK,NY,10032-1022,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.889266,10032.0,10032.0,5602.0,5600.0,36061.0,,AR,1991,A68,199112,NY,10032.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
15428,133218253,90552,0,0,0,303,6221,0,0,365108,365108,455660,483465,-43531,0,0,60209,41721,75935,85252,0,0,0,0,0,0,0,0,0,0,0,0,0,313320,0,0,,A65Z,,455660,1.0,2.0,2.0,2.0,ATLANTIC THEATER COMPANY,,336 W 20TH ST,NEW YORK,NY,10011-3302,0.0,3.0,3.0,1000.0,198702.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,88.0,90.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.299667,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A65,199208,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15433,133219379,8566,0,0,0,0,0,0,0,39289,39289,47855,47256,1442,0,0,1208,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,38021,903,0,,A67Z,,47490,1.0,1.0,1.0,1.0,ON STAGE PRODUCTIONS LTD,,50 W 97TH ST 8H,NEW YORK,NY,10025-6007,0.0,3.0,3.0,2000.0,198412.0,1.0,15.0,1.0,13.0,0.0,20.0,8,,90.0,92.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A67Z,A67,,PC,O,AR,A,IN,,1991,A,A67Z,0.352634,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1992,A67,199208,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15435,133219381,41947,0,0,0,51,3749,0,0,68457,68457,110404,115688,-49885,0,0,446,-1060,47964,48825,0,0,0,0,0,0,0,0,0,0,0,0,0,68406,0,0,,A60P,,110404,0.0,2.0,2.0,2.0,THE BRECHT FORUM INC,,122 W 27TH ST,NEW YORK,NY,10001-6227,0.0,3.0,3.0,1000.0,199206.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,B9710,,0.0,0,0,1.0,0,36061.0,,A60P,A60,6.0,PC,O,AR,A,IN,,1992,A,A60P,0.47285600000000005,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A60,199212,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A19,A
15436,133219847,253553,0,0,0,31250,61912,0,0,31250,31250,284803,341330,654594,0,0,654594,654594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6AI,A63I,284803,3.0,2.0,2.0,2.0,AMERICAN FRIENDS OF THE PARIS OPERA,% W J DOUGHERTY,972 FIFTH AVE,NEW YORK,NY,10021-0104,0.0,3.0,3.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A6AI,A6A,6.0,PC,O,AR,A,IN,,1992,A,A6AI,0.245827,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1992,A6A,199212,NY,10021.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1160,A
15441,133221353,0,0,0,0,0,0,0,656429,656429,656429,656429,573329,-1121890,0,0,81174,176160,1286165,1298050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,656429,2.0,3.0,3.0,3.0,YOUNG NATURALIST FOUNDATION INC,,529 FIFTH AVE,NEW YORK,NY,10017-4608,0.0,3.0,3.0,1000.0,198503.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,350.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.461632,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1992,A33,199206,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15453,133223734,12200,0,0,0,0,1563,0,0,635684,635684,647884,621037,45890,0,0,21043,45890,2000,0,45890,0,0,0,0,0,0,0,0,0,0,0,0,635684,0,0,,A60Z,,647884,1.0,3.0,3.0,3.0,TOP SHOWS INC,,584 BROADWAY STE 1008,NEW YORK,NY,10012-3253,0.0,3.0,3.0,1000.0,198410.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,603.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.231879,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A61,199206,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
15460,133224400,176142,0,0,0,538,25864,0,0,410208,410208,586350,647305,-166295,0,0,87068,45270,192408,211565,0,0,0,0,0,0,0,0,0,0,0,0,0,36438,0,8394,,A61Z,,586350,1.0,3.0,3.0,3.0,BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,,199 CHAMBERS ST S 110,NEW YORK,NY,10007-1006,0.0,3.0,3.0,1000.0,199011.0,1.0,13.0,1.0,13.0,0.0,10.0,6,ARTS CENTER INC,59.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A61Z,A61,,PC,O,AR,A,IN,,1991,A,A61Z,0.652987,10007.0,10007.0,5602.0,5600.0,36061.0,,AR,1992,A61,199206,NY,10007.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
15469,133227173,445435,0,0,0,0,0,0,0,0,0,445435,437584,11712,0,0,4251,82473,390,70761,11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,445435,1.0,2.0,2.0,2.0,LEARNING ENRICHMENT INCORPORATED,,50 VANDERBILT AVE,NEW YORK,NY,10017-3814,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,1.0,13.0,198606.0,20.0,12,,120.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.9962629999999999,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1991,A33,199112,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15471,133227455,22076,0,0,0,34,0,0,0,3841,3841,25917,25041,6324,0,0,5449,6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806,0,0,,A65Z,,25917,1.0,1.0,1.0,1.0,PHOENIX ENSEMBLE INC,,PO BOX 627 TIMES SQ STA,NEW YORK,NY,10108-0627,0.0,3.0,3.0,1000.0,86.0,1.0,15.0,1.0,32.0,0.0,20.0,6,,88.0,0.0,0.0,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.65609,10108.0,10108.0,5602.0,5600.0,36061.0,,AR,1993,A65,199306,NY,10108.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15478,133228541,715902,0,0,0,0,0,0,0,0,0,715902,717756,-57686,0,0,-2832,-4686,53000,53000,-57686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,715902,0.0,3.0,3.0,3.0,METRO-ACCESS INC,,110 E 23RD ST STE 2ND FLR,NEW YORK,NY,10010-4517,0.0,3.0,3.0,1000.0,199001.0,1.0,16.0,5.0,13.0,0.0,10.0,12,,121.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1992,A,A30Z,0.0938097,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1992,A30,199212,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
15484,133229829,18200,0,0,0,0,0,0,0,25690,25690,43890,40194,8491,0,0,4833,8491,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25690,0,0,,A23Z,,43890,1.0,1.0,1.0,1.0,KOREAN LANGUAGE & CULTURAL INSTITUTE INC,,246 5TH AVE 500,NEW YORK,NY,10001-7603,0.0,3.0,3.0,1000.0,199101.0,1.0,4.0,1.0,13.0,0.0,1.0,4,,46.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A23Z,A23,,PF,O,AR,A,IN,,1991,A,A23Z,0.138413,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A23,199204,NY,10001.0,NEW YORK,,,A,AR,AR,PF,O,AR,A,IN,,A23,A
15488,133230452,26100,0,0,0,0,13287,0,0,35698,35698,61798,62482,11584,0,0,12268,18064,5547,6480,0,0,0,0,0,0,0,0,0,0,0,0,0,12092,0,23606,,A65Z,,61798,1.0,1.0,1.0,1.0,PLAYWRIGHTS PREVIEW PRODUCTIONS LTD,% FRANES HILL,17 E 47TH ST,NEW YORK,NY,10017-1920,0.0,3.0,3.0,1000.0,198411.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.448607,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15499,133234967,11362,0,0,0,0,0,0,0,98915,98915,110277,83204,5021,0,0,20633,30558,42684,25537,0,0,0,0,0,0,0,0,0,0,0,0,0,72411,0,26504,,A65B,,110277,1.0,2.0,2.0,1.0,THEATRE OFF PARK INC,,224 WAVERLY PL,NEW YORK,NY,10014-2405,0.0,3.0,3.0,1000.0,198604.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65B,A65,6.0,PC,O,AR,A,IN,,1991,A,A65B,0.676866,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1992,A65,199207,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0265,A
15502,133235274,11539,1320,0,0,347,0,0,540,18984,18984,31843,31810,7689,0,0,8723,9061,1067,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,18097,0,0,,A6BZ,,31843,1.0,1.0,1.0,1.0,I CANTORI DI NEW YORK INC,,PO BOX 4165,NEW YORK,NY,10185-4165,0.0,3.0,3.0,1000.0,198710.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1991,A,A6BZ,0.8642620000000001,10185.0,10185.0,5602.0,5600.0,36061.0,,AR,1992,A6B,199206,NY,10185.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
15503,133235682,1273,0,0,0,0,0,0,0,53796,53796,55069,58347,-8545,0,0,4885,3060,10152,11605,0,0,0,0,0,0,0,0,0,0,0,0,0,42808,0,10988,,A63Z,,55069,1.0,1.0,1.0,1.0,BALLET SCHOOL OF NEW YORK INC,,30 E 31ST ST,NEW YORK,NY,10016-6825,0.0,3.0,3.0,1000.0,198508.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,30.0,90.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A63Z,A63,,PC,O,AR,A,IN,,1992,A,A63Z,0.49225,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1992,A63,199212,NY,10016.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A
15507,133237110,282377,0,0,0,2853,5423,0,0,5812,5812,288189,305943,-13374,60000,0,168735,239041,164355,252415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959,,A34Z,,288189,2.0,2.0,2.0,2.0,CORPORATION FOR EDUCATIONAL RADIO AND TELEVISION,,211 W 56TH ST 32H AND J,NEW YORK,NY,10019-4325,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,1.0,13.0,198812.0,10.0,12,,121.0,994.0,122.0,B9710,,0.0,1,1,6.0,1,36061.0,,A34Z,A34,,PC,O,AR,A,IN,,1992,A,A34Z,0.015604399999999997,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A34,199212,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A34,A
15522,133240366,155380,0,0,0,13260,75299,1394,2247,612569,611175,767949,729512,258713,0,0,336020,406793,66482,148080,0,0,0,0,0,0,0,0,0,0,0,0,47868,550906,-3106,0,,A69Z,,718687,2.0,3.0,3.0,3.0,NEW YORK POPS INC,% NORMAN SIGALOW PC,881 7TH AVE,NEW YORK,NY,10019-3210,0.0,3.0,3.0,2000.0,198404.0,1.0,15.0,1.0,13.0,198509.0,10.0,9,,90.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1991,A,A69Z,0.41052799999999995,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A69,199209,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
15528,133242710,67477,0,0,0,3050,2760,0,0,32786,32786,100263,52237,104284,0,0,80236,104911,23978,627,104284,0,0,0,0,0,0,0,0,0,0,0,0,29736,0,0,,A6EZ,A62Z,100263,2.0,2.0,2.0,1.0,SCHOOL OFHARD KNOCKS INC,BONNIE STEIN,201 E 4TH ST,NEW YORK,NY,10009-7233,0.0,3.0,3.0,1.0,198502.0,1.0,15.0,1.0,1.0,0.0,10.0,8,,90.0,119.0,603.0,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1991,A,A6EZ,0.851683,10009.0,10009.0,5602.0,5600.0,36061.0,,AR,1992,A6E,199208,NY,10009.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15534,133244432,7834,8086,0,0,0,1723,0,0,16304,16304,32224,32883,2901,0,0,6292,5633,2732,2732,2901,0,0,0,0,0,0,0,0,0,0,0,0,16304,0,0,,A6BZ,,32224,1.0,1.0,1.0,1.0,THE STONEWALL CHORALE INC,% GEORGE BIHLMAYE,PO BOX 920 OLD CHELSEA ST,NEW YORK,NY,10011-0000,0.0,3.0,3.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1992,A,A6BZ,0.502466,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A6B,199306,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
15536,133244944,45055,0,0,0,0,0,0,0,18168,18168,63223,67594,19063,0,0,25934,43834,2500,24771,19063,0,0,0,0,0,0,0,0,0,0,0,0,18168,0,0,,A60Z,,63223,1.0,1.0,1.0,1.0,MUSIC FROM CHINA INC,,170 PARK ROW SUITE 12D,NEW YORK,NY,10038-1100,0.0,3.0,3.0,1000.0,198703.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,126.0,0.0,B9606,1996.0,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1992,A,A60Z,0.39970500000000003,10038.0,10038.0,5602.0,5600.0,36061.0,,AR,1992,A60,199212,NY,10038.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
15541,133246099,191499,0,0,0,12,27925,0,0,12,12,191511,205332,7123,0,0,20944,7123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,191511,1.0,2.0,2.0,2.0,FRIENDS OF NEW OUTLOOK INC,,295 SEVENTH AVE,NEW YORK,NY,10001-6015,,3.0,3.0,1000.0,198904.0,,15.0,,,,,12,,120.0,0.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1990,A,A33Z,0.677599,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1990,A33,199012,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15552,133248928,110013,7722,0,0,942,0,6134,6716,13792,7658,131527,119445,46159,0,0,41336,48242,1124,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82I,,125393,1.0,2.0,2.0,2.0,FRIENDS OF ALICE AUSTEN HOUSE INC,,2 HYLAN BLVD,STATEN ISLAND,NY,10305-2002,0.0,3.0,3.0,1000.0,198505.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,62.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36085.0,,A82I,A82,8.0,PC,O,AR,A,IN,,1992,A,A82I,0.38255500000000003,10305.0,10305.0,5602.0,5600.0,36085.0,,AR,1992,A82,199212,NY,10305.0,STATEN ISLAND,,,A,AR,AR,PC,S,ZA,,IN,,A1154,A
15555,133249311,79780,0,0,0,9718,0,0,0,9718,9718,89498,65308,184970,0,0,160780,184970,0,0,184970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A68J,,89498,2.0,1.0,1.0,1.0,BMI FOUNDATION INC,CONTROLLER,320 W 57TH ST,NEW YORK,NY,10019-3705,0.0,3.0,3.0,2000.0,198504.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68J,A68,6.0,PC,O,AR,A,IN,,1991,A,A68J,0.9612879999999999,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A12,199206,NY,10019.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A1268,A
15564,133251883,47550,0,0,0,132,0,0,6315,6447,6447,53997,42549,8086,0,0,158,8086,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,53997,1.0,1.0,1.0,1.0,NEW OBSERVATIONS LTD,,611 BROADWAY SUITE 701,NEW YORK,NY,10012-2608,0.0,3.0,3.0,1000.0,198703.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.310166,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1991,A33,199112,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15567,133253232,32150,0,0,0,0,2242,0,0,1300,1300,33450,32075,11404,0,0,11320,13418,1291,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,,A60Z,,33450,1.0,1.0,1.0,1.0,MUSICA DE CAMARA INC,,1215 FIFTH AVE 2B,NEW YORK,NY,10029-5211,0.0,3.0,3.0,1000.0,198704.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.552217,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1992,A68,199206,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
15576,133255098,302622,18538,0,0,11508,19119,0,0,14374,14374,335534,265311,239650,0,0,262824,284106,93397,44456,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,0,246,,A76Z,,335534,2.0,2.0,2.0,2.0,POETS HOUSE INC,% DEBEVOISE & PLIMPTON,72 SPRING ST,NEW YORK,NY,10012-4019,0.0,3.0,3.0,1000.0,198508.0,1.0,15.0,1.0,13.0,0.0,10.0,6,ATTN STEWART G ROSENBUM,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A76Z,A76,,PC,O,AR,A,IN,,1991,A,A76Z,0.9473799999999999,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A76,199206,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
15581,133255972,54650,0,0,0,0,0,0,2802,55416,55416,110066,104912,13376,0,0,2568,27860,21098,14484,0,0,0,0,0,0,0,0,0,0,0,0,0,52614,0,0,,A99Z,,110066,1.0,2.0,2.0,2.0,SACRED ARTS INC,,133 W 4TH ST,NEW YORK,NY,10012-1010,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,0,1.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.6884319999999999,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1990,A99,199012,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
15582,133257022,30300,0,0,0,12,0,0,0,9811,9811,40111,40447,30350,0,0,30686,30350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9799,0,0,,A30Z,,40111,1.0,1.0,1.0,1.0,ECCENTRIC MOTIONS INC,,99 VANDAM ST,NEW YORK,NY,10013-1008,0.0,3.0,3.0,1000.0,198601.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,90.0,119.0,122.0,B9710,,1.0,1,1,6.0,1,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1992,A,A30Z,0.7736609999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A30,199212,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
15588,133258299,35158,0,0,0,0,0,0,0,20787,20787,55945,51582,-5116,0,0,10471,2194,15027,7310,0,0,0,0,0,0,0,0,0,0,0,4923,0,11948,0,0,,A60Z,,51022,1.0,1.0,1.0,1.0,THE BYRDCLIFFE PERFORMING ARTS ORGANIZATION INCORPORATED,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,198505.0,1.0,15.0,1.0,13.0,0.0,10.0,8,ORATED,90.0,122.0,88.0,B9710,,0.0,0,1,4.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.0144997,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A60,199108,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
15589,133258301,130378,0,0,0,1340,15149,0,0,63061,63061,193439,218730,34077,25000,0,65791,41239,6423,7162,0,0,0,0,0,0,0,0,0,0,0,0,0,61721,0,0,,A64Z,N68Z,193439,1.0,2.0,2.0,2.0,ICE THEATRE OF NEW YORK,% SKYRINK,PIER 62 ROOM 312,NEW YORK,NY,10011-0000,0.0,3.0,3.0,1000.0,198505.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A64Z,A64,,PC,O,AR,A,IN,,1992,A,A64Z,0.26011799999999996,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A64,199306,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15593,133258765,48993,0,0,0,643,0,0,0,167261,167261,216254,148971,-38383,0,0,25899,67907,65291,106290,0,0,0,0,0,0,0,0,0,0,0,59074,7200,50216,7650,745,,A65Z,,149980,1.0,2.0,2.0,2.0,PRIMARY STAGES COMPANY INC,,584 86 NINTH AVE,NEW YORK,NY,10036-3720,0.0,3.0,3.0,1000.0,198512.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.255781,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
