,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY
53703,300459786,ABT DANCERS BENEFIT TR FUND,KARIN ELLIS-WENTZ TTEE,890 BROADWAY,NEW YORK,NY,10003-1211,10003.0,KARIN ELLIS-WENTZ,Y43,9,0.0,200808.0,2.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,9.0,0,0,189,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,189,189,189,,,,,30666,-30477,0.0,146600.0,116123,,,,,,0.0,0,,,146600.0,116123,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,71045.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,71196.0,32710.0,38486.0,,,,,92,300459786_201312_990EO,IN,,300459786201312,3004597862013,93492167002124.0,A62,A,36061.0,5602.0,5600.0,A62,A,O,O,AR,A,A,1,AR,AR,AR,0.44978999999999997,A,711120.0,,,,,0,rtf13_990EZ_VER,180801,0
56380,274105116,FRENCH ENTREPRENEURSHIP FRIENDSHIP SOCIETY INC,CLUB 600,C/O CONSTANTIN 575 MADISON AVE,NEW YORK,NY,10022-0000,10022.0,ANNE BUSQUET,W70,6,0.0,201105.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,26000,59595,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,85595,85595,85595,,,,,98335,-12740,0.0,48273.0,35533,,,,,,0.0,0,,,48273.0,35533,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,43000.0,51250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94250.0,86862.0,7388.0,,,,,92,274105116_201312_990EO,IN,,274105116201312,2741051162013,93492220008184.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.21006999999999998,A,710000.0,,,,,0,rtf13_990EZ_VER,191764,0
56766,133835380,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,,C/O CONSTANTIN ASSOCIATES - 575 MAD,NEW YORK,NY,10022-0000,10022.0,CONSTANTIN ASSOCIATES LLP,,4,0.0,199512.0,1.0,12.0,908.0,0.0,0.0,3.0,3000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,4.0,53750,4425,145,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,58320,58320,58320,,,,,42125,16195,0.0,76061.0,91458,,,,,,1041.0,243,,,75020.0,91215,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,58814.0,3000.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,61936.0,36123.0,25813.0,,,,,92,133835380_201312_990EO,IN,,133835380201312,1338353802013,93492224011534.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.7014600000000001,C,710000.0,,,,,0,rtf13_990EZ_VER,193440,0
56796,113261970,KOREAN AIR CONDITIONING & REFRIG ASSOC OF NY INC,,C/O45-25 162ND STREET,FLUSHING,NY,11358-0000,11358.0,,S40,6,0.0,200003.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,106450,0,538,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,106988,106988,106988,,,,,106788,200,0.0,142856.0,143056,,,,,,0.0,0,,,142856.0,143056,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,132549.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,133070.0,80954.0,52116.0,,,,,92,113261970_201312_990EO,IN,,113261970201312,1132619702013,93492224013214.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.53313,A,710000.0,,,,,0,rtf13_990EZ_VER,193548,0
58966,132856259,NATIONAL ASSOCIATION OF TALENT REPRESENTATIVES INC,,150 W 25TH ST RM 1200,NEW YORK,NY,10001-7404,10001.0,NICOLOSI & CO,,6,0.0,197708.0,1.0,4.0,205.0,229.0,0.0,3.0,2000.0,2.0,1.0,2.0,0.0,201404,2014,2013,2013,6.0,0,14960,13,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,14973,14973,14973,,,,,12427,2546,0.0,28468.0,31014,,,,,,0.0,0,,,28468.0,31014,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201304.0,2013.0,92.0,0.0,15250.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15265.0,16643.0,-1378.0,,,,,92,132856259_201404_990EO,IN,,132856259201404,1328562592014,93492248004084.0,A99,A,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.70299,C,710000.0,,,,,0,rtf13_990EZ_VER,202689,0
60085,135502139,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,0490 LOCAL,45 W 14TH ST,NEW YORK,NY,10011-7419,10011.0,SAL SAVARESE,,5,0.0,196004.0,5.0,6.0,263.0,264.0,279.0,9.0,3000.0,2.0,1.0,1.0,444.0,201406,2014,2013,2013,5.0,0,71484,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,71484,71484,71484,,,,,68364,3120,0.0,15470.0,18590,,,,,,0.0,0,,,15470.0,18590,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201306.0,2013.0,92.0,0.0,71914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71914.0,66148.0,5766.0,,,,,92,135502139_201406_990EO,IN,,135502139201406,1355021392014,93492273000204.0,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.11927,C,710000.0,,,,,0,rtf13_990EZ_VER,206987,0
61834,132918640,WOMENS MEDIA GROUP INC,,PO BOX 2119,NEW YORK,NY,10163-2119,10163.0,A MAHLER & ASSOCIATES PA,,6,0.0,199308.0,1.0,12.0,205.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,53532,4,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,53536,53536,53536,,,,,49450,4086,0.0,65457.0,69543,,,,,,0.0,0,,,65457.0,69543,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,51636.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,51732.0,55330.0,-3598.0,,,,,92,132918640_201312_990EO,IN,,132918640201312,1329186402013,93492307007204.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.71899,B,510000.0,,,,,0,rtf13_990EZ_VER,214173,0
62524,133718893,ASSOCIATION OF AUTHORS REPRESENTATI VES,,676A 9TH AVE,NEW YORK,NY,10036-3602,10036.0,JEFF GERECKE,,6,0.0,199407.0,1.0,12.0,200.0,92.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,60129,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,60129,60129,60129,,,,,53603,6526,0.0,35210.0,39528,,,,,,2918.0,710,,,32292.0,38818,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,64794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64794.0,63321.0,1473.0,,,,,92,133718893_201312_990EO,IN,,133718893201312,1337188932013,93492314007124.0,A70,A,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,1,AR,AR,AR,0.80979,A,710000.0,,,,,0,rtf13_990EZ_VER,217133,0
63811,371587115,TIMES SQUARE ADVERTISING COALITION INC,,545 8TH AVE RM 401,NEW YORK,NY,10018-4341,10018.0,ANTHONY CARUSO,S41,6,0.0,201208.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,187500,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,187500,187500,187500,,,,,82624,104876,0.0,137814.0,242690,,,,,,0.0,0,,,137814.0,242690,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,91553.0,78447.0,,,,,92,371587115_201312_990EO,IN,,371587115201312,3715871152013,93492318005084.0,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.83055,C,511100.0,,,,,0,rtf13_990EZ_VER,222815,0
64378,113238845,A I A QUEENS INC,,2322 STEINWAY ST,ASTORIA,NY,11105-1913,11105.0,WILLY L ZAMBRANO,,6,0.0,199503.0,1.0,12.0,205.0,0.0,0.0,3.0,2000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,6.0,3032,64683,220,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,67935,67935,67935,,,,,60776,7159,12680.0,92164.0,104357,,,,,,7646.0,0,,,84518.0,104357,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,47958.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,48232.0,55544.0,-7312.0,,,,,92,113238845_201312_990EO,IN,,113238845201312,1132388452013,93492318037134.0,A40,A,36081.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.15113,C,710000.0,,,,,0,rtf13_990EZ_VER,225165,0
64557,134017838,ASSOCIATION OF MUSIC PRODUCERS INC,,3 WEST 18TH STREET,NEW YORK,NY,10011-4610,10011.0,STEINBRECHER & ROSS,S41,6,0.0,200004.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,70264,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,70264,70264,70264,,,,,77874,-7610,0.0,9700.0,14443,,,,,,26940.0,39293,,,-17240.0,-24850,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,52358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52358.0,59900.0,-7542.0,,,,,92,134017838_201312_990EO,IN,,134017838201312,1340178382013,93492320004264.0,A68,A,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.6682,A,711130.0,,,,,0,rtf13_990EZ_VER,226062,0
65110,134218359,ASSOCIATION OF ART MUSEUM CURATORS,,45 E 85TH ST,NEW YORK,NY,10028-0957,10028.0,,S41,6,0.0,200301.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,145034,73,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,9750,154857,154857,154857,,,,,141537,13320,0.0,51151.0,71956,,,,,,0.0,7485,,,51151.0,64471,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,148502.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,12383.0,160953.0,137007.0,23946.0,,,,,92,134218359_201312_990EO,IN,,134218359201312,1342183592013,93492321033544.0,A50,A,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.84652,B,712110.0,,,,,0,rtf13_990EZ_VER,228695,0
65204,43724612,AMERICAN LEGION,1404 BROAD CHANNEL INC,209 CROSS BAY BLVD,BROAD CHANNEL,NY,11693-1048,11693.0,PETER ZAUN,,19,0.0,194603.0,5.0,12.0,907.0,908.0,0.0,9.0,1000.0,1.0,1.0,2.0,925.0,201312,2013,2013,2013,19.0,100144,25419,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,125563,125563,125563,,,,,30635,94928,0.0,141234.0,236162,,,,,,0.0,0,,,141234.0,236162,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,29773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29773.0,21064.0,8709.0,,,,,92,043724612_201312_990EO,IN,,43724612201312,437246122013,93492321038924.0,A32,A,36081.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.38577,A,513120.0,,,,,0,rtf13_990EZ_VER,229102,0
66104,131426099,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,QUEENS VILLAGE,NY,11428-0000,11428.0,MICHAEL FOGARTY,,4,0.0,195604.0,5.0,4.0,999.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201404,2014,2013,2013,4.0,0,800,19201,,,,,,,,,,,,,0,,0,,0,0.0,86993.0,,,0.0,,,86993,72201,14792,0,0,0,0,34793,34793,106994,,,,,24138,10655,0.0,158650.0,169304,,,,,,0.0,0,,,158650.0,169304,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201304.0,2013.0,92.0,0.0,775.0,0.0,39.0,0.0,0.0,0.0,20568.0,0.0,0.0,21382.0,42691.0,-21309.0,,,,,92,131426099_201404_990EO,IN,,131426099201404,1314260992014,93492344006074.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.97603,A,710000.0,,,,,0,rtf13_990EZ_VER,232988,0
67917,131572247,METROPOLITAN OPERA CLUB INC,,LINCOLN PLZ,NEW YORK,NY,10023-7105,10023.0,,A6AI,7,0.0,194608.0,1.0,7.0,119.0,319.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201307,2013,2012,2012,7.0,0,494869,4274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1131464,175389,956075,0,1455218,1455218,1630607,197969.0,366133.0,61325.0,0.0,1387576,67642,,1647324.0,1746981,0.0,0.0,0.0,0.0,0.0,740813.0,772828,0.0,0.0,906511.0,974153,Y,41250,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201207.0,2012.0,93.0,0.0,462612.0,0.0,4972.0,0.0,0.0,0.0,0.0,979953.0,0.0,1447537.0,1386933.0,60604.0,189321.0,352283.0,60990.0,0.0,93,131572247_201307_990O,IN,,131572247201307,1315722472013,29493018092024.0,A11,A,36061.0,5602.0,5600.0,A11,A,O,S,ZA,A,A,1,AR,AR,AR,0.09331,A,813219.0,,,,,0,rtf13_990_VER,8844,0
68865,521902671,BRITISH-AMERICAN BUSINESS COUNCIL,,52 VANDERBILT 20TH FL,NEW YORK,NY,10017-3808,10017.0,T R MURPHY GEN COUNSEL,,6,0.0,199608.0,1.0,6.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201306,2013,2012,2012,6.0,60368,54260,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,114627,114627,114627,0.0,0.0,0.0,0.0,122148,-7521,,102577.0,33140,0.0,0.0,0.0,0.0,0.0,61563.0,247,0.0,32893.0,41014.0,32893,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,93.0,85517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85517.0,134194.0,-48677.0,0.0,0.0,0.0,0.0,93,521902671_201306_990O,IN,,521902671201306,5219026712013,29493039000124.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.12368,A,710000.0,,,,,0,rtf13_990_VER,13900,0
73753,133131629,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST STE 601,NEW YORK,NY,10011-3728,10011.0,,,6,0.0,198410.0,1.0,5.0,229.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201305,2013,2012,2012,6.0,55792,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55793,55793,55793,0.0,0.0,4378.0,0.0,54115,1678,,4066.0,6116,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4066.0,6116,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201205.0,2012.0,93.0,61206.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61207.0,60595.0,612.0,0.0,0.0,4788.0,0.0,93,133131629_201305_990O,IN,,133131629201305,1331316292013,29493144002044.0,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.31961,A,710000.0,,,,,0,rtf13_990_VER,35493,0
76543,203132925,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,,132 DELANCY ST 2ND FL,NEW YORK,NY,10002-3325,10002.0,RICHARD BENGLOFF,S41,6,0.0,200509.0,1.0,6.0,0.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201306,2013,2012,2012,6.0,1048714,0,2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1050849,1050849,1050849,345000.0,0.0,31180.0,0.0,841941,208908,,996297.0,1168511,0.0,0.0,0.0,0.0,0.0,149657.0,112963,0.0,0.0,846640.0,1055548,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,93.0,879364.0,0.0,0.0,3163.0,0.0,0.0,0.0,0.0,0.0,0.0,882527.0,728443.0,154084.0,305000.0,112990.0,28161.0,0.0,93,203132925_201306_990O,IN,,203132925201306,2031329252013,29493165051244.0,A68,A,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.63495,A,711130.0,,,,,0,rtf13_990_VER,43909,0
76877,133071647,KOREAN PRODUCE ASSOCIATION INC,,NEW YORK TERMINAL MKT RM C27,BRONX,NY,10474-0000,10474.0,,,6,0.0,198405.0,1.0,12.0,200.0,229.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,147095,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,147095,147095,147095,0.0,0.0,0.0,0.0,147095,0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,139348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139348.0,139348.0,0.0,0.0,0.0,0.0,0.0,93,133071647_201312_990O,IN,,133071647201312,1330716472013,29493165110094.0,A23,A,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.64264,A,710000.0,,,,,0,rtf13_990_VER,44831,0
77923,30560682,RAJPUT CULTURAL SOCIETY OF NORTH AMERICA,S B NIDHAN SINGH JI CULTURAL SOC,PO BOX 260001,BELLROSE,NY,11426-0001,11426.0,RANJIT S JANJUA,A23,4,0.0,200707.0,1.0,12.0,0.0,0.0,0.0,3.0,3000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,66992,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,66992,66992,66992,0.0,0.0,0.0,0.0,64831,2161,,31886.0,34047,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31886.0,34047,N,0,0,0.0,0.0,9,0,0,0,0,0,253257,0,0,0,0,253257,1,core2012co,201212.0,2012.0,93.0,51987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51987.0,55145.0,-3158.0,0.0,0.0,0.0,0.0,93,030560682_201312_990,IN,,30560682201312,305606822013,29493172018244.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.48862,B,710000.0,,,,,0,rtf13_990_VER,47411,0
78860,113212678,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,,35-30 FARRINGTON ST 2FL,FLUSHING,NY,11354-2827,11354.0,,,6,0.0,199509.0,1.0,12.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,0.0,0.0,201312,2013,2013,2013,6.0,162386,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,162386,162386,162386,0.0,0.0,0.0,0.0,149923,12463,,0.0,32943,,0.0,,0.0,0.0,0.0,0,,0.0,0.0,32943,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,113212678_201312_990O,IN,,113212678201312,1132126782013,29493179040094.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.36566,A,710000.0,,,,,0,rtf13_990_VER,51383,0
80440,131956457,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,1503 NY LOC NYC METRO MUSEUM OF ART,1000 FIFTH AVENUE,NEW YORK,NY,10028-0113,10028.0,CHRISTOPHE D BOYNTON,,5,0.0,196004.0,5.0,12.0,263.0,59.0,264.0,9.0,3000.0,2.0,1.0,1.0,1381.0,201312,2013,2013,2013,5.0,0,457081,464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,457545,457545,457545,0.0,17914.0,2014.0,0.0,433436,24109,,231959.0,257011,0.0,0.0,0.0,0.0,0.0,9737.0,10680,0.0,0.0,222222.0,246331,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,451776.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,452104.0,446882.0,5222.0,0.0,18505.0,2269.0,0.0,93,131956457_201312_990O,IN,,131956457201312,1319564572013,29493186152074.0,A50,A,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.74568,A,712110.0,,,,,0,rtf13_990_VER,57039,0
81632,251580195,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,,511 AVE OF AMERICAS STE 601,NEW YORK,NY,10011-0000,10011.0,,,5,0.0,198811.0,2.0,3.0,559.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201403,2014,2013,2013,5.0,179800,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,179806,179806,179806,0.0,0.0,0.0,0.0,140152,39654,,100024.0,139678,0.0,0.0,0.0,0.0,0.0,0.0,0,100024.0,139678.0,100024.0,139678,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201303.0,2013.0,93.0,153600.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,153606.0,146621.0,6985.0,0.0,0.0,0.0,0.0,93,251580195_201403_990,IN,,251580195201403,2515801952014,29493193161074.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.30988000000000004,A,510000.0,,,,,0,rtf13_990_VER,60851,0
