,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,DirSupEstimate,GovGtEstimate,GovGtCode,GovGtYr,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr
245200,237396618,IN TOUCH NETWORKS INC,,15 W 65TH ST,NEW YORK,NY,10023-6601,10023.0,,,3,15.0,197409.0,1.0,12.0,121.0,160.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,0,0,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,0,0,0.0,,,,,0,0,-141331.0,153163.0,1,,,,,,7095859.0,7084027,,,-6942696.0,-7084027,N,0,0,,,7,171931.0,0.0,0.0,0.0,32537.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_EZ,201012.0,2010.0,92.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,228537.0,-228537.0,,,,,92,237396618_201112_990EZ,IN,,237396618201112,2373966182011,A34,A,36061.0,5602.0,5600.0,A34,A,PC,O,AR,A,A,1,AR,AR,AR,0.70934,A,513110.0,-73.97976821399999,40.771938929,0,NCCS_Form990EZ_2012_Extract_Final,59875,,0.0,0,a,2011,a,2011.0,0.0,a,2011
245423,200404386,WHERE TO TURN INC,,150-L GREAVES LANE 312,STATEN ISLAND,NY,10308-2171,10308.0,DENNIS MCKEON,M20,3,15.0,200502.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,53670,0,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,53670,53670,53670.0,,,,,58908,-5238,0.0,28421.0,25845,0.0,,0.0,,,24232.0,26894,0.0,,4189.0,-1049,N,0,0,,,7,372847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,92.0,67031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67031.0,81409.0,-14378.0,0.0,0.0,0.0,0.0,92,200404386_201112_990EZ,IN,,200404386201112,2004043862011,A65,A,36085.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.052779999999999994,A,711110.0,-74.146952291,40.557247264000004,0,NCCS_Form990EZ_2012_Extract_Final,60099,,53670.0,0,c4,2005,c4,2005.0,0.0,c4,2005
245451,61736291,MIMA MUSIC,,PO BOX 8064,NEW YORK,NY,10116-8064,10116.0,CHRISTOPH A GEISELER,A68,3,15.0,200501.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,56315,6400,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,62715,62715,62715.0,,,,,73077,-10362,0.0,15327.0,4965,0.0,,0.0,,,0.0,0,0.0,,15327.0,4965,N,0,0,,,7,200376.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,92.0,65153.0,4400.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,69503.0,62162.0,7341.0,0.0,0.0,0.0,0.0,92,061736291_201112_990EZ,IN,,61736291201112,617362912011,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.70176,A,711130.0,,,0,NCCS_Form990EZ_2012_Extract_Final,60127,,56315.0,0,ez,2011,ez,2011.0,0.0,ez,2011
245573,134058830,ARTISTS ALLIANCE INC,,107 SUFFOLK ST APT 411,NEW YORK,NY,10002-3391,10002.0,,A40,3,15.0,199911.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,32175,4091,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,36266,36266,36266.0,,,,,47606,-11340,0.0,28549.0,7449,0.0,,0.0,,,20234.0,10474,0.0,,8315.0,-3025,N,0,0,,,7,189087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,92.0,35468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,35580.0,51290.0,-15710.0,0.0,0.0,0.0,0.0,92,134058830_201112_990EZ,IN,,134058830201112,1340588302011,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.47465,B,710000.0,-73.98617490000001,40.719494515,0,NCCS_Form990EZ_2012_Extract_Final,60251,,32175.0,0,c4,2006,c4,2006.0,0.0,c4,2006
245714,208431374,DREAMING DRAWING DESIGNINCORPORATED,,14 EAST 38 THE STREET ROOM NO 11 TH,NEW YORK,NY,10016-0000,10016.0,JAY SINCOFF,A400,3,15.0,200802.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,0,31300,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,31300,31300,31300.0,,,,,29849,1451,0.0,,2571,,,,,,,0,,,,2571,N,0,0,,,7,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,92,208431374_201112_990EZ,IN,,208431374201112,2084313742011,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.1693,A,710000.0,-74.10578982,40.58916509,0,NCCS_Form990EZ_2012_Extract_Final,60392,,0.0,0,a,2011,a,2011.0,0.0,a,2011
245724,113602492,CENTRAL JEWISH COUNCIL INC,,134 BROADWAY 30,BROOKLYN,NY,11249-6031,11249.0,CHAIM WERCBERGER,B90,3,15.0,200305.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,78575,0,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,10800.0,89375,89375,89375.0,,,,,83204,6171,0.0,4217.0,5313,0.0,,0.0,,,116326.0,111251,0.0,,-112109.0,-105938,N,0,0,,,7,348792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,92.0,41784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,52584.0,86351.0,-33767.0,0.0,0.0,0.0,0.0,92,113602492_201112_990EZ,IN,,113602492201112,1136024922011,A23,A,36047.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.5251,A,710000.0,-73.964054,40.710284,0,NCCS_Form990EZ_2012_Extract_Final,60402,,78575.0,0,ez,2011,ez,2011.0,0.0,ez,2011
245777,200525680,ROME CHAMBER MUSIC FESTIVAL AT VILLA AURELIA INC,,250 PARK AVE FL 7,NEW YORK,NY,10177-0799,10177.0,S SABAL CPA,A68,3,15.0,200507.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,144510,0,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,144510,144510,144510.0,,,,,209250,-64740,0.0,91163.0,26423,0.0,,0.0,,,0.0,0,91163.0,,91163.0,26423,N,0,0,,,7,968803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,93.0,223978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223978.0,209178.0,14800.0,0.0,0.0,0.0,0.0,92,200525680_201112_990EZ,IN,,200525680201112,2005256802011,A6C,A,36061.0,5602.0,5600.0,A6C,A,PC,O,AR,A,A,1,AR,AR,AR,0.43241,A,711130.0,-73.975727,40.75503,0,NCCS_Form990EZ_2012_Extract_Final,60455,,144510.0,0,c4,2005,c4,2005.0,0.0,c4,2005
246092,800471095,NEW YORK OPERA SOCIETY INC,,2753 BROADWAY,NEW YORK,NY,10025-2803,10025.0,JENNIFER CHO,A6A,3,16.0,201008.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,131350,0,7,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,131357,131357,131357.0,,,,,125547,5810,0.0,67429.0,73239,0.0,,0.0,,,0.0,0,0.0,,67429.0,73239,N,0,0,,,7,296954.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201106.0,2011.0,92.0,83719.0,100350.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,184078.0,203639.0,-19561.0,0.0,0.0,0.0,0.0,92,800471095_201206_990EZ,IN,,800471095201206,8004710952012,A6A,A,36061.0,5602.0,5600.0,A6A,A,PC,O,AR,A,A,1,AR,AR,AR,0.00614,A,711130.0,-73.96811974,40.80025453,0,NCCS_Form990EZ_2012_Extract_Final,60772,,131350.0,0,ez,2012,ez,2012.0,0.0,ez,2012
246246,205224269,HIDABROOT,,2829 NOSTRAND AVE,BROOKLYN,NY,11229-1816,11229.0,N LAZARI,X30,3,15.0,200709.0,1.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,193731,0,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,193731,193731,193731.0,,,,,188931,4800,0.0,12770.0,17570,,,,,,60452.0,60452,,,-47682.0,-42882,N,0,0,,,7,566148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_EZ,201106.0,2011.0,92.0,93248.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,93248.0,122293.0,-29045.0,,,,,92,205224269_201206_990EZ,IN,,205224269201206,2052242692012,A70,A,36047.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.66305,A,710000.0,-73.944718079,40.615314934000004,0,NCCS_Form990EZ_2012_Extract_Final,60926,,193731.0,0,j4,2009,j4,2009.0,0.0,j4,2009
246343,571204770,AMERICAN SUPPORTERS OF ROYAL ACADEMY OF DRAMATIC ART,,PO BOX 20874,NEW YORK,NY,10025-0013,10025.0,CURTIS MALLET-PREVOST COLT & MOSL,A12,3,15.0,200504.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201203,2012,2011,2011,3.0,22354,0,22,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,22376,22376,22376.0,,,,,50294,-27918,0.0,54866.0,26948,0.0,,0.0,,,0.0,0,0.0,,54866.0,26948,N,0,0,,,7,147675.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201103.0,2011.0,92.0,49120.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,49143.0,6442.0,42701.0,0.0,0.0,0.0,0.0,92,571204770_201203_990EZ,IN,,571204770201203,5712047702012,A1960,A,36061.0,5602.0,5600.0,A196,A,PC,O,AR,A,A,1,AR,AR,AR,0.90166,A,813219.0,-73.97874499999999,40.7510886,0,NCCS_Form990EZ_2012_Extract_Final,61023,,22354.0,0,ez,2012,ez,2012.0,0.0,ez,2012
246577,412038037,SEPTEMBER CONCERT FOUNDATION,,601 W 57TH ST APT 37D,NEW YORK,NY,10019-1078,10019.0,HARUKO SMITH,A84,3,15.0,200205.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,30519,0,45,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,30564,30564,30564.0,,,,,76870,-46306,0.0,55788.0,9482,0.0,,0.0,,,0.0,0,0.0,,55788.0,9482,N,0,0,,,7,512036.0,0.0,0.0,1822.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,92.0,91513.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,91613.0,121770.0,-30157.0,0.0,0.0,0.0,0.0,92,412038037_201112_990EZ,IN,,412038037201112,4120380372011,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.5584399999999999,A,711130.0,-73.971414889,40.74822735,0,NCCS_Form990EZ_2012_Extract_Final,61261,,30519.0,0,ez,2011,ez,2011.0,0.0,ez,2011
246796,113535891,MUSICA REGINAE PRODUCTIONS LTD,,5956 57TH DR,MASPETH,NY,11378-2702,11378.0,EDWARD S SAWCHUK PC,A68,3,15.0,200011.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201206,2012,2011,2011,3.0,19405,4522,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,3270.0,27197,27197,27197.0,,,,,25454,1743,0.0,7893.0,9598,0.0,,0.0,,,38.0,0,0.0,,7855.0,9598,N,0,0,,,7,189253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201106.0,2011.0,92.0,34483.0,7352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41835.0,35301.0,6534.0,0.0,0.0,0.0,0.0,92,113535891_201206_990EZ,IN,,113535891201206,1135358912012,A68,A,36081.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.9410799999999999,A,711130.0,-73.906894021,40.721342669,0,NCCS_Form990EZ_2012_Extract_Final,61482,,19405.0,0,ez,2012,ez,2012.0,0.0,ez,2012
246899,61588655,MANHATTAN ART PROGRAM INC,,800 6TH AVENUE SUITE 11C,NEW YORK,NY,10001-6348,10001.0,,A25,3,15.0,200105.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,0,156321,9,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,156330,156330,156330.0,,,,,139295,17035,-24067.0,47767.0,38698,0.0,,0.0,,,4500.0,2463,0.0,,43267.0,36235,N,0,0,,,7,847080.0,0.0,0.0,2456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,92.0,30920.0,50400.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,81327.0,89732.0,-8405.0,0.0,0.0,0.0,0.0,92,061588655_201112_990EZ,IN,,61588655201112,615886552011,A25,A,36061.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.06532,B,611610.0,-73.99074499999999,40.745672,0,NCCS_Form990EZ_2012_Extract_Final,61590,,0.0,0,a,2011,a,2011.0,0.0,a,2011
246912,133215205,AMERICAN JEWISH HERITAGE ORGANIZATION INC,,2440 BROADWAY,NEW YORK,NY,10024-1158,10024.0,,X30Z,3,15.0,198409.0,1.0,12.0,123.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,48872,0,10,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,48882,48882,48882.0,,,,,43248,5634,0.0,18067.0,23203,,,,,,28571.0,28073,,,-10504.0,-4870,N,0,0,,,7,205838.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_EZ,201012.0,2010.0,92.0,41378.0,0.0,0.0,6.0,,0.0,,0.0,0.0,0.0,41384.0,49981.0,-8597.0,,,,,92,133215205_201112_990EZ,IN,,133215205201112,1332152052011,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.19278,A,710000.0,-73.9758,40.786,0,NCCS_Form990EZ_2012_Extract_Final,61606,,48872.0,0,ez,2011,ez,2011.0,0.0,ez,2011
247071,134151217,NW & D INC,,161 6TH AVE 14TH FLR,NEW YORK,NY,10013-1205,10013.0,THE FIELD,A62,3,15.0,200202.0,1.0,8.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201208,2012,2011,2011,3.0,35140,0,956,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,36096,36096,36096.0,,,,,38831,-2735,0.0,3324.0,589,,,,,,0.0,0,,,3324.0,589,N,0,0,,,7,295173.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_EZ,201108.0,2011.0,92.0,32325.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,32325.0,29482.0,2843.0,,,,,92,134151217_201208_990EZ,IN,,134151217201208,1341512172012,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.5089600000000001,B,711120.0,-73.97648224,40.67701441,0,NCCS_Form990EZ_2012_Extract_Final,61768,,35140.0,0,c4,2006,c4,2006.0,0.0,c4,2006
247182,450594440,WORLD LEBANESE CULTURAL UNION INC,,311 85TH STREET,BROOKLYN,NY,11209-4672,11209.0,RIMONDA K DALLOUL,A23,3,15.0,200905.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201204,2012,2011,2011,3.0,121242,0,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,121242,121242,121242.0,,,,,113786,7456,0.0,,17783,,,,,,,0,,,,17783,N,0,0,,,7,121542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,92,450594440_201204_990EZ,IN,,450594440201204,4505944402012,A23,A,36047.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.7306,B,710000.0,-74.031902898,40.623404397,0,NCCS_Form990EZ_2012_Extract_Final,61883,,121242.0,0,ez,2012,ez,2012.0,0.0,ez,2012
247223,133477887,EMPIRE QUILTERS INC,,PO BOX 1293,NEW YORK,NY,10113-1293,10113.0,,,3,16.0,199009.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,20.0,0.0,201206,2012,2011,2011,3.0,7292,28333,179,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,35804,35804,35804.0,,,,,45225,-9421,0.0,74916.0,57585,0.0,,0.0,,,7910.0,0,0.0,,67006.0,57585,N,0,0,,,7,187425.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201106.0,2011.0,92.0,25892.0,9338.0,17806.0,272.0,0.0,0.0,0.0,12550.0,0.0,0.0,65858.0,47385.0,18473.0,0.0,0.0,0.0,0.0,92,133477887_201206_990EZ,IN,,133477887201206,1334778872012,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.84155,A,710000.0,-73.99834014,40.74124391,0,NCCS_Form990EZ_2012_Extract_Final,61925,,7292.0,0,ez,2012,ez,2012.0,0.0,ez,2012
247228,202588174,GOTHAM STAGE COMPANY INC,,288 W 92ND ST APT 6A,NEW YORK,NY,10025-7344,10025.0,MICHAEL BARRA,A65,3,15.0,200508.0,1.0,8.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201208,2012,2011,2011,3.0,10569,3004,0,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,13573,13573,13573.0,,,,,11842,1731,0.0,,1272,,,,,,,20224,,,,-18952,N,0,0,,,7,51898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,92,202588174_201208_990EZ,IN,,202588174201208,2025881742012,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.10264000000000001,B,711110.0,-73.97477019600001,40.792544704,0,NCCS_Form990EZ_2012_Extract_Final,61930,,10569.0,0,c4,2006,c4,2006.0,0.0,c4,2006
247357,237270405,NEW YORK PHILOMUSICA CHAMBER ENSEMBLE,,105 WEST 73RD STREET,NEW YORK,NY,10023-2903,10023.0,,,3,15.0,197308.0,5.0,6.0,59.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201206,2012,2011,2011,3.0,24500,4385,61,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,28946,28946,28946.0,,,,,26960,1986,0.0,53530.0,35317,0.0,,0.0,,,186011.0,165812,0.0,,-132481.0,-130495,N,0,0,,,7,395951.0,0.0,0.0,11.0,4446.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201106.0,2011.0,93.0,59795.0,14208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74603.0,70569.0,4034.0,0.0,29400.0,2446.0,0.0,92,237270405_201206_990EZ,IN,,237270405201206,2372704052012,A6C,A,36061.0,5602.0,5600.0,A6C,A,PC,O,AR,A,A,1,AR,AR,AR,0.12265999999999999,B,711130.0,-73.978629,40.77815,0,NCCS_Form990EZ_2012_Extract_Final,62061,,23282.0,1218,c4,2006,c4,2006.0,0.0,c4,2006
247363,133498560,RIDGE STREET THEATER INC,RIDGE THEATER,125 WEST 12TH STREET,NEW YORK,NY,10011-8269,10011.0,,A650,3,15.0,199005.0,5.0,6.0,200.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201106,2011,2010,2010,3.0,0,68434,1,,,,,,,,,,,,,0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0.0,68435,68435,68435.0,,,,,83210,-14775,0.0,14298.0,69,0.0,,0.0,,,0.0,546,0.0,,14298.0,-477,N,0,0,,,7,334166.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,92.0,45000.0,16800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61801.0,47883.0,13918.0,0.0,0.0,0.0,0.0,92,133498560_201106_990EZ,IN,,133498560201106,1334985602011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.9356899999999999,A,711110.0,-73.982820023,40.720338706,0,NCCS_Form990EZ_2012_Extract_Final,62068,,0.0,0,a,2011,a,2011.0,0.0,a,2011
247380,133804916,EVERY CHILD A READER INC,,54 W 39TH ST FL 14,NEW YORK,NY,10018-2039,10018.0,,A99Z,3,15.0,199807.0,1.0,12.0,123.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,76000,0,26,,,,,,,,,,,,,0,,0.0,,0,0.0,121400.0,,,0.0,,,121400,115128,6272,0,0,0,0.0,82298,82298,197426.0,,,,,91436,-9138,0.0,35661.0,38547,,,,,,26327.0,38351,,,9334.0,196,N,0,0,,,7,376085.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_EZ,201012.0,2010.0,92.0,72510.0,0.0,0.0,28.0,,0.0,,-3220.0,0.0,0.0,69318.0,80640.0,-11322.0,,,,,92,133804916_201112_990EZ,IN,,133804916201112,1338049162011,A99,A,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,1,AR,AR,AR,0.96378,B,710000.0,-73.984643,40.752555,0,NCCS_Form990EZ_2012_Extract_Final,62086,,76000.0,0,ez,2011,ez,2011.0,0.0,ez,2011
247462,113662328,BLESSED UNREST THEATRE INC,,PO BOX 749,NEW YORK,NY,10163-0749,10163.0,MATT OPATRNY,A65,3,15.0,200305.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201108,2011,2010,2010,3.0,29910,12235,0,,,,,,,,,,,,,0,,0.0,,0,0.0,625.0,,,0.0,,,625,440,185,5416,2496,2920,0.0,45250,45250,48186.0,,,,,51313,-6063,0.0,9859.0,3796,0.0,,0.0,,,0.0,0,0.0,,9859.0,3796,N,0,0,,,8,131037.0,0.0,0.0,0.0,65580.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201008.0,2010.0,92.0,39281.0,6373.0,0.0,0.0,0.0,0.0,0.0,1048.0,1313.0,0.0,48015.0,39159.0,8856.0,0.0,0.0,0.0,0.0,92,113662328_201108_990EZ,IN,,113662328201108,1136623282011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.18467,B,711110.0,-73.9706,40.7536,0,NCCS_Form990EZ_2012_Extract_Final,62211,,29910.0,0,ez,2011,ez,2011.0,0.0,ez,2011
