,FILER,CODE990,EIN,styear,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
15201,990.0,1,133119551,1993,4,4,200,0,492000,0,0,2959,0,0,0,2959,2959,494959,451444,189319,153310,0,155576,190012,2000,693,189319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,RADIO NETWORK ASSOC,NEW YORK,NY,10017-5613,10017.0,36061,A34,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.09826,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,494959,494959,199312,1993,NY,10017.0,NEW YORK,A34,A,12,200.0,121.0,0.0,100 E 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8309.0,,PC,O,AR,A,IN,,A34,A,513110.0
15212,990.0,1,133124063,1994,6,6,120,0,1445766,0,0,0,0,0,0,1807450,1807450,3253216,2185458,1918521,47210,0,1518701,2679596,616920,761075,0,0,0,0,0,0,0,0,0,0,0,0,0,1404810,0,402640,6,1,0,Y,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061,A33,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.04829,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,3253216,3253216,199412,1994,NY,10016.0,NEW YORK,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,8407.0,STITUTE INC,PC,O,AR,A,IN,,S41,S,813910.0
15233,990.0,1,133131629,1994,2,4,229,0,65363,0,0,2,0,0,0,92434,92434,157797,172084,-4262,0,0,22215,20011,12190,24273,0,0,0,0,0,0,0,0,0,0,0,0,0,81082,0,11350,6,1,0,Y,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.2322,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,157797,157797,199505,1995,NY,10011.0,NEW YORK,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8410.0,,PC,O,AR,A,IN,,A40,A,710000.0
15252,990.0,1,133137480,1993,5,5,200,0,222961,0,0,11898,0,0,0,377869,377869,600830,519415,382380,63708,0,552750,651993,251785,269613,0,0,0,0,0,0,0,0,0,0,0,0,0,365971,0,0,6,1,0,N,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.19638,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,600830,600830,199312,1993,NY,10016.0,NEW YORK,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8301.0,,PC,O,AR,A,IN,,A40,A,710000.0
15254,990.0,1,133138626,1994,3,3,0,61000,0,3999,2655,69,0,0,0,4068,1413,65068,34282,33057,12000,0,4926,33057,0,0,33057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,N,HISTORY NEW YORK CITY PROJEC T,BRONX,NY,10471-0104,10471.0,36005,A80,A,10471.0,5602.0,5600.0,36005.0,,PC,O,0.57013,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36005.0,199412,62413,62413,199412,1994,NY,10471.0,BRONX,A80,A,12,0.0,0.0,0.0,PO BOX 104,3.0,0.0,1.0,,0.0,1.0,16.0,20.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A80,A,712120.0
15285,990.0,1,133160506,1993,3,4,279,0,0,0,0,0,0,0,0,322044,322044,322044,322044,0,0,0,104148,62938,104148,62938,0,0,0,0,0,0,0,0,0,0,0,0,0,322044,0,0,9,1,0,N,SHER WOVEN COMPANY EMPLOYEES BENEFIT TRUST,NEW YORK,NY,10018-6203,10018.0,36061,A40,A,,5602.0,5600.0,,,O,O,0.07636,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199312,322044,322044,199312,1993,NY,,NEW YORK,A40,A,12,279.0,0.0,0.0,62 W 38TH ST,3.0,,1000.0,,,,0.0,,,,8308.0,,PC,O,AR,A,IN,,A40,A,710000.0
15343,990.0,1,133190575,1992,2,3,205,0,49560,0,0,194,0,0,0,2458,2458,52018,66033,14458,0,0,28949,14934,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,6,1,0,N,AMER SOC MEDIA PHOTOGRAPHERS,NEW YORK,NY,10003-4767,10003.0,36061,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.11504,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,52018,52018,199212,1992,NY,10003.0,NEW YORK,A40,A,12,205.0,0.0,0.0,853 BROADWAY STE 803,9.0,0.0,2000.0,,2.0,13.0,0.0,10.0,9167.0,5.0,8803.0,NEW YORK ASMP,PC,O,AR,A,IN,,A40,A,710000.0
15388,990.0,1,133206933,1994,2,3,200,0,20375,0,0,178,0,0,0,14709,14709,35084,39321,19333,0,0,23570,19333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14531,6,1,0,N,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085,A01,A,10301.0,5602.0,5600.0,36085.0,,O,O,0.37403000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199412,35084,35084,199412,1994,NY,10301.0,STATEN ISLAND,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,IN,,A68,A,711130.0
15402,990.0,1,133212090,1993,4,6,200,2280695,0,0,0,4878,0,0,0,13090,13090,2293785,1505402,18877,270000,0,160419,275959,929925,257082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8212,6,1,0,N,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.38876,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,2293785,2293785,199312,1993,NY,10022.0,NEW YORK,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,ITTEE,PC,O,AR,A,IN,,A0368,A,813920.0
15404,,1,133212857,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,OPERA GLASS,NEW YORK,NY,10159-1294,10159.0,36061,A6A,A,10159.0,5602.0,5600.0,36061.0,,O,O,0.649,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,0,0,199505,1995,NY,10159.0,NEW YORK,A6A,A,5,119.0,602.0,0.0,PO BOX 7179 F D R STATION,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15418,990.0,1,133216947,1994,3,3,30,51820,0,0,0,1179,0,0,0,1179,1179,52999,9173,53311,0,0,9484,53311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,N,ASSOC ADV CREATIVE MUSICIANS NYC CHAPTER,NEW YORK,NY,10108-0187,10108.0,36061,A60,A,10108.0,5602.0,5600.0,36061.0,,O,O,0.7315,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,52999,52999,199412,1994,NY,10108.0,NEW YORK,A0168,A,12,30.0,0.0,0.0,PO BOX 187 TIMES SQ STA,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8507.0,ANS NYC CHAPTER INC,PC,O,AR,A,IN,,A0168,A,813319.0
15432,,1,133222570,1994,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,NEW YORK SINGING TEACHERS ASSOC,NEW YORK,NY,10025-5213,10025.0,36061,A99,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.20398,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10025.0,NEW YORK,B03,A,12,200.0,0.0,0.0,250 E 63RD ST 305,3.0,0.0,1000.0,% CECILIE A VERDON,2.0,13.0,0.0,20.0,0.0,1.0,7003.0,,PC,O,AR,A,IN,,B03,B,813920.0
15463,,1,133235967,1994,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,WILLIAMSBURG MUSIC CTR,BROOKLYN,NY,11211-5511,11211.0,36047,A68,A,11211.0,5602.0,5600.0,36047.0,,O,O,0.3639,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199506,0,0,199506,1995,NY,11211.0,BROOKLYN,A68,A,6,994.0,90.0,0.0,367 BEDFORD AVENUE 1ST FLOOR,3.0,198906.0,1000.0,,1.0,11.0,15.0,20.0,0.0,1.0,8502.0,,PC,O,AR,A,IN,,A68,A,711130.0
15601,,1,133347752,1993,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,STATUS LIBERTY SKATING INST AT GATEWAY,STATEN ISLAND,NY,10304-2921,10304.0,36085,A20,A,10304.0,5602.0,5600.0,36085.0,,O,O,0.6188,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199312,0,0,199312,1993,NY,10304.0,STATEN ISLAND,A03,A,12,328.0,0.0,0.0,53 ROCHELLE ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8812.0,,PC,O,AR,A,IN,,A03,A,813920.0
15621,,1,133357729,1994,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,COOPER OPERA WORKS,NEW YORK,NY,10034-3043,10034.0,36061,A6A,A,10034.0,5602.0,5600.0,36061.0,,O,O,0.47463999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,0,0,199506,1995,NY,10034.0,NEW YORK,A6A,A,6,89.0,90.0,0.0,60 COOPER STREET APT 3A,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8611.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15706,,1,133411661,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,SIKKIM CULTURAL FND,NEW YORK,NY,10128-1132,10128.0,36061,A99,A,10128.0,5602.0,5600.0,36061.0,,O,O,0.58418,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10128.0,NEW YORK,A1220,B,12,90.0,0.0,0.0,1088 PARK AVE,3.0,0.0,1000.0,% SIMON ABRAHAMS,1.0,13.0,15.0,20.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A1220,A,813219.0
15710,990.0,1,133414554,1994,5,5,200,652100,0,0,0,19645,0,33,313,28620,28548,680720,733815,597313,150175,0,698128,610454,47648,13141,597313,0,0,0,0,0,0,0,0,0,0,0,0,3159,0,5471,6,1,0,N,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061,A30,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.12195,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,680648,680648,199412,1994,NY,10022.0,NEW YORK,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A30,A,510000.0
15789,,1,133452427,1994,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,SOC ROGERIAN SCHOLARS,NEW YORK,NY,10013-0867,10013.0,36061,A33,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.06125,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,0,0,199506,1995,NY,10013.0,NEW YORK,A01,C,6,120.0,209.0,602.0,PO BOX 1195 CANAL ST STA,3.0,0.0,2000.0,COLLEGE OF NURSING NEW YORK UNIVE,2.0,13.0,0.0,20.0,0.0,1.0,9509.0,,PC,O,AR,A,IN,,A01,A,813319.0
15861,990.0,1,133490112,1994,5,4,263,0,22186,0,0,103600,0,0,0,103600,103600,125786,173564,872066,0,0,919844,872066,0,0,872066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.26315,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,125786,125786,199412,1994,NY,10011.0,NYC,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
15870,,1,133491607,1992,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,HISPANIC MEDIA CNCL USA,NEW YORK,NY,10003-4703,10003.0,36061,A23,A,,5602.0,5600.0,,,O,O,0.44183999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199212,0,0,199212,1992,NY,,NEW YORK,A23,A,12,205.0,0.0,0.0,853 BROADWAY,3.0,0.0,3000.0,,2.0,1.0,0.0,1.0,0.0,1.0,8912.0,,PC,O,AR,A,IN,,A23,A,710000.0
16026,,1,133565617,1993,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,ITALIAN WINE CNCL,NEW YORK CITY,NY,10020-1300,10020.0,36061,A01,A,10020.0,5602.0,5600.0,36061.0,,O,O,0.9928600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10020.0,NEW YORK CITY,A23,A,12,200.0,0.0,0.0,1271 AVE OF THE AMERICAS STE 4341,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9106.0,,PC,O,AR,A,IN,,A23,A,710000.0
16032,,1,133568008,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.69393,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199412,0,0,199412,1994,NY,10022.0,NEW YORK,A03,A,12,119.0,229.0,0.0,145 E 57TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,,PC,O,AR,A,IN,,A03,A,813920.0
16120,990.0,1,133600417,1993,2,3,200,0,2795,0,0,0,0,0,0,42569,42569,45364,37846,16695,0,0,13273,18928,4096,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,42569,0,0,6,1,0,N,MONTE JADE SCI & TECHNOLOGY ASSOC,NEW YORK,NY,10022-3613,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.0064,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199409,45364,45364,199409,1994,NY,10022.0,NEW YORK,V30,A,9,200.0,0.0,0.0,126 E 56TH ST 8TH FL,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9409.0,,PC,O,AR,A,IN,,V30,V,541720.0
16241,990.0,1,133642496,1994,4,4,205,0,169000,0,0,2315,0,0,0,2315,2315,171315,126796,133116,0,0,88597,133116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,TEXTILE PRODUCERS & SUPPLIERS ASSOC,NEW YORK,NY,10022-7001,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.23190999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,171315,171315,199412,1994,NY,10022.0,NEW YORK,A40,A,12,205.0,0.0,0.0,437 MADISON AVE,3.0,0.0,1000.0,% RICHARD S TAFFET,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A40,A,710000.0
16296,990.0,1,133667013,1994,2,3,120,0,21425,0,0,264,0,0,0,20597,20597,42022,17228,18132,0,0,16525,18132,640,0,0,0,0,0,0,0,0,0,0,0,0,0,22547,0,-2214,0,6,1,0,N,AMER BOOK PRODUCERS ASSOC,NEW YORK,NY,10010-7000,10010.0,36061,A33,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.5445800000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,19475,19475,199506,1995,NY,10010.0,NEW YORK,A33,C,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,1000.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A33,A,511100.0
16326,990.0,1,133682677,1994,3,3,205,0,4175,0,0,0,0,0,0,50886,50886,55061,14709,40590,0,0,49036,40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48798,0,2088,0,6,1,0,N,BOXING WRITERS ASSOC AMERICA,NEW YORK,NY,10017-3706,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.10213,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,6263,6263,199506,1995,NY,10017.0,NEW YORK,A70,A,6,205.0,0.0,0.0,342 MADISON AVE 950,3.0,0.0,1000.0,%SCHWARTZMAN HEINSTOCK GAREUK & MAN,2.0,13.0,0.0,10.0,0.0,1.0,9302.0,,PC,O,AR,A,IN,,A70,A,710000.0
16383,990.0,1,133696032,1993,3,4,200,0,3818,0,0,0,0,0,0,98415,98415,102233,98374,29304,0,0,25445,29304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98415,0,0,6,1,0,N,AMER ASSOC APPAREL TEXTILE DESIGN STUDIOS & AGENTS,NEW YORK,NY,10001-0000,10001.0,36061,A40,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.83163,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199405,102233,102233,199405,1994,NY,10001.0,NEW YORK,A40,A,5,200.0,229.0,0.0,501 5TH AVE STE 604,3.0,0.0,3000.0,% GOLDSTEIN & MORRIS,0.0,13.0,0.0,10.0,0.0,1.0,9309.0,ND AGENTS INC,PC,O,AR,A,IN,,A40,A,710000.0
16422,,1,133709275,1994,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,ORG LESBIAN & GAY ARCHITECTS & DESIGERS,NEW YORK,NY,10003-7004,10003.0,36061.0,A03,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.48583999999999994,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10003.0,NEW YORK,A03,B,12,200.0,0.0,0.0,28 E 4TH ST STE 7W,3.0,0.0,2000.0,% GARY ROSARD,2.0,13.0,0.0,20.0,0.0,1.0,9405.0,IGERS,PC,O,AR,A,IN,,A03,A,813920.0
16451,990.0,1,133718893,1994,3,3,200,0,43124,14763,15997,2302,0,0,0,17065,1068,60189,47396,27155,0,0,34174,40068,3815,12914,27154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,ASSOC AUTHORS REPRESENTATI VES,NEW YORK,NY,10023-3631,10023.0,36061.0,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.9675799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,44192,44192,199412,1994,NY,10023.0,NEW YORK,A70,A,12,200.0,92.0,0.0,171 E 74TH ST,3.0,0.0,1000.0,% CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A70,A,710000.0
16516,990.0,1,133746545,1994,1,3,204,28680,0,0,0,0,0,0,0,61,61,28741,68541,-12531,39000,0,52057,285,24788,12816,-12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,1,0,N,COALITION HEALTHCARE COMMUNICATION,NEW YORK,NY,10173-0499,10173.0,36061.0,A01,A,10173.0,5602.0,5600.0,36061.0,,O,O,0.43063,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,28741,28741,199412,1994,NY,10173.0,NEW YORK,A30,A,12,204.0,0.0,0.0,110 E 42ND ST STE 1310,3.0,0.0,2000.0,% PHARMACEUTICAL ADVTG COUNCIL INC,2.0,13.0,0.0,10.0,0.0,1.0,9503.0,,PC,O,AR,A,IN,,A30,A,510000.0
16549,,1,133760916,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,THAI MUSIC & DANCE SOC AMERICA,STATEN ISLAND,NY,10312-5134,10312.0,36085.0,A60,A,10312.0,5602.0,5600.0,36085.0,,PC,O,0.6119100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199412,0,0,199412,1994,NY,10312.0,STATEN ISLAND,A62,A,12,90.0,0.0,0.0,290 RIDGECREST AVE,3.0,0.0,2000.0,% CHAVIVAN DHARAPAK,1.0,13.0,15.0,10.0,0.0,1.0,9604.0,,PC,O,AR,A,IN,,A62,A,711120.0
16576,,1,133772781,1994,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,CHAMBER COMMERCE & INDUSTRY RUSSIAN FEDERATION NY,NEW YORK,NY,10016-1301,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.0996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10016.0,NEW YORK,A23,A,12,200.0,0.0,0.0,90 PARK AVE STE 1600,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9409.0,,PC,O,AR,A,IN,,S41,S,813910.0
16583,,1,133778352,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,TRAFIKA PRESS,NEW YORK,NY,10025-1536,10025.0,36061.0,A70,A,10025.0,5602.0,5600.0,36061.0,,U,O,0.14006,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10025.0,NEW YORK,A33,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A33,A,511100.0
16596,990.0,1,133783521,1994,3,3,0,0,48140,0,0,0,0,0,0,0,0,48140,23270,24870,0,0,0,30142,0,5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,N,NEW YORK NEW MEDIA ASSOC,NEW YORK,NY,10004-2501,10004.0,36061.0,A01,A,10004.0,5602.0,5600.0,36061.0,,O,O,0.28126999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,48140,48140,199412,1994,NY,10004.0,NEW YORK,A30,B,12,200.0,0.0,0.0,55 BROAD STREET,3.0,0.0,1000.0,% KAREN PAGE,2.0,13.0,0.0,10.0,0.0,1.0,9605.0,,PC,O,AR,A,IN,,A30,A,510000.0
16634,990.0,1,133801041,1994,4,4,0,122140,0,113625,120640,733,0,0,0,114358,-6282,236498,238,115620,0,0,0,115620,0,0,-6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,N,MARILYN FRIEDSON FND,NEW YORK,NY,10022-1302,10022.0,36061.0,A99,A,10022.0,5602.0,5600.0,36061.0,,PC,O,0.28926,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199412,115858,115858,199412,1994,NY,10022.0,NEW YORK,T20,C,12,602.0,0.0,0.0,130 E 59TH RM 737,3.0,0.0,1000.0,% NEAL P MYERBERG,1.0,13.0,17.0,10.0,0.0,1.0,9602.0,,PC,O,AR,A,IN,,A99,A,710000.0
16867,990.0,1,135546742,1994,4,4,92,7000,172466,0,0,5714,0,0,0,143314,143314,322780,106101,245004,0,0,233205,248709,8598,3705,0,0,0,0,0,0,0,0,0,0,0,0,196282,0,-55420,-3262,6,1,0,N,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.04348,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,126498,126498,199412,1994,NY,10017.0,NEW YORK,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
