,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
25282,133948717,200012,2000,17041,320,0,0,0,0,0,0,39176,39176,56537,57918,-21379,0,0,11335,14607,31333,35986,0,0,0,0,0,0,0,0,0,0,0,0,0,28031,0,0,,56537,3,9,0,0,0,11145,11145,0,0,0,0,0,0,0,56537,-1381,0,500,42,0,0,0,25235,0,-19998,81804,6300,97861,0,0,0,185965,88104,0,0,0,995.0,N,2.0,1.0,200132.0,29490202185031.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10014-0197,10014.0,133948717200012.0,1339487172000.0,12,995.0,60.0,91.0,PO BOX 197,3.0,200112.0,NEW YORK,2.0,% DALE FITZGERALD,1.0,13.0,16.0,10.0,0.0,JAZZ GALLERY,1.0,199707.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A50,IN,,AR,A,PC,O,AR,A,,,A50Z,AR,AR,5602.0,5600.0,36061.0,0.527656,5602.0,1,N,A20,NY,10014.0,NEW YORK,A20,,7518.0,3a,2000.0,0.0,3a,2000.0,-21379.0,3a,2000.0,4302.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,9523.0,3a,2000.0,5015.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,700.0,3a,2000.0,A20,A
25287,133950204,199912,1999,0,0,0,0,0,0,0,0,88468,88468,88468,70333,17475,0,0,540,18075,1200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,88468,0,0,,88468,3,9,0,0,0,0,0,0,0,0,0,0,0,0,88468,18135,0,0,0,0,0,0,0,0,-660,63595,0,43181,0,0,0,106776,63595,0,0,0,,,,,,,,1999,,,,,,,,10028-0132,10028.0,,,12,994.0,64.0,0.0,1016 FIFTH AVE 7B,3.0,200112.0,NEW YORK,1.0,% LISA WALBORSKY,1.0,13.0,15.0,10.0,0.0,SHORTS INTERNATIONAL FILM FESTIVAL INC,1.0,199709.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A31,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.769879,5602.0,1,N,A31,NY,10028.0,NEW YORK,A31,,0.0,1d,2000.0,0.0,1d,2000.0,0.0,3a,1999.0,0.0,1d,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,1d,2000.0,0.0,1d,2000.0,0.0,1d,2000.0,0.0,1d,2000.0,PC,O,AR,A,IN,,0.0,1d,2000.0,0.0,1d,2000.0,0.0,1d,2000.0,18075.0,1d,2000.0,A31,A
25294,133951504,200010,1999,537694,0,0,0,337,23785,0,0,5413,5413,543107,310472,229738,12000,0,25898,268168,6401,38430,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,0,2186,,543107,3,7,0,337,0,0,0,0,0,0,0,0,0,0,543107,232635,-22394,0,0,0,0,0,0,0,19497,123890,0,0,11,0,0,123901,123901,0,0,0,994.0,N,4.0,1.0,200138.0,29490244119131.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,10013-3822,10013.0,133951504200010.0,1339515042000.0,10,994.0,93.0,91.0,19 HUDSON ST STE 504,3.0,200110.0,NEW YORK,1.0,% CLAIRE MONTGOMERY,1.0,11.0,15.0,10.0,0.0,LOCATION ONE INC,1.0,199810.0,,NY,RTF00PC,2.0,3.0,3.0,2.0,A,A32,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.475525,5602.0,1,C,A32,NY,10013.0,NEW YORK,A20,,0.0,3a,2000.0,0.0,3a,2000.0,44007.0,3a,2000.0,38210.0,3a,2000.0,185631.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,537694.0,3a,2000.0,2509.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,1700.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A20,A
25325,133956663,200012,2000,9279,0,0,0,0,0,0,567,17982,17982,27261,38483,-15683,0,0,-12020,1224,-7559,-9348,0,0,0,0,0,0,0,0,0,0,0,0,0,13513,0,4262,,27261,3,9,0,0,0,0,0,0,0,0,0,0,0,567,27261,-11222,0,0,0,0,0,0,0,0,-4461,13152,0,50683,0,0,0,64867,14184,0,0,0,995.0,N,1.0,1.0,200123.0,29409139001451.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10023-4518,10023.0,133956663200012.0,1339566632000.0,12,995.0,90.0,0.0,25 W 70TH ST RM 1B,3.0,200112.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,OPERA NOVA A NOT FOR PROFIT CORPORATION,1.0,199803.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.336702,5602.0,1,N,A6A,NY,10023.0,NEW YORK,A6A,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,1224.0,3a,2000.0,A6A,A
25329,133957107,200012,2000,100000,0,0,0,336,0,0,0,336,336,100336,44874,107831,0,0,54869,107831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100336,3,7,0,336,0,0,0,0,0,0,0,0,0,0,100336,55462,-2500,0,0,0,0,0,0,0,54869,333772,0,0,2922,0,0,336694,336694,0,0,0,994.0,N,4.0,1.0,200150.0,29490328232001.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10025-6105,10025.0,133957107200012.0,1339571072000.0,12,994.0,602.0,119.0,230 RIVERSIDE DR,3.0,200112.0,NEW YORK,1.0,% STAIRS DILLENBECK FINLEY & MERLE,1.0,13.0,15.0,10.0,0.0,NEW HERITAGE MUSIC FOUNDATION INC,1.0,199806.0,,NY,RTF00PC,2.0,2.0,2.0,1.0,A,A68,IN,,AR,A,PC,O,AR,A,,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.37190700000000004,5602.0,1,N,A68,NY,10025.0,NEW YORK,A68,,0.0,3a,2000.0,0.0,3a,2000.0,107831.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,1500.0,3a,2000.0,0.0,3a,2000.0,100000.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A68,A
25354,133963103,200012,2000,25638,0,0,0,0,0,0,0,0,0,25638,25712,42,0,0,116,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25638,3,9,0,0,0,0,0,0,0,0,0,0,0,0,25638,-74,0,0,0,0,0,0,0,116,116,52274,0,0,0,0,0,52274,52274,0,0,0,994.0,N,1.0,1.0,200146.0,29490237018131.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10002-3334,10002.0,133963103200012.0,1339631032000.0,12,994.0,88.0,0.0,98 SUFFOLK ST STE 2D,3.0,200112.0,NEW YORK,1.0,% KAZUKI TAKASE,1.0,13.0,15.0,10.0,0.0,THEATRE J P INC,1.0,199806.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.740586,5602.0,1,N,A65,NY,10002.0,NEW YORK,A65,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,3a,2000.0,25638.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A65,A
25355,133963325,199906,1998,32800,0,0,0,0,0,0,0,0,0,32800,41725,350,10000,0,9275,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32800,3,7,0,0,0,0,0,0,0,0,0,0,0,0,32800,-8925,0,4981,0,0,0,0,0,0,9275,84247,0,0,43,0,0,84290,84290,0,0,0,,,,,,,,1999,,,,,,,,11375-0000,11375.0,,,6,994.0,120.0,123.0,119 49 UNION TURNPIKE,3.0,200106.0,FOREST HILLS,2.0,% TED GWARTNEY,1.0,11.0,15.0,10.0,0.0,INSTITUTE FOR THE STUDY OF LONG-TERM ECONOMIC TRENDS,1.0,199712.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A05,IN,,AR,A,PC,O,AR,A,E,,,AR,AR,5602.0,5600.0,36081.0,0.4149,5602.0,1,N,A05,NY,11375.0,FOREST HILLS,L05,,0.0,3a,1999.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,32800.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,350.0,3a,1999.0,A33,A
25358,133963888,199912,1999,3587,0,0,0,0,0,0,0,89889,89889,93476,74407,25041,0,0,55459,25041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49488,35100,5300,0,,43988,3,9,0,0,0,0,0,0,0,0,0,0,54788,0,43988,-30418,0,0,0,0,0,0,0,0,55459,9600,0,57200,0,0,0,66800,9600,0,0,0,,,,,,,,1999,,,,,,,,10025-3666,10025.0,,,12,995.0,90.0,0.0,225 W 106TH ST STE 15 F,3.0,200112.0,NEW YORK,1.0,% KEVIN O DAY,1.0,11.0,16.0,10.0,0.0,O DAY DANCES INC,1.0,199712.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.536851,5602.0,1,N,A62,NY,10025.0,NEW YORK,A62,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,PC,O,AR,A,IN,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,25041.0,3c,1998.0,A62,A
25361,133964272,199912,1999,0,0,0,0,0,0,0,0,25500,25500,25500,22658,6251,0,0,3409,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,0,,25500,3,9,0,0,0,0,0,0,0,0,0,0,0,0,25500,2842,0,0,0,0,0,0,0,0,3409,0,0,25500,0,0,0,25500,0,0,0,0,,,,,,,,1999,,,,,,,,10036-6311,10036.0,,,12,994.0,90.0,0.0,400 W 43RD ST STE 19R,3.0,200112.0,NEW YORK,1.0,% WILLIAM WARFIELD,1.0,11.0,15.0,10.0,0.0,LEHIGH VALLEY JAZZ REPERTORY ORCHESTRA INC,1.0,199801.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.7458060000000001,5602.0,1,N,A68,NY,10036.0,NEW YORK,A68,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A68,A
25363,133964287,200006,1999,27000,0,0,0,0,0,0,0,0,0,27000,16225,28973,0,0,18198,28973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27000,3,9,0,0,0,0,0,0,0,0,0,0,0,0,27000,10775,0,0,0,0,0,0,0,0,18198,70015,0,0,0,0,0,70015,70015,0,0,0,995.0,N,3.0,1.0,200114.0,29409069180021.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10019-3765,10019.0,133964287200006.0,1339642872000.0,6,995.0,119.0,90.0,353 W 56TH STREET,3.0,200112.0,NEW YORK,1.0,% ZAIDEE PARKINSON,1.0,52.0,16.0,10.0,0.0,VENDOME CONCERTS ASSOCIATION INC,1.0,199804.0,ZAIDEE PARKINSON,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.52544,5602.0,1,N,A99,NY,10019.0,NEW YORK,A68,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,28973.0,3a,2000.0,A68,A
25370,133966523,200006,1999,57400,0,0,0,0,0,0,0,0,0,57400,52874,11647,0,0,7122,11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57400,3,7,0,0,0,0,0,0,0,0,0,0,0,0,57400,4525,0,0,0,0,0,0,0,0,7122,95536,0,0,0,0,0,93103,93103,0,0,0,,,,,,,,2000,,,,,,,,10036-5601,10036.0,,,6,994.0,119.0,90.0,1501 BROADWAY STE 1601,3.0,200206.0,NEW YORK,2.0,% DOMINIC DERASSE,1.0,11.0,15.0,10.0,0.0,NEW YORK FILMHARMONIC ORCHESTRA INC,1.0,199710.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A69,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.19892,5602.0,1,N,A69,NY,10036.0,NEW YORK,A69,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,11647.0,3a,2000.0,A69,A
25376,133967980,199812,1998,44601,0,0,0,0,0,0,0,0,0,44601,31821,12780,0,0,0,12780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44601,3,7,0,0,0,0,0,0,0,0,0,0,0,0,44601,12780,0,9000,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1998,,,,,,,,10021-3251,10021.0,,,12,994.0,119.0,0.0,155 E 75TH ST,3.0,200112.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,LANDMARKS FOUNDATION PROTECTING SAC RED SITES GLOBALLY INC,1.0,199712.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A70,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.79346,5602.0,1,N,A70,NY,10021.0,NEW YORK,A70,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,8252.0,3a,1998.0,0.0,3a,1998.0,44601.0,3a,1998.0,0.0,6,2000.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,4528.0,3a,1998.0,A70,A
25379,133969173,200007,1999,233094,0,0,0,395,0,0,0,395,395,233489,252768,-22396,0,6645,19753,25827,22870,48223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,233489,3,7,0,395,0,0,0,0,0,0,0,0,0,0,233489,-19279,0,32044,0,0,0,0,0,0,-3117,101088,0,0,0,0,0,101088,101088,0,0,0,994.0,N,3.0,1.0,200106.0,29490020022201.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10014-3755,10014.0,133969173200007.0,1339691732000.0,7,994.0,88.0,0.0,38 COMMERCE ST,3.0,200207.0,NEW YORK,3.0,% ANGELINA FIORDELLISI,1.0,11.0,15.0,10.0,0.0,CHERRY LANE ALTERNATIVE INC,1.0,199811.0,CHERRY LANE THEATRE,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A66Z,AR,AR,5602.0,5600.0,36061.0,0.583809,5602.0,1,N,A65,NY,10014.0,NEW YORK,A65,,0.0,3a,2000.0,0.0,3a,2000.0,-22396.0,3a,2000.0,901.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,233094.0,3a,2000.0,1504.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,24926.0,3a,2000.0,A65,A
25394,133972275,199912,1999,26692,0,0,0,36,0,0,0,36,36,26728,15464,6497,0,0,0,15438,4767,8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26728,3,9,0,0,0,0,0,36,0,0,0,0,0,0,26728,11264,0,0,0,0,0,0,0,0,-4767,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1999,,,,,,,,10010-3205,10010.0,,,12,994.0,119.0,0.0,43 W 24TH ST RM 3A,3.0,200112.0,NEW YORK,1.0,% RAYMOND M PEPI,1.0,13.0,15.0,10.0,0.0,ART2FACTS,1.0,199812.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.22022600000000003,5602.0,1,N,A40,NY,10010.0,NEW YORK,A40,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,15438.0,3a,1999.0,A40,A
25395,133972331,200006,1999,34500,0,0,0,753,36158,0,0,34854,24295,69354,212112,-3808,62500,0,221787,20175,72278,23983,0,0,0,0,0,0,0,0,0,0,0,0,0,33501,0,0,,58795,3,7,0,753,0,0,0,0,0,600,10559,-9959,0,0,58795,-153317,0,22500,3796,0,0,0,0,0,149509,1895000,0,60784,19141,0,0,1974925,1914141,0,0,0,994.0,N,2.0,1.0,200132.0,29490189129261.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10024-5102,10024.0,133972331200006.0,1339723312000.0,6,994.0,64.0,0.0,170 CENTRAL PARK WEST,3.0,200112.0,NEW YORK,2.0,% RICHARD D KAPLAN,1.0,13.0,15.0,10.0,0.0,NEW YORK CITY 1898-1998 CENTENNIAL CELEBRATION INC,1.0,199807.0,,NY,RTF00PC,1.0,1.0,1.0,2.0,A,A84,IN,,AR,A,PC,O,AR,A,,,A84Z,AR,AR,5602.0,5600.0,36061.0,0.25066,5602.0,1,N,A80,NY,10024.0,NEW YORK,A80,,0.0,3a,2000.0,0.0,3a,2000.0,-3808.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,34500.0,3a,2000.0,13705.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,1204.0,3a,2000.0,0.0,3a,2000.0,3814.0,3a,2000.0,A80,A
25399,133973536,199912,1999,36427,0,0,0,88,0,0,0,16046,16046,52473,58134,12622,0,0,12995,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7587,30,8341,0,,44886,3,9,0,0,0,0,0,88,0,0,0,0,15928,0,44886,-13248,12875,0,0,0,0,0,0,0,12995,33444,0,1405,0,0,0,34849,33444,0,0,0,,,,,,,,1999,,,,,,,,10013-1645,10013.0,,,12,994.0,122.0,0.0,32 THOMPSON ST,3.0,200112.0,NEW YORK,1.0,% DAVID ASCH,1.0,13.0,15.0,10.0,0.0,MONTAGE ENTERTAINMENT INC,1.0,199805.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A31,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.7555569999999999,5602.0,1,N,A31,NY,10013.0,NEW YORK,A31,,0.0,3a,1999.0,0.0,3a,1999.0,,,,,,,,,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,,,,PC,O,AR,A,IN,,,,,,,,,,,,,,A31,A
25400,133973817,200009,1999,975073,0,0,0,7359,0,0,0,7359,7359,982432,7643,2141747,0,0,1106341,2149747,13633,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,982432,3,7,0,5916,1443,0,0,0,0,0,0,0,0,0,982432,974789,74250,0,0,0,0,0,0,0,1092708,982650,0,0,10063,0,0,992713,992713,0,0,0,994.0,N,6.0,1.0,200143.0,29490272174021.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,10024-5358,10024.0,133973817200009.0,1339738172000.0,9,994.0,119.0,0.0,440 W END AVE,3.0,200209.0,NEW YORK,1.0,% DIANE T WOO,1.0,13.0,15.0,10.0,0.0,FRIENDS OF CHINA HERITAGE FUND LIMITED,1.0,199807.0,,NY,RTF00PC,4.0,3.0,3.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,,,A82Z,AR,AR,5602.0,5600.0,36061.0,0.944414,5602.0,1,N,A11,NY,10024.0,NEW YORK,A11,80,0.0,3a,2000.0,0.0,3a,2000.0,964021.0,3a,2000.0,0.0,3a,2000.0,1177726.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,975073.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,671715.0,3a,2000.0,300207.0,3a,2000.0,A1180,A
25418,133977290,199912,1999,337500,0,0,0,547,0,0,0,18247,18247,355747,8725,343522,0,0,0,344925,3500,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17700,0,,355747,3,7,0,0,0,0,0,547,0,0,0,0,17700,0,355747,347022,0,0,0,0,0,0,0,0,-3500,0,0,0,0,0,0,0,0,0,0,0,994.0,N,4.0,1.0,200107.0,84490268014000.0,1.0,1999,4.0,Y,1.0,N,1.0,0.0,1999.0,10024-1604,10024.0,133977290199912.0,1339772901999.0,12,994.0,88.0,0.0,615 WEST END AVE,3.0,200112.0,NEW YORK,2.0,,1.0,11.0,15.0,10.0,0.0,AMERICAN PERFORMING ARTS COLLABORATIVE INC,1.0,199806.0,,NY,RTF00PC,2.0,2.0,2.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.634664,5602.0,1,N,A65,NY,10024.0,NEW YORK,A65,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,168460.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,176354.0,3b,2000.0,A65,A
25439,133980928,199812,1998,77588,0,0,0,0,11268,0,0,0,0,77588,61514,16074,1850,6000,0,16074,0,0,16074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77588,3,0,0,0,0,0,0,0,0,0,0,0,0,0,77588,16074,0,12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1998,,,,,,,,10013-3418,10013.0,,,12,994.0,91.0,90.0,75 LEONARD ST,3.0,200112.0,NEW YORK,2000.0,% LAUREN AMAZEEN,1.0,11.0,15.0,10.0,0.0,VANGUARD VISIONS INC,1.0,199803.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A40,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.0978721,5602.0,1,N,A40,NY,10013.0,NEW YORK,A40,,0.0,4,2006.0,0.0,4,2006.0,0.0,6,2003.0,0.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,77588.0,4,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A40,A
