,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
15756,133062103,53550,0,0,0,2587,0,0,0,2587,2587,56137,33467,100179,0,0,77509,100179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,56137,2,1,1,1,SAC SUTTON AREA COMMUNITY INC,,60 SUTTON PL S,NEW YORK,NY,10022-4168,0.0,3.0,3.0,1200.0,198304.0,1.0,10.0,1.0,13.0,0.0,10.0,9,,602.0,123.0,0.0,B9710,,1,1,1,6,1,36061,A82Z,A82,,PC,O,AR,A,IN,,1993,A,A82Z,0.67415,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1994,A82,199409,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
15759,133062419,2591201,0,0,0,1401,785634,0,0,3093141,3093141,5684342,6309885,8442644,252462,0,14028584,13294182,4392990,4851538,0,0,0,0,0,0,0,0,0,0,0,325068,242339,2268015,0,48966,S,A59Z,,5116935,6,5,5,5,INTREPID MUSEUM FOUNDATION INC,% MR ZACHARY FISHER,ONE INTREPID SQ 46TH ST,NEW YORK,NY,10036-0000,0.0,3.0,3.0,2100.0,197909.0,1.0,16.0,1.0,13.0,0.0,10.0,4,,995.0,0.0,0.0,B9710,,1,1,1,4,1,36061,A59Z,A59,,PC,O,AR,A,IN,,1993,A,A59Z,0.206263,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A50,199404,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
15763,133063089,64340,0,0,0,136,955,0,0,52059,52059,116399,136789,-107372,0,0,3196,1439,90178,108811,-119514,0,0,0,0,0,0,0,0,0,0,0,0,22953,28970,0,,A65Z,,116399,1,2,2,2,NANETTE BEARDEN CONTENPORARY DANCE THEATRE FOUNDATION INC,,357 CANAL ST,NEW YORK,NY,10013-2216,0.0,3.0,3.0,1000.0,198104.0,1.0,16.0,1.0,13.0,0.0,10.0,6,ION INC,119.0,0.0,0.0,B9710,,0,0,1,6,0,36061,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.7653479999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A65,199306,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15765,133064113,18000,0,0,0,0,0,0,0,10917,10917,28917,36256,-7339,0,0,0,0,0,7339,0,0,0,0,0,0,0,0,0,0,0,0,0,10917,0,0,,A6AZ,,28917,0,1,1,1,HARMONIA OPERA COMPANY INC,% HOTEL ANSONIA,2109 BROADWAY HOTEL ANSON,NEW YORK,NY,10023-0000,0.0,3.0,3.0,1200.0,198103.0,1.0,16.0,1.0,13.0,0.0,20.0,5,,90.0,119.0,0.0,B9710,,0,0,1,6,0,36061,A6AZ,A6A,,PC,O,AR,A,IN,,1994,A,A6AZ,0.35237399999999997,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1995,A6A,199505,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
15766,133064327,61822,6404,0,0,141,0,0,0,8934,8934,77160,70403,-4393,0,0,13528,15145,24678,19538,0,0,0,0,0,0,0,0,0,0,0,0,0,8793,0,0,,A69Z,,77160,1,1,1,1,GATEWAY SYMPHONY OF STATEN ISLAND INC,CARL LUDDERS,631 HOWARD AVE,STATEN ISLAND,NY,10301-4428,0.0,3.0,3.0,1000.0,198203.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,0,1,1,6,1,36085,A69Z,A69,,PC,O,AR,A,IN,,1993,A,A69Z,0.9728209999999999,10301.0,10301.0,5602.0,5600.0,36085.0,,AR,1994,A69,199406,NY,10301.0,STATEN ISLAND,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
15781,133069405,43300,0,0,0,0,0,0,0,615,615,43915,47147,1806,0,0,5038,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,,A99Z,,43915,1,1,1,1,GRAND STREET PUBLICATIONS INC,,50 RIVERSIDE DRIVE APT 14D,NEW YORK,NY,10024-6504,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1,1,1,6,1,36061,A99Z,A99,,PC,O,AR,A,IN,,1993,A,A99Z,0.40358299999999997,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1993,A99,199312,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15786,133071673,0,0,0,0,5865,0,0,0,4666860,4666860,4666860,4614114,1436425,0,0,5409750,5908840,4018971,4472415,0,0,0,0,0,0,0,0,0,0,0,0,0,4660995,0,0,,Z99Z,,4666860,5,4,4,4,FEDERATION OF PUERTO RICAN COMMUNITIES INC COMBINED,,2 VAN SINDEREN AVE,BROOKLYN,NY,11207-2302,0.0,3.0,3.0,1000.0,198101.0,1.0,9.0,1.0,11.0,0.0,10.0,6,D,994.0,0.0,0.0,B9710,,1,1,1,6,1,36047,S99Z,S99,,PC,O,PB,S,IN,,1993,S,S99Z,0.339366,11207.0,11207.0,5602.0,5600.0,36047.0,,PU,1994,S99,199406,NY,11207.0,BROOKLYN,,,S,PU,OT,U,O,PB,S,IN,,A23,A
15811,133077443,39050,0,0,0,1363,21993,0,0,430337,430337,469387,483108,23953,71950,0,23776,32239,52490,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,352214,0,3247,,A65Z,,469387,1,2,2,2,STARET THE DIRECTORS COMPANY INC,,311 W 43RD ST - STE 206,NEW YORK,NY,10036-6413,0.0,3.0,3.0,1000.0,198107.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,88.0,603.0,B9710,,1,1,0,0,0,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.9560690000000001,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15820,133081486,33694,0,0,0,0,0,0,0,4080,4080,37774,33161,10569,0,0,6459,11069,503,500,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,0,0,,A6AZ,,37774,1,1,1,1,AMERICAN OPERA PROJECTS INC,,463 BROOME ST,NEW YORK,NY,10013-2654,0.0,3.0,3.0,1000.0,198108.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,1,1,1,6,1,36061,A6AZ,A6A,,PC,O,AR,A,IN,,1993,A,A6AZ,0.496546,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A6A,199406,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
15824,133081560,0,0,124113059,125619270,5802940,0,0,0,129915999,4296729,129915999,5581996,146630031,0,0,140040794,146679373,24778,49342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,A82I,,4296729,6,6,4,5,DEWITT WALLACE FUND FOR COLONIAL WILLIAMSBURG,% TREASURER,2 PARK AVE 23RD FLR,NEW YORK,NY,10016-9301,0.0,3.0,3.0,2000.0,198108.0,1.0,17.0,1.0,13.0,198312.0,10.0,12,,62.0,0.0,0.0,B9710,,1,1,0,1,0,36061,A80I,A80,8.0,PC,O,AR,A,IN,,1994,A,A80I,0.113674,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1994,A11,199412,NY,10016.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A11,A
15827,133082072,55513,12666,0,0,2106,2500,0,0,304348,304348,372527,365780,24902,0,0,47361,64554,29206,39652,0,0,0,0,0,0,0,0,0,0,0,0,0,296440,0,5802,,A6BZ,,372527,1,2,2,2,BIG APPLE PERFORMING ARTS INC,,55 CHRISTOPHER ST 2ND FL,NEW YORK,NY,10014-3508,0.0,3.0,3.0,1000.0,198311.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A6BZ,A6B,,PC,O,AR,A,IN,,1993,A,A6BZ,0.452741,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1994,A6B,199408,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
15830,133082845,340906,0,0,0,65,6033,0,0,980291,980291,1321197,1278873,61205,0,0,142671,135167,119715,73962,0,0,0,0,0,0,0,0,0,0,0,0,0,980226,0,0,,A91Z,A62Z,1321197,2,4,4,4,FOUNDATION FOR INDEPENDENT ARTISTS INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,198111.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,149.0,B9710,,1,1,1,6,1,36061,A91Z,A91,,PC,O,AR,A,IN,,1993,A,A91Z,0.150087,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A91,199406,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A90,A
15844,133085180,19531929,0,5042,0,267940,0,0,0,25520920,25520920,45052849,44835847,6178529,0,0,17870284,15981962,11184896,9803433,0,0,0,0,0,0,0,0,0,0,0,0,0,24960863,0,205605,,A65Z,,45052849,6,6,6,6,ROYAL SHAKESPEARE,% LUTZ & CARR,300 E 42ND ST,NEW YORK,NY,10017-5947,0.0,3.0,3.0,1200.0,198110.0,1.0,15.0,1.0,13.0,0.0,10.0,3,,123.0,90.0,94.0,B9710,,1,1,0,0,0,36061,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.106831,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1993,A65,199303,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15845,133085289,23340,0,0,0,0,0,0,0,40647,40647,63987,59559,3350,0,0,7959,11116,9181,7766,0,0,0,0,0,0,0,0,0,0,0,0,0,40647,0,0,,A6FZ,,63987,1,1,1,1,UNIQUE PROJECT INC,,104 FRANKLIN STREET,NEW YORK,NY,10013-2910,0.0,3.0,3.0,2000.0,198206.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,91.0,119.0,0.0,B9710,,1,1,1,6,1,36061,A6FZ,A6F,,PC,O,AR,A,IN,,1993,A,A6FZ,0.496388,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A60,199406,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
15853,133087483,16742,0,0,0,0,0,0,0,146016,146016,162758,146885,5576,8400,0,915,7263,11211,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,146016,0,0,,A65Z,,162758,1,2,2,2,PUPPET WORKS INC,,PO BOX 562,BROOKLYN,NY,11215-0562,0.0,3.0,3.0,2000.0,198110.0,1.0,16.0,1.0,11.0,198206.0,10.0,6,,90.0,995.0,0.0,B9710,,1,1,1,6,1,36047,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.221971,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1994,A65,199406,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15854,133087485,60099,0,0,0,0,12740,0,0,23174,23174,83273,81427,18946,16000,0,32276,25561,15176,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,20159,0,3015,,A65Z,,83273,1,1,1,1,NEW YORK DEAF THEATRE LTD,,305 7TH AVE,NEW YORK,NY,10001-6008,0.0,3.0,3.0,1000.0,198110.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,603.0,B9710,,1,1,1,6,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.0438215,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15873,133091904,30033,0,0,0,6434,0,0,0,6434,6434,36467,129228,272639,0,0,365400,272639,0,0,272639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,36467,2,1,1,2,HISTORIAL RECORDS OF THE NEW YORK COUNTY CLERK INC,,60 CENTRE ST 161,NEW YORK,NY,10007-1402,0.0,3.0,3.0,1000.0,198402.0,1.0,16.0,1.0,13.0,0.0,10.0,3,,602.0,0.0,0.0,B9710,,1,1,1,6,1,36061,T00Z,T00,,PC,O,PB,T,IN,,1994,T,T00Z,0.351132,10007.0,10007.0,5602.0,5600.0,36061.0,,PU,1995,T00,199503,NY,10007.0,NEW YORK,,,T,PU,OT,PC,S,ZF,,IN,,A80,A
15880,133093349,31082,50746,0,0,26,0,0,0,1710,1710,83538,70699,32538,0,0,21775,35066,2075,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,,A99Z,,83538,1,1,1,1,SOHO 20 ARTISTS INC,,545 BROADWAY 3RD FLR,NEW YORK,NY,10012-3921,0.0,3.0,3.0,3000.0,198905.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A99Z,A99,,PC,O,AR,A,IN,,1994,A,A99Z,0.08070989999999999,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1995,A99,199506,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
15881,133093526,49638,0,0,0,0,0,0,0,14679,14679,64317,66794,-14719,0,0,21501,8721,32512,23440,0,0,0,0,0,0,0,0,0,0,0,0,1231,14679,-1231,0,,A60Z,,63086,1,1,1,1,SYLVAN WINDS INC,,PO BOX 4267,NEW YORK,NY,10163-4267,0.0,3.0,3.0,1000.0,0.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0,1,1,6,1,36061,A60Z,A60,,PC,O,AR,A,IN,,1993,A,A60Z,0.294468,10163.0,10163.0,5602.0,5600.0,36061.0,,AR,1994,A68,199406,NY,10163.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
15884,133094054,169729,0,0,0,903,0,0,0,7149,7149,176878,176762,10067,64000,0,65777,67105,55826,57038,0,0,0,0,0,0,0,0,0,0,0,0,0,6246,0,0,,A34Z,A60Z,176878,1,2,2,2,NEW RADIO & PERFORMING ARTS INC,,120 TYSEN ST,STATEN ISLAND,NY,10301-1120,0.0,3.0,3.0,1000.0,198201.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1,1,1,6,1,36085,A34Z,A34,,PC,O,AR,A,IN,,1994,A,A34Z,0.6476270000000001,10301.0,10301.0,5602.0,5600.0,36085.0,,AR,1994,A34,199412,NY,10301.0,STATEN ISLAND,,,A,AR,AR,PC,O,AR,A,IN,,A34,A
15890,133095824,22985,0,0,0,0,0,0,0,7976,7976,30961,21894,18798,0,0,11918,20575,2187,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,7976,0,0,,A6CZ,,30961,1,1,1,1,HARMONIE ENSEMBLE INC,,820 W END AVE STE 13 B,NEW YORK,NY,10025-5386,0.0,3.0,3.0,2000.0,198201.0,1.0,16.0,1.0,13.0,198312.0,10.0,9,,90.0,995.0,0.0,B9710,,1,1,1,6,1,36061,A6CZ,A6C,,PC,O,AR,A,IN,,1993,A,A6CZ,0.27658499999999997,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1994,A6C,199409,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
15892,133096065,170541,0,0,0,58,0,0,0,25853,25853,196394,235773,-26521,0,0,14048,18479,1190,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,25795,0,0,,A6AZ,A6AP,196394,1,2,2,2,MAGIC CIRCLE OPERA REPERTORY ENSEMBLE INC,,200 W 70TH ST APT 6C,NEW YORK,NY,10023-4324,0.0,3.0,3.0,2000.0,198112.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,0,0,1,6,0,36061,A6AZ,A6A,,PC,O,AR,A,IN,,1993,A,A6AZ,0.8675639999999999,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A6A,199312,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
15898,133096579,105087,0,0,0,0,17894,0,0,153728,153728,258815,306047,-52417,0,0,141036,77427,146221,129844,0,0,0,0,0,0,0,0,0,0,0,0,0,153184,0,544,,A99Z,,258815,1,2,2,2,E MONTE MOTION INC,,1170 BROADWAY STE 912,NEW YORK,NY,10001-7507,0.0,3.0,3.0,1200.0,198209.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0,1,1,6,1,36061,A99Z,A99,,PC,O,AR,A,IN,,1993,A,A99Z,0.691875,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1994,A99,199406,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15905,133098404,11960,11775,0,0,682,0,0,0,38092,38092,61827,52595,33939,0,0,46849,51137,0,17198,0,0,0,0,0,0,0,0,0,0,0,0,22142,0,15268,0,,A6AJ,,39685,1,1,1,1,OPERA INDEX INC,,459 ANSONA STA,NEW YORK,NY,10023-0000,0.0,3.0,3.0,2000.0,198202.0,1.0,16.0,1.0,13.0,198312.0,10.0,7,,90.0,995.0,0.0,B9710,,1,1,1,6,1,36061,A6AJ,A6A,6.0,PC,O,AR,A,IN,,1993,A,A6AJ,0.645695,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1994,A6A,199407,NY,10023.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A1260,A
15906,133098471,286100,0,0,0,454,26000,0,0,817039,817039,1103139,1261351,1195980,101029,0,1988549,2048842,626041,852862,1195980,0,0,0,0,0,0,0,0,0,0,0,8317,588594,187594,32080,,A51Z,,1094822,4,4,4,4,URBANGLASS NEW YORK CONTEMPORARY GLASS CENTER INC,,647 FULTON ST,BROOKLYN,NY,11217-1112,0.0,3.0,3.0,2000.0,198303.0,1.0,16.0,1.0,11.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1,1,1,6,1,36047,A51Z,A51,,PC,O,AR,A,IN,,1993,A,A51Z,0.669991,11217.0,11217.0,5602.0,5600.0,36047.0,,AR,1994,A40,199406,NY,11217.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
15930,133103140,222088,0,0,0,667,0,0,0,82602,82602,304690,346081,10216,0,0,180327,84384,128720,74168,0,0,0,0,0,0,0,0,0,0,0,0,0,81935,0,0,,A66Z,,304690,1,2,2,2,YOUNG PLAYWRIGHTS INC,,321 W 44TH ST 906,NEW YORK,NY,10036-5402,0.0,3.0,3.0,1000.0,198206.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A66Z,A66,,PC,O,AR,A,IN,,1993,A,A66Z,0.05794640000000001,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A66,199406,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
15931,133103917,574795,0,0,0,0,116919,0,0,272536,272536,847331,662512,67927,30250,0,87313,247164,194137,179237,0,0,0,0,0,0,0,0,0,0,0,0,10068,0,253915,8553,,A20P,,837263,2,3,3,3,AUGUSTINE FINE ARTS INC,,1183 FRANKLIN AVE,BRONX,NY,10456-4305,0.0,3.0,3.0,1000.0,198203.0,1.0,16.0,1.0,13.0,198308.0,10.0,8,,560.0,0.0,0.0,B9702,1997.0,1,1,1,6,1,36005,A20P,A20,2.0,PC,O,AR,A,IN,,1992,A,A20P,0.7498130000000001,10456.0,10456.0,5602.0,5600.0,36005.0,,AR,1993,A20,199308,NY,10456.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A1940,A
15937,133104688,46190,0,0,0,7559,0,0,0,14548,14548,60738,24605,1973791,1269,0,3734119,3700565,1788372,1726774,0,0,0,0,0,0,0,0,0,0,0,0,0,6989,0,0,,A82Z,,60738,4,1,1,1,NEW YORK CITY HISTORIC PROPERTIES FUND INC,,141 FIFTH AVE,NEW YORK,NY,10010-7105,0.0,3.0,3.0,1000.0,198304.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,921.0,379.0,0.0,B9710,,1,1,1,3,1,36061,A82Z,A82,,PC,O,AR,A,IN,,1994,A,A82Z,0.378393,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1994,A82,199412,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
15941,133106766,373786,0,0,0,313,116418,0,0,313,313,374099,257499,406468,0,0,289868,406468,0,0,406468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A59Z,,374099,2,2,2,2,INTERNATIONAL SOCIETY FOR YAD VASHEM INC,,500 5TH AVE 1600,NEW YORK,NY,10110-1699,0.0,3.0,3.0,1000.0,198208.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,62.0,63.0,124.0,B9710,,1,1,1,6,1,36061,A59Z,A59,,PC,O,AR,A,IN,,1994,A,A59Z,0.0265948,10110.0,10110.0,5602.0,5600.0,36061.0,,AR,1994,A11,199412,NY,10110.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
15942,133106768,1326678,0,102059,89531,96427,394832,0,0,198486,108955,1525164,772142,2902961,0,280000,2520564,3308539,281094,405578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A84Z,,1435633,4,4,4,3,AMERICAN SOCIETY FOR YAD VASHEM INC,,500 5TH AVE 1600,NEW YORK,NY,10110-1699,0.0,3.0,2.0,1000.0,198211.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,62.0,63.0,124.0,B9710,,1,1,1,6,1,36061,A84Z,A84,,PC,O,AR,A,IN,,1994,A,A84Z,0.34976199999999996,10110.0,10110.0,5602.0,5600.0,36061.0,,AR,1994,A80,199412,NY,10110.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
15943,133106816,805,0,0,0,192,0,0,0,59545,59545,60350,61914,34158,0,0,35722,34158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59353,0,0,,A99C,,60350,1,1,1,1,PAPAGENO SOCIETY,% DANIEL EPSTEIN,235 W 76TH ST,NEW YORK,NY,10023-8210,0.0,3.0,3.0,1000.0,198203.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,349.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A99C,A99,9.0,PC,O,AR,A,IN,,1993,A,A99C,0.669028,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1994,A99,199406,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0360,A
15947,133107679,146371,0,0,0,8401,0,0,0,642887,642887,789258,691295,533543,0,0,671453,737270,204139,203727,0,0,0,0,0,0,0,0,0,0,0,27293,3169,573452,19963,14289,,B99Z,A77Z,758796,3,3,3,3,SCHOOL OF PRACTICAL PHILOSOPHY,,12 E 79TH ST,NEW YORK,NY,10021-0106,0.0,3.0,3.0,1000.0,198207.0,1.0,11.0,5.0,13.0,0.0,10.0,8,,30.0,0.0,0.0,B9710,,1,1,1,4,1,36061,A77Z,A77,,PC,O,AR,A,IN,,1993,A,A77Z,0.9502120000000001,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1994,A77,199408,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
15949,133108424,587505,0,0,0,13690,0,0,0,227301,227301,814806,772200,413775,0,0,396559,413778,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,213611,0,0,,A33Z,,814806,2,3,3,3,FOUNDATION FOR CULTURAL REVIEW INC,,850 SEVENTH AVE RM 503,NEW YORK,NY,10019-5279,0.0,3.0,3.0,2000.0,198203.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,120.0,0.0,0.0,B9710,,1,1,0,1,0,36061,A33Z,A33,,PC,O,AR,A,IN,,1994,A,A33Z,0.804388,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1995,A33,199506,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
15952,133109381,102157,0,0,0,0,0,0,0,142809,142809,244966,206799,30318,0,0,18223,37573,26072,7255,0,0,0,0,0,0,0,0,0,0,0,0,0,142809,0,0,,A62Z,,244966,1,2,2,2,DANCE CONTINUUM INC,DOWNTOWN ART,280 BROADWAY RM 412,NEW YORK,NY,10007-1896,0.0,3.0,3.0,1000.0,87.0,1.0,16.0,1.0,1.0,0.0,10.0,6,,90.0,0.0,0.0,ALM97,1992.0,1,1,1,6,1,36061,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.57057,10007.0,10007.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10007.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
15959,133111649,55791,0,0,0,1008,0,0,0,6831,6831,62622,48549,42375,0,0,28302,42375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5823,0,0,,Z99Z,,62622,1,1,1,1,NORTH SOUTH CONSONANCE INC,,PO BOX 698 CATHEDRAL STA,NEW YORK,NY,10025-0698,0.0,3.0,3.0,1.0,198205.0,1.0,15.0,1.0,1.0,0.0,10.0,12,,90.0,0.0,0.0,ALM97,1992.0,1,1,1,6,1,36061,Z99Z,Z99,,PC,O,UN,Z,IN,,1993,Z,Z99Z,0.7648119999999999,10025.0,10025.0,5602.0,5600.0,36061.0,,UN,1993,Z99,199312,NY,10025.0,NEW YORK,,,Z,UN,OT,PC,O,UN,Z,IN,,A25,A
15963,133111920,78690,21945,0,0,1351,0,0,0,180274,180274,280909,207605,350987,0,0,277683,360987,0,10000,73304,0,0,0,0,0,0,0,0,0,0,0,0,178923,0,0,,A55Z,,280909,2,2,2,2,OCEAN LINER MUSEUM,% CHRISTIES,730 FIFTH AVE,NEW YORK,NY,10019-4105,0.0,3.0,3.0,1000.0,198308.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,60.0,0.0,0.0,B9710,,1,1,1,6,1,36061,A55Z,A55,,PC,O,AR,A,IN,,1993,A,A55Z,0.23094099999999998,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A54,199409,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
