,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
14752,133180016,6122,0,0,0,851,0,0,0,561424,561424,567546,523246,-154844,52700,0,148585,148847,347729,303691,0,0,0,0,0,0,0,0,0,0,0,0,0,560573,0,0,,B99Z,,567546,2.0,3.0,3.0,3.0,NATIONAL SHAKESPEARE COMPANY CONSERVATORY INC,% ALBERT SCHOEMA,632 BROADWAY 6TH FLR,NEW YORK,NY,10012-2614,0.0,3.0,3.0,1000.0,198404.0,1.0,11.0,1.0,13.0,0.0,10.0,5,LHERT SCHOEMA,46.0,40.0,41.0,B9710,,0.0,1,1,6.0,1,36061.0,B99Z,B99,,PC,O,ED,B,IN,,1992,B,B99Z,0.7196859999999999,10012.0,10012.0,5602.0,5600.0,36061.0,,ED,1993,A6E,199305,NY,10012.0,NEW YORK,,,B,ED,ED,PC,O,ED,B,IN,,A6E,A
14764,133183645,11711,0,0,0,0,0,0,0,13356,13356,25067,37794,-10653,0,0,2074,2847,0,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,13356,0,0,,A62Z,,25067,1.0,1.0,1.0,1.0,DANCE STREAM INC,,2 SEAMAN AVE 2H,NEW YORK,NY,10034-2942,0.0,3.0,3.0,1000.0,198408.0,1.0,15.0,1.0,13.0,0.0,20.0,6,,90.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.8757729999999999,10034.0,10034.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10034.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14768,133184881,46726,0,0,0,0,0,0,0,87,87,46813,51448,2188,0,0,6823,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,,A20B,A20J,46813,1.0,1.0,1.0,1.0,ICARUS ENDEAVOR INC,% ALLAN SEGAL,300 W 21ST ST,NEW YORK,NY,10011-3373,0.0,3.0,3.0,2000.0,198312.0,1.0,15.0,1.0,13.0,0.0,10.0,11,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A20B,A20,2.0,PC,O,AR,A,IN,,1992,A,A20B,0.725018,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A20,199311,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A02,A
14790,133187927,215000,403697,0,0,9370,0,0,0,67369,67369,686066,608999,528954,0,0,473802,543187,21915,14233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57999,,A32Z,,686066,3.0,3.0,3.0,3.0,STATEN ISLAND COMMUNITY TELEVISION INC,,1186 HYLAN BLVD 1ST FLR,STATEN ISLAND,NY,10305-1920,0.0,3.0,3.0,1000.0,198402.0,1.0,16.0,1.0,13.0,198512.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36085.0,A32Z,A32,,PC,O,AR,A,IN,,1993,A,A32Z,0.37051100000000003,10305.0,10305.0,5602.0,5600.0,36085.0,,AR,1993,A32,199312,NY,10305.0,STATEN ISLAND,,,A,AR,AR,PC,O,AR,A,IN,,A32,A
14796,133189842,63095,0,0,0,1541,0,0,0,1541,1541,64636,102868,-311430,0,0,101606,89737,374804,401167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,64636,1.0,1.0,1.0,2.0,MADE IN USA PRODUCTIONS INC,,220 E 23RD ST STE 707,NEW YORK,NY,10010-4606,0.0,3.0,3.0,1000.0,198503.0,1.0,9.0,1.0,13.0,0.0,20.0,4,,122.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.579874,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1993,A65,199304,NY,10010.0,NEW YORK,,,A,AR,AR,U,O,AR,A,IN,,A65,A
14806,133191398,147158,0,0,0,138,0,0,0,138,138,147296,146597,152014,20750,0,151315,152014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P84Z,B00K,147296,2.0,2.0,2.0,2.0,ITALIAN AMERICAN COMMITTEE ON EDUCATION INC,,22 E 38TH ST 3RD FLR,NEW YORK,NY,10016-2502,0.0,3.0,3.0,1000.0,198509.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,59.0,37.0,30.0,B9710,,1.0,1,1,6.0,1,36061.0,P84Z,P84,,PC,O,HS,P,IN,,1993,P,P84Z,0.695005,10016.0,10016.0,5602.0,5600.0,36061.0,,HU,1993,A70,199312,NY,10016.0,NEW YORK,,,P,HU,HU,PC,O,HS,P,IN,,A70,A
14813,133192653,81570,0,0,0,0,1500,0,0,129049,129049,210619,197789,-11616,70000,1500,3514,-11616,0,0,2712,0,0,0,0,0,0,0,0,0,0,0,27960,91758,9331,0,,A76Z,,182659,0.0,2.0,2.0,2.0,NEW YORK IS BOOK COUNTRY INC,,50 E 89TH ST STE 20E,NEW YORK,NY,10128-1225,0.0,3.0,3.0,2000.0,198604.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,92.0,65.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,A76Z,A76,,PC,O,AR,A,IN,,1993,A,A76Z,0.38259699999999996,10128.0,10128.0,5602.0,5600.0,36061.0,,AR,1993,A76,199312,NY,10128.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
14815,133193101,17260,0,0,0,0,39,0,0,24686,24686,41946,38556,-25845,0,0,1106,3041,30341,28886,0,0,0,0,0,0,0,0,0,0,0,0,0,24686,0,0,,A62Z,,41946,1.0,1.0,1.0,1.0,CODA CHOREOGRAPHERS ORGANIZATION INC,,238 W 20TH 1D,NEW YORK,NY,10011-3517,0.0,3.0,3.0,1000.0,198403.0,1.0,15.0,1.0,13.0,198512.0,10.0,12,,90.0,994.0,119.0,B9710,,0.0,1,1,6.0,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.889282,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A62,199312,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14818,133193347,41474,0,0,0,0,509,0,0,13625,13625,55099,54258,841,12500,0,4698,15730,4698,14889,0,0,0,0,0,0,0,0,0,0,0,0,0,13625,0,0,,A60Z,,55099,1.0,1.0,1.0,1.0,FIELD PAPERS INC,DANA REITZ,228 W BROADWAY,NEW YORK,NY,10013-2456,0.0,3.0,3.0,1000.0,198405.0,1.0,15.0,1.0,13.0,0.0,20.0,6,,90.0,91.0,119.0,B9710,,1.0,1,1,6.0,1,36061.0,A60Z,A60,,PC,O,AR,A,IN,,1992,A,A60Z,0.392406,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A62,199306,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14819,133193351,69969,0,0,0,667,0,0,0,21192,21192,91161,100349,23182,0,0,46840,23457,5275,275,0,0,0,0,0,0,0,0,0,0,0,0,9195,0,11330,0,,A82I,,81966,1.0,1.0,1.0,2.0,FRIENDS OF THE UPPER EAST SIDE HISTORIC DISTRICT INC,,20 E 69TH ST,NEW YORK,NY,10021-4922,0.0,3.0,3.0,2000.0,198402.0,1.0,15.0,1.0,13.0,0.0,10.0,12,NC,402.0,119.0,149.0,B9710,,1.0,1,1,6.0,1,36061.0,A82I,A82,8.0,PC,O,AR,A,IN,,1993,A,A82I,0.60309,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1993,A82,199312,NY,10021.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1180,A
14821,133193376,62495,0,0,0,0,7277,0,0,4106,4106,66601,74451,-13913,19700,0,5937,5087,12000,19000,-13913,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,0,,G41Z,A65Z,66601,1.0,1.0,1.0,1.0,THEATRE BY THE BLIND CORP,,306 W 18TH ST,NEW YORK,NY,10011-4430,0.0,3.0,3.0,1000.0,198408.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,90.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.381884,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A65,199307,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14824,133194069,0,0,0,0,138,0,0,0,52735,52735,52735,46452,9577,0,0,3294,9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52597,0,0,,A24Z,A33Z,52735,1.0,1.0,1.0,1.0,FAST FOLK MUSICAL MAGAZINE INC,,41 N MOORE STREET,NEW YORK,NY,10013-2440,0.0,3.0,3.0,1000.0,198506.0,1.0,16.0,1.0,13.0,0.0,10.0,10,,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A24Z,A24,,PC,O,AR,A,IN,,1992,A,A24Z,0.955765,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A24,199310,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
14828,133196251,35795,0,0,0,0,0,0,0,21037,21037,56832,67044,1154,0,0,11366,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21037,0,0,,A67Z,,56832,1.0,1.0,1.0,1.0,THE NATIONAL MUSIC THEATER NETWORK INC,,1460 BROADWAY,NEW YORK,NY,10036-7306,0.0,3.0,3.0,1000.0,198405.0,1.0,15.0,1.0,13.0,198507.0,10.0,9,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A67Z,A67,,PC,O,AR,A,IN,,1991,A,A67Z,0.9308219999999999,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A67,199209,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1965,A
14846,133202053,75550,0,0,0,1918,13152,0,0,1918,1918,77468,96348,98054,0,0,116934,123127,0,25073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,S41Z,77468,2.0,1.0,1.0,1.0,THE BUSINESS PRESS EDUCATIONAL FOUNDATION INC,% A B P,675 THIRD AVENUE,NEW YORK,NY,10017-5704,0.0,3.0,3.0,1000.0,198404.0,1.0,9.0,2.0,13.0,0.0,10.0,6,,123.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.772339,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1993,A33,199306,NY,10017.0,NEW YORK,,,A,AR,AR,U,O,AR,A,IN,,A33,A
14848,133202095,0,0,0,0,0,0,0,0,49657,49657,49657,46132,5509,0,0,18360,21626,16376,16117,0,0,0,0,0,0,0,0,0,0,0,0,0,49657,0,0,,A6CZ,,49657,1.0,1.0,1.0,1.0,BACH ENSEMBLE INC,% GANI HOLLINGER & TOWE,1394 THIRD AVE,NEW YORK,NY,10021-0467,0.0,3.0,3.0,1000.0,198411.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A6CZ,A6C,,PC,O,AR,A,IN,,1992,A,A6CZ,0.749779,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1993,A6C,199308,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
14860,133204608,30853,0,0,0,0,0,0,0,11201,11201,42054,41650,923,0,0,6529,7123,6010,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,11201,0,0,,A65Z,,42054,1.0,1.0,1.0,1.0,THEATRETWEED INC,,332 BLEECKER ST-BOX G-36,NEW YORK,NY,10014-2980,0.0,3.0,3.0,2000.0,198405.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,88.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.37584,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1993,A65,199307,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14866,133205023,0,0,0,0,0,0,0,644,80541,80541,80541,110528,15013,0,0,80849,15780,35849,767,0,0,0,0,0,0,0,0,0,0,0,0,0,79897,0,0,,A23Z,,80541,1.0,1.0,1.0,2.0,LA CASA DE LA HERENCIA CULTURAL PUERTORRIQUENA INC,,1 E 104TH ST STE 458,NEW YORK,NY,10029-4495,0.0,3.0,3.0,2000.0,198406.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,92.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A23Z,A23,,PC,O,AR,A,IN,,1992,A,A23Z,0.86656,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1993,A23,199306,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
14877,133206848,72226,15240,0,0,221,6731,0,0,157927,157927,245393,249931,-88387,17944,0,54245,31971,138094,120358,0,0,0,0,0,0,0,0,0,0,0,0,0,137700,0,10159,,A6EZ,,245393,1.0,2.0,2.0,2.0,LABAN BARTENIEFF INSTITUTE OF MOVEMENT STUDIES INC,,11 E 4TH ST,NEW YORK,NY,10003-6902,0.0,3.0,3.0,1000.0,198508.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,A6EZ,A6E,,PC,O,AR,A,IN,,1992,A,A6EZ,0.0947775,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1993,A6E,199306,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
14878,133207363,16523,0,0,0,0,0,0,0,8907,8907,25430,19889,2899,0,0,358,3049,3000,150,0,0,0,0,0,0,0,0,0,0,0,0,0,8907,0,0,,A60Z,,25430,1.0,1.0,1.0,1.0,SPLINTERS & SHARDS INC,,300 W 17TH ST,NEW YORK,NY,10011-5003,0.0,3.0,3.0,1000.0,198405.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.511415,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A60,199206,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14889,133209637,81127,0,0,0,134,0,0,0,33748,33748,114875,102376,5111,0,0,4545,5111,2428,0,5111,0,0,0,0,0,0,0,0,0,0,0,9505,0,24109,0,,A20Z,,105370,1.0,2.0,2.0,2.0,TRIANGLE ARTS ASSOCIATION LIMITED,% RUTH N BARRATT,110 GREENE ST STE 8R,NEW YORK,NY,10012-3838,0.0,3.0,3.0,1000.0,198408.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A20Z,A20,,PC,O,AR,A,IN,,1992,A,A20Z,0.616987,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A90,199308,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
14890,133209934,23275,0,0,0,325,0,0,0,3337,3337,26612,29012,1942,0,0,4342,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,1000,,A6BZ,,26612,1.0,1.0,1.0,1.0,CHORAL SYMPHONY SOCIETY INC,% LABOVITZ,945 W END AVE,NEW YORK,NY,10025-3566,0.0,3.0,3.0,1000.0,196502.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A6BZ,A6B,,PC,O,AR,A,IN,,1993,A,A6BZ,0.547825,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1993,A6B,199312,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
14891,133210261,107100,3460,0,0,317,34114,0,0,885029,885029,995589,944999,80206,47000,0,95978,224427,66362,144221,0,0,0,0,0,0,0,0,0,0,0,0,0,876669,0,8043,,A65Z,,995589,2.0,3.0,3.0,3.0,LAMBS THEATRE COMPANY LTD,MS CAROLYN ROSSI COPELAND,130 W 44TH ST,NEW YORK,NY,10036-4032,0.0,3.0,3.0,1000.0,198502.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.8881620000000001,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1993,A65,199306,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14907,133213510,157980,0,0,0,2561,29366,0,0,25451,25451,183431,160882,83164,0,0,66202,83164,5587,0,83164,0,0,0,0,0,0,0,0,0,0,0,0,22890,0,0,,A68Z,,183431,1.0,2.0,2.0,2.0,BRIDGEHAMPTON CHAMBER MUSIC ASSOCIATES INC,,635 MADISON AVE 17TH,NEW YORK,NY,10022-1009,0.0,3.0,3.0,1000.0,198508.0,1.0,15.0,1.0,13.0,0.0,10.0,10,BRIDGEHAMPTON CHAMBER MUSIC FESTIVA,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A68Z,A68,,PC,O,AR,A,IN,,1992,A,A68Z,0.6159399999999999,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1993,A68,199310,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
14917,133215645,82601,0,0,0,44,3427,13981,14245,125702,111721,208303,216598,91165,16672,0,135698,134126,22257,42961,0,0,0,0,0,0,0,0,0,0,0,0,0,89870,1702,0,,A6GZ,,194322,2.0,2.0,2.0,2.0,CONEY ISLAND U S A,,1208 SURF AVENUE,BROOKLYN,NY,11224-2816,0.0,3.0,3.0,1000.0,198904.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,A6GZ,A6G,,PC,O,AR,A,IN,,1992,A,A6GZ,0.717957,11224.0,11224.0,5602.0,5600.0,36047.0,,AR,1992,A6G,199212,NY,11224.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14918,133215997,133287,0,0,0,772,0,0,0,772,772,134059,128105,58154,0,0,68575,71929,16375,13775,58154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,134059,1.0,2.0,2.0,2.0,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,% ARTHUR ANDERSEN & CO ATTN J SABO,1 E 60TH ST,NEW YORK,NY,10022-1001,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,2.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A82Z,A82,,PC,O,AR,A,IN,,1993,A,A82Z,0.31800300000000004,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1993,A82,199312,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
14920,133216194,9900,0,0,0,0,0,0,0,18025,18025,27925,27925,8972,0,0,8283,13372,3000,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,18025,0,0,,A65Z,,27925,1.0,1.0,1.0,1.0,VIDEO CENTER OF ARTS PERFORMANCES IN THEATRES INC,TREVOR FRASER,1350 A FLATBUSH AVE,BROOKLYN,NY,11210-1336,0.0,3.0,3.0,2000.0,198602.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,90.0,119.0,0.0,B9710,,1.0,1,0,1.0,0,36047.0,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.22671100000000002,11210.0,11210.0,5602.0,5600.0,36047.0,,AR,1993,A60,199312,NY,11210.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14930,133218253,202713,0,0,0,457,28555,0,0,408703,408703,611416,618390,-21704,0,2718,40372,54567,55102,76271,0,0,0,0,0,0,0,0,0,0,0,0,0,382629,0,0,,A65Z,,611416,1.0,3.0,3.0,3.0,ATLANTIC THEATER COMPANY,,336 W 20TH ST,NEW YORK,NY,10011-3302,0.0,3.0,3.0,1000.0,198702.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,88.0,90.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.7032189999999999,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A65,199308,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14935,133219379,7667,0,0,0,0,0,0,0,17334,17334,25001,23117,846,0,0,1442,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,11901,3123,0,,A67Z,,22521,1.0,1.0,1.0,1.0,ON STAGE PRODUCTIONS LTD,,50 W 97TH ST 8H,NEW YORK,NY,10025-6007,0.0,3.0,3.0,2000.0,198412.0,1.0,15.0,1.0,13.0,0.0,20.0,8,,90.0,92.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A67Z,A67,,PC,O,AR,A,IN,,1992,A,A67Z,0.396621,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1993,A67,199308,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14937,133219381,41947,0,0,0,51,3749,0,0,68457,68457,110404,115688,-49885,0,0,446,-1060,47964,48825,0,0,0,0,0,0,0,0,0,0,0,0,0,68406,0,0,,A60P,,110404,0.0,2.0,2.0,2.0,THE BRECHT FORUM INC,,122 W 27TH ST,NEW YORK,NY,10001-6227,0.0,3.0,3.0,1000.0,199206.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,B9710,,0.0,0,0,1.0,0,36061.0,A60P,A60,6.0,PC,O,AR,A,IN,,1992,A,A60P,0.587283,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A60,199212,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A19,A
14938,133219847,247470,0,0,0,30795,58168,0,0,30795,30714,278265,314428,561832,0,0,598067,561823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6AI,A63I,278184,3.0,2.0,2.0,2.0,AMERICAN FRIENDS OF THE PARIS OPERA,% W J DOUGHERTY,972 FIFTH AVE,NEW YORK,NY,10021-0104,0.0,3.0,3.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A6AI,A6A,6.0,PC,O,AR,A,IN,,1993,A,A6AI,0.270129,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1993,A6A,199312,NY,10021.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1160,A
14944,133221353,0,0,0,0,0,0,0,656429,656429,656429,656429,573329,-1121890,0,0,81174,176160,1286165,1298050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,656429,2.0,3.0,3.0,3.0,YOUNG NATURALIST FOUNDATION INC,,529 FIFTH AVE,NEW YORK,NY,10017-4608,0.0,3.0,3.0,1000.0,198503.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,350.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.8332370000000001,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1992,A33,199206,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
14957,133223734,10480,0,0,0,0,0,0,0,1811828,1811828,1822308,1856253,-22635,0,0,182803,16892,171493,39527,-22635,0,0,0,0,0,0,0,0,0,0,0,0,1811828,0,0,,A60Z,,1822308,1.0,4.0,4.0,4.0,TOP SHOWS INC,,584 BROADWAY STE 1008,NEW YORK,NY,10012-3253,0.0,3.0,3.0,1000.0,198410.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,603.0,B9710,,0.0,0,1,6.0,0,36061.0,A60Z,A60,,PC,O,AR,A,IN,,1992,A,A60Z,0.398955,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A61,199306,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14964,133224400,84884,0,0,0,0,7243,0,0,367552,367552,452436,327409,-46033,0,0,45270,72387,211565,118420,0,0,0,0,0,0,0,0,0,0,0,0,4765,353721,0,9066,,A61Z,,447671,1.0,2.0,2.0,2.0,BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,,199 CHAMBERS ST S 110,NEW YORK,NY,10007-1006,0.0,3.0,3.0,1000.0,199011.0,1.0,13.0,1.0,13.0,0.0,10.0,6,ARTS CENTER INC,59.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,A61Z,A61,,PC,O,AR,A,IN,,1992,A,A61Z,0.950952,10007.0,10007.0,5602.0,5600.0,36061.0,,AR,1993,A61,199306,NY,10007.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
14973,133227173,0,0,0,0,0,0,0,0,306415,306415,306415,308203,9924,0,0,82473,40699,70761,30775,9914,0,0,0,0,0,0,0,0,0,0,0,0,306415,0,0,,A33Z,,306415,1.0,2.0,2.0,2.0,LEARNING ENRICHMENT INCORPORATED,,50 VANDERBILT AVE,NEW YORK,NY,10017-3814,0.0,3.0,3.0,1000.0,198411.0,1.0,15.0,1.0,13.0,198606.0,20.0,12,,120.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.63594,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1992,A33,199212,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
