,EIN,FisYr,STYEAR,TAXPER,NTEE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ZIP5,P6TEXCTX,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,FIPS,MSA_NECH,PMSA,stateOld1,zip5Old1,cityOld1,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
8154,133902358,1998,1998,199812,A60J,3,602,293580,1356,329,0,0,2510,33329,20000,297775,79021,218754,77423,93,0,323451,0,0,0,0,0,323451,0,10543,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1685,0,59021,1592,57423,1592,0,0,0,0,323451,0,323451,1,0,0,0,0,0,0,0,0,214073,10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,% JAY S HARRIS,PO BOX 672 PRINCE ST STATION,NEW YORK,NY,10012-0013,0.0,3.0,1.0,199702.0,1.0,4.0,602.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,10012.0,1,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.6177189999999999,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,PF,S,ZB,A,IN,,A1260,A
8242,133921831,1998,1998,199812,A99Z,3,602,0,1497,32200,20659,0,0,0,129679,54356,130815,-76459,129889,72993,33697,774971,716313,0,0,716313,0,1125767,0,58523,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,72993,33697,1136,0,210,0,0,0,0,0,1125767,0,774971,730,0,0,1024,0,0,0,0,294,1188281,57793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BARBARA M ZALAZNICK FOUNDATION,% ERIC KAPLAN,1285 6TH AVE STE 21 FLR,NEW YORK,NY,10019-6028,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,10019.0,730,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0613241,C,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,PF,S,AR,A,IN,,A99,A
8284,133929084,1998,1998,199812,A20Z,3,119,147988,850,929,-709,0,0,20500,27204,149058,88943,60115,86373,0,0,67640,0,29126,0,29126,104,68576,0,656,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1779,1779,61739,1779,59169,1779,1779,1884,0,0,68576,0,67536,0,0,0,0,0,0,0,0,0,13316,0,1,0,0,0,1,86373,42140,0,0,128513,0,0,0,0,0,0,0,0,0,0,437,519,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ART BRIDGE ASSOCIATION INC,,22 WATTS ST,NEW YORK,NY,10013-1690,0.0,3.0,1.0,199709.0,1.0,3.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10013.0,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0239615,C,36061.0,5602.0,5600.0,NY,10013.0,NEW YORK,PF,O,AR,A,IN,,A03,A
8289,133930172,1998,1998,199812,A99Z,3,602,20292307,91484,0,0,0,0,0,883275,20383791,883441,19500350,883441,91484,0,32745353,0,17082307,0,17082307,11250000,39092725,0,384497,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,91484,0,166,0,166,0,0,4676,0,0,39092725,0,21495353,915,0,0,0,0,1820,0,0,905,7807036,383582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOMORROW FOUNDATION,% LAURA BAUDO SILLERMAN,650 MADISON AVE,NEW YORK,NY,10022-1029,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10022.0,915,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.739839,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,S,AR,A,IN,,A99,A
8324,133935646,1998,1998,199812,A99Z,3,602,422844,19396,15742,335831,0,0,0,83000,793813,88321,705492,83000,367720,0,1736700,0,1307397,0,1307397,0,1497311,0,74360,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,370969,0,5321,3249,0,3249,0,27057,0,0,1497311,0,1736700,7354,0,0,1000,0,0,0,0,0,1509855,67006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCHLOSS FAMILY FOUNDATION INC,% WALTER J SCHLOSS,52 VANDERBILT AVE 8TH FLR,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10017.0,7354,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9437180000000001,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,PF,S,AR,A,IN,,A99,A
8328,133935995,1998,1998,199812,A40J,3,602,194935,16810,1956320,-1681193,0,0,41846,1989500,486872,2363969,-1877097,2100523,1760240,0,49312063,17238487,23556410,999326,41794223,0,53082762,1620129,2507562,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1973130,0,374469,212890,111023,212890,0,48101,0,2000000,53082762,0,49312063,35205,0,0,32029,0,0,0,0,0,50914956,2472357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LILY AUCHINCLOSS FOUNDATION INC,% ALEXANDRA HERZAN,630 FIFTH AVE,NEW YORK,NY,10111-0100,0.0,3.0,1.0,199706.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10111.0,35205,M,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.08306060000000001,C,36061.0,5602.0,5600.0,NY,10111.0,NEW YORK,PF,S,ZB,A,IN,,A40,A
8339,133936809,1998,1998,199812,A50Z,3,60,86000,0,0,0,0,0,0,0,86000,0,86000,0,0,0,86000,0,0,0,0,0,86000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,86000,0,86000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MELLIJOR CHARITABLE FOUNDATION INC,% WILLIAM BORDEN,200 W 57TH ST STE 802,NEW YORK,NY,10019-3211,0.0,3.0,1.0,199806.0,1.0,3.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,10019.0,0,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.774621,C,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,A50,A
8346,133938484,1998,1997,199806,A99I,3,119,187600,0,1260,0,0,0,0,180,188860,180,188680,180,1260,0,188860,0,187600,0,187600,0,240660,10725,10750,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1260,0,0,0,0,0,0,0,0,0,240660,0,188860,25,0,0,0,0,0,0,0,0,215000,10725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BETTY RETTER FOUNDATION,% BETTY RETTER,210 CENTRAL PARK SOUTH,NEW YORK,NY,10019-1416,0.0,3.0,1.0,199707.0,1.0,4.0,119.0,0.0,0.0,2.0,13.0,0.0,1.0,6,,10019.0,25,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.667412,C,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,PF,S,ZA,A,IN,,A99,A
8439,133952016,1997,1997,199712,A20Z,3,91,1669304,4742,0,-25534,0,0,0,50000,1648512,50000,1598512,50000,4742,4742,1598512,0,1304029,0,1304029,0,1437001,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,4742,4742,0,0,0,0,0,0,0,0,1437001,0,1598512,0,0,0,0,0,0,0,0,0,414555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAINTER HILL FOUNDATION,% REMINICK ARRONS & CO LLP,685 THIRD AVE 19 FL,NEW YORK,NY,10017-4024,0.0,3.0,1.0,199708.0,1.0,4.0,91.0,602.0,0.0,1.0,13.0,0.0,1.0,12,,10017.0,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.31722100000000003,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,PF,S,AR,A,IN,,A20,A
8478,133968595,1997,1997,199712,A31,3,0,150000,0,0,0,0,0,0,0,150000,165,149835,0,0,0,149835,0,0,0,0,0,149835,2755,2755,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,165,0,0,0,0,73047,0,0,149835,0,149835,0,0,0,0,0,0,0,0,0,55934,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOUNDATION FOR FILM PRESERVATION INC,% STARR & COMPANY LLC,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,2.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,SCORSESE MARTIN TTEE,10022.0,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.988906,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,A31,A
8483,133970766,1999,1998,199903,A99Z,3,59,2554,1878,5943,-6926,0,0,0,916,3449,9089,-5640,9089,7821,0,367357,150119,151794,17875,319788,0,365069,0,10804,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,7821,0,8173,0,8173,0,0,2663,0,0,365069,0,367357,156,0,0,0,0,0,0,0,0,377693,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW YORK CLASSICAL CLUB INC,% DAVID J MURPHY-NIGHTINGALE-BAM FO,20 E 92ND ST,NEW YORK,NY,10128-0608,0.0,3.0,1.0,199806.0,1.0,3.0,59.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,10128.0,156,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.400949,C,36061.0,5602.0,5600.0,NY,10128.0,NEW YORK,PF,O,AR,A,IN,,A99,A
8565,133981562,1998,1997,199811,A51Z,3,60,312100,44,1723,-154716,0,0,0,8500,159151,9573,149578,8500,1767,694,149578,0,55021,0,55021,0,98930,0,8071,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1767,1767,1073,0,0,0,1073,94557,0,0,98930,0,149578,0,0,0,0,0,0,0,0,0,163879,0,694,0,0,0,694,8500,0,0,0,8500,98930,0,0,0,98930,0,0,0,0,0,5381,0,0,0,5381,312100,0,0,0,312100,3121,0,0,0,3121,1767,0,0,0,1767,MICA FOUNDATION,% MORSE ZELNICK ROSE & LANDER LLP,450 PARK AVENUE SUITE 902,NEW YORK,NY,10022-2605,0.0,3.0,1.0,199811.0,1.0,3.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,11,,10022.0,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.36540500000000004,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,A51,A
8578,133984936,1998,1998,199812,A31Z,3,602,5111500,19363,0,0,0,0,227780,441000,5130863,1680647,3450216,1610583,19363,0,3667342,0,0,0,0,217126,3667342,0,43469,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,19363,0,1239647,0,1169583,0,0,0,0,0,3667342,0,3450216,387,0,0,0,0,0,0,0,0,910053,43082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDREA AND CHARLES BRONFMAN PHILANTROPIES INC,% JEFFREY SOLOMAN,375 PARK AVE 6TH FLR,NEW YORK,NY,10152-0002,0.0,3.0,2.0,199807.0,1.0,4.0,602.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,10152.0,387,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.963943,C,36061.0,5602.0,5600.0,NY,10152.0,NEW YORK,PF,S,AR,A,IN,,T23,T
8614,133995881,1998,1997,199806,A20,3,0,3000000,3189,0,0,0,224431,0,0,3227620,213832,3013788,0,3189,13788,3013788,0,0,0,0,0,3013788,0,190,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3189,227620,213832,0,0,0,213832,0,0,0,3013788,0,3013788,64,0,0,0,0,0,0,0,0,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LUCILLE LORTEL THEATRE FOUNDATION INC,% HECHT AND COMPANY PC,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,10018.0,64,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.597507,C,36061.0,5602.0,5600.0,NY,10018.0,NEW YORK,PF,S,AR,A,IN,,A65,A
8795,136019220,1998,1997,199809,,3,119,581432,0,19245,244,0,194602,49500,0,795523,578464,217059,494122,10824,48989,3377044,28803,0,0,28803,22288,3377044,0,17574,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,19489,126937,578464,8665,494122,8665,77948,156984,0,0,3377044,0,3354756,216,0,0,0,0,195,0,0,0,356841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POETRY SOCIETY OF AMERICA,,15 GRAMERCY PARK,NEW YORK,NY,10003-1705,0.0,3.0,3.0,193705.0,1.0,4.0,119.0,0.0,0.0,5.0,13.0,0.0,1.0,9,,10003.0,216,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.10354300000000001,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,PF,S,AR,A,IN,,A0370,A
9876,136149781,1998,1997,199808,A60Z,3,90,500,70608,317701,202151,0,32321,0,625000,640072,876251,-236179,230154,587404,404726,4125295,0,3342245,123513,3465758,3568,4061158,0,215916,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,16791,607251,405976,251251,19847,230154,19847,1250,9587,569061,17201,4061158,0,4121727,11748,0,0,8645,0,0,0,94,0,4384088,0,215916,225314,208444,191234,840908,230154,156955,134928,139359,661396,0,0,0,0,0,0,0,0,0,0,143944,150209,138963,127489,560605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PERFORMING ARTS FOUNDATION INC,% SPITZ & EDELSTEIN CPAS,21 E 40TH ST RM 1006,NEW YORK,NY,10016-0570,0.0,3.0,1.0,196411.0,1.0,3.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,8,,10016.0,11748,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.623713,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,A1260,A
11046,137061011,1998,1997,199806,A50I,3,60,52210,0,0,0,0,0,0,0,52210,172,52038,0,0,0,52058,0,0,0,0,0,64593,0,3407,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,178,0,0,64593,0,52058,0,0,0,0,0,0,0,0,0,68193,0,-172,0,0,0,-172,21670,0,0,0,21670,64593,20,20,0,64633,64593,20,20,0,64633,2272,0,0,0,2272,52210,0,20,0,52230,0,0,0,0,0,0,0,0,0,0,WEISS MEMORIAL FOUNDATION TR,% JACKSON & NASH LLP,440 PARK AVE,NEW YORK,NY,10016-8012,0.0,3.0,1.0,199701.0,1.0,3.0,60.0,0.0,0.0,2.0,13.0,0.0,1.0,6,WEISS HERBERT TTEE,10016.0,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.873567,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,PF,S,ZA,A,IN,,A50,A
11106,137091348,1998,1998,199812,A76Z,3,92,0,5946,0,0,0,0,0,0,5946,45196,-39250,43351,5946,0,152797,0,0,0,0,0,152797,0,8299,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,5946,0,45196,0,43351,0,0,0,0,0,152797,0,152797,59,0,0,0,0,0,0,0,0,168500,8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEO BRONSTEIN TRUST UW ELEANOR L WOLFF,% KATHRYN K SOMAN,147 E 82ND ST RM 3G,NEW YORK,NY,10028-1859,0.0,3.0,3.0,199701.0,1.0,4.0,92.0,119.0,602.0,2.0,13.0,0.0,1.0,12,,10028.0,59,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.38969000000000004,C,36061.0,5602.0,5600.0,NY,10028.0,NEW YORK,PF,S,AR,A,IN,,T22,T
11133,137100859,1998,1997,199805,A99Z,3,602,133200,258,101772,520219,0,0,0,516320,755449,517191,238258,516320,622249,0,703333,0,523920,0,523920,9600,9781663,0,356008,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,622249,0,871,0,0,0,0,0,0,0,9781663,0,693733,6222,0,0,0,0,11100,0,0,4876,7228598,349786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE JAMES E AND PATRICIA D CAYNE CHARITABLE TRUST,% JAMES E CAYNE BEAR STEARNS & CO,245 PARK AVE 9TH FL,NEW YORK,NY,10167-0002,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,13.0,0.0,1.0,5,,10167.0,6222,M,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.41354399999999997,C,36061.0,5602.0,5600.0,NY,10167.0,NEW YORK,PF,S,AR,A,IN,,T22,T
11134,137101223,1998,1998,199812,A45Z,3,91,200,2,0,0,0,800,0,0,1002,519,483,0,802,283,2282284,0,0,0,0,0,2282284,0,112411,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,802,802,519,0,0,0,519,18,0,2281466,2282284,0,2282284,16,0,0,0,0,0,0,0,0,2282451,0,283,0,0,0,283,0,165,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIKI KOGELNIK FOUNDATION,% STEPHEN KILDUNNE,330 LAFAYETTE ST 7,NEW YORK,NY,10012-2739,0.0,3.0,2.0,199705.0,1.0,3.0,91.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,10012.0,16,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6223489999999999,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,PF,O,AR,A,IN,,A40,A
11139,137102174,1998,1997,199809,A51Z,3,326,0,0,153152,117649,0,0,53188,125000,270801,185872,84929,152656,244207,0,3251165,0,0,0,0,0,3195321,127206,163200,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,270801,0,60872,26594,27656,26594,0,0,0,877240,3195321,0,3251165,2442,0,0,2480,0,0,0,0,38,3313714,160758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RENATE HOFMANN ARTICLE 3 CHARITABLE TRUST 1874860,% CHASE MANHATTAN BANK TAX DEPT,1 CHASE MANHATTAN PLZ FL,NEW YORK,NY,10005-1401,0.0,3.0,1.0,199705.0,1.0,4.0,326.0,91.0,0.0,2.0,13.0,0.0,1.0,9,,10005.0,2442,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9166610000000001,C,36061.0,5602.0,5600.0,NY,10005.0,NEW YORK,PF,S,AR,A,IN,,T22,T
11273,137147740,1998,1998,199812,A51Z,3,91,0,0,0,0,0,0,0,0,0,4000,-4000,0,0,0,8369045,0,0,0,0,4000,8369045,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,4000,0,0,0,4000,0,0,0,8369045,0,8365045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8369045,0,0,0,8369045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEON POLK SMITH FOUNDATION TR,% ROBERT MEAD JAMIESON,31 UNION SQUARE WEST,NEW YORK,NY,10003-3203,0.0,3.0,1.0,199807.0,1.0,3.0,91.0,0.0,0.0,2.0,11.0,0.0,1.0,12,MARSH GORDON ET AL TTEE,10003.0,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.472778,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,PF,O,AR,A,IN,,A51,A
13840,223047700,1997,1997,199712,,3,59,44830,2049,48601,18126,0,0,0,27937,113606,98247,15359,94967,65812,0,821411,382086,0,0,382086,16109,821411,0,40622,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,68776,0,70310,2964,67030,2964,0,0,0,392303,821411,0,805302,658,0,0,2000,0,0,0,0,700,824804,39964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW YORK FOUNDATION FOR ARCHITECTURE INC,,200 LEXINGTON AVE,NEW YORK,NY,10016-6201,0.0,3.0,1.0,196703.0,1.0,4.0,59.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10016.0,658,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.421595,B,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,PF,S,AR,A,IN,,A40,A
14600,223527668,1998,1997,199806,A40Z,3,60,350000,0,3753,0,0,0,0,0,353753,3335,350418,0,3753,3753,350418,0,0,0,0,0,350418,0,12734,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3753,3753,3335,0,0,0,0,11598,0,0,350418,0,350418,38,0,0,0,0,0,0,0,0,258568,0,3753,0,0,0,3753,18500,0,0,0,18500,0,0,0,0,0,0,0,0,0,0,8489,0,0,0,8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YATES ART FOUNDATION INC,% WOLLIN,350 FIFTH STE 2822,NEW YORK,NY,10118-2899,0.0,3.0,1.0,199803.0,1.0,3.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,10118.0,38,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.609941,C,36061.0,5602.0,5600.0,NY,10118.0,NEW YORK,PF,O,AR,A,IN,,A12,A
51082,770415802,1998,1998,199812,A99Z,3,124,710532,70616,0,1687,0,36951,49020,1215000,819786,1751059,-931273,1061808,70529,109254,5427082,0,0,0,0,1081170,5427082,0,290262,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,72303,109254,536059,1774,531808,1774,0,1739195,0,0,5427082,0,4345912,1411,0,0,0,0,0,0,80,0,5893635,0,109254,79056,80026,60237,328573,1061808,1558792,2032265,2520659,7173524,5427082,6383247,3040475,4431423,19282227,5427082,6383247,3040475,4431423,19282227,193508,211185,96951,143519,645163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ACADEMY OF EDUCATION,% NEW YORK UNIVERSITY SCHOOL OF ED,726 BROADWAY 5TH FLOOR,NEW YORK,NY,10003-9502,0.0,3.0,1.0,199606.0,1.0,3.0,124.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,10003.0,1411,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6891609999999999,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,PF,O,AR,A,IN,,A99,A
