,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TFLD,P6TXRFD,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,FIPS,MSA_NECH,PMSA,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
9407,133781874,200312,2003,200426.0,29491164185124,A51Z,N,Y,0.0,1.0,2003,3.0,7.0,7.0,3,60,6325000,5780,43115,285973,0,0,24630,120000,6659868,224817,6435051,150636,261546,0,7164335,0,4142964,49282,4192246,0,8598632,28565,359433,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,336102,0,104817,74556,30636,74556,0,53353,0,1999300,8598632,0,7164335,5231,0,0,211,0,8000,0,0,2980,5231,7298126,354202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011.0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,511 AVENUE OF THE AMERICA,NEW YORK,NY,10011-8436,0.0,3.0,1.0,199503.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,60.0,0.0,0.0,-2980,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.632532,C,36061.0,5602.0,5600.0,NY,10011.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A51,A
9414,133783618,200312,2003,200433.0,29491206041214,A65Z,N,Y,0.0,1.0,2003,3.0,1.0,2.0,3,994,20585,97,0,0,0,0,0,0,20682,20482,200,0,0,0,200,0,0,0,0,0,200,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,20482,0,0,0,0,200,0,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,WORLD CITY PICTURES INC,,520 W 43RD ST 5L,NEW YORK,NY,10036-4345,0.0,3.0,1.0,199601.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,994.0,92.0,0.0,0,0,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9879389999999999,C,36061.0,5602.0,5600.0,NY,10036.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A65,A
9443,133794021,200312,2003,200426.0,29491164347184,A60Z,N,Y,0.0,1.0,2003,3.0,2.0,3.0,3,602,59000,21,0,0,0,0,0,43500,59021,43501,15520,43500,20,0,16604,0,0,0,0,0,16604,0,74,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,21,0,1,1,0,1,0,0,0,0,16604,0,16604,0,0,0,0,0,0,0,0,0,0,1494,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10314.0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1.0,199505.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,0,0,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.42547299999999993,C,36085.0,5602.0,5600.0,NY,10314.0,STATEN ISLAND,core2003pf_ver1,PF,S,AR,A,IN,,A60,A
9446,133794783,200306,2003,200432.0,29491206033204,A50Z,N,Y,0.0,1.0,2002,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011.0,CONTEMPORARY ART FOR AMERICA,DELEY GAZINELLI,330 15TH ST 5D,NEW YORK,NY,10011-5963,0.0,3.0,2.0,199507.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,994.0,60.0,0.0,0,0,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.403829,C,36061.0,5602.0,5600.0,NY,10011.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A50,A
9501,133800381,200311,2003,200447.0,29491304016004,B99I,N,Y,0.0,1.0,2002,3.0,3.0,5.0,3,994,750000,0,0,0,0,0,0,793549,750000,793613,-43613,793549,0,0,33081,0,0,0,0,0,33081,0,2224,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,64,0,0,0,0,33081,0,0,33081,0,33081,0,0,0,0,0,0,0,0,0,0,45153,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11385.0,THE GODINGER LEFKOWITZ MEMORIAL FOUNDATION INC,,63 15 TRAFFIC AVE,RIDGEWOOD,NY,11385-2629,0.0,3.0,1.0,199505.0,1.0,4.0,1.0,11.0,199911.0,1.0,11,,994.0,602.0,0.0,0,0,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.54068,B,36081.0,5602.0,5600.0,NY,11385.0,RIDGEWOOD,core2003pf_ver1,PF,S,AR,A,IN,,B99,B
9521,133801734,200306,2003,200406.0,29491017023084,A99Z,N,Y,0.0,1.0,2002,3.0,4.0,2.0,3,119,0,2887,0,0,0,18750,0,0,21637,1780,19857,1780,2887,2887,376980,0,0,0,0,2,405645,17296,17354,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,2887,2887,1780,0,1780,0,0,17059,0,99255,405645,0,376978,58,0,0,0,0,0,0,0,0,58,352367,17296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024.0,HARRY M STEVENS FAMILY FOUNDATION INC,WILLIAM M HUNT,186 RIVERSIDE DR APT 16D,NEW YORK,NY,10024-1007,0.0,3.0,1.0,199601.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,119.0,0.0,0.0,58,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.261387,C,36061.0,5602.0,5600.0,NY,10024.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A99,A
9523,133802490,200312,2003,200426.0,29491164316174,A76Z,N,Y,0.0,1.0,2003,2.0,4.0,4.0,3,93,486475,216,0,0,0,6963,0,99055,493654,488090,5564,99055,216,0,212729,0,0,0,0,6000,212729,0,4311,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,216,7179,389035,0,0,0,14732,109757,0,0,131986,0,206729,4,0,0,0,0,0,0,0,0,4,87540,0,1,0,0,0,1,99055,215197,171726,246002,731980,1,0,0,230996,230997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,FOUNDATION FOR HELLENIC CULTURE INC,E MYRIVILI,7 W 57TH ST,NEW YORK,NY,10019-3404,0.0,3.0,1.0,199504.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,93.0,0.0,0.0,4,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.42638000000000004,C,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A12,A
9538,133809561,200312,2003,200452.0,29491339153234,A50Z,N,Y,0.0,1.0,2003,3.0,4.0,3.0,3,90,1500,7862,4219,-2680,0,0,0,0,10901,69323,-58422,62930,5688,5688,473887,141919,262531,0,404450,0,499469,0,24965,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,12081,12081,69323,6393,62930,6393,6393,69437,0,0,499469,0,473887,114,0,0,0,0,200,0,0,86,114,506903,24851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025.0,ARTUR BALSAM FOUNDATION FOR CHAMBER MUSIC,MOSHE MIRSKY,825 W END AVE STE 2C,NEW YORK,NY,10025-5349,0.0,3.0,1.0,199505.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,90.0,0.0,0.0,-86,0,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.753961,C,36061.0,5602.0,5600.0,NY,10025.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A6C,A
9542,133811670,200312,2003,200425.0,29491150151174,A76Z,N,Y,0.0,1.0,2003,3.0,1.0,1.0,3,995,4078,0,0,0,0,0,0,0,4078,4078,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,HAPPY ORGANIZATION,DAN PEYTON,240 E 35TH ST APT 11A,NEW YORK,NY,10016-4220,0.0,3.0,1.0,199510.0,1.0,4.0,5.0,13.0,0.0,1.0,12,,995.0,92.0,0.0,0,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.404296,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A70,A
9544,133823577,200312,2003,200441.0,29491262089124,A6AZ,N,Y,0.0,1.0,2003,3.0,3.0,3.0,3,994,64330,0,0,0,0,0,0,50000,64330,52056,12274,52056,0,0,46186,0,0,0,0,0,46186,0,1886,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2056,0,2056,0,0,46186,0,0,46186,0,46186,0,0,0,0,0,0,0,0,0,0,38300,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10177.0,US FRIENDS OF ENGLISH NATIONAL OPERA INC,ROBERT DWYER DORSEY WHITNEY,250 PARK AVE,NEW YORK,NY,10177-0001,0.0,3.0,1.0,199508.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,994.0,602.0,0.0,0,0,,A6A,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.27586,C,36061.0,5602.0,5600.0,NY,10177.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A1160,A
9557,133832587,200306,2003,200411.0,29491052063224,A56I,N,Y,0.0,1.0,2002,2.0,4.0,5.0,3,60,636360,766,69,0,0,50210,10000,0,687405,548621,138784,501863,13700,36736,417859,0,0,0,0,0,417859,0,13603,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,13700,51045,548621,0,501863,0,14309,15816,0,0,417859,0,417859,274,0,0,11,0,325,0,0,62,274,276194,0,13603,0,4750,4204,22557,501863,387611,326358,333083,1548915,1,0,0,0,1,0,0,0,0,0,9069,7229,3167,2803,22268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,60.0,199.0,119.0,-62,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.161297,C,36061.0,5602.0,5600.0,NY,10020.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A70,A
9560,133834448,200308,2003,200431.0,29491199054244,A60Z,N,Y,0.0,1.0,2002,3.0,1.0,0.0,3,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,CHOREOTECTONICS INC,RUKA KITO,155 W 70TH ST PH 2G,NEW YORK,NY,10023-4429,0.0,3.0,2.0,199605.0,1.0,4.0,1.0,13.0,0.0,1.0,8,,995.0,90.0,0.0,0,0,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.216401,C,36061.0,5602.0,5600.0,NY,10023.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A60,A
9614,133863402,200312,2003,200452.0,29491346010014,A99Z,N,Y,0.0,1.0,2003,3.0,1.0,3.0,3,602,34100,0,76,0,0,140,0,32061,34316,32311,2005,32086,0,0,1882,0,0,0,0,545,1882,0,46,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,76,0,250,125,25,125,0,0,0,0,1882,0,1337,0,0,0,0,0,0,0,0,0,0,941,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10471.0,KAHN FAMILY FOUNDATION INC,NATHAN KAHN,4663 WALDO AVE,RIVERDALE,NY,10471-3061,0.0,3.0,1.0,199512.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.725963,C,36005.0,5602.0,5600.0,NY,10471.0,RIVERDALE,core2003pf_ver1,PF,S,AR,A,IN,,A99,A
9659,133885307,200309,2003,200410.0,29491052013214,A51Z,N,Y,0.0,1.0,2002,2.0,8.0,4.0,3,91,40000,5155,62433,-21460,0,1065,116240,75000,87193,442109,-354916,404685,57934,57934,11990924,847353,522597,0,1369950,3639,11932858,0,139763,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,67588,68653,367109,9654,329685,9654,10719,509,0,0,11932858,0,11987285,1159,0,0,1600,0,0,0,0,441,1159,2837828,0,57934,61746,100287,84599,304566,404685,368869,348681,324397,1446632,11932858,12174976,12404797,12874867,49387498,9103496,9115921,9241071,9270071,36730559,93175,105585,109888,105731,414379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,NANCY GRAVES FOUNDATION INC,HECHT & COMPANY,4A,NEW YORK,NY,10012-0000,0.0,3.0,1.0,199704.0,1.0,3.0,1.0,13.0,0.0,1.0,9,,91.0,0.0,0.0,-441,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.726966,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A51,A
9664,133887504,200212,2002,200434.0,29491213040024,A65,N,Y,0.0,1.0,2002,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10002.0,HOPE HOUSE THEATER INC,GREG DROZDEK,53 STANTON ST,NEW YORK,NY,10002-1361,0.0,3.0,1.0,199605.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,994.0,88.0,90.0,0,0,,A65,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.560873,C,36061.0,5602.0,5600.0,NY,10002.0,NEW YORK,core2003pf_ver1,PC,O,AR,A,IN,,A65,A
9667,133888511,200303,2003,200408.0,29491031004064,A20Z,N,Y,0.0,1.0,2002,3.0,5.0,4.0,3,119,177993,24,0,0,0,0,0,100000,178017,266687,-88670,100000,24,0,601535,0,0,0,0,6000,582683,0,3777,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,24,0,166687,0,0,0,0,6623,0,0,601535,0,595535,0,0,0,0,0,0,0,0,0,0,76687,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,TOSHU FUKAMI,150 E 57TH ST APT 9D,NEW YORK,NY,10022-2785,0.0,3.0,2.0,199610.0,1.0,4.0,1.0,13.0,0.0,1.0,3,,119.0,0.0,0.0,0,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0725587,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A1220,A
9673,133893379,200403,2004,200431.0,29491199003004,A20Z,N,Y,0.0,1.0,2003,2.0,2.0,1.0,3,91,0,0,0,0,0,6059,0,0,6059,2086,3973,274,0,6059,17334,0,0,0,0,0,17334,0,686,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,6059,2086,0,274,0,0,16064,0,0,17334,0,17334,0,0,0,0,0,0,0,0,0,0,13935,0,686,521,554,839,2600,274,3515,48515,52481,104785,1,0,0,0,1,0,0,0,0,0,457,347,369,559,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,AMERICAN FOUNDATION FOR TEXTILE ART INC,,499 PARK AVE,NEW YORK,NY,10022-1240,0.0,3.0,1.0,199703.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,91.0,119.0,120.0,0,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9317979999999999,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A40,A
9675,133893616,200312,2003,200416.0,29491094001094,A99Z,N,Y,0.0,1.0,2003,3.0,1.0,1.0,3,994,0,18,0,0,0,0,0,0,18,3092,-3074,0,18,0,4730,0,0,0,0,13001,4730,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18,0,3092,0,0,0,0,0,0,0,4730,0,-8271,1,0,0,0,0,0,0,0,0,1,4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,TRIBUTE 21 FOUNDATION INC,,720 FIFTH AVE 4TH FLR,NEW YORK,NY,10019-4107,0.0,3.0,1.0,199702.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,994.0,119.0,90.0,1,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0841815,C,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A99,A
9689,133902358,200312,2003,200437.0,29491241031164,A60J,N,Y,0.0,1.0,2003,3.0,6.0,6.0,3,602,32975,698,8665,0,0,8175,107250,31600,50513,314885,-264372,280000,0,0,1086595,399070,0,0,399070,0,1087175,0,60078,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,9363,0,283285,29455,248400,29445,0,0,0,0,1087175,0,1086595,0,0,0,0,0,0,0,0,0,0,1219866,60078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,JAY S HARRIS,PO BOX 672,NEW YORK,NY,10012-0013,0.0,3.0,1.0,199702.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,119.0,0.0,0,0,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.032987,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,core2003pf_ver1,PF,S,ZB,A,IN,,A1260,A
9701,133910335,200312,2003,200439.0,29491255036164,A80,N,Y,0.0,1.0,2003,2.0,3.0,1.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,36000,0,0,0,0,2000,36000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,36000,36000,36000,36000,144000,36000,36000,36000,36000,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,FISH FAMILY FOUNDATION INC,HAMILTON FISH,33 IRVING PL FL 8,NEW YORK,NY,10003-2332,0.0,3.0,2.0,199902.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.31245900000000004,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,N12,N
9778,133921831,200312,2003,200438.0,29491241054024,A99Z,N,Y,0.0,1.0,2003,3.0,7.0,3.0,3,602,300000,43528,38334,0,0,-314196,0,601170,67666,605559,-537893,602010,81862,0,9871824,0,3004483,0,3004483,0,12698970,0,584735,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,81862,-232334,4389,0,840,0,0,0,0,2497695,12698970,0,9871824,1637,0,0,4292,0,0,0,0,2655,1637,11872793,583098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,BARBARA M ZALAZNICK FOUNDATION,ERIC KAPLAN,335 MADISON AVE STE 1500,NEW YORK,NY,10017-4605,0.0,3.0,1.0,199704.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,-2655,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26971999999999996,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A99,A
9822,133926887,200312,2003,200450.0,29491325022104,A60Z,N,Y,0.0,1.0,2003,3.0,5.0,5.0,3,119,0,0,23155,-999,0,166,0,166276,22322,198108,-175786,184165,15212,0,732647,498645,0,0,498645,0,736067,0,43858,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,23155,0,31832,7943,17889,7943,0,234002,0,0,736067,0,732647,152,0,0,705,0,0,0,0,553,152,890515,43706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,LAURA PELS INTERNATIONAL FOUNDATION INC,LAURA PELS,200 W 57TH ST STE 803,NEW YORK,NY,10019-3211,0.0,3.0,1.0,199703.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,119.0,90.0,0.0,-553,0,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.216072,C,36061.0,5602.0,5600.0,NY,10019.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A60,A
9829,133929462,200312,2003,200426.0,29491164158194,A40Z,N,Y,0.0,1.0,2003,2.0,5.0,4.0,3,91,0,0,6295,52914,0,0,0,48500,59209,49187,10022,48500,59209,0,589743,0,272659,0,272659,0,646775,0,32112,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,59209,0,687,0,0,0,0,0,0,142084,646775,0,589743,1184,0,0,0,0,0,0,19,0,1184,652014,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010.0,ALVIN E FRIEDMAN-KIEN FOUNDATION INC,ROBERT H HOROWITZ,ONE LEXINGTON AVE STE 2A,NEW YORK,NY,10010-5515,0.0,3.0,1.0,199612.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,91.0,0.0,0.0,1203,0,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.815276,C,36061.0,5602.0,5600.0,NY,10010.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A40,A
