,EIN,DocCD,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FUNDBALx,ASS_EOYx,LIAB_EOYx,RETEARNx,BOND_EOYx,MRTG_EOYx,FISYRx,BOND_BOY_OLD,MRTG_BOY_OLD,RETE_BOY_OLD,fincheckv,DuesFlg,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
11562,132534897,93,10.0,201012,2010,,0,0,0,0,467,0,0,0,0,0,340112,301816,345525,0,0,542815,583634,235586,238109,345525,0,0,0,0,0,0,0,0,339645,0,0,,340112,340112,0,0,0,0,0,0,0,38296,0,0,0,0,0,0,0,307229,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,5.0,1.0,201147.0,93493313013381,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10011-7419,10011.0,132534897201012,1325348972010,12.0,0.0,0.0,0.0,45 WEST 14TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,PAINTING INDUSTRY FUND BUILDING CORP,1.0,199904.0,,NY,rtf10co,3.0,2.0,2.0,2.0,307229,542815,235586,0,0,0,2009.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.99179,A,A40,A,36061.0,5602.0,5600.0
11582,132562532,93,10.0,201006,2009,,0,0,0,0,6308,0,0,0,0,0,683519,616278,228186,70000,0,162306,232951,1362,4765,0,0,0,0,0,0,0,0,0,677211,0,0,,683519,683519,0,0,0,0,0,0,0,67241,0,114869,16434,0,0,0,0,160944,0,0,0,0,0,6308,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,4.0,1.0,201113.0,29493071063101,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2009,10036-5507,10036.0,132562532201006,1325625322010,6.0,205.0,120.0,279.0,1501 BROADWAY STE 403,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,1.0,196801.0,,NY,rtf10co,2.0,3.0,3.0,3.0,160944,162306,1362,0,0,0,2009.0,0,0,0,,0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.2708,A,A70,A,36061.0,5602.0,5600.0
11594,132579031,93,10.0,201010,2009,,168985,0,0,0,339,0,0,0,0,0,842426,266347,194321,0,0,202446,222271,14500,27950,194321,0,0,0,0,0,0,0,569704,0,99634,3764,,272722,272722,0,0,0,0,0,669338,0,6375,0,73500,6059,0,0,0,0,187946,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201144.0,29493288073001,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2009,10014-0000,10014.0,132579031201010,1325790312010,10.0,200.0,0.0,0.0,48I EIGHTH AVE STE 526,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,1.0,196712.0,,NY,rtf10co,2.0,2.0,3.0,2.0,187946,202446,14500,0,0,0,2009.0,0,0,0,,0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.13288,C,A33,A,36061.0,5602.0,5600.0
11664,132666239,93,10.0,201012,2010,,0,0,0,0,5262,0,0,0,0,0,700237,785908,967371,0,0,1133847,1061692,80805,94321,0,0,0,0,0,0,0,0,0,686745,0,8230,,700237,700237,0,0,0,0,0,0,0,-85671,0,0,0,0,0,0,0,1053042,0,0,0,0,0,5262,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,6.0,1.0,201147.0,93493314003201,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10019-5369,10019.0,132666239201012,1326662392010,12.0,200.0,120.0,0.0,125 WEST 55TH STREET 21ST FLR,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,1.0,197101.0,,NY,rtf10co,4.0,3.0,3.0,3.0,1053042,1133847,80805,0,0,0,2009.0,0,0,0,,0,A34,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6895,A,A34,A,36061.0,5602.0,5600.0
11700,132760431,93,10.0,201012,2010,,0,0,0,0,729,0,0,0,0,0,301569,282622,100065,88395,0,81118,100065,0,0,0,0,0,0,0,0,0,0,0,278380,0,22460,,301569,301569,0,0,0,0,0,0,0,18947,0,29649,9681,0,0,0,0,81118,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201130.0,93493195006221,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10001-6860,10001.0,132760431201012,1327604312010,12.0,200.0,0.0,0.0,275 7TH AVE RM 1504,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,MEDIA COALITION INC,1.0,197407.0,,NY,rtf10co,2.0,2.0,2.0,2.0,81118,81118,0,0,0,0,2009.0,0,0,0,,0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9983700000000001,B,A30,A,36061.0,5602.0,5600.0
11743,132857274,93,10.0,201006,2009,A33E,0,0,0,0,17709,0,0,0,0,0,877266,916728,611819,189194,0,651281,611819,0,0,0,0,0,0,0,0,0,0,0,773656,0,85901,,877266,877266,0,0,0,0,0,0,0,-39462,0,197203,45874,0,0,0,0,651281,0,0,0,0,0,17709,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,5.0,1.0,201129.0,29493176162051,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2009,10017-6588,10017.0,132857274201006,1328572742010,6.0,200.0,209.0,0.0,370 LEXINGTON AVE RM 900,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,BOOK INDUSTRY STUDY GROUP INC,1.0,197609.0,,NY,rtf10co,3.0,3.0,3.0,3.0,651282,651282,0,0,0,0,2009.0,0,0,0,,0,A053,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.34481,A,A0533,A,36061.0,5602.0,5600.0
11757,132876085,93,9.0,200912,2009,,146395,0,3815,3749,4877,0,35892,-18224,0,0,364166,649038,139400,74538,0,606778,455725,149883,316325,139400,0,0,0,0,0,0,0,0,0,0,191411,,324525,324525,0,66,0,0,0,0,17668,-324513,0,89023,11689,0,0,40000,200000,456895,0,0,0,0,0,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,456895,279.0,N,4.0,1.0,201107.0,29493289004190,1.0,2009,4.0,Y,1.0,N,1.0,0.0,2009,10004-1612,10004.0,132876085200912,1328760852009,12.0,279.0,0.0,0.0,32 BROADWAY STE 1114,6.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,9262.0,GRAPHIC ARTISTS GUILD INC,1.0,199509.0,,NY,rtf10co,2.0,2.0,2.0,3.0,456895,606778,149883,456895,0,40000,2008.0,0,0,0,,0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.70714,C,A99,A,36061.0,5602.0,5600.0
11758,132877623,93,10.0,201009,2009,,21145,0,0,0,1364,0,0,0,0,0,149054,146908,208608,0,0,206462,208608,0,0,0,0,0,0,0,0,0,0,0,126545,0,0,,149054,149054,0,0,0,0,0,0,0,2146,0,0,0,0,0,0,0,206462,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123.0,N,4.0,1.0,201114.0,29493078033281,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2009,10001-7604,10001.0,132877623201009,1328776232010,9.0,123.0,0.0,0.0,244 FIFTH AVE STE L230,3.0,0.0,NEW YORK,2.0,,0.0,0.0,10.0,0.0,FIXED INCOME ANALYSTS SOCIETY INC,5.0,198905.0,,NY,rtf10co,2.0,2.0,2.0,2.0,206462,206462,0,0,0,0,2009.0,0,0,0,,0,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.30296,C,A01,A,36061.0,5602.0,5600.0
11764,132881755,92,,200812,2008,,0,4214,0,0,1243,0,0,0,0,0,27077,25525,157222,0,0,164262,157222,0,0,0,0,0,0,0,0,0,0,8592,0,13028,0,,18485,18485,0,0,0,0,0,21620,0,-7040,0,0,0,0,0,0,0,164262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279.0,N,4.0,1.0,200935.0,29492227115349,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2008,10314-0122,10314.0,132881755200812,1328817552008,12.0,279.0,0.0,0.0,PO BOX 140122,9.0,0.0,STATEN ISLAND,1.0,RICHARD MAREN,1.0,0.0,20.0,108.0,SONS OF NORWAY,5.0,194009.0,3-0410 NANSEN LODGE,NY,CORE09co,2.0,1.0,1.0,1.0,157222,157222,0,0,0,0,2008.0,0,0,0,,0,A80,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5767800000000001,C,A80,A,36085.0,5602.0,5600.0
11799,132918640,92,10.0,201012,2010,,0,22120,0,0,622,0,0,0,0,0,44577,38649,60907,0,0,54979,60907,0,0,0,0,0,0,0,0,0,0,0,21835,0,0,,44577,44577,0,0,0,0,0,0,0,5928,0,0,0,0,0,0,0,54979,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,3.0,1.0,201124.0,93492154001041,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10163-2119,10163.0,132918640201012,1329186402010,12.0,205.0,0.0,0.0,PO BOX 2119,3.0,0.0,NEW YORK,2.0,SHUBERT SILVER & ROSEN,2.0,0.0,20.0,0.0,WOMENS MEDIA GROUP INC,1.0,199308.0,,NY,rtf10co,1.0,1.0,1.0,1.0,54979,54979,0,0,0,0,2009.0,0,0,0,,1,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.95104,B,A30,A,36061.0,5602.0,5600.0
11812,132932563,92,10.0,201012,2010,,54394,0,0,0,565,0,0,0,0,0,76209,80868,84638,0,0,89297,84638,0,0,0,0,0,0,0,0,0,0,0,21250,0,0,,76209,76209,0,0,0,0,0,0,0,-4659,0,0,0,0,0,0,0,89297,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119.0,N,3.0,1.0,201130.0,93492196008111,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,11209-3601,11209.0,132932563201012,1329325632010,12.0,119.0,123.0,0.0,7919 3RD AVE,3.0,0.0,BROOKLYN,1.0,,2.0,0.0,10.0,0.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,1.0,197805.0,,NY,rtf10co,1.0,1.0,1.0,1.0,85564,85564,0,0,0,0,2008.0,0,0,0,,0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.15411,C,A99,A,36047.0,5602.0,5600.0
11846,132971627,93,10.0,201012,2010,,0,0,0,0,59,0,0,0,0,0,364105,357246,-64349,120000,0,30792,27651,102000,92000,-64349,0,0,0,0,0,0,0,0,364046,0,0,,364105,364105,0,0,0,0,0,0,0,6859,0,8500,11386,0,0,0,0,-71208,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,91.0,N,3.0,1.0,201147.0,93493318064561,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10004-2205,10004.0,132971627201012,1329716272010,12.0,91.0,0.0,0.0,90 BROAD STREET - 25TH FLOOR,3.0,0.0,NEW YORK,3.0,ALLIANCE INC,2.0,0.0,10.0,0.0,AMERICAN ARTS AND CRAFTS ALLIANCE INC,1.0,197907.0,,NY,rtf10co,1.0,2.0,2.0,2.0,-71208,30792,102000,0,0,0,2009.0,0,0,0,,0,A014,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.05465,A,A0140,A,36061.0,5602.0,5600.0
11872,132990527,92,10.0,201005,2009,,11500,21055,0,0,1095,0,0,0,0,0,130549,137704,349050,0,0,356205,349050,0,0,0,0,0,0,0,0,0,0,0,96899,0,0,,130549,130549,0,0,0,0,0,0,0,-7155,0,0,0,0,0,0,0,356205,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,4.0,1.0,201042.0,93492280015080,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2009,10016-8703,10016.0,132990527201005,1329905272010,5.0,205.0,0.0,0.0,243 5TH AVE RM 236,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,1.0,197910.0,,NY,CORE09co,2.0,2.0,2.0,2.0,349050,349050,0,0,0,0,2010.0,0,0,0,,0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9973299999999999,A,A68,A,36061.0,5602.0,5600.0
11897,133021168,92,11.0,201102,2010,,25034,0,0,0,0,0,0,0,0,0,83299,72284,11591,0,0,576,11591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,83299,83299,0,0,58265,0,58265,0,0,11015,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,64.0,N,2.0,1.0,201141.0,29492176276251,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10010-0000,10010.0,133021168201102,1330211682011,2.0,64.0,90.0,92.0,174-176 5TH AVE STE 604,3.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,0.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,1.0,198005.0,,NY,rtf10co,1.0,1.0,1.0,1.0,6918,6918,0,0,0,0,2009.0,0,0,0,,0,A84,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.4643,C,A84,A,36061.0,5602.0,5600.0
11933,133058765,93,10.0,201012,2010,,0,0,0,0,18232,0,0,0,0,0,5645039,5428039,2033964,2759274,0,4272040,3721377,2188074,1687413,0,0,0,0,0,0,0,0,0,5261492,0,0,,5378037,5378037,115000,0,250315,267002,-16687,0,0,-50002,0,649779,155804,0,0,0,0,2083966,0,0,0,0,0,18232,115000,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,6.0,1.0,201138.0,29493239009091,1.0,2010,7.0,Y,1.0,N,1.0,0.0,2010,10022-6570,10022.0,133058765201012,1330587652010,12.0,200.0,0.0,0.0,830 3RD AVE FL 2,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,CABLE TELEVISION ADVERTISING BUREAU INC,1.0,198202.0,,NY,rtf10co,4.0,5.0,5.0,5.0,2083966,4272040,2188074,0,0,0,2009.0,0,0,0,,0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.77245,A,A0332,A,36061.0,5602.0,5600.0
11944,133071647,93,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,123100,123968,-136,0,0,732,-136,0,0,0,0,0,0,0,0,0,0,0,123100,0,0,,123100,123100,0,0,0,0,0,0,0,-868,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,0.0,1.0,201020.0,29493114032140,1.0,2009,4.0,Y,1.0,N,1.0,0.0,2009,10474-0000,10474.0,133071647200912,1330716472009,12.0,200.0,229.0,0.0,NY TERMINAL MARKET ROOM C27,3.0,0.0,BRONX,2.0,,2.0,0.0,10.0,0.0,KOREAN PRODUCE ASSOCIATION INC,1.0,198405.0,,NY,CORE09co,0.0,2.0,2.0,2.0,-136,-136,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.0103,A,A23,A,36005.0,5602.0,5600.0
12014,133131629,93,11.0,201105,2010,,82295,0,0,0,5,0,0,0,0,0,82300,88632,28260,0,0,35668,28760,1076,500,0,0,0,0,0,0,0,0,0,0,0,0,,82300,82300,0,0,0,0,0,0,0,-6332,0,0,5515,0,0,0,0,34592,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229.0,N,3.0,1.0,201149.0,29493309094091,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10011-3728,10011.0,133131629201105,1331316292011,5.0,229.0,0.0,0.0,27 W 20TH ST STE 601,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,1.0,198410.0,,NY,rtf10co,1.0,1.0,1.0,1.0,34592,35668,1076,0,0,0,2010.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.08441,A,A40,A,36061.0,5602.0,5600.0
12064,133183002,93,10.0,201012,2010,,1000,0,0,0,1092,0,0,0,0,0,627930,527451,596887,87485,0,512953,596887,0,0,596887,0,0,0,0,0,0,16503,0,608917,0,418,,611427,611427,0,0,0,0,0,0,0,83976,0,52000,11512,0,0,0,0,512953,0,0,0,0,0,1092,16503,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,512953,229.0,N,5.0,1.0,201134.0,93493225001151,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10001-6181,10001.0,133183002201012,1331830022010,12.0,229.0,0.0,0.0,150 W 28TH ST STE 801,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,1.0,198401.0,,NY,rtf10co,3.0,3.0,3.0,3.0,512953,512953,0,512953,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.42522,A,A23,A,36061.0,5602.0,5600.0
12075,133190575,92,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,47562,51853,870,0,0,870,870,0,0,0,0,0,0,0,0,0,0,0,0,0,47562,,47563,47562,0,0,0,0,0,0,0,-4290,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,1.0,1.0,201023.0,29492121089030,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,11201-0000,11201.0,133190575200912,1331905752009,12.0,205.0,0.0,0.0,101 W 14 BERGEN ST,9.0,0.0,NEW YORK,1.0,JASON GARDNER,2.0,0.0,10.0,9167.0,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,5.0,198803.0,NEW YORK CHAPTER,NY,CORE09co,1.0,1.0,1.0,1.0,870,870,0,0,0,0,2009.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.513,A,A40,A,36047.0,5602.0,5600.0
12083,133196564,93,10.0,201012,2010,,0,0,0,0,5916,0,0,0,0,0,2155916,2146051,1866336,1118080,0,1856471,1866336,0,0,1866336,0,0,0,0,0,0,0,0,2150000,0,0,,2155916,2155916,0,0,0,0,0,0,0,9865,0,158496,36087,0,0,0,0,1856471,0,0,0,0,0,5916,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1856471,200.0,N,6.0,1.0,201147.0,93493318008331,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10119-5310,10119.0,133196564201012,1331965642010,12.0,200.0,0.0,0.0,1 PENN PLZ STE 5310,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,SYNDICATED NETWORK TELEVISION ASSOCIATION INC,1.0,198701.0,,NY,rtf10co,4.0,4.0,4.0,4.0,1856471,1856471,0,1856471,0,0,2009.0,0,0,0,,0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47085,A,A32,A,36061.0,5602.0,5600.0
12098,133205392,93,9.0,200912,2009,A4XZ,134309,0,0,0,5224,0,0,0,0,0,470264,504406,359251,0,0,430779,409941,74432,50690,0,0,0,0,0,0,0,0,0,330731,0,0,,470264,470264,0,0,0,0,0,0,0,-34142,0,0,0,0,0,0,0,356347,0,0,0,0,0,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201115.0,29493345044050,1.0,2009,4.0,Y,1.0,N,1.0,0.0,2009,10017-3827,10017.0,133205392200912,1332053922009,12.0,200.0,0.0,0.0,52 VANDERBILT AVE FL 19,6.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,9241.0,WOMENS JEWELRY ASSOCIATION INC,1.0,198909.0,,NY,rtf10co,2.0,2.0,2.0,3.0,356347,430779,74432,0,0,0,2008.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.84498,A,A40,A,36061.0,5602.0,5600.0
12109,133211019,93,10.0,201012,2010,,0,0,0,0,2209,0,0,0,0,0,293546,274320,264086,0,0,274656,310320,29796,46234,0,0,0,0,0,0,0,0,0,291337,0,0,,293546,293546,0,0,0,0,0,0,0,19226,0,31325,2870,0,0,0,0,244860,0,0,0,0,0,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201132.0,93493208010061,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10036-4215,10036.0,133211019201012,1332110192010,12.0,200.0,0.0,0.0,56 W 45TH ST STE 705,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,INDIAN DIAMOND & COLORSTONE ASSOC INC,1.0,198507.0,,NY,rtf10co,2.0,2.0,2.0,2.0,244860,274656,29796,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.09303,A,A23,A,36061.0,5602.0,5600.0
12111,133212090,93,10.0,201012,2010,,3915271,0,0,0,163577,0,0,0,0,0,4087288,4695490,3341176,350333,0,4240039,4024548,317867,683372,0,0,0,0,0,0,0,0,0,0,0,0,,4087288,4087288,0,0,0,0,0,0,0,-608202,0,55833,22563,0,0,0,0,3922172,0,0,0,0,0,163577,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,6.0,1.0,201128.0,29493162301091,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10022-0000,10022.0,133212090201012,1332120902010,12.0,200.0,0.0,0.0,5TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,TELEVISON MUSIC LICENSE COMMITTEE,5.0,198408.0,,NY,rtf10co,4.0,4.0,4.0,4.0,3922172,4240039,317867,0,0,0,2009.0,0,0,0,,0,A036,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7683399999999999,A,A0368,A,36061.0,5602.0,5600.0
12141,133237986,93,10.0,201012,2010,J40,0,0,778735,717104,70203,0,0,0,0,0,1698943,999964,3131717,0,0,3079804,3137717,6000,6000,3131717,0,0,0,0,0,0,0,0,849973,0,32,,981839,981839,0,61631,0,0,0,0,0,-18125,0,0,0,0,0,0,0,3073804,0,0,0,0,0,70203,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3073804,263.0,N,6.0,1.0,201145.0,93493305005011,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10036-1314,10036.0,133237986201012,1332379862010,12.0,263.0,279.0,0.0,326 WEST 48TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,BENEFIT FUND OF THE MOTION PICTURE STUDIO MECHANICS LOCAL 52 OF IATSE,5.0,198605.0,52 BENEFIT FUND,NY,rtf10co,4.0,3.0,4.0,3.0,3073804,3079804,6000,3073804,0,0,2009.0,0,0,0,,0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9461,A,A31,A,36061.0,5602.0,5600.0
12168,133302569,92,10.0,201012,2010,,1243,21343,0,0,302,0,0,0,0,0,29698,37216,38764,0,0,46282,38764,0,0,0,0,0,0,0,0,0,0,0,6487,0,323,,29698,29698,0,0,0,0,0,0,0,-7518,0,0,0,0,0,0,0,46282,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281.0,N,3.0,1.0,201114.0,29492078118371,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10003-3681,10003.0,133302569201012,1333025692010,12.0,281.0,0.0,0.0,201 E 17TH ST APT 28J,2.0,0.0,NEW YORK,1.0,,2.0,0.0,20.0,0.0,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,1.0,199112.0,,NY,rtf10co,1.0,1.0,1.0,1.0,46282,46282,0,0,0,0,2009.0,0,0,0,,1,A54,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8872399999999999,A,A54,A,36061.0,5602.0,5600.0
12169,133302920,92,,200812,2008,,2500,3085,0,0,35,0,0,0,0,0,25600,23960,16699,0,0,15880,16719,821,20,0,0,0,0,0,0,0,0,0,19980,0,0,,25600,25600,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,2.0,1.0,200947.0,93492317018419,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2008,10001-5118,10001.0,133302920200812,1333029202008,12.0,0.0,0.0,0.0,333 7TH AVE RM 8,3.0,0.0,NEW YORK,1.0,LIREN WEI CPA,0.0,0.0,20.0,0.0,CHINESE AMERICAN SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS INC,5.0,0.0,,NY,CORE09co,1.0,1.0,1.0,1.0,16699,16719,20,0,0,0,2008.0,0,0,0,,0,A032,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.294,C,A0323,A,36061.0,5602.0,5600.0
