,fincheckv,VerifyBy,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,RandNum,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,VINCEXP,VBS,VOK,FIPS,MSA,PMSA,V1SECURN,verfail,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_BOY,VBS_EOY,VASSTLIA,VGRENTEXP,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGSOLICIT,VGBOND_BOY,VGMRTG_BOY,VGBOND_EOY,VGMRTG_EOY,TOTREV_F,GRREC_F,GRINC_F,SALES_F,FUNDB_F,TOTREV_O,GRREC_O,GRINC_O,SALES_O,FUNDB_O,CRINC_F,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
28682,,,134067116,200112,2001,201238,0,0,0,10891,99271,0,0,44353,44353,245591,511578,125991,93382,0,440137,132779,14697,6788,0,0,0,0,0,0,0,0,0,0,0,0,33462,0,0,0,,212129,3,9,0,10891,0,0,0,0,0,0,0,0,33462,0,212129,-299449,0,154130,19256,0,0,0,0,0,425440,730168,0,55545,17306,0,0,803019,747474,0,0,0,0,N,4,1,200240,29490258020192,1,2001,4,Y,1,N,1,0,2001,10011-4517,10011.0,134067116200112,1340671162001,12,0.0,0.0,0.0,216 W 18TH ST 2ND FLR,3.0,0.0,NEW YORK,2.0,LESLIE FAERSTEIN,1.0,13.0,16.0,10.0,0.0,MUSICIANS ON CALL INC,1.0,199908.0,,NY,CORE01PC,2.0,2.0,2.0,3.0,A,A68,IN,,AR,A,A68,PC,O,AR,A,,,AR,AR,0.396548,-299449,0,33462,212129,212129,-299449,-299449,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,N,N,N,N,N,212129,245591,44353,44353,125991,,5602.0,1,N,A68,NY,10011.0,NEW YORK,A68,,0.0,3a,2001.0,0.0,3a,2001.0,125991.0,3a,2001.0,24515.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,201238.0,3a,2001.0,9501.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,8905.0,3a,2001.0,0.0,3a,2001.0,96257.0,3a,2001.0,A68,A
28687,,,134068142,200112,2001,157654,0,0,0,0,0,0,0,0,0,157654,160817,-1825,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,157654,3,9,0,0,0,0,0,0,0,0,0,0,0,0,157654,-3163,0,0,0,0,0,0,0,0,1338,119754,0,0,0,0,0,119754,119754,0,0,0,0,N,0,1,200342,29490214104193,1,2001,4,Y,1,N,1,0,2001,10023-6003,10023.0,134068142200112,1340681422001,12,0.0,0.0,0.0,55 CENTRAL PARK W STE 12A,3.0,200405.0,NEW YORK,2.0,CANNON HERSEY,1.0,13.0,15.0,10.0,0.0,CROSSPATHCULTURE LTD,1.0,200003.0,,NY,RTF02PC,0.0,2.0,2.0,2.0,A,A20,IN,,AR,A,A20,PC,O,AR,A,,,AR,AR,0.42640600000000006,-1338,0,0,157654,159479,-3163,-3163,0,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,157654,157654,0,0,-1825,,5602.0,1,N,A20,NY,10023.0,NEW YORK,A20,,0.0,3a,2001.0,0.0,3a,2001.0,-1825.0,3b,2002.0,0.0,3b,2002.0,0.0,3b,2002.0,0.0,3b,2002.0,0.0,3b,2002.0,0.0,3a,2001.0,157654.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3b,2002.0,0.0,3b,2002.0,0.0,3b,2002.0,0.0,3b,2002.0,A20,A
28688,,,134068162,200112,2001,58080,0,0,0,0,0,0,0,0,0,58080,51983,16,0,0,0,16,6081,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58080,3,9,0,0,0,0,0,0,0,0,0,0,0,0,58080,6097,0,0,0,0,0,0,0,-6081,-6081,120290,0,0,0,0,0,120290,120290,0,0,0,0,N,1,1,200230,29490187318202,1,2001,3,Y,1,N,1,0,2001,10018-3602,10018.0,134068162200112,1340681622001,12,0.0,0.0,0.0,128 W 37TH ST,3.0,0.0,NEW YORK,2.0,SHELDON ABISH,1.0,13.0,15.0,20.0,0.0,SACRED MUSIC AND ART FOUNDATION INC,1.0,200111.0,,NY,CORE01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A6B,PC,O,AR,A,,,AR,AR,0.914703,6097,0,0,58080,58080,6097,6097,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,58080,58080,0,0,16,,5602.0,1,N,A99,NY,10018.0,NEW YORK,A68,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3c,2000.0,,,,0.0,3c,2000.0,0.0,3c,2000.0,,,,0.0,3a,2001.0,58080.0,3a,2001.0,0.0,3c,2000.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A68,A
28691,,,134068563,200212,2002,145136,42431,0,0,0,7584,0,0,0,0,187567,214265,147586,0,7584,174284,149636,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,187567,3,9,0,0,0,0,0,0,0,0,0,0,0,0,187567,-26698,0,0,0,0,0,0,0,0,174284,653074,129843,0,0,0,0,782917,782917,0,0,0,0,N,4,1,200351,29490333159013,1,2002,4,Y,1,N,1,0,2002,10016-6055,10016.0,134068563200212,1340685632002,12,0.0,0.0,0.0,145 E 32ND ST,3.0,200312.0,NEW YORK,2.0,ANNETTE GREEN,1.0,13.0,15.0,10.0,0.0,ANNETTE GREEN MUSEUM AT THE FRAGRANCE FOUNDATION,1.0,200011.0,,NY,RTF02PC,2.0,2.0,2.0,2.0,A,A99,IN,,AR,A,A50,PC,O,AR,A,,,AR,AR,0.754021,-26698,0,0,187567,187567,-26698,-26698,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0,0,0,0,N,N,N,N,N,187567,187567,0,0,147586,,5602.0,1,N,A99,NY,10016.0,NEW YORK,A50,,0.0,3a,2002.0,0.0,3a,2002.0,147586.0,3a,2002.0,18504.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,73518.0,3a,2002.0,0.0,3a,2002.0,145136.0,3a,2002.0,21610.0,3a,2002.0,PC,O,AR,A,IN,,53813.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,600.0,3a,2002.0,A50,A
28696,,,134069251,200212,2002,109800,0,0,0,1189,0,0,0,1189,1189,110989,98150,96263,0,0,99734,96263,11684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110989,3,7,0,0,1189,0,0,0,0,0,0,0,0,0,110989,12839,-4626,0,0,0,0,0,0,0,88050,14347,0,0,0,0,0,14347,14347,0,0,0,0,N,3,1,200330,29490193082093,1,2002,4,Y,1,N,1,0,2002,10019-8231,10019.0,134069251200212,1340692512002,12,0.0,0.0,0.0,ONE COLUMBUS PL STE N30F,3.0,200312.0,NEW YORK,2.0,WHITE & CASE LLP ATTN DANIEL FORD,1.0,13.0,15.0,10.0,0.0,EXPLORING THE ARTS INC,2.0,200001.0,,NY,RTF02PC,1.0,2.0,2.0,1.0,A,A99,IN,,AR,A,A51,PC,O,AR,A,,,AR,AR,0.5772510000000001,8213,0,0,110989,106363,12839,12839,0,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,110989,110989,1189,1189,96263,,5602.0,1,N,A99,NY,10019.0,NEW YORK,A51,,0.0,3a,2002.0,0.0,3a,2002.0,75449.0,3a,2002.0,0.0,3a,2002.0,20814.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,109800.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,20814.0,3a,2002.0,24716.0,3a,2002.0,A51,A
28698,,,134069485,200112,2001,80000,0,0,0,527,0,0,0,527,527,80527,2621,105839,0,0,27933,105839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80527,3,0,0,527,0,0,0,0,0,0,0,0,0,0,80527,77906,0,0,0,0,0,0,0,0,27933,0,0,0,0,0,0,0,0,0,0,0,0,N,4,1,200317,29490355164102,1,2001,3,N,1,N,1,0,2001,10022-4503,10022.0,134069485200112,1340694852001,12,0.0,0.0,0.0,641 LEXINGTON AVE 26TH FL,3.0,200312.0,NEW YORK,1.0,CONTINENTAL RESOURCES,1.0,13.0,15.0,20.0,0.0,AMERICAN FRIENDS OF MUSEE D ART MODERNE GRAND-DUC JEAN LUXEMBOURG,1.0,199911.0,,NY,RTF02PC,2.0,1.0,1.0,1.0,A,A20,IN,,AR,A,A20,PC,O,AR,A,,,AR,AR,0.345695,77906,0,0,80527,80527,77906,77906,1,30,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,80527,80527,527,527,105839,,5602.0,1,N,A11,NY,10022.0,NEW YORK,A11,51,0.0,3a,2001.0,0.0,3a,2001.0,105839.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,80000.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,5602.0,3a,2001.0,0.0,3a,2001.0,4602.0,3a,2001.0,A1151,A
28701,,,134069919,200106,2000,584086,0,0,0,1157,522,0,0,47881,47881,631967,768242,824542,56274,0,1022019,2007566,61202,1183024,0,0,0,0,0,0,0,0,0,0,0,0,0,45310,0,1414,,631967,3,9,0,1157,0,0,0,0,0,0,0,0,0,0,631967,-136275,0,179429,26420,0,0,0,0,0,960817,1087500,0,0,4373,0,0,1108934,1108934,0,0,0,0,N,6,1,200213,29490068205252,1,2001,5,Y,1,N,1,0,2000,10013-5919,10013.0,134069919200106,1340699192001,6,0.0,0.0,0.0,55 MERCER ST,3.0,200406.0,NEW YORK,2.0,DAVID J FISHELSON,1.0,13.0,16.0,10.0,0.0,MANHATTAN ENSEMBLE THEATRE INC,1.0,199912.0,,NY,CORE01PC,4.0,3.0,3.0,3.0,A,A65,IN,,AR,A,A65,PC,O,AR,A,,,AR,AR,0.218662,-136275,0,0,631967,631967,-136275,-136275,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,N,N,N,N,N,631967,631967,47881,47881,824542,,5602.0,1,N,A65,NY,10013.0,NEW YORK,A65,,0.0,3a,2001.0,0.0,3a,2001.0,824542.0,3a,2001.0,1873962.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,584086.0,3a,2001.0,18500.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,47502.0,3a,2001.0,0.0,3a,2001.0,61202.0,3a,2001.0,A65,A
28715,,,134073436,200212,2002,30462,0,0,0,0,0,0,0,0,0,30462,7645,12421,1000,0,17384,12551,27780,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30462,3,9,0,0,0,0,0,0,0,0,0,0,0,0,30462,22817,0,0,0,0,0,0,0,0,-10396,134394,0,48849,0,0,0,185993,137144,0,0,0,0,N,2,1,200315,29490067255063,1,2002,3,Y,1,N,1,0,2002,10016-0914,10016.0,134073436200212,1340734362002,12,0.0,0.0,0.0,136 E 39TH ST 3RD FLR,3.0,200312.0,NEW YORK,1.0,SALLY A DELSON,1.0,13.0,16.0,10.0,0.0,YIDDISH PUBLIC THEATRE INC,1.0,199912.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A65,PC,O,AR,A,,,AR,AR,0.157033,22817,0,0,30462,30462,22817,22817,1,3,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,N,N,N,N,N,30462,30462,0,0,12421,,5602.0,1,N,A65,NY,10016.0,NEW YORK,A65,,0.0,3a,2002.0,0.0,3a,2002.0,12421.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,30462.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,12551.0,3a,2002.0,A65,A
28723,,,134075172,200212,2002,25144,0,0,0,0,0,0,0,8073,8073,33217,23764,-27145,0,0,6986,5610,41998,32755,0,0,0,0,0,0,0,0,0,0,0,0,1586,6055,364,68,,31631,3,9,0,0,0,0,0,0,0,0,0,0,1950,0,31631,7867,0,0,0,0,0,0,0,0,-35012,46738,0,26003,0,0,0,72741,46738,0,0,0,0,N,1,1,200318,29409095135253,1,2002,3,Y,1,N,1,0,2002,10027-3224,10027.0,134075172200212,1340751722002,12,0.0,0.0,0.0,552 RIVERSIDE DR STE 2G,3.0,0.0,NEW YORK,2.0,JEFFERY C BERRY,1.0,13.0,16.0,10.0,0.0,DEPTFORD PLAYERS INC,1.0,199912.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,A65,PC,O,AR,A,,,AR,AR,0.243923,7867,0,1586,31631,31631,7867,7867,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,31631,33217,8073,8073,-27145,,5602.0,1,N,A65,NY,10027.0,NEW YORK,A65,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A65,A
28732,,,134076259,200206,2001,31954,0,0,0,0,0,0,0,0,0,31954,21194,-1762,0,0,1304,500,13826,5415,-4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31954,3,9,0,0,0,0,0,0,0,0,0,0,0,0,31954,10760,0,0,0,0,0,0,0,-12522,-12522,253690,0,0,0,0,0,277420,277420,0,0,0,0,N,1,1,200321,29490116047193,1,2002,3,Y,1,N,1,0,2001,10463-3647,10463.0,134076259200206,1340762592002,6,0.0,0.0,0.0,3299 CAMBRIDGE AVE STE 4A,3.0,200406.0,BRONX,1.0,MARK CORTALE,1.0,13.0,15.0,10.0,0.0,ILLYRIA THEATRE INC,1.0,200008.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A65,PC,O,AR,A,,,AR,AR,0.75836,7607,0,0,31954,28801,10760,10760,0,1,1,0,0,36005.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,31954,31954,0,0,-1762,,5602.0,1,N,A65,NY,10463.0,BRONX,A65,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,400.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,31954.0,3a,2002.0,903.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A65,A
28738,,,134077518,200212,2002,25000,0,0,0,1155,0,0,0,4957,4957,29957,54723,133008,0,0,183159,153008,385,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,,29957,3,7,0,1155,0,0,0,0,0,0,0,0,0,0,29957,-24766,-25000,11599,1888,0,0,0,0,0,182774,1009700,0,667237,10527,0,0,1690408,1023171,0,0,0,0,N,4,1,200349,29490319076193,1,2002,3,Y,1,N,1,0,2002,10012-3229,10012.0,134077518200212,1340775182002,12,0.0,0.0,0.0,584 BROADWAY SUITE 1007,3.0,200407.0,NEW YORK,2.0,HEIDI WILENIUS,1.0,13.0,15.0,10.0,0.0,HENSON INTERNATIONAL FESTIVAL OF PUPPET THEATER INC,1.0,199910.0,,NY,RTF02PC,2.0,1.0,1.0,1.0,A,A65,IN,,AR,A,A65,PC,O,AR,A,,,AR,AR,0.919041,-49766,0,0,29957,4957,-24766,-24766,2,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,N,N,N,N,N,29957,29957,4957,4957,133008,,5602.0,1,N,A65,NY,10012.0,NEW YORK,A65,,0.0,3a,2002.0,0.0,3a,2002.0,113007.0,3a,2002.0,2500.0,3a,2002.0,20001.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,25000.0,3a,2002.0,3701.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A65,A
28740,,,134077919,200212,2002,27008,0,0,0,533,0,4879,2147,8255,3376,35263,21943,58368,0,0,49973,59355,46,987,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,,30384,3,9,0,0,0,0,0,533,0,0,0,0,0,7026,30384,8441,0,0,0,0,0,0,0,0,49927,9006,0,13119,3947,0,0,26072,12953,0,0,0,0,N,3,1,200327,29409158122133,1,2002,3,Y,1,N,1,0,2002,10038-4044,10038.0,134077919200212,1340779192002,12,0.0,0.0,0.0,17 JOHN ST STE 3B,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK THEATRE EXPERIENCE INC,1.0,200001.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,A20,PC,O,AR,A,,,AR,AR,0.41064700000000004,8441,0,4879,30384,30384,8441,8441,1,1,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,30384,35263,3376,8255,58368,,5602.0,1,N,A20,NY,10038.0,NEW YORK,A65,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,10009.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A65,A
28746,,,134078761,200212,2002,0,0,0,0,0,0,0,0,43645,43645,43645,42141,4975,0,0,3471,11024,0,6049,4975,0,0,0,0,0,0,0,0,0,0,0,0,43645,0,0,,43645,3,9,0,0,0,0,0,0,0,0,0,0,0,0,43645,1504,0,0,0,0,0,0,0,3471,3471,88946,0,0,0,0,0,88946,88946,0,0,0,0,N,2,1,200343,29490221165093,1,2002,3,Y,1,N,1,0,2002,10027-3810,10027.0,134078761200212,1340787612002,12,0.0,0.0,0.0,9 W 126TH ST 2ND FLR,3.0,200312.0,NEW YORK,1.0,LINDA A DUGGINS,1.0,13.0,15.0,10.0,0.0,AFRICANA LITERATURE ARCHIVES INC,1.0,200101.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A23,PC,O,AR,A,,,AR,AR,0.662522,1504,0,0,43645,43645,1504,1504,1,1,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,43645,43645,43645,43645,4975,,5602.0,1,N,A99,NY,10027.0,NEW YORK,A70,,,,,,,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,,,,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,5512.0,3a,2002.0,0.0,3a,2002.0,5512.0,3a,2002.0,A70,A
28747,,,134078810,200306,2002,23494,0,0,0,0,0,0,0,3273,3273,26767,26167,36098,0,0,35498,30725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273,0,0,,26767,3,9,0,0,0,0,0,0,0,0,0,0,0,0,26767,600,0,0,0,0,0,0,0,0,35498,60312,0,8235,0,0,0,68547,60312,0,0,0,0,N,3,1,200348,29490270225193,1,2003,3,Y,1,N,1,0,2002,10012-3176,10012.0,134078810200306,1340788102003,6,0.0,0.0,0.0,133 WOOSTER ST,3.0,200406.0,NEW YORK,1.0,HANNE TIERNEY,1.0,13.0,15.0,10.0,0.0,FIVE MYLES INC,1.0,200003.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,A60,PC,O,AR,A,,,AR,AR,0.210182,-4773,0,0,26767,21394,600,600,-7,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,26767,26767,3273,3273,36098,,5602.0,1,N,A60,NY,10012.0,NEW YORK,A60,,0.0,3a,2003.0,0.0,3a,2003.0,36098.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,2002.0,3a,2003.0,0.0,3a,2003.0,23494.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,28623.0,3a,2003.0,A60,A
28748,,,134078840,200212,2002,10900,0,0,0,75,0,0,0,81233,81233,92133,82261,20406,0,0,19881,21906,9347,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,81158,0,0,,92133,3,9,0,0,0,0,0,75,0,0,0,0,0,0,92133,9872,0,0,0,0,0,0,0,0,10534,4000,0,124802,180,0,0,128982,4180,0,0,0,0,N,2,1,200327,29409158181133,1,2002,3,Y,1,N,1,0,2002,10034-1450,10034.0,134078840200212,1340788402002,12,0.0,0.0,0.0,55 PARK TER E APT B63,3.0,200312.0,NEW YORK,2.0,MARCO LIENHARD,1.0,13.0,16.0,10.0,0.0,EAST WINDS INC,1.0,199912.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A23,IN,,AR,A,A23,PC,O,AR,A,,,AR,AR,0.0633415,9872,0,0,92133,92133,9872,9872,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,92133,92133,81233,81233,20406,,5602.0,1,N,A68,NY,10034.0,NEW YORK,A68,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,18605.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A68,A
28751,,,134079526,200212,2002,63184,0,0,0,33,0,0,0,33,33,63217,62268,-33697,0,0,10604,10774,45250,44471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63217,3,9,0,0,0,0,0,33,0,0,0,0,0,0,63217,949,0,0,0,0,0,0,0,0,-34646,188434,0,0,0,0,0,188434,188434,0,0,0,0,N,2,1,200352,29409340008003,1,2002,3,Y,1,N,1,0,2002,10022-5025,10022.0,134079526200212,1340795262002,12,0.0,0.0,0.0,300 E 54TH ST APT 23K,3.0,200312.0,NEW YORK,1.0,YAFFA ELIACH,1.0,13.0,15.0,10.0,0.0,SHTETL FOUNDATION,1.0,200001.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A80,IN,,AR,A,A80,PC,O,AR,A,,,AR,AR,0.145457,949,0,0,63217,63217,949,949,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,63217,63217,33,33,-33697,,5602.0,1,N,A80,NY,10022.0,NEW YORK,A80,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A80,A
