,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6INVTAX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,LEVEL1,LEVEL2,LEVEL3,LEVEL4,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
8618,133838457,200012,2000,200221.0,29491110064192,Z99Z,N,Y,0.0,1.0,2000,2.0,2.0,4.0,3,91,210000,285,0,0,0,0,0,45907,0,210285,195093,15192,194808,0,0,0,11632,0,0,0,0,0,11632,0,0,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,285,0,195093,285,194808,285,0,0,0,0,11632,0,11632,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,PIERRE AND MARIA-GAETANA MATISSE CHARITABLE FOUNDATION,,1 E 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1.0,199512.0,1.0,3.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.743404,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A40,A
8696,133876967,200112,2001,200232.0,29491208054122,A54Z,N,Y,0.0,1.0,2001,2.0,1.0,1.0,3,119,0,0,0,0,0,0,0,0,0,1,456,-455,0,0,0,0,294,0,0,0,0,0,294,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,456,0,0,0,0,294,0,0,294,0,294,0,0,0,0,0,0,0,0,0,0,572,0,1,0,0,0,1,0,4900,11150,6695,22745,294,750,725,960,2729,0,0,0,0,0,0,0,0,0,0,0,5300,11150,68242,84692,0,0,0,0,0,0,0,0,0,0,10022.0,ELF AQUITAINE INTERNATIONAL FOUNDATION INC,% EUGENE G MCGUIRE,444 MADISON AVE 20TH FLR,NEW YORK,NY,10022-6903,0.0,3.0,1.0,199606.0,1.0,3.0,119.0,602.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A54,A,A,IN,,1,AR,AR,AR,0.352052,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A54,A
8708,133885307,200109,2001,200214.0,29491068103112,A51Z,N,Y,0.0,1.0,2000,2.0,8.0,4.0,3,91,40100,27381,82655,0,-31595,0,1225,78983,85500,119766,389683,-269917,348681,100287,2006,100287,12611352,820655,860924,0,1681579,3370,12404797,0,164832,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,110036,111261,304183,9749,263181,9749,10974,0,0,0,12404797,0,12607982,2006,0,0,1720,0,0,0,2,288,0,3346835,0,85244,71909,34548,7214,198915,348681,324397,335603,194375,1203056,12404797,12874867,12480932,10171627,47932223,9241071,9270071,9535196,9939671,37986009,109888,105731,89408,7412,312439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,NANCY GRAVES FOUNDATION INC,% HECHT & COMPANY,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1.0,199704.0,1.0,3.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.6842010000000001,N,PF,O,AR,A,NY,10018.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A51,A
8718,133893379,200203,2002,200232.0,29491187072022,A20Z,N,Y,0.0,1.0,2001,2.0,2.0,3.0,3,91,25000,0,0,0,0,0,1484,0,0,26484,51268,-24784,48515,0,0,1484,15259,0,0,0,0,0,14470,0,554,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1484,51268,0,48515,0,0,9553,0,0,14470,0,15259,0,0,0,0,0,0,0,0,0,0,11247,0,554,839,335,633,2361,48515,52481,78096,110348,289440,1,0,0,0,1,0,0,0,0,0,369,559,223,422,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,AMERICAN FOUNDATION FOR TEXTILE ART INC,,499 PARK AVENUE,NEW YORK,NY,10022-1240,0.0,3.0,1.0,199703.0,1.0,3.0,91.0,119.0,120.0,1.0,13.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.7366010000000001,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A40,A
8719,133893616,200112,2001,200225.0,29491138047202,A99Z,N,Y,0.0,1.0,2001,3.0,1.0,1.0,3,994,0,34,0,0,0,0,0,0,0,34,0,34,0,34,1,0,6168,0,0,0,0,10000,6168,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,34,0,0,0,0,0,0,0,0,0,6168,0,-3833,1,0,0,0,0,0,0,0,1,0,6153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,TRIBUTE 21 FOUNDATION INC,,10 WEST 56TH STREET,NEW YORK,NY,10019-3801,0.0,3.0,1.0,199702.0,1.0,15.0,994.0,119.0,90.0,1.0,13.0,199912.0,20.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.0424224,N,PC,O,AR,A,NY,10019.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A99,A
8734,133902358,200112,2001,200229.0,29491187055052,A60J,N,Y,0.0,1.0,2001,3.0,6.0,6.0,3,602,507435,430,23362,4701,0,0,4440,103850,50700,540368,268204,272164,240012,4613,46,0,1082418,0,0,0,0,0,1082418,0,41336,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,28493,0,217504,23880,189312,23880,0,0,0,0,1082418,0,1082418,46,0,0,0,0,0,0,0,46,0,839319,41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,% JAY S HARRIS,PO BOX 672 PRINCE ST STATION,NEW YORK,NY,10012-0013,0.0,3.0,1.0,199702.0,1.0,4.0,602.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A12,A,A,IN,,1,AR,AR,AR,0.520764,N,PF,S,ZB,A,NY,10012.0,NEW YORK,core2001pf_ver1,PF,S,ZB,A,IN,,A1260,A
8743,133910335,200112,2001,200240.0,29491257052152,A80,N,Y,0.0,1.0,2001,2.0,3.0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36000,0,0,0,0,2000,36000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2000,2000,1,0,0,36000,36000,0,0,0,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,FISH FAMILY FOUNDATION INC,% HAMILTON FISH,33 IRVING PL FL 8,NEW YORK,NY,10003-2332,0.0,3.0,2.0,199902.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A80,A,A,IN,,1,AR,AR,AR,0.180333,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,N12,N
8819,133921831,200112,2001,200239.0,29491250099022,A99Z,N,Y,0.0,1.0,2001,3.0,8.0,7.0,3,602,5014706,106417,38334,0,0,0,0,0,889174,5159457,890635,4268822,889524,144751,1448,144751,10086116,0,3004483,0,3004483,0,10698323,0,374319,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,144751,144751,1461,0,350,0,0,0,0,3764706,10698323,0,10086116,1448,0,0,3289,0,0,0,0,-1841,1841,7600378,372871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,BARBARA M ZALAZNICK FOUNDATION,% ERIC KAPLAN,1285 6TH AVE STE 21 FLR,NEW YORK,NY,10019-6028,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.173351,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A99,A
8855,133926887,200112,2001,200229.0,29491166028212,A60Z,N,Y,0.0,1.0,2001,3.0,5.0,4.0,3,119,0,5234,34415,186861,0,0,0,0,5682,226510,11203,215307,11100,226407,4528,0,969616,299952,0,300135,600087,0,977686,0,47763,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,226510,0,5521,103,5418,103,0,11979,0,0,977686,0,969616,4528,0,0,1426,0,0,0,0,3102,0,969816,43235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,LAURA PELS INTERNATIONAL FOUNDATION INC,% LAURA PELS,234 W 44TH STREET,NEW YORK,NY,10036-3909,0.0,3.0,1.0,199703.0,1.0,4.0,119.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.019659299999999998,N,PF,O,AR,A,NY,10036.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A60,A
8856,133927380,200112,2001,200223.0,29491124015082,A83I,N,Y,0.0,1.0,2001,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10471.0,JEWISH REGISTRY INC,% MARVIN WEITZ,621 WEST 254TH STREET,RIVERDALE,NY,10471-1225,0.0,3.0,1.0,199705.0,1.0,15.0,994.0,94.0,0.0,1.0,13.0,200012.0,10.0,12,,36005.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.12245999999999999,N,PC,S,ZA,A,NY,10471.0,RIVERDALE,core2001pf_ver1,PF,S,ZA,A,IN,,X30,X
8860,133929084,200112,2001,200250.0,29491320068112,A20Z,N,Y,0.0,1.0,2001,2.0,4.0,3.0,3,119,0,0,7010,0,0,0,21538,10000,6765,28548,84976,-56428,77475,7010,0,28548,204528,0,0,0,0,387,1,0,3148,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,7010,28548,78211,0,70710,0,0,29072,0,0,0,0,204141,0,0,0,0,0,0,0,0,0,0,63918,0,3148,2669,0,0,5817,77475,54840,51838,86373,270526,204528,260728,351210,67640,884106,204528,260728,351210,67640,884106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,ART BRIDGE ASSOCIATION INC,,22 WATTS ST,NEW YORK,NY,10013-1690,0.0,3.0,1.0,199709.0,1.0,3.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.483346,N,PF,O,AR,A,NY,10013.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A03,A
8863,133929462,200112,2001,200233.0,29491208069182,A40Z,N,Y,0.0,1.0,2001,2.0,5.0,4.0,3,91,190646,0,5341,28549,0,0,0,0,14850,224536,15456,209080,14850,33890,678,0,622165,0,312234,0,312234,0,625755,0,26150,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,33890,0,606,0,0,0,0,0,0,134931,625755,0,622165,678,0,0,0,0,0,0,10,688,0,530959,25472,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010.0,ALVIN E FRIEDMAN-KIEN FOUNDATION INC,% ROBERT H HOROWITZ,ONE LEXINGTON AVE STE 2A,NEW YORK,NY,10010-5515,0.0,3.0,1.0,199612.0,1.0,3.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.727953,N,PF,O,AR,A,NY,10010.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A40,A
8865,133930172,200112,2001,200246.0,29491292026032,A99Z,N,Y,0.0,1.0,2001,3.0,8.0,8.0,3,602,3952886,87449,156808,0,-1227634,0,4825325,0,3578742,7794834,3688289,4106545,3578742,136635,1366,0,24375145,0,20202620,0,20202620,0,24375145,0,1288212,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,243552,0,109547,106917,0,106917,0,0,0,957342,24375145,0,24375145,1366,0,0,14368,0,0,0,0,-13002,13002,26156584,1286846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,TOMORROW FOUNDATION,% LAURA BAUDO SILLERMAN,650 MADISON AVE,NEW YORK,NY,10022-1029,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.15823399999999999,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A99,A
8903,133935646,200112,2001,200214.0,29491068110012,A99Z,N,Y,0.0,1.0,2001,3.0,6.0,6.0,3,602,0,0,54233,546162,0,0,0,0,210500,600395,213495,386900,210500,600395,12008,0,4831248,0,3981377,0,3981377,0,4831248,0,215878,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,600395,0,2995,0,0,0,0,52279,0,0,4831248,0,4831248,12008,0,0,7356,0,0,0,0,4652,0,4383308,203870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,SCHLOSS FAMILY FOUNDATION INC,% WALTER J SCHLOSS,52 VANDERBILT AVE 8TH FLR,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.700511,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A99,A
8907,133935995,200012,2000,200203.0,29491356042071,A40J,N,Y,0.0,1.0,2000,3.0,9.0,6.0,3,602,973390,19227,1565659,2101712,0,0,0,0,2604500,4659988,3103243,1556745,2708673,3357422,67148,0,55515484,17340175,24208869,2556839,44105883,55391,59809623,2103028,3025773,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3714992,0,498743,357570,104173,357570,0,39885,0,7332026,59809623,0,55460093,67148,0,0,71842,0,17000,0,0,-21694,21694,61437005,2958625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111.0,LILY AUCHINCLOSS FOUNDATION INC,% ALEXANDRA HERZAN,630 FIFTH AVE,NEW YORK,NY,10111-0100,0.0,3.0,1.0,199706.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A12,A,A,IN,,1,AR,AR,AR,0.00447166,N,PF,S,ZB,A,NY,10111.0,NEW YORK,core2001pf_ver1,PF,S,ZB,A,IN,,A40,A
8918,133936809,200112,2001,200235.0,29491187127242,A50Z,N,Y,0.0,1.0,2001,2.0,0.0,0.0,3,60,0,0,0,0,0,0,0,0,4085,0,4085,-4085,4085,0,0,0,0,0,0,0,0,0,77615,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,77615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,MELLIJOR CHARITABLE FOUNDATION INC,% WILLIAM BORDEN,200 W 57TH ST STE 802,NEW YORK,NY,10019-3211,0.0,3.0,1.0,199806.0,1.0,3.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A50,A,A,IN,,1,AR,AR,AR,0.500498,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A50,A
8924,133938484,200106,2001,200209.0,29491026021032,A99I,N,Y,0.0,1.0,2000,3.0,4.0,1.0,3,119,0,0,2924,0,0,0,0,0,0,2924,236,2688,0,2688,27,0,192445,0,187600,0,187600,7748,300564,14779,14806,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2924,0,236,236,0,236,0,4845,0,0,300565,0,184697,27,0,0,0,0,0,0,0,27,0,296123,14779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,BETTY RETTER FOUNDATION,% BETTY RETTER,210 CENTRAL PARK SOUTH,NEW YORK,NY,10019-1416,0.0,3.0,1.0,199707.0,1.0,4.0,119.0,0.0,0.0,2.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.112969,N,PF,S,ZA,A,NY,10019.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A99,A
9020,133952016,200112,2001,200218.0,29491096000132,A20Z,N,Y,0.0,1.0,2001,3.0,6.0,6.0,3,91,0,80,4424,603294,0,0,0,0,358100,607798,360781,247017,358100,606657,6067,0,1704000,0,735486,0,735486,0,1547879,0,75864,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,607798,0,2681,1141,0,1141,0,49990,0,0,1547879,0,1704000,6067,0,0,620,0,0,0,0,5447,0,1540379,69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,PAINTER HILL FOUNDATION,% REMINICK ARRONS & CO LLP,685 THIRD AVE STE 19 FLR,NEW YORK,NY,10017-4024,0.0,3.0,1.0,199708.0,1.0,4.0,91.0,602.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.11341500000000002,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A20,A
9026,133953850,200106,2001,200241.0,29491229033032,A99M,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10456.0,MAJESTIC HARMONY INC,% VERONICA CLARKE,630 E 170TH ST 3A,BRONX,NY,10456-2340,0.0,3.0,1.0,199805.0,1.0,15.0,994.0,119.0,0.0,1.0,11.0,200106.0,20.0,6,,36005.0,5602.0,5600.0,A19,A,A,IN,,1,AR,AR,AR,0.433041,N,PC,O,AR,A,NY,10456.0,BRONX,core2001pf_ver1,PF,O,AR,A,IN,,A99,A
9060,133967980,200112,2001,200237.0,29491180078032,A70Z,N,Y,0.0,1.0,2001,3.0,1.0,3.0,3,994,38990,0,0,0,0,0,0,0,6000,38990,36271,2719,36271,0,0,0,6634,0,0,0,0,0,6634,0,260,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,30271,0,30271,0,0,6634,0,0,6634,0,6634,0,0,0,0,0,0,0,0,0,0,5275,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021.0,LANDMARKS FOUNDATION PROTECTING SAC RED SITES GLOBALLY INC,,155 E 75TH ST,NEW YORK,NY,10021-3251,0.0,3.0,1.0,199712.0,1.0,15.0,994.0,119.0,0.0,1.0,13.0,200112.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.785287,N,PC,O,AR,A,NY,10021.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A70,A
9061,133968595,200112,2001,200228.0,29491159276082,A31,N,Y,0.0,1.0,2001,2.0,5.0,4.0,3,0,102000,1,0,0,0,0,0,0,0,102001,934,101067,0,1,0,1,544161,0,0,0,0,0,544161,0,627,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,934,0,0,0,0,16877,0,0,544161,0,544161,0,0,0,0,0,0,0,0,0,0,12736,0,1,736,1616,1258,3611,84400,90515,126430,155600,456945,1,0,0,0,1,0,0,0,0,0,418,1217,2949,2921,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,FOUNDATION FOR FILM PRESERVATION INC,% STARR & COMPANY LLC,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,2.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,SCORSESE MARTIN TTEE,36061.0,5602.0,5600.0,A31,A,A,IN,,1,AR,AR,AR,0.623474,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A31,A
9068,133970766,200203,2002,200238.0,29491229047002,A99Z,N,Y,0.0,1.0,2001,2.0,4.0,4.0,3,59,0,3414,1314,0,-15726,0,0,0,17775,2398,28538,-26140,23806,10211,102,0,357480,0,0,0,0,0,328615,0,0,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,13396,0,14711,0,10763,4500,6030,4500,0,1977,0,305031,328615,0,357480,102,0,0,0,0,0,0,0,102,0,322514,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.0,NEW YORK CLASSICAL CLUB INC,% DAVID J MURPHY-NIGHTINGALE-BAM FO,20 E 92ND ST,NEW YORK,NY,10128-0608,0.0,3.0,1.0,199806.0,1.0,3.0,59.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.9637030000000001,N,PF,O,AR,A,NY,10128.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A99,A
9101,133977614,200109,2001,200244.0,29491271000122,A20,N,Y,0.0,1.0,2000,2.0,3.0,1.0,3,0,4513,189,0,0,0,0,0,0,0,4702,4875,-173,0,189,4,0,30710,0,0,0,0,0,30710,0,1515,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,189,0,4875,0,0,0,0,12,0,0,30710,0,30710,4,0,0,0,0,0,0,0,4,0,30769,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,JOHNNIE L COCHRAN JR ART FUND INC,% JOHNNIE L COCHRAN JR,99 HUDSON ST 8TH FL,NEW YORK,NY,10013-2815,0.0,3.0,1.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,9,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.271454,N,PF,O,AR,A,NY,10013.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A12,A
