,EIN,NteeIrs,EOY,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,Verifyby,fincheckv
11198,131520977,,7.0,200709,2006,0.0,77300,0,0,0,0.0,0,0,0,0,77300.0,55800.0,103772,19200,0,82272,103772,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,77300.0,77300,0,0,0,0,0,0,0,21500.0,0,0,0,0,0,0,0,82272.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,119,N,4.0,1,200814.0,29490075146018,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2006.0,10021-0111,10021.0,131520977200709.0,1315209772007.0,9,119.0,0.0,0.0,1040 MADISON AVE,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,1.0,197601.0,,NY,rtf07co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A038,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.0317,A,O,O,AR,A,IN,,A0380,A,,,
11222,131572247,A6AI,7.0,200707,2006,0.0,421356,250000,244805,35733,0.0,173174,908536,1367443,949464,1788799.0,1237717.0,986846,0,0,1623185,1745834,770169,758988,0.0,0,0,0,0,0,0,0,0,0,0,0,,1370820.0,1370820,0,5195,0,0,0,0,1081710,133103.0,727,448901,57148,0,0,0,0,853016.0,0,0,0,0,33829.0,1904,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,119,N,6.0,1,200808.0,29490033076138,90,1.0,2007,6.0,Y,1.0,Y,1.0,0.0,2006.0,10023-0000,10023.0,131572247200707.0,1315722472007.0,7,119.0,319.0,0.0,INC LINCOLN CTR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,METROPOLITAN OPERA CLUB INC,1.0,194608.0,,NY,rtf07co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A11,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.8798,A,O,S,ZA,A,IN,,A11,A,,,
11284,131677485,A330,7.0,200703,2006,455300000.0,0,0,0,104800000,0.0,0,0,8012100000,7996700000,8467400000.0,8336600000.0,2744900000,8882628,0,4236600000,5147900000,2154000000,2403000000,2744900000.0,0,0,0,0,0,0,0,0,7486800000,0,309100000,M,8452000000.0,8452000000,0,0,111400000,15400000,96000000,0,0,115400000.0,546900000,1875232665,0,0,0,196300000,111500000,2082600000.0,0,0,0,0,27400000.0,0,0,77400000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2082600000.0,121,N,9.0,1,200808.0,93490043004258,90,1.0,2007,9.0,Y,1.0,Y,1.0,0.0,2006.0,10017-2803,10017.0,131677485200703.0,1316774852007.0,3,121.0,122.0,149.0,747 THIRD AVENUE 7TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,BRITISH BROADCASTING CORP,1.0,199202.0,,NY,SOI,6.0,6.0,6.0,6.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.35957,A,O,O,AR,A,IN,,A30,A,,SOI,SOI
11430,131769475,,,200512,2005,0.0,2150,0,0,4593,0.0,0,0,48318,48318,50468.0,32450.0,192201,0,0,219137,193301,0,0,0.0,0,0,0,0,0,0,0,44954,0,-1229,0,,5514.0,5514,0,0,0,0,0,43725,0,-26936.0,0,0,0,0,0,0,0,219137.0,2150,0,0,0,4593.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,319,,,1,,29490098170166,90,,2005,,,,N,,,,10036-1314,10036.0,,,12,319.0,0.0,0.0,326 W 48TH ST,3.0,0.0,NYC,2.0,,2.0,13.0,0.0,20.0,0.0,THEATRICAL MUTUAL ASSOCIATION NEW YORK LODGE-1,1.0,199606.0,,NY,CORE06co,,,,,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.56545,B,O,O,AR,A,IN,,A65,A,,,
11439,131777183,,7.0,200712,2007,0.0,5395848,0,0,131901,0.0,0,0,2565176,2565176,7961024.0,8021135.0,3279185,766788,0,4060084,7808013,829560,4528828,0.0,0,0,0,0,0,0,0,0,2338671,0,44204,,7961024.0,7961024,50400,0,0,0,0,0,0,-60111.0,108772,2308464,141281,0,0,0,0,3230524.0,0,0,0,0,131901.0,0,50400,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,919,N,7.0,1,200853.0,29490348093098,90,1.0,2007,7.0,Y,1.0,N,1.0,0.0,2007.0,10022-3108,10022.0,131777183200712.0,1317771832007.0,12,919.0,200.0,59.0,3 EAST 54TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISION BUREAU OF ADVERTISING INC,1.0,195602.0,,NY,rtf07co,5.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A013,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.56719,B,O,O,AR,A,IN,,A0132,A,,,
11442,131783842,A33C,7.0,200712,2007,0.0,301373,184000,139006,12568,0.0,0,0,1050334,911328,1351707.0,420901.0,828310,80833,0,620049,829189,0,879,828310.0,0,0,0,0,0,0,0,547717,1550,304499,0,,664984.0,664984,0,44994,0,0,0,852216,0,244083.0,-35822,25644,9072,0,0,0,0,620049.0,0,0,0,0,12568.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,620049.0,200,N,5.0,1,200853.0,29490348025228,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,10036-6603,10036.0,131783842200712.0,1317838422007.0,12,200.0,0.0,0.0,20 W 44TH ST 4TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ANTIQUARIAN BOOKSELLERS ASSOC OF AMERICA INC SHOP 2 CONCOURSE,1.0,195109.0,,NY,rtf07co,3.0,3.0,4.0,2.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6622399999999999,A,O,O,AR,A,IN,,A0333,A,,,
11487,131855535,,8.0,200806,2007,0.0,611238,0,0,94,0.0,0,156695,156789,156789,768027.0,679023.0,-9836,110000,0,304518,344953,403358,354789,-9836.0,0,0,0,0,0,0,0,0,0,0,0,,768027.0,768027,0,0,0,0,0,0,156695,89004.0,0,133342,23356,0,0,0,0,-98840.0,0,0,0,0,94.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-98840.0,205,N,4.0,1,200853.0,29490348029048,90,1.0,2008,5.0,Y,1.0,N,1.0,0.0,2007.0,10018-7480,10018.0,131855535200806.0,1318555352008.0,6,205.0,0.0,0.0,12 W 37TH ST STE 2ND,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHILDRENS BOOK COUNCIL INC,1.0,195009.0,,NY,rtf07co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5445800000000001,C,O,O,AR,A,IN,,A33,A,,,
11569,131951979,A32Z,7.0,200708,2006,0.0,36624,0,0,135910,0.0,0,0,5265240,5265240,5301864.0,6461295.0,3180113,635126,0,5456312,4222031,1118568,1041918,0.0,0,0,0,0,0,0,0,0,5110400,0,18930,,5301864.0,5301864,0,0,0,0,0,0,0,-1159431.0,1800,1309866,130517,0,0,0,0,4337744.0,0,0,0,0,135910.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,205,N,6.0,1,200835.0,29490208358208,90,1.0,2007,7.0,Y,1.0,N,1.0,0.0,2006.0,10019-2211,10019.0,131951979200708.0,1319519792007.0,8,205.0,0.0,0.0,111 W 57TH ST STE 600,6.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,3005.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,5.0,197610.0,,NY,rtf07co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.36691,A,O,O,AR,A,IN,,A0332,A,,,
11577,131956457,,7.0,200712,2007,0.0,369266,0,0,11511,0.0,0,0,11511,11511,380777.0,388510.0,185086,20293,0,308328,248768,115509,63682,0.0,0,0,0,0,0,0,0,0,0,0,0,,380777.0,380777,0,0,0,0,0,0,0,-7733.0,0,0,1944,0,0,0,0,192819.0,0,0,0,0,11511.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,263,N,4.0,1,200843.0,29490278073048,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10028-0113,10028.0,131956457200712.0,1319564572007.0,12,263.0,59.0,264.0,1000 5TH AVE,9.0,0.0,NEW YORK,3.0,WILFRED A LEE,2.0,13.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,196004.0,1503 NY LOC NYC METRO MUSEUM OF ART,NY,rtf07co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.22198,A,O,O,AR,A,IN,,A50,A,,,
11611,131996451,,,200512,2005,0.0,976875,229060,238857,43536,0.0,0,0,272596,33739,1249471.0,1231674.0,208399,315600,0,881699,619620,445875,411221,0.0,0,0,0,0,0,0,0,0,0,0,0,,1010614.0,1010614,0,-9797,0,0,0,0,0,-221060.0,-6365,224660,23652,0,0,0,0,435824.0,0,0,0,0,16746.0,26790,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,920,,,1,200703.0,29490351121086,90,,2005,,,,N,,,,10017-6588,10017.0,131996451200512.0,1319964512005.0,12,920.0,905.0,0.0,370 LEXINGTON AVE RM 902,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MEDIA RATING COUNCIL INC,1.0,196512.0,,NY,CORE06co,3.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.07962000000000001,B,O,O,AR,A,IN,,A30,A,,,
11624,132509231,A037,7.0,200709,2006,140918.0,865655,600014,608539,50319,0.0,0,0,1268929,660390,2275502.0,1466007.0,2938430,128423,0,2940563,3395769,174922,457339,0.0,0,0,0,0,0,0,0,0,618061,0,535,M,1666963.0,1666963,0,-8525,0,0,0,0,0,200956.0,-28167,474748,54392,0,0,0,0,2765641.0,0,0,0,0,21197.0,29122,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,6.0,1,200813.0,29490061232198,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2006.0,10016-5509,10016.0,132509231200709.0,1325092312007.0,9,200.0,0.0,0.0,31 E 32ND ST FL 7,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,AUTHORS GUILD INC,1.0,199603.0,,NY,SOI,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A037,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.76525,A,O,O,AR,A,IN,,A0370,A,,SOI,SOI
11631,132534897,,7.0,200712,2007,0.0,0,0,0,1178,0.0,0,0,330593,330593,330593.0,250186.0,546400,0,0,477510,559611,9618,13211,0.0,0,0,0,0,0,0,0,0,325171,0,4244,,330593.0,330593,0,0,0,0,0,0,0,80407.0,-1899,0,0,0,0,0,0,467892.0,0,0,0,0,1178.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,N,5.0,1,200850.0,29490320227258,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10011-7419,10011.0,132534897200712.0,1325348972007.0,12,0.0,0.0,0.0,45 W 14TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,PAINTING INDUSTRY FUND BUILDING CORP,1.0,199904.0,,NY,rtf07co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.74373,A,O,O,AR,A,IN,,A40,A,,,
11651,132562532,,7.0,200706,2006,0.0,263024,0,0,9688,0.0,0,0,274161,274161,537185.0,593706.0,184584,85615,0,241310,327103,205,142519,0.0,0,0,0,0,0,0,0,0,264473,0,0,,537185.0,537185,0,0,0,0,0,0,0,-56521.0,0,40313,9822,0,0,0,0,241105.0,0,0,0,0,9688.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,205,N,4.0,1,200813.0,29490068050268,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2006.0,10036-5505,10036.0,132562532200706.0,1325625322007.0,6,205.0,120.0,279.0,1501 BROADWAY STE 302,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,1.0,196801.0,,NY,rtf07co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8375100000000001,A,O,O,AR,A,IN,,A70,A,,,
11666,132579031,,7.0,200710,2006,0.0,171875,0,0,6884,0.0,0,0,452006,452006,623881.0,288854.0,378913,0,0,321442,379913,17621,1000,378913.0,0,0,0,0,0,0,0,259935,0,185187,0,,363946.0,363946,0,0,0,0,0,445122,0,75092.0,0,67403,5224,0,0,0,0,303821.0,0,0,0,0,6884.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,303821.0,200,N,4.0,1,200843.0,29490278164008,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2006.0,10001-1809,10001.0,132579031200710.0,1325790312007.0,10,200.0,0.0,0.0,481 EIGHTH AVENUE - SUITE 826,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,1.0,196712.0,,NY,rtf07co,2.0,2.0,3.0,2.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.75657,C,O,O,AR,A,IN,,A33,A,,,
11739,132666239,,6.0,200612,2006,0.0,198816,0,0,11194,0.0,0,0,407029,407029,605845.0,182673.0,581212,0,0,371737,690873,102598,109661,0.0,0,0,0,0,0,0,0,111099,0,284736,0,,494746.0,494746,0,0,0,0,0,395835,0,312073.0,0,0,0,0,0,0,0,269139.0,0,0,0,0,0.0,8085,0,3109.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,5.0,1,200819.0,29490089265078,90,1.0,2006,5.0,Y,1.0,N,1.0,0.0,2006.0,10007-3139,10007.0,132666239200612.0,1326662392006.0,12,200.0,120.0,0.0,22 CORTLANDT ST FL 17,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,1.0,197101.0,,NY,rtf07co,3.0,2.0,3.0,2.0,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.23375,A,O,O,AR,A,IN,,A34,A,,,
11777,132760431,,7.0,200712,2007,0.0,297240,71012,60531,5701,0.0,0,0,85565,25034,382805.0,328032.0,279711,0,0,285469,279711,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3048,,322274.0,322274,5804,10481,0,0,0,0,0,-5758.0,0,119091,9244,0,0,0,0,285469.0,0,0,0,0,0.0,5701,5804,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,4.0,1,200839.0,29490250159028,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10001-6860,10001.0,132760431200712.0,1327604312007.0,12,200.0,0.0,0.0,275 7TH AVE RM 1504,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MEDIA COALITION INC,1.0,197407.0,,NY,rtf07co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.74556,B,O,O,AR,A,IN,,A30,A,,,
11806,132830730,,7.0,200709,2006,0.0,0,760021,0,217438,0.0,0,0,1217459,1217459,1217459.0,279684.0,9624658,0,0,8686883,9624658,0,0,9624658.0,0,0,0,0,0,0,0,0,240000,0,0,,1217459.0,1217459,0,760021,0,0,0,0,0,937775.0,0,0,0,0,0,0,0,8686883.0,0,0,0,0,140574.0,76864,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8686883.0,265,N,7.0,1,200808.0,29490027061328,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2006.0,10001-6708,10001.0,132830730200709.0,1328307302007.0,9,265.0,0.0,0.0,275 7TH AVE,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,LOCAL 1101 OF THE COMMUNICATIONS WKRS OF AMER AFL CIO RTRMNT TR PLN,2.0,197602.0,,NY,rtf07co,5.0,4.0,4.0,2.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.53462,A,O,O,AR,A,IN,,J40,J,,,
11822,132857274,A33E,8.0,200806,2007,0.0,614328,0,0,27443,0.0,0,0,224821,224821,839149.0,775718.0,645165,234000,0,581734,645165,0,0,0.0,0,0,0,0,0,0,0,0,197378,0,0,,839149.0,839149,0,0,0,0,0,0,0,63431.0,0,111290,20348,0,0,0,0,581734.0,0,0,0,0,27443.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,5.0,1,200852.0,29490341036228,90,1.0,2008,5.0,Y,1.0,N,1.0,0.0,2007.0,10010-6848,10010.0,132857274200806.0,1328572742008.0,6,200.0,209.0,0.0,19 W 21ST ST RM 905,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,BOOK INDUSTRY STUDY GROUP INC,1.0,197609.0,,NY,rtf07co,3.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A053,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8879799999999999,A,O,O,AR,A,IN,,A0533,A,,,
11836,132876085,,7.0,200712,2007,0.0,214051,0,0,3482,0.0,159588,114906,997548,837960,1211599.0,614837.0,741533,67971,0,390753,923307,86394,181774,741533.0,0,0,0,0,0,0,0,0,0,0,719572,,1052011.0,1052011,0,0,0,0,0,0,274494,437174.0,0,65912,11366,0,0,0,70800,304359.0,0,0,0,0,3482.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,304359.0,279,N,5.0,1,200853.0,29490292206208,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,10038-3242,10038.0,132876085200712.0,1328760852007.0,12,279.0,0.0,0.0,90 JOHN ST RM 403,6.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,9262.0,GRAPHIC ARTISTS GUILD INC,1.0,199509.0,,NY,rtf07co,3.0,4.0,4.0,3.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.89299,C,O,O,AR,A,IN,,A99,A,,,
11837,132877623,,7.0,200709,2006,0.0,34257,0,0,6039,0.0,0,0,133012,133012,167269.0,131427.0,182288,0,0,143262,182288,0,0,0.0,0,0,0,0,0,0,0,0,126973,0,0,,167269.0,167269,0,0,0,0,0,0,0,35842.0,3184,0,0,0,0,0,0,143262.0,0,0,0,0,6039.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,123,N,4.0,1,200843.0,29490278176128,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2006.0,10017-7111,10017.0,132877623200709.0,1328776232007.0,9,123.0,0.0,0.0,360 MADISON AVE 15 FL,3.0,0.0,NEW YORK,2.0,,0.0,13.0,0.0,10.0,0.0,FIXED INCOME ANALYSTS SOCIETY INC HARRHANSEN MGMT INC,5.0,0.0,,NY,rtf07co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.37456,C,O,O,AR,A,IN,,A01,A,,,
11844,132881755,,7.0,200712,2007,0.0,3066,0,0,1615,0.0,0,0,26559,26559,29625.0,15149.0,164262,0,0,158951,164262,0,0,0.0,0,0,0,0,0,0,0,9165,0,15779,0,,20460.0,20460,0,0,0,0,0,24944,0,5311.0,0,0,0,0,0,0,0,158951.0,0,0,0,0,1615.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,279,N,4.0,1,200827.0,29490167266168,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10314-0122,10314.0,132881755200712.0,1328817552007.0,12,279.0,0.0,0.0,PO BOX 140122,9.0,0.0,STATEN ISLAND,1.0,HENRY ALVESTAD,1.0,13.0,0.0,10.0,108.0,SONS OF NORWAY,5.0,194009.0,3-0410 NANSEN LODGE,NY,rtf07co,2.0,1.0,1.0,1.0,36085.0,5602.0,5600.0,A80,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.29914,C,O,O,AR,A,IN,,A80,A,,,
11885,132918640,,7.0,200712,2007,0.0,32836,0,0,1400,0.0,0,0,52496,35612,85332.0,62144.0,69015,0,0,62711,69015,0,0,0.0,0,0,0,0,0,0,0,0,34096,0,0,,68448.0,68448,0,0,17000,16884,116,0,0,6304.0,0,0,0,0,0,0,0,62711.0,0,0,0,0,0.0,0,0,1400.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,205,N,3.0,1,200829.0,29409187053438,9,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10163-2119,10163.0,132918640200712.0,1329186402007.0,12,205.0,0.0,0.0,PO BOX 2119,3.0,0.0,NEW YORK,2.0,SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,WOMENS MEDIA GROUP INC,1.0,199308.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.93105,B,O,O,AR,A,IN,,A30,A,,,
11900,132932563,,6.0,200612,2006,0.0,3780,0,0,27502,0.0,0,0,46707,46707,50487.0,19570.0,80211,0,0,75050,80211,0,0,0.0,0,0,0,0,0,0,0,25756,0,-6551,0,,24731.0,24731,0,0,0,0,0,19205,0,5161.0,0,0,0,0,0,0,0,75050.0,0,0,0,0,0.0,0,0,27502.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,119,N,3.0,1,200804.0,29409363093287,9,1.0,2006,3.0,Y,1.0,N,1.0,0.0,2006.0,11209-3601,11209.0,132932563200612.0,1329325632006.0,12,119.0,123.0,0.0,7919 3RD AVE,3.0,0.0,BROOKLYN,1.0,,2.0,11.0,0.0,10.0,0.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,1.0,197805.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9028299999999999,C,O,O,AR,A,IN,,A99,A,,,
11960,132989680,,8.0,200807,2007,0.0,31800,0,0,35,0.0,0,0,64920,64920,96720.0,91895.0,22873,0,0,18048,22873,0,0,0.0,0,0,0,0,0,0,0,0,64885,0,0,,96720.0,96720,0,0,0,0,0,0,0,4825.0,0,0,0,0,0,0,0,18048.0,0,0,0,0,0.0,35,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,319,N,2.0,1,200846.0,29490286001088,90,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2007.0,10022-3061,10022.0,132989680200807.0,1329896802008.0,7,319.0,0.0,0.0,430 E 57TH ST,3.0,0.0,NEW YORK,1.0,MRS ANNA TRACY BRICKER,2.0,13.0,0.0,10.0,0.0,DINNER DANCERS INC,1.0,199409.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A62,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.84485,A,O,O,AR,A,IN,,A62,A,,,
11962,132990527,,8.0,200805,2007,0.0,113074,0,0,5794,0.0,0,0,5794,5794,118868.0,59803.0,235597,0,0,176532,235597,0,0,235597.0,0,0,0,0,0,0,0,0,0,0,0,,118868.0,118868,0,0,0,0,0,0,0,59065.0,0,0,0,0,0,0,0,176532.0,0,0,0,0,5794.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,176532.0,205,N,4.0,1,200829.0,93490191000008,90,1.0,2008,4.0,Y,1.0,N,1.0,0.0,2007.0,10016-8703,10016.0,132990527200805.0,1329905272008.0,5,205.0,0.0,0.0,243 5TH AVE,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,1.0,197910.0,,NY,rtf07co,2.0,2.0,2.0,1.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04705,A,O,O,AR,A,IN,,A68,A,,,
11990,133021168,,8.0,200802,2007,88758.0,0,0,0,0,23375.0,0,0,53347,53347,142105.0,93606.0,21015,0,23375,26762,21016,0,21016,0.0,0,0,0,0,0,0,0,54246,0,-899,0,,87859.0,87859,0,0,0,0,0,53347,0,-5747.0,0,0,0,0,0,0,0,26762.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,64,N,3.0,1,200851.0,29490202151158,90,1.0,2008,4.0,Y,1.0,N,1.0,0.0,2007.0,10010-0000,10010.0,133021168200802.0,1330211682008.0,2,64.0,90.0,92.0,174 176 5TH AVE STE 401,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,1.0,198005.0,,NY,rtf07co,1.0,1.0,2.0,1.0,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.67752,C,O,O,AR,A,IN,,A84,A,,,
