,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,nteeFinal1
11297,133981562,200711,200825.0,29491138248178,91,A51Z,N,Y,0.0,1.0,2006,2.0,3.0,3.0,3,60.0,0,872,150,18102,0,0,0,39355,19124,59798,-40674,59798,1022,1022,37608,20627,0,0,20627,0,34512,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1022,1022,20443,0,20443,0,0,861,0,0,34512,0,37608,20,0,0,0,0,0,0,0,0,20,0,0,1022,0,463,799,2284,59798,0,30090,25412,115300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133981562200711,1339815622007,rtf07pf,20,0,10022.0,MICA FOUNDATION,HOWARD MORSE MORSE ZELNICK ROSE &,405 PARK AVE STE 1401,NEW YORK,NY,10022-9427,0.0,3.0,1.0,199811.0,1.0,3.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,11.0,,,0,N,,36061.0,5602.0,5600.0,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.27038,B,A51,A
11360,133995881,200706,200827.0,29491159253088,91,A20,N,Y,0.0,1.0,2006,3.0,6.0,5.0,3,0.0,297000,205,0,0,0,0,73834,0,607112,685735,-78623,375828,205,205,3087624,0,0,0,0,14000,3087624,0,2185,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,309907,0,205,310112,685735,0,375828,0,309907,500,0,0,3087624,0,3073624,4,0,0,0,0,0,0,0,0,4,44375,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133995881200706,1339958812007,rtf07pf,4,0,10001.0,LUCILLE LORTEL THEATRE FOUNDATION INC,HECHT AND COMPANY P C,322 8TH AVE FL 21,NEW YORK,NY,10001-6763,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04919,B,A65,A
11405,134008419,200712,200852.0,29491341001168,91,A112,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,0.0,0,160,0,0,0,0,0,0,160,74,86,0,0,0,8867,0,0,0,0,0,8867,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,74,0,0,0,0,8867,0,0,8867,0,8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134008419200712,1340084192007,rtf07pf,0,0,10014.0,CIRQUE POUR TOUS USA INC,MARIANNE S LAW,61 JANE ST APT 6D,NEW YORK,NY,10014-5152,0.0,3.0,1.0,200005.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.7156600000000001,B,A11,A
11475,134018495,200712,200852.0,29491348138148,91,T20Z,N,Y,0.0,1.0,2007,3.0,2.0,1.0,3,602.0,0,284,0,0,0,2110,0,3100,2394,3279,-885,3100,284,0,13128,0,0,0,0,0,13128,0,682,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,284,0,179,0,0,0,0,13128,0,0,13128,0,13128,3,0,0,0,0,0,0,0,0,3,13640,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134018495200712,1340184952007,rtf07pf,3,0,10014.0,CD 101-9 SMOOTH JAZZ FOUNDATION,WQCD-FM RADIO,395 HUDSON ST FL 7,NEW YORK,NY,10014-7452,0.0,3.0,1.0,199811.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A6C,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5896100000000001,A,A6C,A
11488,134023480,200512,200706.0,29491020001007,91,A20,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9762,0,0,0,0,0,9762,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,9762,0,0,9762,0,9762,0,0,0,0,0,0,0,0,0,0,9762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,134023480200512,1340234802005,CORE06pf,0,0,10017.0,MAME-LOSHN-LTD,ISSER ZEILINGOLD,249 E 48TH ST,NEW YORK,NY,10017-1526,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33519,B,A20,A
11529,134032127,200712,200816.0,29491082071078,91,A40,N,Y,0.0,1.0,2007,2.0,3.0,3.0,3,0.0,60301,0,0,0,0,0,0,0,60301,1200,59101,0,0,0,60301,0,0,0,0,0,60301,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1200,0,0,0,0,60301,0,0,60301,0,60301,0,0,0,0,0,0,0,0,0,0,0,0,60301,34354,32115,33264,160034,0,0,0,0,0,60301,34354,32115,33264,160034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,798,150,1952,2007,134032127200712,1340321272007,rtf07pf,0,0,10016.0,BERT STERN FOUNDATION FOR THE VISUAL ARTS INC,BERT STERN,330 E 39TH ST APT 32G,NEW YORK,NY,10016-2135,0.0,3.0,2.0,200012.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.20658,A,A40,A
11532,134033257,200512,200706.0,29491013003007,91,A68,N,Y,0.0,1.0,2005,3.0,0.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,134033257200512,1340332572005,CORE06pf,0,0,10027.0,MOEBIUS CORPORATION,DEBORAH J BRADLEY,25 CLAREMONT AVE STE 4B,NEW YORK,NY,10027-6813,0.0,3.0,2.0,199901.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.72202,B,A68,A
11617,134047433,200612,200751.0,29491335063187,91,A51,N,Y,0.0,1.0,2006,2.0,9.0,9.0,3,0.0,75385637,0,765998,0,888604,3215428,464151,0,80255667,13164708,67090959,10280756,752820,2497320,274746249,0,48135491,0,48135491,121605372,274746249,0,3037466,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,0,1086199,765998,4870030,13164708,13178,10280756,13178,2372710,714623,0,0,274746249,0,153140877,7528,0,0,19850,0,0,0,0,12322,7528,61674430,0,2497320,587395,1506547,585771,5177033,144664044,4285921,6237982,6160627,161348574,1,0,0,0,1,0,0,0,0,0,2024977,1424020,1004365,390514,4843876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,134047433200612,1340474332006,CORE06pf,-12322,0,10028.0,NEUE GALERIE NEW YORK,,1048 5TH AVE,NEW YORK,NY,10028-0111,0.0,3.0,1.0,199912.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8553799999999999,B,A51,A
11650,134055562,200711,200834.0,29491208040008,91,A20,N,Y,0.0,1.0,2006,3.0,2.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1435,-1435,1435,0,0,10284,0,0,0,0,0,10284,0,548,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1435,0,1435,0,0,10284,0,0,10284,0,10284,0,0,0,0,0,0,0,0,0,0,11133,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134055562200711,1340555622007,rtf07pf,0,0,10020.0,FASSBINDER FOUNDATION INC,SEYFARTH SHAW,1270 AVE OF THE AMERICAS,NEW YORK,NY,10020-1700,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,11.0,,,0,N,,36061.0,5602.0,5600.0,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.135,B,A20,A
11657,134057282,200711,200821.0,29491110029238,91,T50,N,Y,0.0,1.0,2006,3.0,6.0,6.0,3,0.0,0,53533,13261,40624,0,4994,0,104256,112412,159129,-46717,116841,66207,0,1623216,0,678141,0,678141,0,1655725,0,82984,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,107495,0,54873,41288,12585,41288,0,8946,0,0,1655725,0,1623216,1324,0,0,1000,0,0,0,0,0,1324,1684962,81660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134057282200711,1340572822007,rtf07pf,324,0,10018.0,TRIO FOUNDATION,ANCHIN BLOCK & ANCHIN,1375 BROADWAY FL 18,NEW YORK,NY,10018-7032,0.0,3.0,1.0,200008.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,11.0,,,0,N,,36061.0,5602.0,5600.0,A6C,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.12902,A,A6C,A
11676,134065722,200712,200819.0,29491103017018,91,A65,N,Y,0.0,1.0,2007,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,550,-550,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134065722200712,1340657222007,rtf07pf,0,0,10016.0,FANG THEATRE COMPANY LTD,SUZANNE AGINS,386 PARK AVE S STE 1200,NEW YORK,NY,10016-8804,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7992,A,A65,A
11700,134069485,200712,200839.0,29491222002248,91,A110,N,Y,0.0,25.0,2007,3.0,3.0,1.0,3,0.0,0,861,0,0,0,0,0,5000,861,18386,-17525,5000,861,0,78806,0,0,0,0,0,78805,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,861,861,13386,0,0,0,13386,2648,0,0,78805,0,78806,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134069485200712,1340694852007,rtf07pf,17,0,10022.0,AMERICAN FRIENDS OF MUSEE D ART MODERNE GRAND-DUC JEAN LUXEMBOURG,CONTINENTAL RESOURCES,17 BEEKMAN PL,NEW YORK,NY,10022-8003,0.0,3.0,1.0,199911.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,201012.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.5513899999999999,A,A1151,A
11701,134069592,200712,200850.0,29491327091188,91,T30,N,Y,0.0,1.0,2007,3.0,9.0,9.0,3,0.0,70000000,1360563,4930757,11744956,0,8033713,108448,22277176,96116341,26489147,69627194,22452732,25282873,0,354842754,31919234,42645049,8474398,83038681,9378221,354842754,0,16469342,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,46352,0,26075869,0,4211971,792996,2569973,792996,0,0,0,172908298,354842754,0,345464533,252829,0,0,162000,0,168200,0,0,77371,252829,334402883,16216513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134069592200712,1340695922007,rtf07pf,-77371,0,10028.0,KEREN KESHET-THE RAINBOW FOUNDATION,ROCHELLE KORMAN,1015 PARK AVE,NEW YORK,NY,10028-0904,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.8063,B,A12,A
11703,134069969,200706,200823.0,29491145172038,91,A20,N,Y,0.0,1.0,2006,2.0,9.0,9.0,3,0.0,29898750,1068173,750373,2933144,0,54512,0,3709500,34704952,4165838,30539114,3776260,19404000,0,83605772,12266745,0,3383391,15650136,0,120402300,536549,4700889,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,19516442,0,456338,112442,66760,112442,0,561072,0,40566727,120402300,0,83605772,388080,0,0,277136,0,130000,0,0,19056,388080,95449523,4312809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134069969200706,1340699692007,rtf07pf,-19056,0,10153.0,AMERICAN ART FOUNDATION INC,MEREDITH EDWARDS,767 FIFTH AVE 40TH FL,NEW YORK,NY,10153-0023,0.0,3.0,2.0,199911.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,M,36061.0,5602.0,5600.0,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.46781000000000006,B,A12,A
11717,134073167,200712,200817.0,29491089046238,91,A11,N,Y,0.0,1.0,2007,3.0,3.0,4.0,3,0.0,100403,0,2005,-288,0,0,0,78500,102120,78555,23565,78500,63391,0,44663,0,0,0,0,0,44663,0,1920,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,63391,0,55,0,0,0,0,0,0,0,44663,0,44663,634,0,0,0,0,0,0,1,0,634,38978,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134073167200712,1340731672007,rtf07pf,635,0,10128.0,YOUNG FOUNDATION,,1088 PARK AVE,NEW YORK,NY,10128-1132,0.0,3.0,1.0,200002.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12.0,YOUNG JOHN TTEE,,0,N,,36061.0,5602.0,5600.0,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.70123,B,A11,A
11720,134074036,200701,200735.0,29491076038007,91,A6C,N,Y,0.0,20.0,2006,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,258,-258,258,0,0,1,0,0,0,0,0,1,0,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,258,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134074036200701,1340740362007,CORE06pf,0,0,10007.0,A CHILDS VOICE INC,ALBERT KALTER,225 BROADWAY RM 1806,NEW YORK,NY,10007-3751,0.0,3.0,2.0,199910.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A6C,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5312,B,A6C,A
11759,134080444,200712,200825.0,29491152199228,91,A11,N,Y,0.0,1.0,2007,2.0,5.0,4.0,3,0.0,125192,0,0,0,0,2627,0,0,127819,56993,70826,15568,0,0,860142,0,0,0,0,1839,860142,0,12537,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,2627,56993,0,15568,0,41425,128303,0,0,860142,0,858303,0,0,0,0,0,0,0,0,0,0,254555,0,1,0,0,0,1,166461,187365,142040,163010,658876,0,0,0,0,0,0,0,0,0,0,8358,4564,1195,1010,15127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134080444200712,1340804442007,rtf07pf,0,0,10022.0,PARNASSUSWORKS FOUNDATION,RICHARD A RIFKIND,425 E 58TH ST,NEW YORK,NY,10022-2300,0.0,3.0,1.0,200001.0,1.0,3.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.18553,B,A11,A
11797,134086699,200612,200716.0,29491090034207,91,A68,N,Y,0.0,1.0,2006,2.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,134086699200612,1340866992006,CORE06pf,0,0,10023.0,SAMUEL GOTTSCHALL CULTURAL FOUNDATION,JOV THEODORE SOMESFALEAN,170 W END AVE APT 22R,NEW YORK,NY,10023-5414,0.0,3.0,1.0,200102.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.28058,B,A1220,A
11919,134097150,200712,200850.0,29491327104218,91,A54,N,Y,0.0,1.0,2007,2.0,2.0,3.0,3,0.0,74210,0,0,0,0,0,20000,0,74210,54758,19452,54758,0,0,21134,0,0,0,0,0,21134,0,562,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,54758,0,54758,0,0,21134,0,0,21134,0,21134,0,0,0,0,0,0,0,0,0,0,11408,0,1,0,0,0,1,25572,0,0,0,25572,21134,841,0,0,21975,21134,841,0,0,21975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134097150200712,1340971502007,rtf07pf,0,0,10004.0,INDIA HOUSE FOUNDATION,GALLIS GROUP,32 BROADWAY STE 1309,NEW YORK,NY,10004-1819,0.0,3.0,1.0,200604.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A54,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.51394,B,A54,A
11950,134103203,200706,200811.0,29491047038038,91,A51,N,Y,0.0,20.0,2006,3.0,1.0,3.0,3,0.0,50000,1652,0,0,0,0,0,146586,51652,147252,-95600,147216,1616,1652,3548,0,0,0,0,0,3548,0,3066,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1652,1652,666,36,630,36,0,0,0,0,3548,0,3548,16,0,0,0,0,16,0,0,0,16,62253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134103203200706,1341032032007,rtf07pf,0,0,10017.0,AMERICAN FRIENDS OF THE PUSHKIN MUSEUM INC,IMOWITZ KOENIG & CO LLP,622 THIRD AVE 33RD FLR,NEW YORK,NY,10017-6707,0.0,3.0,1.0,200003.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.76147,A,A1150,A
11957,134105372,200712,200853.0,29491348067218,91,A65,N,Y,0.0,1.0,2007,2.0,2.0,3.0,3,0.0,19818,200,0,0,0,19353,0,120,39371,51242,-11871,51042,0,0,18479,0,0,0,0,0,18479,0,1169,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,200,19553,51122,200,50922,200,19553,15324,0,0,18479,0,18479,0,0,0,0,0,0,0,0,0,0,23744,0,1,0,0,0,1,50922,6612,3915,2793,64242,0,0,0,0,0,0,0,0,0,0,779,935,487,339,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134105372200712,1341053722007,rtf07pf,0,0,10036.0,AMERICAN STUDIO THEATER INC,US TRUST COMPANY OF NEW YORK,114 W 47TH ST TAXRGR,NEW YORK,NY,10036-1510,0.0,3.0,2.0,200205.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,YF.,3,N,M,36061.0,5602.0,5600.0,A6E,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.2383,A,A6E,A
11959,134106346,200712,200851.0,29491334270178,91,A80,N,Y,0.0,1.0,2007,3.0,3.0,1.0,3,0.0,1585,378,578,0,0,0,0,0,2541,0,2541,0,956,956,25350,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,956,956,0,0,0,0,0,0,0,0,0,0,25350,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134106346200712,1341063462007,rtf07pf,19,0,10021.0,DESCENDANTS OF SIGNERS OF DECL OF INDEPENDENCE FOUNDATION INC,EDWARD R FINCH JR,862 PARK AVE,NEW YORK,NY,10021-1831,0.0,3.0,2.0,200008.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.41463999999999995,B,A80,A
11988,134115047,200703,200811.0,29491040019038,91,A25,N,Y,0.0,1.0,2006,2.0,7.0,6.0,3,0.0,10000,4747,38057,-20300,0,60339,84700,0,92843,215981,-123138,149473,38193,41232,8426340,0,1050911,0,1050911,50000,8451505,0,65116,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,42804,106183,215981,4611,149473,4611,64951,0,0,200000,8451505,50000,8376340,382,0,0,735,0,0,0,0,353,382,1322148,0,41232,34414,27672,21214,124532,149473,115249,60408,76999,402129,8451505,8495795,8420214,8436017,33803531,7143673,7143673,7164673,7164340,28616359,43411,42805,40631,38243,165090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,134115047200703,1341150472007,rtf07pf,-353,0,10022.0,SAUL STEINBERG FOUNDATION,JOHN SILBERMAN ASSOCIATES P C,145 EAST 57TH STREET,NEW YORK,NY,10022-2141,0.0,3.0,2.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,3.0,,,0,N,,36061.0,5602.0,5600.0,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.18154,B,A25,A
12055,134135854,200806,200849.0,29491306095078,91,A65,N,Y,0.0,1.0,2007,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,158,-158,158,0,0,1,0,0,0,0,0,1,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,158,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,134135854200806,1341358542008,rtf07pf,0,0,11238.0,ASSEMBLY PRODUCTIONS INC,,93 UNDERHILL AVE APT 5B,BROOKLYN,NY,11238-3931,0.0,3.0,3.0,200102.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6.0,ASSEMBLY,,0,N,,36047.0,5602.0,5600.0,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.14432,B,A65,A
