,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NAICS,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NumEmpEstimate,NumEmpCode,NumEmpYr
11861,132509231,9.0,200909,2008,,882841,0,163976,222427,42181,0,0,0,0,0,2459499,1860691,3487689,276492,0,3456405,3919401,390648,431712,0,0,0,0,0,0,0,0,0,191738,0,200,,2237072,2237072,0,-58451,0,0,0,0,0,376381,0,610216,74041,0,0,0,0,3065757,0,0,0,0,0,42181,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,6,1,201014,29493072150060,93,1,2009,6,Y,1,N,1,0,2008,10016-5509,10016.0,IN,,132509231200909,1325092312009,9,200.0,0.0,0.0,31 E 32ND ST FL 7,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,AUTHORS GUILD INC,1.0,199603.0,,NY,rtf09co,4.0,4.0,4.0,4.0,A0370,A,813920.0,36061.0,5602.0,5600.0,A037,A,O,O,AR,A,A,1,AR,AR,AR,0.12003,A,17.0,R,2009.0
11868,132534897,9.0,200912,2009,,0,0,0,0,242,0,0,0,0,0,340037,266671,307229,0,0,472411,542815,9798,235586,0,0,0,0,0,0,0,0,0,339795,0,0,,340037,340037,0,0,0,0,0,0,0,73366,0,0,0,0,0,0,0,462613,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,5,1,201043,93492288000280,92,1,2009,4,Y,1,N,1,0,2009,10011-7419,10011.0,IN,,132534897200912,1325348972009,12,0.0,0.0,0.0,45 WEST 14TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,PAINTING INDUSTRY FUND BUILDING CORP,1.0,199904.0,,NY,rtf09co,3.0,2.0,2.0,2.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.31442,A,0.0,Z,2009.0
11888,132562532,,200906,2008,,0,0,0,0,4575,0,0,0,0,0,546915,566317,160944,65000,0,181828,162306,1481,1362,0,0,0,0,0,0,0,0,0,542340,0,0,,546915,546915,0,0,0,0,0,0,0,-19402,0,108900,15276,0,0,0,0,180347,0,0,0,0,0,4575,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,4,1,200950,29493332035119,93,1,2009,5,Y,1,Y,1,0,2008,10036-5505,10036.0,IN,,132562532200906,1325625322009,6,205.0,120.0,279.0,1501 BROADWAY STE 302,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,1.0,196801.0,,NY,CORE08co,2.0,3.0,3.0,3.0,A70,A,710000.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,1,AR,AR,AR,0.65649,A,11.0,G,0.0
11901,132579031,9.0,200910,2008,,0,0,0,0,2591,0,0,0,0,0,449765,318483,187946,0,0,296618,202446,2106,14500,0,0,0,0,0,0,0,0,237848,0,41367,14409,,211917,211917,0,0,0,0,0,279215,0,-106566,0,0,0,0,0,0,0,294512,0,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,4,1,201044,29492282035350,92,1,2009,4,Y,1,N,1,0,2008,10001-1809,10001.0,IN,,132579031200910,1325790312009,10,200.0,0.0,0.0,481 EIGHTH AVENUE - SUITE 826,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,1.0,196712.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A33,A,511100.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.18622,C,0.0,Z,2009.0
11973,132666239,9.0,200912,2009,,0,0,0,0,6091,0,0,0,0,0,469858,277549,1053042,0,0,1002167,1133847,141434,80805,0,0,0,0,0,0,0,0,0,454100,0,9667,,469858,469858,0,0,0,0,0,0,0,192309,0,0,0,0,0,0,0,860733,0,0,0,0,0,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,6,1,201028,29493184002160,93,1,2009,4,Y,1,N,1,0,2009,10019-5369,10019.0,IN,,132666239200912,1326662392009,12,200.0,120.0,0.0,125 W 55TH ST 21ST FL,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,1.0,197101.0,,NY,rtf09co,4.0,2.0,2.0,2.0,A34,A,513110.0,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,1,AR,AR,AR,0.054329999999999996,A,0.0,Z,2009.0
12010,132760431,9.0,200912,2009,,0,0,146258,153479,1993,0,0,0,0,0,418013,300849,81118,94058,0,98671,81118,0,0,0,0,0,0,0,0,0,0,0,267736,0,125,,264534,264534,1901,-7221,0,0,0,0,0,-36315,0,29551,9945,0,0,0,0,98671,0,0,0,0,0,1993,1901,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,3,1,201034,29493212310030,93,1,2009,4,Y,1,N,1,0,2009,10001-6860,10001.0,IN,,132760431200912,1327604312009,12,200.0,0.0,0.0,275 7TH AVE RM 1504,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,MEDIA COALITION INC,1.0,197407.0,,NY,rtf09co,1.0,2.0,2.0,2.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.37558,B,1.0,G,0.0
12053,132857274,9.0,200906,2008,A33E,0,0,0,0,0,0,0,0,0,0,800728,794611,651282,0,0,645165,651282,0,0,0,0,0,0,0,0,0,0,0,116225,0,97199,,800728,800728,0,0,0,0,0,0,0,6117,0,0,0,0,0,0,0,645165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,5,1,201013,29492065078380,92,1,2009,5,Y,1,Y,1,0,2008,10017-6588,10017.0,IN,,132857274200906,1328572742009,6,200.0,209.0,0.0,370 LEXINGTON AVE RM 900,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,BOOK INDUSTRY STUDY GROUP INC,1.0,197609.0,,NY,rtf09co,3.0,3.0,3.0,3.0,A0533,A,541720.0,36061.0,5602.0,5600.0,A053,A,O,O,AR,A,A,1,AR,AR,AR,0.54651,A,0.0,Z,2009.0
12067,132876085,,200812,2008,,176141,0,5205,5508,13587,0,95909,150307,0,0,546463,717282,456895,82132,0,923307,606778,181774,149883,456895,0,0,0,0,0,0,0,0,0,0,105314,,445046,445046,0,-303,0,0,0,0,246216,-272236,0,100125,13928,0,0,70800,40000,741533,0,0,0,0,0,13587,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,741533,279,N,5,1,200950,29493332037289,93,1,2008,5,Y,1,N,1,0,2008,10004-1612,10004.0,IN,,132876085200812,1328760852008,12,279.0,0.0,0.0,32 BROADWAY STE 1114,6.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,9262.0,GRAPHIC ARTISTS GUILD INC,1.0,199509.0,,NY,CORE08co,3.0,2.0,3.0,3.0,A99,A,710000.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.14064000000000002,C,1.0,H,0.0
12068,132877623,9.0,200909,2008,,27939,0,0,0,2229,0,0,0,0,0,155398,137040,206462,0,0,188105,206462,0,0,0,0,0,0,0,0,0,0,0,125230,0,0,,155398,155398,0,0,0,0,0,0,0,18358,0,0,0,0,0,0,0,188105,0,0,0,0,0,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,N,4,1,201008,29493030048030,93,1,2009,4,Y,1,N,1,0,2008,10001-7604,10001.0,IN,,132877623200909,1328776232009,9,123.0,0.0,0.0,244 FIFTH AVE STE L230,3.0,0.0,NEW YORK,2.0,,0.0,0.0,10.0,0.0,FIXED INCOME ANALYSTS SOCIETY INC,5.0,198905.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A01,A,813319.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,1,AR,AR,AR,0.7703399999999999,C,0.0,Z,2009.0
12073,132881755,,200812,2008,,0,4214,0,0,1243,0,0,0,0,0,27077,25525,157222,0,0,164262,157222,0,0,0,0,0,0,0,0,0,0,8592,0,13028,0,,18485,18485,0,0,0,0,0,21620,0,-7040,0,0,0,0,0,0,0,164262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,N,4,1,200935,29492227115349,92,1,2008,3,Y,1,N,1,0,2008,10314-0122,10314.0,IN,,132881755200812,1328817552008,12,279.0,0.0,0.0,PO BOX 140122,9.0,0.0,STATEN ISLAND,1.0,RICHARD MAREN,1.0,0.0,10.0,108.0,SONS OF NORWAY,5.0,194009.0,3-0410 NANSEN LODGE,NY,CORE08co,2.0,1.0,1.0,1.0,A80,A,712120.0,36085.0,5602.0,5600.0,A80,A,O,O,AR,A,A,1,AR,AR,AR,0.22808,C,0.0,Z,2008.0
12111,132918640,9.0,200912,2009,,0,0,0,0,1267,0,0,0,0,0,45575,62484,54979,0,0,71888,54979,0,0,0,0,0,0,0,0,0,0,0,31160,0,0,,45575,45575,0,0,0,0,0,0,0,-16909,0,0,0,0,0,0,0,71888,0,0,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,3,1,201029,29492184189330,92,1,2009,3,Y,1,N,1,0,2009,10163-0000,10163.0,IN,,132918640200912,1329186402009,12,205.0,0.0,0.0,PO BOX 2119-GRAND CENTRAL STATION,3.0,0.0,NEW YORK,2.0,SHUBERT SILVER & ROSEN,2.0,0.0,10.0,0.0,WOMENS MEDIA GROUP INC,1.0,199308.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.05318,B,0.0,Z,2009.0
12124,132932563,,200812,2008,,0,0,0,0,24042,0,0,0,0,0,43678,21346,85564,0,0,80568,85564,0,0,0,0,0,0,0,0,0,0,17336,0,-1460,0,,26342,26342,0,0,0,0,0,15876,0,4996,0,0,0,0,0,0,0,80568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119,N,3,1,200951,29492339000069,92,1,2008,3,Y,1,N,1,0,2008,11209-3601,11209.0,IN,,132932563200812,1329325632008,12,119.0,123.0,0.0,7919 3RD AVE,3.0,0.0,BROOKLYN,1.0,,2.0,0.0,10.0,0.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,1.0,197805.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A99,A,710000.0,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.7943600000000001,C,0.0,Z,2008.0
12159,132971627,9.0,200912,2009,,0,0,0,0,9576,0,0,0,0,0,356831,425205,-71208,0,0,54166,30792,57000,102000,0,0,0,0,0,0,0,0,0,347255,0,0,,356831,356831,0,0,0,0,0,0,0,-68374,0,0,0,0,0,0,0,-2834,0,0,0,0,0,9576,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,91,N,3,1,201047,93492319017190,92,1,2009,4,Y,1,N,1,0,2009,10004-2205,10004.0,IN,,132971627200912,1329716272009,12,91.0,0.0,0.0,90 BROAD STREET - 25TH FLOOR,3.0,0.0,NEW YORK,3.0,ALLIANCE INC,2.0,0.0,10.0,0.0,AMERICAN ARTS AND CRAFTS ALLIANCE INC,1.0,197907.0,,NY,rtf09co,1.0,2.0,2.0,2.0,A0140,A,813319.0,36061.0,5602.0,5600.0,A014,A,O,O,AR,A,A,1,AR,AR,AR,0.60114,A,0.0,Z,2009.0
12186,132990527,10.0,201005,2009,,11500,0,0,0,1095,0,0,0,0,0,130549,137704,349050,0,0,356205,349050,0,0,0,0,0,0,0,0,0,0,0,96899,0,0,,130549,130549,0,0,0,0,0,0,0,-7155,0,0,0,0,0,0,0,356205,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,4,1,201042,93492280015080,92,1,2010,4,Y,1,N,1,0,2009,10016-8703,10016.0,IN,,132990527201005,1329905272010,5,205.0,0.0,0.0,243 5TH AVE RM 236,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,1.0,197910.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A68,A,711130.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.03748,A,0.0,Z,2010.0
12210,133021168,,200902,2008,,84500,0,0,0,0,0,0,0,0,0,141700,110813,6918,0,0,21016,6918,0,0,0,0,0,0,0,0,0,0,44985,0,12165,0,,96715,96715,0,0,0,0,0,57150,0,-14098,0,0,0,0,0,0,0,21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,64,N,1,1,200935,29492227013139,92,1,2009,4,Y,1,N,1,0,2008,10010-0000,10010.0,IN,,133021168200902,1330211682009,2,64.0,90.0,92.0,174-176 5TH AVE STE 604,3.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,0.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,1.0,198005.0,,NY,CORE08co,1.0,1.0,2.0,2.0,A84,A,712120.0,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,1,AR,AR,AR,0.25715,C,0.0,Z,2009.0
12251,133058765,9.0,200912,2009,,0,0,0,0,22341,0,0,0,0,0,4909346,5516028,2083966,2926780,0,3619271,4272040,928623,2188074,0,0,0,0,0,0,0,0,0,4839088,0,0,,4909346,4909346,47917,0,0,0,0,0,0,-606682,0,621638,125027,0,0,0,0,2690648,0,0,0,0,0,22341,47917,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,6,1,201030,29493191177150,93,1,2009,6,Y,1,N,1,0,2009,10022-6570,10022.0,IN,,133058765200912,1330587652009,12,200.0,0.0,0.0,830 3RD AVE FL 2,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,CABLE TELEVISION ADVERTISING BUREAU INC,1.0,198202.0,,NY,rtf09co,4.0,4.0,4.0,5.0,A0332,A,813920.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,1,AR,AR,AR,0.76271,A,55.0,G,0.0
12263,133071647,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,123100,123968,-136,0,0,732,-136,0,0,0,0,0,0,0,0,0,0,0,123100,0,0,,123100,123100,0,0,0,0,0,0,0,-868,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,0,1,201020,29493114032140,93,1,2009,4,Y,1,N,1,0,2009,10474-0000,10474.0,IN,,133071647200912,1330716472009,12,200.0,229.0,0.0,NEW YORK TERMINAL MKT RM C27,3.0,0.0,BRONX,2.0,,2.0,0.0,10.0,0.0,KOREAN PRODUCE ASSOCIATION INC,1.0,198405.0,,NY,rtf09co,0.0,2.0,2.0,2.0,A23,A,710000.0,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.4609,A,0.0,Z,2009.0
12335,133131629,10.0,201005,2009,,90631,0,0,0,7,0,0,0,0,0,90638,88318,34592,0,0,31282,35668,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,,90638,90638,0,0,0,0,0,0,0,2320,0,0,5649,0,0,0,0,31282,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229,N,3,1,201051,29493331073250,93,1,2010,3,Y,1,N,1,0,2009,10011-3728,10011.0,IN,,133131629201005,1331316292010,5,229.0,0.0,0.0,27 W 20TH ST STE 601,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,1.0,198410.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.24763000000000002,A,2.0,C,0.0
12341,133132781,9.0,200906,2008,,0,0,0,0,119619,0,0,0,0,0,119619,119619,49581,0,0,68369,58935,18788,9354,0,0,0,0,0,0,0,0,0,0,0,0,,119619,119619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49581,0,0,0,0,0,119619,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,N,3,1,201014,93492088004060,92,1,2009,4,Y,1,N,1,0,2008,10467-1168,10467.0,IN,,133132781200906,1331327812009,6,912.0,0.0,0.0,3625 BAINBRIDGE AVE,3.0,0.0,BRONX,1.0,,2.0,0.0,10.0,0.0,3680 HOLDING COMPANY INC,1.0,198210.0,,NY,rtf09co,1.0,2.0,2.0,2.0,A60,A,711100.0,36005.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.22785,C,0.0,Z,2009.0
12360,133154895,9.0,200912,2009,,0,0,0,0,4311,0,0,0,0,0,83617,47302,217978,0,0,192481,219094,10818,1116,217978,0,0,0,0,0,0,0,0,79306,0,0,,83617,83617,0,0,0,0,0,0,0,36315,0,3529,0,0,0,0,0,181663,0,0,0,0,0,4311,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,4,1,201034,93493225025680,93,1,2009,3,Y,1,N,1,0,2009,11435-3638,11435.0,IN,,133154895200912,1331548952009,12,205.0,297.0,0.0,14602 89TH AVE,3.0,0.0,JAMAICA,2.0,,2.0,0.0,10.0,0.0,INDIAN DENTAL ASSOCIATION USA INC,1.0,199106.0,,NY,rtf09co,2.0,1.0,1.0,1.0,A23,A,710000.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.84662,A,1.0,G,0.0
12387,133183002,9.0,200912,2009,,0,0,0,0,2198,0,0,0,0,0,263612,475404,512953,92308,0,724743,512953,0,0,512953,0,0,0,0,0,0,0,0,243912,0,1000,,263612,263612,16502,0,0,0,0,0,0,-211792,0,52135,11827,0,0,0,0,724743,0,0,0,0,0,2198,16502,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229,N,5,1,201033,29493205216190,93,1,2009,4,Y,1,N,1,0,2009,10170-0012,10170.0,IN,,133183002200912,1331830022009,12,229.0,0.0,0.0,420 LEXINGTON AVE RM 2034,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,1.0,198401.0,,NY,rtf09co,3.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.057479999999999996,A,3.0,G,0.0
12396,133190575,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,47562,51853,870,0,0,870,870,0,0,0,0,0,0,0,0,0,0,0,0,0,47562,,47563,47562,0,0,0,0,0,0,0,-4290,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,1,1,201023,29492121089030,92,1,2009,3,Y,1,N,1,0,2009,10011-2490,10011.0,IN,,133190575200912,1331905752009,12,205.0,0.0,0.0,101 W 23RD ST STE 2343,9.0,0.0,NEW YORK,1.0,CHRISTINE AUSTIN,2.0,0.0,10.0,9167.0,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,5.0,198803.0,NEW YORK CHAPTER,NY,rtf09co,1.0,1.0,1.0,1.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.80819,A,0.0,Z,2009.0
12404,133196564,9.0,200912,2009,,0,0,0,0,17659,0,0,0,0,0,2167659,2084408,1856471,1010228,0,1773220,1856471,0,0,1856471,0,0,0,0,0,0,0,0,2150000,0,0,,2167659,2167659,0,0,0,0,0,0,0,83251,0,162385,35393,0,0,0,0,1773220,0,0,0,0,0,17659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,6,1,201052,29493338037000,93,1,2009,6,Y,1,N,1,0,2009,10111-2397,10111.0,IN,,133196564200912,1331965642009,12,200.0,0.0,0.0,630 5TH AVE STE 2320,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,SYNDICATED NETWORK TELEVISION ASSOCIATION INC,1.0,198701.0,,NY,rtf09co,4.0,4.0,4.0,4.0,A32,A,513120.0,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.70081,A,2.0,G,0.0
12419,133205392,8.0,200812,2008,A4XZ,131417,0,0,0,15007,0,0,0,0,0,687098,681518,356347,0,0,491654,430779,98045,74432,0,0,0,0,0,0,0,0,0,540674,0,0,,687098,687098,0,0,0,0,0,0,0,5580,0,0,0,0,0,0,0,393609,0,0,0,0,0,15007,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,4,1,201005,29493353048249,93,1,2008,5,Y,1,N,1,0,2008,10010-1710,10010.0,IN,,133205392200812,1332053922008,12,200.0,0.0,0.0,360 PARK AVENUE S 17TH FL,6.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,9241.0,WOMENS JEWELRY ASSOCIATION INC,1.0,198909.0,,NY,rtf09co,2.0,3.0,3.0,3.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.51627,A,0.0,Z,2008.0
12430,133211019,9.0,200912,2009,,0,0,0,0,961,0,0,0,0,0,349236,284307,244860,0,0,228608,274656,48675,29796,0,0,0,0,0,0,0,0,0,348275,0,0,,349236,349236,0,0,0,0,0,0,0,64929,0,20800,1818,0,0,0,0,179933,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,4,1,201027,29493170130240,93,1,2009,4,Y,1,N,1,0,2009,10036-4215,10036.0,IN,,133211019200912,1332110192009,12,200.0,0.0,0.0,56 W 45TH ST STE 705,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,INDIAN DIAMOND & COLORSTONE ASSOC INC,1.0,198507.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.48448,A,1.0,G,0.0
12432,133212090,9.0,200912,2009,,3948347,0,22638,0,123695,0,0,0,0,0,4094680,2411419,3922172,262500,0,2405276,4240039,134719,317867,0,0,0,0,0,0,0,0,0,0,0,0,,4094680,4094680,0,22638,0,0,0,0,0,1683261,0,150875,22907,0,0,0,0,2270557,0,0,0,0,0,123695,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,6,1,201027,29493170135020,93,1,2009,6,Y,1,N,1,0,2009,10022-0000,10022.0,IN,,133212090200912,1332120902009,12,200.0,0.0,0.0,5TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,TELEVISON MUSIC LICENSE COMMITTEE,5.0,198408.0,,NY,rtf09co,4.0,4.0,4.0,4.0,A0368,A,813920.0,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,1,AR,AR,AR,0.72515,A,7.0,G,0.0
12462,133237986,9.0,200912,2009,J40,0,0,1151344,1190794,75551,0,0,0,0,0,2295427,914017,3073804,0,0,2837843,3079804,6000,6000,3073804,0,0,0,0,0,0,0,0,1067540,0,992,,1104633,1104633,0,-39450,0,0,0,0,0,190616,0,0,0,0,0,0,0,2831843,0,0,0,0,0,75551,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,N,6,1,201046,93493312021060,93,1,2009,6,Y,1,N,1,0,2009,10036-1314,10036.0,IN,,133237986200912,1332379862009,12,263.0,279.0,0.0,326 WEST 48TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,BENEFIT FUND OF THE MOTION PICTURE STUDIO MECHANICS LOCAL 52 OF IATSE,5.0,198605.0,52 BENEFIT FUND,NY,rtf09co,4.0,4.0,4.0,3.0,A31,A,512110.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,1,AR,AR,AR,0.09958,A,0.0,Z,2009.0
12471,133251595,,200806,2007,,0,21062,0,0,7,0,0,0,6143,6143,27205,15394,8801,0,600,5390,8801,0,0,8801,0,0,0,0,0,0,0,0,6136,0,0,,27205,27205,0,0,0,0,0,0,0,11811,-8400,0,0,0,0,0,0,5390,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5390,0,N,1,1,200905,29490011176049,90,1,2008,3,Y,1,N,1,0,2007,10004-1612,10004.0,IN,,133251595200806,1332515952008,6,0.0,0.0,0.0,32 BROADWAY STE 1114,3.0,0.0,NEW YORK,1.0,JUDI WALLACE,0.0,0.0,20.0,0.0,GRAPHIC ARTISTS GUILD OF NEW YORK,0.0,199509.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.68916,C,0.0,Z,2008.0
12492,133302569,9.0,200912,2009,,1557,0,0,0,481,0,0,0,0,0,36541,35961,46282,0,0,45702,46282,0,0,0,0,0,0,0,0,0,0,0,8800,0,332,,36541,36541,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,45702,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281,N,3,1,201014,29492072262100,92,1,2009,3,Y,1,N,1,0,2009,10003-3681,10003.0,IN,,133302569200912,1333025692009,12,281.0,0.0,0.0,201 E 17TH ST APT 28J,2.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,1.0,199112.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A54,A,712110.0,36061.0,5602.0,5600.0,A54,A,O,O,AR,A,A,1,AR,AR,AR,0.96339,A,0.0,Z,2009.0
