,FILER,CODE990,ACTIVCD1,POPCODE,REASON,EIN,styear,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,ASCD,INCCD,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
14228,990.0,1,279,1,0,133160506,1991,0,0,0,0,311,0,0,0,444375,444375,444375,444375,0,0,0,67782,97594,67782,97594,0,0,0,0,0,0,0,0,0,0,0,0,0,444064,0,0,9,N,3,4,SHER WOVEN COMPANY EMPLOYEES BENEFIT TRUST,NEW YORK,NY,10018-6203,10018.0,36061.0,A40,A,,5602.0,5600.0,,,O,O,0.77046,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,444375,199112,1991,NY,,NEW YORK,A40,A,12,279.0,0.0,0.0,62 W 38TH ST,3.0,,1000.0,,,,0.0,,,,8308.0,,PC,O,AR,A,IN,,A40,A,710000.0
14290,990.0,1,205,1,0,133190575,1992,0,49560,0,0,194,0,0,0,2458,2458,52018,66033,14458,0,0,28949,14934,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,6,N,2,3,AMER SOC MEDIA PHOTOGRAPHERS,NEW YORK,NY,10003-4767,10003.0,36061.0,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.37673,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,52018,199212,1992,NY,10003.0,NEW YORK,A40,A,12,205.0,0.0,0.0,853 BROADWAY STE 803,9.0,0.0,2000.0,,2.0,13.0,0.0,10.0,9167.0,5.0,8803.0,NEW YORK ASMP,PC,O,AR,A,IN,,A40,A,710000.0
14338,990.0,1,200,1,0,133206933,1992,488,17450,0,0,0,0,0,0,33450,33450,51388,57535,18120,0,0,24267,18120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33450,6,N,2,3,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085.0,A01,A,10301.0,5602.0,5600.0,36085.0,,O,O,0.21745,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199212,51388,199212,1992,NY,10301.0,STATEN ISLAND,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,IN,,A68,A,711130.0
14348,990.0,1,200,1,0,133212090,1992,1590090,0,0,0,6329,0,0,0,14410,14410,1604500,398696,-769506,170000,0,179307,160419,2154617,929925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8081,6,N,4,6,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.29256,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,1604500,199212,1992,NY,10022.0,NEW YORK,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,ITTEE,PC,O,AR,A,IN,,A0368,A,813920.0
14358,,1,263,0,0,133214820,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10011-6849,10011.0,36061.0,A40,A,,5602.0,5600.0,,,O,O,0.6522399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,199112,1991,NY,,NEW YORK,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,,3000.0,,,,0.0,,,,7802.0,,PC,O,AR,A,IN,,A40,A,710000.0
14366,,1,30,0,0,133216947,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,ASSOC ADV CREATIVE MUSICIANS NYC CHAPTER,NEW YORK,NY,10108-0187,10108.0,36061.0,A60,A,10108.0,5602.0,5600.0,36061.0,,O,O,0.59445,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10108.0,NEW YORK,A0168,A,12,30.0,0.0,0.0,PO BOX 187 TIMES SQ STA,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8507.0,ANS NYC CHAPTER INC,PC,O,AR,A,IN,,A0168,A,813319.0
14381,,1,200,0,0,133222570,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,NEW YORK SINGING TEACHERS ASSOC,NEW YORK,NY,10025-5213,10025.0,36061.0,A99,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.42554,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10025.0,NEW YORK,B03,A,12,200.0,0.0,0.0,250 E 63RD ST 305,3.0,0.0,1000.0,% CECILIE A VERDON,2.0,13.0,0.0,20.0,0.0,1.0,7003.0,,PC,O,AR,A,IN,,B03,B,813920.0
14407,,1,994,0,0,133235967,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,WILLIAMSBURG MUSIC CTR,BROOKLYN,NY,11211-5511,11211.0,36047.0,A68,A,11211.0,5602.0,5600.0,36047.0,,O,O,0.11465,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199106,0,199106,1991,NY,11211.0,BROOKLYN,A68,A,6,994.0,90.0,0.0,367 BEDFORD AVENUE 1ST FLOOR,3.0,198906.0,1000.0,,1.0,11.0,15.0,20.0,0.0,1.0,8502.0,,PC,O,AR,A,IN,,A68,A,711130.0
14496,990.0,1,205,1,7,133300462,1992,4000,88154,0,0,3613,0,0,0,47668,47668,139822,120172,97277,7000,0,113878,98986,19799,1710,0,0,0,0,0,0,0,0,0,0,0,16452,0,0,0,0,6,N,3,4,NEW YORK ARTISTS EQUITY ASSOC,NEW YORK,NY,10013-2213,10013.0,36061.0,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.9410200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,123370,199212,1992,NY,10013.0,NEW YORK,A0340,A,12,200.0,0.0,0.0,498 BROOME ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9201.0,,PC,O,AR,A,IN,,A0340,A,813920.0
14541,,1,328,0,0,133347752,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,STATUS LIBERTY SKATING INST AT GATEWAY,STATEN ISLAND,NY,10304-2921,10304.0,36085.0,A20,A,10304.0,5602.0,5600.0,36085.0,,O,O,0.94945,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199012,0,199012,1990,NY,10304.0,STATEN ISLAND,A03,A,12,328.0,0.0,0.0,53 ROCHELLE ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8812.0,,PC,O,AR,A,IN,,A03,A,813920.0
14562,,1,89,0,0,133357729,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,COOPER OPERA WORKS,NEW YORK,NY,10034-3043,10034.0,36061.0,A6A,A,10034.0,5602.0,5600.0,36061.0,,O,O,0.88323,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199106,0,199106,1991,NY,10034.0,NEW YORK,A6A,A,6,89.0,90.0,0.0,60 COOPER STREET APT 3A,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8611.0,,PC,O,AR,A,IN,,A6A,A,711130.0
14649,,1,90,0,0,133411661,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,SIKKIM CULTURAL FND,NEW YORK,NY,10128-1132,10128.0,36061.0,A99,A,10128.0,5602.0,5600.0,36061.0,,O,O,0.20142000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10128.0,NEW YORK,A1220,B,12,90.0,0.0,0.0,1088 PARK AVE,3.0,0.0,1000.0,% SIMON ABRAHAMS,1.0,13.0,15.0,20.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A1220,A,813219.0
14654,990.0,1,200,1,0,133414554,1992,652625,0,0,0,21683,0,17687,-14604,27020,9333,679645,715891,708266,34219,0,790978,734811,28779,26545,708266,0,0,0,0,0,0,0,0,0,0,0,0,2254,0,0,6,N,5,5,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061.0,A30,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.22141,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,661958,199212,1992,NY,10022.0,NEW YORK,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A30,A,510000.0
14755,,1,91,0,0,133465514,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,LENOX HILL ARTISTS FORUM,NEW YORK,NY,10021-5414,10021.0,36061.0,A99,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.8602,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10021.0,NEW YORK,A40,C,12,91.0,0.0,0.0,259 E 71ST ST,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,5.0,8909.0,,PC,O,AR,A,IN,,A99,A,710000.0
14801,,1,90,0,0,133486145,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,NAT ASIAN AMER THEATRE COMPANY,NEW YORK,NY,10003-7801,10003.0,36061.0,A65,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.94704,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,0,199112,1991,NY,10003.0,NEW YORK,A65,A,12,90.0,0.0,0.0,200 W 20TH ST 211,3.0,0.0,1000.0,% RICHARD D ENG,1.0,13.0,15.0,10.0,0.0,1.0,8905.0,,PC,O,AR,A,IN,,A65,A,711110.0
14812,990.0,1,263,1,0,133490112,1992,0,27959,0,0,140215,0,0,0,140215,140215,168174,285405,1040184,0,0,1157415,1040184,0,0,1040184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,6,4,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061.0,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.37487,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,168174,199212,1992,NY,10011.0,NYC,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
14912,,1,90,0,0,133533192,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,FRIENDS NEW MUSIC,NEW YORK,NY,10013-1305,10013.0,36061.0,A68,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.32731,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199112,0,199112,1991,NY,10013.0,NEW YORK,A1168,A,12,90.0,0.0,0.0,474 GREENWICH ST,3.0,0.0,1000.0,%HAL FREEDMAN,1.0,13.0,16.0,10.0,0.0,1.0,9404.0,,PC,O,AR,A,IN,,A1168,A,813219.0
14963,990.0,1,40,1,7,133550709,1991,498322,0,0,0,0,0,0,0,70888,70888,569210,597079,-28270,0,0,0,47832,0,76102,0,0,0,0,0,0,0,0,0,0,0,0,401,69219,546,722,4,N,3,5,ATLED,ARVERNE,NY,11692-1824,11692.0,36081.0,A70,A,11692.0,5602.0,5600.0,36081.0,,O,O,0.12954000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36081.0,199112,568809,199112,1991,NY,11692.0,ARVERNE,P33,A,12,40.0,0.0,0.0,148 BEACH 59TH ST,3.0,0.0,1000.0,GAIL LAWRENCE,1.0,11.0,15.0,10.0,0.0,1.0,9106.0,LUCILLE ROSE DCC,PC,O,AR,A,IN,,P33,P,624410.0
14964,990.0,1,123,1,9,133551716,1992,1573,0,0,0,610,0,773,527,35506,34733,37079,35561,26018,21533,0,25273,26018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33596,0,0,5,N,3,3,ARTS CRAFTS & THEATRE SAFETY,NEW YORK,NY,10012-2586,10012.0,36061.0,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.88474,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199212,36306,199212,1992,NY,10012.0,NEW YORK,A65,A,12,123.0,0.0,0.0,181 THOMPSON ST APT 23,3.0,0.0,1000.0,% ROSSOL,1.0,13.0,16.0,10.0,0.0,1.0,9310.0,,PC,O,AR,A,IN,,A65,A,711110.0
14976,990.0,1,0,1,7,133553683,1990,400000,0,0,0,554,0,0,0,554,554,400554,400022,532,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,1,4,OPERA DE PARIS FND,NEW YORK,NY,10022-4611,10022.0,36061.0,A99,A,10022.0,5602.0,5600.0,36061.0,,PF,O,0.50964,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,400554,199012,1990,NY,10022.0,NEW YORK,A6A,A,12,90.0,0.0,0.0,153 E 53RD ST,3.0,0.0,1000.0,% WILLKIE FARR & GALLAGHER,1.0,13.0,4.0,1.0,0.0,1.0,9004.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15006,990.0,1,200,1,0,133565617,1990,23000,6500,0,0,0,0,0,0,8150,8150,37650,27978,9672,0,0,0,9672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8150,0,0,6,N,1,3,ITALIAN WINE CNCL,NEW YORK CITY,NY,10020-1300,10020.0,36061.0,A01,A,10020.0,5602.0,5600.0,36061.0,,O,O,0.38338,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,37650,199012,1990,NY,10020.0,NEW YORK CITY,A23,A,12,200.0,0.0,0.0,1271 AVE OF THE AMERICAS STE 4341,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9106.0,,PC,O,AR,A,IN,,A23,A,710000.0
15012,,1,119,0,0,133568008,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.31490999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199112,0,199112,1991,NY,10022.0,NEW YORK,A03,A,12,119.0,229.0,0.0,145 E 57TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,,PC,O,AR,A,IN,,A03,A,813920.0
15058,,1,0,0,0,133582090,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,0,0,REPO HISTORY,NEW YORK,NY,10012-2725,10012.0,36061.0,A80,A,10012.0,5602.0,5600.0,36061.0,,PC,O,0.40055999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,0,199212,1992,NY,10012.0,NEW YORK,A80,C,12,119.0,0.0,0.0,339 LAFAYETTE ST,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,1.0,9401.0,,PC,O,AR,A,IN,,A82,A,
15264,990.0,1,205,1,0,133642496,1992,0,71000,0,0,1149,0,0,0,1149,1149,72149,87680,14472,0,0,30003,14472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,2,3,TEXTILE PRODUCERS & SUPPLIERS ASSOC,NEW YORK,NY,10022-7001,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.74454,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,72149,199212,1992,NY,10022.0,NEW YORK,A40,A,12,205.0,0.0,0.0,437 MADISON AVE,3.0,0.0,1000.0,% RICHARD S TAFFET,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A40,A,710000.0
15271,990.0,1,0,1,7,133646023,1992,147447,0,0,0,0,0,0,0,0,0,147447,147326,186,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,1,4,FRIENDS OHEL MOSHE INST,NEW YORK,NY,10016-6601,10016.0,36061.0,A19,A,10016.0,5602.0,5600.0,36061.0,,PC,O,0.48928999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,147447,199212,1992,NY,10016.0,NEW YORK,A19,A,12,994.0,602.0,0.0,303 FIFTH AVE - APT 1618,3.0,199612.0,1000.0,% CHAVA GINSBURG,1.0,13.0,15.0,10.0,0.0,1.0,9411.0,,PC,O,AR,A,IN,,A19,A,813219.0
15307,990.0,1,120,1,0,133667013,1992,0,25495,0,0,409,0,0,0,27137,27137,52632,19238,19955,0,0,12303,20972,933,1017,0,0,0,0,0,0,0,0,0,0,0,0,24809,0,1919,0,6,N,2,3,AMER BOOK PRODUCERS ASSOC,NEW YORK,NY,10010-7000,10010.0,36061.0,A33,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.14267,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,27823,199306,1993,NY,10010.0,NEW YORK,A33,C,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,1000.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A33,A,511100.0
15338,990.0,1,205,1,0,133682677,1992,0,1500,0,0,0,0,0,0,36897,36897,38397,9137,59369,0,0,45229,59369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15120,0,21777,0,6,N,3,3,BOXING WRITERS ASSOC AMERICA,NEW YORK,NY,10017-3706,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.26883,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,23277,199306,1993,NY,10017.0,NEW YORK,A70,A,6,205.0,0.0,0.0,342 MADISON AVE 950,3.0,0.0,1000.0,%SCHWARTZMAN HEINSTOCK GAREUK & MAN,2.0,13.0,0.0,10.0,0.0,1.0,9302.0,,PC,O,AR,A,IN,,A70,A,710000.0
15365,990.0,1,200,1,0,133696032,1992,0,6340,0,0,0,0,0,0,64331,64331,70671,45226,25445,0,0,0,25445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64331,0,0,6,N,3,3,AMER ASSOC APPAREL TEXTILE DESIGN STUDIOS & AGENTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A40,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.10680999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199305,70671,199305,1993,NY,10001.0,NEW YORK,A40,A,5,200.0,229.0,0.0,501 5TH AVE STE 604,3.0,0.0,3000.0,% GOLDSTEIN & MORRIS,0.0,13.0,0.0,10.0,0.0,1.0,9309.0,ND AGENTS INC,PC,O,AR,A,IN,,A40,A,710000.0
15390,990.0,1,0,1,0,133718893,1992,0,44118,0,0,1204,0,0,0,1204,1204,45322,27626,41521,0,0,23825,41521,0,0,41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,3,3,ASSOC AUTHORS REPRESENTATI VES,NEW YORK,NY,10023-3631,10023.0,36061.0,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.75275,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,45322,199212,1992,NY,10023.0,NEW YORK,A70,A,12,200.0,92.0,0.0,171 E 74TH ST,3.0,0.0,1000.0,% CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A70,A,710000.0
15394,,1,0,0,0,133724506,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,NEW YORK WINDSTAR CONNECTION,NEW YORK,NY,10036-5303,10036.0,36061.0,A99,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.60539,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,0,199212,1992,NY,10036.0,NEW YORK,C35,C,12,995.0,351.0,350.0,455 W 43 ST,3.0,199612.0,1000.0,% JEAN PREECE-DOSWELL PRODUCTIONS,1.0,13.0,16.0,20.0,0.0,1.0,9403.0,,PC,O,AR,A,IN,,A99,A,710000.0
15611,990.0,1,92,1,0,135546742,1992,11271,145691,0,0,4902,0,0,0,88800,88800,245762,100964,209926,0,0,192341,218101,7559,8175,0,0,0,0,0,0,0,0,0,0,0,0,119654,0,-45992,10236,6,N,4,4,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.24761999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,126108,199212,1992,NY,10017.0,NEW YORK,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
15700,990.0,1,920,1,0,135582856,1992,0,495420,0,0,10498,0,0,0,695476,695476,1190896,1161875,269763,100445,0,436481,481771,228986,212008,0,0,0,0,0,0,0,0,0,0,0,0,0,659978,0,25000,6,Y,4,6,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.35234,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,1190896,199306,1993,NY,10001.0,NEW YORK,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
15757,990.0,1,65,1,0,135614237,1992,2844,16652,0,0,664,0,0,0,13623,13623,33119,22167,26151,0,0,27183,26151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11984,0,975,0,6,N,3,3,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061.0,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.17198,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,21135,199212,1992,NY,10003.0,NEW YORK,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,IN,,N80,N,711211.0
15787,990.0,1,900,1,7,135626389,1992,19415,0,0,0,657,0,0,0,122304,122304,141719,168744,28193,5000,0,55263,29814,45,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,121647,0,0,8,N,3,4,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061.0,A23,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.10923,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199305,141719,199305,1993,NY,10022.0,NEW YORK,A23,A,5,900.0,30.0,211.0,123 E 55TH ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,IN,,A23,A,710000.0
15803,990.0,1,265,1,0,135636174,1991,0,0,770465,786069,239369,0,0,0,2095179,1309110,2095179,1259808,3844847,0,0,3882653,3924591,87108,79744,0,0,0,0,0,0,0,0,0,0,0,0,0,1090373,0,-5028,9,N,6,6,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061.0,A40,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.35695,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199209,1309110,199209,1992,NY,10003.0,NEW YORK,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,FARE FUND,PC,O,AR,A,IN,,A40,A,710000.0
15828,990.0,1,120,1,0,135651681,1992,0,12492,0,0,1301,0,0,0,451362,451362,463854,531473,21141,0,0,88760,21141,0,0,21141,0,0,0,0,0,0,0,0,0,0,0,0,450061,0,0,6,N,2,4,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061.0,A33,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.49167,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,463854,199212,1992,NY,10017.0,NEW YORK,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,IN,,A01,A,813319.0
