,FILER,CODE990,EIN,STYEAR,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
15249,990.0,1,133131629,1996,2,4,229,0,43192,0,0,0,0,0,0,103415,103415,146607,135238,4679,0,0,17246,22855,23936,18176,0,0,0,0,0,0,0,0,0,0,0,0,0,97059,0,6356,6,1,0,Y,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061.0,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.45343999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199705,146607,146607,199705,1997,NY,10011.0,NEW YORK,1331316291997,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198410.0,,PC,O,AR,A,IN,,A40,A,710000.0
15267,990.0,1,133137480,1996,5,5,200,0,206220,0,0,26735,0,0,0,512324,512324,718544,388424,546602,51870,0,810532,830869,255978,284267,0,0,0,0,0,0,0,0,0,0,0,0,338072,129374,18143,0,6,1,0,N,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061.0,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.69089,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,380472,380472,199612,1996,NY,10016.0,NEW YORK,1331374801996,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,198301.0,,PC,O,AR,A,IN,,A40,A,710000.0
15400,990.0,1,133206226,1995,3,3,0,73567,0,0,0,1555,0,0,0,1555,1555,75122,74480,53396,0,0,37439,53494,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,UKRAINIAN AMER COORDINATING CNCL,NEW YORK,NY,10003,10003.0,36061.0,A23,A,10003.0,5602.0,5600.0,36061.0,,PC,O,0.96167,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199610,75122,75122,199610,1996,NY,10003.0,NEW YORK,1332062261996,A23,A,10,0.0,0.0,0.0,142 2ND AVE STE 304,3.0,0.0,2.0,,1.0,1.0,15.0,20.0,0.0,1.0,200103.0,,PC,O,AR,A,IN,,A23,A,710000.0
15401,990.0,1,133206933,1996,2,3,200,0,27950,0,0,0,0,0,0,9036,9036,36986,39120,24489,0,0,26623,24489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9036,6,1,0,N,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085.0,A01,A,10301.0,5602.0,5600.0,36085.0,,O,O,0.49698000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199612,36986,36986,199612,1996,NY,10301.0,STATEN ISLAND,1332069331996,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,198712.0,,PC,O,AR,A,IN,,A68,A,711130.0
15413,990.0,1,133212090,1996,6,6,200,2154375,0,0,0,79608,40600,0,0,79608,79608,2233983,1068672,2423971,265000,0,1385865,2561031,127205,137060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.9012899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,2233983,2233983,199612,1996,NY,10022.0,NEW YORK,1332120901996,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,198408.0,,PC,O,AR,A,IN,,A0368,A,813920.0
15415,,1,133212857,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,OPERA GLASS,NEW YORK,NY,10159-1294,10159.0,36061.0,A6A,A,10159.0,5602.0,5600.0,36061.0,,O,O,0.2362,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,0,0,199505,1995,NY,10159.0,NEW YORK,1332128571995,A6A,A,5,119.0,602.0,0.0,PO BOX 1294 MADISON SQUAR,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,198807.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15428,990.0,1,133216947,1996,3,3,30,55343,0,0,0,539,0,0,0,2119,2119,57462,34048,92595,0,0,69182,92595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,5,1,7,N,ASSOC ADV CREATIVE MUSICIANS NYC CHAPTER,NEW YORK,NY,10108-0187,10108.0,36061.0,A60,A,10108.0,5602.0,5600.0,36061.0,,O,O,0.10618,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,57462,57462,199612,1996,NY,10108.0,NEW YORK,1332169471996,A0168,A,12,30.0,0.0,0.0,PO BOX 187 TIMES SQ STA,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,198507.0,,PC,O,AR,A,IN,,A0168,A,813319.0
15445,,1,133222570,1994,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,NEW YORK SINGING TEACHERS ASSOC,NEW YORK,NY,10025-5213,10025.0,36061.0,A99,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.17012,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10025.0,NEW YORK,1332225701994,B03,A,12,200.0,0.0,0.0,305 RIVERSIDE DR 12A,3.0,0.0,1000.0,% CECILIE A VERDON,2.0,13.0,0.0,20.0,0.0,1.0,197003.0,,PC,O,AR,A,IN,,B03,B,813920.0
15471,,1,133235967,1994,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,WILLIAMSBURG MUSIC CTR,BROOKLYN,NY,11211-5511,11211.0,36047.0,A68,A,11211.0,5602.0,5600.0,36047.0,,O,O,0.44652,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199506,0,0,199506,1995,NY,11211.0,BROOKLYN,1332359671995,A68,A,6,994.0,90.0,0.0,367 BEDFORD AVENUE 1ST FL,3.0,198906.0,1000.0,,1.0,11.0,15.0,20.0,0.0,1.0,198502.0,,PC,O,AR,A,IN,,A68,A,711130.0
15621,,1,133357729,1994,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,COOPER OPERA WORKS,NEW YORK,NY,10034-3043,10034.0,36061.0,A6A,A,10034.0,5602.0,5600.0,36061.0,,O,O,0.40303,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,0,0,199506,1995,NY,10034.0,NEW YORK,1333577291995,A6A,A,6,89.0,90.0,0.0,60 COOPER STREET APT 3A,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,198611.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15691,,1,133411661,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,SIKKIM CULTURAL FND,NEW YORK,NY,10128-1132,10128.0,36061.0,A99,A,10128.0,5602.0,5600.0,36061.0,,O,O,0.27492,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10128.0,NEW YORK,1334116611994,A1220,B,12,90.0,0.0,0.0,1088 PARK AVE,3.0,0.0,1000.0,% SIMON ABRAHAMS,1.0,13.0,15.0,20.0,0.0,1.0,198809.0,,PC,O,AR,A,IN,,A1220,A,813219.0
15694,990.0,1,133414554,1996,4,5,200,679225,0,0,0,18448,0,0,0,19569,19569,698794,764298,461202,160450,0,557282,476860,30576,15658,461202,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,6,1,0,N,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061.0,A30,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.8424799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,698794,698794,199612,1996,NY,10022.0,NEW YORK,1334145541996,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198809.0,,PC,O,AR,A,IN,,A30,A,510000.0
15741,990.0,1,133441165,1996,4,3,205,0,41445,0,0,8226,0,0,0,21346,21346,62791,77576,165147,0,0,179932,165147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13120,6,1,0,N,NAT CARTOONISTS SOC,NEW YORK,NY,10019-1301,10019.0,36061.0,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.04798,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199612,62791,62791,199612,1996,NY,10019.0,NEW YORK,1334411651996,A03,A,12,205.0,200.0,602.0,10 COLUMBUS CIR 1620,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,199602.0,,PC,O,AR,A,IN,,A03,A,813920.0
15766,,1,133452427,1994,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,SOC ROGERIAN SCHOLARS,NEW YORK,NY,10013-0867,10013.0,36061.0,A33,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.48738000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,0,0,199506,1995,NY,10013.0,NEW YORK,1334524271995,A01,C,6,120.0,209.0,602.0,PO BOX 1195 CANAL ST STA,3.0,0.0,2000.0,COLLEGE OF NURSING NEW YORK UNIVE,2.0,13.0,0.0,20.0,0.0,1.0,199509.0,,PC,O,AR,A,IN,,A01,A,813319.0
15831,990.0,1,133490112,1996,4,4,263,0,18119,0,0,103630,0,0,0,109131,109131,127250,281734,457527,0,0,612011,457527,0,0,457527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061.0,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.8143699999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,127250,127250,199612,1996,NY,10011.0,NYC,1334901121996,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,197802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
15864,990.0,1,133503252,1995,3,3,123,950,28350,0,0,919,0,0,0,5889,5889,35189,26117,26799,0,0,17727,26799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970,6,1,0,N,CONSTRUCTION FINANCIAL MGT ASSOC,NEW YORK,NY,10017-6009,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.27460999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,35189,35189,199512,1995,NY,10017.0,NEW YORK,1335032521995,U42,A,12,123.0,0.0,0.0,310 MADISON AVE STE 2116,9.0,0.0,2000.0,% STRUCTURE TONE INC-PAUL A SEHNERT,2.0,13.0,0.0,10.0,9139.0,5.0,198609.0,CFMA NEW YORK CITY CHAPTER,PC,O,AR,A,IN,,U42,U,541710.0
15998,990.0,1,133568008,1996,3,3,119,0,27900,0,0,0,0,0,0,9964,9964,37864,18070,26636,0,0,13531,26636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6689,0,211,3064,6,1,0,N,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.58682,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199612,31175,31175,199612,1996,NY,10022.0,NEW YORK,1335680081996,A03,A,12,119.0,229.0,0.0,110 E 59TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,199108.0,,PC,O,AR,A,IN,,A03,A,813920.0
16075,990.0,1,133600417,1995,2,3,200,0,4000,0,0,0,0,0,0,52162,52162,56162,67795,2787,0,0,17316,13403,2896,10616,0,0,0,0,0,0,0,0,0,0,0,0,0,52162,0,0,6,1,0,N,MONTE JADE SCI & TECHNOLOGY ASSOC,NEW YORK,NY,10022-3613,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.03589,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199609,56162,56162,199609,1996,NY,10022.0,NEW YORK,1336004171996,V30,A,9,200.0,0.0,0.0,126 E 56TH ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,199409.0,,PC,O,AR,A,IN,,V30,V,541720.0
16080,990.0,1,133602467,1996,3,4,0,7073,1921,0,0,0,0,0,17815,203504,203504,212498,472594,-1074808,0,0,19353,59065,968065,1133873,0,0,0,0,0,0,0,0,0,0,0,0,0,180881,0,0,3,1,9,N,KUNSTHALLE NEW YORK,NEW YORK,NY,10022-4405,10022.0,36061.0,A99,A,10022.0,5602.0,5600.0,36061.0,,PC,O,0.51474,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,212498,212498,199612,1996,NY,10022.0,NEW YORK,1336024671996,A1951,A,12,0.0,0.0,0.0,19407 37TH AVE,3.0,0.0,2.0,E KERLIN,1.0,1.0,15.0,20.0,0.0,1.0,199410.0,,PC,O,AR,A,IN,,A1951,A,813219.0
16179,990.0,1,133642496,1996,4,3,205,0,81500,0,0,3801,0,0,0,3801,3801,85301,126024,103479,0,0,144202,103479,0,0,103479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,TEXTILE PRODUCERS & SUPPLIERS ASSOC,NEW YORK,NY,10022-7001,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.73698,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,85301,85301,199612,1996,NY,10022.0,NEW YORK,1336424961996,A40,A,12,205.0,0.0,0.0,437 MADISON AVE,3.0,0.0,1000.0,% RICHARD S TAFFET,2.0,13.0,0.0,10.0,0.0,1.0,199207.0,,PC,O,AR,A,IN,,A40,A,710000.0
16228,990.0,1,133667013,1996,2,3,120,0,28090,0,0,373,0,0,0,29981,29981,58071,23056,23480,0,0,15793,23978,0,498,0,0,0,0,0,0,0,0,0,0,0,0,27328,0,2277,3,6,1,0,N,AMER BOOK PRODUCERS ASSOC,NEW YORK,NY,10010-7000,10010.0,36061.0,A33,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.79433,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199706,30743,30743,199706,1997,NY,10010.0,NEW YORK,1336670131997,A33,C,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,1000.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,1.0,199207.0,,PC,O,AR,A,IN,,A33,A,511100.0
16256,990.0,1,133682677,1994,3,3,205,0,4175,0,0,0,0,0,0,50886,50886,55061,14709,40590,0,0,49036,40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48798,0,2088,0,6,1,0,N,BOXING WRITERS ASSOC AMERICA,NEW YORK,NY,10017-3706,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.6212,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,6263,6263,199506,1995,NY,10017.0,NEW YORK,1336826771995,A70,A,6,205.0,0.0,0.0,347 MADISON AVE 950,3.0,0.0,1000.0,%SCHWARTZMAN HEINSTOCK GAREUK & MAN,2.0,13.0,0.0,10.0,0.0,1.0,199302.0,,PC,O,AR,A,IN,,A70,A,710000.0
16303,990.0,1,133696032,1995,3,4,200,0,13700,0,0,0,0,0,0,104350,104350,118050,113603,32343,0,0,27896,32343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104350,0,0,6,1,0,N,AMER ASSOC APPAREL TEXTILE DESIGN STUDIOS & AGENTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A40,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.06113,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199605,118050,118050,199605,1996,NY,10001.0,NEW YORK,1336960321996,A40,A,5,200.0,229.0,0.0,STE 17 FL,3.0,0.0,3000.0,% GOLDSTEIN & MORRIS,0.0,13.0,0.0,10.0,0.0,1.0,199309.0,,PC,O,AR,A,IN,,A40,A,710000.0
16331,,1,133709275,1995,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,ORG LESBIAN & GAY ARCHITECTS & DESIGERS,NEW YORK,NY,10003-7004,10003.0,36061.0,A03,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.43787,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10003.0,NEW YORK,1337092751995,A03,B,12,200.0,0.0,0.0,28 E 4TH ST STE 7W,3.0,0.0,2000.0,% GARY ROSARD,2.0,13.0,0.0,20.0,0.0,1.0,199405.0,HALPERN ROBERT B ET AL PTR,PC,O,AR,A,IN,,A03,A,813920.0
16356,990.0,1,133718893,1996,3,3,200,0,48702,8982,8712,1253,0,0,0,22231,13519,70933,46899,35040,0,0,19718,35041,0,0,35041,0,0,0,0,0,0,0,0,0,0,0,0,12536,0,0,6,1,0,N,ASSOC AUTHORS REPRESENTATI VES,NEW YORK,NY,10023-3631,10023.0,36061.0,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.73819,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,62221,62221,199612,1996,NY,10023.0,NEW YORK,1337188931996,A70,A,12,200.0,92.0,0.0,235 W END AVE,3.0,0.0,1000.0,% CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,1.0,199407.0,,PC,O,AR,A,IN,,A70,A,710000.0
16383,,1,133733011,1995,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,CONTINGENCY PLANNING EXCHANGE INC,NEW YORK,NY,10274-0834,10274.0,36061.0,A70,A,10274.0,5602.0,5600.0,36061.0,,O,O,0.27652,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10274.0,NEW YORK,1337330111995,S02,B,12,123.0,0.0,0.0,11 HANOVER SQ STE 501,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,199710.0,,PC,O,AR,A,IN,,S02,S,541618.0
16386,,1,133734006,1995,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,NAT SOC FILM CRITICS,NEW YORK,NY,10011-8142,10011.0,36061.0,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.3199,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10011.0,NEW YORK,1337340061995,A31,A,12,205.0,200.0,0.0,101 W 12TH ST APT 19-0,3.0,0.0,1000.0,% ELIZABETH WEIS,2.0,13.0,0.0,20.0,0.0,1.0,199402.0,,PC,O,AR,A,IN,,A31,A,512110.0
16422,990.0,1,133746545,1996,3,3,204,79905,0,0,0,429,0,0,0,429,429,80334,38693,46088,30000,0,6851,46088,2404,0,46088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,COALITION HEALTHCARE COMMUNICATION,NEW YORK,NY,10173-0499,10173.0,36061.0,A01,A,10173.0,5602.0,5600.0,36061.0,,O,O,0.05716,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,80334,80334,199612,1996,NY,10173.0,NEW YORK,1337465451996,A30,A,12,204.0,0.0,0.0,342 MADISON AVE 450,3.0,0.0,2000.0,% PHARMACEUTICAL ADVTG COUNCIL INC,2.0,13.0,0.0,10.0,0.0,1.0,199503.0,,PC,O,AR,A,IN,,A30,A,510000.0
16451,990.0,1,133757359,1996,4,5,200,0,0,0,0,1685,0,0,0,753245,753245,753245,829040,-36303,0,0,153822,125190,114330,161493,0,0,0,0,0,0,0,0,0,0,0,0,0,748540,0,3020,6,1,0,N,RADIO CREATIVE FND,NEW YORK,NY,10016-2303,10016.0,36061.0,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.8856700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,753245,753245,199612,1996,NY,10016.0,NEW YORK,1337573591996,A34,A,12,200.0,0.0,0.0,261 MADISON AVE 23RD FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,199605.0,,PC,O,AR,A,IN,,A34,A,513110.0
16494,,1,133772781,1995,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,CHAMBER COMMERCE & INDUSTRY RUSSIAN FEDERATION NY,NEW YORK,NY,10016-1301,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.36758,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10016.0,NEW YORK,1337727811995,A23,A,12,200.0,0.0,0.0,90 PARK AVE STE 1600,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,1.0,199409.0,,PC,O,AR,A,IN,,S41,S,813910.0
16533,990.0,1,133783521,1996,4,5,200,10000,223033,0,0,1420,0,0,0,357405,357405,590438,340697,185894,0,0,99384,185894,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,158914,146756,25991,24324,6,1,0,N,NEW YORK NEW MEDIA ASSOC,NEW YORK,NY,10004-2501,10004.0,36061.0,A01,A,10004.0,5602.0,5600.0,36061.0,,O,O,0.79601,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,431524,431524,199612,1996,NY,10004.0,NEW YORK,1337835211996,A30,B,12,200.0,0.0,0.0,55 BROAD STREET,3.0,0.0,1000.0,% KAREN PAGE,2.0,13.0,0.0,10.0,0.0,1.0,199605.0,,PC,O,AR,A,IN,,A30,A,510000.0
16683,,1,133850738,1996,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,CONCERNED ACTORS NETWORK,NEW YORK,NY,10128-6116,10128.0,36061.0,A01,A,10128.0,5602.0,5600.0,36061.0,,O,O,0.8440799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199708,0,0,199708,1997,NY,10128.0,NEW YORK,1338507381997,A65,A,8,261.0,264.0,279.0,305 EAST 93RD STREET,3.0,0.0,2000.0,% MITCHELL MCGUIRE,2.0,13.0,0.0,10.0,0.0,1.0,199701.0,,PC,O,AR,A,IN,,A65,A,711110.0
16771,990.0,1,133874026,1996,1,4,0,50811,0,0,0,0,22757,0,0,179408,179408,230219,67539,3000,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162680,0,16728,0,3,1,9,N,VIENNESE OPERA BALL,NEW YORK,NY,10036-2501,10036.0,36061.0,A12,A,10036.0,5602.0,5600.0,36061.0,,PC,S,0.34488,,ZB,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199612,67539,67539,199612,1996,NY,10036.0,NEW YORK,1338740261996,A1260,B,12,0.0,0.0,0.0,165 W 46TH ST STE 1112,3.0,0.0,1.0,,1.0,1.0,15.0,10.0,0.0,5.0,199409.0,,PC,S,ZB,A,IN,,A1260,A,813219.0
16782,990.0,1,133878240,1996,3,3,0,37225,0,0,0,0,0,0,0,0,0,37225,2447,34778,0,0,0,34778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,LD ACCESS FND,NEW YORK,NY,10022-2511,10022.0,36061.0,A32,A,10022.0,5602.0,5600.0,36061.0,,PC,O,0.19305999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,37225,37225,199612,1996,NY,10022.0,NEW YORK,1338782401996,T30,B,12,994.0,602.0,559.0,20 E 74TH ST STE 8B,3.0,0.0,1.0,HOWARD SCHNEIDER ROSEMAN & COLIN,1.0,1.0,15.0,10.0,0.0,1.0,199607.0,,PC,O,AR,A,IN,,T30,T,813211.0
16801,,1,133888348,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,LOS CUMBANCHEROS MUSIC INC,BRONX,NY,10465-3002,10465.0,36005.0,A68,A,10465.0,5602.0,5600.0,36005.0,,PC,O,0.51153,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36005.0,199612,0,0,199612,1996,NY,10465.0,BRONX,1338883481996,A68,A,12,998.0,0.0,0.0,344 BRINSMADE AVE,3.0,0.0,2.0,RAGUEL BAEZ,1.0,1.0,15.0,20.0,0.0,1.0,199911.0,,PC,O,AR,A,IN,,A68,A,711130.0
