,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,NteeOldB,NTEECC,NTEECC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
10867,132666239,200512,2005,0,206933,0,0,3421,0,0,0,118171,118171,325104,165943,269139,0,0,283474,371737,73509,102598,0,0,0,0,0,0,0,0,99987,0,14763,0,,225117,225117,0,0,0,0,0,114750,0,59174,0,0,0,0,0,0,0,209965,0,0,0,0,0,2170,0,1251,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490329005046.0,2005,N,10007-3139,10007.0,12,200.0,120.0,0.0,22 CORTLANDT ST FL 17,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,1.0,197101.0,,NY,rtf05CO,,A34,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.42465,36061.0,5602.0,5600.0,A34,A,PC,O,AR,A,IN,,A34,A,513110.0,90.0
10908,132760431,200512,2005,0,272665,136279,122841,9950,0,0,0,281124,158283,553789,298596,317159,119821,0,188068,317159,470,0,408139,0,0,0,0,0,0,0,0,0,0,110071,,430948,430948,24824,13438,0,0,0,0,0,132352,-2791,0,9025,0,0,0,0,187598,0,0,0,0,0,9950,24824,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,273060,200.0,1.0,29490273003156.0,2005,N,10001-6708,10001.0,12,200.0,0.0,0.0,275 7TH AVE RM 1504,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MEDIA COALITION INC,1.0,197407.0,,NY,rtf05CO,,A30,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.6123,36061.0,5602.0,5600.0,A30,B,PC,O,AR,A,IN,,A30,A,510000.0,90.0
10934,132830730,200509,2004,0,0,275618,0,167995,0,0,0,683613,683613,683613,137019,8230508,0,0,7683914,8230508,0,0,8230508,0,0,0,0,0,0,0,0,240000,0,0,,683613,683613,0,275618,0,0,0,0,0,546594,0,0,0,0,0,0,0,7683914,0,0,0,0,30319,137676,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,7683914,265.0,1.0,29490021214066.0,2005,N,10001-6708,10001.0,9,265.0,0.0,0.0,275 7TH AVE,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,LOCAL 1101 OF THE COMMUNICATIONS WKRS OF AMER AFL CIO RTRMNT TR PLN,2.0,197602.0,,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.52572,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,J40,J,813930.0,90.0
10951,132857251,200512,2005,0,49576,0,0,1972,0,0,0,1972,1972,51548,99051,77919,0,0,125422,77919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51548,51548,0,0,0,0,0,0,0,-47503,0,0,0,0,0,0,0,125422,0,0,0,0,0,0,0,1972,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29409084152066.0,2005,N,10013-0000,10013.0,12,200.0,0.0,0.0,485 BROADWAY STE FL 5,3.0,0.0,NEW YORK,2.0,S GOLDSTEIN DONGHIA,2.0,13.0,0.0,10.0,0.0,DECORATIVE FABRICS ASSOCIATION INC,1.0,197708.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.10221000000000001,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,9.0
10952,132857274,200606,2005,0,603510,0,0,14277,0,0,0,130374,130374,733884,633934,496145,172236,0,399722,496145,3527,0,0,0,0,0,0,0,0,0,0,116097,0,0,,733884,733884,0,0,0,0,0,0,0,99950,0,743003,11784,0,0,0,0,396195,0,0,0,0,14277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490343363026.0,2006,N,10010-6848,10010.0,6,200.0,209.0,0.0,19 W 21ST ST RM 905,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,BOOK INDUSTRY STUDY GROUP INC,1.0,197609.0,,NY,rtf05CO,,A05,33.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.43033000000000005,36061.0,5602.0,5600.0,A0533,A,PC,O,AR,A,IN,,A0533,A,541720.0,90.0
10967,132876085,200512,2005,0,252333,0,0,465,0,23820,97048,329830,306010,582163,408504,250087,62915,0,193599,327575,93351,77488,250087,0,0,0,0,0,0,0,0,0,0,208497,,558343,558343,0,0,0,0,0,0,120868,149839,0,49318,6829,0,0,0,0,100248,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,100248,279.0,1.0,29490252318206.0,2005,N,10004-1612,10004.0,12,279.0,0.0,0.0,32 BROADWAY STE 1114,6.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,9262.0,GRAPHIC ARTISTS GUILD INC,1.0,199509.0,,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.75483,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,A99,A,710000.0,90.0
10968,132877623,200509,2004,0,43345,0,0,1440,0,0,0,70164,70164,113509,117843,107189,0,0,111523,107189,0,0,0,0,0,0,0,0,0,0,0,68724,0,0,,113509,113509,0,0,0,0,0,0,0,-4334,0,0,0,0,0,0,0,111523,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,123.0,1.0,29490330060175.0,2005,N,10017-7111,10017.0,9,123.0,0.0,0.0,360 MADISON AVE 15 FL,3.0,0.0,NEW YORK,2.0,,0.0,13.0,0.0,10.0,0.0,FIXED INCOME ANALYSTS SOCIETY INC HARRHANSEN MGMT INC,5.0,0.0,,NY,rtf05CO,,A01,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7218,36061.0,5602.0,5600.0,A01,C,PC,O,AR,A,IN,,A01,A,813319.0,90.0
10973,132881755,200412,2004,0,5357,0,0,406,0,0,0,25847,25847,31204,14804,164549,0,0,158262,164549,0,0,0,0,0,0,0,0,0,0,10113,0,15328,0,,21091,21091,0,0,0,0,0,25441,0,6287,0,0,0,0,0,0,0,158262,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0,279.0,1.0,29490211180175.0,2004,N,10314-0122,10314.0,12,279.0,0.0,0.0,PO BOX 140122,9.0,0.0,STATEN ISLAND,1.0,HENRY ALVESTAD,1.0,13.0,0.0,20.0,108.0,SONS OF NORWAY,5.0,194009.0,3-0410 NANSEN LODGE,NY,rtf05CO,,A80,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.19991,36085.0,5602.0,5600.0,A80,C,PC,O,AR,A,IN,,A80,A,712120.0,90.0
11014,132918640,200512,2005,0,25760,0,0,822,0,0,0,66337,35158,92097,50826,60706,0,0,50613,60706,0,0,0,0,0,0,0,0,0,0,0,34515,0,0,,60918,60918,0,0,31000,31179,-179,0,0,10092,0,0,0,0,0,0,0,50613,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29409133003376.0,2005,N,10163-2119,10163.0,12,205.0,0.0,0.0,PO BOX 2119,3.0,0.0,NEW YORK,2.0,SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,WOMENS MEDIA GROUP INC,1.0,199308.0,,NY,rtf05CO,,A30,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.36209,36061.0,5602.0,5600.0,A30,B,PC,O,AR,A,IN,,A30,A,510000.0,9.0
11029,132932563,200412,2004,0,1585,0,0,11314,0,0,0,35309,35309,36894,33045,76695,0,0,94803,76695,0,0,0,0,0,0,0,0,0,0,21957,0,2038,0,,14937,14937,0,0,0,0,0,23995,0,-18108,0,0,0,0,0,0,0,94803,0,0,0,0,0,0,0,11314,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,119.0,1.0,29409351029295.0,2004,N,11209-3601,11209.0,12,119.0,123.0,0.0,7919 3RD AVE,3.0,0.0,BROOKLYN,1.0,,2.0,11.0,0.0,10.0,0.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,1.0,197805.0,,NY,rtf05CO,,A99,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.85862,36047.0,5602.0,5600.0,A99,C,PC,O,AR,A,IN,,A99,A,710000.0,9.0
11089,132989680,200607,2005,0,28950,0,0,51,0,0,0,71801,71801,100751,100524,15111,0,0,14884,15111,0,0,0,0,0,0,0,0,0,0,0,71750,0,0,,100751,100751,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,14884,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,319.0,1.0,29490280152246.0,2006,N,10022-3061,10022.0,7,319.0,0.0,0.0,430 E 57TH ST,3.0,0.0,NEW YORK,1.0,MRS ANNA TRACY BRICKER,2.0,13.0,0.0,10.0,0.0,DINNER DANCERS INC,1.0,199409.0,,NY,rtf05CO,,A62,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.10457999999999999,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,IN,,A62,A,711120.0,90.0
11091,132990527,200505,2004,0,81249,0,0,1662,0,0,0,1662,1662,82911,80967,182732,0,0,180788,182732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,82911,82911,0,0,0,0,0,0,0,1944,0,0,0,0,0,0,0,180788,0,0,0,0,0,0,0,1662,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29409049004456.0,2005,N,10016-8703,10016.0,5,205.0,0.0,0.0,243 5TH AVE STE 236,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,1.0,197910.0,,NY,rtf05CO,,A68,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.06999,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,IN,,A68,A,711130.0,9.0
11117,133021168,200602,2005,69591,0,0,0,0,14000,0,0,55368,55368,124959,80691,13674,0,14000,18348,13674,0,0,0,0,0,0,0,0,0,0,48942,0,6426,0,,76017,76017,0,0,0,0,0,55368,0,-4674,0,0,0,0,0,0,0,18348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,64.0,1.0,29490224341226.0,2006,N,10010-0000,10010.0,2,64.0,90.0,92.0,174 176 5TH AVE STE 401,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,1.0,198005.0,,NY,rtf05CO,,A84,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.6078399999999999,36061.0,5602.0,5600.0,A84,C,PC,O,AR,A,IN,,A84,A,712120.0,90.0
11160,133058765,200512,2005,0,4873732,0,0,67713,0,0,0,1306053,1306053,6179785,6152823,2631656,610038,0,3284590,3264023,679896,632367,0,0,0,0,0,0,0,0,0,1202483,0,35857,,6179785,6179785,0,0,0,0,0,0,0,26962,0,2359285,152028,0,0,0,0,2604694,0,0,0,0,67713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490266058006.0,2005,N,10022-6570,10022.0,12,200.0,0.0,0.0,830 3RD AVE FL 2,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CABLE TELEVISION ADVERTISING BUREAU INC,1.0,198202.0,,NY,rtf05CO,,A03,32.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.22218000000000002,36061.0,5602.0,5600.0,A0332,A,PC,O,AR,A,IN,,A0332,A,813920.0,90.0
11220,133109557,200412,2004,51548,93418,47805,48203,5021,20540,0,0,73578,25375,218544,219306,91170,35139,8158,182774,142377,38932,51207,91170,0,0,0,0,0,0,0,7900,0,8040,4812,,162441,162441,0,-398,0,0,0,15940,0,-56865,4193,35876,6502,0,0,0,0,143842,0,0,0,0,0,5021,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,143842,123.0,1.0,29490345076245.0,2004,Y,10038-4630,10038.0,12,123.0,521.0,0.0,75 MAIDEN LN RM 505,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,DEMOCRATIC SOCIALISTS OF AMERICA INC,1.0,198807.0,,NY,rtf05CO,,A70,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.6271100000000001,36061.0,5602.0,5600.0,A70,C,PC,O,AR,A,IN,,V24,V,541720.0,90.0
11241,133131629,200505,2004,0,101357,0,0,89,11700,0,0,60646,60646,162003,156130,40648,35100,0,38544,41676,3769,1028,0,0,0,0,0,0,0,0,0,60557,0,0,,162003,162003,0,0,0,0,0,0,0,5873,0,11917,9808,0,0,0,0,34775,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,229.0,1.0,29490063003096.0,2005,N,10011-3728,10011.0,5,229.0,0.0,0.0,27 W 20TH ST STE 601,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,1.0,198410.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7541,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
11245,133132781,200506,2004,0,0,0,0,30,4837,0,0,86670,86670,86670,86670,49581,0,4500,66345,55220,16764,5639,0,0,0,0,0,0,0,0,0,86640,0,0,,86670,86670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49581,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490175072076.0,2005,N,10467-1168,10467.0,6,912.0,0.0,0.0,3625 BAINBRIDGE AVE,3.0,0.0,BRONX,1.0,,2.0,13.0,0.0,10.0,0.0,3680 HOLDING COMPANY INC,1.0,198210.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.78635,36005.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
11262,133154895,200512,2005,0,1325,0,0,2590,0,0,0,48503,48503,49828,9260,137238,0,0,153938,137934,7459,696,137238,0,0,0,0,0,0,0,49809,0,-10396,6500,,19,19,0,0,0,0,0,39413,0,-9241,0,5940,718,0,0,0,0,146479,0,0,0,0,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,146479,205.0,1.0,29490175145136.0,2005,N,11435-0000,11435.0,12,205.0,297.0,0.0,LOCAL,3.0,0.0,JAMAICA,2.0,,2.0,11.0,0.0,10.0,0.0,INDIAN DENTAL ASSOCIATION USA INC,1.0,199106.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.014159999999999999,36081.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11286,133183002,200512,2005,0,128810,0,0,6578,0,0,0,311559,311559,440369,373287,428661,0,0,361579,428661,0,0,428661,0,0,0,0,0,0,0,0,304293,0,688,,440369,440369,0,0,0,0,0,0,0,67082,0,78770,44540,0,0,0,0,361579,0,0,0,0,6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,361579,229.0,1.0,29490175303046.0,2005,N,10170-0012,10170.0,12,229.0,0.0,0.0,420 LEXINGTON AVE RM 2034,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,1.0,198401.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7344,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11326,133211019,200512,2005,0,97800,0,0,2100,0,0,0,211380,211380,309180,340052,86299,0,0,193399,152799,76228,66500,0,0,0,0,0,0,0,0,0,209280,0,0,,309180,309180,0,0,0,0,0,0,0,-30872,0,23400,2379,0,0,0,0,117171,0,0,0,0,72,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490231042356.0,2005,N,10036-4215,10036.0,12,200.0,0.0,0.0,56 W 45TH ST STE 705,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,INDIAN DIAMOND & COLORSTONE ASSOC INC,1.0,198507.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.5838899999999999,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11328,133212090,200512,2005,2280037,0,0,0,21384,0,0,0,34640,34640,2314677,2971218,331764,321238,0,1507441,1716204,519136,1384440,0,0,0,0,0,0,0,0,0,0,0,0,,2314677,2314677,13256,0,0,0,0,0,0,-656541,0,137069,23297,0,0,0,0,988305,0,0,0,0,0,21384,13256,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490189144216.0,2005,N,10022-0000,10022.0,12,200.0,0.0,0.0,5TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISON MUSIC LICENSE COMMITTEE,5.0,198408.0,,NY,rtf05CO,,A03,68.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.6942699999999999,36061.0,5602.0,5600.0,A0368,A,PC,O,AR,A,IN,,A0368,A,813920.0,90.0
11366,133251595,200506,2004,0,1937,0,0,592,0,0,0,91152,91152,93089,85940,8023,0,0,874,8023,0,0,8023,0,0,0,0,0,0,0,0,0,24638,65922,,93089,93089,0,0,0,0,0,24638,0,7149,0,0,0,0,0,0,0,874,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,874,0.0,1.0,29490008021096.0,2005,N,10038-3242,10038.0,6,0.0,0.0,0.0,90 JOHN ST RM 403,3.0,0.0,NEW YORK,1.0,LARA KISIELEWSKA,0.0,13.0,0.0,10.0,0.0,GRAPHIC ARTISTS GUILD OF NEW YORK,0.0,199509.0,,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.37453000000000003,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,A40,A,710000.0,90.0
11374,133262501,200512,2005,0,44921,0,0,0,0,0,0,0,0,44921,48476,-20363,22035,0,5730,2175,22538,22538,-20363,0,0,0,0,0,0,0,0,0,0,0,,44921,44921,0,0,0,0,0,0,0,-3555,0,2100,2730,0,0,0,0,-16808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,-16808,263.0,1.0,29490218319106.0,2005,N,10018-3348,10018.0,12,263.0,264.0,279.0,1430 BROADWAY FL 20,9.0,0.0,NEW YORK,3.0,IATSE B 751,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE OF THEATRICA EMPLOYEES MOVING PICTURE TTEESHIP,5.0,194104.0,B751 LOCAL,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.73698,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,J40,J,813930.0,90.0
11390,133302569,200512,2005,1495,21119,0,0,71,0,0,0,7341,7341,29955,31990,26216,0,0,28251,26216,0,0,0,0,0,0,0,0,0,0,0,7270,0,0,,29955,29955,0,0,0,0,0,0,0,-2035,0,0,0,0,0,0,0,28251,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,281.0,1.0,29409077201176.0,2005,N,10003-3681,10003.0,12,281.0,0.0,0.0,201 E 17TH ST APT 28J,2.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,1.0,199112.0,,NY,rtf05CO,,A54,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.36319,36061.0,5602.0,5600.0,A54,A,PC,O,AR,A,IN,,A54,A,712110.0,9.0
11408,133341914,200512,2005,0,0,0,0,1035,0,0,0,141485,141485,141485,154196,40566,0,0,56277,43566,3000,3000,0,0,0,0,0,0,0,0,0,140450,0,0,,141485,141485,0,0,0,0,0,0,0,-12711,0,0,0,0,0,0,0,53277,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490196345196.0,2005,N,10165-1341,10165.0,12,200.0,123.0,0.0,60 E 42ND ST RM 1341,3.0,0.0,NEW YORK,2.0,INTERNATIONAL TRADE CENTER INC,2.0,13.0,0.0,10.0,0.0,GRUPPO ESPONENTI ITALIANI INC,1.0,199304.0,,NY,rtf05CO,,A23,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.88846,36061.0,5602.0,5600.0,A23,C,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11421,133358453,200506,2004,5996,29285,0,0,173,0,4651,-168,14632,9981,49913,39736,49568,0,0,53379,49568,0,0,0,0,0,0,0,0,0,0,9337,0,639,0,,35925,35925,0,0,0,0,0,9976,4483,-3811,0,0,0,0,0,0,0,53379,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,19.0,0.0,0,907.0,1.0,29409077094276.0,2005,Y,10463-3224,10463.0,6,907.0,0.0,0.0,3333 HENRY HUDSON PKWY,3.0,0.0,BRONX,1.0,ALAN SASLOFF,1.0,13.0,0.0,10.0,0.0,U S S INTREPID ASSOCIATION INC,1.0,199506.0,,NY,rtf05CO,,A12,,A,A,A,AR,AR,AR,IN,,O,S,ZB,A,0.7713,36005.0,5602.0,5600.0,A12,A,PC,S,ZB,A,IN,,A12,A,813219.0,9.0
11424,133364852,200512,2005,0,0,0,0,16688,0,0,0,792846,792846,792846,902888,579438,8000,0,689480,579438,0,0,0,0,0,0,0,0,0,0,0,776158,0,0,,792846,792846,0,0,0,0,0,0,0,-110042,0,0,0,0,0,0,0,689480,0,0,0,0,0,16688,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,279.0,1.0,29490203049166.0,2005,N,11245-0001,11245.0,12,279.0,0.0,0.0,3 METROTECH CENTER,3.0,0.0,BROOKLYN,1.0,CHASE MANHATTAN BANK,2.0,11.0,0.0,10.0,0.0,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,1.0,198802.0,,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.34914,36047.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,A40,A,710000.0,90.0
11443,133395530,200507,2004,760,0,0,0,5411,0,0,0,187613,187613,188373,111313,477462,0,0,896800,878750,418273,401288,0,0,0,0,0,0,0,78125,0,0,0,1200,,110248,110248,102877,0,0,0,0,0,0,-1065,0,0,0,0,0,349770,332501,478527,0,0,0,0,0,0,181002,5411,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,998.0,1.0,29490049043056.0,2005,N,10013,10013.0,7,,,,,,,,,,,,,,,CHUNG KUO KUO MIN TANG INC,,,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.60128,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11447,133398825,200503,2004,0,0,0,0,2068,0,0,0,642068,642068,642068,0,2294379,0,0,2260911,2294379,0,0,0,0,0,0,0,0,0,20323,0,0,0,0,,621745,621745,619677,0,0,0,0,0,0,621745,-588277,0,0,0,0,0,0,2260911,0,0,0,0,2068,0,640000,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490351144145.0,2005,N,10036-2501,10036.0,3,912.0,0.0,0.0,165 W 46TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ACTORS EQUITY HOLDING CORPORATION,1.0,198712.0,,NY,rtf05CO,,A65,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.49053,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,IN,,A65,A,711110.0,90.0
11459,133418140,200412,2004,0,344994,0,0,1143,0,0,0,5573,5573,350567,365653,213543,89126,0,213320,213543,-429,0,0,0,0,0,0,0,0,0,0,0,0,3230,,350567,350567,1200,0,0,0,0,0,0,-15086,14880,35017,16066,0,0,0,0,213749,0,0,0,0,1143,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29490063003046.0,2004,N,10036-3743,10036.0,12,263.0,264.0,279.0,630 9TH AVE STE 1103,9.0,0.0,NEW YORK,3.0,ROBERT GORI,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,5.0,194102.0,161 LOCAL,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9077299999999999,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,J40,J,813930.0,90.0
11461,133418616,200512,2005,0,7980,0,0,700,0,0,0,247598,247598,255578,118649,571152,0,0,593966,593917,24775,24775,0,0,0,0,0,0,0,135017,0,0,13984,62739,,120561,120561,35158,0,0,0,0,13984,0,1912,49,0,0,0,0,0,0,569191,0,0,0,0,700,0,170175,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,281.0,1.0,29490189270116.0,2005,Y,10013-5566,10013.0,12,281.0,296.0,318.0,90 ELIZABETH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHINESE WEN CHOW ASSOCIATION INC,1.0,198802.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.01022,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
