,EIN,FisYr,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
10484,134069592,2005,200512,200625.0,29491154095196.0,T30,N,Y,0.0,1.0,2005,3.0,9.0,9.0,3,0.0,5500000,801678,2349068,3293991,0,1622385,95680,3242338,13639795,6352342,7287453,3151495,7656650,0,270169082,19561180,28900991,13933164,62395335,8237252,270169082,0,12499774,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,72673,0,7989386,0,3110004,332736,1162002,332736,0,0,0,136594327,0,261931830,153133,0,0,139200,0,0,0,884,0,153133,253802518,12346641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14817,0,10028.0,KEREN KESHET-THE RAINBOW FOUNDATION,ROCHELLE KORMAN,1015 PARK AVENUE,NEW YORK,NY,10028-0904,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.8852620000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
10486,134069969,2005,200506,200626.0,29491168069036.0,A20,N,Y,0.0,1.0,2004,2.0,9.0,8.0,3,0.0,0,1236490,80410,-1008466,0,45695,0,4100000,354129,4337095,-3982966,4146294,1193058,1263613,70286260,1052656,0,3300299,4352955,0,77107944,0,3439792,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,1321539,1331900,237095,128481,46294,128481,68287,867134,0,32500000,0,70286260,23861,0,0,49695,0,0,0,0,25834,23861,69843484,0,1263613,1594970,2333288,2454505,7646376,2146294,1644206,78574394,8600443,90965337,77107944,77964496,83322113,232465325,470859878,8265000,9365000,7765000,155197250,180592250,2293195,2397016,2485227,2596989,9772427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25834,0,10153.0,AMERICAN ART FOUNDATION INC,MEREDITH EDWARDS,767 FIFTH AVE 40TH FL,NEW YORK,NY,10153-0023,0.0,3.0,2.0,199911.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.37361500000000003,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
10494,134072609,2005,200512,200651.0,29491336149076.0,T20,N,Y,0.0,1.0,2005,3.0,7.0,6.0,3,0.0,925750,0,144114,-57398,0,2954,0,891397,1015420,1741726,-726306,1699480,131141,0,5822650,1930635,2000000,269167,4199802,0,5930273,0,271609,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,147068,0,850329,15927,808083,15927,0,0,0,0,0,5822650,2623,0,0,1220,0,0,0,25,0,2623,5514902,268986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,10022.0,THIRD MILLENIUM CHARITABLE AND CULTURAL FOUNDATION,DR MARCO STOFFEL,650 MADISON AVE 18TH FL,NEW YORK,NY,10022-1029,0.0,3.0,1.0,199909.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,20.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.29549899999999996,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,T20,T
10499,134073167,2005,200512,200617.0,29491091014086.0,A11,N,Y,0.0,1.0,2005,3.0,3.0,4.0,3,0.0,50351,0,461,-231,0,0,0,17500,50581,17825,32756,17500,43110,0,62120,0,0,0,0,0,62120,0,878,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,43110,0,325,0,0,0,0,0,0,0,0,62120,862,0,0,675,0,0,0,0,0,862,17828,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,10128.0,YOUNG FOUNDATION,,1088 PARK AVE,NEW YORK,NY,10128-1132,0.0,3.0,1.0,200002.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,YOUNG JOHN TTEE,,,A11,,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.8572649999999999,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A11,A
10502,134074036,2005,200512,200651.0,29491336034056.0,A6C,N,Y,0.0,1.0,2005,2.0,1.0,3.0,3,0.0,49000,15,0,0,0,0,19800,600,49015,54086,-5071,54086,15,15,735,0,0,0,0,0,735,0,208,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,15,15,53486,0,53486,0,0,735,0,0,0,735,0,0,0,0,0,0,0,0,0,0,4225,0,15,23,39,20,97,54086,89605,82755,100643,327089,735,5806,20388,12793,39722,0,0,0,0,0,139,380,444,555,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10007.0,A CHILDS VOICE INC,ALBERT KALTER,225 BROADWAY STE 1806,NEW YORK,NY,10007-3001,0.0,3.0,2.0,199910.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A6C,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.00550271,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A6C,A
10539,134080444,2005,200512,200626.0,29491162175186.0,A11,N,Y,0.0,1.0,2005,2.0,5.0,4.0,3,0.0,233300,0,0,0,0,5233,0,0,238533,89180,149353,6131,0,0,615683,0,0,0,0,57000,618683,0,1792,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,5233,89180,0,6131,0,83049,108197,0,0,0,558683,0,0,0,0,0,0,0,0,0,0,36388,0,1,0,0,0,1,142040,163010,167375,87255,559680,0,0,0,0,0,0,0,0,0,0,1195,1010,1902,1716,5823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,PARNASSUSWORKS FOUNDATION,RICHARD A RIFKIND,425 E 58TH ST,NEW YORK,NY,10022-2300,0.0,3.0,2.0,200001.0,1.0,3.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,,,A11,,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.152403,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A11,A
10687,134097150,2005,200512,200652.0,29491203025096.0,A54,N,Y,0.0,1.0,2005,2.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10006.0,INDIA HOUSE FOUNDATION,BRAUNER BARON ROSENZWEIG & KLEIN,61 BROADWAY FL 18,NEW YORK,NY,10006-2708,0.0,3.0,1.0,200604.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A54,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.341553,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A54,A
10711,134103203,2005,200506,200611.0,29491056099226.0,A51,N,Y,0.0,1.0,2004,3.0,3.0,3.0,3,0.0,55000,853,0,0,0,0,0,211426,55853,214081,-158228,214081,853,853,97842,0,0,0,0,0,97842,0,5927,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,853,853,2655,0,2655,0,0,0,0,0,0,97842,17,0,0,0,0,17,0,0,0,17,120354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,AMERICAN FRIENDS OF THE PUSHKIN MUSEUM INC,IMOWITZ KOENIG & CO LLP,622 THIRD AVE 33RD FLR,NEW YORK,NY,10017-6707,0.0,3.0,1.0,200003.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,,A11,50.0,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.394523,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A1150,A
10718,134105372,2005,200512,200651.0,29491336027046.0,A65,N,Y,0.0,1.0,2005,2.0,2.0,2.0,3,0.0,18416,0,0,0,0,0,0,0,18416,3915,14501,3915,0,0,24850,0,0,0,0,0,24850,0,731,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3915,0,3915,0,0,24850,0,0,0,24850,0,0,0,0,0,0,0,0,0,0,14846,0,0,0,183,0,183,3915,2793,24887,4840,36435,0,0,0,0,0,0,0,0,0,0,487,339,122,160,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,AMERICAN STUDIO THEATER INC,US TRUST COMPANY OF NEW YORK,114 W 47TH ST TAXRGR,NEW YORK,NY,10036-1510,0.0,3.0,2.0,200205.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A6E,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.619467,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A6E,A
10743,134115047,2005,200503,200610.0,29491042045176.0,A25,N,Y,0.0,1.0,2004,2.0,7.0,4.0,3,0.0,0,551,32013,5081,0,91137,79200,0,128782,154716,-25934,60408,32753,27672,8534269,0,1349369,0,1349369,0,8420214,0,60947,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,37645,123701,154716,4892,60408,4892,96029,0,0,0,0,8534269,655,0,0,385,0,400,0,1,129,655,1237502,0,27672,21214,19120,26976,94982,60408,76999,179015,142416,458838,8420214,8436017,8276450,8286475,33419156,7164673,7164340,7172457,7226879,28728349,40631,38243,33817,37171,149862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129,0,10022.0,SAUL STEINBERG FOUNDATION,JOHN SILBERMAN ASSOCIATIES P C,145 EAST 57TH STREET,NEW YORK,NY,10022-2141,0.0,3.0,2.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,M,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.859607,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A25,A
10804,134135854,2006,200606,200647.0,29491294063046.0,A65,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,0.0,0,0,0,0,0,10,0,0,10,120,-110,120,0,0,458,0,0,0,0,0,458,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,10,0,0,0,0,0,458,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11238.0,ASSEMBLY PRODUCTIONS INC,,93 UNDERHILL AVE 5B,BROOKLYN,NY,11238-3931,0.0,3.0,3.0,200102.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,ASSEMBLY,,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.269816,36047.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A65,A
10805,134136043,2005,200506,200611.0,29491056040176.0,B99,N,Y,0.0,1.0,2004,3.0,4.0,3.0,3,0.0,27500,9,0,0,0,0,0,0,27509,1070,26439,819,9,9,309018,0,222000,0,222000,36000,476518,14600,14600,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9,9,1070,0,819,0,0,8534,0,0,0,273018,0,0,0,95,0,1,0,0,96,0,296445,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,0,10118.0,POLLACK ART FOUNDATION INC,L WOLLIN,350 FIFTH AVE STE 2822,NEW YORK,NY,10118-2896,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.27472199999999997,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
10814,134137801,2004,200408,200617.0,29491288055035.0,A33,N,Y,0.0,1.0,2003,2.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,54,0,0,0,0,1200,1,0,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,-1146,0,0,0,0,0,0,0,0,0,0,54,0,3,0,0,0,3,0,0,0,0,0,54,0,0,0,54,54,0,0,0,54,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11354.0,US AND CHINA NEWS FOUNDATION,EN SHENG HU,136 40 39TH AVE STE 508,FLUSHING,NY,11354-5536,0.0,3.0,1.0,200210.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,8,,,,A33,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.225451,36081.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A33,A
10816,134138149,2005,200512,200652.0,29491343053226.0,T22,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,0.0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1765,0,0,0,0,0,1765,0,87,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,1765,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,1764,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10119.0,MELVYN AND BARBARA WEISS ART FOUNDATION,DEBORAH M STURMAN,ONE PENNSYLVANIA PLAZA 49TH FLR,NEW YORK,NY,10119-0165,0.0,3.0,1.0,200011.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.591896,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,T22,T
10817,134138151,2005,200512,200652.0,29491343054006.0,A54,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,0.0,0,5,0,0,0,0,0,0,5,0,5,0,5,0,4781,0,0,0,0,0,4781,235,235,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5,0,0,0,0,0,0,4781,0,0,0,4781,0,0,0,0,0,0,0,0,0,0,4779,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10119.0,HOLOCAUST ART & REMEMBRANCE FOUNDATION,MELVYN WEISS,1 PENN PLZ FL 49,NEW YORK,NY,10119-4899,0.0,3.0,1.0,200101.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,80.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.398529,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1280,A
10823,134138655,2005,200512,200626.0,29491162153086.0,A20,N,Y,0.0,1.0,2005,2.0,1.0,4.0,3,0.0,307300,0,0,0,0,0,0,52948,307300,280567,26733,306441,0,0,9351,0,0,0,0,37815,9351,0,622,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,0,0,227619,0,253493,0,0,4351,0,0,0,-28464,0,0,0,0,0,0,0,0,0,0,12638,0,1,0,0,0,1,306441,484092,815873,895759,2502165,0,0,0,0,0,0,0,0,0,0,415,525,1355,2435,4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,COMMISSION FOR ART RECOVERY INC,ANDREW L JAGODA,767 FIFTH AVE 46TH FLR,NEW YORK,NY,10153-0023,0.0,3.0,1.0,200102.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.8528309999999999,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
10842,134143098,2005,200512,200627.0,29491098024006.0,A23,N,Y,0.0,1.0,2005,3.0,1.0,3.0,3,0.0,26218,0,0,0,0,0,0,26108,26218,26129,89,26108,0,0,584,0,0,0,0,0,584,0,27,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,21,0,0,0,0,584,0,0,0,584,0,0,0,0,0,0,0,0,0,0,540,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,JINDHAG FOUNDATION,GANER GROSSBACH & GANER,1995 BROADWAY,NEW YORK,NY,10023-5882,0.0,3.0,1.0,200112.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200412.0,1.0,12,,,,A23,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.518134,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A23,A
10866,134147350,2005,200512,200626.0,29491161000026.0,B80,N,Y,0.0,1.0,2005,3.0,4.0,4.0,3,0.0,0,0,1456,-11466,0,0,0,5325,-10010,8506,-18516,5325,8940,5173,154722,24566,52954,0,77520,0,144447,0,2442,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,8940,5173,3181,0,0,0,0,0,0,0,0,154722,179,0,0,0,0,0,0,0,0,179,49576,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,10021.0,INDEPENDENT THINKING & NEW MEDIA FOUNDATION CORP,M YAO,363 E 76TH ST 8L,NEW YORK,NY,10021-2432,0.0,3.0,1.0,200103.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200412.0,1.0,12,,,,A30,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.090054,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,B80,B
10905,134150082,2005,200512,200651.0,29491336181076.0,A50,N,Y,0.0,1.0,2005,3.0,8.0,7.0,3,0.0,4907120,15600,22150,24286,0,636005,0,0,5617561,3626664,1990897,2426435,0,61098,43610804,0,0,0,0,116060,43610804,0,299486,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12400,0,74244,167750,3626664,106652,2426435,106652,106652,0,0,2207968,0,43494744,0,0,0,0,0,0,0,0,0,0,6080942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112.0,STONE BARNS RESTORATION CORP,RICHARD N CATALDO,30 ROCKEFELLER PLZ STE 5600,NEW YORK,NY,10112-0002,0.0,3.0,1.0,200107.0,2.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A50,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.304268,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A50,A
10953,134165975,2005,200508,200607.0,29491028005186.0,A23,N,Y,0.0,1.0,2004,2.0,2.0,4.0,3,0.0,129315,0,0,0,0,0,42000,1500,129315,121044,8271,121158,0,114,21170,0,0,0,0,8871,21170,0,849,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,119544,0,119658,0,-114,17077,0,0,0,12299,0,0,0,0,0,0,0,0,0,0,17233,0,114,0,0,0,114,121158,124927,120129,108183,474397,21170,13411,7490,14140,56211,21170,13411,7490,14140,56211,0,0,0,0,0,100949,128326,113761,112025,455061,100949,128326,113761,112025,455061,0,0,0,0,0,0,0,10036.0,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,EMIKO AKUTAGAWA LINDSAY,25 W 43RD ST 1016,NEW YORK,NY,10036-7410,0.0,3.0,1.0,200112.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,8,RINRI TOMO-NO-KAI,,,A11,70.0,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.738983,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A1170,A
10976,134179518,2006,200603,200638.0,29491252009026.0,A25,N,Y,0.0,1.0,2005,2.0,1.0,1.0,3,0.0,3500,12,0,0,0,335,0,1000,3847,1852,1995,1850,10,347,3306,0,0,0,0,0,3306,0,96,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,12,347,852,2,850,2,0,3306,0,0,0,3306,0,0,0,0,0,0,0,0,0,0,1943,0,96,232,232,0,560,1850,13115,1309,0,16274,0,0,0,0,0,0,0,0,0,0,64,155,155,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001.0,INSTITUTE OF MASTERS OF WINE NORTH AMERICA LTD,TANNENBAUM HELPERN SYRACUSE,350 7TH AVE 1201,NEW YORK,NY,10001-5013,0.0,3.0,2.0,200309.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.0964684,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A25,A
10980,134180899,2005,200512,200646.0,29491294036106.0,A68,N,Y,0.0,1.0,2005,3.0,4.0,2.0,3,0.0,0,0,16415,0,0,0,20000,340,16415,24302,-7887,24302,14262,0,302677,0,55597,0,55597,0,361860,0,17776,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,38224,0,23962,23962,23962,23962,0,0,0,235954,0,302677,285,0,0,0,0,0,0,0,0,285,360924,17491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,10021.0,DA CAPO FOUNDATION INC,MATSUKO SHIBUYA,420 E 72ND ST,NEW YORK,NY,10021-4650,0.0,3.0,1.0,200407.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A68,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.510935,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A68,A
10981,134181214,2005,200512,200626.0,29491162101146.0,A25,N,Y,0.0,1.0,2005,3.0,5.0,2.0,3,0.0,0,22673,0,0,0,0,0,20000,22673,45057,-22384,44301,21917,0,767424,0,0,0,0,0,767424,0,37804,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,22673,0,25057,756,24301,756,0,2584,0,0,0,767424,438,0,0,0,0,0,0,0,0,438,767596,37366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,10016.0,MALEVICH SOCIETY,LAWRENCE KAYE TRUSTEE,2 PARK AVE,NEW YORK,NY,10016-5675,0.0,3.0,2.0,200201.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.6121939999999999,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A25,A
10985,134182614,2005,200512,200649.0,29491322034036.0,A20,N,Y,0.0,1.0,2005,3.0,4.0,4.0,3,0.0,186326,1373,4477,3615,0,0,0,263671,195791,301662,-105871,272766,0,0,359178,0,91730,0,91730,18000,366061,0,19883,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,9465,0,37991,26546,9095,26546,0,0,0,187594,0,341178,0,0,0,1200,0,0,0,0,1200,0,403713,19883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,HARRIET AND ESTEBAN VICENTE FOUNDATION,ROBERT S WARSHAW,501 FIFTH AVE STE 1803,NEW YORK,NY,10017-6189,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,M,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.770997,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
