,EIN,styear,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
66053,133307859,1994,114615,0,0,0,694,0,0,0,694,694,115309,102709,275688,18333,0,263088,275689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,115309,A62Z,,THE ARMITAGE FOUNDATION LTD,% KERNER,11 PENN PLAZA 930,NEW YORK,NY,10001-0000,0.0,3.0,3.0,1000.0,198709.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A62,A,A62Z,A62,0.38443499999999997,10001.0,10001.0,5600.0,36061.0,,AR,1995,A62,199506,NY,10001.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
66056,132938496,1995,115193,0,0,0,1574,6248,0,0,4416,4416,119609,109942,65109,40000,0,60929,80459,5487,15350,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,0,660,,119609,A60Z,,ARTS RESOURCES IN COLLABORATION INC,,150 FIFTH AVE STE 324,NEW YORK,NY,10011-4311,0.0,3.0,3.0,2000.0,198105.0,1.0,,1.0,13.0,0.0,10.0,12.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A60,A,A60Z,A60,0.16883399999999998,10011.0,10011.0,5600.0,36061.0,,AR,1995,A61,199512,NY,10011.0,NEW YORK,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A0261,A
66059,133668472,1994,117729,0,0,0,265,0,0,0,50120,50120,167849,173293,6746,0,0,20425,12752,8235,6006,0,0,0,0,0,0,0,0,0,0,0,0,0,43044,0,6811,,167849,A6BZ,A69Z,ASCENSION MUSIC CHORUS AND ORCHESTRA INC,,12 W 11TH ST,NEW YORK,NY,10011-8602,0.0,3.0,3.0,1000.0,199208.0,1.0,,1.0,13.0,0.0,10.0,6.0,,89.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A6B,A,A6BZ,A6B,0.12695499999999998,10011.0,10011.0,5600.0,36061.0,,AR,1995,A6B,199506,NY,10011.0,NEW YORK,A6B,,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
66060,132885288,1994,106438,0,0,0,0,8310,0,0,89945,89945,196383,149163,37342,12400,0,50720,66245,22428,28903,0,0,0,0,0,0,0,0,0,0,0,19603,18567,25826,17438,292,,158213,A65Z,,SOHO REPERTORY THEATRE INC SOHO REP,,46 WALKER ST,NEW YORK,NY,10013-3514,0.0,3.0,3.0,2000.0,199104.0,1.0,,1.0,13.0,0.0,10.0,6.0,,88.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,4.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.522826,10013.0,10013.0,5600.0,36061.0,,AR,1995,A65,199506,NY,10013.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
66067,132513378,1994,270039,0,0,0,42929,0,0,0,42929,42929,312968,195382,949054,0,0,833468,949054,2000,0,949054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,312968,T70Z,,ACTORS EQUITY FOUNDATION INC,,165 W 46TH ST,NEW YORK,NY,10036-2501,0.0,3.0,3.0,2000.0,197503.0,1.0,,1.0,13.0,0.0,10.0,3.0,,561.0,902.0,602.0,B9710,,,IN,S,ZE,T,PC,3.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,T,T70,T,T70Z,T70,0.00353688,10036.0,10036.0,5600.0,36061.0,,PU,1995,T70,199503,NY,10036.0,NEW YORK,A12,65,,,T,PU,OT,PC,S,ZE,,IN,,A1265,A
66068,133467948,1994,275524,0,0,0,10048,39029,0,0,132312,132312,407836,329307,225366,66704,0,231626,347153,56259,121787,0,0,0,0,0,0,0,0,0,0,0,0,28530,37499,56235,0,,379306,A65Z,,52ND STREET PROJECT INC,,500 W 52ND ST 2ND FL,NEW YORK,NY,10019-5060,0.0,3.0,3.0,1000.0,199312.0,1.0,,1.0,13.0,0.0,10.0,6.0,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.8947350000000001,10019.0,10019.0,5600.0,36061.0,,AR,1995,A65,199506,NY,10019.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
66070,133845366,1995,86357,0,0,0,356,0,0,0,356,356,86713,61178,25535,0,0,0,25535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,86713,A99Z,,MEDICI ARCHIVE PROJECT INC,% GOODKIND LABTON,477 MADISON AVE 9TH FLR,NEW YORK,NY,10022-5802,0.0,3.0,3.0,1000.0,199511.0,1.0,,1.0,13.0,199912.0,10.0,6.0,,994.0,92.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A99,A,A99Z,A99,0.631121,10022.0,10022.0,5600.0,36061.0,,AR,1996,A99,199606,NY,10022.0,NEW YORK,A50,,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
66074,136208782,1994,1300,66147,0,0,765,0,0,0,8046,8046,75493,71991,44298,0,0,40584,44298,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6072,0,1209,,75493,A99Z,,CAMERA CLUB OF NEW YORK INC,,853 BROADWAY 2ND FL,NEW YORK,NY,10003-4703,0.0,3.0,3.0,2000.0,196611.0,1.0,,1.0,13.0,0.0,10.0,11.0,,119.0,59.0,281.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,0,1.0,0,36061,5602.0,16.0,A,A99,A,A99Z,A99,0.154772,10003.0,10003.0,5600.0,36061.0,,AR,1995,A99,199511,NY,10003.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
66076,136169167,1994,1095,1250,76737,67927,9662,0,0,0,130164,62237,132509,22423,160886,0,0,163131,162011,1125,1125,160886,0,0,0,0,0,0,0,0,0,0,0,43279,0,18347,-17861,,21303,N50Z,,RUSSIAN NOBILITY ASSOCIATION IN AMERICA INCORPORATED,,971 FIRST AVENUE,NEW YORK,NY,10022-5131,0.0,3.0,3.0,1800.0,195311.0,1.0,,1.0,13.0,0.0,10.0,12.0,,927.0,160.0,62.0,B9710,,,IN,O,HS,N,PC,2.0,2.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,N,N50,N,N50Z,N50,0.492575,10022.0,10022.0,5600.0,36061.0,,HU,1994,N50,199412,NY,10022.0,NEW YORK,A23,,,,N,HU,HU,PC,O,HS,N,IN,,A23,A
66081,131664048,1995,1185750,0,32854600,32026900,352377,247419,0,0,33263200,1234580,34448900,2848930,11621200,141160,0,12444800,11874300,178179,253116,0,0,0,0,0,0,0,0,0,0,0,0,216785,0,-167901,7334,,2203550,Q21Z,,AMERICA-ISRAEL CULTURAL FOUNDATION INC,,317 MADISON AVE,NEW YORK,NY,10017-5301,0.0,3.0,3.0,1000.0,195105.0,1.0,,1.0,13.0,0.0,10.0,12.0,,119.0,911.0,0.0,B9710,,,IN,O,IN,Q,PC,6.0,6.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,15.0,Q,Q21,Q,Q21Z,Q21,0.311692,10017.0,10017.0,5600.0,36061.0,,IN,1995,A12,199512,NY,10017.0,NEW YORK,A12,20,,,Q,IN,OT,PC,O,IN,Q,IN,,A1220,A
66082,131628143,1994,1059380,0,0,0,203214,51145,98192,111745,1943320,1845130,3002700,2117380,2769670,0,0,3211490,7253980,1228940,4484310,0,0,0,0,0,0,60002,0,0,0,0,0,0,1434060,0,96115,,2904510,A5AZ,,AMERICAN MUSEUM OF NATURAL HISTORY PLANETARIUM AUTHORITY,,CENTRAL PARK W AT 79TH ST,NEW YORK,NY,10024-0000,0.0,3.0,3.0,2000.0,193607.0,1.0,,1.0,13.0,0.0,10.0,6.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A5A,A,A5AZ,A5A,0.79678,10024.0,10024.0,5600.0,36061.0,,AR,1995,A50,199506,NY,10024.0,NEW YORK,A56,,,,A,AR,AR,PC,O,AR,A,IN,,A56,A
66084,132761376,1994,1133120,108860,0,0,0,254354,0,0,1463800,1463800,2705780,2436500,3754520,0,0,4361690,4270350,671832,515828,0,0,0,0,0,0,0,0,0,0,0,0,204611,533402,606919,118865,,2501170,A52Z,,CHILDRENS MUSEUM OF MANHATTAN GRWTH THROUGH ART & MUSEUM EXPRIENCE INC,,212 W 83RD ST,NEW YORK,NY,10024-4901,0.0,3.0,3.0,2000.0,197407.0,1.0,,1.0,13.0,0.0,10.0,6.0,,349.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A52,A,A52Z,A52,0.853767,10024.0,10024.0,5600.0,36061.0,,AR,1995,A52,199506,NY,10024.0,NEW YORK,A52,,,,A,AR,AR,PC,O,AR,A,IN,,A52,A
66089,112517055,1993,269821,24058,0,0,1332,10061,0,0,34853,34853,328732,330651,1346,40000,0,139777,167687,136512,166341,1346,0,0,0,0,0,0,0,0,0,0,0,0,33521,0,0,,328732,A54Z,,MUSEUM OF CHINESE IN THE AMERICAS,,70 MULBERRY ST 2ND FL,NEW YORK,NY,10013-4477,0.0,3.0,3.0,2000.0,198211.0,1.0,,1.0,13.0,0.0,10.0,10.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A54,A,A54Z,A54,0.726845,10013.0,10013.0,5600.0,36061.0,,AR,1994,A53,199410,NY,10013.0,NEW YORK,A54,,,,A,AR,AR,PC,O,AR,A,IN,,A54,A
66091,133109381,1994,79266,0,0,0,0,3400,0,0,238535,238535,317801,359787,-11668,0,0,37573,78457,7255,90125,0,0,0,0,0,0,0,0,0,0,0,0,0,238535,0,0,,317801,A62Z,,DANCE CONTINUUM INC,DOWNTOWN ART,280 BROADWAY RM 412,NEW YORK,NY,10007-1896,0.0,3.0,3.0,1000.0,87.0,1.0,,1.0,1.0,0.0,10.0,6.0,,90.0,0.0,0.0,ALM97,1992.0,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,16.0,A,A62,A,A62Z,A62,0.8388059999999999,10007.0,10007.0,5600.0,36061.0,,AR,1995,A62,199506,NY,10007.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
66094,133327217,1994,79294,0,0,0,0,0,0,0,0,0,79294,4667,565704,0,0,567500,567500,76423,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,79294,A59Z,,P RIKLIS FOUNDATION FOR BEN OF AMER FRNDS OF TEL AVIV MUSEUM ETAL INC,,888 SEVENTH AVE 43RD FLOO,NEW YORK,NY,10106-0064,0.0,3.0,3.0,1000.0,198603.0,1.0,,1.0,13.0,0.0,10.0,9.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,17.0,A,A59,A,A59Z,A59,0.631234,10106.0,10106.0,5600.0,36061.0,,AR,1995,A59,199509,NY,10106.0,NEW YORK,A50,,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
66096,133640469,1994,83305,0,0,0,0,15510,0,0,56896,56896,140201,147417,6676,40014,0,29892,44176,16000,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56896,0,,140201,A99Z,,HEARTS AND VOICES INC,% M SHULMAN INC,810 SEVENTH AVE 4TH FLR,NEW YORK,NY,10019-5818,0.0,3.0,3.0,1200.0,199210.0,1.0,,1.0,13.0,199512.0,10.0,12.0,,90.0,994.0,89.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A99,A,A99Z,A99,0.951636,10019.0,10019.0,5600.0,36061.0,,AR,1994,A99,199412,NY,10019.0,NEW YORK,G43,,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
66100,132951389,1993,425955,0,0,0,1050,0,0,0,666957,666957,1092910,1840550,-26169,0,0,2432950,1613170,764715,1639340,0,0,0,0,0,0,0,0,0,0,0,0,0,665907,0,0,,1092910,A31Z,,NEW YORK CENTER FOR VISUAL HISTORY,,625 BROADWAY,NEW YORK,NY,10012-2611,0.0,3.0,3.0,1200.0,197905.0,1.0,,5.0,13.0,0.0,10.0,6.0,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,0.0,0,1.0,0,36061,5602.0,15.0,A,A31,A,A31Z,A31,0.034860300000000004,10012.0,10012.0,5600.0,36061.0,,AR,1994,A31,199406,NY,10012.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
66101,132966017,1993,426189,0,0,0,94,0,0,0,94,94,426283,428577,4701,0,0,68367,122541,61372,117840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,426283,L99Z,,INWOOD PRESERVATION CORPORATION,,47 SICKLES ST,NEW YORK,NY,10040-1604,0.0,3.0,3.0,1200.0,197908.0,1.0,,1.0,13.0,0.0,10.0,11.0,,398.0,400.0,0.0,B9710,,,IN,O,HS,L,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,L,L99,L,L99Z,L99,0.833425,10040.0,10040.0,5600.0,36061.0,,HU,1994,L99,199411,NY,10040.0,NEW YORK,A80,,,,L,HU,HU,PC,O,HS,L,IN,,A80,A
66102,133412509,1995,423193,0,0,0,0,0,0,0,0,0,423193,427921,4396,0,0,111517,265413,102393,261017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,423193,A62Z,,THE NEW YORK DANCE CENTER INC,,890 BROADWAY,NEW YORK,NY,10003-1211,0.0,3.0,3.0,1000.0,198707.0,1.0,,1.0,13.0,0.0,10.0,12.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A62,A,A62Z,A62,0.0625424,10003.0,10003.0,5600.0,36061.0,,AR,1995,A62,199512,NY,10003.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
66104,136133041,1994,408614,0,0,0,24228,0,0,0,24228,24228,432842,439676,319754,75000,0,394784,346709,72000,26955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,432842,A69Z,,YOUTH SYMPHONY ORCHESTRA OF NEW YORK INC D B A NEW YORK YOUTH SYMP,,850 SEVENTH AVE 505,NEW YORK,NY,10019-5230,0.0,3.0,3.0,2000.0,196410.0,1.0,,1.0,13.0,0.0,10.0,8.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A69,A,A69Z,A69,0.8745639999999999,10019.0,10019.0,5600.0,36061.0,,AR,1995,A69,199508,NY,10019.0,NEW YORK,A69,,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
66107,237314944,1995,920,0,0,0,0,0,0,0,96702,96702,97622,95498,5860,0,0,6775,7019,3039,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,96702,0,0,,97622,A65Z,,GENE FRANKEL THEATRE WORKSHOP INC,,24 BOND ST,NEW YORK,NY,10012-2424,0.0,3.0,3.0,1200.0,197310.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A65,A,A65Z,A65,0.462621,10012.0,10012.0,5600.0,36061.0,,AR,1995,A25,199512,NY,10012.0,NEW YORK,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
66108,133019799,1995,44617,0,0,0,2127,0,0,0,27550,27550,72167,60273,28471,0,0,30292,30240,13715,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,25423,0,0,,72167,A62Z,,NEW LIFE DANCE INC,,PO BOX 834,NEW YORK,NY,10009-0834,0.0,3.0,3.0,1000.0,198008.0,1.0,,1.0,13.0,0.0,10.0,6.0,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A62,A,A62Z,A62,0.151624,10009.0,10009.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10009.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
66111,132965395,1993,41748,125740,0,0,1885,0,0,0,46030,46030,213518,261019,167709,0,0,216573,169313,1363,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,39145,0,5000,,213518,A31I,,BLACK FILMMAKER FOUNDATION,,670 BROADWAY,NEW YORK,NY,10012-2318,0.0,3.0,3.0,1000.0,197902.0,1.0,,1.0,13.0,0.0,10.0,9.0,,123.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A31,A,A31I,A31,0.871361,10012.0,10012.0,5600.0,36061.0,,AR,1994,A31,199409,NY,10012.0,NEW YORK,A11,31,,,A,AR,AR,PC,S,ZA,,IN,,A1131,A
66113,132998287,1994,41020,0,0,0,125,2195,0,0,6748,6748,47768,55026,14976,0,1335,21605,14976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6623,0,0,,47768,A6CZ,,OMEGA ENSEMBLE INC,,315 W 8TH ST,NEW YORK,NY,10009-5202,0.0,3.0,3.0,2000.0,198104.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,0,1.0,0,36061,5602.0,16.0,A,A6C,A,A6CZ,A6C,0.22352600000000003,10009.0,10009.0,5600.0,36061.0,,AR,1995,A6C,199506,NY,10009.0,NEW YORK,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
66115,133525436,1994,85474,0,0,0,0,0,0,0,0,0,85474,89532,4340,0,0,9148,17340,750,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85474,A31Z,V21Z,MIND MATTERS INC,,61 JANE ST 7J,NEW YORK,NY,10014-5155,0.0,3.0,3.0,1000.0,199311.0,1.0,,1.0,13.0,0.0,10.0,12.0,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A31,A,A31Z,A31,0.404746,10014.0,10014.0,5600.0,36061.0,,AR,1994,A31,199412,NY,10014.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
66120,132667790,1994,85436,0,0,0,64,0,0,0,64,64,85500,46943,52269,0,0,13712,62269,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85500,A62Z,,TWYLA THARP DANCE FOUNDATION,% STARR & COMPANY,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,3.0,2000.0,197102.0,1.0,,1.0,13.0,0.0,10.0,6.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A62,A,A62Z,A62,0.668772,10022.0,10022.0,5600.0,36061.0,,AR,1995,A62,199506,NY,10022.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
66122,136196075,1995,77178,0,0,0,3171,5609,0,0,8046,8046,85224,95837,198215,0,0,218060,429994,9232,231779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,1440,,85224,A82Z,,TAPPAN WASHINGTON MEMORIAL CORPORATION,,71 W 23RD ST,NEW YORK,NY,10010-4102,0.0,3.0,3.0,2000.0,194502.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,602.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A82,A,A82Z,A82,0.997172,10010.0,10010.0,5600.0,36061.0,,AR,1995,A82,199512,NY,10010.0,NEW YORK,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
66123,131844837,1994,75688,20580,191320,0,891057,0,320251,47860,3023930,2703680,3120200,2231930,21717800,78000,0,20191800,21812900,86404,95107,0,0,0,0,0,0,0,0,0,0,0,0,0,1474930,0,98519,S,2799950,A25Z,A6EZ,ART STUDENTS LEAGUE OF NEW YORK,,215 W 57TH ST,NEW YORK,NY,10019-2104,0.0,3.0,3.0,1000.0,193907.0,1.0,,1.0,13.0,0.0,10.0,5.0,,46.0,30.0,40.0,B9710,,,IN,O,AR,A,PC,6.0,4.0,4.0,4.0,1,1.0,0,1.0,0,36061,5602.0,11.0,A,A25,A,A25Z,A25,0.183766,10019.0,10019.0,5600.0,36061.0,,AR,1995,A25,199505,NY,10019.0,NEW YORK,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
66124,131656691,1995,76575,39373,0,0,23839,33793,0,0,45573,45573,161521,136405,602859,0,0,470437,602859,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21734,0,0,,161521,A82Z,,SOCIETY OF MAYFLOWER DESCENDANTS IN THE STATE OF NEW YORK,,122 E 58TH ST,NEW YORK,NY,10022-1909,0.0,3.0,2.0,2000.0,194212.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,908.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,2.0,2.0,1,1.0,0,1.0,0,36061,5602.0,16.0,A,A82,A,A82Z,A82,0.927314,10022.0,10022.0,5600.0,36061.0,,AR,1995,A82,199512,NY,10022.0,NEW YORK,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
66126,237164776,1994,75048,10755,0,0,1263,351,0,21723,22986,22986,108789,54755,358672,18500,0,304638,358672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,108789,A72E,,JOSEF PILSUDSKI INST OF AMER FOR RESRCH IN MOD HIST OF POLAND INC,,180 SECOND AVE,NEW YORK,NY,10003-5778,0.0,3.0,3.0,2000.0,195003.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,1.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A72,A,A72E,A72,0.644421,10003.0,10003.0,5600.0,36061.0,,AR,1994,A72,199412,NY,10003.0,NEW YORK,A05,80,,,A,AR,AR,PC,O,AR,A,IN,,A0580,A
66135,133621884,1995,276000,0,218942,225000,5840,0,0,0,224782,-218,500782,187106,240958,0,0,152282,240958,0,0,9512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275782,A99Z,,FRIENDS OF THE ISRAEL ANTIQUITIES INC,% WACHTELL LIPTON ROSEN & KATZ,51 W 52ND ST,NEW YORK,NY,10019-6119,0.0,3.0,3.0,1000.0,199201.0,1.0,,1.0,13.0,0.0,10.0,12.0,,199.0,93.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A99,A,A99Z,A99,0.069565,10019.0,10019.0,5600.0,36061.0,,AR,1995,A11,199512,NY,10019.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
66146,237236811,1994,290195,0,0,0,0,13389,0,0,62359,62359,352554,417029,-20602,75999,0,56548,34982,12675,55584,0,0,0,0,0,0,0,0,0,0,0,0,0,41835,0,0,,352554,A62Z,,NEW ENGLAND DINOSAUR INC,% MICHAEL J KLEIN TREASURER,215 W 76TH ST FL 4,NEW YORK,NY,10023-8201,0.0,3.0,3.0,1000.0,197306.0,1.0,,1.0,13.0,0.0,10.0,6.0,MICHAEL MAO DANCE,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,4.0,1,36061,5602.0,15.0,A,A62,A,A62Z,A62,0.452546,10023.0,10023.0,5600.0,36061.0,,AR,1995,A62,199506,NY,10023.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
66168,237181785,1995,1289350,0,178630,136021,127066,201934,0,0,358093,222072,1647440,1489420,2392180,110000,43375,2668990,2776150,374936,383971,0,0,0,0,0,0,0,0,0,0,0,0,0,52397,0,0,,1511420,A82Z,,NEW YORK LANDMARKS CONSERVANCY INC,,141 FIFTH AVE,NEW YORK,NY,10010-7105,0.0,3.0,3.0,2000.0,197204.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,1,1.0,0,1.0,0,36061,5602.0,16.0,A,A82,A,A82Z,A82,0.5115970000000001,10010.0,10010.0,5600.0,36061.0,,AR,1995,A82,199512,NY,10010.0,NEW YORK,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
66170,132638292,1994,1050920,0,0,0,2255,147645,0,0,1233040,1233040,2283950,2114540,-122819,277150,0,395293,429029,648540,551848,0,0,0,0,0,0,0,0,0,0,0,0,38984,1142700,0,28381,,2244970,A69Z,,ORPHEON INC,,220 W 42ND ST,NEW YORK,NY,10036-7211,0.0,3.0,3.0,1000.0,197112.0,1.0,,1.0,13.0,0.0,10.0,8.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,1,0.0,1,6.0,1,36061,5602.0,16.0,A,A69,A,A69Z,A69,0.00843193,10036.0,10036.0,5600.0,36061.0,,AR,1995,A69,199508,NY,10036.0,NEW YORK,A69,,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
