,EIN,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,styear,ACTIVCD1,FILER,CODE990,POPCODE,REASON,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
13130,133206933,1446,19775,0,0,135,0,0,0,13644,13644,34865,29416,23570,0,0,18120,23570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13509,6,N,1993,200,990,1,, .,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085,A01,A,10301.0,5602.0,5600.0,36085.0,,O,O,0.49427,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199312,34865,34865,199312,1993,NY,10301.0,STATEN ISLAND,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,IN,,A68,A,711130.0
13141,133212090,2280695,0,0,0,4878,0,0,0,13090,13090,2293785,1505402,18877,270000,0,160419,275959,929925,257082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8212,6,N,1993,200,990,1,, .,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.78888,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,2293785,2293785,199312,1993,NY,10022.0,NEW YORK,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,ITTEE,PC,O,AR,A,IN,,A0368,A,813920.0
13148,133214820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1991,263,ZER,1,, .,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10011-6849,10011.0,36061,A40,A,,5602.0,5600.0,,,O,O,0.36278,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,0,199112,1991,NY,,NEW YORK,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,,3000.0,,,,0.0,,,,7802.0,,PC,O,AR,A,IN,,A40,A,710000.0
13168,133222570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1991,200,ZER,1,, .,NEW YORK SINGING TEACHERS ASSOC,NEW YORK,NY,10025-5213,10025.0,36061,A99,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.41695,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,0,199112,1991,NY,10025.0,NEW YORK,B03,A,12,200.0,0.0,0.0,250 E 63RD ST 305,3.0,0.0,1000.0,% CECILIE A VERDON,2.0,13.0,0.0,20.0,0.0,1.0,7003.0,,PC,O,AR,A,IN,,B03,B,813920.0
13277,133300462,0,65919,0,0,1801,0,0,0,37951,37951,103870,115165,72469,17000,0,98986,80672,1710,8203,0,0,0,0,0,0,0,0,0,0,0,11115,0,0,0,0,6,N,1993,205,990,1,, .,NEW YORK ARTISTS EQUITY ASSOC,NEW YORK,NY,10013-2213,10013.0,36061,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.12875,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,92755,92755,199312,1993,NY,10013.0,NEW YORK,A0340,A,12,200.0,0.0,0.0,498 BROOME ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9201.0,,PC,O,AR,A,IN,,A0340,A,813920.0
13416,133411661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1991,90,ZER,1,, .,SIKKIM CULTURAL FND,NEW YORK,NY,10128-1132,10128.0,36061,A99,A,10128.0,5602.0,5600.0,36061.0,,O,O,0.32189,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,0,199112,1991,NY,10128.0,NEW YORK,A1220,B,12,90.0,0.0,0.0,1088 PARK AVE,3.0,0.0,1000.0,% SIMON ABRAHAMS,1.0,13.0,15.0,20.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A1220,A,813219.0
13419,133414554,652475,0,0,0,17131,0,528,851,25243,24715,677718,734976,650480,151791,0,734811,698128,26545,47648,650480,0,0,0,0,0,0,0,0,0,0,0,0,3381,0,3352,6,N,1993,200,990,1,, .,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061,A30,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.9588200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,677190,677190,199312,1993,NY,10022.0,NEW YORK,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A30,A,510000.0
13526,133468487,4477,12097,0,0,118,0,0,0,61605,61605,78179,75767,20354,0,0,17643,20354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61486,0,0,3,N,1992,0,990,1,, .,COUNTRY DANCE & SONG SOC,NEW YORK,NY,10003-4709,10003.0,36061,A24,A,10003.0,5602.0,5600.0,36061.0,,PC,O,0.08265,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,78179,78179,199212,1992,NY,10003.0,NEW YORK,A24,A,12,90.0,0.0,0.0,817 BROADWAY 6TH FLR,9.0,0.0,1000.0,HEATHER WOOD,1.0,13.0,16.0,10.0,9228.0,5.0,9305.0,FOLK MUSIC SOCIETY OF NY INC,PC,O,AR,A,IN,,A24,A,
13575,133490112,0,27959,0,0,140215,0,0,0,140215,140215,168174,285405,1040184,0,0,1157415,1040184,0,0,1040184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1992,263,990,1,, .,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.38095,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,168174,168174,199212,1992,NY,10011.0,NYC,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
13585,133491607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1992,205,ZER,1,, .,HISPANIC MEDIA CNCL USA,NEW YORK,NY,10003-4703,10003.0,36061,A23,A,,5602.0,5600.0,,,O,O,0.50376,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199212,0,0,199212,1992,NY,,NEW YORK,A23,A,12,205.0,0.0,0.0,853 BROADWAY,3.0,0.0,3000.0,,2.0,1.0,0.0,1.0,0.0,1.0,8912.0,,PC,O,AR,A,IN,,A23,A,710000.0
13727,133550709,551739,0,0,0,0,0,0,0,70033,70033,621772,619222,3842,0,0,37246,39454,34911,35612,0,0,0,0,0,0,0,0,0,0,0,0,0,70033,0,0,4,N,1992,40,990,1,, .,ATLED,ARVERNE,NY,11692-1824,11692.0,36081,A70,A,11692.0,5602.0,5600.0,36081.0,,O,O,0.19682,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36081.0,199212,621772,621772,199212,1992,NY,11692.0,ARVERNE,P33,A,12,40.0,0.0,0.0,148 BEACH 59TH ST,3.0,0.0,1000.0,GAIL LAWRENCE,1.0,11.0,15.0,10.0,0.0,1.0,9106.0,LUCILLE ROSE DCC,PC,O,AR,A,IN,,P33,P,624410.0
13766,133568008,0,34625,0,0,0,0,0,0,40,40,34665,12720,21937,0,0,1545,21937,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,N,1993,119,990,1,, .,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.6765,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199312,34665,34665,199312,1993,NY,10022.0,NEW YORK,A03,A,12,119.0,229.0,0.0,145 E 57TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,,PC,O,AR,A,IN,,A03,A,813920.0
13896,133612355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,1993,0,ZER,1,, .,AFTER DARK CATV PRODUCTIONS,NEW YORK,NY,10032-5349,10032.0,36061,A30,A,10032.0,5602.0,5600.0,36061.0,,PC,O,0.026389999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10032.0,NEW YORK,A30,C,12,120.0,0.0,0.0,1425 BRYANT AVE BOX 16,3.0,0.0,1.0,,1.0,1.0,15.0,10.0,0.0,1.0,199606.0,,PC,O,AR,A,IN,,A30,A,510000.0
14005,133642496,0,163650,0,0,1740,0,0,0,1740,1740,165390,91266,88597,0,0,14473,88597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,205,990,1,, .,TEXTILE PRODUCERS & SUPPLIERS ASSOC,NEW YORK,NY,10022-7001,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.05334,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,165390,165390,199312,1993,NY,10022.0,NEW YORK,A40,A,12,205.0,0.0,0.0,437 MADISON AVE,3.0,0.0,1000.0,% RICHARD S TAFFET,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A40,A,710000.0
14061,133667013,0,25495,0,0,409,0,0,0,27137,27137,52632,19238,19955,0,0,12303,20972,933,1017,0,0,0,0,0,0,0,0,0,0,0,0,24809,0,1919,0,6,N,1992,120,990,1,, .,AMER BOOK PRODUCERS ASSOC,NEW YORK,NY,10010-7000,10010.0,36061,A33,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.5316,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,27823,27823,199306,1993,NY,10010.0,NEW YORK,A33,C,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,1000.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A33,A,511100.0
14102,133682677,2000,1600,0,0,0,0,0,0,62719,62719,66319,27789,49036,0,0,59369,49036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48863,0,13856,0,6,N,1993,205,990,1,, .,BOXING WRITERS ASSOC AMERICA,NEW YORK,NY,10017-3706,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.01594,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199406,17456,17456,199406,1994,NY,10017.0,NEW YORK,A70,A,6,205.0,0.0,0.0,342 MADISON AVE 950,3.0,0.0,1000.0,%SCHWARTZMAN HEINSTOCK GAREUK & MAN,2.0,13.0,0.0,10.0,0.0,1.0,9302.0,,PC,O,AR,A,IN,,A70,A,710000.0
14113,133685295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,1992,0,ZER,1,, .,CTR ART & EARTH,NEW YORK,NY,10012-2608,10012.0,36061,A20,A,10012.0,5602.0,5600.0,36061.0,,PC,O,0.5199199999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,0,0,199212,1992,NY,10012.0,NEW YORK,A20,A,12,995.0,91.0,379.0,154 CHRISTOPHER ST STE 3D,3.0,199612.0,2000.0,% BARBARA R PETERSEN,1.0,6.0,16.0,10.0,0.0,1.0,9506.0,,PC,O,AR,A,IN,,A20,A,710000.0
14156,133696032,0,3818,0,0,0,0,0,0,98415,98415,102233,98374,29304,0,0,25445,29304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98415,0,0,6,N,1993,200,990,1,, .,AMER ASSOC APPAREL TEXTILE DESIGN STUDIOS & AGENTS,NEW YORK,NY,10001-0000,10001.0,36061,A40,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.59085,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199405,102233,102233,199405,1994,NY,10001.0,NEW YORK,A40,A,5,200.0,229.0,0.0,501 5TH AVE STE 604,3.0,0.0,3000.0,% GOLDSTEIN & MORRIS,0.0,13.0,0.0,10.0,0.0,1.0,9309.0,ND AGENTS INC,PC,O,AR,A,IN,,A40,A,710000.0
14218,133718893,0,33686,13387,13280,1764,0,0,0,15151,1871,48837,46719,30359,0,0,41521,34174,0,3815,30359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,200,990,1,, .,ASSOC AUTHORS REPRESENTATI VES,NEW YORK,NY,10023-3631,10023.0,36061,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.11571,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,35557,35557,199312,1993,NY,10023.0,NEW YORK,A70,A,12,200.0,92.0,0.0,171 E 74TH ST,3.0,0.0,1000.0,% CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A70,A,710000.0
14497,135546742,10690,160804,0,0,4000,0,0,0,159159,159159,330653,110090,224607,0,0,218101,233205,8175,8598,0,0,0,0,0,0,0,0,0,0,0,0,205882,0,-58598,7875,6,N,1993,92,990,1,, .,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.21903000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,124771,124771,199312,1993,NY,10017.0,NEW YORK,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
14583,135582856,0,481224,0,0,7174,0,0,0,734053,734053,1215277,1215294,269746,0,0,481771,489508,212008,219762,0,0,0,0,0,0,0,0,0,0,0,0,0,726879,0,0,6,Y,1993,920,990,1,, .,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.7952100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199406,1215277,1215277,199406,1994,NY,10001.0,NEW YORK,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
14641,135614237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,65,ZER,1,, .,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.6272300000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10003.0,NEW YORK,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,IN,,N80,N,711211.0
14670,135626389,19415,0,0,0,657,0,0,0,122304,122304,141719,168744,28193,5000,0,55263,29814,45,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,121647,0,0,8,N,1992,900,990,1,, .,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061,A23,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.7621600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199305,141719,141719,199305,1993,NY,10022.0,NEW YORK,A23,A,5,900.0,30.0,211.0,123 E 55TH ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,IN,,A23,A,710000.0
14683,135636174,0,0,2371513,2392632,213391,0,0,0,3523645,1131013,3523645,1258437,3717423,19000,0,3924591,3781038,79744,63615,0,0,0,0,0,0,0,0,0,0,0,0,0,948051,0,-9310,9,N,1992,265,990,1,, .,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061,A40,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.69792,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199309,1131013,1131013,199309,1993,NY,10003.0,NEW YORK,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,FARE FUND,PC,O,AR,A,IN,,A40,A,710000.0
14708,135651681,0,110213,0,0,1077,0,0,0,457507,457507,567720,518305,70556,0,0,21141,70556,0,0,70556,0,0,0,0,0,0,0,0,0,0,0,0,456430,0,0,6,N,1993,120,990,1,, .,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061,A33,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.10885,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,567720,567720,199312,1993,NY,10017.0,NEW YORK,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,IN,,A01,A,813319.0
14731,135658426,0,505830,0,0,32421,0,0,0,1096076,1096076,1601906,1472718,763519,100000,0,1000587,1065926,366256,302407,0,0,0,0,0,0,0,0,0,0,0,0,0,1063655,0,0,6,Y,1993,200,990,1,, .,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061,A20,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.90448,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,1601906,1601906,199312,1993,NY,10018.0,NEW YORK,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,IN,,A20,A,710000.0
14876,136096368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1991,59,ZER,1,, .,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061,A32,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.22219,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,0,199112,1991,NY,10016.0,NEW YORK,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,CITY CHAPT,PC,O,AR,A,IN,,A32,A,513120.0
14939,136117091,0,29752,0,0,1877,0,0,0,1877,1877,31629,44353,65310,0,0,78034,65310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,920,990,1,, .,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.13922,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,31629,31629,199312,1993,NY,10022.0,NEW YORK,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,IN,,A40,A,710000.0
14977,136122376,85,6888,0,0,8720,0,0,0,225125,225125,232098,59733,306837,0,0,350199,330863,28273,24026,0,0,0,0,0,0,0,0,0,0,0,0,187454,11640,16576,735,6,N,1993,200,990,1,, .,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.19954000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199401,44644,44644,199401,1994,NY,10001.0,NEW YORK,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,IN,,A70,A,710000.0
15042,136135725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1991,119,ZER,1,, .,FEDERATION MODERN PAINTERS & SCULPTORS,NEW YORK,NY,10032-1103,10032.0,36061,A99,A,10032.0,5602.0,5600.0,36061.0,,O,O,0.11682999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,0,199112,1991,NY,10032.0,NEW YORK,A40,C,12,119.0,59.0,205.0,710 W 173RD ST,3.0,0.0,2000.0,% J & R SERVETAS,2.0,13.0,0.0,20.0,0.0,1.0,4303.0,,PC,O,AR,A,IN,,A40,A,710000.0
15079,136142804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,N,1992,264,ZER,1,, .,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.13214,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199303,0,0,199303,1993,NY,10003.0,NEW YORK,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,IN,,A33,A,511100.0
15098,136149730,0,118079,0,0,29887,0,0,0,375191,375191,493270,474943,1251545,0,0,1233218,1251545,0,0,1251545,0,0,0,0,0,0,0,0,0,0,0,0,345304,0,0,6,N,1992,119,990,1,, .,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.67824,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199310,493270,493270,199310,1993,NY,10022.0,NEW YORK,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,IN,,A03,A,813920.0
15156,136162016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,1993,61,ZER,1,, .,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061,A23,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.59517,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10021.0,NEW YORK,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,IN,,A23,A,710000.0
15430,136227399,0,53140,11902216,11882666,297015,0,0,0,12199231,316565,12252371,453724,4365367,0,0,4966931,4567325,572905,201958,4365367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,N,1992,264,990,1,, .,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003.0,36061,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.2917,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199303,369705,369705,199303,1993,NY,10003.0,NEW YORK,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,IN,,A33,A,511100.0
15547,136621161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,1991,149,ZER,1,, .,INST SOC DANCE STUDIES,NEW YORK,NY,10019-3911,10019.0,36061,A6E,A,,5602.0,5600.0,,,O,O,0.60214,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,0,199112,1991,NY,,NEW YORK,A6E,A,12,149.0,0.0,0.0,60 W 57TH ST,3.0,,3000.0,,,,0.0,,,,7408.0,,PC,O,AR,A,IN,,A6E,A,611610.0
15556,136686323,0,0,1021059,944929,54607,0,0,0,1082842,137913,1082842,214481,1489887,0,0,1586883,1503168,20428,13281,1489887,0,0,0,0,0,0,0,0,0,0,0,0,4291,0,2885,17,N,1993,267,990,1,, .,PRINTERS LEAGUE LOCAL 23 RELOCATION DISPLACEMENT &,NEW YORK,NY,10011-6501,10011.0,36061,A33,A,,5602.0,5600.0,,,O,O,0.07134,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199312,137913,137913,199312,1993,NY,,NEW YORK,A33,A,12,267.0,279.0,0.0,212 W 15TH ST,3.0,,1000.0,,,,0.0,,,,7509.0,SUPPL UNEMP BEN FD,PC,O,AR,A,IN,,A33,A,511100.0
23503,222789203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1992,995,ZER,1,, .,CELEBRATION BLACK CINEMA,BROOKLYN,NY,11201-4003,11201.0,36047.0,A31,A,11201.0,5602.0,5600.0,36047.0,,O,O,0.9183899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36047.0,199212,0,0,199212,1992,NY,11201.0,BROOKLYN,A31,A,12,995.0,64.0,90.0,71 JORALEMON ST,3.0,199012.0,1000.0,% FITCH MILLER & TOURSE,1.0,11.0,16.0,20.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A31,A,512110.0
