,EIN,FisYr,STYEAR,CODE990,ASSET,INCOME,ACTIVITY,SUBSEC,POPCODE,REASON,Q78A,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,FNDN,FRC,RULEDATE,INC_BMF,ASSETS,TAXPERbad,AFCODE,ACTIV1,ORGCODE,GEN,NAME,CITY,STATE,ZIP,STATESRC,FILER,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
5258,133243285,1993,1992,2,5,4,602,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,146395,8144,0,2624,0,0,0,0,5944,157163,79208,77955,66227,8144,0,8144,732804,0,0,313000,313000,0,451304,0,2320,3.0,1.0,1985.0,45306,670205,9312.0,3.0,602000000.0,1.0,0.0,BLACK RIVER ENVIRONMENTAL IMPROV ASSOC,NEW YORL,NY,10153-0001,BMF95,PF,T,T99,0.756038,36061.0,10153.0,10153.0,5602.0,5600.0,36061.0,17.0,,199304,199304,NY,10153.0,NEW YORL,PC,S,ZF,T,IN,,4,0.0,0.0,RR 3 BOX 50A 50,3.0,0.0,1000.0,% ACCOUNTING SERVICES OF BOONVILLE,1.0,16.0,1.0,1.0,INC,T,PU,PU,OT,3.0,,,,,,,A23,A,,
5310,133253712,1993,1992,3,1,1,995,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,18,0,0,0,0,0,0,0,18,0,18,0,18,0,0,773,0,0,0,0,0,773,38,38,4.0,1.0,1985.0,21,812,9506.0,3.0,995090000.0,1.0,0.0,RADIO DRAMA NETWORK,NEW YORK,NY,10024-3006,BMF95,PF,Z,Z99,0.729367,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,199306,199306,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,285 CENTRAL PARK WEST,3.0,198906.0,1000.0,% HIMAN BROWN,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A34,A,,
5317,133255361,1993,1992,3,1,4,90,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75190,0,0,0,0,0,27247,0,0,102437,97965,4472,0,0,0,0,7585,0,0,0,0,0,7585,0,263,2.0,1.0,1985.0,145249,16264,9506.0,3.0,90000000.0,1.0,0.0,LIVING THEATRE,NEW YORK,NY,10025-5467,BMF95,PF,Z,Z99,0.9566209999999999,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,2.0,,199306,199306,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,800 W END AVE STE 5A,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
5329,133262234,1991,1991,3,0,0,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,EGYPTIAN HERITAGE FND,NEW YORK,NY,10021-3554,BMF89,PFZ,Z,Z99,0.130117,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,,,199112,199112,NY,10021.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,
5359,133271577,1992,1992,3,6,6,561,,0,0,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,122446,0,146253,41909,0,0,0,30796,320560,310608,464459,-153851,416216,142142,1421,0,1870256,374550,418561,976163,1769274,0,2032960,0,101151,4.0,1.0,1985.0,1240945,1690255,9412.0,3.0,561000000.0,1.0,0.0,ART MATTERS,NEW YORK,NY,10113-1815,BMF95,PF,Z,Z99,0.14548,36061.0,10113.0,10113.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10113.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,131 W 24TH ST,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
5399,133305823,1993,1992,3,6,4,602,,0,0,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,62,92887,44927,0,0,0,23457,66696,137876,93028,44848,66696,114419,2288,0,1434097,0,618391,807019,1425410,0,1603487,0,75939,4.0,1.0,1987.0,500778,1472172,9504.0,3.0,602000000.0,2.0,0.0,DOROTHY B MELVILLE TR MUSEUMS AT STONY BROOK,NEW YORK,NY,10008-0829,BMF95,PF,Z,Z99,0.46264799999999995,36061.0,10008.0,10008.0,5602.0,5600.0,36061.0,4.0,,199304,199304,NY,10008.0,NEW YORK,PF,O,UN,Z,IN,,4,0.0,0.0,PO BOX 829 CHURCH ST STA,3.0,0.0,1000.0,% BANKERS TR CO,1.0,13.0,1.0,2.0,OK,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
5440,133317928,1992,1991,3,8,0,91,,0,0,,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,0,41,0,0,-996500,0,-103964,0,1868750,-1100423,2825319,-3925742,2818159,41,1,0,38904180,0,153170,0,153170,6282799,38904180,0,1894,4.0,1.0,1986.0,3105951,26683809,9406.0,3.0,91119000.0,1.0,0.0,IAN WOODNER FAMILY COLLECTION,NEW YORK,NY,10151-0099,BMF95,PF,Z,Z99,0.44851599999999997,36061.0,10151.0,10151.0,5602.0,5600.0,36061.0,3.0,,199206,199206,NY,10151.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,745 FIFTH AVE,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
5482,133321549,1990,1990,3,0,0,123,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,10.0,1986.0,68954084,106470018,9412.0,3.0,123000000.0,1.0,0.0,AMER FRIENDS NAT GALLERY LONDON,NEW YORK,NY,10021-4335,BMF95,PFZ,A,A50,0.457477,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,17.0,,199012,199012,NY,10021.0,NEW YORK,PC,O,AR,A,IN,,12,0.0,0.0,165 E 72ND ST 1B,3.0,0.0,1000.0,% SLOANE & HINSHAW,1.0,13.0,10.0,1.0,C,A,AR,AR,AR,3.0,,,,,,,A1150,A,,
5498,133327907,1992,1992,3,0,0,88,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1986.0,0,0,9412.0,3.0,88602000.0,1.0,0.0,J MICHAEL BLOOM THEATRE FUNDATION,NEW YORK,NY,10003-1683,BMF95,PFZ,Z,Z99,0.46943100000000004,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,233 PARK AVE S FLOOR 10,3.0,0.0,1000.0,% J MICHAEL BLOOM LTD,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
5500,133328723,1992,1991,3,6,4,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,9074,195699,0,0,0,2730,10000,100000,207503,162242,45261,114886,182864,3657,0,2754163,2670422,0,0,2670422,17423,2946217,130724,142560,4.0,1.0,1986.0,309265,2690610,9509.0,3.0,602600603.0,1.0,0.0,MEX AM CULTURAL FND,NEW YORK,NY,10022-1010,BMF95,PF,Z,Z99,0.06529019999999999,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199209,199209,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,600.0,603.0,645 MADISON AVE,3.0,0.0,1000.0,GRANT HERRMANN SCHWARTZ & KLINGER,1.0,13.0,1.0,1.0,SCHWARTZ & KLINGER,Z,UN,UN,OT,3.0,,,,,,,A1220,A,,
5545,133347068,1991,1991,3,0,0,180,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,AFRICAN AMER DEV,NEW YORK,NY,10169-0510,BMF89,PFZ,Z,Z99,0.0931302,36061.0,10169.0,10169.0,5602.0,5600.0,36061.0,,,199112,199112,NY,10169.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,
5547,133347776,1992,1992,2,4,4,120,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,104700,30030,0,0,0,0,0,0,0,134730,7477,127253,7961,30030,601,30030,352582,0,0,0,0,62980,352582,0,13664,3.0,1.0,1986.0,111201,441454,9412.0,3.0,120000000.0,1.0,0.0,BURLINGTON MAGAZINE FND,NEW YORK,NY,10004-2400,BMF95,PF,Z,Z99,0.260817,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,199212,199212,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,250 PARK AVE,3.0,0.0,1000.0,SULLIVAN AND CROMWELL,1.0,13.0,1.0,1.0,N & CROMWELL,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
5569,133354167,1992,1992,3,5,2,602,,0,0,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,10485,0,4943,0,0,0,3429,0,15428,6594,8834,5344,14178,142,0,990334,0,0,0,0,0,990334,0,12470,4.0,1.0,1987.0,159939,1121811,9412.0,3.0,602000000.0,1.0,0.0,GREENWICH COLLECTION,NEW YORK,NY,10012-5902,BMF95,PF,Z,Z99,0.657345,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,435 W BROADWAY,3.0,0.0,1000.0,% CHADBOURNE & PARKE,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
5605,133367820,1992,1992,3,0,0,91,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8702.0,0,0,,,91.0,,,ATW COMMUNICATIONS,NEW YORK,NY,10003-7118,BMF95,PFZ,Z,Z99,0.949319,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,36 COOPER SQUARE ROOM 7F,3.0,,1000.0,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
5840,133398045,1992,1992,3,6,5,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,805696,56086,0,0,0,0,1770,0,508017,863552,516297,347255,513058,858543,17236,0,1824839,0,0,0,0,0,1824839,0,78312,4.0,1.0,1987.0,1220112,2643516,9412.0,3.0,602000000.0,1.0,0.0,ABBY & MITCH LEIGH FND,NEW YORK,NY,10021-4951,BMF95,PF,Z,Z99,0.472821,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,880 FIFTH AVENUE,3.0,0.0,1000.0,% MITCH & MRS LEIGH,1.0,13.0,1.0,1.0,LEIGH ABBY AND MITCH TRUSTEES,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
5865,133404008,1992,1992,3,0,0,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8707.0,0,0,,,602.0,,,FRIENDS THYSSEN BORNEMISZA ART COLLECTIONS,NEW YORK,NY,10005-1401,BMF95,PFZ,Z,Z99,0.48224300000000003,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1 CHASE MANHATTAN PLZ,3.0,,1000.0,% MILBANK TWEED HADLEY & MCCLOY,,,,,,Z,UN,UN,OT,3.0,,,,,,,A1140,A,,
5873,133406046,1990,1990,3,1,2,0,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,20000,0,0,0,0,0,0,0,24250,20000,25747,-5747,25636,0,0,0,5505,0,0,0,0,0,5604,0,418,,,2001.0,0,0,,,0.0,,0.0,FRANCIS J GREENBURGER FOUNDATION INC,NEW YORK,NY,10003-4301,FDCTR,PF,Z,Z99,0.558571,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199012,199012,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,55 FIFTH AVE,3.0,0.0,1.0,TEI,1.0,1.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
5890,133410749,1992,1991,3,9,9,119,,0,0,,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,24615034,33227,1482694,1744561,0,0,189873,417308,2518688,28065389,7168445,20896944,6080834,675466,13509,0,122480076,9471440,0,4991420,14462860,2365200,106791405,0,4229933,4.0,1.0,1988.0,7631231,109667091,9504.0,3.0,119091000.0,1.0,0.0,ANDY WARHOL FND VISUAL ARTS,NEW YORK,NY,10012-0000,BMF95,PF,Z,Z99,0.9265709999999999,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199204,199204,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,4,91.0,0.0,65 BLEEKER ST 7TH FLR,3.0,0.0,1000.0,% GOTTFRIED,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
5935,133429334,1993,1992,3,0,0,90,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1988.0,0,0,9304.0,3.0,90000000.0,1.0,0.0,BALLET WHO,NEW YORK,NY,10028-4516,BMF95,PFZ,Z,Z99,0.014785499999999998,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,199304,199304,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,4,0.0,0.0,412 E 83RD STREET 2B,3.0,0.0,1200.0,,1.0,13.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,
6002,133442953,1992,1992,3,3,1,121,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1335,0,0,0,0,0,0,0,1335,20427,-19092,0,1335,27,1335,47052,0,0,0,0,0,47052,276,303,4.0,1.0,1988.0,22609,17035,9512.0,3.0,121000000.0,1.0,0.0,VIDEO INFORMATION NETWORK,NEW YORK,NY,10024-3105,BMF95,PF,A,A31,0.0233826,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10024.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,145 W 86TH ST APT 3A,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A31,A,,
6052,133458208,1992,1991,2,8,8,0,,0,0,,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,903557,310281,0,0,0,0,625000,1213838,706390,507448,625000,1164372,11644,1132448,14474188,5498294,763339,4552179,10813812,1448990,14871553,0,710955,3.0,1.0,1988.0,19021647,19054664,9505.0,3.0,0.0,1.0,0.0,DAHESH MUS,NEW YORK,NY,10017-1024,BMF95,PF,Z,Z99,0.6140359999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,3.0,,199205,199205,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,601 5TH AVENUE 2ND FLOOR,3.0,0.0,5000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
6069,133465520,1992,1992,3,1,0,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,500,0,505,-505,505,0,0,0,9160,0,0,0,0,0,9160,458,477,,,8810.0,0,0,,,602.0,,,SOUTHERN AFRICAN ADVANCED EDUC & TRAINI,NEW YORK,NY,10112-0002,BMF95,PF,Z,Z99,0.386817,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10112.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,30 ROCKEFELLER PLAZA ROOM 3500,3.0,,2000.0,,,,,,NG PROJECT,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
6112,133483365,1992,1992,3,1,1,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2207,98,0,0,0,0,0,0,0,2306,272,2034,200,0,0,0,5239,0,0,0,0,0,5239,0,0,,,,0,0,,,,,,ANTONIA MASTROCRISTINO SIRENA CULTURAL FND,NEW YORK,NY,10028-0135,BMF89,PF,Z,Z99,0.397355,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,,,199212,199212,NY,10028.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1220,A,,
6192,133516218,1992,1992,3,0,0,122,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,8909.0,0,0,9212.0,3.0,122000000.0,1.0,0.0,BLEECKER STREET FILMS,NEW YORK,NY,10014-4108,BMF95,PFZ,Z,Z99,0.9681870000000001,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,285 BLEECKER ST 3,3.0,0.0,2000.0,,1.0,13.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
6217,133525999,1992,1992,3,5,5,200,,0,0,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,500009,57,0,0,0,0,0,0,0,500066,219,499847,35,0,0,0,848178,0,0,50212,50212,0,871302,5564,5564,4.0,1.0,1983.0,42532,945503,9412.0,3.0,200000000.0,1.0,0.0,RALPH C MARCOVE INTL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN,NEW YORK,NY,10021-4871,BMF95,PF,Z,Z99,0.142698,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,517 E 71ST ST,3.0,0.0,1000.0,MARCOVE,1.0,13.0,1.0,1.0,CRAFTS FNDTN INC,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6228,133527874,1992,1991,3,1,3,432,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,27450,134,0,0,0,0,0,0,0,27584,32799,-5215,32799,134,3,134,680,0,0,0,0,0,680,0,162,4.0,1.0,1990.0,125455,1803,9505.0,3.0,432000000.0,1.0,0.0,FND ETHNIC UNDERSTANDING,NEW YORK,NY,10017-2415,BMF95,PF,Z,Z99,0.876083,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199205,199205,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,17 E 45TH ST,3.0,0.0,1000.0,% C MARTIN GOLDENBERG,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
6268,133536258,1992,1991,2,1,4,120,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,117358,0,0,0,0,0,16872,0,9000,134230,129593,4637,129593,0,0,0,5221,0,0,0,0,0,5221,0,143,3.0,1.0,1990.0,122153,7804,9507.0,3.0,120000000.0,1.0,0.0,DANCE INK,NEW YORK,NY,10023-1487,BMF95,PF,Z,Z99,0.627689,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199207,199207,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,PO BOX 20719 COLUMBUS CIR STA,3.0,0.0,1000.0,% PATRICIA TARR,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1261,A,,
6281,133540880,1992,1991,2,4,4,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,410024,0,0,0,0,0,0,0,0,410024,90521,319503,90521,0,0,0,386596,0,0,0,0,0,386596,0,0,3.0,1.0,1992.0,338687,1398928,9408.0,3.0,602000000.0,1.0,0.0,MUS AMER FINANCIAL HISTORY,NEW YORK,NY,10004-1703,BMF95,PF,Z,Z99,0.8727959999999999,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,199208,199208,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,26 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
6283,133541596,1992,1992,3,6,3,561,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6450,24114,0,0,0,0,58550,30564,66345,-35781,58550,55978,1120,0,1564391,0,1412500,0,1412500,0,1728454,0,86527,4.0,1.0,1989.0,1379093,2337063,9412.0,3.0,561000000.0,1.0,0.0,TIERNEY FAMILY FND,NEW YORK,NY,10128-0123,BMF95,PF,Z,Z99,0.739837,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1133 FIFTH AVE,3.0,0.0,1000.0,% PAUL E TIERNEY JR,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6363,133572353,1992,1992,3,6,6,602,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,1129607,8064,0,0,0,0,0,74317,306057,1137671,771583,366088,692026,8064,81,8064,1554711,0,0,0,0,1093554,1554711,0,22118,4.0,1.0,1990.0,1125371,2107115,9412.0,3.0,602000000.0,1.0,0.0,NAT VIDEO RESOURCES,NEW YORK,NY,10012-5802,BMF95,PF,Z,Z99,0.576096,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,73 SPRING ST STE 606,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
6366,133573140,1992,1992,3,1,1,561,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5150,15,0,0,0,0,0,0,250,5165,1490,3675,250,0,0,0,3675,0,0,0,0,0,75,0,29,4.0,1.0,1992.0,821,2940,9412.0,3.0,561914119.0,1.0,0.0,JACK GALEF ARTS FND,NEW YORK,NY,10016-4325,BMF95,PF,Z,Z99,0.226379,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,914.0,119.0,185 MADISON AVE STE 1600,3.0,0.0,2000.0,% DIAMOND & GOLOMB,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6369,133574289,1991,1990,2,1,1,90,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3100,0,343,0,0,0,0,0,0,3443,0,3443,0,343,7,343,3443,0,0,0,0,0,3443,0,148,4.0,1.0,1991.0,1699,7005,9406.0,3.0,90119000.0,1.0,0.0,MUSIC & DANCE FND,NEW YORK,NY,10016-5010,BMF95,PF,Z,Z99,0.555754,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199106,199106,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,404 PARK AVE SOUTH - STE 700,3.0,0.0,1000.0,% R BELONSKY,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
6375,133576913,1991,1991,2,1,0,119,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,57180,-57180,57180,0,0,0,4072,0,0,0,0,0,4072,0,1676,3.0,1.0,1992.0,8642,32,9412.0,3.0,119091000.0,1.0,0.0,ART KALEIDOSCOPE FND,NEW YORK,NY,10122-1899,BMF95,PF,Z,Z99,0.8440000000000001,36061.0,10122.0,10122.0,5602.0,5600.0,36061.0,3.0,,199112,199112,NY,10122.0,NEW YORK,PF,O,UN,Z,IN,,12,91.0,0.0,322 8TH AVE 5TH FL,3.0,0.0,2000.0,% GOTTFRIED,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6407,133591637,1992,1992,3,4,5,90,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,514119,8110,0,0,0,0,8720,0,0,530949,496960,33989,492540,5587,56,16830,109853,0,0,0,0,0,109853,0,4199,4.0,1.0,1990.0,16925,318089,9512.0,3.0,90119000.0,1.0,0.0,ROBERT CRAFT MUSIC FND,NEW YORK,NY,10021-8029,BMF95,PF,Z,Z99,0.8153090000000001,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,667 MADISON AVE 20TH FLR,3.0,0.0,2000.0,% KELLEY DRYE & WARREN,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
