,CODE990,SUBSECCD,EIN,TAXPER,DLN,NTEE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,STYEAR,FISYR,verify,TOTREV,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,FIPS,MSA_NECH,PMSA,NteeDraft,ConfidenceDraft,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
11211,1,6,136149730,200310,29490269062044,,119,0,207400,0,0,8232,0,0,0,330659,330659,538059,628239,1186694,0,0,1626874,1536694,350000,350000,50805,0,0,0,0,0,0,0,0,0,0,0,0,322427,0,0,0,N,8232,0,0,0,0,0,0,0,0,0,0,538059,-90180,0,269098,32290,0,0,0,0,140985,1276874,0,0,0,0,0,0,0,0,0,0,0,10022.0,ART DEALERS ASSOCIATION OF AMERICA INC,,575 MADISON AVE,NEW YORK,NY,10022-2511,0.0,3.0,2.0,196307.0,2.0,0.0,1.0,13.0,0.0,10.0,10,,119.0,0.0,0.0,2002,2003,M,538059,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.36591999999999997,,36061.0,5602.0,5600.0,A01,B,Z99,B,,36061.0,NY,10022.0,NEW YORK,1361497302003.0,A03,A,core2003co_ver1,PC,O,AR,A,IN,,A03,A,813920.0,90
17281,1,6,223075802,200312,29490234087174,,123,0,104100,0,0,1288,0,0,0,846365,846365,950465,869903,186633,0,0,231746,337181,125675,150548,0,0,0,0,0,0,0,0,0,0,0,0,0,844826,0,251,0,N,1288,0,0,0,0,0,0,0,0,0,0,950465,80562,0,0,0,0,0,0,0,0,106071,0,0,0,0,0,0,0,0,0,0,0,10001.0,7 X 24 EXCHANGE INC,,322 EIGHTH AVE STE 1400,NEW YORK,NY,10001-8001,0.0,3.0,2.0,199201.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,200.0,0.0,2003,2003,,950465,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.20394,,36061.0,5602.0,5600.0,A70,C,Z99,C,,36061.0,NY,10001.0,NEW YORK,2230758022003.0,A70,C,core2003co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
25691,1,6,237164969,200406,29490332245104,,920,0,664325,0,0,9523,0,0,0,119009,119009,783334,724335,465301,135768,0,411226,498561,33574,33260,465301,0,0,0,0,0,0,0,0,0,0,0,0,93216,0,16270,0,N,9523,0,0,0,0,0,0,0,0,0,0,783334,58999,28650,179937,22293,0,0,0,0,377652,377652,0,0,0,0,0,0,0,0,0,0,0,10021.0,ASSOCIATION OF ART MUSEUM DIRECTORS,,41 E 65TH ST,NEW YORK,NY,10021-6508,0.0,3.0,2.0,197203.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,920.0,59.0,119.0,2003,2004,,783334,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.16602,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10021.0,NEW YORK,2371649692004.0,A50,A,core2003co_ver1,PC,O,AR,A,IN,,A0351,A,813920.0,90
26047,1,6,237179226,200312,29490136015184,,920,3395712,0,0,0,1019,0,0,0,1019,1019,3396731,2708296,722675,240000,0,36832,725358,2592,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1019,0,0,0,0,0,0,0,0,0,0,3396731,688435,0,0,9185,0,0,0,0,0,34240,0,0,0,0,0,0,0,0,0,0,0,10022.0,RADIO MUSIC LICENSE,,9 E 53RD ST FL 5,NEW YORK,NY,10022-4221,0.0,3.0,2.0,197209.0,2.0,0.0,5.0,13.0,0.0,10.0,12,,920.0,0.0,0.0,2003,2003,,3396731,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.38018,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10022.0,NEW YORK,2371792262003.0,A34,A,core2003co_ver1,PC,O,AR,A,IN,,A34,A,513110.0,90
28620,1,6,237364191,200312,29490143343364,,126,0,479109,0,0,3177,0,0,0,3177,3177,482286,379410,422400,0,0,319524,422400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,3177,0,0,0,0,0,0,0,0,0,0,482286,102876,0,0,0,0,0,0,0,0,319524,0,0,0,0,0,0,0,0,0,0,0,11354.0,STRUCTURAL STEEL PAINTING PROMOTION AND SAFETY FUND,G CAMPBELL,31 40 COLLEGE POINT BLVD,FLUSHING,NY,11354-2527,0.0,3.0,1.0,199610.0,2.0,0.0,2.0,11.0,0.0,10.0,12,NEW YORK STRUCTURAL STEEL PAINTING,126.0,0.0,0.0,2003,2003,,482286,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.25784,,36081.0,5602.0,5600.0,A01,C,Z99,C,,36081.0,NY,11354.0,FLUSHING,2373641912003.0,E70,A,core2003co_ver1,PC,O,AR,A,IN,,S41,S,813910.0,90
29359,1,6,237411166,200312,29490136146134,,200,0,187468,0,0,1357,0,0,0,3700,3700,191168,190356,-306442,0,0,141265,161792,448519,468235,-241142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,0,N,1357,0,0,0,0,0,0,0,0,0,0,191168,812,0,100000,8021,0,0,0,0,-241954,-307254,0,0,0,0,0,0,0,0,0,0,0,10016.0,LIBERIAN SHIPOWNERS COUNCIL LTD,,99 PARK AVE RM 1700,NEW YORK,NY,10016-1601,0.0,3.0,2.0,197612.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,914.0,480.0,2003,2003,,191168,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.08472,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10016.0,NEW YORK,2374111662003.0,A23,A,core2003co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
37573,1,6,330274349,200312,29490171291014,,200,0,322334,0,0,34324,0,0,0,652648,652648,974982,885247,428371,0,0,334694,428371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618324,0,0,0,Y,14715,0,0,0,19609,0,0,0,0,0,0,974982,89735,3942,0,0,0,0,0,0,0,334694,0,0,0,0,0,0,0,0,0,0,0,10001.0,THEATRICAL DEALERS ASSOCIATION,,875 SIXTH AVE STE 2302,NEW YORK,NY,10001-3507,0.0,3.0,1.0,198809.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,2003,2003,,974982,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.30365,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10001.0,NEW YORK,3302743492003.0,A65,B,core2003co_ver1,PC,O,AR,A,IN,,A65,A,711110.0,90
44241,1,6,356048417,200312,29490137020174,,65,0,72500,0,0,354,0,0,0,372,372,72872,125324,84646,0,0,137098,84646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,N,354,0,0,0,0,0,0,0,0,0,0,72872,-52452,0,0,0,0,0,0,0,0,137098,0,0,0,0,0,0,0,0,0,0,0,11105.0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,,PO BOX 5488,LONG IS CITY,NY,11105-5488,0.0,1.0,2.0,193505.0,2.0,0.0,1.0,11.0,0.0,10.0,12,,65.0,207.0,200.0,2003,2003,,72872,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.67032,,36081.0,5602.0,5600.0,A01,C,Z99,C,,36081.0,NY,11105.0,LONG IS CITY,3560484172003.0,A6C,A,core2003co_ver1,PC,O,AR,A,IN,,A6C,A,711130.0,90
68363,1,6,481150519,200312,29490143173264,,123,0,753170,0,0,23455,0,0,0,2112675,2112675,2865845,2603935,2679341,255425,0,3937811,4655395,1520380,1976054,0,0,0,0,0,0,0,0,0,0,0,0,0,2089220,0,0,0,Y,23455,0,0,0,0,0,0,0,0,0,0,2865845,261910,0,645318,53892,0,0,0,0,0,2417431,0,0,0,0,0,0,0,0,0,0,0,10004.0,COMMERCIAL MORTGAGE SECURITIES ASSOCIATION INC,THOMAS F WRATTEN,30 BROAD ST 28TH FLOOR,NEW YORK,NY,10004-2304,0.0,3.0,2.0,199707.0,2.0,0.0,1.0,13.0,0.0,10.0,12,CSSA,123.0,0.0,0.0,2003,2003,,2865845,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.77253,,36061.0,5602.0,5600.0,A70,C,Z99,C,,36061.0,NY,10004.0,NEW YORK,4811505192003.0,A70,C,core2003co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
69417,1,6,510180605,200304,29490059318194,,200,0,30500,0,5850,29,0,0,0,1909,-3941,32409,28038,31343,0,0,34822,33343,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,0,0,N,29,0,0,0,0,-5850,0,0,0,0,0,26559,-1479,0,0,0,0,0,0,0,0,32822,0,0,0,0,0,0,0,0,0,0,0,10022.0,NATIONAL ANTIQUE AND ART DEALERS ASSOCIATION OF AMERICA INC,,220 E 57TH ST,NEW YORK,NY,10022-2805,0.0,3.0,2.0,197602.0,2.0,0.0,1.0,13.0,0.0,10.0,4,,200.0,0.0,0.0,2002,2003,,26559,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.96319,,36061.0,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10022.0,NEW YORK,5101806052003.0,A0326,A,core2003co_ver1,PC,O,AR,A,IN,,A0326,A,813920.0,90
73035,1,6,521843925,200406,29490325053114,,200,0,104650,0,0,0,0,0,0,5898,5898,110548,235129,-141954,149231,0,0,0,141954,124581,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,110548,-124581,124581,0,0,0,0,0,0,0,-141954,0,0,0,0,0,0,0,0,0,0,0,10018.0,ASSOCIATION FOR INTERACTIVE MEDIA,ANDREW L SERNOVITZ,1430 BROADWAY 8TH FLR,NEW YORK,NY,10018-3308,0.0,3.0,1.0,199502.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,120.0,480.0,2003,2004,,110548,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.31029,,36061,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10018.0,NEW YORK,5218439252004.0,A30,B,core2003co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
73128,1,6,521902671,200306,29490010208314,,200,0,36175,0,0,5489,0,0,0,235639,235639,271814,155021,339919,0,0,396875,339919,0,0,339919,0,0,0,0,0,0,0,0,0,0,0,173749,0,52251,4150,0,Y,5489,0,0,0,0,0,0,0,0,226000,0,98065,-56956,0,0,0,0,0,0,0,396875,396875,0,0,0,0,0,0,0,0,0,0,0,10017.0,BRITISH-AMERICAN BUSINESS COUNCIL,T R MURPHY GEN COUNSEL,52 VANDERBILT AVE STE 20T,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199608.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,0.0,0.0,2002,2003,,98065,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9289799999999999,,36061,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10017.0,NEW YORK,5219026712003.0,A23,A,core2003co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
76207,1,6,541585995,200312,29409129066464,A33C,229,0,6721,0,0,0,0,0,0,59410,59410,66131,66134,20697,0,0,20698,20697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59410,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,66132,-1,0,0,0,0,0,0,0,0,20698,0,0,0,0,0,0,0,0,0,0,0,10003.0,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,,111 E 14TH ST STE 157,NEW YORK,NY,10003-4103,0.0,3.0,1.0,199108.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,229.0,0.0,0.0,2003,2003,,66131,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.39363000000000004,A,36061.0,5602.0,5600.0,A03,A,A03,A,,36061.0,NY,10003.0,NEW YORK,5415859952003.0,A03,A,core2003co_ver1,PC,O,AR,A,IN,,A03,A,813920.0,9
83813,1,25,582648602,200306,29490137005024,S472,0,0,0,0,0,3168,0,0,0,2987953,2987953,2987953,655000,13931987,0,0,25272946,26068027,12167315,12136040,13931987,0,0,0,0,0,0,0,0,0,0,2242634,0,0,0,0,0,N,3168,0,2984785,742151,0,0,0,0,0,0,0,745319,90319,736037,0,0,0,0,11600000,11600000,13105631,13105631,0,0,0,0,0,0,0,0,0,0,0,10169.0,ERS PLAZA MUSEUM INC,CLARION PARTNERS LLC,230 PARK AVE 12TH FLOOR,NEW YORK,NY,10169-1299,0.0,3.0,1.0,200307.0,2.0,0.0,2.0,13.0,0.0,10.0,6,,0.0,0.0,0.0,2002,2003,,745319,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47176,C,36061.0,5602.0,5600.0,S47,A,A50,B,,36061.0,NY,10169.0,NEW YORK,5826486022003.0,A50,B,core2003co_ver1,PC,O,AR,A,IN,,A50,A,712110.0,90
123208,1,6,952786905,200312,29490185076094,,919,0,97553,0,0,3275,0,0,0,148280,148280,245833,255633,503400,0,0,513200,503400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145005,0,0,0,N,3275,0,0,0,0,0,0,0,0,0,0,245833,-9800,0,0,0,0,0,0,0,0,513200,0,0,0,0,0,0,0,0,0,0,0,10003.0,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,,770 BROADWAY 5TH FLR,NEW YORK,NY,10003-9522,0.0,3.0,2.0,197306.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,919.0,205.0,0.0,2003,2003,,245833,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.13187000000000001,,36061,5602.0,5600.0,A30,C,Z99,C,,36061.0,NY,10003.0,NEW YORK,9527869052003.0,A65,B,core2003co_ver1,PC,O,AR,A,IN,,A65,A,711110.0,90
123458,1,6,953147789,200308,29490199182194,,205,105481,662733,19965,21748,18213,0,0,0,3042344,3020596,3810558,3634380,1321099,246168,14212,1658684,1784064,415546,462965,0,0,0,0,0,0,0,0,0,0,0,0,76330,2677249,5613,244974,0,N,16579,1634,0,0,0,-1783,0,0,0,81943,0,3712480,78100,-139,351153,25971,0,0,187945,71199,0,1243138,0,0,0,0,0,0,0,0,0,0,0,10019.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,9.0,2.0,197610.0,2.0,0.0,1.0,13.0,0.0,30.0,8,GROUP RETURN,205.0,0.0,0.0,2002,2003,,3712480,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6278100000000001,,36061,5602.0,5600.0,A01,C,Z99,C,,36061.0,NY,10019.0,NEW YORK,9531477892003.0,A32,A,core2003co_ver1,PC,O,AR,A,IN,,A32,A,513120.0,90
135281,1,6,131583260,200306,29490291142093,,919,0,283619,3090510,3118043,57322,0,0,0,3147832,29789,3431451,227351,111021,0,0,1777006,111021,1752042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,57322,0,0,0,0,-27533,0,0,0,0,0,313408,86057,0,99632,34972,0,0,0,0,0,24964,0,0,0,0,0,0,0,0,0,0,0,10019.0,STATION REPRESENTATIVES ASSOCIATION INC,KATZ MEDIA J BELOYIANIS,125 W 55TH ST,NEW YORK,NY,10019-5369,0.0,3.0,2.0,196910.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,919.0,200.0,0.0,2002,2003,,313408,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.07646,,36061.0,5602.0,5600.0,,,,,,36061.0,NY,10019.0,NEW YORK,1315832602003.0,A01,C,core2004co,PC,O,AR,A,IN,,A01,A,813319.0,90
135646,1,4,222805952,200212,29490326156183,,119,23000,0,0,0,0,5332,0,0,995750,73861,1018750,313085,-3013,147000,0,755624,5191,542413,8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,995750,921889,73861,0,0,96861,-216224,0,2200,7708,0,0,419301,0,0,213211,0,0,0,0,0,0,0,0,0,0,0,10016.0,JAPANESE HERITAGE FOUNDATION INC,,244 MADISON AVE,NEW YORK,NY,10016-2817,0.0,3.0,3.0,199001.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,2002,2002,,96861,A23,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6430899999999999,,36061.0,5602.0,5600.0,,,,,,36061.0,NY,10016.0,NEW YORK,2228059522002.0,A23,A,core2004co,PC,O,AR,A,IN,,A23,A,710000.0,90
141685,1,4,113110485,200212,29490075007003,,328,107268,0,0,0,0,0,0,0,0,0,107268,98548,-9179,8530,0,-17898,89370,0,98548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,107268,8719,0,28112,16869,0,0,0,0,0,-17898,0,0,0,0,0,0,0,0,0,0,0,11691.0,ROCKAWAY PENINSULA CIVIC ASSOC INC,,1848 CORNAGA AVE,FAR ROCKAWAY,NY,11691-4304,0.0,3.0,1.0,199211.0,2.0,0.0,1.0,11.0,0.0,10.0,12,DAVID N DINKINS CTR PHYS CULTURE,328.0,0.0,0.0,2002,2002,,107268,A40,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.7034699999999999,,36081.0,5602.0,5600.0,,,Z99,A,,36081.0,NY,11691.0,FAR ROCKAWAY,1131104852002.0,A40,A,core2002co,PC,O,AR,A,IN,,A40,A,710000.0,90
141723,1,3,113635991,200206,29490198000053,,0,131500,90,0,0,1319,5370,0,0,1319,1319,132909,80631,54906,0,3059,2628,54906,0,0,54906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,N,0,0,0,0,1319,0,0,0,0,0,0,132909,52278,0,44422,5001,0,0,0,0,2628,2628,21250,0,2550,0,0,0,23800,21250,0,0,0,11432.0,CULTURAL COLLABORATIVE JAMAICA INC,TYRA K EMERSON,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3.0,1.0,200312.0,1.0,16.0,1.0,11.0,200806.0,10.0,6,,0.0,0.0,0.0,2001,2002,,132909,A01,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.13161,C,36081.0,5602.0,5600.0,,,A20,C,,36081.0,NY,11432.0,JAMAICA,1136359912002.0,A0123,A,core2002co,PC,O,AR,A,IN,,A0123,A,813319.0,90
141738,1,4,130508050,200206,29490004352083,,298,5395,15,0,0,22284,0,0,0,130870,130870,136280,101602,428285,0,0,393607,428285,0,0,419300,0,0,0,0,0,0,0,0,0,0,0,0,106600,0,1986,7,N,19262,3022,0,0,0,0,0,0,0,0,0,136280,34678,0,0,0,0,0,0,0,384622,393607,208974,165,103759,117059,12623,0,443130,339371,0,0,0,10021.0,BOHEMIAN BENEVOLENT & LITERARY ASSN OF NEW YORK CITY,JAN HIRD POKORNY PRESIDENT,321 E 73RD ST,NEW YORK,NY,10021-3705,0.0,3.0,3.0,196501.0,2.0,0.0,5.0,13.0,0.0,10.0,6,,298.0,318.0,319.0,2001,2002,,136280,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.36236,C,36061.0,5602.0,5600.0,,,A70,C,,36061.0,NY,10021.0,NEW YORK,1305080502002.0,A23,B,core2002co,PC,O,AR,A,IN,,A23,A,710000.0,90
141742,1,7,130971750,200306,29490347015023,A6AZ,319,0,0,0,0,0,0,0,0,313679,313679,313679,310969,39812,0,0,37102,63175,0,23363,0,0,0,0,0,0,0,0,0,0,0,0,0,313679,0,0,9,N,0,0,0,0,0,0,0,0,0,0,0,313679,2710,0,174782,16379,0,0,0,0,0,37102,0,1140649,0,104,0,0,1140753,1140753,0,0,0,10128.0,LIEDERKRANZ OF THE CITY OF NEW YORK,,6 E 87TH ST,NEW YORK,NY,10128-0505,0.0,3.0,1.0,193907.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,319.0,0.0,0.0,2002,2003,,313679,A6A,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.13705,N,36061.0,5602.0,5600.0,,,A6A,A,,36061.0,NY,10128.0,NEW YORK,1309717502003.0,A6A,A,core2002co,PC,O,AR,A,IN,,A6A,A,711130.0,90
141851,1,4,134190455,200208,29490200229083,A20,0,0,4,0,0,0,0,0,0,47173,47173,47177,5299,577,0,0,0,10577,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,41301,0,5872,0,0,N,0,0,0,0,0,0,0,0,0,47173,0,5876,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,SIKH ORGANIZATION OF NY INC,TEJINDER S BINDRA,1407 BROADWAY RM 1112,NEW YORK,NY,10018-5111,0.0,3.0,3.0,200305.0,2.0,0.0,1.0,13.0,0.0,10.0,8,,0.0,0.0,0.0,2001,2002,,5876,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.017230000000000002,C,36061.0,5602.0,5600.0,,,A20,C,,36061.0,NY,10018.0,NEW YORK,1341904552002.0,A20,B,core2002co,PC,O,AR,A,IN,,A20,A,710000.0,90
141924,1,4,141801528,200212,29490186004123,,123,47035,0,0,0,0,0,0,0,0,0,47035,42971,5584,0,0,1520,5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,47035,4064,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,10115.0,PEACE ACTION OF NEW YORK STATE INC,CAROL HUSTEN,475 RIVERSIDE DR 549,NEW YORK,NY,10115-0599,3213.0,9.0,3.0,198604.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,481.0,520.0,2002,2002,,47035,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.50793,,36061.0,5602.0,5600.0,,,Z99,C,,36061.0,NY,10115.0,NEW YORK,1418015282002.0,Q41,C,core2002co,PC,O,AR,A,IN,,Q41,Q,813319.0,90
145577,1,6,510192888,200304,29490263205013,,205,0,68725,0,0,30,0,0,0,30,30,68755,66896,18515,0,0,16656,18515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,30,0,0,0,0,0,0,0,0,0,0,68755,1859,0,0,0,0,0,0,0,0,16656,0,0,0,0,0,0,0,0,0,0,0,10461.0,NEW YORK OBSTETRICAL SOCIETY INC,VICKI SELTZER MD,1300 MORRIS PARK AVE BELF,BRONX,NY,10461-1930,0.0,3.0,2.0,198407.0,2.0,0.0,1.0,13.0,0.0,10.0,4,,205.0,199.0,0.0,2002,2003,,68755,A69,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.59716,N,36005.0,5602.0,5600.0,,,A69,A,,36005.0,NY,10461.0,BRONX,5101928882003.0,A69,A,core2002co,PC,O,AR,A,IN,,A69,A,711130.0,90
149610,1,3,30383217,200112,29490180155142,,0,1000,0,0,0,0,0,28544,11915,40459,11915,41459,5149,7766,0,0,0,7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,N,0,0,0,0,0,0,0,0,0,0,40459,12915,7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11222.0,BOOKLYN INCORPORATED,,37 GREENPOINT AVE 4TH FLR,BROOKLYN,NY,11222-1545,0.0,3.0,1.0,200304.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,0.0,0.0,0.0,2001,2001,,0,A33,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.86513,C,36047.0,5602.0,5600.0,,,A33,C,,,,,,303832172001.0,A70,A,core2001co,PC,O,AR,A,OUT,S,A70,A,710000.0,90
150131,1,3,113634222,200112,29490167275212,,0,9634,0,0,0,23,0,0,0,61532,61532,71166,76856,-5690,0,0,0,18330,0,24020,0,0,0,0,0,0,0,0,0,0,0,0,0,61509,0,0,9,N,23,0,0,0,0,0,0,0,0,0,0,71166,-5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211.0,WILLIAMSBURG ART NEXUS INC,HOWARD SELIGMAN,67 METROPOLITAN AVE,BROOKLYN,NY,11211-3932,0.0,3.0,1.0,200404.0,1.0,16.0,1.0,1.0,0.0,10.0,12,,0.0,0.0,0.0,2001,2001,,0,A65,A,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.29943000000000003,,36047.0,5602.0,5600.0,,,Z99,C,,,,,,1136342222001.0,A51,B,core2001co,PC,O,AR,A,OUT,S,A60,A,711100.0,90
150152,1,4,131813049,200112,29490327294082,,123,77233,0,0,0,401,1152,0,0,3465,3465,80698,29799,75832,4283,0,33669,88443,8736,12611,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,0,0,N,401,0,0,0,0,0,0,0,0,0,0,80698,50899,0,4394,1016,0,0,0,0,0,24933,0,0,0,0,0,0,0,0,0,0,0,10004.0,AMERICAN COMMITTEE ON AFRICA INC,AFRICA ACTION,50 BROAD ST STE 711,NEW YORK,NY,10004-2307,0.0,3.0,3.0,197911.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,124.0,480.0,2001,2001,,0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9061299999999999,,36061.0,5602.0,5600.0,,,Z99,C,,36061.0,NY,10004.0,NEW YORK,1318130492001.0,A70,C,core2001co,PC,O,AR,A,IN,,A70,A,710000.0,90
150165,1,4,132931071,200112,29409124016032,,91,0,40145,0,0,0,0,0,0,23719,23719,63864,83093,132548,0,0,131311,132548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,N,0,0,0,0,0,0,0,0,0,0,0,63864,-19229,20466,0,0,0,0,0,0,0,131311,0,0,0,0,0,0,0,0,0,0,0,10003.0,SOCIETY OF ANIMAL ARTISTS INC,,47 FIFTH AVE,NEW YORK,NY,10003-4303,0.0,3.0,1.0,198306.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,91.0,126.0,0.0,2001,2001,,0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6992,C,36061.0,5602.0,5600.0,,,A20,C,,36061.0,NY,10003.0,NEW YORK,1329310712001.0,A0340,A,core2001co,PC,O,AR,A,IN,,A0340,A,813920.0,9
