,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,NTEECC4d,NTEEconf,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEE2,NTEE,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,RANDNUM,NTEESRC,MSA_NECH,Ntee2007a,Ntee42007a,NteeOldB,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
30609,133352849,200512,2005,103438,0,0,0,433,0,0,0,239826,239826,343264,341188,-1072,50050,0,96821,66515,97443,67587,0,0,0,0,0,0,0,0,0,239393,0,0,,343264,343264,0,0,0,0,0,0,0,2076,-2526,23865,5577,0,0,59669,40865,-622,0,0,0,0,433,0,0,0,0,0,0,585150,0,542028,2658,0,0,1129836,587808,3,9,0,0,88.0,1.0,29490175229156.0,2005,N,11101-1441,11101.0,133352849200512,1333528492005,12,88.0,994.0,0.0,3711 35TH AVE,3.0,199006.0,LONG ISLAND CITY,1.0,,1.0,11.0,15.0,10.0,0.0,IN COLLABORATION INCORPORATED,1.0,198702.0,READERS THEATRE WORKSHOP,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A19,6E,A,IN,,AR,A,PC,O,AR,A,,A65P,AR,AR,5602.0,5600.0,36081.0,0.222586,1,5602.0,A19,6E,A19,21317.0,2,2006.0,82121.0,2,2006.0,0.0,2,2006.0,-1072.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,13091.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,2558.0,6,2003.0,0.0,6,2003.0,8466.0,6,2003.0,A196E,A
30610,133353110,200507,2004,86700,0,0,0,209,8711,3150,2803,92294,89144,178994,181289,32465,43940,0,43776,45840,5866,13375,0,0,0,0,0,0,0,0,0,86132,0,0,,175844,175833,0,0,0,0,0,0,5953,-5445,0,27250,15924,0,0,0,0,37910,0,0,0,0,209,0,0,0,0,0,0,370100,0,478255,2413,0,0,850768,372513,3,9,0,0,90.0,1.0,29490217346166.0,2005,N,10029-4603,10029.0,133353110200507,1333531102005,7,90.0,0.0,0.0,1680 LEXINGTON AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,LOS PLENEROS DE LA 21,1.0,199310.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A68,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.404569,1,5602.0,A68,,A68,12015.0,2,2006.0,74685.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,7490.0,6,2003.0,0.0,2,2006.0,0.0,2,2006.0,0.0,6,2003.0,0.0,2,2006.0,6662.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A68,A
30621,133355697,200506,2004,49710,0,0,0,227,12581,0,0,254870,254870,304580,347227,-103803,0,0,668796,600935,736626,704738,-103803,0,0,0,0,0,0,0,250,250087,3075,1231,,304330,304330,0,0,0,0,0,3325,0,-42897,6924,15265,1889,0,0,0,0,-67830,0,0,0,0,227,0,0,0,0,0,0,653823,0,963281,236,0,0,1628805,665524,3,7,0,-67830,88.0,1.0,29490028293056.0,2005,N,10010-2907,10010.0,133355697200506,1333556972005,6,88.0,0.0,0.0,123 EAST 24TH STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BLUE HERON THEATRE INC,1.0,198611.0,,NY,rtf05PC,3.0,2.0,2.0,2.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.186533,1,5602.0,A65,,A65,36978.0,2,2006.0,12732.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,58915.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,334436.0,6,2003.0,205642.0,6,2003.0,1352.0,6,2003.0,A65,A
30624,133357408,200512,2005,1705069,47473,0,0,489,74330,0,0,49687,49687,1802229,1789609,95737,0,0,84667,100276,1550,4539,0,0,0,0,0,0,0,0,0,49198,0,0,,1802229,1802229,0,0,0,0,0,0,0,12620,0,123781,12221,0,0,0,0,83117,0,0,0,0,489,0,0,0,0,0,0,3227404,130735,191011,6450,0,0,3555622,3364611,3,7,0,0,90.0,1.0,29490287164006.0,2005,N,10013-1205,10013.0,133357408200512,1333574082005,12,90.0,995.0,0.0,161 SIXTH AVE,3.0,0.0,NEW YORK,1.0,THE FIELD,1.0,13.0,16.0,10.0,0.0,PERFORMANCE ZONE INC,1.0,198611.0,,NY,rtf05PC,2.0,4.0,4.0,4.0,A,A12,60,A,IN,,AR,A,PC,S,ZB,A,,A62J,AR,AR,5602.0,5600.0,36061.0,0.7984640000000001,1,5602.0,A12,60,A12,1660728.0,2,2006.0,39670.0,2,2006.0,4597.0,2,2006.0,25824.0,2,2006.0,17572.0,8,2005.0,69843.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,14787.0,2,2005.0,PC,S,ZB,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A1260,A
30625,133357417,200512,2005,111077,13750,350000,369421,21246,52307,0,0,645387,275966,770214,223529,650860,0,0,680776,650860,0,0,0,0,0,0,0,0,0,0,207180,11454,55507,0,,193613,193613,0,-19421,0,0,0,262687,0,-29916,0,0,0,0,0,0,0,680776,0,0,0,0,2062,19184,0,0,0,0,0,137347,57772,1147879,141580,0,0,1484578,336699,3,9,0,0,205.0,1.0,29490224358246.0,2005,N,10018-7033,10018.0,133357417200512,1333574172005,12,205.0,35.0,0.0,1375 BROADWAY STE 1600,3.0,0.0,NEW YORK,1.0,CITRIN COOPERMAN & CO LLP,1.0,13.0,16.0,10.0,0.0,UNDERFASHION CLUB INC,1.0,198707.0,,NY,rtf05PC,3.0,2.0,3.0,2.0,A,A03,40,A,IN,,AR,A,PC,O,AR,A,,A44Z,AR,AR,5602.0,5600.0,36061.0,0.900806,1,5602.0,A03,40,A03,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,650860.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,548068.0,6,2003.0,0.0,6,2003.0,A0340,A
30630,133358147,200512,2005,0,0,0,0,38,32380,0,0,79582,79582,79582,79285,4924,0,0,4627,4924,0,0,4924,0,0,0,0,0,0,0,0,79544,0,0,,79582,79582,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,4627,0,0,0,0,38,0,0,0,0,0,0,293742,4015,0,9088,0,0,306845,306845,3,7,0,4627,92.0,1.0,29490287004146.0,2005,N,11238-4302,11238.0,133358147200512,1333581472005,12,92.0,995.0,0.0,328 FLATBUSH AVE STE 107,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,16.0,10.0,0.0,NEW YORK ASSOC OF BLACK JOURNALISTS INC,1.0,199010.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A33,,B,IN,,AR,A,PC,O,AR,A,,A33Z,AR,AR,,5600.0,36047.0,0.702655,1,5602.0,A33,,A33,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,4695.0,6,2002.0,A33,A
30638,133360989,200509,2004,0,0,0,0,765,0,0,0,404549,404549,404549,409158,141667,0,0,146276,141667,0,0,141667,0,0,0,0,0,0,0,0,403784,0,0,,404549,404549,0,0,0,0,0,0,0,-4609,0,0,0,0,0,0,0,146276,0,0,0,0,765,0,0,0,0,0,0,0,0,1519242,3108,0,0,1522350,3108,3,9,0,146276,602.0,1.0,29490204078156.0,2005,N,10007-0000,10007.0,133360989200509,1333609892005,9,602.0,0.0,0.0,RM 9 CITY HALL,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,THE INNER CIRCLE INC,1.0,198702.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A30,,A,IN,,AR,A,PC,O,AR,A,,S80Z,AR,AR,5602.0,5600.0,36061.0,0.5461550000000001,1,5602.0,A30,,S80,,,,,,,,,,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,84838.0,6,2003.0,A65,A
30643,133363655,200512,2005,364999,0,0,0,1247,64287,0,0,20350,20350,385349,290074,335293,57977,0,255128,368158,0,32865,0,0,14850,0,0,0,0,0,15110,0,0,3993,,370239,370239,0,0,0,0,0,15110,0,80165,0,16409,6381,0,0,0,0,255128,0,0,0,0,0,1247,0,0,0,0,0,479507,0,52380,22422,0,0,555407,503027,3,7,0,0,62.0,1.0,29490336369076.0,2005,N,10023-6257,10023.0,133363655200512,1333636552005,12,62.0,995.0,0.0,45 WEST 67TH STREET,3.0,199012.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,LANDMARK WEST INC,1.0,198706.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A82,,B,IN,,AR,A,PC,O,AR,A,,A82Z,AR,AR,,5600.0,36061.0,0.21588200000000002,1,5602.0,A82,,A80,274672.0,2,2006.0,90327.0,2,2006.0,0.0,2,2006.0,314688.0,2,2006.0,0.0,8,2005.0,20605.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,8,2004.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A82,A
30655,133367694,200512,2005,55075,0,0,0,24,0,0,0,113814,113814,168889,172407,-200885,36000,0,11389,14807,208756,215692,0,0,0,0,0,0,0,0,0,113790,0,0,,168889,168889,0,0,0,0,0,0,0,-3518,0,4564,4236,0,0,0,0,-197367,0,0,0,0,24,0,0,0,0,0,0,257086,0,328116,539,0,0,585741,257625,3,9,0,0,90.0,1.0,29490329351186.0,2005,N,10014-2840,10014.0,133367694200512,1333676942005,12,90.0,0.0,0.0,154 CHRISTOPHER ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,WINGS THEATRE COMPANY INC,1.0,198606.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.710962,1,5602.0,A65,,A65,53663.0,2,2006.0,1351.0,2,2006.0,0.0,2,2006.0,-200885.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,1747.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,2341.0,6,2003.0,A65,A
30661,133369451,200506,2004,626718,0,0,0,1613,183267,0,0,379073,379073,1005791,1496910,1012885,52000,0,2347684,2220743,818680,1207858,0,0,0,0,0,0,0,0,25000,256877,0,1973,M,980791,980791,93610,0,0,0,0,25000,0,-516119,0,369727,0,0,0,775591,1110587,1529004,0,0,0,0,0,1613,93610,0,0,0,0,3175374,0,664862,623094,0,0,4466746,3801884,3,7,0,0,88.0,1.0,29490182190156.0,2005,N,10023-7842,10023.0,133369451200506,1333694512005,6,88.0,90.0,0.0,55 WEST END AVENUE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,THE WOMENS PROJECT & PRODUCTIONS,1.0,198610.0,,NY,rtf05PC,4.0,3.0,4.0,4.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.145689,1,5602.0,A65,,A65,582717.0,1,2005.0,44001.0,1,2005.0,0.0,1,2005.0,893657.0,2,2006.0,1982638.0,1,2005.0,119228.0,2,2006.0,1012885.0,2,2006.0,0.0,1,2005.0,0.0,1,2005.0,1948370.0,1,2005.0,PC,O,AR,A,IN,,0.0,1,2005.0,4200.0,1,2005.0,0.0,1,2005.0,116802.0,1,2005.0,A65,A
30669,133376265,200412,2004,6949875,0,1691247,1603387,58787,1376218,152931,100436,3327244,1165926,10277119,14102912,59270696,258904,0,85879824,78824133,20135374,19553437,0,0,0,0,0,0,0,0,501432,453843,-311356,306414,,7614369,7614369,0,87860,373510,405000,-31490,190076,253367,-6488543,14789,3925918,332640,0,0,13775100,15270100,65744450,0,0,0,0,58787,0,0,0,0,0,0,67889368,1070316,2927344,1313278,0,529427,74149281,71221937,3,7,0,0,60.0,1.0,29490365240225.0,2004,Y,10280-1502,10280.0,133376265200412,1333762652004,12,60.0,994.0,0.0,36 BATTERY PLACE 4TH FL,3.0,198812.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,A LIVING MEMORIAL TO THE HOLOCAUST MUSEUM OF JEWISH HERITAGE,1.0,198701.0,,NY,rtf05PC,,5.0,,,A,A54,,A,IN,,AR,A,PC,O,AR,A,,A82Z,AR,AR,5602.0,5600.0,36061.0,0.0348587,1,5602.0,A54,,A54,5007354.0,1,2004.0,1942521.0,1,2004.0,0.0,1,2004.0,48005347.0,2,2005.0,63476925.0,8,2004.0,10314741.0,2,2005.0,950410.0,2,2005.0,0.0,8,2004.0,0.0,1,2004.0,63004601.0,1,2004.0,PC,O,AR,A,IN,,0.0,1,2004.0,3051301.0,1,2004.0,630800.0,1,2004.0,405700.0,1,2004.0,A54,A
30670,133376271,200506,2004,463985,0,57849,56909,942,65770,0,0,629560,572651,1093545,940601,212649,0,0,255046,302959,89303,90310,0,0,0,0,0,0,0,0,49129,481069,40571,0,,987507,987507,0,940,0,0,0,89700,0,46906,0,497572,51216,0,0,57719,58725,165743,0,0,0,0,942,0,0,0,0,0,0,1904604,2668147,58682,0,0,0,4631433,4572751,3,9,0,0,90.0,1.0,29490070357286.0,2005,N,10036-7205,10036.0,133376271200506,1333762712005,6,90.0,0.0,0.0,229 WEST 42ND STREET STE 800,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,PARSONS DANCE FOUNDATION INC,1.0,199010.0,,NY,rtf05PC,2.0,3.0,4.0,3.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.698896,1,5602.0,A62,,A62,448672.0,2,2006.0,15313.0,2,2006.0,0.0,2,2006.0,212649.0,2,2006.0,160543.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,118503.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,8055.0,6,2003.0,0.0,6,2003.0,36510.0,6,2003.0,A62,A
30675,133377138,200506,2004,15000,0,0,0,0,0,0,0,93380,93380,108380,63156,1129,12000,0,17180,6879,4850,5750,1129,0,0,0,0,0,0,0,56425,0,36955,0,,51955,51955,0,0,0,0,0,93380,0,-11201,0,0,0,0,0,0,0,12330,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,60000,60000,3,7,0,12330,119.0,1.0,29490077306096.0,2005,N,10128-0505,10128.0,133377138200506,1333771382005,6,119.0,0.0,0.0,6 E 87TH ST,3.0,198806.0,NEW YORK,1.0,MRS ELIZABETH WALBRUEL EXEC DIR,1.0,13.0,15.0,10.0,0.0,AMERICAN BERLIN OPERA FOUNDATION INC,1.0,198612.0,DEUTSCHE BANK KAPITAL,NY,rtf05PC,1.0,1.0,2.0,1.0,A,A12,,A,IN,,AR,A,PC,S,ZB,A,A6CJ,A6AJ,AR,AR,5602.0,5600.0,36061.0,0.285756,1,5602.0,A12,,A12,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,S,ZB,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A12,A
30677,133378184,200506,2004,74800,0,0,0,0,0,0,0,9163,9163,83963,90733,43091,0,0,50860,44090,999,999,0,0,0,0,0,0,0,0,0,8633,0,530,,83963,83963,0,0,0,0,0,0,0,-6770,0,56671,5035,0,0,0,0,49861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,91.0,1.0,29490070259086.0,2005,N,10468-7513,10468.0,133378184200506,1333781842005,6,91.0,0.0,0.0,32 E KINGSBRIDGE RD,3.0,0.0,BRONX,1.0,,1.0,13.0,15.0,10.0,0.0,EN FOCO INCORPORATED,1.0,198610.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A40,,A,IN,,AR,A,PC,O,AR,A,,A42Z,AR,AR,5602.0,5600.0,36005.0,0.5791470000000001,Q,5602.0,A40,,Z99,28732.0,2,2006.0,45999.0,2,2006.0,0.0,2,2006.0,43091.0,2,2006.0,8144.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,9395.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,557.0,6,2003.0,0.0,6,2003.0,26194.0,6,2003.0,A40,A
30678,133378456,200508,2004,371040,0,0,0,1869,53769,0,0,85041,85041,456081,570658,437288,121378,0,588211,483346,42115,46058,0,0,0,0,0,0,0,0,0,82791,0,381,,456081,456081,0,0,0,0,0,0,0,-114577,5769,230637,32626,0,0,0,0,546096,0,0,0,0,1538,331,0,0,0,0,0,1621413,0,753752,9383,0,0,2402773,1649021,3,7,0,0,122.0,1.0,29490028057126.0,2005,N,10001-4002,10001.0,133378456200508,1333784562005,8,122.0,995.0,0.0,120 W 30TH ST 7TH FLR,3.0,198808.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,EDUCATIONAL VIDEO CENTER INC,1.0,198612.0,,NY,rtf05PC,2.0,2.0,2.0,3.0,A,A31,,B,IN,,AR,A,PC,O,AR,A,,A31Z,AR,AR,5602.0,5600.0,36061.0,0.833887,1,5602.0,A31,,A31,333301.0,2,2006.0,35919.0,2,2006.0,1776.0,2,2006.0,167136.0,2,2006.0,11245.0,2,2006.0,270152.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,13685.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,14276.0,6,2003.0,879.0,6,2003.0,A31,A
30682,133379555,200512,2005,670426,0,21269,21902,7517,209605,4121,2261,35168,9145,705594,911701,1030109,90000,0,1582565,1557186,316844,527077,0,0,0,0,0,0,0,0,0,0,0,0,,679571,679571,0,-633,0,0,0,0,6382,-232130,-3482,141889,20232,0,0,0,0,1265721,0,0,0,0,7517,0,0,0,0,0,0,4489872,0,0,59065,0,0,4558522,4558522,3,7,0,0,379.0,1.0,29490133128016.0,2005,N,10002-6204,10002.0,133379555200512,1333795552005,12,379.0,0.0,0.0,12 ELDRIDGE STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,ELDRIDGE STREET PROJECT INC,1.0,199806.0,,NY,rtf05PC,4.0,3.0,3.0,3.0,A,A82,,B,IN,,AR,A,PC,O,AR,A,X30Z,A82Z,AR,AR,,5600.0,36061.0,0.00269195,1,5602.0,A82,,A80,419493.0,2,2006.0,250933.0,2,2006.0,0.0,2,2006.0,1601284.0,2,2006.0,383016.0,8,2005.0,816450.0,3,2004.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,384499.0,8,2004.0,PC,O,AR,A,IN,,0.0,6,2003.0,6171.0,6,2003.0,4320.0,6,2003.0,109126.0,6,2003.0,A82,A
30697,133385363,200412,2004,18950,52093,0,0,0,0,0,0,47,47,71090,67135,12439,0,0,15786,20019,7302,7580,0,0,0,0,0,0,0,0,0,0,0,47,,71090,71090,0,0,0,0,0,0,0,3955,0,0,0,0,0,0,0,8484,0,0,0,0,0,0,0,0,0,0,0,59187,187036,0,0,0,0,247667,247667,3,9,0,0,,,,2004,N,10001-5516,10001.0,133385363200412,1333853632004,12,90.0,0.0,0.0,530 WEST 25TH STREET 6TH FLOOR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,RHOMBUS - AMOS ENO GALLERY INC,1.0,198712.0,,NY,core04PC,,,,,A,A40,,A,IN,,AR,A,PC,O,AR,A,,A40Z,AR,AR,5602.0,5600.0,36061.0,0.49036899999999994,1,5602.0,A40,,A40,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,10966.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A40,A
30706,133387786,200509,2004,293800,0,0,0,51,13251,0,0,51,51,293851,241701,128723,70000,5062,81573,134723,5000,6000,0,0,0,0,0,0,0,0,0,0,0,0,,293851,293851,0,0,0,0,0,0,0,52150,0,67298,10504,0,0,0,0,76573,0,0,0,0,51,0,0,0,0,0,0,895270,0,0,477,0,0,895747,895747,3,7,0,0,123.0,1.0,29490077090156.0,2005,N,10036-1518,10036.0,133387786200509,1333877862005,9,123.0,0.0,0.0,1560 BROADWAY STE 1600,3.0,199104.0,NEW YORK,1.0,FURMAN FACCIO AND FARKOUH,1.0,13.0,16.0,10.0,0.0,NON TRADITIONAL CASTING PROJECT INC,1.0,198706.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A19,65,A,IN,,AR,A,PC,O,AR,A,,A65K,AR,AR,5602.0,5600.0,36061.0,0.133358,1,5602.0,A19,65,A65,293800.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,28036.0,2,2006.0,3141.0,2,2006.0,100607.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,1902.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,8070.0,6,2003.0,0.0,6,2003.0,72113.0,6,2003.0,A1965,A
30711,133389566,200512,2005,371849,0,58524,57775,12515,82567,0,0,81183,23408,453032,376614,317242,53452,0,308131,317561,0,319,0,0,0,0,0,0,0,0,0,10144,0,0,,395257,395257,0,749,0,0,0,0,0,18643,-9532,108467,16619,0,0,0,0,308131,0,0,0,0,0,12515,0,0,0,0,0,1173445,0,38618,48018,0,0,1260081,1221463,3,7,0,0,602.0,1.0,29490266184106.0,2005,N,10023-6257,10023.0,133389566200512,1333895662005,12,602.0,0.0,0.0,45 WEST 67TH STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,THE HISTORIC DISTRICTS COUNCIL INC,1.0,198703.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A82,,B,IN,,AR,A,PC,O,AR,A,,A82Z,AR,AR,5602.0,5600.0,36061.0,0.863527,1,5602.0,A82,,A80,356694.0,3,2004.0,15155.0,3,2004.0,0.0,3,2004.0,310549.0,3,2004.0,3617.0,8,2005.0,6590.0,3,2004.0,0.0,3,2004.0,0.0,8,2005.0,0.0,3,2004.0,4513.0,8,2004.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,243991.0,6,2003.0,62302.0,6,2003.0,A82,A
30715,133390784,200506,2004,194320,0,0,0,0,38077,18348,19850,461456,443108,655776,621276,-80952,28800,0,74825,68200,171929,149152,0,0,0,0,0,0,0,0,0,423258,0,0,,637428,637428,0,0,0,0,0,0,38198,16152,0,253276,6555,0,0,0,0,-97104,0,0,0,0,0,0,0,0,0,0,0,348874,0,504235,0,0,0,853109,348874,3,9,0,0,90.0,1.0,29490007107096.0,2005,N,10014-1313,10014.0,133390784200506,1333907842005,6,90.0,994.0,119.0,33 LITTLEWEST 12TH ST,3.0,0.0,NEW YORK,2.0,TONY WAAG,1.0,13.0,15.0,10.0,0.0,AMERICAN TAP DANCE FOUNDATION INC,1.0,198803.0,,NY,rtf05PC,1.0,3.0,3.0,3.0,A,A62,,B,IN,,AR,A,PC,O,AR,A,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.14195,1,5602.0,A62,,A62,185771.0,4,2007.0,8549.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,24290.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,26650.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,31376.0,6,2003.0,A62,A
