,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,nteeOld,MAJGRPB,NTEESRC,ntmaj10,fipsold,v_errorCd,NTmaj12,NCCSKEY2,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
22599,133789627,1998,115741,0,0,0,1705,1261,0,0,24398,24398,140139,94825,40923,0,0,2035,40923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6426,15968,299,0,,133713,A60,,TEATRO GRATTACIELO,% DUANE D PRINTZ,2 RIVERSIDE DR 2C,NEW YORK,NY,10023-2524,0.0,3,3.0,1000.0,199502.0,1.0,,5.0,13.0,199812.0,199812,10.0,12,,994.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,1.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A60,,1998,0,0,58774,0,6731,0,0,59556,0,782,0,0,0,0,2035,38888,0,A60,,0,66287,0,0,0,0,0,0,0,0,0,1705,0,6725,0,133713,10023.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,A60Z,7,0.25659899999999997,10023.0,A60,A,1,AR,36061.0,,AR,1337896271998,A6A,NY,10023.0,NEW YORK,A6A,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,115741.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,A6A,A
22600,133789884,1998,66725,20150,0,0,6661,0,795,200,8055,7260,94930,80015,135149,0,0,121029,135149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,,94135,A50,,MARITIME INDUSTRY MUSEUM AT FORT SCHUYLER,% ALLAN J LONSCHEIN,6 PENNYFIELD AVE,BRONX,NY,10465-4127,0.0,3,3.0,2000.0,199505.0,1.0,,1.0,11.0,199812.0,199812,10.0,12,,994.0,60.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36005.0,5602.0,15.0,A,A50,,1998,0,0,65818,15505,11197,0,0,103435,995,22112,0,0,0,0,121029,14120,0,A50,,0,114633,6661,0,0,0,0,0,0,0,0,0,0,0,0,94135,10465.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A50Z,9,0.275845,10465.0,A50,A,1,AR,36005.0,,AR,1337898841998,A54,NY,10465.0,BRONX,A54,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,135149.0,3b,1999.0,A54,A
22610,133792187,1998,18800,0,0,0,43,0,0,0,24607,24607,43407,41158,3646,0,0,1397,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24489,0,0,,43407,A6C,,TALUJON INC,% MICHAEL LIPSEY,666 WEST END AVE 6S,NEW YORK,NY,10025-7357,0.0,3,3.0,1000.0,199511.0,1.0,,1.0,13.0,199812.0,199812,10.0,12,,994.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A6C,,1998,0,0,14998,0,34913,0,0,15080,0,82,0,0,0,0,1397,2248,0,A6C,,0,49993,43,0,0,0,0,0,0,0,0,0,0,0,0,43407,10025.0,0,0,.,1,1,1,,,,A,,1,1,1,,5600.0,A6CZ,7,0.659953,10024.0,A6C,A,1,AR,36061.0,,AR,1337921871998,A6C,NY,10025.0,NEW YORK,A6C,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,3646.0,3b,1999.0,A68,A
22617,133793338,1997,1148290,0,0,0,1661,115867,0,0,132382,132382,1280670,1332090,-59452,115000,0,96414,50699,70738,110151,0,0,0,0,0,0,0,0,0,0,0,0,33707,69664,0,27350,,1246960,A99,,EOS MUSIC INC,% PETER S NICHOLSON,161 AVE OF THE AMERICAS,NEW YORK,NY,10013-0000,0.0,3,3.0,1000.0,199509.0,1.0,,1.0,13.0,199808.0,199808,10.0,8,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,16.0,A,A99,,1998,0,0,1418780,0,112456,0,0,1419680,0,898,0,0,0,0,25676,-85128,0,A99,,0,1532130,0,480039,58223,0,0,0,0,0,0,1661,0,33707,0,1246960,10013.0,0,0,1,9,9,9,,,,A,,1,1,1,,5600.0,Z99Z,7,0.0600436,10013.0,A99,A,1,AR,36061.0,,AR,1337933381998,A61,NY,10013.0,NEW YORK,A61,,9001.0,3a,1998.0,0.0,3a,1998.0,-59452.0,3b,1999.0,11823.0,3a,1998.0,-10009.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,1139289.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,2605.0,3a,1998.0,0.0,3a,1998.0,10020.0,3a,1998.0,A61,A
22621,133793681,1998,0,0,0,0,3626,0,0,0,446082,446082,446082,390704,148521,50771,0,93143,154021,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,442456,0,0,,446082,A23,,AMERICAN RUSSIAN YOUTH ORCHESTRA,% EDITH HOLBROOK,850 SEVENTH AVE 506,NEW YORK,NY,10019-5230,0.0,3,3.0,2000.0,199503.0,1.0,,1.0,13.0,199812.0,199812,10.0,12,,994.0,93.0,149.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A23,,1998,0,0,1253370,0,0,0,0,1275780,0,22412,0,0,0,0,93143,55378,0,A23,,0,1275780,0,81146,4951,0,0,0,0,0,0,3626,0,0,0,446082,10019.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A23Z,4,0.8998459999999999,10128.0,A23,A,1,AR,36061.0,,AR,1337936811998,A69,NY,10019.0,NEW YORK,A69,,,,,,,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,,,,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,6601.0,3a,1998.0,A69,A
22623,133793888,1998,11391,0,0,0,824,0,0,0,237040,237040,248431,209496,35943,51657,0,15117,44063,1000,8120,0,0,0,0,0,0,0,0,0,0,0,0,17109,182046,32712,4349,,231322,A60,,FRENCH CONSERVATORY OF MUSIC INC,% JEAN-PIERRE SCHMITT,154 W 57TH ST,NEW YORK,NY,10019-3321,0.0,3,3.0,1000.0,199501.0,1.0,,1.0,11.0,199812.0,199812,10.0,12,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1998,0,0,38223,0,242521,0,0,38792,0,569,0,0,0,0,14117,21826,0,A60,,0,281313,0,697,4679,0,0,0,0,0,0,824,0,49821,0,231322,10019.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A60Z,7,0.362218,10019.0,A60,A,1,AR,36061.0,,AR,1337938881998,A6E,NY,10019.0,NEW YORK,A6E,,0.0,3a,1998.0,0.0,3a,1998.0,35943.0,3a,1998.0,12217.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,11391.0,3a,1998.0,400.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,2403.0,3a,1998.0,A6E,A
22628,133794960,1997,735926,0,30760,25377,1032,38497,90,230,109987,84520,845913,550261,114871,0,0,38877,185944,20099,71073,0,0,0,0,0,0,0,0,0,0,0,0,174092,0,-96217,0,,646354,A99,,CHANCES FOR CHILDREN INC,% NY CHILDRENS HEALTH PROJECT,1 WORLD TRADE CTR STE 101,NEW YORK,NY,10048-1095,0.0,3,3.0,1000.0,199601.0,1.0,,1.0,13.0,199904.0,199804,10.0,4,,994.0,602.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1998,0,0,503722,0,167603,0,0,503907,320,185,0,0,0,0,18778,96093,0,A99,,0,671510,0,57520,4666,0,0,0,0,0,5383,1032,0,77875,0,646354,10048.0,0,0,1,1,1,1,,,,A,,1,9,1,,5600.0,A99Z,7,0.9488850000000001,10104.0,A99,A,1,AR,36061.0,,AR,1337949601998,P12,NY,10048.0,NEW YORK,P12,30,0.0,3a,1998.0,0.0,3a,1998.0,114871.0,3a,1998.0,12203.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,735926.0,3a,1998.0,4609.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,11603.0,3a,1998.0,0.0,3a,1998.0,54713.0,3a,1998.0,P1230,P
22645,133798151,1997,24177,0,0,0,236,0,0,0,35849,35849,60026,50744,28120,0,0,18838,28120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35613,0,0,,60026,A70,,PERSIAN LANGUAGE INSTITUTE INC,,99 PARK AVE 280,NEW YORK,NY,10016-1501,0.0,3,3.0,1000.0,199510.0,1.0,,1.0,13.0,199904.0,199804,10.0,4,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A70,,1998,0,0,59890,0,82152,0,0,60320,0,430,0,0,0,0,18838,9282,0,A70,,0,142472,236,0,0,0,0,0,0,0,0,0,0,0,0,60026,10016.0,0,0,.,1,1,1,,,,A,,1,1,1,,5600.0,A73Z,9,0.8426520000000001,10016.0,A70,A,1,AR,36061.0,,AR,1337981511998,A70,NY,10016.0,NEW YORK,A70,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,28120.0,3a,1998.0,A25,A
22651,133798711,1998,35500,0,0,0,0,0,0,0,6861,6861,42361,37874,6734,0,0,2247,6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6235,0,626,,42361,A6C,,NEW MILLENNIUM ENSEMBLE INC,% SUNGHAE LIM,711 WEST END AVE 5HN,NEW YORK,NY,10025-6843,0.0,3,3.0,1000.0,199501.0,1.0,,1.0,13.0,199812.0,199812,10.0,12,,994.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A6C,,1998,0,0,22450,0,68215,0,0,22450,0,0,0,0,0,0,2247,4487,0,A6C,,0,90665,0,0,0,0,0,0,0,0,0,0,0,0,0,42361,10025.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A6CZ,9,0.350536,10025.0,A6C,A,1,AR,36061.0,,AR,1337987111998,A6C,NY,10025.0,NEW YORK,A6C,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,6734.0,3b,1999.0,A6C,A
22654,133799191,1997,43424,0,0,0,120,0,0,0,18103,18103,61527,68751,5298,0,0,12522,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14354,0,3628,,61527,A68,,ABSOLUTE ENSEMBLE LTD,,30 W 60TH ST APT 4S,NEW YORK,NY,10023-7908,0.0,3,3.0,1000.0,199506.0,1.0,,1.0,13.0,199812.0,199808,10.0,8,,994.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A68,,1998,0,0,126661,0,7435,0,0,126700,0,39,0,0,0,0,12522,-7223,0,A68,,0,134135,120,0,0,0,0,0,0,0,0,0,0,0,0,61527,10023.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,A68Z,7,0.283418,10023.0,A68,A,1,AR,36061.0,,AR,1337991911998,A68,NY,10023.0,NEW YORK,A6C,,0.0,3b,1999.0,0.0,3b,1999.0,1082.0,4,2006.0,0.0,4,2006.0,4216.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,4,2006.0,AR,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,4947.0,6,2003.0,A6C,A
22662,133800381,1996,250000,0,0,0,0,0,0,0,0,0,250000,304649,9476,0,0,64125,9476,0,0,9476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,250000,A80,,GODINGER LEFKOWTITZ MEMORIAL FOUNDATION INC,% ARNOLD GODINGER,3054 BEDFORD AVE,BROOKLYN,NY,11210-3714,0.0,3,3.0,1000.0,199505.0,1.0,,1.0,11.0,199911.0,199711,10.0,11,,994.0,602.0,0.0,B9606,1996.0,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36047.0,5602.0,15.0,A,A80,,1997,0,0,225000,0,0,0,0,225000,0,0,0,0,0,0,64125,-54649,0,A80,,0,225000,0,0,0,0,64125,0,0,0,0,0,0,0,0,250000,11210.0,0,0,9,1,9,1,,,,A,,1,1,1,,5600.0,B99I,7,0.0187152,11210.0,A80,A,1,AR,36047.0,,AR,1338003811997,A80,NY,11210.0,BROOKLYN,A80,,0.0,3b,1998.0,250000.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,8844.0,3b,1998.0,B99,B
22668,133801041,1997,128355,0,197774,168358,7827,0,0,0,205601,37243,333956,60130,266778,0,0,172450,266778,0,0,16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,165598,A99,,MARILYN FRIEDSON FOUNDATION,% NEAL P MYERBERG,130 E 59TH RM 737,NEW YORK,NY,10022-1302,0.0,3,3.0,1000.0,199602.0,1.0,,1.0,13.0,0.0,199806,20.0,6,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,1.0,2.0,0,,0,,0,36061.0,5602.0,17.0,A,A99,,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172450,105468,0,A99,,-11140,0,0,0,0,0,50060,0,0,0,29416,2208,5619,0,0,165598,10022.0,0,0,.,1,1,1,,,,A,,1,1,1,,5600.0,A99Z,10,0.5362560000000001,10022.0,A99,A,1,AR,36061.0,,AR,1338010411998,A99,NY,10022.0,NEW YORK,T20,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,128355.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,256475.0,3a,1998.0,10303.0,3a,1998.0,A99,A
22680,133802771,1998,6610,0,0,0,0,0,0,0,44941,44941,51551,52090,-15095,0,0,5079,4054,19635,19149,0,0,0,0,0,0,0,0,0,0,0,0,0,44941,0,0,,51551,A33,,DANCE PROJECT SEQUENCE INC,,321 E 79TH ST APT 4C,NEW YORK,NY,10021-0913,0.0,3,3.0,1000.0,199607.0,1.0,,1.0,13.0,199812.0,199812,10.0,12,,995.0,120.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,17.0,A,A33,,1998,0,0,4700,0,119757,0,0,4700,0,0,0,0,0,0,-14556,-539,0,A33,,0,124457,0,0,0,0,0,0,0,0,0,0,0,0,0,51551,10021.0,0,0,1,9,9,9,,,,A,,1,1,1,,5600.0,A33Z,9,0.503092,10017.0,A33,A,1,AR,36061.0,,AR,1338027711998,A33,NY,10021.0,NEW YORK,A33,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,3851.0,3a,1998.0,0.0,3a,1998.0,203.0,3a,1998.0,A33,A
22683,133803030,1998,23000,525,0,0,0,0,0,0,1710,1710,25235,9174,8487,0,0,-7574,8487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,0,,25235,A70,,INTERNATIONAL DESIGN NETWORK FOUNDATION,% YOSHIKO EBIHARA,91 GRAND ST,NEW YORK,NY,10013-2612,0.0,3,3.0,2000.0,199509.0,1.0,,1.0,13.0,199812.0,199812,20.0,12,IDNF,994.0,91.0,92.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A70,,1998,0,0,0,4057,3851,0,0,4057,0,0,0,0,0,0,-7574,16061,0,A70,,0,7908,0,0,0,0,0,0,0,0,0,0,0,0,0,25235,10013.0,0,0,.,1,1,1,,,,A,,1,1,1,,5600.0,A76Z,10,0.9704809999999999,10013.0,A70,A,1,AR,36061.0,,AR,1338030301998,A70,NY,10013.0,NEW YORK,A70,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,-1774.0,4,2006.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,8487.0,3b,1999.0,A70,A
22694,133804732,1997,11639,0,0,0,0,0,70,70,55942,55872,67581,69121,11817,0,0,16989,12317,3562,500,0,0,0,0,0,0,0,0,0,0,0,0,0,14512,0,41290,,67511,A65,,PLAYFUL REPERTORY COMPANY INC,,154 W 29TH ST FL 2,NEW YORK,NY,10001-5301,0.0,3,3.0,1000.0,199503.0,1.0,,1.0,13.0,199812.0,199809,10.0,9,,994.0,88.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1998,0,0,7806,0,149050,0,0,7882,140,0,0,0,0,0,13427,-1610,0,A65,,0,156932,0,0,0,0,0,0,0,0,0,0,0,0,0,67511,10001.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,A65Z,7,0.626476,10001.0,A65,A,1,AR,36061.0,,AR,1338047321998,A65,NY,10001.0,NEW YORK,A65,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,7310.0,3a,1998.0,0.0,3a,1998.0,5007.0,3a,1998.0,A65,A
22697,133805585,1997,88715,0,0,0,0,3985,0,0,69495,69495,158210,135429,35176,13595,3985,23279,42910,10884,7734,0,0,0,0,0,0,0,0,0,0,0,0,0,69495,0,0,,158210,A60,,TEATRO CIRCULO LTD,% JOSE A OLIVERAS,134 E 22ND ST 314,NEW YORK,NY,10010-6324,0.0,3,3.0,1000.0,199504.0,1.0,,1.0,13.0,199812.0,199806,10.0,6,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1998,0,0,159567,0,0,0,0,159567,0,0,0,0,0,0,12395,22781,0,A60,,0,159567,0,29525,5527,0,0,0,0,0,0,0,0,0,0,158210,10010.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A60Z,7,0.00125781,10010.0,A60,A,1,AR,36061.0,,AR,1338055851998,A65,NY,10010.0,NEW YORK,A65,,31505.0,3a,1998.0,0.0,3a,1998.0,35176.0,3a,1998.0,2401.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,57210.0,3a,1998.0,1405.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,16304.0,3a,1998.0,A65,A
22700,133806279,1997,12517,0,0,0,41,0,0,0,29625,29625,42142,42545,-946,3035,0,6801,9787,7344,10733,-946,0,0,0,0,0,0,0,0,0,0,0,0,29584,0,0,,42142,A65,,MANHATTAN CHAMBER ORCHESTRA INC,% ORICHARD ANLODON CLARK,282 W END AVE 1R,NEW YORK,NY,10023-8163,0.0,3,3.0,1000.0,199609.0,1.0,,1.0,13.0,199908.0,199808,20.0,8,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1998,0,0,24808,0,0,0,0,24808,0,0,0,0,0,0,-543,-403,0,A65,,0,24808,0,0,0,0,-543,0,0,0,0,41,0,0,0,42142,10023.0,0,0,1,9,9,9,,,,A,,1,1,1,,5600.0,A65Z,7,0.185764,10023.0,A65,A,1,AR,36061.0,,AR,1338062791998,A68,NY,10023.0,NEW YORK,A68,,8011.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,4506.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,4238.0,3a,1998.0,0.0,3a,1998.0,1513.0,3a,1998.0,A68,A
22706,133807091,1997,113117,0,0,0,1342,0,0,20989,22331,22331,135448,205463,11903,56000,0,86738,28069,4820,16166,11903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,135448,A31,,CINE QUA NON INC,% MARION LIPSHUTZ,462 BROADWAY STE 520,NEW YORK,NY,10013-2618,0.0,3,3.0,2000.0,199505.0,1.0,,1.0,13.0,199906.0,199806,10.0,6,,995.0,122.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A31,,1998,0,0,759376,0,0,0,0,772518,20989,13142,0,0,0,0,81918,-70015,0,A31,,0,772518,0,14160,5364,0,81918,0,0,0,0,1342,0,0,0,135448,10013.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,A31Z,9,0.159199,10013.0,A31,A,1,AR,36061.0,,AR,1338070911998,A31,NY,10013.0,NEW YORK,B60,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,3709.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,113117.0,3a,1998.0,4502.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,2306.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,B60,B
22712,133808186,1998,47285,0,0,0,0,0,0,0,0,0,47285,11928,40699,0,0,5342,40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47285,A99,,NEW YORKERS AGAINST GUN VOILENCE EDUCATION FUND INC,,332 BLEECKER ST BOX E9,NEW YORK,NY,10014-2980,0.0,3,3.0,1000.0,199505.0,1.0,,1.0,13.0,199912.0,199812,10.0,12,,994.0,124.0,123.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1998,0,0,20653,0,0,0,0,20653,0,0,0,0,0,0,5342,35357,0,A99,,0,20653,0,0,0,0,0,0,0,0,0,0,0,0,0,47285,10014.0,0,0,.,1,1,1,,,,A,,1,1,1,,5600.0,A99Z,7,0.853661,10014.0,A99,A,1,AR,36061.0,,AR,1338081861998,A99,NY,10014.0,NEW YORK,B11,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,40699.0,3b,1999.0,B11,B
