,EIN,DocCD,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,ARED,FRCD,ACCPER,SEC_NAME,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,VERIFY
11271,134143098,91,201012,201147.0,93491314001091,A23,N,Y,0.0,1.0,2010,3.0,3.0,3.0,3,0.0,70014,0,0,0,0,0,0,6600,70014,6661,63353,6600,0,0,66070,0,0,0,0,1,66070,0,1694,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,61,0,0,0,0,66070,0,0,66070,0,66070,0,0,0,0,0,0,0,0,0,0,34394,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134143098201012,1341430982010,rtf10pf,10,0,0,10023.0,JINDHAG FOUNDATION,GANER GROSSBACH & GANER,C/O GANER GROSSBACH 1995 BROADWAY,NEW YORK,NY,10023-0000,0.0,3.0,1.0,200112.0,1.0,4.0,0.0,0.0,0.0,1.0,200412.0,1.0,12,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6533100000000001,B,A23,A,36061.0,5602.0,5600.0,
11324,134149853,91,201012,201142.0,29491274019011,T23,N,Y,0.0,1.0,2010,3.0,8.0,6.0,3,0.0,55790,557136,0,45004,-10305,716345,0,0,2213970,2562459,-348489,1547542,1415013,1363839,40271056,943280,1383948,4833280,7160508,237123,40271056,0,1407060,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,850000,83057,1452140,2117309,2562459,37127,1547542,37127,753470,107793,0,6215065,40271056,0,40033933,28300,0,0,28274,0,10000,0,10,9964,28300,28569737,0,1363839,1224728,992058,895185,4475810,1556494,1604700,1548057,1749398,6458649,0,0,0,0,0,0,0,0,0,0,938040,930717,662319,596790,3127866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134149853201012,1341498532010,rtf10pf,10,-9964,0,10022.0,ELYSABETH KLEINHANS THEATRICAL FOUNDATION INC,ELYSABETH KLEINHANS,59 E 59TH ST,NEW YORK,NY,10022-1104,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.09985,A,A65,A,36061.0,5602.0,5600.0,M
11370,134165975,91,201008,201107.0,29491022091111,A23,N,Y,0.0,1.0,2009,2.0,2.0,4.0,3,0.0,122470,0,0,0,0,10984,42000,520,133454,138810,-5356,138767,0,10941,20802,4343,0,0,4343,9624,20802,0,1155,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,10984,138290,0,138247,0,43,13356,0,0,2802,0,11178,0,0,0,0,0,0,0,0,0,0,23459,0,1155,0,0,294,1449,121246,134166,127489,130841,513742,20802,26115,29530,28362,104809,20802,26115,29530,28362,104809,770,0,0,0,770,133454,130282,131080,129090,523906,2470,130282,131080,129090,392922,0,0,0,0,0,2010,134165975201008,1341659752010,rtf10pf,10,0,0,10036.0,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,EMIKO AKUTAGAWA LINDSAY,28 WEST 44TH STREET 1023,NEW YORK,NY,10036-7410,0.0,3.0,1.0,200112.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,8,RINRI TOMO-NO-KAI,A117,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.54683,B,A1170,A,36061.0,5602.0,5600.0,
11400,134179518,91,201103,201133.0,93491217007191,A25,N,Y,0.0,1.0,2010,2.0,3.0,2.0,3,0.0,500,83,0,0,0,20447,0,0,21030,25489,-4459,23982,0,17748,81743,0,0,0,0,1,81743,0,4047,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,83,20530,25489,172,23982,172,2782,79740,0,0,81743,0,81743,0,0,0,0,0,0,0,0,0,0,82182,0,4047,3544,2735,1734,12060,23982,33028,32282,30271,119563,1,0,0,0,1,0,0,0,0,0,2698,2363,1823,1156,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,134179518201103,1341795182011,rtf10pf,11,0,0,10001.0,INSTITUTE OF MASTERS OF WINE NORTH AMERICA LTD,TANNENBAUM HELPERN SYRACUSE,INTL WINE CTR 350 7TH AVE NO 1201,NEW YORK,NY,10001-0000,0.0,3.0,2.0,200309.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33055,B,A25,A,36061.0,5602.0,5600.0,
11403,134180899,91,201012,201152.0,29491344004011,A68,N,Y,0.0,1.0,2010,3.0,4.0,2.0,3,0.0,0,0,23882,0,0,0,0,300,23882,2900,20982,2900,21282,0,417263,0,0,0,0,0,417263,0,20550,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,23882,0,2600,2600,2600,2600,0,111424,0,0,417263,0,417263,426,0,0,0,0,0,0,0,0,426,417263,20124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134180899201012,1341808992010,rtf10pf,10,426,0,10021.0,DA CAPO FOUNDATION INC,MATSUKO SHIBUYA,420 E 72ND ST APT 20C,NEW YORK,NY,10021-4676,0.0,3.0,1.0,200407.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8763700000000001,B,A68,A,36061.0,5602.0,5600.0,
11405,134181214,91,201012,201119.0,29491113095031,A25,N,Y,0.0,1.0,2010,3.0,6.0,2.0,3,0.0,0,13274,0,0,0,0,16000,41500,13274,89748,-76474,89032,12558,0,1025078,0,0,0,0,0,1025078,0,50816,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,13274,0,48248,716,47532,716,0,3961,0,0,1025078,0,1025078,126,0,0,409,0,0,0,0,283,126,1031794,50690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134181214201012,1341812142010,rtf10pf,10,-283,0,10016.0,MALEVICH SOCIETY,LAWRENCE KAYE TRUSTEE,2 PARK AVE,NEW YORK,NY,10016-5675,0.0,3.0,2.0,200201.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26421999999999995,B,A25,A,36061.0,5602.0,5600.0,
11406,134181689,91,201012,201151.0,29491337016011,A65,N,Y,0.0,1.0,2010,3.0,1.0,2.0,3,0.0,16500,0,0,0,0,0,0,0,16500,19345,-2845,16354,0,0,1386,0,0,0,0,16534,1386,0,196,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,19345,0,16354,0,0,314,0,0,1386,0,-15148,0,0,0,0,0,0,0,0,0,0,3972,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134181689201012,1341816892010,rtf10pf,10,0,0,10023.0,AUDAX THEATER GROUP,DANIEL ROBERTS,171 W 71ST ST STE 2E,NEW YORK,NY,10023-3801,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.18509,B,A65,A,36061.0,5602.0,5600.0,
11408,134181975,91,201012,201147.0,29491309044111,A56,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,0,0,0,0,455,0,0,455,405,50,0,0,455,2312,0,0,0,0,55266,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,455,405,0,0,0,0,1299,0,0,0,0,-52954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134181975201012,1341819752010,rtf10pf,10,0,0,10016.0,MUSE FOUNDATION OF NEW YORK INC,DANIEL GLUCK,233 FIFTH AVE 3RD FLR,NEW YORK,NY,10016-8733,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A56,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.1087,B,A56,A,36061.0,5602.0,5600.0,
11409,134182614,91,201012,201133.0,29491211007001,A20,N,Y,0.0,1.0,2010,3.0,8.0,6.0,3,0.0,132874,180,245066,-206982,0,6206,268100,5440074,177344,6343751,-6166407,6043661,190456,0,32439580,0,6758388,0,6758388,18000,28980084,0,1801563,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,251452,0,903677,60996,603587,60996,0,0,0,5019775,28980084,0,32421580,3809,0,0,3840,0,0,0,7,24,3809,36579955,1797754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134182614201012,1341826142010,rtf10pf,10,-24,0,10018.0,HARRIET AND ESTEBAN VICENTE FOUNDATION,ROBERT WARSHAW,110 W 40TH ST RM 402,NEW YORK,NY,10018-8572,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.14511,B,A20,A,36061.0,5602.0,5600.0,
11413,134184176,91,201012,201127.0,93491176000001,Q33,N,Y,0.0,1.0,2010,3.0,2.0,2.0,3,0.0,19922,0,0,0,0,0,0,0,19922,9011,10911,9011,0,0,13263,0,0,0,0,1,13263,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,9011,0,9011,0,0,13263,0,0,13263,0,13263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134184176201012,1341841762010,rtf10pf,10,0,0,10163.0,AFRICAN FEDERATION INC,KOFI A BOATENG,PO BOX 2186,NEW YORK,NY,10163-2186,0.0,3.0,1.0,200109.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.37188000000000004,A,A23,A,36061.0,5602.0,5600.0,
11421,134188626,91,201012,201137.0,29491141237131,A6C,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134188626201012,1341886262010,rtf10pf,10,0,0,10034.0,YOUTH ORCHESTRA OF IBERO AMERICAS INC,,5000 BROADWAY APT 3C,NEW YORK,NY,10034-1621,0.0,3.0,2.0,200307.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A69,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.10397999999999999,A,A69,A,36061.0,5602.0,5600.0,
11428,134190269,91,201012,201133.0,93491221004091,A31,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,234,-233,0,0,0,1720,0,0,0,0,1,1720,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,234,0,0,0,0,1720,0,0,1720,0,1720,0,0,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134190269201012,1341902692010,rtf10pf,10,0,0,10016.0,FMC FOUNDATION INC,MATTHEWS & CO,C/O MATTHEWS CO 270 MADISON AVE NO,NEW YORK,NY,10016-0000,0.0,3.0,2.0,200307.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.03708,B,A31,A,36061.0,5602.0,5600.0,
11434,134193640,91,201103,201134.0,29491218021051,A20,N,Y,0.0,1.0,2010,2.0,3.0,1.0,3,0.0,4500,0,1403,0,0,0,0,0,5903,837,5066,0,1633,1403,28268,0,0,0,0,1040,29318,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1633,1403,837,0,0,0,0,202,0,28066,29318,0,27228,33,0,0,0,0,0,0,0,0,33,0,0,1,0,752,463,1215,0,2000,2000,5000,9000,1,0,0,0,1,0,0,0,0,0,0,0,0,775,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,134193640201103,1341936402011,rtf10pf,11,33,0,10003.0,JONATHAN AND BARBARA SILVER FOUNDATION INC,SILVER BARBARA,30 E 4TH ST,NEW YORK,NY,10003-7025,0.0,3.0,2.0,200207.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.30913,B,A20,A,36061.0,5602.0,5600.0,
11574,134350414,91,201010,201140.0,29491260006041,T23,N,Y,0.0,1.0,2009,2.0,8.0,8.0,3,0.0,0,14,619962,-1470229,0,17738,95312,290000,-832515,710771,-1543286,549201,513111,0,34812609,1776922,25230055,1346074,28353051,426694,34812609,0,1135382,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,636522,0,420771,123411,259201,123411,0,0,0,4319640,34812609,0,34385915,5131,0,0,8672,0,7000,0,0,10541,5131,23053451,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,134350414201010,1343504142010,rtf10pf,10,-10541,0,10017.0,PLANNING AND ART RESOURCES FOR COMMUNITIES INC,,226 E 49TH ST,NEW YORK,NY,10017-1502,0.0,3.0,1.0,200708.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,10,,A90,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.37524,A,A90,A,36061.0,5602.0,5600.0,
11694,136041343,91,201012,201148.0,29491316074051,,N,Y,0.0,1.0,2010,3.0,6.0,5.0,3,602.0,0,0,45544,56918,0,0,25097,92227,102462,117544,-15082,104776,89693,0,1534872,0,925878,429694,1355572,0,1850409,0,85088,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,102462,0,25317,12769,12549,12769,0,0,0,142077,1850409,0,1534872,1794,0,0,1799,0,1000,0,0,1005,1794,1727679,83294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136041343201012,1360413432010,rtf10pf,10,-1005,0,10008.0,R BELKNAP TRUST WINTERTHUR MUSEUM & RESEARCH LIBRARY,DEUTSCHE BANK TRUST CO NY 230596,PO BOX 1297,NEW YORK,NY,10008-1297,0.0,3.0,1.0,197202.0,1.0,4.0,602.0,0.0,0.0,2.0,0.0,1.0,12,,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.44593,B,A1150,A,36061.0,5602.0,5600.0,
11744,136059836,91,201012,201124.0,29491141262001,,N,Y,0.0,1.0,2010,3.0,2.0,1.0,3,161.0,10000,3,0,0,0,0,0,10000,8799,13024,-4225,13024,2,2,24569,0,23123,0,23123,0,23358,0,1117,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-1204,0,3,3,3024,0,3024,0,0,1446,0,0,23358,0,24569,0,0,0,0,0,0,0,0,0,0,22677,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136059836201012,1360598362010,rtf10pf,10,0,0,10018.0,HISTORICAL RESEARCH FOUNDATION,SANFORD BECKER & CO PC,1430 BROADWAY STE 6TH FLR,NEW YORK,NY,10018-3308,0.0,3.0,2.0,196204.0,1.0,4.0,161.0,180.0,59.0,1.0,0.0,1.0,12,,A128,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.73228,B,A1282,A,36061.0,5602.0,5600.0,
12065,136096069,91,201012,201134.0,29491211050121,,N,Y,0.0,1.0,2010,3.0,6.0,4.0,3,908.0,13981,0,61331,20679,0,86824,0,70200,182815,227588,-44773,70200,54382,58861,1898494,150367,1112492,580186,1843045,0,2497908,0,113957,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,82010,148155,157388,27628,0,27628,89294,55449,0,0,2497908,0,1898494,1088,0,0,880,0,0,0,1,0,1088,2313838,112869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136096069201012,1360960692010,rtf10pf,10,209,0,10036.0,DAUGHTERS OF THE CINCINNATI,,20 W 44TH ST STE 508,NEW YORK,NY,10036-6603,0.0,3.0,1.0,194308.0,1.0,4.0,908.0,40.0,0.0,1.0,0.0,1.0,12,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.03134,C,A80,A,36061.0,5602.0,5600.0,
12237,136111667,91,201010,201141.0,29491267010051,,N,Y,0.0,1.0,2009,3.0,4.0,4.0,3,161.0,0,85,2667,8874,0,600,0,0,12226,10701,1525,10412,11337,0,151848,0,113987,0,113987,29,151848,3092,7343,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,11626,0,10701,289,10412,289,0,2578,0,0,151848,0,151819,227,0,0,0,0,100,0,0,0,227,149093,7116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136111667201010,1361116672010,rtf10pf,10,132,0,10027.0,ARMSTRONG MEMORIAL RESEARCH FOUNDATION INC,COLUMBIA UNIVERSITY,500 W 120TH ST MUD BLDG 1300,NEW YORK,NY,10027-6623,0.0,3.0,1.0,195712.0,1.0,4.0,161.0,180.0,64.0,1.0,0.0,1.0,10,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.4379,B,A80,A,36061.0,5602.0,5600.0,
12303,136116536,91,201104,201143.0,93491286000061,,N,Y,0.0,1.0,2010,3.0,5.0,4.0,3,602.0,0,5758,7158,1381,0,-22994,0,49050,-8697,52410,-61107,50457,13349,0,515635,25963,113962,93471,233396,1,874526,0,44208,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,14297,0,3360,948,1407,948,0,0,0,30314,874526,0,515635,133,0,0,0,0,0,0,0,0,133,897617,44075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,136116536201104,1361165362011,rtf10pf,11,133,0,10023.0,JACOB BLUESTEIN FOUNDATION,MARION GALISON,C/O M GALISON-115 CENTRAL PARK WEST,NEW YORK,NY,10023-0000,0.0,3.0,1.0,195811.0,1.0,4.0,602.0,0.0,0.0,1.0,0.0,1.0,4,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.49573999999999996,A,A68,A,36061.0,5602.0,5600.0,
12343,136121080,91,201012,201121.0,93491090001051,A80,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,119.0,0,3544,0,0,0,221,0,0,3765,1101,2664,0,3765,0,196950,0,0,0,0,1,196950,0,9634,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3765,0,1101,0,0,0,0,27094,0,0,196950,0,196950,75,0,0,0,0,0,0,0,0,75,195618,9559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136121080201012,1361210802010,rtf10pf,10,75,0,10016.0,NEWPORT FOLK FOUNDATION INC,BELDOCK LEVINE & HOFFMAN,99 PARK AVENUE,NEW YORK,NY,10016-1601,0.0,3.0,1.0,196406.0,1.0,4.0,119.0,59.0,927.0,1.0,0.0,1.0,12,,A24,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8730100000000001,B,A24,A,36061.0,5602.0,5600.0,
12432,136133259,91,201012,201116.0,29491085025101,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,602.0,0,17,0,0,0,0,0,0,17,0,17,0,17,17,2256,0,0,0,0,0,2256,109,110,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,17,0,0,0,0,0,0,2256,0,0,2256,0,2256,0,1,0,0,0,0,0,0,0,1,2249,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136133259201012,1361332592010,rtf10pf,10,1,0,10017.0,IRISH EMIGRANT SOCIETY OF NEW YORK,,5 E 42ND ST,NEW YORK,NY,10017-6904,0.0,3.0,1.0,194503.0,1.0,4.0,602.0,0.0,0.0,1.0,0.0,1.0,12,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.08301,C,A23,A,36061.0,5602.0,5600.0,
12433,136133318,91,201012,201137.0,29491162000181,,N,Y,0.0,1.0,2010,3.0,3.0,1.0,3,999.0,0,0,44,0,0,0,0,4500,44,4625,-4581,4625,0,0,25441,0,0,0,0,0,25441,1253,1253,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,44,44,125,125,125,0,0,0,0,0,25441,0,25441,0,0,0,0,0,0,0,0,0,0,25441,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136133318201012,1361333182010,rtf10pf,10,0,0,10021.0,GEORGE BARRY MALLON MEMORIAL CORP,JOHN E DONNELLY,250 E 73RD ST APT 12G,NEW YORK,NY,10021-4310,0.0,3.0,1.0,193902.0,1.0,4.0,999.0,0.0,0.0,5.0,0.0,1.0,12,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.44133,C,A80,A,36061.0,5602.0,5600.0,
12457,136138268,91,201012,201124.0,29491142006231,,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,161.0,950,0,1896,-2528,0,0,0,0,318,6030,-5712,2613,1896,0,239551,0,0,0,0,0,198877,8935,8973,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,1896,0,6030,0,2613,0,0,2360,0,237191,198877,0,239551,38,0,0,0,0,0,0,0,0,38,182195,8935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136138268201012,1361382682010,rtf10pf,10,38,0,10024.0,INSTITUTE OF ANDEAN RESEARCH INC,,15 W 77TH ST,NEW YORK,NY,10024-5153,0.0,3.0,2.0,194710.0,1.0,4.0,161.0,180.0,30.0,1.0,0.0,1.0,12,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.32181,A,A70,A,36061.0,5602.0,5600.0,
12465,136139518,91,201012,201121.0,29491127010101,,N,Y,0.0,1.0,2010,3.0,8.0,7.0,3,40.0,300,529635,4,177110,0,1112207,206883,152775,1819256,1067796,751460,863853,1646688,0,22424796,0,20496583,0,20496583,82482,23866652,224150,964704,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,0,0,1818956,0,915021,172268,706878,172268,0,423065,0,321892,23866652,0,22342314,32934,0,0,26000,0,0,0,0,0,32934,19587899,931770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,136139518201012,1361395182010,rtf10pf,10,6934,0,10003.0,KURT WEILL FOUNDATION FOR MUSIC,,7 EAST 20TH STREET 3RD FLR,NEW YORK,NY,10003-1106,0.0,3.0,1.0,196407.0,1.0,4.0,40.0,59.0,0.0,1.0,0.0,1.0,12,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.73107,A,A68,A,36061.0,5602.0,5600.0,
