,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
67069,132624257,1996,393415,4882,0,0,0,0,0,0,156546,156546,554843,546708,154539,25899,0,243925,369980,90679,215441,0,0,0,0,0,0,0,0,0,0,0,0,0,156546,0,0,,554843,A31Z,,CAMERA NEWS INC D B A THIRD WORLD NEWSREEL,,335 W 38TH ST,NEW YORK,NY,10018-2916,0.0,3,3.0,1000.0,198811.0,1.0,,1.0,11.0,0.0,10.0,2,,122.0,126.0,119.0,B9710,,,IN,O,AR,A,PC,2,3,3,3,1,1,1,6,1,36061,5602.0,15.0,A,A31,1997,A,A31Z,A31,0.7762789999999999,10018.0,10018.0,5600.0,36061.0,,AR,1997,A31,199702,NY,10018.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
67071,132632596,1995,44406,0,0,0,7196,1342,0,0,735842,735842,780248,237469,-2281790,27277,50,4941250,4824430,6822600,7106220,0,0,0,0,0,0,0,0,0,0,0,943220,0,175174,0,15449,,-162972,A65Z,,NATIONAL BLACK THEATRE WORKSHOP INCORPORATED,,213 W 137TH ST,NEW YORK,NY,10030-2406,0.0,3,3.0,2300.0,197005.0,1.0,,1.0,13.0,0.0,10.0,10,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,4,3,2,0,1,0,0,0,0,36061,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.700769,10030.0,10030.0,5600.0,36061.0,,AR,1996,A65,199610,NY,10030.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
67074,133477383,1996,56715,0,0,0,0,0,0,0,24310,24310,81025,51263,57947,0,0,52090,57947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23905,0,405,0,,57120,S82Z,,KNIGHTS OF ST PATRICK INC,,101 PARK AVE 29TH FLR,NEW YORK,NY,10178-0002,0.0,3,3.0,1000.0,198811.0,1.0,,1.0,13.0,199212.0,10.0,12,,602.0,995.0,0.0,B9710,,,IN,O,PB,S,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,S,S82,1996,S,S82Z,S82,0.182309,10178.0,10178.0,5600.0,36061.0,,PU,1996,A11,199612,NY,10178.0,NEW YORK,A11,,,,S,PU,OT,PC,O,PB,S,IN,,A11,A
67080,133475390,1995,1113640,0,0,0,6470,144189,0,0,277679,277679,1391320,914135,734815,0,0,579229,1597610,321600,862797,0,0,0,0,0,0,0,0,0,0,0,0,0,271209,0,0,,1391320,A54Z,,LOWER EAST SIDE TENEMENT MUSEUM,,66 ALLEN ST 3RD FL,NEW YORK,NY,10002-5331,0.0,3,3.0,1000.0,198812.0,1.0,,1.0,13.0,0.0,10.0,6,,200.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4,4,3,4,1,1,1,6,1,36061,5602.0,15.0,A,A54,1996,A,A54Z,A54,0.19628299999999999,10002.0,10002.0,5600.0,36061.0,,AR,1996,A54,199606,NY,10002.0,NEW YORK,A54,,,,A,AR,AR,PC,O,AR,A,IN,,A54,A
67085,133091904,1996,212970,0,0,0,10329,0,0,0,10329,10329,223299,49746,400089,0,0,226536,400089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223299,T00Z,,HISTORIAL RECORDS OF THE NEW YORK COUNTY CLERK INC,,60 CENTRE ST 161,NEW YORK,NY,10007-1402,0.0,3,3.0,1000.0,198402.0,1.0,,1.0,13.0,0.0,10.0,3,,602.0,0.0,0.0,B9710,,,IN,O,PB,T,PC,2,2,1,2,1,1,1,6,1,36061,5602.0,16.0,T,T00,1997,T,T00Z,T00,0.20597600000000002,10007.0,10007.0,5600.0,36061.0,,PU,1997,T00,199703,NY,10007.0,NEW YORK,A80,,,,T,PU,OT,PC,O,PB,T,IN,,A80,A
67095,133087485,1995,52804,0,0,0,422,10023,0,0,38048,38048,90852,95693,11503,17817,0,27667,13593,5105,2090,0,0,0,0,0,0,0,0,0,0,0,0,6218,26263,0,5145,,84634,A65Z,,NEW YORK DEAF THEATRE LTD,,305 7TH AVE,NEW YORK,NY,10001-6008,0.0,3,3.0,1000.0,198110.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,119.0,603.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.39760300000000004,10001.0,10001.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10001.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
67097,132975453,1996,35117,0,0,0,411,5856,0,0,35240,33812,70357,62556,11719,5800,0,5346,11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32013,0,2156,,68929,A68Z,,MUSIC BEFORE 1800 INC,,529 W 121ST ST,NEW YORK,NY,10027-5901,0.0,3,3.0,1000.0,197905.0,1.0,,1.0,13.0,0.0,10.0,6,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A68,1997,A,A68Z,A68,0.17444300000000001,10027.0,10027.0,5600.0,36061.0,,AR,1997,A68,199706,NY,10027.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
67100,132980636,1994,40320,0,0,0,0,0,0,0,0,0,40320,59693,-4,0,0,19369,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40320,A63Z,,THE MANHATTAN BALLET CO INC,,1556 3RD AVE,NEW YORK,NY,10128-3106,0.0,3,3.0,1000.0,199308.0,1.0,,1.0,13.0,0.0,10.0,12,,90.0,149.0,0.0,B9710,,,IN,O,AR,A,PC,0,1,1,1,0,0,1,6,0,36061,5602.0,15.0,A,A63,1994,A,A63Z,A63,0.724383,10128.0,10128.0,5600.0,36061.0,,AR,1994,A63,199412,NY,10128.0,NEW YORK,A63,,,,A,AR,AR,PC,O,AR,A,IN,,A63,A
67101,132975196,1995,347245,0,0,0,33,26167,27740,116878,144651,116911,491896,465672,-3000,47000,26167,79858,88160,81343,91160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,464156,A34Z,,RADIO FOUNDATION INC,,1 W 89TH ST STE 5E,NEW YORK,NY,10024-2073,0.0,3,3.0,1000.0,197708.0,1.0,,1.0,13.0,0.0,10.0,9,,121.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,6,1,36061,5602.0,15.0,A,A34,1996,A,A34Z,A34,0.413929,10024.0,10024.0,5600.0,36061.0,,AR,1996,A34,199609,NY,10024.0,NEW YORK,A34,,,,A,AR,AR,PC,O,AR,A,IN,,A34,A
67105,132977840,1994,20567,0,0,0,0,0,0,0,55331,55331,75898,74264,1650,0,0,16,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53605,0,1726,,75898,A65Z,,AMERICAN THEATER OF ACTORS INC,,314 W 54TH ST,NEW YORK,NY,10019-5102,0.0,3,3.0,1000.0,197905.0,1.0,,1.0,13.0,0.0,20.0,8,,995.0,90.0,88.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A65,1995,A,A65Z,A65,0.847928,10019.0,10019.0,5600.0,36061.0,,AR,1995,A65,199508,NY,10019.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
67107,132977843,1996,1900,0,0,0,0,364,0,0,350924,350924,352824,394698,75278,24000,0,117151,75278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350924,0,0,,352824,Z99Z,,JAPAN UNITED STATES CONCERT SOCIETY INC,,160 W 71ST ST STE 18G,NEW YORK,NY,10023-3937,0.0,3,3.0,2000.0,197905.0,1.0,,1.0,13.0,198312.0,10.0,12,,995.0,90.0,0.0,B9710,,,IN,O,UN,Z,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,16.0,Z,Z99,1996,Z,Z99Z,Z99,0.944327,10023.0,10023.0,5600.0,36061.0,,UN,1996,Z99,199612,NY,10023.0,NEW YORK,A68,,,,Z,UN,OT,PC,O,UN,Z,IN,,A68,A
67114,133552535,1994,61257,0,0,0,0,0,0,0,139947,139947,201204,167255,17029,0,0,12217,51345,20763,34316,17029,0,0,0,0,0,0,0,0,0,0,8374,0,100472,0,0,,192830,A6AZ,,DI CAPO OPERA THEATRE CORP,% MARTINDALE,220 E 54TH ST APT 11J,NEW YORK,NY,10022-4852,0.0,3,3.0,1000.0,199005.0,1.0,,1.0,13.0,0.0,10.0,6,,89.0,90.0,126.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,4,1,36061,5602.0,15.0,A,A6A,1995,A,A6AZ,A6A,0.628483,10022.0,10022.0,5600.0,36061.0,,AR,1995,A6A,199506,NY,10022.0,NEW YORK,A6A,,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
67120,133042600,1996,67183,0,0,0,566,19318,0,2864,44448,44448,111631,98677,27611,38000,0,27643,30465,8269,2854,0,0,0,0,0,0,0,0,0,0,0,0,4717,2929,33372,0,,106914,A82Z,,GREENWICH VILLAGE SOCIETY FOR HISTORIC PRESERVATION,% JACK MESEROLE,47 FIFTH AVE,NEW YORK,NY,10003-4303,0.0,3,3.0,3000.0,198105.0,1.0,,1.0,13.0,198212.0,10.0,12,,62.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,1,2,1,1,1,6,1,36061,5602.0,16.0,A,A82,1996,A,A82Z,A82,0.977107,10003.0,10003.0,5600.0,36061.0,,AR,1996,A82,199612,NY,10003.0,NEW YORK,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
67124,133047206,1995,48746,0,0,0,113,0,0,0,184294,184294,233040,183571,44291,20779,0,10593,57641,15770,13350,0,0,0,0,0,0,0,0,0,0,0,0,0,184181,0,0,,233040,A65Z,,MARQUIS STUDIOS LTD,,535 8TH AVE,NEW YORK,NY,10018-4305,0.0,3,3.0,2000.0,198101.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.499126,10018.0,10018.0,5600.0,36061.0,,AR,1996,A25,199606,NY,10018.0,NEW YORK,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
67127,133047555,1996,546421,0,0,0,16674,59008,0,0,99206,99206,645627,628724,478892,0,18000,488082,495088,26093,16196,0,0,0,0,0,0,0,0,0,0,0,0,0,61664,0,20868,,645627,A33Z,O99Z,YOUTH COMMUNICATION NEW YORK CENTER INC,,144 W 27TH ST,NEW YORK,NY,10001-6214,0.0,3,3.0,3000.0,198101.0,1.0,,1.0,13.0,0.0,10.0,6,,120.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,3,3,3,1,1,1,6,1,36061,5602.0,15.0,A,A33,1997,A,A33Z,A33,0.143983,10001.0,10001.0,5600.0,36061.0,,AR,1997,A33,199706,NY,10001.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
67133,133093349,1995,34435,40224,0,0,0,0,0,0,18250,18250,92909,102890,22557,0,0,35066,23892,2528,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,17000,,92909,A99Z,,SOHO 20 ARTISTS INC,,545 BROADWAY 3RD FLR,NEW YORK,NY,10012-3921,0.0,3,3.0,3000.0,198905.0,1.0,,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,2,1,1,1,1,6,1,36061,5602.0,15.0,A,A99,1996,A,A99Z,A99,0.494123,10012.0,10012.0,5600.0,36061.0,,AR,1996,A99,199606,NY,10012.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
67134,133093526,1995,29659,0,0,0,0,0,0,0,23699,23699,53358,54185,-12116,0,0,14756,10892,26044,23007,0,0,0,0,0,0,0,0,0,0,0,0,0,23699,0,0,,53358,A60Z,,SYLVAN WINDS INC,,PO BOX 4267,NEW YORK,NY,10163-4267,0.0,3,3.0,1000.0,0.0,1.0,,5.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,0,1,6,1,36061,5602.0,15.0,A,A60,1996,A,A60Z,A60,0.536381,10163.0,10163.0,5600.0,36061.0,,AR,1996,A68,199606,NY,10163.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
67136,133095824,1995,22039,0,0,0,764,0,0,0,6965,6965,29004,12775,44323,0,0,28906,44485,812,162,0,0,0,0,0,0,0,0,0,0,0,0,0,6201,0,0,,29004,A6CZ,,HARMONIE ENSEMBLE INC,,820 W END AVE STE 13 B,NEW YORK,NY,10025-5386,0.0,3,3.0,2000.0,198201.0,1.0,,1.0,13.0,198312.0,10.0,9,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A6C,1996,A,A6CZ,A6C,0.38852800000000004,10025.0,10025.0,5600.0,36061.0,,AR,1996,A6C,199609,NY,10025.0,NEW YORK,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
67138,133096058,1996,53610,0,0,0,0,0,0,0,0,0,53610,12031,66811,0,0,15711,66811,0,0,53100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53610,A60Z,,BARBARA BARONDESS THEATRE LAB FOUNDATION INC,,630 PARK AVE,NEW YORK,NY,10021-6544,0.0,3,3.0,2000.0,198201.0,1.0,,1.0,13.0,198312.0,10.0,12,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,0,1,0,36061,5602.0,16.0,A,A60,1996,A,A60Z,A60,0.554609,10021.0,10021.0,5600.0,36061.0,,AR,1996,A60,199612,NY,10021.0,NEW YORK,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
67143,133096579,1995,177401,0,0,0,108,17561,0,0,259055,259055,436456,486613,-95285,45626,0,96733,85701,141861,180986,0,0,0,0,0,0,0,0,0,0,0,0,0,211757,47190,0,,436456,A99Z,,E MONTE MOTION INC,,1170 BROADWAY STE 912,NEW YORK,NY,10001-7507,0.0,3,3.0,1200.0,198209.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,6,1,36061,5602.0,16.0,A,A99,1996,A,A99Z,A99,0.976175,10001.0,10001.0,5600.0,36061.0,,AR,1996,A99,199606,NY,10001.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
67151,133021180,1995,1019570,0,0,0,3511,146290,0,0,576282,576282,1595850,1487790,476723,166593,12946,690082,906524,381284,429801,0,0,0,0,0,0,0,0,0,0,0,0,23524,513432,0,23107,,1572330,A65Z,,SECOND STAGE THEATHRE INC,,PO BOX 1807,NEW YORK,NY,10023-0510,0.0,3,3.0,2000.0,198005.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,88.0,119.0,B9710,,,IN,O,AR,A,PC,3,4,4,4,1,1,0,0,0,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.7230409999999999,10023.0,10023.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10023.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
67154,133022881,1995,0,20643,0,0,0,0,0,0,16100,16100,36743,33874,11008,0,0,8139,11008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,,36743,A60Z,,55 MERCER STREET ARTISTS INC,ED RATH,55 MERCER ST,NEW YORK,NY,10013-5919,0.0,3,3.0,2000.0,198910.0,1.0,,1.0,13.0,198205.0,10.0,5,,90.0,91.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A60,1996,A,A60Z,A60,0.464926,10013.0,10013.0,5600.0,36061.0,,AR,1996,A40,199605,NY,10013.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
67159,132682458,1995,1365290,0,339446,324673,50615,146187,0,0,1710370,1385700,3075660,2508390,1110930,85000,0,1414290,1542830,553373,431898,0,0,0,0,0,0,0,0,34196,0,0,0,66341,1184500,0,69471,,2684650,A76Z,,POETS & WRITERS INC,,72 SPRING ST,NEW YORK,NY,10012-4019,0.0,3,3.0,2300.0,197107.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,4,4,4,4,1,1,1,6,1,36061,5602.0,15.0,A,A76,1996,A,A76Z,A76,0.276346,10012.0,10012.0,5600.0,36061.0,,AR,1996,A76,199606,NY,10012.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
67160,132685755,1995,1329090,0,0,0,9793,227983,0,0,677912,677912,2007000,1933710,1689770,116432,0,1815510,1932590,662805,242821,0,0,0,0,0,0,0,0,0,0,0,0,50850,606592,0,6907,,1956150,A62Z,A23Z,BALLET HISPANICO OF NEW YORK,,167 W 89TH ST,NEW YORK,NY,10024-1901,0.0,3,3.0,2000.0,197112.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4,4,4,4,1,1,0,0,0,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.206337,10024.0,10024.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10024.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
67169,133258301,1995,88703,0,0,0,824,25463,0,0,183483,183483,272186,290135,38413,29306,0,62705,41713,6343,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,182659,0,0,,272186,A64Z,N68Z,ICE THEATRE OF NEW YORK,,PIER 62 ROOM 312,NEW YORK,NY,10011-0000,0.0,3,3.0,1000.0,198505.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A64,1996,A,A64Z,A64,0.759463,10011.0,10011.0,5600.0,36061.0,,AR,1996,A64,199606,NY,10011.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
67171,133260150,1995,27011,0,0,0,0,0,0,0,31623,31623,58634,54137,-44331,0,0,4696,126,53524,44457,0,0,0,0,0,0,0,0,0,0,0,0,0,31623,0,0,,58634,A65Z,,NEW MEDIA REPERTORY COMPANY INC,,512 E 80TH ST,NEW YORK,NY,10021-0755,0.0,3,3.0,1000.0,198508.0,1.0,,1.0,13.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,0,1,6,1,36061,5602.0,16.0,A,A65,1995,A,A65Z,A65,0.7973600000000001,10021.0,10021.0,5600.0,36061.0,,AR,1995,A65,199512,NY,10021.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
67172,133260250,1995,40387,0,0,0,128,0,0,0,32382,32382,72769,84309,43655,0,0,61046,48677,3980,5022,0,0,0,0,0,0,0,0,0,0,0,0,1871,25336,5047,0,,70898,A62Z,,HIGH TIDE DANCE INC,% RISA JAROSLOW,65 GREENE ST,NEW YORK,NY,10012-4336,0.0,3,3.0,1000.0,198504.0,1.0,,1.0,13.0,198706.0,10.0,6,,90.0,994.0,119.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.7413529999999999,10012.0,10012.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10012.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
67174,133261663,1995,177468,0,0,0,2836,0,0,0,84354,84354,261822,233127,135056,0,0,200109,145252,91355,10196,0,0,0,0,0,0,0,0,0,0,0,0,2393,62802,16323,0,,259429,A72Z,A30Z,AMERICAN SOCIAL HISTORY PRODUCTIONS INCORPORATED,,99 HUDSON ST 3RD FLR,NEW YORK,NY,10013-2815,0.0,3,3.0,1200.0,198609.0,1.0,,1.0,13.0,0.0,10.0,12,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A72,1995,A,A72Z,A72,0.34936500000000004,10013.0,10013.0,5600.0,36061.0,,AR,1995,A72,199512,NY,10013.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
67176,133258765,1995,212300,0,0,0,53,69883,0,0,424751,424751,637051,543831,-108143,0,0,15083,27279,131988,135422,0,0,0,0,0,0,0,0,0,0,0,77862,6596,341569,13503,10747,,552593,A65Z,,PRIMARY STAGES COMPANY INC,,584 86 NINTH AVE,NEW YORK,NY,10036-3720,0.0,3,3.0,1000.0,198512.0,1.0,,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,3,3,3,1,0,1,4,1,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.965749,10036.0,10036.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10036.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
67178,133261362,1996,13976,0,0,0,0,0,0,0,14120,14120,28096,35350,-27643,0,0,-20389,-27643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14120,0,0,,28096,A62Z,,K2 DANCE & ARTS COMPANY INC,,336 E 5TH ST 6RE,NEW YORK,NY,10003-8867,0.0,3,3.0,2000.0,198505.0,1.0,,1.0,13.0,198612.0,20.0,12,,90.0,994.0,0.0,B9710,,,IN,O,AR,A,PC,0,1,1,1,0,0,1,6,0,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.20495,10003.0,10003.0,5600.0,36061.0,,AR,1996,A62,199612,NY,10003.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
67182,133259880,1996,7000,0,0,0,0,0,403,797,59967,59564,66967,67133,11086,0,0,22855,26086,11200,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,58767,0,0,,66564,A33Z,,CINEASTE PUBLISHING,,200 PARK AVENUE SOUTH - 1,NEW YORK,NY,10003-1503,0.0,3,3.0,2000.0,199303.0,1.0,,1.0,13.0,0.0,10.0,12,,120.0,92.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A33,1996,A,A33Z,A33,0.9992409999999999,10003.0,10003.0,5600.0,36061.0,,AR,1996,A33,199612,NY,10003.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
67184,132994577,1995,186922,0,12000,11441,3002,8260,0,0,111421,99980,298343,262963,93893,0,0,86560,108136,16607,14243,0,0,0,0,0,0,0,0,0,0,0,0,0,96021,398,0,,286902,A69Z,,JUPITER SYMPHONY OF NEW YORK INC,,155 W 68TH ST,NEW YORK,NY,10023-5808,0.0,3,3.0,1200.0,197909.0,1.0,,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,2,2,2,1,1,1,6,1,36061,5602.0,16.0,A,A69,1996,A,A69Z,A69,0.16483499999999998,10023.0,10023.0,5600.0,36061.0,,AR,1996,A69,199608,NY,10023.0,NEW YORK,A69,,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
67187,132998287,1995,25121,0,0,0,663,12105,0,0,46376,46376,71497,68812,19495,14725,200,14976,19495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10568,35145,0,,71497,A6CZ,,OMEGA ENSEMBLE INC,,315 W 8TH ST,NEW YORK,NY,10009-5202,0.0,3,3.0,2000.0,198104.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A6C,1996,A,A6CZ,A6C,0.713585,10009.0,10009.0,5600.0,36061.0,,AR,1996,A6C,199606,NY,10009.0,NEW YORK,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
67194,132997956,1995,39610,0,0,0,0,0,0,0,1425,1425,41035,16722,25662,0,0,1349,25662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0,,41035,A62Z,,CHANGING TIMES TAP DANCING CO,% S ALTER,310 GREENWICH ST 13K,NEW YORK,NY,10013-2711,0.0,3,3.0,2000.0,197912.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A62,1996,A,A62Z,A62,0.995239,10013.0,10013.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10013.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
67197,132998309,1996,190111,0,0,0,5582,2771,0,0,684569,684569,874680,995133,152556,22125,0,847157,790688,574148,638132,-120453,0,0,0,0,0,0,0,0,0,0,0,0,678479,0,508,,874680,A33Z,,MONTHLY REVIEW FOUNDATION,,122 W 27TH ST,NEW YORK,NY,10001-6227,0.0,3,3.0,1000.0,198005.0,1.0,,5.0,13.0,198404.0,10.0,12,,994.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3,3,3,3,1,1,1,6,1,36061,5602.0,15.0,A,A33,1996,A,A33Z,A33,0.812305,10001.0,10001.0,5600.0,36061.0,,AR,1996,A33,199612,NY,10001.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
67198,132996464,1996,3219,8770,0,0,498,0,0,0,20930,20930,32919,28659,18864,0,0,17623,18864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,13823,3590,0,,29900,A6BZ,,VILLAGE SINGERS INC,,366 W 11TH ST 6C,NEW YORK,NY,10014-6226,0.0,3,3.0,1200.0,197910.0,1.0,,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A6B,1997,A,A6BZ,A6B,0.8317030000000001,10014.0,10014.0,5600.0,36061.0,,AR,1997,A6B,199708,NY,10014.0,NEW YORK,A6B,,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
