,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,EmployEstimate,EmployCode,EmployYr
263891,133689797,TDES INC,,PO BOX 31,NEW YORK,NY,10008-0031,10008.0,,A25,3,16.0,201109.0,1.0,5.0,995.0,123.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201305,2013,2012,2012,3.0,550,18575,6,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,19131,19131,19131.0,,,,,21692,-2561,0.0,12211.0,9650,,,,,,0.0,0,,,12211.0,9650,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,72914.0,26399.0,0.0,0.0,0.0,102.0,1,core2011pc,201205.0,2012.0,92.0,1530.0,18317.0,0.0,9.0,,,0.0,0.0,0.0,0.0,19856.0,23123.0,-3267.0,,,,,93,No Exact Image Match (JAN14),IN,,133689797201305,1336897972013,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.29070999999999997,A,711130.0,-74.0065,40.7144,0,rtf2013_990EZ_VER,119055,,112,ar,0,430,ar,0,8,ar,0,0,aa,2013
263979,112933128,FIRE ISLAND PINES ARTS PROJECT INC,,224 W 35TH ST STE 508,NEW YORK,NY,10001-2507,10001.0,JACK LICATEMSTEIN,A65Z,3,16.0,198905.0,5.0,4.0,88.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201304,2013,2012,2012,3.0,41905,80952,301,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,4450,127608,127608,127608.0,,,,,136809,-9201,0.0,117810.0,108609,0.0,,0.0,,,0.0,0,0.0,,117810.0,108609,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,181956.0,829577.0,0.0,0.0,4136.0,1019119.0,1,core2011pc,201204.0,2012.0,93.0,41045.0,236616.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,278017.0,251381.0,26636.0,0.0,0.0,0.0,0.0,92,112933128_201304_990EZ,IN,,112933128201304,1129331282013,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.23081999999999997,A,711110.0,-73.991036377,40.752102245,0,rtf2013_990EZ_VER,119167,,0,ez,2013,41905,ez,2013,0,ez,2013,0,ez,2013
264076,136162795,SOCIETY OF AMERICAN GRAPHIC ARTISTS INC,,32 UNION SQ E STE 1214,NEW YORK,NY,10003-3209,10003.0,,A25,3,15.0,201308.0,1.0,12.0,65.0,207.0,119.0,3.0,1.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,24212,0,3908,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,7860,35980,35980,35980.0,,,,,33299,2681,0.0,125344.0,0,,,,,,0.0,0,,,125344.0,0,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,62326.0,0.0,0.0,0.0,16475.0,98791.0,1,rtf12pc_excl,201112.0,2011.0,93.0,11437.0,0.0,0.0,3232.0,,,0.0,0.0,0.0,14130.0,28799.0,32972.0,-4173.0,,,,,93,No Exact Image Match (JAN14),IN,,136162795201212,1361627952012,A0340,A,36061.0,5602.0,5600.0,A034,A,PC,O,AR,A,A,1,AR,AR,AR,0.5798,A,813920.0,-73.989907783,40.735569183,0,rtf2013_990EZ_VER,119272,,2654,ag,0,21322,ag,0,236,ag,0,0,aa,2012
264388,134136382,MIND TO MOVE INC,,129 COLUMBIA HEIGHTS,BROOKLYN,NY,11201-1688,11201.0,TIFFANY MILLS,A62,3,16.0,200011.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,30605,26256,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,56861,56861,56861.0,,,,,72370,-15509,0.0,42365.0,26856,,,,,,0.0,0,,,42365.0,26856,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,205322.0,79410.0,0.0,0.0,0.0,285531.0,1,core2011pc,201112.0,2011.0,93.0,46811.0,8080.0,0.0,0.0,,,0.0,0.0,0.0,0.0,54891.0,44996.0,9895.0,,,,,93,No Exact Image Match (JAN14),IN,,134136382201212,1341363822012,A62,A,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.27825,A,711120.0,-73.9960783,40.69808067,0,rtf2013_990EZ_VER,119958,,6223,ar,0,23955,ar,0,427,ar,0,0,aa,2012
264417,320119937,SALVATORE LARUSSA DANCE COMPANY INC,,6679 73RD PL,MIDDLE VLG,NY,11379-2227,11379.0,SALVATORE LARUSSA,A62,3,16.0,200408.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201305,2013,2012,2012,3.0,10572,30403,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,40975,40975,40975.0,,,,,34050,6925,0.0,3698.0,10623,,,,,,0.0,0,,,3698.0,10623,Y,0,0,,,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201205.0,2012.0,92.0,15079.0,23061.0,0.0,0.0,,,0.0,0.0,0.0,0.0,38140.0,37383.0,757.0,,,,,92,320119937_201305_990EO,IN,,320119937201305,3201199372013,A62,A,36081.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.66269,A,711120.0,-73.879061545,40.712600391,0,rtf2013_990EZ_VER,120032,,0,ez,2013,10572,ez,2013,0,ez,2013,0,ez,2013
264450,133244432,THE STONEWALL CHORALE INC,,PO BOX 920,NEW YORK,NY,10011-0000,10011.0,MICHEL SCHNEIDER PRES,,3,15.0,198503.0,1.0,6.0,89.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,22636,10855,2,,,,,,,,,,,,,0.0,,0.0,,0,0.0,257.0,,,0.0,,,257,0,257,0,0,0,25607,59357,59357,59357.0,,,,,65835,-6478,0.0,30233.0,23755,,,,,,0.0,0,,,30233.0,23755,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,139060.0,117071.0,0.0,0.0,17.0,256128.0,1,core2011pc,201206.0,2012.0,92.0,25614.0,8385.0,0.0,2.0,,,0.0,0.0,0.0,27315.0,61316.0,56395.0,4921.0,,,,,92,133244432_201306_990EZ,IN,,133244432201306,1332444322013,A6B,A,36061.0,5602.0,5600.0,A6B,A,PC,O,AR,A,A,1,AR,AR,AR,0.58943,B,711130.0,-73.9997,40.7409,0,rtf2013_990EZ_VER,120186,,0,ez,2013,22636,ez,2013,0,ez,2013,0,ez,2013
264595,270056983,NEW YORK WRITERS RESOURCES INC,,102 NOBLE ST,BROOKLYN,NY,11222-2534,11222.0,DIANNE CONJEAUD,A25,3,15.0,200312.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,19152,64532,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,18772,29452,-10680,0,73004,73004,102456.0,,,,,58740,14264,0.0,30681.0,44945,,,,,,0.0,0,,,30681.0,44945,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,56713.0,231855.0,0.0,0.0,0.0,288568.0,1,core2011pc,201112.0,2011.0,92.0,9856.0,54205.0,0.0,0.0,,,0.0,0.0,1195.0,0.0,65256.0,58737.0,6519.0,,,,,92,270056983_201212_990EZ,IN,,270056983201212,2700569832012,A70,A,36047.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.06585,A,710000.0,-73.96694000000001,40.763422,0,rtf2013_990EZ_VER,120407,,0,ez,2012,19152,ez,2012,0,ez,2012,0,ez,2012
264783,204554125,OPERA ON TAP,,320 STRATFORD RD,BROOKLYN,NY,11218-4331,11218.0,DONNA EPSTEIN,A6A,3,15.0,200701.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,26600,38465,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,65065,65065,65065.0,,,,,67826,-2761,0.0,6904.0,5643,,,,,,0.0,0,,,6904.0,5643,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,82701.0,130097.0,0.0,0.0,0.0,212798.0,1,core2011pc,201112.0,2011.0,92.0,28959.0,35848.0,0.0,0.0,,,0.0,0.0,0.0,0.0,64807.0,60252.0,4555.0,,,,,93,No Exact Image Match (JAN14),IN,,204554125201212,2045541252012,A6A,A,36047.0,5602.0,5600.0,A6A,A,PC,O,AR,A,A,1,AR,AR,AR,0.8217200000000001,A,711130.0,-73.9679,40.7582,0,rtf2013_990EZ_VER,120713,,5409,ar,0,20820,ar,0,371,ar,0,0,aa,2012
264852,20712132,RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,,34 HILLSIDE AVE APT 4C,NEW YORK,NY,10040-4805,10040.0,,A23,3,15.0,200407.0,1.0,11.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201211,2012,2011,2011,3.0,61278,8254,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,69532,69532,69532.0,,,,,93829,-24297,0.0,23140.0,3044,,,,,,8860.0,13061,,,14280.0,-10017,N,0,0,,,7,376287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201111.0,2011.0,92.0,93427.0,5138.0,0.0,2.0,,,0.0,0.0,0.0,0.0,98567.0,84358.0,14209.0,,,,,92,020712132_201211_990EZ,IN,,20712132201211,207121322012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.41844,A,710000.0,-73.929239782,40.859026255,0,rtf2013_990EZ_VER,121060,,0,ez,2012,61278,ez,2012,0,ez,2012,0,ez,2012
265118,261803114,CANDLEWOOD MEDIA COLLECTIVE INC,,210 W 85TH ST APT 5E,NEW YORK,NY,10024-3968,10024.0,,A30,3,15.0,200903.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,11447,0,2,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,11449,11449,11449.0,,,,,14218,-2769,0.0,8160.0,6155,,,,,,2626.0,3390,,,5534.0,2765,N,0,0,,,7,278502.0,0.0,0.0,790.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,92.0,22685.0,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,22688.0,27165.0,-4477.0,,,,,92,261803114_201212_990EZ,IN,,261803114201212,2618031142012,A30,A,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.98082,B,510000.0,-73.975930042,40.787135599,0,rtf2013_990EZ_VER,121369,,0,ez,2012,11447,ez,2012,0,ez,2012,0,ez,2012
265174,272243267,SEVEN WEST FORTY THIRD STREET FOUNDATION INC,,7 W 43RD ST,NEW YORK,NY,10036-7402,10036.0,LANSING LAMONT,A82,3,15.0,201008.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,89337,0,233,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,89570,89570,89570.0,,,,,184236,-94666,0.0,188402.0,132911,,,,,,0.0,39175,,,188402.0,93736,N,0,0,,,7,287510.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,92.0,198173.0,0.0,0.0,30.0,,,0.0,0.0,0.0,0.0,198203.0,8781.0,189422.0,,,,,92,272243267_201212_990EZ,IN,,272243267201212,2722432672012,A82,A,36061.0,5602.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.8645299999999999,B,,-73.98086629,40.75441644,0,rtf2013_990EZ_VER,121428,,0,ez,2012,89337,ez,2012,0,ez,2012,0,ez,2012
265299,237034927,PRO MUSICIS FOUNDATION INC,,37 W 57TH ST,NEW YORK,NY,10019-0000,10019.0,HAAG,,3,15.0,196909.0,1.0,6.0,59.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,107981,2605,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,95,110681,110681,110681.0,,,,,56619,54062,0.0,3468.0,54976,,,,,,4272.0,2035,,,-804.0,52941,N,0,0,,,7,1083847.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201206.0,2012.0,92.0,132112.0,5756.0,0.0,9.0,,,0.0,0.0,0.0,0.0,137877.0,141098.0,-3221.0,,,,,92,237034927_201306_990EZ,IN,,237034927201306,2370349272013,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.14941,A,711130.0,,,0,rtf2013_990EZ_VER,121568,,0,c4,2006,107981,c4,2006,0,c4,2006,0,ez,2013
265608,264120199,INSTITUTE FOR THE EXPLORATION OF SENECA VILLAGE HISTORY,,955 LEXINGTON AVE,NEW YORK,NY,10021-5128,10021.0,N ROTHCHILD,A56,3,15.0,200903.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,200,0,8,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,208,208,208.0,,,,,5274,-5066,0.0,,14244,,,,,,,0,,,,14244,N,0,0,,,7,61146.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,92,264120199_201212_990EZ,IN,,264120199201212,2641201992012,A56,A,36061.0,5602.0,5600.0,A56,A,PC,O,AR,A,A,1,AR,AR,AR,0.91153,B,712110.0,-73.963527,40.768994,0,rtf2013_990EZ_VER,122304,,0,ez,2012,200,ez,2012,0,ez,2012,0,ez,2012
265693,237259940,RIVERDALE CHORAL SOCIETY,,PO BOX 436,BRONX,NY,10471-0436,10471.0,,,3,16.0,197302.0,5.0,5.0,119.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201305,2013,2012,2012,3.0,14376,5813,20,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,2298,3775,-1477,24,18756,18756,22531.0,,,,,21726,-2970,0.0,26430.0,24005,,,,,,0.0,0,,,26430.0,24005,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,88288.0,46014.0,0.0,0.0,155.0,134288.0,1,rtf12pc_excl,201205.0,2012.0,92.0,16203.0,8562.0,0.0,22.0,,,0.0,0.0,-828.0,-184.0,23775.0,24598.0,-823.0,,,,,92,237259940_201305_990EZ,IN,,237259940201305,2372599402013,A6B,A,36005.0,5602.0,5600.0,A6B,A,PC,O,AR,A,A,1,AR,AR,AR,0.45261999999999997,B,711130.0,-73.9028,40.8999,0,rtf2013_990EZ_VER,122401,,0,ez,2013,14376,ez,2013,0,ez,2013,0,ez,2013
265713,134072157,AMERICAN ACADEMY OF BALLET PERFORMANCE AWARDS INC,,250 W 90TH ST 3A,NEW YORK,NY,10024-1100,10024.0,SIMON KAPLAN,B82,3,16.0,200002.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,96745,0,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,96745,96745,96745.0,,,,,98446,-1701,0.0,11450.0,19486,,,,,,0.0,9737,,,11450.0,9749,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,0.0,389815.0,0.0,0.0,0.0,389815.0,1,core2011pc,201112.0,2011.0,92.0,99048.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,99048.0,98097.0,951.0,,,,,92,134072157_201212_990EZ,IN,,134072157201212,1340721572012,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.67911,A,611610.0,-73.9746441,40.790859499999996,0,rtf2013_990EZ_VER,122423,,0,ez,2012,96745,ez,2012,0,ez,2012,0,ez,2012
265773,132890709,CHINESE MUSIC ENSEMBLE OF NEW YORK INC,,PO BOX 1062,NEW YORK,NY,10002-0913,10002.0,,A68Z,3,16.0,197704.0,1.0,6.0,90.0,149.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,30700,19380,120,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,50200,50200,50200.0,,,,,50800,-600,0.0,16275.0,13475,,,,,,2800.0,0,,,13475.0,13475,N,0,0,,,7,221061.0,0.0,0.0,10420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201206.0,2012.0,92.0,39080.0,21800.0,0.0,0.0,,,0.0,0.0,0.0,2500.0,63380.0,63700.0,-320.0,,,,,92,132890709_201306_990EZ,IN,,132890709201306,1328907092013,A6C,A,36061.0,5602.0,5600.0,A6C,A,PC,O,AR,A,A,1,AR,AR,AR,0.11698,A,711130.0,-73.9866,40.7153,0,rtf2013_990EZ_VER,122489,,0,ez,2013,30700,ez,2013,0,ez,2013,0,ez,2013
266363,455245900,NYU FACULTY AGAINST THE SEXTON PLAN INC,NYU FASP,51 MACDOUGAL ST STE 255,NEW YORK,NY,10012-2921,10012.0,MARK CRISPIN MILLER,A01,3,15.0,201309.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,90540,0,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,90540,90540,90540.0,,,,,89803,737,0.0,,737,,,,,,,0,,,,737,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,90540.0,0.0,0.0,0.0,0.0,90540.0,0,,,,,,,,,,,,,,,,,,,,,,92,455245900_201212_990EZ,IN,,455245900201212,4552459002012,A01,A,36061.0,5602.0,5600.0,A01,A,PC,O,AR,A,A,1,AR,AR,AR,0.38737,B,813319.0,-84.16906999999999,33.99149,0,rtf2013_990EZ_VER,123349,,0,ez,2012,90540,ez,2012,0,ez,2012,0,ez,2012
266438,133700405,NEW PERSPECTIVES THEATRE COMPANY INC,,456 W 37TH ST STE GROUND FLR,NEW YORK,NY,10018-4008,10018.0,,A65Z,3,15.0,199305.0,1.0,5.0,88.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201305,2013,2012,2012,3.0,25166,45722,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,70888,70888,70888.0,,,,,70588,300,0.0,9916.0,8359,,,,,,19923.0,18066,,,-10007.0,-9707,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,166802.0,334267.0,0.0,0.0,0.0,501069.0,1,rtf12pc_excl,201205.0,2012.0,92.0,26393.0,64478.0,0.0,0.0,,,0.0,0.0,0.0,0.0,90951.0,90203.0,748.0,,,,,92,133700405_201305_990EZ,IN,,133700405201305,1337004052013,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.04735,B,711110.0,-73.99689652,40.75621478,0,rtf2013_990EZ_VER,123427,,0,ez,2013,25166,ez,2013,0,ez,2013,0,ez,2013
266511,200350143,DANCE CONSERVATORY PERFORMANCE PROJECT LTD,,250 W 54TH ST STE 503,NEW YORK,NY,10019-5515,10019.0,VALENTINA KOZLOVA,A63,3,15.0,200403.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,132532,0,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,132532,132532,132532.0,,,,,117198,15334,0.0,5404.0,20742,,,,,,0.0,0,,,5404.0,20742,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,22944.0,40529.0,0.0,0.0,0.0,63473.0,1,core2011pc,201112.0,2011.0,92.0,89790.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,89790.0,93286.0,-3496.0,,,,,92,200350143_201212_990EZ,IN,,200350143201212,2003501432012,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.59836,A,611610.0,-73.983094045,40.764271909,0,rtf2013_990EZ_VER,123508,,0,ez,2012,132532,ez,2012,0,ez,2012,0,ez,2012
266872,112688282,JACKSON HEIGHTS ART CLUB INC,,PO BOX 720335,JACKSON HTS,NY,11372-0335,11372.0,,,3,16.0,198503.0,1.0,5.0,91.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201305,2013,2012,2012,3.0,18865,30830,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,467,50162,50162,50162.0,,,,,34743,15419,-7112.0,12044.0,20351,,,,,,0.0,0,,,12044.0,20351,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,86402.0,137005.0,0.0,0.0,0.0,223407.0,1,rtf12pc_excl,201205.0,2012.0,92.0,5300.0,34627.0,0.0,0.0,,,0.0,0.0,0.0,0.0,39927.0,37025.0,2902.0,,,,,92,112688282_201305_990EZ,IN,,112688282201305,1126882822013,A25,A,36081.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.40844,A,611610.0,-73.8801301,40.7527924,0,rtf2013_990EZ_VER,124178,,0,ez,2013,18865,ez,2013,0,ez,2013,0,ez,2013
267070,133925551,CERDDORIAN NYC INC,CERDORION,PO BOX 946,NEW YORK,NY,10014-0701,10014.0,PETER COBB FRED FRANK ET AL,A6B,3,16.0,199702.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201306,2013,2012,2012,3.0,6400,16920,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,1660,3420,-1760,0,21560,21560,24980.0,,,,,20528,1032,0.0,11340.0,12371,,,,,,0.0,0,,,11340.0,12371,N,0,0,,,9,0.0,0.0,0.0,0.0,0.0,91286.0,46165.0,0.0,0.0,25.0,137476.0,1,core2011pc,201206.0,2012.0,92.0,3752.0,9988.0,0.0,0.0,,,0.0,800.0,-1957.0,0.0,12583.0,26930.0,-14347.0,,,,,92,133925551_201306_990EZ,IN,,133925551201306,1339255512013,A6B,A,36061.0,5602.0,5600.0,A6B,A,PC,O,AR,A,A,1,AR,AR,AR,0.73719,B,711130.0,-74.0071,40.733000000000004,0,rtf2013_990EZ_VER,124607,,0,ez,2013,6400,ez,2013,0,ez,2013,0,ez,2013
267307,522143843,BIG DANCE THEATER INC,,303 CLINTON ST,BROOKLYN,NY,11231-3701,11231.0,,A620,3,15.0,199905.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,36452,48906,214,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,85572,85572,85572.0,,,,,147063,-61491,0.0,205121.0,139678,0.0,,0.0,,,4287.0,335,200834.0,,0.0,139343,N,0,0,,,7,353956.0,0.0,0.0,5924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2013_990,201112.0,2011.0,93.0,57480.0,268754.0,0.0,216.0,0.0,0.0,0.0,11475.0,0.0,0.0,337925.0,336600.0,1325.0,25667.0,42239.0,10385.0,0.0,92,522143843_201212_990EZ,IN,,522143843201212,5221438432012,A62,A,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.17271,A,711120.0,-73.996090555,40.685788279,0,rtf2013_990EZ_VER,124938,,3360,c4,2006,33092,c4,2006,0,c4,2006,0,ez,2012
267375,134118362,REMI ARTS INC,FLORIA LASKY,50 W 56TH ST,NEW YORK,NY,10019-0000,10019.0,REGINA RESNIK,A40,3,15.0,200303.0,1.0,12.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,42936,0,0,,,,,,,,,,,,,0.0,,0.0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,42936,42936,42936.0,,,,,44719,-1783,0.0,126933.0,125150,,,,,,0.0,0,,,126933.0,125150,N,0,0,,,7,213486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201112.0,2011.0,92.0,47750.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,47750.0,60662.0,-12912.0,,,,,92,134118362_201212_990EZ,IN,,134118362201212,1341183622012,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.7914,B,710000.0,-73.97624499999999,40.7631195,0,rtf2013_990EZ_VER,125006,,0,ez,2012,42936,ez,2012,0,ez,2012,0,ez,2012
