,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6INVTAX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,LEVEL1,LEVEL2,LEVEL3,LEVEL4,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
8235,133834448,200008,2000,200113.0,29491013064061.0,A60Z,N,Y,0.0,1.0,1999,3.0,1.0,0.0,3,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,CHOREOTECTONICS INC,% RUKA KITO,155 W 70TH ST PH 2G,NEW YORK,NY,10023-4419,0.0,3.0,1.0,199605.0,1.0,16.0,995.0,90.0,0.0,1.0,11.0,199908.0,20.0,8,,36061.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.614681,N,PC,O,AR,A,NY,10023.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A60,A
8240,133838457,199912,1999,200105.0,29491006040011.0,Z99Z,N,Y,0.0,1.0,1999,2.0,0.0,3.0,3,91,56000,466,0,0,0,0,0,47737,0,56466,226552,-170086,209768,0,0,0,-2287,0,0,0,0,1273,-2287,0,4119,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,466,0,226552,3047,209768,3047,0,0,0,0,-2287,0,-3560,0,0,0,0,0,0,0,0,0,0,83631,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,PIERRE AND MARIA-GAETANA MATISSE CHARITABLE FOUNDATION,,1 E 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1.0,199512.0,1.0,3.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.16106900000000002,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A40,A
8317,133876967,200012,2000,200141.0,29491265094011.0,A54Z,N,Y,0.0,1.0,2000,2.0,1.0,1.0,3,119,5300,0,0,0,0,0,0,0,4900,5300,5275,25,0,0,0,0,750,0,0,0,0,0,750,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,375,0,0,0,0,750,0,0,750,0,750,0,0,0,0,0,0,0,0,0,0,2769,0,1,0,0,0,1,4900,11150,6695,170408,193153,750,725,960,147750,150185,0,0,0,0,0,0,0,0,0,0,5300,11500,68242,628116,713158,0,0,0,11376,11376,0,0,0,0,0,10022.0,ELF AQUITAINE INTERNATIONAL FOUNDATION INC,% EUGENE G MCGUIRE,444 MADISON AVE 20TH FLR,NEW YORK,NY,10022-6903,0.0,3.0,1.0,199606.0,1.0,3.0,119.0,602.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A54,A,A,IN,,1,AR,AR,AR,0.924658,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A54,A
8329,133885307,200009,2000,200120.0,29491118024101.0,A51Z,N,Y,0.0,1.0,1999,2.0,8.0,5.0,3,91,458346,35964,51188,197607,0,0,1263,71458,0,744368,347788,396580,324397,84599,1692,84599,12881131,970644,900959,0,1871603,3232,12874867,0,158596,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,87152,88415,347788,2553,324397,2553,3816,0,0,0,12874867,0,12877899,1692,0,0,1800,0,0,0,0,-108,108,3220216,0,84599,40645,8487,2877,136608,324397,335603,194375,158379,1012754,12874867,12480932,10171627,9859734,45387160,9270071,9535196,9939671,9688621,38433559,105731,89408,7412,9921,212472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,NANCY GRAVES FOUNDATION INC,% HECHT & COMPANY,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1.0,199704.0,1.0,3.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.430859,N,PF,O,AR,A,NY,10018.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A51,A
8337,133888511,200103,2001,200141.0,29491230002101.0,A20Z,N,Y,0.0,1.0,2000,3.0,6.0,4.0,3,119,220134,880,0,0,0,0,0,0,0,221014,158502,62512,0,880,18,0,1154474,0,0,0,0,6000,1154474,0,2247,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,880,0,158502,0,0,0,0,0,0,0,1154474,0,1148474,18,0,0,0,0,0,0,0,18,0,45633,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,% TOSHU FUKAMI,100 UNITED NATIONS PLZ APT 40C,NEW YORK,NY,10017-1756,0.0,3.0,2.0,199610.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.46324499999999996,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A1220,A
8342,133893616,200012,2000,200132.0,29491139070241.0,A99Z,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,994,0,46,0,0,0,0,0,0,0,46,0,46,0,46,1,0,6133,0,0,0,0,10000,6133,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,46,0,0,0,0,0,0,0,0,0,6133,0,-3867,1,0,0,0,0,0,0,0,1,0,6122,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,TRIBUTE 21 FOUNDATION INC,,10 WEST 56TH STREET,NEW YORK,NY,10019-3801,0.0,3.0,1.0,199702.0,1.0,15.0,994.0,119.0,90.0,1.0,13.0,199912.0,20.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.07493630000000001,N,PC,O,AR,A,NY,10019.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A99,A
8364,133910335,200012,2000,200142.0,29491272066151.0,A80,N,Y,0.0,1.0,2000,2.0,3.0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36000,0,0,0,0,2000,36000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2000,0,2000,1,0,36000,0,36000,0,0,36000,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,FISH FAMILY FOUNDATION INC,% HAMILTON FISH,33 IRVING PL FL 8,NEW YORK,NY,10003-2332,0.0,3.0,2.0,199902.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A80,A,A,IN,,1,AR,AR,AR,0.310931,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,N12,N
8435,133921831,200012,2000,200120.0,29491118043151.0,A99Z,N,Y,0.0,1.0,2000,3.0,7.0,6.0,3,602,2000000,72806,38333,0,0,0,0,0,414144,2111139,423053,1688086,414414,111139,1111,111139,5817294,0,3004483,0,3004483,0,7000829,0,253849,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,111139,111139,8909,0,270,0,0,0,0,0,7000829,0,5817294,1111,0,0,4400,0,0,0,0,-3289,3289,5154302,252738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,BARBARA M ZALAZNICK FOUNDATION,% ERIC KAPLAN,1285 6TH AVE STE 21 FLR,NEW YORK,NY,10019-6028,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.655749,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A99,A
8472,133926887,199912,1999,200103.0,29491365002190.0,A60Z,N,Y,0.0,1.0,1999,3.0,5.0,4.0,3,119,0,19779,15378,67001,0,0,0,0,250000,102158,260228,-158070,254228,102158,2043,0,724170,0,22617,0,22617,0,877256,0,43721,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,102158,0,10228,0,4228,0,0,6452,0,0,877256,0,724170,2043,0,0,892,0,3000,0,56,-1793,1793,887731,41678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,LAURA PELS INTERNATIONAL FOUNDATION INC,% LAURA PELS,234 W 44TH STREET,NEW YORK,NY,10036-3909,0.0,3.0,1.0,199703.0,1.0,4.0,119.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.908741,N,PF,O,AR,A,NY,10036.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A60,A
8475,133929084,200012,2000,200143.0,29491279024031.0,A20Z,N,Y,0.0,1.0,2000,2.0,4.0,0.0,3,119,0,0,1116,0,-40185,0,5200,0,8236,-33869,56716,-90585,54840,0,0,5200,260728,0,0,0,0,159,1,0,3140,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1116,6316,48480,1116,46604,1116,1116,27138,0,0,0,0,260569,0,0,0,0,0,0,0,0,0,0,63751,0,3140,0,0,0,3140,54840,51838,86373,42140,235191,260728,351210,67640,7533,687111,260728,351210,67640,7533,687111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,ART BRIDGE ASSOCIATION INC,,22 WATTS ST,NEW YORK,NY,10013-1690,0.0,3.0,1.0,199709.0,1.0,3.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.716725,N,PF,O,AR,A,NY,10013.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A03,A
8477,133929462,199912,1999,200105.0,29491330064100.0,A40Z,N,Y,0.0,1.0,1999,2.0,4.0,3.0,3,91,80092,3,4544,0,0,0,0,0,0,84639,270,84369,0,4547,91,0,312544,0,0,0,0,0,312544,0,13315,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4547,0,270,0,0,0,0,20,0,187524,312544,0,312544,91,0,0,0,0,0,0,0,91,0,270350,13224,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010.0,ALVIN E FRIEDMAN-KIEN FOUNDATION INC,% ROBERT H HOROWITZ,ONE LEXINGTON AVE STE 2A,NEW YORK,NY,10010-5515,0.0,3.0,1.0,199612.0,1.0,3.0,91.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.202754,N,PF,O,AR,A,NY,10010.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A40,A
8480,133930172,200012,2000,200146.0,29491300022101.0,A99Z,N,Y,0.0,1.0,2000,3.0,8.0,6.0,3,602,4900000,19584,188294,0,-1449068,0,-340,0,1985535,3658470,2392651,1265819,1986448,63168,632,0,22306900,0,11544807,0,11544807,0,25928068,0,1347345,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,207538,0,407116,144370,913,144370,0,0,0,1128941,25928068,0,22306900,632,0,0,15000,0,0,0,0,-14368,14368,27357264,1346713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,TOMORROW FOUNDATION,% LAURA BAUDO SILLERMAN,650 MADISON AVE,NEW YORK,NY,10022-1029,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.602964,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A99,A
8517,133935646,200012,2000,200119.0,29491111013261.0,A99Z,N,Y,0.0,1.0,2000,3.0,6.0,6.0,3,602,1420000,0,50374,281822,0,0,0,0,116000,1752196,134475,1617721,116000,332196,6644,0,4304566,0,4171473,0,4171473,0,4304566,0,132384,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,332196,0,18475,0,0,0,0,15774,0,0,4304566,0,4304566,6644,0,0,12000,0,0,0,0,-5356,5356,2687991,125740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,SCHLOSS FAMILY FOUNDATION INC,% WALTER J SCHLOSS,52 VANDERBILT AVE 8TH FLR,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.0323103,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A99,A
8521,133935995,199912,1999,200103.0,29491365119150.0,A40J,N,Y,0.0,1.0,1999,3.0,9.0,7.0,3,602,6352467,31054,1675932,0,-583380,0,-104,45231,2397500,7475969,2884684,4591285,2511955,1637893,32758,0,53903348,20350417,23077353,2598794,46026564,0,62090120,1853076,2757051,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1939842,0,487184,301949,114455,301949,0,103208,0,7379431,62090120,0,53903348,32758,0,0,67600,0,0,0,0,-34842,34842,55980732,2724293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111.0,LILY AUCHINCLOSS FOUNDATION INC,% ALEXANDRA HERZAN,630 FIFTH AVE,NEW YORK,NY,10111-0100,0.0,3.0,1.0,199706.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A12,A,A,IN,,1,AR,AR,AR,0.905633,N,PF,S,ZB,A,NY,10111.0,NEW YORK,core2000pf_ver1,PF,S,ZB,A,IN,,A40,A
8533,133936809,200012,2000,200136.0,29491230067011.0,A50Z,N,Y,0.0,1.0,2000,2.0,1.0,1.0,3,60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,81700,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,81700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,MELLIJOR CHARITABLE FOUNDATION INC,% WILLIAM BORDEN,200 W 57TH ST STE 802,NEW YORK,NY,10019-3211,0.0,3.0,1.0,199806.0,1.0,3.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A50,A,A,IN,,1,AR,AR,AR,0.149591,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A50,A
8540,133938484,200006,2000,200110.0,29491351013020.0,A99I,N,Y,0.0,1.0,1999,3.0,4.0,1.0,3,119,0,0,2172,0,0,0,0,0,10000,2172,10244,-8072,10000,1928,39,0,189314,0,0,187600,187600,7305,364422,8182,18221,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2172,0,244,244,0,244,0,1714,0,0,364422,0,182009,39,0,0,0,0,0,0,0,39,0,364422,18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,BETTY RETTER FOUNDATION,% BETTY RETTER,210 CENTRAL PARK SOUTH,NEW YORK,NY,10019-1416,0.0,3.0,1.0,199707.0,1.0,4.0,119.0,0.0,0.0,2.0,13.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.450776,N,PF,S,ZA,A,NY,10019.0,NEW YORK,core2000pf_ver1,PF,S,ZA,A,IN,,A99,A
8640,133952016,200012,2000,200130.0,29491181057011.0,A20Z,N,Y,0.0,1.0,2000,3.0,6.0,5.0,3,91,350000,2913,1932,153569,0,0,0,0,360500,508414,474347,34067,360500,61679,617,0,1456983,0,794329,0,794329,0,1104164,0,79453,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,158414,0,113847,96735,0,96735,0,0,0,628750,1104164,0,1456983,617,0,0,2298,0,0,0,7,-1674,620,1613253,78836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,PAINTER HILL FOUNDATION,% REMINICK ARRONS & CO LLP,685 THIRD AVE STE 19 FLR,NEW YORK,NY,10017-4024,0.0,3.0,1.0,199708.0,1.0,4.0,91.0,602.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.561318,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,A20,A
8684,133968595,200012,2000,200126.0,29491132149061.0,A31,N,Y,0.0,1.0,2000,2.0,4.0,1.0,3,0,0,736,0,0,0,0,0,0,1000,736,2301,-1565,1000,736,7,736,443094,0,0,0,0,0,443094,0,1825,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,736,736,1301,0,0,0,0,211,0,0,443094,0,443094,7,0,0,0,0,0,0,0,7,0,37046,0,736,1616,1258,0,3610,90515,126430,155600,76788,449333,1,0,0,0,1,0,0,0,0,0,1217,2949,2921,1377,8464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,FOUNDATION FOR FILM PRESERVATION INC,% STARR & COMPANY LLC,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,2.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,SCORSESE MARTIN TTEE,36061.0,5602.0,5600.0,A31,A,A,IN,,1,AR,AR,AR,0.7547470000000001,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A31,A
8692,133970766,200103,2001,200151.0,29491279041221.0,A99Z,N,Y,0.0,1.0,2000,2.0,4.0,3.0,3,59,2679,2990,17719,4801,0,0,0,0,13425,28190,20694,7496,18178,23261,233,0,383620,100057,231293,0,331350,0,336524,0,17991,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,25511,0,7269,2250,4753,2250,0,1601,0,0,336524,0,383620,233,0,0,0,0,0,0,0,233,0,365304,17758,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.0,NEW YORK CLASSICAL CLUB INC,% DAVID J MURPHY-NIGHTINGALE-BAM FO,20 E 92ND ST,NEW YORK,NY,10128-0608,0.0,3.0,1.0,199806.0,1.0,3.0,59.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.855828,N,PF,O,AR,A,NY,10128.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A99,A
8723,133977614,199909,1999,200103.0,29491260040160.0,A20,N,Y,0.0,1.0,1998,2.0,2.0,4.0,3,0,141300,59,0,0,0,0,0,46000,50000,141359,123721,17638,73721,0,0,0,17832,0,0,0,0,0,17832,0,498,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,73721,0,73721,0,0,398,0,0,17832,0,17832,0,0,0,0,0,0,0,0,0,0,10104,0,1,0,0,0,1,73721,78117,0,0,151838,17832,194,0,0,18026,0,0,0,0,0,332,3,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,JOHNNIE L COCHRAN JR ART FUND INC,% JOHNNIE L COCHRAN JR,99 HUDSON ST 8TH FL,NEW YORK,NY,10013-2815,0.0,3.0,1.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,9,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.140294,N,PF,O,AR,A,NY,10013.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A12,A
8773,133981562,200011,2000,200136.0,29491237025111.0,A51Z,N,Y,0.0,1.0,1999,2.0,4.0,4.0,3,60,227592,73,7257,0,-210,0,0,0,18675,234712,56942,177770,49612,7330,147,0,122370,0,14406,0,14406,0,133135,0,7029,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,7330,7330,38267,0,30937,0,7330,107964,0,0,133135,0,122370,147,0,0,0,0,200,0,0,-53,53,142714,0,1,0,694,0,694,49612,19288,8500,0,77400,133135,162533,98930,0,394598,0,0,0,0,0,4686,4617,5381,0,14684,227592,77190,312100,0,616882,2276,772,3121,0,6169,7432,6719,1767,0,15918,10022.0,MICA FOUNDATION,% MORSE ZELNICK ROSE & LANDER LLP,450 PARK AVENUE SUITE 902,NEW YORK,NY,10022-2605,0.0,3.0,1.0,199811.0,1.0,3.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,11,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.519698,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A51,A
8786,133984936,200012,2000,200135.0,29491223036171.0,A31Z,N,Y,0.0,1.0,2000,3.0,6.0,8.0,3,602,11618968,83014,29812,0,0,0,0,567221,7175008,11731794,12966470,-1234676,12855353,112826,1128,0,1131604,0,0,0,0,929658,1131604,0,67572,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,112826,0,5791462,0,5680345,0,0,0,0,0,1131604,0,201946,1128,0,0,1613,0,0,0,0,-485,485,1372024,66444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10152.0,ANDREA AND CHARLES BRONFMAN PHILANTROPIES INC,% JEFFREY SOLOMAN,375 PARK AVE 6TH FLR,NEW YORK,NY,10152-0002,0.0,3.0,2.0,199807.0,1.0,4.0,602.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A31,A,A,IN,,1,AR,AR,AR,0.285554,N,PF,O,AR,A,NY,10152.0,NEW YORK,core2000pf_ver1,PF,S,AR,A,IN,,T23,T
8807,133988194,199912,1999,200125.0,29491302003060.0,A62,N,N,0.0,1.0,1999,3.0,3.0,3.0,3,0,32850,266,0,0,0,0,39900,0,1000,73016,17951,55065,1000,23215,464,0,55065,0,0,0,0,0,55065,0,1379,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,40166,0,16951,16951,0,16951,0,44799,0,0,55065,0,55065,464,0,0,0,0,0,0,0,464,0,28000,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,JOHN BUTLER FOUNDATION INC,% SIEGEL SACHS PRESS & LACHER,630 THIRD 22 FL,NEW YORK,NY,10017-0000,0.0,3.0,2.0,199909.0,1.0,16.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.9639129999999999,N,PC,O,AR,A,NY,10017.0,NEW YORK,core2000pf_ver1,PF,O,AR,A,IN,,A62,A
