,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,TOTREV,PROGREV,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,FUNDINC,PROGREV2
14800,133352195,115750,2540,0,0,15,0,641,3178,17272,16631,135562,137142,6459,0,0,9413,8252,733,1793,6459,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,2.0,2.0,MELA FOUNDATION INC,,275 CHURCH STREET,NEW YORK,NY,10013-3406,0.0,3.0,3.0,1000.0,198710.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,91.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1989,A,A20Z,0.147649,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A20,199006,134921,0,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,13438
14804,133352849,11740,0,0,0,0,0,0,0,49460,49460,61200,62180,3123,0,0,9756,8993,5653,5870,0,0,0,0,0,0,0,0,0,0,0,,A65P,,1.0,1.0,1.0,IN COLLABORATION INCORPORATED,,28 27 STEINWAY ST,ASTORIA,NY,11103-3331,0.0,3.0,3.0,1000.0,198702.0,1.0,15.0,1.0,11.0,199006.0,10.0,12,READERS THEATRE WORKSHOP,88.0,994.0,0.0,B9710,,1.0,1,1,4.0,1,36081.0,,A65P,A19,6.0,PC,O,AR,A,IN,,1989,A,A65P,0.145651,11103.0,11103.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1989,A19,198912,61200,0,NY,11103.0,ASTORIA,,,PC,O,AR,A,IN,,A196E,A,,49460
14812,133355266,3389,4615,0,0,457,0,2952,-872,34472,31520,42476,48735,5629,0,0,10054,5629,0,0,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,BLACK ROCK COALITION INC,,PO BOX 1054 COOPER STA,NEW YORK,NY,10276-1054,0.0,3.0,2.0,1000.0,198905.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,90.0,123.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1990,A,A68Z,0.745847,10276.0,10276.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A68,199012,39524,31875,NY,10276.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A,,31935
14814,133355611,0,0,0,0,153,0,0,0,68556,68556,68556,89620,-35875,0,0,-11,5189,0,41064,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,REALIS PICTURES INC,,32 UNION SQUARE EAST-SUIT,NEW YORK,NY,10003-3209,0.0,3.0,3.0,1000.0,198609.0,1.0,15.0,1.0,13.0,198812.0,10.0,12,,122.0,994.0,123.0,B9710,,0.0,0,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.402418,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A99,198912,68556,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A99,A,,68403
14817,133357408,30260,0,0,0,0,0,0,0,10885,10885,41145,41801,-2345,0,0,2457,1684,2244,4029,0,0,0,0,0,0,0,0,0,0,0,,A62J,,1.0,1.0,1.0,THE PERFORMANCE ZONE INC,% PINEAPPLE,161 SIXTH AVE,NEW YORK,NY,10013-1205,0.0,3.0,3.0,1000.0,198611.0,1.0,16.0,1.0,13.0,199012.0,10.0,12,,90.0,995.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A62J,A12,6.0,PC,S,ZB,A,IN,,1990,A,A62J,0.982217,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A12,199012,41145,8254,NY,10013.0,NEW YORK,,,PC,S,ZB,A,IN,,A1260,A,,10885
14825,133359807,7485,0,0,0,0,0,0,0,103590,103590,111075,78113,31975,21899,0,17180,31975,0,0,0,0,0,0,0,0,0,0,0,0,0,,A23J,,1.0,2.0,1.0,AFRICAN ARTS FUND INC,,156 E 79TH ST,NEW YORK,NY,10021-0435,0.0,3.0,3.0,2000.0,198702.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,40.0,43.0,561.0,B9710,,1.0,1,0,0.0,0,36061.0,,A23J,A12,2.0,PC,S,ZB,A,IN,,1990,A,A23J,0.874603,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A12,199012,111075,0,NY,10021.0,NEW YORK,,,PC,S,ZB,A,IN,,A1223,A,,103590
14832,133363655,64832,0,0,0,2042,0,0,0,10887,10887,75719,55830,46967,0,0,33153,53021,3510,6054,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,1.0,1.0,1.0,LANDMARK WEST INC,,45 W 67TH ST,NEW YORK,NY,10023-6257,0.0,3.0,3.0,1000.0,198706.0,1.0,16.0,1.0,13.0,199012.0,10.0,12,,62.0,995.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.9401809999999999,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,75719,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A82,A,,8845
14844,133367694,26968,0,0,0,121,2152,0,0,3263,3263,30231,57246,-90224,0,0,35387,36934,98596,127158,90224,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,WINGS THEATRE COMPANY INC,,154 CHRISTOPHER ST,NEW YORK,NY,10014-2839,0.0,3.0,3.0,1000.0,198606.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.782705,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199012,30231,0,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,3142
14850,133369451,443269,0,0,0,43819,70332,0,0,126528,126528,569797,644898,79193,50000,0,817748,566334,600011,487141,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,3.0,3.0,3.0,THE WOMENS PROJECT & PRODUCTIONS,,55 WEST END AVE,NEW YORK,NY,10023-7842,0.0,3.0,3.0,1000.0,198610.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.773751,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199006,569797,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,82709
14852,133369910,24101,0,0,0,350,0,0,0,1450,1450,25551,35222,-8616,0,0,11055,1384,10000,10000,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,NEW YORK CONCERT SINGERS INC,% JUDITH C RUBEN,75 E END AVE 9 L,NEW YORK,NY,10028-7915,0.0,3.0,3.0,1000.0,198612.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,90.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1989,A,A6BZ,0.7953,10028.0,10028.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6B,199006,25551,0,NY,10028.0,NEW YORK,,,PC,O,AR,A,IN,,A6B,A,,1100
14857,133373755,50450,0,0,0,0,0,0,0,0,0,50450,50472,1393,0,0,1415,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,AMERICAN FRIENDS OF BALLET RAMBERT INC,CHAPEL & YORK,516 FIFTH AVENUE 12TH FLO,NEW YORK,NY,10036-7587,0.0,3.0,3.0,1000.0,198702.0,1.0,15.0,1.0,13.0,198712.0,20.0,12,,90.0,994.0,0.0,B0897,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.125844,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A60,198912,50450,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A,,0
14860,133376265,2087308,0,0,0,0,0,0,0,0,0,2087308,1667714,4679142,199713,0,4259548,4679142,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,4.0,4.0,4.0,A LIVING MEMORIAL TO THE HOLOCAUST MUSEUM OF JEWISH HERITAGE,,342 MADISON AVE,NEW YORK,NY,10173-0002,0.0,3.0,3.0,1000.0,198612.0,1.0,15.0,1.0,13.0,198812.0,10.0,12,H HERITAGE,60.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.100095,10173.0,10173.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A54,199012,2087308,0,NY,10173.0,NEW YORK,,,PC,O,AR,A,IN,,A54,A,,0
14861,133376271,63352,0,0,0,80,17237,0,0,430041,430041,493393,534947,-41499,35000,0,53023,58087,34431,99586,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,3.0,PARSONS DANCE FOUNDATION INC,,130 W 56TH ST 5TH FL,NEW YORK,NY,10019-3818,0.0,3.0,3.0,2000.0,199010.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.7323310000000001,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,493393,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,429961
14865,133377138,11917,0,0,0,0,0,0,0,79720,79720,91637,48151,-15921,0,0,-7808,-13321,2870,2600,0,0,0,0,0,0,0,0,0,0,0,,A6AJ,A6CJ,0.0,1.0,1.0,AMERICAN BERLIN OPERA FOUNDATION INC,% MRS ELIZABETH WALBRUEL EXEC DIR,31 W 52ND ST,NEW YORK,NY,10019-6118,0.0,3.0,3.0,1000.0,198612.0,1.0,15.0,1.0,13.0,198806.0,10.0,6,DEUTSCHE BANK KAPITAL,119.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A6AJ,A12,6.0,PC,S,ZB,A,IN,,1990,A,A6AJ,0.996093,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A12,199106,91637,1470,NY,10019.0,NEW YORK,,,PC,S,ZB,A,IN,,A12,A,,79720
14867,133378184,95492,0,0,0,0,0,0,0,3652,3652,99144,101590,2897,0,0,8366,25612,5469,22715,0,0,0,0,0,0,0,0,0,0,0,,A42Z,,1.0,1.0,2.0,EN FOCO INCORPORATED,,32 E KINGSBRIDGE RD,BRONX,NY,10468-7513,0.0,3.0,3.0,1000.0,198610.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36005.0,,A42Z,A40,,PC,O,AR,A,IN,,1989,A,A42Z,0.43715,10468.0,10468.0,5602.0,5600.0,A,1,AR,AR,36005.0,,AR,1990,A40,199006,99144,0,NY,10468.0,BRONX,,,PC,O,AR,A,IN,,A40,A,,3652
14868,133378370,11200,0,0,0,124,0,0,0,17343,17343,28543,34145,-10545,0,0,5328,3027,10271,13572,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,MUNA TSENG DANCE PROJECTS INC,,115 CHRISTOPHER ST,NEW YORK,NY,10014-4230,0.0,3.0,3.0,1000.0,198804.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,88.0,90.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.930494,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199012,28543,0,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,17219
14869,133378455,7000,0,0,0,61,0,0,0,29200,29200,36200,34639,1561,0,0,14,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,THE VIRTUOSI QUINTET INC,,105 ARDEN ST 4F,NEW YORK,NY,10040-1180,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,4.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.341018,10040.0,10040.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A99,199012,36200,29139,NY,10040.0,NEW YORK,,,PC,O,AR,A,IN,,A99,A,,29139
14870,133378456,239843,0,0,0,10919,21530,16389,249,98973,82584,338816,251578,276863,68641,0,392530,480492,173507,203629,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,2.0,2.0,2.0,EDUCATIONAL VIDEO CENTER INC,,55 E 25TH ST STE 407,NEW YORK,NY,10010-2903,0.0,3.0,3.0,2000.0,198612.0,1.0,16.0,1.0,13.0,198808.0,10.0,8,,122.0,995.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1989,A,A31Z,0.913609,10010.0,10010.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199008,322427,0,NY,10010.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,71416
14874,133379555,597168,0,0,0,6267,90957,0,0,297715,297715,894883,639194,587729,60852,53248,1282633,1053881,852717,466152,587729,0,0,0,0,0,0,0,0,0,0,,A82Z,X30Z,4.0,3.0,3.0,ELDRIDGE STREET PROJECT INC,,12 ELDRIDGE ST,NEW YORK,NY,10002-6204,0.0,3.0,3.0,1000.0,198704.0,1.0,15.0,1.0,13.0,199012.0,10.0,12,,379.0,995.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.47602700000000003,10002.0,10002.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,894883,0,NY,10002.0,NEW YORK,,,PC,O,AR,A,IN,,A82,A,,291448
14886,133385363,100,52896,0,0,0,0,0,0,0,0,52996,55474,5637,0,0,945,8637,0,3000,0,0,0,0,0,0,0,0,0,0,0,,A40Z,,1.0,1.0,1.0,RHOMBUS - AMOS ENO GALLERY INC,,594 BROADWAY,NEW YORK,NY,10012-3233,0.0,3.0,3.0,1000.0,198712.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A40Z,A40,,PC,O,AR,A,IN,,1990,A,A40Z,0.416756,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A40,199012,52996,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A,,0
14887,133385364,203662,0,0,0,1354,8774,0,0,86420,86420,290082,291138,14030,0,0,32170,51705,14354,37675,14030,0,0,0,0,0,0,0,0,0,0,,A69Z,,1.0,2.0,2.0,CONCORDIA A CHAMBER SYMPHONY,,850 SEVENTH AVE STE 1202,NEW YORK,NY,10019-5230,0.0,3.0,3.0,2000.0,198705.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1989,A,A69Z,0.858944,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A69,199006,290082,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A,,85066
14889,133385902,37115,0,0,0,0,0,0,0,0,0,37115,39333,88,0,0,3350,5202,1044,5114,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,1.0,1.0,INDEPENDENT COMMITTEE ON ARTS POLICY INC,% JOHN B KOEGEL ESQ,330 W 58TH ST 608,NEW YORK,NY,10019-1827,0.0,3.0,3.0,2000.0,198702.0,1.0,15.0,1.0,13.0,199109.0,20.0,12,,123.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.645436,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A20,199012,37115,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,0
14892,133386419,122855,0,0,0,1272,3477,0,0,15836,15836,138691,142562,12253,17186,0,19521,12475,3397,222,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,1.0,2.0,2.0,APPARATUS PRODUCTIONS INC,,1841 BROADWAY 500,NEW YORK,NY,10023-7603,,3.0,3.0,1000.0,198708.0,,4.0,,,,,12,,122.0,0.0,0.0,B9508,1995.0,1.0,1,1,4.0,1,36061.0,,A31Z,A31,,PF,O,AR,A,IN,,1990,A,A31Z,0.382463,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199012,138691,14564,NY,10023.0,NEW YORK,,,PF,O,AR,A,IN,,A31,A,,14564
14898,133387786,78915,0,0,0,2525,21345,0,0,29664,29664,108579,83539,20598,40040,0,32927,28944,22179,8346,0,0,0,0,0,0,0,0,0,0,0,,A65K,,1.0,2.0,1.0,NON TRADITIONAL CASTING PROJECT INC,% ROSENBERG NEUWIRTH & KUCHNER CPAS,1560 BROADWAY STE 1600,NEW YORK,NY,10036-1525,0.0,3.0,3.0,1000.0,198706.0,1.0,16.0,1.0,13.0,199104.0,10.0,9,,123.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65K,A19,6.0,PC,O,AR,A,IN,,1989,A,A65K,0.29420799999999997,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A19,199009,108579,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A1965,A,,27139
14906,133389574,7721,0,0,0,321,0,0,0,33222,33222,40943,45798,-12,0,0,6970,15187,2128,15200,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,LAURIE DEVITO AND DANCERS INC,% L DEVITO,144 SEELY ST,BROOKLYN,NY,11218-0000,0.0,3.0,3.0,2000.0,198703.0,1.0,15.0,1.0,11.0,0.0,20.0,12,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36047.0,,A68Z,A68,,PC,O,AR,A,IN,,1990,A,A68Z,0.0668711,11218.0,11218.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A68,199012,40943,0,NY,11218.0,BROOKLYN,,,PC,O,AR,A,IN,,A68,A,,32901
14912,133390784,80140,0,0,0,0,0,0,0,67969,67969,148109,110270,41547,0,0,4208,79104,500,37557,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,2.0,AMERICAN TAP DANCE ORCHESTRA INC,% BRENDA BUFALINO,463 W ST APT H 525,NEW YORK,NY,10014-2010,0.0,3.0,3.0,2000.0,198803.0,1.0,15.0,1.0,13.0,199203.0,10.0,6,,90.0,994.0,119.0,B9710,,1.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.941141,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,148109,0,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,67969
14914,133391212,95545,0,0,0,5594,5294,0,0,101110,101110,196655,196919,75002,0,0,88710,86875,13444,11873,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,1.0,2.0,2.0,LEHMAN COLLEGE ART GALLERY INC,,250 BEDFORD PARK BLVD W,BRONX,NY,10468-1589,0.0,3.0,3.0,1000.0,198705.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36005.0,,A51Z,A51,,PC,O,AR,A,IN,,1990,A,A51Z,0.195069,10468.0,10468.0,5602.0,5600.0,A,1,AR,AR,36005.0,,AR,1991,A51,199106,196655,95516,NY,10468.0,BRONX,,,PC,O,AR,A,IN,,A51,A,,95516
14917,133391844,79360,0,0,0,0,1221,0,0,145540,145540,224900,145644,48728,0,0,26510,57848,12152,9120,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,MANHATTAN CLASS COMPANY INC,,120 W 28TH ST,NEW YORK,NY,10001-6109,0.0,3.0,3.0,2000.0,198708.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,149.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.48748800000000003,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A65,199106,224900,57367,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,145540
14923,133392963,120458,0,0,0,0,0,0,0,0,0,120458,95686,34222,0,0,13150,36422,3700,2200,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,2.0,1.0,BANG ON A CAN INC,MOSES & SCHREIBER,222 E 5TH ST RM 16,NEW YORK,NY,10003-8568,0.0,3.0,3.0,1000.0,198801.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1990,A,A68Z,0.41297,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A68,199108,120458,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A,,0
14930,133394935,524114,0,0,0,2988,0,0,0,2988,2988,527102,568322,17203,2000,0,58835,17754,412,551,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,1.0,3.0,3.0,INTERNATIONAL CULTURAL PROGRAMMING INC,,485 CENTRAL PARK W 6B,NEW YORK,NY,10025-3395,0.0,3.0,3.0,1200.0,198705.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1990,A,A30Z,0.9130280000000001,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A30,199106,527102,0,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A,,0
14932,133395276,1651000,0,0,0,26655,57539,0,0,26655,26655,1677655,1604019,385279,0,0,1912873,1262085,1601230,876806,0,0,0,0,0,0,0,0,0,0,0,,A31Z,A82Z,4.0,4.0,4.0,MORESHET ISRAEL INC,,350 FIFTH AVE 1905,NEW YORK,NY,10118-0199,,3.0,3.0,3000.0,198709.0,,15.0,,,,,12,,120.0,0.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.13880399999999998,10118.0,10118.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199012,1677655,0,NY,10118.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,0
14934,133396289,5469,0,0,0,0,0,0,0,20779,20779,26248,22760,805,0,0,3791,805,0,0,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,OVERFOOT INC,,234 E 4TH ST 16,NEW YORK,NY,10009-7455,0.0,3.0,3.0,1000.0,198910.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,90.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.420021,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A99,199012,26248,0,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A99,A,,20779
14937,133397194,45000,0,0,0,338,0,0,0,3816,3816,48816,42228,8428,0,0,5922,8428,4082,0,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,GAUDIA MUSIC & ARTS INC,,435 W 116TH ST BOX A 17,NEW YORK,NY,10027-7201,0.0,3.0,3.0,1000.0,198707.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1990,A,A68Z,0.0610837,10027.0,10027.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A68,199012,48816,0,NY,10027.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A,,3478
14950,133401351,91500,0,0,0,2269,0,0,0,4217,4217,95717,82234,7185,0,0,13040,57577,19338,50392,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,THEATRE INSTITUTE AT STORM KING INC,,355 LEXINGTON AVE,NEW YORK,NY,10017-6603,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.320293,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A65,198912,95717,0,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,1948
14953,133402196,211181,0,0,0,6908,3300,0,0,25047,25047,236228,164612,183271,51000,0,145107,190255,33452,6984,0,0,0,0,0,0,0,0,0,0,0,,A31Z,G81Z,2.0,2.0,2.0,AIDSFILMS INC,,555 FIFTH AVE 8TH FL,NEW YORK,NY,10017-2416,0.0,3.0,3.0,2000.0,198712.0,1.0,15.0,1.0,13.0,199112.0,10.0,12,,122.0,994.0,0.0,B9606,1996.0,1.0,1,1,4.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.028658299999999998,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199012,236228,0,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,18139
14956,133402566,900,8033,0,0,0,0,3804,-1298,43248,39444,52181,43709,10697,0,0,10029,10697,0,0,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,TIMES SQUARE DANCE CLUB INC,,PO BOX 1229,NEW YORK,NY,10023-1229,0.0,3.0,3.0,1000.0,198809.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,318.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.644749,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199012,48377,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,40742
