,OLDNTEE,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VOK,VBS,VINCTYPE,VINCEXP,VFB,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV
13935,A65Z,133011751,176859,0,0,0,0,0,0,0,0,0,176859,176859,11606,35785,0,228,36605,1223,25000,11605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,THE SOUTH BRONX COMMUNITY ACTION THEATRE INC,,345 BROOK AVE,BRONX,NY,10454-2112,0.0,3.0,3.0,1000.0,198310.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,297.0,0.0,B9710,,0,1,1.0,0,1.0,176859,1.0,2.0,2.0,2.0,36005,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.148452,10454.0,10454.0,5602.0,5600.0,36005.0,,AR,1991,A65,199106,NY,10454.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13947,A26Z,133014386,44480,5050,0,0,300,0,0,0,25470,25470,75000,75000,177330,0,0,171200,179830,2000,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,21170,0,4000,,A23Z,INTERNATIONAL AGENCY FOR MINORITY ARTIST AFFAIRS,,163 W 125TH ST STE 909,NEW YORK,NY,10027-4419,0.0,3.0,3.0,1200.0,198001.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,91.0,260.0,B9710,,0,1,1.0,0,1.0,75000,2.0,1.0,1.0,1.0,36061,,A26Z,A26,,PC,O,AR,A,IN,,1991,A,A26Z,0.37899499999999997,10027.0,10027.0,5602.0,5600.0,36061.0,,AR,1992,A26,199206,NY,10027.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A,
13949,A6EZ,133014559,144488,0,0,0,0,16260,0,0,6389,6389,150877,259301,-22067,46307,0,102653,39636,16296,61703,0,0,0,0,0,0,0,0,0,0,0,0,0,6388,0,0,,A65P,NATIONAL THEATRE WORKSHOP OF THE HANDICAPPED INC,,354 BROOME ST,NEW YORK,NY,10013-5460,0.0,3.0,3.0,1000.0,198210.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,31.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,150877,1.0,2.0,2.0,2.0,36061,,A6EZ,A6E,,PC,O,AR,A,IN,,1991,A,A6EZ,0.217102,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A6E,199206,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A,
13952,A82Z,133014709,168911,0,0,0,0,28017,0,0,18000,18000,186911,183678,77300,0,25404,89313,77300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,,,ST MARKS HISTORIC LANDMARK FUND,,131 E 10TH ST,NEW YORK,NY,10003-7504,0.0,3.0,3.0,1000.0,198003.0,1.0,15.0,1.0,13.0,198406.0,10.0,6,,994.0,2.0,927.0,B9710,,0,1,1.0,0,1.0,186911,1.0,2.0,2.0,2.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.550754,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A82,199206,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
13953,A30Z,133015230,9344958,0,0,0,174473,1382536,0,0,599274,599274,9944232,9713564,1457077,0,0,2798383,3997652,1571974,2540575,0,0,0,0,0,0,0,0,0,0,0,0,0,424801,0,0,,,WNYC FOUNDATION,,ONE CENTRE ST,NEW YORK,NY,10007-1602,0.0,3.0,3.0,1200.0,197912.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,121.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,9944232,4.0,5.0,5.0,5.0,36061,,A30Z,A30,,PC,O,AR,A,IN,,1990,A,A30Z,0.611811,10007.0,10007.0,5602.0,5600.0,36061.0,,AR,1991,A34,199106,NY,10007.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A34,A,
13957,Z99Z,133015932,191436,9735,0,0,5769,15719,0,0,15213,15213,216384,152205,143598,23000,0,76107,160583,1700,16985,0,0,0,0,0,0,0,0,0,0,0,0,0,9444,0,0,,,CHINESE STAFF AND WORKERS ASSOCIATION INC,,PO BOX 130401,NEW YORK,NY,10013-0995,0.0,3.0,3.0,1000.0,198701.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,123.0,0.0,0.0,B9710,,0,1,1.0,0,1.0,216384,2.0,2.0,2.0,2.0,36061,,Z99Z,Z99,,PC,O,UN,Z,IN,,1990,Z,Z99Z,0.265953,10013.0,10013.0,5602.0,5600.0,36061.0,,UN,1991,P99,199106,NY,10013.0,NEW YORK,,,Z,UN,OT,PC,O,UN,Z,IN,,A23,A,
13964,A91B,133017782,5000,0,0,0,0,0,0,0,77719,77719,82719,63131,36756,0,0,28843,36756,11675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77719,0,0,,,OUTWARD VISIONS INC,,161 W 54TH ST 1403,NEW YORK,NY,10019-5361,0.0,3.0,3.0,1000.0,198008.0,1.0,10.0,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,82719,1.0,1.0,1.0,1.0,36061,,A91B,A91,9.0,PC,O,AR,A,IN,,1990,A,A91B,0.8797719999999999,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A91,199105,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A026C,A,
13970,A62Z,133019799,37695,0,0,0,0,0,0,0,35515,35515,73210,59028,16599,0,0,4192,16599,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35515,0,0,,,NEW LIFE DANCE INC,,PO BOX 834,NEW YORK,NY,10009-0834,0.0,3.0,3.0,1000.0,198008.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,995.0,90.0,0.0,B9710,,1,1,6.0,1,1.0,73210,1.0,1.0,1.0,1.0,36061,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.686134,10009.0,10009.0,5602.0,5600.0,36061.0,,AR,1991,A62,199106,NY,10009.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
13990,A65Z,133021180,681577,0,0,0,3946,70188,0,0,479162,479162,1160739,1221405,288857,116160,0,614686,543451,246856,254594,0,0,0,0,0,0,0,0,0,0,0,0,18307,425053,0,14398,,,SECOND STAGE THEATHRE INC,,PO BOX 1807,NEW YORK,NY,10023-0510,0.0,3.0,3.0,2000.0,198005.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,88.0,119.0,B9710,,1,1,4.0,1,1.0,1142432,3.0,4.0,4.0,4.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.962726,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
13998,A60Z,133022881,0,17833,0,0,0,0,0,0,17632,17632,35465,34504,12369,0,0,11408,12369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17632,0,0,,,55 MERCER STREET ARTISTS INC,ED RATH,55 MERCER ST,NEW YORK,NY,10013-5919,0.0,3.0,3.0,2000.0,198910.0,1.0,15.0,1.0,13.0,198205.0,10.0,5,,90.0,91.0,0.0,B9710,,1,1,6.0,1,1.0,35465,1.0,1.0,1.0,1.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.515162,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A40,199205,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A,
14009,A60Z,133027410,56255,0,0,0,0,1072,0,0,116347,116347,172602,182708,-3623,0,0,25429,15983,28946,19606,0,0,0,0,0,0,0,0,0,0,0,0,0,116347,0,0,,,ARTS CATALYST ALLIANCE INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,198010.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,0,0,1.0,0,0.0,172602,1.0,2.0,2.0,2.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.0470675,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A60,199108,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A,
14014,A26Z,133029275,12320,3609,0,0,240,0,0,0,12064,12064,27993,34124,6306,2400,0,12437,6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11824,0,0,,A51Z,ARTS INTERACTION WASHINGTON HEIGHTS & INWOOD COUNCIL FOR THE ARTS INC,,711 W 168TH ST,NEW YORK,NY,10032-2704,0.0,3.0,3.0,1000.0,198011.0,1.0,15.0,1.0,13.0,0.0,10.0,6,IL FOR THE ARTS INC,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,27993,1.0,1.0,1.0,1.0,36061,,A26Z,A26,,PC,O,AR,A,IN,,1991,A,A26Z,0.682235,10032.0,10032.0,5602.0,5600.0,36061.0,,AR,1992,A26,199206,NY,10032.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A,
14032,A23Z,133034625,69801,0,0,0,285,0,0,0,4858,4858,74659,74934,-5398,0,0,-5122,8000,0,13398,0,0,0,0,0,0,0,0,0,0,0,0,0,4572,0,0,,,AMAUAN WORKSHOP,,PO BOX 1210,NEW YORK,NY,10023-1210,0.0,3.0,3.0,1000.0,198102.0,1.0,15.0,1.0,13.0,0.0,0.0,8,,296.0,0.0,0.0,B9710,,0,0,6.0,1,0.0,74659,1.0,1.0,1.0,1.0,36061,,A23Z,A23,,PC,O,AR,A,IN,,1990,A,A23Z,0.650001,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1991,A23,199108,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
14037,A82Z,133035736,64721,1398,0,0,962,0,0,0,962,962,67081,58886,110400,3813,0,122205,321987,20000,211587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SANDY GROUND HISTORICAL SOCIETY INC,SYLVIA D ALLESSSANDRO EXEC DIR,1538 WOODROW RD,STATEN ISLAND,NY,10309-1716,0.0,3.0,3.0,1200.0,198008.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,62.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,67081,2.0,1.0,1.0,1.0,36085,,A82Z,A82,,PC,O,AR,A,IN,,1990,A,A82Z,0.506832,10309.0,10309.0,5602.0,5600.0,36085.0,,AR,1991,A82,199106,NY,10309.0,STATEN ISLAND,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
14039,A82Z,133035783,174898,0,0,0,5817,4952,0,0,16151,16151,191049,171387,189282,0,0,198287,235296,28667,46014,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,0,0,S,,NEW YORKS LANDMARKS PRESERVATION FOUNDATION INC,,100 OLD SLIP,NEW YORK,NY,10005-3539,0.0,3.0,3.0,2000.0,198009.0,1.0,16.0,2.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,191049,2.0,2.0,2.0,2.0,36061,,A80Z,A80,,PC,O,AR,A,IN,,1990,A,A80Z,0.5635439999999999,10005.0,10005.0,5602.0,5600.0,36061.0,,AR,1991,A80,199106,NY,10005.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
14045,A62Z,133036475,153951,0,0,0,1171,12321,0,0,213330,213330,367281,339325,11932,7200,0,122135,64041,138159,52109,0,0,0,0,0,0,0,0,0,0,0,0,0,212159,0,0,,,LUCINDA CHILDS DANCE FOUNDATION INC,,104 FRAANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,0.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,119.0,123.0,B9710,,1,1,6.0,1,1.0,367281,1.0,2.0,2.0,2.0,36061,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.9706600000000001,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A62,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
14051,A65Z,133038262,1437749,0,0,0,26218,68578,0,0,1309546,1309546,2747295,2819318,2863496,75000,0,3841378,3925752,905859,1062256,0,0,0,0,0,0,0,0,0,0,0,0,0,1277550,0,5778,,,JOYCE THEATER FOUNDATION INC,,175 EIGHTH AVE,NEW YORK,NY,10011-1601,0.0,3.0,3.0,1000.0,198009.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,2747295,4.0,4.0,4.0,4.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.9878620000000001,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1991,A62,199108,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
14052,A6BZ,133038711,8408,0,0,0,33,0,0,0,294916,294916,303324,314344,-16204,0,20313,13538,7348,18722,23552,0,0,0,0,0,0,0,0,0,0,0,0,0,282438,0,4398,,,SINGERS FORUM FOUNDATION,,39 W 19TH ST,NEW YORK,NY,10011-4225,0.0,3.0,3.0,1000.0,198102.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,4.0,1,0.0,303324,1.0,2.0,2.0,2.0,36061,,A6BZ,A6B,,PC,O,AR,A,IN,,1990,A,A6BZ,0.524698,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1991,A6B,199106,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A,
14055,A62Z,133039195,425,0,0,0,0,0,0,0,67116,67116,67541,85516,-29908,0,0,20047,580,31980,30488,29908,0,0,0,0,0,0,0,0,0,0,0,0,67116,0,0,,,HISTORICAL DANCE FOUNDATION INC,,31 UNION SQUARE WEST 15D,NEW YORK,NY,10003-3204,0.0,3.0,3.0,2000.0,0.0,1.0,16.0,5.0,1.0,0.0,20.0,12,,90.0,0.0,0.0,ALM97,1992.0,0,0,6.0,1,0.0,67541,1.0,1.0,1.0,1.0,36061,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.6473949999999999,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1990,A62,199012,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
14062,A62Z,133040912,44525,0,0,0,0,685,0,0,354359,354359,398884,425051,-30201,28300,0,3898,1029,7932,31230,0,0,0,0,0,0,0,0,0,0,0,0,0,354359,0,0,,A23Z,CAPOEIRA FOUNDATION INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,2000.0,198305.0,1.0,15.0,1.0,13.0,0.0,10.0,6,DANCE BRAZIL,90.0,149.0,0.0,B9710,,1,1,6.0,1,0.0,398884,1.0,2.0,2.0,2.0,36061,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.5415979999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A62,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
14065,A62Z,133041403,19481,0,0,0,0,20,0,0,8227,8227,27708,22127,-7110,0,0,7305,13188,19996,20298,0,0,0,0,0,0,0,0,0,0,0,0,0,8227,0,0,,,MOVEMENT RESEARCH INC,,PO BOX 794 VILLAGE STA,NEW YORK,NY,11211-0794,0.0,3.0,3.0,2000.0,198011.0,1.0,15.0,1.0,11.0,198205.0,10.0,6,,90.0,995.0,119.0,B9710,,1,1,6.0,1,0.0,27708,1.0,1.0,1.0,1.0,36047,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.254324,11211.0,11211.0,5602.0,5600.0,36047.0,,AR,1991,A62,199106,NY,11211.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
14071,A82Z,133042600,47365,0,0,0,1853,0,0,1051,4664,4664,52029,61909,27134,0,0,45082,31943,8068,4809,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,,,GREENWICH VILLAGE SOCIETY FOR HISTORIC PRESERVATION,% JACK MESEROLE,47 FIFTH AVE,NEW YORK,NY,10003-4303,0.0,3.0,3.0,3000.0,198105.0,1.0,16.0,1.0,13.0,198212.0,10.0,12,N,62.0,995.0,0.0,B9710,,1,1,6.0,1,1.0,52029,1.0,1.0,1.0,1.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.956585,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1991,A82,199112,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
14073,A26Z,133043548,24039,0,0,0,0,0,0,0,20853,20853,44892,34867,-7295,0,0,6249,5205,12500,12500,0,0,0,0,0,0,0,0,0,0,0,0,11069,0,9784,0,,,NATIONAL COUNCIL FOR CULTURE & ARTS,,792 COLUMBUS AVE BLDG 3 8K,NEW YORK,NY,10025-5150,,3.0,3.0,2000.0,81.0,,16.0,,,,,12,,90.0,119.0,0.0,ALM97,1992.0,0,0,6.0,1,0.0,33823,1.0,1.0,1.0,1.0,36061,,A26Z,A26,,PC,O,AR,A,IN,,1991,A,A26Z,0.757571,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1991,A26,199112,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A,
14081,A6AZ,133045287,62753,0,0,0,4550,0,0,0,8983,8983,71736,93226,88930,0,0,137630,116224,25813,27294,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,1433,,A62Z,REDUTA DEUX LTD,% V WASILEWSKI,1841 BROADWAY 500,NEW YORK,NY,10023-7603,0.0,3.0,3.0,2000.0,198011.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,88.0,0.0,0.0,B9710,,0,1,1.0,0,1.0,71736,2.0,1.0,1.0,1.0,36061,,A6AZ,A6A,,PC,O,AR,A,IN,,1991,A,A6AZ,0.0678455,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1991,A6A,199112,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A,
14083,A61Z,133047056,494698,0,0,0,1963,1652,0,0,472650,472650,967348,929012,92737,0,0,267868,251019,213467,158282,0,0,0,0,0,0,0,0,0,0,0,0,0,248055,0,1620,,,LEHMAN COLLEGE CENTER FOR THE PERFORMING ARTS INC,,BEDFORD PARK BLVD W,BRONX,NY,10468-0000,0.0,3.0,3.0,1200.0,198101.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,995.0,90.0,0.0,B9710,,1,1,4.0,1,1.0,967348,2.0,3.0,3.0,3.0,36005,,A61Z,A61,,PC,O,AR,A,IN,,1990,A,A61Z,0.668172,10468.0,10468.0,5602.0,5600.0,36005.0,,AR,1991,A61,199106,NY,10468.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A61,A,
14088,A65Z,133047206,2984,0,0,0,0,0,0,0,90202,90202,93186,71575,12817,0,0,-8794,12817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83554,0,6647,,,MARQUIS STUDIOS LTD,,535 8TH AVE,NEW YORK,NY,10018-4305,0.0,3.0,3.0,2000.0,198101.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,93186,1.0,1.0,1.0,1.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.465441,10018.0,10018.0,5602.0,5600.0,36061.0,,AR,1992,A25,199206,NY,10018.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A,
14091,A33Z,133047555,359566,0,0,0,19142,19610,0,0,99565,99565,459131,429394,369845,0,0,452896,471130,112788,101285,0,0,0,0,0,0,0,0,0,0,0,0,0,78938,0,1485,,O99Z,YOUTH COMMUNICATION NEW YORK CENTER INC,,144 W 27TH ST,NEW YORK,NY,10001-6214,0.0,3.0,3.0,3000.0,198101.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,120.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,459131,2.0,2.0,2.0,2.0,36061,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.949522,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A33,199206,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A,
14103,A23Z,133051447,1054,27377,0,0,1157,0,68065,7025,132283,64218,160714,98677,145922,0,0,150397,168367,0,22445,0,0,0,0,0,0,0,0,0,0,0,0,0,51951,0,4085,,,ORIGAMI USA INC,,15 W 77TH ST,NEW YORK,NY,10024-5153,0.0,3.0,3.0,1000.0,198101.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,91.0,0.0,0.0,B9710,,0,1,1.0,0,1.0,92649,2.0,2.0,1.0,1.0,36061,,A23Z,A23,,PC,O,AR,A,IN,,1991,A,A23Z,0.9640299999999999,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1991,A24,199112,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A24,A,
14110,A23Z,133054001,1009239,7743,0,0,4128,50437,0,0,176095,176095,1193077,1093262,-24044,131127,0,254575,443505,378434,467549,0,0,0,0,0,0,0,0,0,0,0,0,0,171967,0,0,,A30Z,VISUAL ARTS RESEARCH AND RESOURCE CENTER RELATING TO THE CARRIBEAN I,% PHELPS-STOKES FUND,408 W 58TH ST,NEW YORK,NY,10019-1113,0.0,3.0,3.0,1000.0,198209.0,1.0,15.0,1.0,13.0,0.0,10.0,6,TO THE CARRIBEAN I,123.0,119.0,0.0,B9710,,1,1,6.0,1,0.0,1193077,2.0,4.0,4.0,4.0,36061,,A23Z,A23,,PC,O,AR,A,IN,,1990,A,A23Z,0.727761,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A23,199106,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
14116,A51Z,133054277,9823,26189,0,0,13,0,0,0,12009,12009,48021,47250,896,0,0,367,1091,242,195,0,0,0,0,0,0,0,0,0,0,0,0,0,11951,0,45,,,SOHOPHOTO FOUNDATION INC,,13 19 WHITE ST,NEW YORK,NY,10013-5700,0.0,3.0,3.0,1000.0,198811.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,48021,1.0,1.0,1.0,1.0,36061,,A51Z,A51,,PC,O,AR,A,IN,,1990,A,A51Z,0.19689,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A40,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A,
14118,A65Z,133054382,22190,0,0,0,0,0,0,0,44352,44352,66542,65329,2026,0,0,814,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44352,0,0,,,PRACTICAL CATS INC,% ALICE COHEN,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,198305.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,88.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,66542,1.0,1.0,1.0,1.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.376693,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A62,199108,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
14120,A51I,133054412,0,0,0,0,11913348,0,0,0,11913348,11913348,11913348,12096299,442958553,0,0,355875909,444034181,1868516,1075628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,,LILA ACHESON WALLACE FUND FOR THE METROPOLITAN MUSEUM OF ART,% TREASURER,2 PARK AVE 23RD FLR,NEW YORK,NY,10016-5603,0.0,3.0,3.0,1000.0,198101.0,1.0,17.0,1.0,13.0,0.0,10.0,6,EUM OF ART,602.0,0.0,0.0,B9710,,0,1,1.0,0,1.0,11913348,6.0,6.0,6.0,6.0,36061,,A50I,A50,5.0,PC,O,AR,A,IN,,1991,A,A50I,0.385158,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1992,A11,199206,NY,10016.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1151,A,
14126,A68Z,133055972,12487,31250,0,0,557,0,3937,3478,16221,12284,59958,50931,25672,0,0,23151,25672,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8249,0,0,,A33Z,RICHARD WAGNER SOCIETY OF NEW YORK INC,,PO BOX 949 ANSONIA STA,NEW YORK,NY,10023-0949,0.0,3.0,3.0,2000.0,198103.0,1.0,16.0,1.0,13.0,198208.0,10.0,3,,90.0,995.0,119.0,B9710,,1,1,6.0,1,1.0,56021,1.0,1.0,1.0,1.0,36061,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.711011,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1992,A68,199203,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
14132,A62Z,133058009,18375,0,0,0,1901,0,0,0,116342,116342,134717,131071,177393,10400,0,385801,374861,212705,197468,0,0,0,0,0,0,0,0,0,0,0,0,0,112868,1573,0,,P33Z,ONCE UPON A TIME INC,% MARK AUBEL,87 61 111TH ST,RICHMOND HILL,NY,11418-2314,0.0,3.0,3.0,1000.0,198102.0,1.0,16.0,1.0,11.0,0.0,10.0,3,,88.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,134717,2.0,2.0,2.0,2.0,36081,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.296956,11418.0,11418.0,5602.0,5600.0,36081.0,,AR,1992,A62,199203,NY,11418.0,RICHMOND HILL,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
