,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,Randnum,MSA_NECH,NTEESRC,nteeConf,nteedraft,Ntee2005b,Confidence2005b,ntee42005b,LAT,LON,FipsOldA,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
58323,237006692,200312,2003,26732,0,0,0,0,0,0,0,0,0,26732,27896,7444,0,0,8608,7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26732,3,9,0,0,0,0,0,0,0,0,0,0,0,0,26732,-1164,0,0,0,0,0,0,0,0,8608,121076,0,0,182,0,0,121258,121258,0,0,0,59,1.0,29409136187184,2003,N,10128-1210,10128.0,237006692200312,2370066922003,12,59.0,120.0,0.0,1165 PARK AVE,3.0,0.0,NEW YORK,2.0,EDWARD KLINE,1.0,13.0,16.0,10.0,0.0,CHEKHOV PUBLISHING CORP,1.0,196901.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.9139809999999999,5602.0,1,B,A33,A33,,,-73.95682,40.78163,36061.0,NY,10128.0,NEW YORK,A33,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A33,A
58491,237012069,200306,2002,588043,0,0,0,13904,122624,0,0,830720,830720,1418763,1547455,288548,145000,0,582294,390727,159637,102179,0,0,0,0,0,0,0,0,0,0,0,0,11014,775269,28387,2146,,1407749,3,9,0,13904,0,0,0,0,0,0,0,0,39401,0,1407749,-139706,5597,427458,135563,0,0,0,0,0,422657,3634370,0,2385637,60218,0,0,6087791,3702154,0,0,0,45,1.0,29490354191123,2003,N,10012-2608,10012.0,237012069200306,2370120692003,6,45.0,0.0,0.0,611 BROADWAY 9TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,JOSE LIMON DANCE FOUNDATION,1.0,198610.0,,NY,RTF03PC,2.0,4.0,4.0,4.0,A,A11,IN,,AR,A,A62Z,PC,S,ZA,A,,,AR,AR,5602.0,5600.0,36061.0,0.0810826,5602.0,1,A,A11,A11,,,-73.99942,40.72279,36061.0,NY,10012.0,NEW YORK,A11,60.0,184113.0,3a,2003.0,0.0,3a,2003.0,260743.0,3a,2003.0,16701.0,3a,2003.0,27705.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,403930.0,3a,2003.0,23804.0,3a,2003.0,PC,S,ZA,A,IN,,0.0,3a,2003.0,10001.0,3a,2003.0,202014.0,3a,2003.0,55304.0,3a,2003.0,A1160,A
58598,237016007,200306,2002,38683,6010,0,0,2066,0,0,3558,16897,16897,61590,114392,990822,38837,0,1044060,991915,436,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,11273,0,0,,61590,3,7,0,2036,30,0,0,0,0,0,0,0,0,3558,61590,-52802,0,0,2971,0,0,0,0,0,1043624,717859,24193,28087,6189,0,0,776328,748241,0,0,0,62,1.0,29490164273184,2003,N,11354-5729,11354.0,237016007200306,2370160072003,6,62.0,0.0,0.0,143 35 37TH AVE,3.0,0.0,FLUSHING,2.0,,1.0,11.0,15.0,10.0,0.0,QUEENS HISTORICAL SOCIETY,1.0,196905.0,,NY,RTF03PC,3.0,1.0,1.0,2.0,A,A82,IN,,AR,A,A82Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.716134,5602.0,1,A,A80,A82,,,0.0,0.0,36081.0,NY,11354.0,FLUSHING,A82,,29394.0,2,2004.0,0.0,2,2004.0,903220.0,3a,2003.0,0.0,3a,2003.0,27001.0,3a,2003.0,60501.0,3a,2003.0,299105.0,3a,2003.0,0.0,3a,2003.0,9289.0,2,2004.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,404006.0,3a,2003.0,2000.0,3a,2003.0,174003.0,3a,2003.0,A82,A
58691,237022729,200406,2003,445258,0,0,0,778,46861,0,0,182861,182861,628119,884752,313065,79901,0,617448,353544,47750,40479,0,0,0,0,0,0,0,0,0,0,0,0,0,170159,0,11924,,628119,3,7,0,0,778,0,0,0,0,0,0,0,0,0,628119,-256633,0,373613,46687,0,0,0,0,0,569698,2290663,0,2350497,5996,0,0,4647156,2296659,0,0,0,90,1.0,29490318308124,2004,N,10013-0654,10013.0,237022729200406,2370227292004,6,90.0,88.0,119.0,PO BOX 654 CANAL ST STATI,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,WOOSTER GROUP INC,1.0,196905.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,A30Z,AR,AR,5602.0,5600.0,36061.0,0.522145,5602.0,1,A,A65,A65,,,0.0,0.0,36061.0,NY,10013.0,NEW YORK,A65,,67526.0,3c,2003.0,0.0,3c,2003.0,238261.0,3c,2003.0,0.0,3c,2003.0,74804.0,3c,2003.0,0.0,3c,2003.0,62131.0,3c,2003.0,0.0,3c,2003.0,377732.0,3c,2003.0,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,A65,A
58782,237025308,200306,2002,421702,23010,19492,21072,1081,52173,0,0,519989,498917,964701,1325249,589232,116567,0,1220730,694149,173570,104917,0,0,0,0,0,0,0,0,0,0,0,0,76308,290569,54233,2632,,867321,3,7,0,1081,0,75674,75674,0,-1580,0,0,0,130541,0,867321,-457928,0,392834,38924,0,0,0,50000,0,1047160,3094259,0,1722832,213288,0,0,5146849,3424017,0,0,0,119,1.0,29490059219094,2003,N,10003-5306,10003.0,237025308200306,2370253082003,6,119.0,0.0,0.0,136 E 13TH ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,CSC REPERTORY LTD,1.0,197110.0,,NY,RTF03PC,3.0,3.0,3.0,4.0,A,A99,IN,,AR,A,A99Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.8756809999999999,5602.0,1,B,A99,A99,,,-73.9923629760742,40.7348289489746,36061.0,NY,10003.0,NEW YORK,A65,,11500.0,3a,2003.0,0.0,3a,2003.0,538229.0,3a,2003.0,566740.0,3a,2003.0,51003.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,410102.0,3a,2003.0,663916.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,13501.0,3a,2003.0,0.0,3a,2003.0,14601.0,3a,2003.0,A65,A
58879,237028809,200312,2003,343932,0,0,0,0,14134,0,0,99890,99890,443822,442810,10256,0,0,54534,40171,37290,29915,0,0,0,0,0,0,0,0,0,0,0,0,0,99890,0,0,,443822,3,7,0,0,0,0,0,0,0,0,0,0,0,0,443822,1012,-8000,145158,27791,0,0,0,0,0,17244,1071738,0,175300,0,0,0,1247038,1071738,0,0,0,402,1.0,29490304232164,2003,N,10025-6205,10025.0,237028809200312,2370288092003,12,402.0,0.0,0.0,270 W 96TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,FREDERICK DOUGLASS CREATIVE ARTS,1.0,196908.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A70,IN,,AR,A,S20Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.8442700000000001,5602.0,1,B,A70,A70,,,-73.97071,40.79487,36061.0,NY,10025.0,NEW YORK,A70,,124512.0,3a,2003.0,0.0,3a,2003.0,1709.0,3a,2003.0,17331.0,3a,2003.0,0.0,4,2006.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,219420.0,3a,2003.0,25316.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,4708.0,3a,2003.0,0.0,3a,2003.0,15628.0,3a,2003.0,A70,A
58888,237028921,200306,2002,25801,0,0,0,0,0,0,0,16954,16954,42755,42599,12949,0,0,9367,8169,-4733,-4686,0,0,0,0,0,0,0,0,0,0,0,0,1308,15646,0,0,,41447,3,9,0,0,0,0,0,0,0,0,0,0,1308,0,41447,-1151,0,0,0,0,0,0,0,0,14100,77215,0,37444,0,0,0,114659,77215,0,0,0,119,1.0,29409354002113,2003,N,10033-4486,10033.0,237028921200306,2370289212003,6,119.0,59.0,0.0,875 W 181ST ST 4D,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,LEAGUE OF COMPOSERS INTL SOC FOR CONTEMPORARY MUSIC U S SECTION INC,1.0,196003.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A03,IN,,AR,A,A6DC,PC,O,AR,A,6.0,A68Z,AR,AR,5602.0,5600.0,36061.0,0.345009,5602.0,1,A,A03,A03,,,0.0,0.0,36061.0,NY,10033.0,NEW YORK,A03,68.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,3126.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A0368,A
59259,237037147,200306,2002,528959,458294,-311420,0,198072,39539,0,0,828630,828630,1815883,2088118,5098756,47251,0,5450322,5286065,185401,187309,0,0,0,0,0,0,0,0,0,0,0,0,152906,684012,23394,81666,,1662977,3,9,0,45843,152229,0,0,0,-311420,0,0,0,176300,0,1662977,-425141,258976,201127,12325,0,0,17501,2346,0,5264921,2035586,2344318,0,606712,0,0,5442005,5442005,0,0,0,59,1.0,29490164316054,2003,N,10016-0914,10016.0,237037147200306,2370371472003,6,59.0,40.0,349.0,144 E 39TH ST,9.0,0.0,NEW YORK,2.0,JAMES LLOYD,1.0,13.0,16.0,30.0,1899.0,ENGLISH SPEAKING UNION OF THE UNITED STATES,1.0,196710.0,GROUP RETURN,NY,RTF03PC,5.0,4.0,4.0,4.0,A,A70,IN,,AR,A,A74Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.453215,5602.0,1,A,A70,A70,,,-73.98137,40.751529999999995,36061.0,NY,10016.0,NEW YORK,A70,,0.0,3a,2003.0,0.0,3a,2003.0,5098756.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,2700.0,3a,2003.0,219102.0,3a,2003.0,528959.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,19000.0,3a,2003.0,3671145.0,3a,2003.0,538307.0,3a,2003.0,A70,A
59333,237039510,200308,2002,776691,0,0,0,3415,0,0,0,-450,-450,776241,841270,281966,0,0,544301,288066,197000,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3865,,776241,3,7,0,0,0,0,0,3415,0,0,0,0,0,0,776241,-65029,-306,0,0,0,0,0,0,0,347301,6466368,0,0,55344,0,0,6519077,6519077,0,0,0,119,1.0,29490213158044,2003,N,10019-3800,10019.0,237039510200308,2370395102003,8,119.0,602.0,0.0,156 W 56TH ST,3.0,0.0,NEW YORK,1.0,WINDEL MARX DAVIES & IVES,1.0,13.0,16.0,10.0,0.0,AMERICAN FRIENDS OF CONVENT GARDEN AND THE ROYAL BALLET INC,1.0,196911.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A63,IN,,AR,A,A63I,PC,O,AR,A,6.0,,AR,AR,5602.0,5600.0,36061.0,0.928228,5602.0,1,A,A63,A63,,,-73.97927,40.764309999999995,36061.0,NY,10019.0,NEW YORK,A63,,0.0,3a,2003.0,0.0,3a,2003.0,133131.0,3a,2003.0,0.0,3a,2003.0,148835.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,776691.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,21905.0,3a,2003.0,A63,A
59429,237042553,200212,2002,1374566,1355721,6780378,6742117,166001,0,0,0,10430365,3688248,13160652,6011463,12698261,196000,0,14352263,13399067,828299,701346,0,0,0,0,0,0,0,0,0,0,0,0,444377,2923997,105592,10020,,5974158,3,7,0,166001,0,0,0,0,38261,0,0,0,549969,0,5974158,-37305,-788398,1715219,144939,0,0,0,0,0,13523964,6968967,5412767,11537592,504959,0,0,24455377,12917785,0,0,0,119,1.0,29490354074003,2002,Y,10023-6548,10023.0,237042553200212,2370425532002,12,119.0,59.0,602.0,70 LINCOLN CENTER PLZ,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,FILM SOCIETY OF LINCOLN CENTER INC,1.0,196911.0,,NY,RTF03PC,,5.0,,5.0,A,A31,IN,,AR,A,A31Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.435374,5602.0,1,A,A31,A31,,,0.0,0.0,36061.0,NY,10023.0,NEW YORK,A31,,112196.0,1b,2002.0,152180.0,1b,2002.0,11882225.0,3a,2002.0,164628.0,1b,2002.0,33601.0,3a,2002.0,782335.0,3a,2002.0,7164967.0,1b,2002.0,0.0,1b,2002.0,1110190.0,1b,2002.0,137243.0,1b,2002.0,PC,O,AR,A,IN,,646131.0,1b,2002.0,41857.0,1b,2002.0,4301866.0,1b,2002.0,338681.0,1b,2002.0,A31,A
59472,237043772,200312,2003,400000,0,0,0,0,0,0,0,0,0,400000,50000,350000,0,0,0,350000,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,400000,3,9,0,0,0,0,0,0,0,0,0,0,0,0,400000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1.0,29490108100154,2003,N,10003-2130,10003.0,237043772200312,2370437722003,12,59.0,0.0,0.0,116 E 19TH ST APT 9,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,CENTER FOR UNDERSTANDING MEDIA INC,1.0,196911.0,,NY,RTF03PC,2.0,2.0,2.0,1.0,A,A30,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.420922,5602.0,1,C,A30,A30,,,-73.99133,40.73984,36061.0,NY,10003.0,NEW YORK,A30,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,400000.0,3a,2003.0,0.0,4,2005.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,350000.0,3a,2003.0,B70,B
59703,237051690,200306,2002,775408,28889,0,0,8554,141291,0,0,204228,204228,1008525,579311,1961184,116782,69294,3289392,3622049,1383410,1660865,0,0,0,0,0,0,0,0,0,0,0,0,321781,40282,-166968,579,,686744,3,7,0,8554,0,0,0,0,0,0,0,0,154813,0,686744,107433,-52231,34032,14624,0,0,0,0,0,1905982,2671907,93332,782065,207576,0,0,3754880,2972815,0,0,0,119,1.0,29490144000124,2003,N,10017-5704,10017.0,237051690200306,2370516902003,6,119.0,200.0,0.0,675 THIRD AVE,3.0,0.0,NEW YORK,2.0,PRAGER AND FENTON,1.0,13.0,15.0,10.0,0.0,SONGWRITERS HALL OF FAME INC,1.0,197212.0,,NY,RTF03PC,4.0,3.0,4.0,3.0,A,A50,IN,,AR,A,A68Z,PC,O,AR,A,,A6DC,AR,AR,5602.0,5600.0,36061.0,0.413141,5602.0,1,A,A68,A50,,,0.0,0.0,36061.0,NY,10017.0,NEW YORK,A50,,0.0,2,2004.0,0.0,2,2004.0,404717.0,3a,2003.0,411106.0,3a,2003.0,1456462.0,3a,2003.0,100004.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,775408.0,2,2004.0,349610.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,1527921.0,3a,2003.0,0.0,3a,2003.0,1100.0,3a,2003.0,A50,A
59869,237057226,200406,2003,387665,0,0,0,0,0,0,0,65463,65463,453128,410798,142512,161106,0,112512,158314,12330,15802,0,0,0,0,0,0,0,0,0,0,0,0,0,58961,0,6502,,453128,3,9,0,0,0,0,0,0,0,0,0,0,0,0,453128,42330,0,0,38754,0,0,0,0,0,100182,1183588,0,210903,5333,0,0,1432877,1221974,0,0,0,119,1.0,29490318197064,2004,N,10036-6805,10036.0,237057226200406,2370572262004,6,119.0,59.0,0.0,450 W 42ND ST RM 2J,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,AMAS MUSICAL THEATRE INC,1.0,197002.0,,NY,RTF03PC,2.0,2.0,2.0,2.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,A67Z,AR,AR,5602.0,5600.0,36061.0,0.45342,5602.0,1,A,A65,A65,,,-73.99244689941409,40.7591400146484,36061.0,NY,10036.0,NEW YORK,A65,,231573.0,3c,2003.0,0.0,3c,2003.0,142512.0,3c,2003.0,6614.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,156024.0,3c,2003.0,5929.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,127636.0,3c,2003.0,A65,A
60414,237072915,200406,2003,1146395,1630,0,0,4821,0,0,0,516756,516756,1664781,1516923,618827,161400,0,640044,760322,169075,141495,0,0,0,0,0,0,0,0,0,0,0,0,0,511935,0,0,,1664781,3,7,0,4821,0,0,0,0,0,0,0,0,0,0,1664781,147858,0,469577,52609,0,0,0,0,0,470969,3745217,12597,1307264,20160,0,0,5085238,3777974,0,0,0,119,1.0,29490346216124,2004,N,11201-1722,11201.0,237072915200406,2370729152004,6,119.0,0.0,0.0,195 CADMAN PLZ W # 201,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,BROOKLYN ARTS COUNCIL,1.0,197012.0,,NY,RTF03PC,3.0,4.0,4.0,4.0,A,A26,IN,,AR,A,A26Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.11878,5602.0,1,B,A26,A26,,,-73.99169,40.70077,36047.0,NY,11201.0,BROOKLYN,A26,,759115.0,3c,2003.0,0.0,3c,2003.0,385962.0,3c,2003.0,0.0,3c,2003.0,232865.0,3c,2003.0,0.0,3c,2003.0,6415.0,3c,2003.0,0.0,3c,2003.0,387280.0,3c,2003.0,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,35402.0,3c,2003.0,A26,A
60529,237076274,200406,2003,19300,0,0,0,0,0,0,0,22418,22418,41718,42699,29913,0,0,30894,29913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22333,0,85,,41718,3,9,0,0,0,0,0,0,0,0,0,0,0,0,41718,-981,0,0,0,0,0,0,0,0,30894,39700,0,120622,0,0,0,160322,39700,0,0,0,119,1.0,29409318008054,2004,N,10011-8544,10011.0,237076274200406,2370762742004,6,119.0,59.0,0.0,37 W 12TH ST STE 7J,1.0,0.0,NEW YORK,2.0,MCDONAGH,1.0,13.0,15.0,10.0,0.0,DANCE RESEARCH FOUNDATION INC,1.0,197012.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A05,IN,,AR,A,A62E,PC,O,AR,A,6.0,,AR,AR,5602.0,5600.0,36061.0,0.472631,5602.0,1,B,A05,A05,,,0.0,0.0,36061.0,NY,10011.0,NEW YORK,A05,62.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,A0562,A
60720,237082566,200312,2003,18914,0,0,0,232,0,0,0,51872,51872,70786,83934,24753,0,0,37901,24752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51640,0,0,,70786,3,7,0,0,0,0,0,232,0,0,0,0,0,0,70786,-13148,0,0,0,0,0,0,0,0,37901,141611,7650,0,0,0,0,149261,149261,0,0,0,59,1.0,29409115065184,2003,N,11694-1112,11694.0,237082566200312,2370825662003,12,59.0,0.0,0.0,137 BEACH 144TH ST,3.0,0.0,NEPONSIT,2.0,,1.0,11.0,16.0,10.0,0.0,ROCKAWAY MUSIC AND ARTS COUNCIL INC,1.0,195704.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A26,IN,,AR,A,A26Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.8834540000000001,5602.0,1,B,A26,A26,,,0.0,0.0,36081.0,NY,11694.0,NEPONSIT,A26,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A26,A
60865,237086643,200306,2002,10568468,0,944145,981780,73475,2540729,0,0,7830810,6849030,18399278,13720186,21282225,724982,0,23737563,29458699,5665706,8176474,0,0,0,0,0,0,54650,0,54650,0,0,0,528070,6015118,98305,171697,,16889428,3,9,54650,26087,47388,0,0,0,-37635,0,0,0,626375,0,16889428,3169242,41126,5435519,476569,0,0,0,0,0,18071857,32837455,0,26154148,822577,0,0,59814180,33660032,13695307,837498,209375,59,1.0,29490094135154,2003,N,10036-6413,10036.0,237086643200306,2370866432003,6,59.0,0.0,0.0,311 W 43RD ST 8TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,MANHATTAN THEATER CLUB INC,1.0,197012.0,,NY,RTF03PC,,,,,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.35937199999999997,5602.0,1,A,A65,A65,,,-73.98957,40.75802,36061.0,NY,10036.0,NEW YORK,A65,,1600310.0,3a,2003.0,0.0,3a,2003.0,7672309.0,3a,2003.0,3050410.0,3a,2003.0,11919814.0,3a,2003.0,1690002.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,8968058.0,3a,2003.0,3181108.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,10436835.0,3a,2003.0,1880106.0,3a,2003.0,464002.0,3a,2003.0,A65,A
60998,237088677,200212,2002,273533,0,1356502,2002886,59059,130313,0,0,1669016,-333870,1942549,1422093,4702900,45833,0,6816730,5355462,34798,652562,0,0,0,0,0,0,0,0,0,0,0,0,22200,231255,0,0,,-82537,3,7,0,2678,56381,0,0,0,-646384,0,0,0,22200,0,-82537,-1504630,-574402,44689,7112,0,0,0,0,0,6781932,1118841,0,0,1881468,0,0,3000309,3000309,0,0,0,119,1.0,29490354238193,2002,N,10170-0002,10170.0,237088677200212,2370886772002,12,119.0,0.0,0.0,420 LEXINGTON AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,VERSAILLES FOUNDATION INC,1.0,197111.0,,NY,RTF03PC,5.0,0.0,4.0,4.0,A,A80,IN,,AR,A,A82Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.583338,5602.0,1,A,A80,A80,,,-73.97807,40.74961,36061.0,NY,10170.0,NEW YORK,A80,,0.0,3a,2002.0,0.0,3a,2002.0,4702900.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,273533.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,604507.0,3a,2002.0,4092747.0,3a,2002.0,332804.0,3a,2002.0,A80,A
61165,237092561,200306,2002,4000,0,0,0,53,0,9244,397,58838,18253,62838,35608,3526,0,0,29949,7525,13068,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,19668,0,0,,22253,3,7,0,0,0,0,0,53,0,29476,31341,-1865,0,9641,22253,-13355,0,0,0,0,0,0,0,0,16881,193220,0,482873,2785,0,0,678878,196005,0,0,0,59,1.0,29409003051074,2003,N,10014-3654,10014.0,237092561200306,2370925612003,6,59.0,0.0,0.0,112 CHARLTON ST STE 1N,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,ZENA ROMMETT DANCE ASSOCIATION LTD,1.0,197101.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,A62Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.265876,5602.0,1,A,A62,A62,,,-74.00650999999999,40.72743,36061.0,NY,10014.0,NEW YORK,A62,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A62,A
