,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,STYEAR,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
9826,1,6,1,134003739,200012,2000,200130,29409174120231,J039,N,Y,0,1,2000,1,3,3,0,0,23501,0,0,0,0,0,0,18603,18603,42104,17208,36092,0,0,17168,36092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5972,0,12191,440,0,N,0,0,0,0,0,0,0,0,0,18163,0,36132,18924,0,0,0,0,0,0,0,0,17168,0,0,0,0,0,0,0,0,0,0,0,10016.0,NATIONAL RESUME WRITERS ASSOCIATION LTD,% GILBERT CAREER RESUMES LTD,275 MADISON AVE STE 1416,NEW YORK,NY,10016-1101,0.0,3.0,2.0,199912.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.50058,C,2000,Z99,C,,36061.0,NY,10016.0,NEW YORK,1340037392000,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
9851,1,3,1,134020296,200003,2000,200112,29409006158371,,N,Y,0,40,1999,1,2,3,0,23199,0,0,0,0,0,14561,832,15523,962,38722,7917,18833,0,0,2811,18920,222,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,9,N,0,0,0,0,0,0,0,0,0,0,15393,24161,16244,0,0,0,0,0,0,0,0,2589,0,0,0,0,0,0,0,0,0,0,0,10065.0,MUAE PUBLISHING,SUNYOUNG LEE,167 E 67TH ST APT 10B,NEW YORK,NY,10065-5918,0.0,3.0,1.0,200201.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,3,,36061.0,,,A33,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.8322700000000001,C,1999,A33,C,,,,,,1340202962000,A33,A,PC,O,AR,A,OUT,S,A33,A,511100.0
9882,1,4,1,134051160,200101,2001,200132,29409202003261,A99,N,Y,0,1,2000,1,2,3,0,15000,0,0,0,15,0,0,0,58001,58001,73001,80289,-13095,0,0,34193,10905,40000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,57986,0,0,0,N,0,0,0,0,15,0,0,0,0,0,0,73001,-7288,0,0,0,0,0,0,0,0,-5807,0,0,0,0,0,0,0,0,0,0,0,10016.0,MISS ASIA INTERNATIONAL LTD,% MALINA YUNG,112 E 31ST ST 1ST FL,NEW YORK,NY,10016-6809,0.0,3.0,3.0,199909.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,1,,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.64584,C,2000,A99,C,,36061.0,NY,10016.0,NEW YORK,1340511602001,B82,C,PC,O,AR,A,IN,,A99,A,710000.0
10072,1,6,1,135546742,200012,2000,200132,29490188287091,,N,Y,0,1,2000,1,4,4,92,0,178985,0,0,5136,0,0,0,243011,243011,421996,215421,231582,0,0,202666,231582,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,175488,0,6629,55758,0,N,5136,0,0,0,0,0,0,0,0,182117,0,246508,31087,0,77475,7327,0,0,0,0,0,200495,0,0,0,0,0,0,0,0,0,0,0,10017.0,MYSTERY WRITERS OF AMERICA INC,,17 E 47TH ST 6 FLR,NEW YORK,NY,10017-1920,0.0,3.0,3.0,0.0,2.0,0.0,92.0,120.0,123.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.50634,,2000,Z99,C,,36061.0,NY,10017.0,NEW YORK,1355467422000,A0370,A,PC,O,AR,A,IN,,A0370,A,813920.0
10128,1,6,1,135582856,200006,2000,200116,29490090055081,,N,Y,0,1,1999,1,5,6,920,0,640371,0,0,17915,0,0,0,1279268,1279268,1919639,1824707,365417,0,0,622447,732776,351962,367359,0,0,0,0,0,0,0,0,0,0,0,0,0,1261353,0,0,0,Y,17915,0,0,0,0,0,0,0,0,0,0,1919639,94932,0,0,0,0,0,56208,35330,0,270485,0,0,0,0,0,0,0,0,0,0,0,10001.0,AGA ASSOCIATION OF THE GRAPHIC ARTS,,330 SEVENTH AVE 9TH FLR,NEW YORK,NY,10001-0000,0.0,3.0,2.0,193903.0,2.0,0.0,920.0,59.0,566.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.3034,,1999,Z99,C,,36061.0,NY,10001.0,NEW YORK,1355828562000,A0330,A,PC,O,AR,A,IN,,A0330,A,813920.0
10168,1,6,1,135614237,200012,2000,200139,29490244151431,,N,Y,0,1,2000,1,3,3,65,1223,20074,0,0,1685,0,665,1468,12694,12029,33991,32491,32287,0,0,31513,32287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8515,0,361,0,N,0,1685,0,0,0,0,0,0,0,0,2133,33326,835,-62,0,0,0,0,0,0,0,31513,0,0,0,0,0,0,0,0,0,0,0,10003.0,AMERICAN ARTIST PROFESSIONAL LEAGUE INC,% SALMAGUNDI CLUB,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,1.0,2.0,195503.0,2.0,0.0,65.0,207.0,119.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.73387,,2000,Z99,C,,36061.0,NY,10003.0,NEW YORK,1356142372000,N80,A,PC,O,AR,A,IN,,N80,N,711211.0
10214,1,6,1,135651681,200012,2000,200139,29409258005341,,N,Y,0,1,2000,1,1,3,120,0,29686,0,0,27,0,0,0,5976,5976,35662,69944,6493,0,0,40775,6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,N,0,0,0,0,27,0,0,0,0,0,0,35662,-34282,0,0,0,0,0,0,0,0,40775,0,0,0,0,0,0,0,0,0,0,0,10017.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,,355 LEXINGTON AVE 17TH FLOOR,NEW YORK,NY,10017-6672,0.0,1.0,2.0,195909.0,2.0,0.0,120.0,328.0,279.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.2868,,2000,Z99,C,,36061.0,NY,10017.0,NEW YORK,1356516812000,A01,C,PC,O,AR,A,IN,,A01,A,813319.0
10223,1,6,1,135658426,200012,2000,200149,29490321102131,A24Z,N,Y,0,1,2000,1,5,6,200,0,318605,0,0,48569,0,0,0,755937,755937,1074542,971754,691974,136847,0,799463,861404,210277,169430,0,0,0,0,0,0,0,0,0,0,0,0,0,707368,0,0,0,N,48569,0,0,0,0,0,0,0,0,0,0,1074542,102788,0,130603,23564,0,0,0,0,0,589186,0,0,0,0,0,0,0,0,0,0,0,10018.0,HOME SEWING ASSOCIATION INC,,1350 BROADWAY,NEW YORK,NY,10018-7802,0.0,3.0,2.0,197811.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.72938,N,2000,A20,A,,36061.0,NY,10018.0,NEW YORK,1356584262000,A20,A,PC,O,AR,A,IN,,A20,A,710000.0
10358,1,6,1,136122376,200001,2000,200105,29490008173171,,N,Y,0,1,1999,1,4,4,200,285,7690,0,0,9594,0,0,0,357784,357784,365759,66006,296750,0,0,435351,428195,159590,131445,0,0,0,0,0,0,0,0,0,0,0,0,278764,2170,66986,270,0,N,9594,0,0,0,0,0,0,0,0,345750,0,86995,20989,0,9940,761,0,0,0,0,0,275761,0,0,0,0,0,0,0,0,0,0,0,10001.0,NEW YORK FINANCIAL WRITERS ASSOCIATION INC,,PO BOX 20281,NEW YORK,NY,10001-0003,0.0,1.0,2.0,197901.0,2.0,0.0,200.0,205.0,0.0,1.0,13.0,0.0,10.0,1,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.38094,,1999,Z99,C,,36061.0,NY,10001.0,NEW YORK,1361223762000,A70,A,PC,O,AR,A,IN,,A70,A,710000.0
10416,1,6,1,136149730,200010,2000,200135,29490223214061,,N,Y,0,1,1999,1,6,5,119,0,160950,0,0,57777,0,0,0,372663,372663,533613,582590,1135889,0,0,1534866,1485889,350000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,314886,0,0,0,N,57777,0,0,0,0,0,0,0,0,0,0,533613,-48977,0,262551,20085,0,0,0,0,0,1184866,0,0,0,0,0,0,0,0,0,0,0,10022.0,ART DEALERS ASSOCIATION OF AMERICA INC,,575 MADISON AVE 16TH FL,NEW YORK,NY,10022-2511,0.0,3.0,2.0,196307.0,2.0,0.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,10,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.21015,,1999,Z99,B,,36061.0,NY,10022.0,NEW YORK,1361497302000,A03,A,PC,O,AR,A,IN,,A03,A,813920.0
15942,1,4,1,222924636,200004,2000,200117,29409034003311,,N,Y,0,1,1999,1,2,3,119,0,19970,0,0,0,0,0,0,76767,76767,96737,37342,24085,0,0,27470,24085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62780,2835,11152,0,0,N,0,0,0,0,0,0,0,0,0,73932,0,33957,-3385,0,0,0,0,0,0,0,0,27470,0,0,0,0,0,0,0,0,0,0,0,10008.0,LINKS INC,ANNA MARIA BISHOP-HARRIS,PO BOX 2243,NEW YORK,NY,10008-2243,1520.0,9.0,3.0,196112.0,2.0,0.0,119.0,40.0,279.0,1.0,13.0,0.0,10.0,4,METRO MANHATTAN LINKS INC,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.51602,,1999,Z99,C,,36061.0,NY,10008.0,NEW YORK,2229246362000,A99,C,PC,O,AR,A,IN,,A99,A,710000.0
16202,1,6,1,223075802,200012,2000,200138,29490251015161,,N,Y,0,1,2000,1,4,5,123,0,95400,0,0,45,0,0,0,620593,620593,715993,662122,160952,0,0,107081,160952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613677,0,6871,0,N,45,0,0,0,0,0,0,0,0,0,0,715993,53871,0,0,0,0,0,0,0,0,107081,0,0,0,0,0,0,0,0,0,0,0,10163.0,7 X 24 EXCHANGE INC,,PO BOX 3697,NEW YORK,NY,10163-3697,0.0,3.0,2.0,199201.0,2.0,0.0,123.0,200.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.84719,,2000,Z99,C,,36061.0,NY,10163.0,NEW YORK,2230758022000,A70,C,PC,O,AR,A,IN,,A70,A,710000.0
24595,1,6,1,237164969,200106,2001,200149,29490321073181,,N,Y,0,1,2000,1,4,5,920,62500,486870,29461,0,16144,0,24990,-10608,155427,130437,704797,667666,321342,115315,0,393292,336001,57411,14659,321342,0,0,0,0,0,0,0,0,0,0,0,0,95440,0,0,0,N,16144,0,0,0,0,29461,0,0,0,0,14382,679807,12141,-26680,142473,18325,0,0,0,0,335881,335881,0,0,0,0,0,0,0,0,0,0,0,10021.0,ASSOCIATION OF ART MUSEUM DIRECTORS,,41 E 65TH ST,NEW YORK,NY,10021-6508,0.0,3.0,2.0,197203.0,2.0,0.0,920.0,59.0,119.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6481,,2000,Z99,C,,36061.0,NY,10021.0,NEW YORK,2371649692001,A50,A,PC,O,AR,A,IN,,A0351,A,813920.0
26923,1,5,1,237323039,200106,2001,200141,29409265069131,A63Z,N,Y,0,1,2000,1,1,3,119,20400,0,0,0,0,0,0,0,4682,4682,25082,26127,6155,0,0,7200,6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,0,56,0,N,0,0,0,0,0,0,0,0,0,0,0,25082,-1045,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,10012.0,KATHRYN POSIN DANCE FOUNDATION INC,% TREAS,20 BOND ST,NEW YORK,NY,10012-2406,0.0,3.0,1.0,197310.0,1.0,16.0,119.0,59.0,0.0,1.0,13.0,0.0,10.0,6,,36061.0,5602.0,5600.0,A63,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.54178,N,2000,A63,A,,36061.0,NY,10012.0,NEW YORK,2373230392001,A63,A,PC,O,AR,A,IN,,A63,A,711120.0
27552,1,6,1,237364191,200012,2000,200135,29490216016451,,N,Y,0,1,2000,1,4,4,126,0,363675,0,0,11705,0,0,0,11705,11705,375380,233957,399282,0,0,257859,399282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,11705,0,0,0,0,0,0,0,0,0,0,375380,141423,0,0,0,0,0,0,0,0,257859,0,0,0,0,0,0,0,0,0,0,0,11354.0,STRUCTURAL STEEL PAINTING PROMOTION AND SAFETY FUND,G CAMPBELL,31 40 COLLEGE POINT BLVD,FLUSHING,NY,11354-2527,0.0,3.0,1.0,199610.0,2.0,0.0,126.0,0.0,0.0,2.0,11.0,0.0,10.0,12,NEW YORK STRUCTURAL STEEL PAINTING,36081.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.031760000000000004,,2000,Z99,C,,36081.0,NY,11354.0,FLUSHING,2373641912000,E70,A,PC,O,AR,A,IN,,S41,S,813910.0
28302,1,6,1,237411166,200012,2000,200136,29490181143231,,N,Y,0,1,2000,1,4,4,200,12000,300484,0,0,27029,0,0,0,27029,27029,339513,495338,-88389,0,0,614202,451655,546764,540044,-88389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,27029,0,0,0,0,0,0,0,0,0,0,339513,-155825,-2,193451,11239,0,0,0,0,67438,67438,0,0,0,0,0,0,0,0,0,0,0,10170.0,LIBERIAN SHIPOWNERS COUNCIL LTD,,420 LEXINGTON AVE 2656,NEW YORK,NY,10170-2656,0.0,3.0,2.0,197612.0,2.0,0.0,200.0,914.0,480.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.18565,,2000,Z99,C,,36061.0,NY,10170.0,NEW YORK,2374111662000,A23,A,PC,O,AR,A,IN,,A23,A,710000.0
36122,1,6,1,330274349,200012,2000,200119,29490111035271,,N,Y,0,1,2000,1,4,5,200,0,245998,0,0,67587,0,0,0,557736,557736,803734,731669,372406,0,0,301046,372406,705,0,372406,0,0,0,0,0,0,0,0,0,0,0,0,490149,0,0,0,Y,21367,0,0,0,46220,0,0,0,0,0,0,803734,72065,0,0,0,0,0,0,0,300341,300341,0,0,0,0,0,0,0,0,0,0,0,10001.0,THEATRICAL DEALERS ASSOCIATION,,875 SIXTH AVE STE 2302,NEW YORK,NY,10001-3507,0.0,3.0,1.0,198809.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.51889,,2000,Z99,C,,36061.0,NY,10001.0,NEW YORK,3302743492000,A65,B,PC,O,AR,A,IN,,A65,A,711110.0
42829,1,6,1,356048417,200012,2000,200124,29490139176101,,N,Y,0,1,2000,1,4,4,65,117409,47250,0,0,13300,0,0,0,13300,13300,177959,119591,208345,0,0,276370,241340,126393,32995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,13300,0,0,0,0,0,0,0,0,0,0,177959,58368,0,0,0,0,0,0,0,0,149977,0,0,0,0,0,0,0,0,0,0,0,10010.0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,,38 W 21ST ST 5TH FLR,NEW YORK,NY,10010-6906,0.0,1.0,2.0,193505.0,2.0,0.0,65.0,207.0,200.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6121300000000001,,2000,Z99,C,,36061.0,NY,10010.0,NEW YORK,3560484172000,A6C,A,PC,O,AR,A,IN,,A6C,A,711130.0
47109,1,6,1,366126873,200012,2000,200128,29409160043331,,N,Y,0,1,2000,1,3,3,200,0,65350,0,0,3622,0,0,0,13120,13120,78470,60568,75392,0,0,96359,89061,757,13670,0,0,0,0,0,0,0,0,0,0,0,0,38112,4020,-32688,54,0,N,0,0,0,0,3622,0,0,0,0,5424,0,40358,-20210,0,0,0,0,0,0,0,0,95602,0,0,0,0,0,0,0,0,0,0,0,10010.0,MUSIC DISTRIBUTORS ASSOCIATION,,38 44 W 21ST ST,NEW YORK,NY,10010-6906,0.0,3.0,2.0,196512.0,2.0,0.0,200.0,205.0,279.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.8257399999999999,,2000,Z99,C,,36061.0,NY,10010.0,NEW YORK,3661268732000,A68,A,PC,O,AR,A,IN,,A68,A,711130.0
48368,1,6,1,370789523,200012,2000,200147,29490307021171,,N,Y,0,2,2000,1,4,4,59,0,57074,0,0,17769,0,0,0,238016,238016,295090,252090,230008,0,0,191442,233982,4434,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,193389,0,26858,0,N,646,17123,0,0,0,0,0,0,0,0,0,295090,43000,0,33640,3237,0,0,0,0,0,187008,0,0,0,0,0,0,0,0,0,0,0,10010.0,ASSOCIATION FOR BUSINESS COMMUNICATION,% G GOLDBERG,17 LEXINGTON AVE G1326,NEW YORK,NY,10010-5518,0.0,3.0,2.0,195811.0,2.0,0.0,59.0,0.0,0.0,5.0,13.0,0.0,10.0,12,BARUCH COLLEGE CUNY,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.11606,,2000,Z99,C,,36061.0,NY,10010.0,NEW YORK,3707895232000,A30,A,PC,O,AR,A,IN,,A30,A,510000.0
71102,1,6,1,521513915,200012,2000,200117,29490104122031,A33C,N,Y,0,1,2000,1,4,4,205,0,94875,0,0,7685,44018,0,0,37656,37656,132531,126187,131404,0,0,125060,131404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29971,0,0,0,N,7685,0,0,0,0,0,0,0,0,0,0,132531,6344,0,0,0,0,0,0,0,0,125060,0,0,0,0,0,0,0,0,0,0,0,10038.0,PRINTING INDUSTRY CREDIT EXECUTIVES INC,,150 BROADWAY STE 1113,NEW YORK,NY,10038-4302,0.0,3.0,2.0,198707.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7347100000000001,N,2000,A03,A,,36061.0,NY,10038.0,NEW YORK,5215139152000,A0333,A,PC,O,AR,A,IN,,A0333,A,813920.0
71839,1,6,1,521902671,200006,2000,200106,29490020198261,,N,Y,0,1,1999,1,4,4,200,0,43684,0,0,13301,0,0,0,357278,357278,400962,99783,364028,0,0,262966,364028,0,0,364028,0,0,0,0,0,0,0,0,0,0,0,200117,0,129660,14200,0,Y,13301,0,0,0,0,0,0,0,0,329777,0,200845,101062,0,0,0,0,0,0,0,262966,262966,0,0,0,0,0,0,0,0,0,0,0,10017.0,BRITISH-AMERICAN BUSINESS COUNCIL,% T R MURPHY GEN COUNSEL,52 VANDERBILT AVE 20TH FLR,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199608.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,36061,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.1901,,1999,Z99,C,,36061.0,NY,10017.0,NEW YORK,5219026712000,A23,A,PC,O,AR,A,IN,,A23,A,710000.0
74831,1,6,1,541585995,200012,2000,200135,29409160000021,A33C,N,Y,0,1,2000,1,1,3,229,195,20720,0,0,0,0,0,0,57843,57843,78758,73718,5448,0,0,409,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57842,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,78758,5039,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,10003.0,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,,111 E 14TH ST STE 157,NEW YORK,NY,10003-4103,0.0,3.0,1.0,199108.0,2.0,0.0,229.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.25046,N,2000,A03,A,,36061.0,NY,10003.0,NEW YORK,5415859952000,A03,A,PC,O,AR,A,IN,,A03,A,813920.0
119907,1,6,1,952786905,200012,2000,200141,29490265147291,,N,Y,0,1,2000,1,4,4,919,0,30708,75000,77323,28191,0,0,0,362683,285360,393391,323550,491216,0,0,498698,491216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259492,0,0,0,N,23063,5128,0,0,0,-2323,0,0,0,0,0,316068,-7482,0,6000,0,0,0,0,0,0,498698,0,0,0,0,0,0,0,0,0,0,0,10019.0,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,,244 W 49TH ST STE 200,NEW YORK,NY,10019-7411,0.0,3.0,2.0,197306.0,2.0,0.0,919.0,205.0,0.0,1.0,13.0,0.0,10.0,12,,36061,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.3379,,2000,Z99,C,,36061.0,NY,10019.0,NEW YORK,9527869052000,A65,B,PC,O,AR,A,IN,,A65,A,711110.0
