,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,PF23,PF24,PF25,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
5310,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133314180,1990,1989,123,0,0,0,0,0,0,14019,0,0,14019,8298,5721,0,519,0,6240,19973,0,0,0,0,0,19973,0,8345,ASSOC BLACK WOMEN IN HIGHER EDUC,NEW YORK,NY,10025-7822,Z,Z99,0.367647,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,8708.0,199006,199006,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,2910 BROADWAY CMR BOX 6,3.0,0.0,1000.0,% DR PATRICIA M CAREY,1.0,13.0,1.0,0.0,1.0,INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
5338,3,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,133317928,1991,1990,91,0,1170,0,1000904,0,0,26439,5500,243688,1028513,1657952,-629439,1654526,1170,12,27609,43891216,0,257134,0,257134,11393425,43891216,0,2926,IAN WOODNER FAMILY COLLECTION,NEW YORK,NY,10151-0099,Z,Z99,0.179024,36061.0,10151.0,10151.0,5602.0,5600.0,36061.0,3.0,,198605.0,199106,199106,NY,10151.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,745 FIFTH AVE,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
5382,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133321549,1990,1990,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMER FRIENDS NAT GALLERY LONDON,NEW YORK,NY,10021-4335,A,A50,0.240193,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,17.0,,198602.0,199012,199012,NY,10021.0,NEW YORK,PC,O,AR,A,IN,,12,0.0,0.0,165 E 72ND ST 1B,3.0,0.0,1000.0,% SLOANE & HINSHAW,1.0,13.0,10.0,0.0,1.0,C,A,AR,AR,AR,3.0,,,,,,,A1150,A,,
5398,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133327907,1991,1991,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J MICHAEL BLOOM THEATRE FUNDATION,NEW YORK,NY,10003-1683,Z,Z99,0.6904279999999999,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,198605.0,199112,199112,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,233 PARK AVE S FLOOR 10,3.0,0.0,1000.0,% J MICHAEL BLOOM LTD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
5400,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133328723,1991,1990,602,0,20140,189843,0,0,0,4774,15000,0,214757,49685,165072,13237,192705,3854,0,2710818,2542908,0,0,2542908,19339,2778625,0,131491,MEX AM CULTURAL FND,NEW YORK,NY,10022-1010,Z,Z99,0.855043,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,198610.0,199109,199109,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,600.0,603.0,645 MADISON AVE,3.0,0.0,1000.0,GRANT HERRMANN SCHWARTZ & KLINGER,1.0,13.0,1.0,0.0,1.0,SCHWARTZ & KLINGER,Z,UN,UN,OT,3.0,,,,,,,A1220,A,,
5445,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133347068,1991,1991,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFRICAN AMER DEV,NEW YORK,NY,10169-0510,Z,Z99,0.510667,36061.0,10169.0,10169.0,5602.0,5600.0,36061.0,,,,199112,199112,NY,10169.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,
5447,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133347776,1991,1991,120,16200,27615,0,0,0,0,0,0,0,43815,10269,33546,8553,27615,552,27615,287395,0,0,0,0,71811,287395,0,9352,BURLINGTON MAGAZINE FND,NEW YORK,NY,10004-2400,Z,Z99,0.9401379999999999,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,198609.0,199112,199112,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,250 PARK AVE,3.0,0.0,1000.0,SULLIVAN AND CROMWELL,1.0,13.0,1.0,0.0,1.0,N & CROMWELL,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
5471,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133354167,1991,1991,602,700000,12072,0,0,0,0,0,3429,0,712072,13076,698996,11326,11022,110,0,981500,0,0,0,0,0,981500,0,13142,GREENWICH COLLECTION,NEW YORK,NY,10012-5902,Z,Z99,0.651972,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198703.0,199112,199112,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,435 W BROADWAY,3.0,0.0,1000.0,% CHADBOURNE & PARKE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
5506,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133367820,1991,1991,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATW COMMUNICATIONS,NEW YORK,NY,10003-7118,Z,Z99,0.8797729999999999,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,8702.0,199112,199112,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,36 COOPER SQUARE ROOM 7F,3.0,,1000.0,,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
5745,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133398045,1991,1991,602,600000,0,99857,0,0,0,0,0,597256,699857,629512,70345,597256,699857,13997,99857,1603584,0,0,0,0,126000,1603584,93224,85061,ABBY & MITCH LEIGH FND,NEW YORK,NY,10021-4951,Z,Z99,0.584922,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198705.0,199112,199112,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,880 FIFTH AVENUE,3.0,0.0,1000.0,% MITCH & MRS LEIGH,1.0,13.0,1.0,0.0,1.0,LEIGH ABBY AND MITCH TRUSTEES,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
5770,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133404008,1991,1991,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS THYSSEN BORNEMISZA ART COLLECTIONS,NEW YORK,NY,10005-1401,Z,Z99,0.825268,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,8707.0,199112,199112,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1 CHASE MANHATTAN PLZ,3.0,,1000.0,% MILBANK TWEED HADLEY & MCCLOY,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A1140,A,,
5780,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133406046,1990,1990,0,20000,0,0,0,0,0,0,0,24250,20000,25747,-5747,25636,0,0,0,5505,0,0,0,0,0,5604,0,418,FRANCIS J GREENBURGER FOUNDATION INC,NEW YORK,NY,10003-4301,Z,Z99,0.9413040000000001,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,200106.0,199012,199012,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,55 FIFTH AVE,3.0,0.0,1.0,TEI,1.0,1.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
5799,3,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,133410749,1991,1990,119,77944940,1373317,475449,342401,0,0,0,365321,6804117,80136107,9042882,71093225,6159454,1445977,28920,0,103283410,14397659,0,4051040,18448699,4065478,103334511,0,4195241,ANDY WARHOL FND VISUAL ARTS,NEW YORK,NY,10012-0000,Z,Z99,0.446024,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198801.0,199104,199104,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,4,91.0,0.0,65 BLEEKER ST 7TH FLR,3.0,0.0,1000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
5959,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133458208,1991,1990,0,0,1136193,0,174484,0,0,0,0,575000,1310677,634564,676113,575000,1263859,12639,1253433,13533114,0,0,0,0,1189474,13947475,0,655010,DAHESH MUS,NEW YORK,NY,10017-1024,Z,Z99,0.6377510000000001,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,3.0,,198807.0,199105,199105,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,601 5TH AVENUE 2ND FLOOR,3.0,0.0,5000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
5975,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133465520,1991,1991,602,0,0,0,0,0,0,0,0,210,0,210,-210,0,0,0,0,9665,0,0,0,0,0,9665,486,486,SOUTHERN AFRICAN ADVANCED EDUC & TRAINI,NEW YORK,NY,10112-0002,Z,Z99,0.176203,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,8810.0,199112,199112,NY,10112.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,30 ROCKEFELLER PLAZA ROOM 3500,3.0,,2000.0,,,,,,,NG PROJECT,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
6022,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133483365,1991,1991,602,1600,0,0,0,0,0,0,0,325,1600,1545,55,325,0,0,0,3500,0,0,0,0,0,3500,0,147,ANTONIA MASTROCRISTINO SIRENA CULTURAL FND,NEW YORK,NY,10028-0135,Z,Z99,0.602607,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,,,,199112,199112,NY,10028.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1220,A,,
6121,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133525999,1991,1991,200,0,245,0,0,0,0,0,0,0,245,200,45,35,180,4,0,348331,0,0,50212,50212,0,363623,83,2948,RALPH C MARCOVE INTL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN,NEW YORK,NY,10021-4871,Z,Z99,0.566983,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198304.0,199112,199112,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,517 E 71ST ST,3.0,0.0,1000.0,MARCOVE,1.0,13.0,1.0,0.0,1.0,CRAFTS FNDTN INC,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6131,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133527874,1992,1991,432,27450,134,0,0,0,0,0,0,0,27584,32799,-5215,32799,134,3,134,680,0,0,0,0,0,680,0,162,FND ETHNIC UNDERSTANDING,NEW YORK,NY,10017-2415,Z,Z99,0.565996,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199010.0,199205,199205,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,17 E 45TH ST,3.0,0.0,1000.0,% C MARTIN GOLDENBERG,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
6170,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133536258,1992,1991,120,117358,0,0,0,0,0,16872,0,9000,134230,129593,4637,129593,0,0,0,5221,0,0,0,0,0,5221,0,143,DANCE INK,NEW YORK,NY,10023-1487,Z,Z99,0.036790300000000005,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199005.0,199207,199207,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,PO BOX 20719 COLUMBUS CIR STA,3.0,0.0,1000.0,% PATRICIA TARR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1261,A,,
6184,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133540880,1991,1990,602,138318,0,0,0,0,0,0,0,0,138318,49026,89292,49036,0,0,0,67093,0,0,0,0,0,67093,0,0,MUS AMER FINANCIAL HISTORY,NEW YORK,NY,10004-1703,Z,Z99,0.153007,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,199201.0,199108,199108,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,26 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
6186,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133541596,1991,1991,561,309095,0,9928,0,0,0,0,0,210277,319023,224091,94932,210277,272000,2720,0,1600172,0,1445709,0,1445709,0,2027428,0,96469,TIERNEY FAMILY FND,NEW YORK,NY,10128-0123,Z,Z99,0.32965700000000003,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,198912.0,199112,199112,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1133 FIFTH AVE,3.0,0.0,1000.0,% PAUL E TIERNEY JR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6272,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133572353,1991,1991,602,139620,437,0,0,0,0,0,0,0,140057,19941,120116,19897,393,8,0,120116,0,0,0,0,0,120116,0,849,NAT VIDEO RESOURCES,NEW YORK,NY,10012-5802,Z,Z99,0.550233,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199010.0,199112,199112,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,73 SPRING ST STE 606,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
6274,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133573140,1991,1991,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,JACK GALEF ARTS FND,NEW YORK,NY,10016-4325,Z,Z99,0.549236,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199205.0,199112,199112,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,914.0,119.0,185 MADISON AVE STE 1600,3.0,0.0,2000.0,% DIAMOND & GOLOMB,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6278,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133574289,1991,1990,90,3100,0,343,0,0,0,0,0,0,3443,0,3443,0,343,7,343,3443,0,0,0,0,0,3443,0,148,MUSIC & DANCE FND,NEW YORK,NY,10016-5010,Z,Z99,0.241344,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199102.0,199106,199106,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,404 PARK AVE SOUTH - STE 700,3.0,0.0,1000.0,% R BELONSKY,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
6285,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133576913,1991,1991,119,0,0,0,0,0,0,0,0,0,0,57180,-57180,57180,0,0,0,4072,0,0,0,0,0,4072,0,1676,ART KALEIDOSCOPE FND,NEW YORK,NY,10122-1899,Z,Z99,0.0386834,36061.0,10122.0,10122.0,5602.0,5600.0,36061.0,3.0,,199205.0,199112,199112,NY,10122.0,NEW YORK,PF,O,UN,Z,IN,,12,91.0,0.0,322 8TH AVE 5TH FL,3.0,0.0,2000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6316,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133591637,1991,1991,90,0,18918,0,0,0,0,21081,0,0,39999,753456,-713457,751149,16866,337,0,75864,0,0,0,0,0,75864,0,16150,ROBERT CRAFT MUSIC FND,NEW YORK,NY,10021-8029,Z,Z99,0.0523789,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199012.0,199112,199112,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,667 MADISON AVE 20TH FLR,3.0,0.0,2000.0,% KELLEY DRYE & WARREN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6322,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133593706,1991,1991,602,100,0,21927,20,0,0,0,0,14000,22047,19605,2442,14000,17440,174,17440,356080,176341,0,0,176341,0,359489,5172,17472,BARBARA & HOWARD WISE ENDOWMENT ARTS,NEW YORK,NY,10011-7802,Z,Z99,0.9986149999999999,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,4.0,,199202.0,199112,199112,NY,10011.0,NEW YORK,PF,O,UN,Z,IN,,12,561.0,0.0,110 W 13TH ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6361,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133609201,1991,1990,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMER NEGRO SPIRITUAL RES FND,NEW YORK,NY,10025-5145,A,A68,0.6274350000000001,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,15.0,,199203.0,199104,199104,NY,10025.0,NEW YORK,PC,O,AR,A,IN,,4,119.0,124.0,168 W 100TH ST 5,3.0,0.0,1000.0,% FRANCOIS CLEMMONS,1.0,13.0,10.0,0.0,1.0,FRANCOIS CLEMMONS ENTERPRISES INC,A,AR,AR,AR,3.0,,,,,,,A1923,A,,
6368,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133614971,1991,1990,123,205000,0,0,0,0,0,0,0,0,205000,12650,192350,12650,0,0,0,192490,0,0,0,0,140,192490,0,866,SOLOW ART & ARCHITECTURE FND,NEW YORK,NY,10019-2600,Z,Z99,0.545493,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,3.0,,199108.0,199111,199111,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,11,124.0,0.0,9 W 57TH ST,3.0,0.0,2000.0,SHELDON H SOLOW,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6388,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133626727,1991,1991,123,60000,66,0,0,0,0,0,0,0,60066,0,60066,0,66,1,66,60066,0,0,0,0,0,60066,0,742,JOHN CONLEY FND ETHICS & PHILOSOPHY IN MEDICINE,STATEN ISLAND,NY,10304-1520,Z,Z99,0.777068,36085.0,10304.0,10304.0,5602.0,5600.0,36085.0,3.0,,199112.0,199112,199112,NY,10304.0,STATEN ISLAND,PF,O,UN,Z,IN,,12,162.0,0.0,211 CENTRAL PK W APT 1F,3.0,0.0,1000.0,% HARRY T FORLENZA TREASURER,1.0,13.0,1.0,0.0,1.0,N MEDICINE INC,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
6483,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,135635801,1990,1990,200,916212,100762,86388,132699,0,0,822070,57500,0,2058131,1865958,192173,1767559,228122,2281,917493,13581620,3937248,0,0,3937248,103445,14099311,0,706747,ADIRONDACK HIST ASSOC,NEW YORK,NY,10022-5802,Z,Z99,0.9600690000000001,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199210.0,199012,199012,NY,10022.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,477 MADISON AVE,3.0,199612.0,1000.0,% YOHALEM GILLMAN & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,
6498,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136000245,1992,1991,119,59500,0,0,0,0,843,0,0,0,60343,56811,3532,56811,0,0,0,5135,0,0,0,0,15000,5135,161,166,BALLET SOC,NEW YORK,NY,10023-3101,Z,Z99,0.92991,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,194710.0,199206,199206,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,6,59.0,927.0,5 W 73RD ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,
6516,3,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136019220,1991,1990,119,186596,4567,6429,0,0,0,2289,30231,12900,199881,212107,-12226,199232,8225,165,10514,204430,98291,0,0,98291,78074,210403,0,7810,POETRY SOC AMERICA,NEW YORK,NY,10003-1705,Z,Z99,0.274503,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,193705.0,199109,199109,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,3000.0,,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A0370,A,,
6561,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136031962,1991,1991,602,0,0,51023,20697,0,0,0,9027,39781,71720,51842,19878,40136,62444,624,53031,565929,0,0,0,0,0,982118,30791,45533,AL CROWLEY TRUST FBO NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,10017-2014,Z,Z99,0.552081,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,197302.0,199112,199112,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,270 PARK AVE 27TH FL,3.0,0.0,1000.0,% CHEMICAL BANK ADMIN SERV DEPT,1.0,13.0,1.0,0.0,2.0,T-15246,Z,UN,UN,OT,3.0,,,,,,,A61,A,,
6650,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136059836,1991,1991,161,16000,975,67340,0,-731,0,0,0,222770,83584,244587,-161003,225151,55337,553,0,798867,209311,237534,248854,695699,0,932188,0,47483,HIST RES FND,NEW YORK,NY,10036-2501,Z,Z99,0.793018,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196204.0,199112,199112,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,180.0,59.0,1185 AVE OF THE AMERICAS,3.0,0.0,2000.0,% ARTHUR ANDERSON,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1282,A,,
6711,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136066265,1991,1991,161,0,838,0,0,0,0,0,0,0,838,2948,-2110,2916,838,17,0,15620,0,0,0,0,0,15620,0,821,COLT ARCHAEOLOGICAL INST,NEW YORK,NY,10178-0037,Z,Z99,0.687203,36061.0,10178.0,10178.0,5602.0,5600.0,36061.0,,,,199112,199112,NY,10178.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,
6715,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136066414,1991,1991,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200,0,10,JOSEPH M MAY MEM ASSOC,NEW YORK,NY,10170-0000,Z,Z99,0.246529,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,4.0,,195508.0,199112,199112,NY,10170.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,420 LEXINGTON AVE RM 2817-20,3.0,0.0,1000.0,% JACOBS EVALL & BLUMENFELD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
6925,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136085361,1991,1990,602,0,0,9777,0,0,0,0,0,360000,9777,360000,-350223,360000,9777,196,9777,254874,0,11228,0,11228,0,406516,0,20106,WARNER COMMUNICATIONS FND,NEW YORK,NY,10020-1401,Z,Z99,0.766038,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,4.0,,6012.0,199105,199105,NY,10020.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,1271 AVE OF THE AMERICAS 41ST FL,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
6971,3,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,136086859,1991,1991,62,55658,2928821,15243115,0,0,0,4104767,204909,32675042,36415024,36203096,211928,34110835,137946803,1379468,0,821550514,70584516,616686809,83453158,770724483,894750,821550514,9486032,33868811,LILA WALLACE READERS DIGEST FND,NEW YORK,NY,10016-5603,Z,Z99,0.6574979999999999,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196004.0,199112,199112,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,2 PARK AVE 23RD FLR,3.0,0.0,1000.0,% CFO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
