,EIN,FisYr,TAXPER,SUBSECCD,ACTIV,P1TOTREV,P2TOTAST,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,ACTIV1,ACTIV2,ACTIV3,RULEDATE,NAME,CITY,STATE,ZIP5,ADDRESS,ZIP,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,P6TEXCTX,CONTACT,GEN,AFCD,CLASSCD,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,FIPS,MSA_NECH,PMSA,RandNum,STYEAR,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,NTEE1,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,NTEECC,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
6036,133182985,1997,199712,3,998,2,1,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,,,,FRIENDS OF CHINESE DERMATOLOGY,NEW YORK,NY,10016,530 FIRST AVE 7J,10016-6402,0,2,0,0,0,0,0,157,157,-155,157,2,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,,,0.0,,,,,12,,,36061.0,5602.0,5600.0,0.913811,1997,NY,10016,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A112,,,,,,,A1123,A
6078,133200329,1998,199801,3,602,4567796,39204684,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,198508.0,LIZ CLAIBORNE & ART ORTENBERG FOUNDATION,NEW YORK,NY,10006,29 BROADWAY ROOM 2900,10006-3201,775000,0,3215021,577775,0,0,65000,2223969,2695569,1872227,2306820,3785381,0,12771328,13316244,12728820,38816392,538532,41151019,0,1937326,0,3792796,0,471600,7415,44100,7415,0,0,0,250546,41151019,0,38666152,75708,0,0,35000,0,0,0,0,0,39336600,1861600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75708,% NATHAN BERKMAN & CO,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,1,,,36061.0,5602.0,5600.0,0.156699,1997,NY,10006,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
6081,133201819,1997,199706,3,119,84419,927513,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,602.0,0.0,198406.0,PERSIAN HERITAGE FOUNDATION,NEW YORK,NY,10027,450 RIVERSIDE DRIVE,10027-6821,0,244,52290,0,0,31885,500,2900,7007,77412,5927,52534,0,0,0,0,0,185994,927513,0,35194,0,52534,0,4107,0,3027,0,0,0,0,897182,927513,0,741519,1051,0,0,0,0,0,0,0,0,899600,34100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.9341879999999999,1996,NY,10027,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
6102,133207388,1997,199708,3,123,96316,811911,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,123.0,0.0,0.0,198408.0,ANTHROPOSOPHICAL SOCIETY IN AMERICA NEW YORK BRANCH INC,NEW YORK,NY,10011,138 W 15TH ST,10011-6702,40290,0,17383,921,9350,28372,0,0,92201,4115,79816,18304,0,0,8800,235363,244163,2742,812312,0,15363,0,18304,55268,92201,0,79816,0,92201,24365,0,77827,812312,0,809169,366,0,0,0,0,0,0,0,0,311900,0,0,0,0,0,0,79816,65804,63386,90239,299245,812312,0,0,0,812312,0,0,0,0,0,10242,0,0,0,10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,,0.0,3.0,2.0,1.0,15.0,1.0,11.0,0.0,10.0,8,,,36061.0,5602.0,5600.0,0.432519,1996,NY,10011,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A70,,,,,,,X99,X
6109,133210017,1998,199806,3,160,0,1301,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,160.0,0.0,0.0,198501.0,PROGRAMMING PLANNING AND PLACEMENT ALTERNATIVES INC,BRONX,NY,10469,999 PELHAM PKY,10469-4905,0,0,0,0,0,0,0,0,60,-60,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,60,0,0,0,0,1301,0,0,1301,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36005.0,5602.0,5600.0,0.8684290000000001,1997,NY,10469,BRONX,PF,O,AR,A,IN,,A,A,AR,AR,AR,A61,,,,,,,A61,A
6131,133224878,1997,199712,3,123,26640,1732,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,123.0,0.0,0.0,199112.0,CHILDRENS MUSIC WORKSHOP INC,NEW YORK,NY,10025,315 RIVERSIDE DRIVE SUITE 7C,10025-4100,24366,67,0,0,0,2207,0,0,31660,-5020,31660,67,0,0,0,0,0,0,1732,0,272,0,67,0,31660,0,31660,0,0,1146,0,0,1732,0,1732,0,0,0,150,0,0,0,0,150,5500,0,272,0,0,0,272,31660,0,0,0,31660,1732,0,0,0,1732,1732,0,0,0,1732,181,0,0,0,181,26573,0,0,0,26573,26573,0,0,0,26573,67,0,0,0,67,0,,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.5829989999999999,1997,NY,10025,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A20,,,,,,,A20,A
6144,133229829,1997,199704,3,46,63042,8940,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,46.0,0.0,0.0,199101.0,KOREAN LANGUAGE & CULTURAL INSTITUTE INC,NEW YORK,NY,10001,246 5TH AVE STE 500,10001-7603,63042,0,0,0,0,0,0,0,69504,-6462,0,0,0,0,0,0,0,4125,8940,0,0,0,0,0,69504,0,0,0,0,7854,0,0,8940,0,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,4,,,36061.0,5602.0,5600.0,0.373202,1996,NY,10001,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
6155,133236892,1997,199706,3,93,567565,1330670,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,93.0,0.0,0.0,198509.0,HARA MUSEUM FUND,NEW YORK,NY,10004,7 HANOVER SQUARE,10004-2616,523683,42310,0,0,0,1572,0,4000,412007,155558,397366,33741,0,0,0,0,0,1000,1330670,0,37265,0,43882,0,408007,10141,393366,10141,0,121053,0,0,1330670,0,1329670,337,0,0,4137,0,0,0,0,3800,756600,36900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,% KO-YUNG TUNG OMELVENY & MYERS,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.6121449999999999,1996,NY,10004,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
6208,133253712,1997,199706,3,995,10381682,10264624,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,995.0,90.0,0.0,198503.0,RADIO DRAMA NETWORK INC,NEW YORK,NY,10024,285 CENTRAL PARK WEST,10024-3006,10000000,6682,0,0,0,0,0,0,215772,10165910,0,6682,0,0,0,0,0,97878,10480131,203557,253133,375000,6682,0,215772,0,0,0,0,480131,0,0,10480130,0,10166746,134,0,0,0,0,0,0,0,0,5139800,208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,% HIMAN BROWN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,198906.0,1.0,6,,,36061.0,5602.0,5600.0,0.0574312,1996,NY,10024,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A34,,,,,,,A34,A
6214,133255361,1998,199806,3,90,131794,19399,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,198504.0,THE LIVING THEATRE INC,NEW YORK,NY,10025,800 W END AVE STE 5A,10025-5467,43973,0,0,0,0,87821,23654,0,127709,4085,0,0,0,0,0,0,0,0,19399,0,855,0,0,87821,127709,0,0,0,127709,19399,0,0,19399,0,19399,0,0,0,0,0,0,0,0,0,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130194,125708,144412,145249,545563,42373,12049,40872,46954,142248,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,2.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.41126599999999996,1997,NY,10025,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
6235,133266152,1997,199702,3,88,0,0,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,88.0,0.0,0.0,198508.0,ACROBRATS INC,NEW YORK,NY,10159,PO BOX 1970,10159-1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEWSON & HABERMAN,0.0,3.0,1.0,1.0,16.0,1.0,13.0,0.0,20.0,2,,,36061.0,5602.0,5600.0,0.057985800000000004,1996,NY,10159,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
6250,133271577,1997,199712,3,561,59513,92689,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,561.0,0.0,0.0,198510.0,ART MATTERS INC,NEW YORK,NY,10113,PO BOX 1815,10113-1815,10940,2850,0,0,0,45723,18578,75300,169531,-110018,162671,0,48573,0,0,0,0,4483,92689,0,3686,0,2850,48573,94231,6860,87371,6860,0,92689,0,0,92689,0,88206,0,0,0,0,0,0,0,0,0,74800,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.05754310000000001,1997,NY,10113,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A99,,,,,,,A99,A
6284,133305823,1998,199804,3,602,297756,1869583,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,198703.0,DOROTHY B MELVILLE TR FOR THE MUSEUMS AT STONY BROOK,NEW YORK,NY,10008,PO BOX 829 CHURCH ST STATION,10008-0829,0,418,95986,201352,0,0,13319,81624,97674,200082,88593,290675,0,0,1855848,0,1855848,0,2140682,0,99357,0,297756,0,16050,707081,6969,7081,0,7671,0,0,2140682,0,1869583,5814,0,0,2675,0,0,0,0,0,2017400,93500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5814,% BANKERS TR CO,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,4,,,36061.0,5602.0,5600.0,0.6890609999999999,1997,NY,10008,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
6319,133317928,1997,199706,3,91,94564,30440430,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,91.0,119.0,0.0,198605.0,IAN WOODNER FAMILY COLLECTION INC,NEW YORK,NY,10151,745 FIFTH AVE,10151-0099,0,624,0,67637,0,26303,0,0,83172,11392,81145,68261,624,0,0,0,0,2010015,16645054,0,1504,0,68261,624,83172,0,81145,0,0,59108,0,0,16645054,0,28430415,1365,0,0,0,0,0,0,94,0,30500,0,624,0,0,1211,1835,81145,117134,119848,4484717,4802844,0,0,0,0,0,0,0,0,0,0,1003,59,28,807,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,,0.0,3.0,2.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.173299,1996,NY,10151,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A51,,,,,,,A99,A
6356,133320806,1997,199712,3,64,31,575,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,64.0,90.0,0.0,199306.0,FUNDACION CULTURA HISPANICA LTD,STATEN ISLAND,NY,10314,125 QUEEN STREET,10314-5350,0,31,0,0,0,0,0,263,2088,-2057,0,31,0,0,0,0,0,0,575,0,0,0,31,0,1825,0,0,0,0,575,0,0,575,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36085.0,5602.0,5600.0,0.0514851,1997,NY,10314,STATEN ISLAND,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
6374,133327907,1997,199712,3,88,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,88.0,602.0,0.0,198605.0,THE J MICHAEL BLOOM THEATRE FUNDATION LTD,NEW YORK,NY,10003,233 PARK AVE S STE 10TH FLR,10003-1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% J MICHAEL BLOOM LTD,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.441096,1997,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
6376,133328723,1997,199709,3,602,144031,2591908,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,602.0,600.0,603.0,198610.0,MEX-AM CULTURAL FOUNDATION INC,NEW YORK,NY,10022,645 MADISON AVE,10022-1010,0,7506,135724,0,0,801,0,140000,224737,-80706,163902,110958,0,1774331,460549,0,2234880,26876,2591908,11636,129674,0,144031,0,84737,33073,23902,33073,0,1094,0,0,2591908,0,2565032,1110,0,0,9293,0,0,0,0,2000,2633000,128600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,% GRANT HERRMANN SCHWARTZ & KLINGER,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,9,,,36061.0,5602.0,5600.0,0.11556400000000001,1996,NY,10022,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1220,A
6377,133329917,1997,199712,3,119,11000,11700,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,198606.0,TREE OF LIFE INC,NEW YORK,NY,10013,81 GRAND ST,10013-2256,11000,0,0,0,0,0,0,0,60,10940,60,0,0,0,0,0,0,1800,11700,0,96,0,0,0,60,0,60,0,0,11700,0,0,11700,0,9900,0,0,0,0,0,0,0,0,0,1900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ERNST NEIZVESTNEY STUDIO,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.714512,1997,NY,10013,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A99,,,,,,,C99,C
6417,133347776,1997,199712,3,120,187978,874082,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120.0,0.0,0.0,198609.0,THE BURLINGTON MAGAZINE FOUNDATION INC C/O SULLIVAN & CROMWELL,NEW YORK,NY,10004,125 BROAD ST 2945,10004-2400,62400,18445,331,106802,0,0,0,0,21257,166721,24317,18776,18776,0,576358,0,576358,5370,874082,0,35125,0,18776,18776,21257,0,24317,0,0,0,0,0,874082,0,868712,376,0,0,163,0,0,0,0,0,713200,0,18776,16622,4672,9550,49620,24317,49269,45545,13417,132548,874082,722281,0,0,1596363,0,0,0,0,0,23417,19979,11205,13587,68188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,SULLIVAN AND CROMWELL,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.39414299999999997,1997,NY,10004,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A33,,,,,,,A33,A
6639,133389923,1997,199710,3,122,3439,285132,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122.0,0.0,0.0,198703.0,THE TEREZIN FOUNDATION INC,NEW YORK,NY,10024,262 CENTRAL PARK WEST,10024-3512,1500,0,0,0,0,1939,0,0,28276,-24837,1134,0,0,0,0,0,0,311668,20823,0,173,0,0,1939,28276,0,1134,0,28276,819,0,0,20823,0,-26536,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,1134,0,0,0,1134,20822,0,0,0,20822,20822,0,0,0,20822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,10,,,36061.0,5602.0,5600.0,0.17604,1996,NY,10024,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
6671,133396112,1997,199712,3,119,10283,4114,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,119.0,149.0,0.0,198704.0,INSTITUTE FOR ICE AGE STUDIES INC,NEW YORK,NY,10003,25 WAVERLY PLACE,10003-6759,10000,63,0,0,0,220,0,500,13788,-3505,13787,62,0,0,0,0,0,0,4114,0,305,0,63,0,13288,0,13287,1,0,0,0,0,4114,0,4114,1,0,0,0,0,0,0,0,0,6200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,3.0,1.0,1.0,4.0,1.0,11.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.459404,1997,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A99,,,,,,,A99,A
6714,133410749,1997,199704,3,119,7361575,110115046,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,119.0,91.0,0.0,198801.0,THE ANDY WARHOL FOUNDATION FOR THE VISUAL ARTS INC,NEW YORK,NY,10012,65 BLEECKER ST 7TH FLR,10012-2420,0,9980,628417,6281715,0,441463,481403,1154488,6548270,813305,6147897,704660,0,0,14469577,0,14469577,1024100,100140677,0,4078582,0,1155530,0,5393782,450870,4868409,450870,0,520542,0,0,100140677,0,109090946,14093,0,0,22000,0,0,0,0,0,82813800,4064500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14093,% GOTTFRIED,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,4,,,36061.0,5602.0,5600.0,0.522655,1996,NY,10012,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
6817,133442712,1996,199612,3,122,89454,10592,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122.0,0.0,0.0,198810.0,OUTSIDE IN JULY INC,NEW YORK,NY,10019,250 W 57TH ST STE 2203,10019-3741,72410,0,0,0,0,17044,0,0,98299,-8845,0,0,0,0,0,0,0,0,10592,0,0,0,0,0,98299,0,0,0,0,10292,0,0,10592,0,10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% J L ROSENHOUSE CPA INC,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,GARRISON,,36061.0,5602.0,5600.0,0.382176,1996,NY,10019,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
6819,133442953,1997,199712,3,121,14731,-1081,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121.0,0.0,0.0,198802.0,VIDEO INFORMATION NETWORK,NEW YORK,NY,10024,257 W 86TH ST APT 5A,10024-3105,14671,60,0,0,0,0,0,0,27759,-13028,0,60,60,0,0,0,0,0,-1081,0,0,0,60,60,27759,0,0,0,0,2944,0,0,-1081,0,-1033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.474152,1997,NY,10024,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
6824,133444907,1998,199803,3,59,72,6833,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,59.0,0.0,0.0,198802.0,CENTER FOR AMERICAN ART INC,NEW YORK,NY,10012,380 W BROADWAY,10012-5115,0,72,0,0,0,0,0,0,65,7,0,7,0,0,0,0,0,0,6833,0,335,0,72,0,65,65,0,65,0,6833,0,0,6823,0,6833,0,0,0,0,0,0,0,0,0,6800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,3,,,36061.0,5602.0,5600.0,0.192186,1997,NY,10012,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A20,,,,,,,A20,A
6837,133447662,1997,199712,3,90,2020,1723,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,119.0,0.0,198808.0,COUNCIL FOR LIVING MUSIC INC,NEW YORK,NY,10036,322 W 48TH ST,10036-1308,2020,0,0,0,0,0,0,0,6559,-4539,6559,0,0,0,0,0,0,0,1,0,90,0,0,0,6559,0,6559,0,0,1723,0,0,1,0,1723,0,0,0,0,0,0,0,0,0,1800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% LOCAL 802 AF OF MUSICIANS LOCAL,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,802,,36061.0,5602.0,5600.0,0.943846,1997,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
6866,133458208,1997,199705,3,0,12912845,31474463,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0.0,0.0,0.0,198807.0,DAHESH MUSEUM INC,NEW YORK,NY,10017,601 FIFTH AVE FIFTH FLOOR,10017-1024,11644980,1251447,12114,0,7491,597,0,0,2059732,10853113,1981340,1155044,1143335,0,1101627,0,1101627,158561,32379137,0,1315242,800,1264158,1272449,2059732,109114,1981340,109114,129114,17933,0,22346616,32379137,0,31315902,11550,0,0,24607,0,25000,0,10,25000,26705400,0,1143335,1030241,798985,794466,3767027,3440548,1903635,750000,700000,6794183,0,0,0,0,0,0,0,0,0,0,876819,686827,563827,529639,2657112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,,0.0,3.0,5.0,1.0,3.0,1.0,13.0,0.0,1.0,5,,,36061.0,5602.0,5600.0,0.00193967,1996,NY,10017,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
6890,133469715,1995,199512,3,90,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,198902.0,HARPSICHORD SOCIETY INC,NEW YORK,NY,10010,22 W 26TH ST,10010-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ANN BURACK-WEISS,0.0,3.0,1000.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.534415,1995,NY,10010,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
