,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDUCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SEC_NAME,ZIP5,ACCPER,ACTIV1,ACTIV2,ACTIV3,MSA_NECH,PMSA,FIPS,RandNum,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,AFCD,ARED,FNDNCD,FRCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
9103,1,6,1,133137480,199912,1999,200038,29490239176260,,N,Y,0,1,1999,1,5,5,200,0,194000,0,0,25868,0,0,0,454006,454006,648006,394002,510570,61359,0,725498,614369,190771,103799,0,0,0,0,0,0,0,0,0,0,0,0,278161,172659,-22682,0,0,Y,25868,0,0,0,0,0,0,0,0,255479,0,369845,-24157,0,124114,14441,0,0,0,0,0,534727,0,0,0,0,0,0,0,0,0,0,0,KNITTED TEXTILE ASSOCIATION,,386 PARK AVE S,NEW YORK,NY,10016-8804,0.0,3.0,2.0,198301.0,2.0,0.0,200.0,229.0,0.0,5.0,13.0,0.0,5.0,5.0,10.0,12.0,614369,648006,,,10016.0,12,200.0,229.0,0.0,5602.0,5600.0,36061.0,0.24231,A01,A,10016.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10016.0,NEW YORK,1331374801999,A40,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A40,A,710000.0
9176,1,6,1,133206933,199912,1999,200026,29409162026110,,N,Y,0,1,1999,1,3,3,200,0,38100,0,0,533,0,0,0,833,833,38933,51965,26629,0,0,39661,26629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,9,N,0,0,0,0,533,0,0,0,0,0,0,38933,-13032,0,0,0,0,0,0,0,0,39661,900,159900,28735,1050,0,0,190871,162136,0,0,0,AMERICAN FEDERATION OF VIOLIN AND BOW MAKERS INC,% JACQUES FRANCAIS,288 RICHMOND TER,STATEN ISLAND,NY,10301-1512,0.0,3.0,1.0,198712.0,2.0,0.0,200.0,205.0,229.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,26629,38933,,,10301.0,12,200.0,205.0,229.0,5602.0,5600.0,36085.0,0.38572,A01,A,10301.0,36085.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,1999,NY,10301.0,STATEN ISLAND,1332069331999,A68,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A68,A,711130.0
9184,1,6,1,133212090,199912,1999,200029,29490183193110,,N,Y,0,1,1999,1,6,6,200,1303401,0,0,0,161171,0,0,0,241502,241502,1544903,1362671,3497048,290250,0,3396701,3523571,81885,26523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80331,0,N,161171,0,0,0,0,0,0,0,0,0,0,1544903,182232,0,113411,20217,0,0,0,0,0,3314816,0,0,0,0,0,0,0,0,0,0,0,TELEVISON MUSIC LICENSE COMMITTEE,,9 E 53RD ST,NEW YORK,NY,10022-4220,0.0,3.0,1.0,198408.0,2.0,0.0,200.0,0.0,0.0,5.0,13.0,0.0,6.0,6.0,10.0,12.0,3523571,1544903,,,10022.0,12,200.0,0.0,0.0,5602.0,5600.0,36061.0,0.39875,A01,A,10022.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10022.0,NEW YORK,1332120901999,A0368,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0368,A,813920.0
9195,1,5,1,133216947,199912,1999,200031,29409197166320,,N,Y,0,1,1999,1,3,3,30,71600,0,0,0,7979,0,0,0,15602,15602,87202,76020,92842,0,0,81660,92842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7623,0,0,7,N,0,0,0,0,7979,0,0,0,0,0,0,87202,11181,0,0,0,0,0,0,0,0,81660,53471,0,10579,12223,0,0,76273,65694,0,0,0,ASSOCIATION FOR THE ADVANCEMENT OF CREATIVE MUSICIANS NYC CHAPTER INC,,PO BOX 187,NEW YORK,NY,10108-0187,0.0,3.0,1.0,198507.0,1.0,15.0,30.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,92842,87202,,,10108.0,12,30.0,0.0,0.0,5602.0,5600.0,36061.0,0.13915999999999998,A60,A,10108.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10108.0,NEW YORK,1332169471999,A0168,A,3.0,0.0,15.0,10.0,PC,O,AR,A,IN,,A0168,A,813319.0
9380,1,5,1,133490112,199912,1999,200024,29490148000010,,N,Y,0,1,1999,1,4,4,263,0,14709,0,0,117128,0,0,0,117128,117128,131837,185635,354099,0,0,407897,354099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,14712,102416,0,0,0,0,0,0,0,0,0,131837,-53798,0,0,0,0,0,0,0,0,407897,0,0,0,0,0,0,0,0,0,0,0,UNION OF NEEDLETRADES INDUSTRIAL & TEXTILE EMPLOYEES,,31 W 15TH ST,NEW YORK,NY,10011-6849,8177.0,9.0,3.0,199802.0,2.0,0.0,263.0,261.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,354099,131837,,NY JT BD COMBINED LOC TR,10011.0,12,263.0,261.0,0.0,5602.0,5600.0,36061.0,0.51045,A40,A,10011.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10011.0,NEW YORK,1334901121999,A40,A,9.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A40,A,710000.0
9537,1,6,1,133642496,199912,1999,200033,29490211256110,,N,Y,0,1,1999,1,3,3,205,0,59000,0,0,601,0,0,0,601,601,59601,75040,27347,0,0,42786,27347,0,0,27347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,601,0,0,0,0,0,0,0,0,0,0,59601,-15439,0,0,0,0,0,0,0,42786,42786,0,0,0,0,0,0,0,0,0,0,0,TEXTILE PRODUCERS AND SUPPLIERS ASSOCIATION INC,% RICHARD S TAFFET,437 MADISON AVE,NEW YORK,NY,10022-7001,0.0,3.0,1.0,199207.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,27347,59601,,,10022.0,12,205.0,0.0,0.0,5602.0,5600.0,36061.0,0.9439299999999999,A01,A,10022.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10022.0,NEW YORK,1336424961999,A40,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A40,A,710000.0
9555,1,6,1,133667013,199906,1999,200003,82490352070069,,N,N,0,1,1998,1,3,3,120,0,27760,0,0,372,0,0,0,26497,26497,54257,28524,28652,0,0,30234,29803,26,1152,0,0,0,0,0,0,0,0,0,0,0,0,27289,0,-1164,0,0,N,0,372,0,0,0,0,0,0,0,26125,0,26968,-1556,0,0,0,0,0,0,0,0,30208,0,0,0,0,0,0,0,0,0,0,0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,588 BROADWAY,NEW YORK,NY,10012-3210,0.0,3.0,1.0,199207.0,2.0,0.0,120.0,200.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,6.0,25703,46215,,,10012.0,6,120.0,200.0,0.0,5602.0,5600.0,36061.0,0.9966299999999999,A33,A,10012.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10012.0,NEW YORK,1336670131999,A33,C,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A33,A,511100.0
9615,1,6,1,133718893,199912,1999,200029,29490183131450,,N,Y,0,1,1999,1,3,3,200,0,45094,0,0,1895,0,0,0,12501,12501,57595,42729,42669,0,0,27803,42669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10606,0,0,0,N,1167,728,0,0,0,0,0,0,0,0,0,57595,14866,0,0,0,0,0,0,0,0,27803,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF AUTHORS REPRESENTATI VES,% CURTIS ASSOCIATES INC,PO BOX 237201,NEW YORK,NY,10023-0033,0.0,3.0,1.0,199407.0,2.0,0.0,200.0,92.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,42669,57595,,,10023.0,12,200.0,92.0,0.0,5602.0,5600.0,36061.0,0.60482,A01,A,10023.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10023.0,NEW YORK,1337188931999,A70,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A70,A,710000.0
9626,1,6,1,133733011,199912,1999,200029,29490183080080,,N,Y,0,1,1999,1,3,3,123,0,27424,0,0,20,0,0,0,23020,23020,50444,36913,29523,0,0,15992,29523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,N,20,0,0,0,0,0,0,0,0,0,0,50444,13531,0,0,0,0,0,0,0,0,15992,0,0,0,0,0,0,0,0,0,0,0,CONTINGENCY PLANNING EXCHANGE INC,,551 5TH AVE STE 3025,NEW YORK,NY,10176-3099,0.0,3.0,2.0,199710.0,2.0,0.0,123.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,29523,50444,,,10176.0,12,123.0,0.0,0.0,5602.0,5600.0,36061.0,0.29538000000000003,A70,A,10176.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10176.0,NEW YORK,1337330111999,S02,B,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,S02,S,541618.0
9690,1,6,1,133783521,199812,1998,200003,82490352036369,,N,Y,0,1,1998,1,4,6,200,0,319487,0,0,1250,0,0,0,729515,729515,1049002,839411,246808,91733,0,152661,246808,0,0,246808,0,0,0,0,5500,0,0,0,0,0,0,115444,389846,156574,66401,0,N,1250,0,0,0,0,0,0,0,0,272018,0,933558,94147,0,200480,26363,0,0,0,0,152661,152661,0,0,0,0,0,0,0,0,0,0,0,NEW YORK NEW MEDIA ASSOCIATION INC,% KAREN PAGE,55 BROAD ST,NEW YORK,NY,10004-2501,0.0,3.0,1.0,199605.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,4.0,6.0,10.0,12.0,246808,1049002,,,10004.0,12,200.0,0.0,0.0,5602.0,5600.0,36061.0,0.179,A01,A,10004.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10004.0,NEW YORK,1337835211998,A30,B,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A30,A,510000.0
9869,1,7,1,133918457,199912,1999,200022,29490134095090,N50,N,Y,0,1,1999,1,1,3,0,0,47540,0,0,0,0,0,0,25445,25445,72985,67826,7650,3425,0,2491,7650,0,0,7650,0,0,0,0,0,0,0,0,0,0,0,0,25445,0,0,9,N,0,0,0,0,0,0,0,0,0,0,0,72985,5159,0,0,0,0,0,0,0,2491,2491,0,103864,106826,0,0,0,210690,103864,0,0,0,NEW YORK ADVERTISING & COMMUNICATIONS NETWORK,OUT PROFESSIONALS,332 BLEECKER ST STE G-12,NEW YORK,NY,10014-2980,0.0,3.0,1.0,200009.0,2.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,3.0,10.0,12.0,7650,72985,,NYACN,10014.0,12,0.0,0.0,0.0,5602.0,5600.0,36061.0,0.79215,A30,A,10014.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10014.0,NEW YORK,1339184571999,A30,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,N50,N,713990.0
9914,1,6,1,133962849,199907,1999,200034,29490218058020,,N,Y,0,1,1998,1,3,3,205,0,44750,0,0,0,2762,0,0,14109,14109,58859,59568,34419,12000,0,35128,34419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14109,9,N,0,0,0,0,0,0,0,0,0,0,0,58859,-709,0,0,0,0,0,0,0,0,35128,0,51302,0,0,0,0,82835,82835,0,0,0,JEANSWEAR COMMUNICATIONS INC,% NORMAN KARR,475 PARK AVENUE SOUTH 9TH FLOOR,NEW YORK,NY,10016-6901,0.0,3.0,1.0,199805.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,7.0,34419,58859,,,10016.0,7,205.0,0.0,0.0,5602.0,5600.0,36061.0,0.73374,A30,A,10016.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10016.0,NEW YORK,1339628491999,A30,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A30,A,510000.0
9967,1,6,1,134003017,199912,1999,200023,29490148041170,A33,N,Y,0,1,1999,1,2,4,0,139115,0,0,0,20,0,0,0,20,20,139135,140384,17764,51976,0,20505,22820,1492,5056,17764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,20,0,0,0,0,0,0,0,0,0,0,139135,-1249,0,0,5256,0,0,0,0,19013,19013,0,0,0,0,0,0,0,0,0,0,0,GERMAN BOOK OFFICE-NEW YORK INC,,1014 FIFTH AVE 4TH FLR,NEW YORK,NY,10028-0104,0.0,3.0,2.0,199910.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,4.0,10.0,12.0,22820,139135,,,10028.0,12,0.0,0.0,0.0,5602.0,5600.0,36061.0,0.8848799999999999,A33,A,10028.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10028.0,NEW YORK,1340030171999,A33,B,3.0,0.0,0.0,20.0,PC,O,AR,A,IN,,A33,A,511100.0
9969,1,6,1,134003739,199912,1999,200042,29409260093440,J039,N,Y,0,1,1999,1,2,3,0,0,19144,0,0,0,0,0,0,24058,24058,43202,12675,17168,0,0,18891,17168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32250,0,-8822,630,0,N,0,0,0,0,0,0,0,0,0,23428,0,10952,-1723,0,0,0,0,0,0,0,0,18891,0,0,0,0,0,0,0,0,0,0,0,NATIONAL RESUME WRITERS ASSOCIATION LTD,% GILBERT CAREER RESUMES LTD,156 FIFTH AVE STE 901,NEW YORK,NY,10010-7002,0.0,3.0,2.0,199912.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,3.0,10.0,12.0,17168,43202,,,10010.0,12,0.0,0.0,0.0,5602.0,5600.0,36061.0,0.59929,A01,A,10010.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10010.0,NEW YORK,1340037391999,A70,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A70,A,710000.0
10024,1,4,1,134051160,200001,2000,200038,29409204046400,A99,N,Y,0,1,1999,1,3,3,0,17825,0,0,0,19,0,0,0,31637,31637,49462,55269,-5807,0,0,0,34193,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,31618,0,0,0,N,0,0,0,0,19,0,0,0,0,0,0,49462,-5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISS ASIA INTERNATIONAL LTD,% MALINA YUNG,112 E 31ST ST 1ST FL,NEW YORK,NY,10016-6809,0.0,3.0,3.0,199909.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,1.0,34193,49462,,,10016.0,1,,,,5602.0,5600.0,36061.0,0.64418,A99,A,10016.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10016.0,NEW YORK,1340511602000,B82,C,,,,,PC,O,AR,A,IN,,A99,A,710000.0
10184,1,6,1,135546742,199912,1999,200037,29490232023030,,N,Y,0,1,1999,1,4,4,92,0,138245,0,0,7059,0,0,0,203253,203253,341498,243444,200495,0,0,332744,202666,1222,2171,0,0,0,0,0,0,0,0,0,0,0,0,229081,0,-78256,45369,0,N,7059,0,0,0,0,0,0,0,0,150825,0,112417,-131027,0,72799,8878,0,0,0,0,0,331522,0,0,0,0,0,0,0,0,0,0,0,MYSTERY WRITERS OF AMERICA INC,,17 E 47TH ST 6 FLR,NEW YORK,NY,10017-1920,0.0,3.0,3.0,0.0,2.0,0.0,92.0,120.0,123.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,202666,341498,,,10017.0,12,92.0,120.0,123.0,5602.0,5600.0,36061.0,0.52042,A70,A,10017.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10017.0,NEW YORK,1355467421999,A0370,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0370,A,813920.0
10286,1,6,1,135614237,199912,1999,200040,29490253011280,,N,Y,0,1,1999,1,3,3,65,930,22735,0,0,1304,0,3808,1239,14752,10944,38417,32228,31512,0,0,30851,31513,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8138,0,263,0,N,0,1304,0,0,0,0,0,0,0,0,5047,34609,2381,498,0,0,0,0,0,0,0,28633,0,0,0,0,0,0,0,0,0,0,0,AMERICAN ARTIST PROFESSIONAL LEAGUE INC,% SALMAGUNDI CLUB,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,1.0,2.0,195503.0,2.0,0.0,65.0,207.0,119.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,31513,38417,,,10003.0,12,65.0,207.0,119.0,5602.0,5600.0,36061.0,0.78966,A01,A,10003.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10003.0,NEW YORK,1356142371999,N80,A,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,N80,N,711211.0
10336,1,6,1,135651681,199912,1999,200040,29490253011160,,N,Y,0,1,1999,1,3,4,120,0,75143,0,0,20,0,0,0,34420,34420,109563,91260,40775,0,0,22472,40775,0,0,40775,0,0,0,0,0,0,0,0,0,0,0,0,34400,0,0,0,N,20,0,0,0,0,0,0,0,0,0,0,109563,18303,0,0,0,0,0,0,0,22472,22472,0,0,0,0,0,0,0,0,0,0,0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,,355 LEXINGTON AVE 17TH FLOOR,NEW YORK,NY,10017-6672,0.0,1.0,2.0,195909.0,2.0,0.0,120.0,328.0,279.0,1.0,13.0,0.0,3.0,4.0,10.0,12.0,40775,109563,,,10017.0,12,120.0,328.0,279.0,5602.0,5600.0,36061.0,0.44127,A33,A,10017.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10017.0,NEW YORK,1356516811999,A01,C,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A01,A,813319.0
10352,1,6,1,135658426,199912,1999,200051,29490330186240,A24Z,N,Y,0,1,1999,1,5,5,200,0,326635,0,0,3751,0,0,0,366530,366530,693165,733672,589186,122036,0,714823,799463,85130,210277,0,0,0,0,0,0,0,0,0,0,0,0,0,362779,0,0,0,N,3751,0,0,0,0,0,0,0,0,0,0,693165,-40507,0,103593,17828,0,0,0,0,0,629693,0,0,0,0,0,0,0,0,0,0,0,HOME SEWING ASSOCIATION INC,,1350 BROADWAY,NEW YORK,NY,10018-7802,0.0,3.0,2.0,197811.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,5.0,5.0,10.0,12.0,799463,693165,,,10018.0,12,200.0,0.0,0.0,5602.0,5600.0,36061.0,0.08462,A20,A,10018.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1999,NY,10018.0,NEW YORK,1356584261999,A20,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A20,A,710000.0
10570,1,6,1,136149730,199910,1999,200043,29490274121410,,N,Y,0,1,1998,1,6,5,119,0,154650,80248,70052,55983,0,0,0,647736,577684,802386,548302,1184866,0,0,1000834,1534866,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,511505,0,0,0,N,55983,0,0,0,0,10196,0,0,0,0,0,732334,184032,0,239691,19855,0,0,0,0,0,1000834,0,0,0,0,0,0,0,0,0,0,0,ART DEALERS ASSOCIATION OF AMERICA INC,,575 MADISON AVE 16TH FLR,NEW YORK,NY,10022-2511,0.0,3.0,2.0,196307.0,2.0,0.0,119.0,0.0,0.0,1.0,13.0,0.0,6.0,5.0,10.0,10.0,1534866,802386,,,10022.0,10,119.0,0.0,0.0,5602.0,5600.0,36061.0,0.64546,A01,A,10022.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1998,NY,10022.0,NEW YORK,1361497301999,A03,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A03,A,813920.0
16016,1,4,1,222805952,199912,1999,200051,29490337133010,,N,Y,0,1,1999,1,5,3,119,41132,0,0,0,27,24463,0,0,27,27,41159,158172,501116,0,0,741751,711454,123622,210338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,27,0,0,0,0,0,0,0,0,0,0,41159,-117013,0,13200,1127,0,0,103000,196000,0,618129,0,0,0,0,0,0,0,0,0,0,0,JAPANESE HERITAGE FOUNDATION INC,,401 FIFTH AVE 2ND FLR,NEW YORK,NY,10016-3317,0.0,3.0,3.0,199001.0,2.0,0.0,119.0,0.0,0.0,1.0,13.0,0.0,5.0,3.0,10.0,12.0,711454,41159,,,10016.0,12,119.0,0.0,0.0,5602.0,5600.0,36061.0,0.75174,A23,A,10016.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1999,NY,10016.0,NEW YORK,2228059521999,A23,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A23,A,710000.0
17361,1,6,1,226067322,199908,1999,200043,29490267085240,A62Z,N,Y,0,1,1998,1,3,3,119,0,7810,0,0,2657,0,0,0,53120,53120,60930,54069,60290,0,0,54529,60790,1100,500,60290,0,0,0,0,0,0,0,0,0,0,0,0,50463,0,0,9,N,2657,0,0,0,0,0,0,0,0,0,0,60930,6861,0,0,0,0,0,0,0,53429,53429,0,41468,106768,8388,0,0,156624,49856,0,0,0,DANCE MASTERS OF AMERICA NEW YORK CITY CHAPTER INC,% ROBERT MANN,PO BOX 610533,BAYSIDE,NY,11361-0533,0.0,3.0,2.0,196406.0,2.0,0.0,119.0,59.0,205.0,1.0,11.0,0.0,3.0,3.0,10.0,8.0,60790,60930,,,11361.0,8,119.0,59.0,205.0,5602.0,5600.0,36081.0,0.87344,A62,A,11361.0,36081.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,1998,NY,11361.0,BAYSIDE,2260673221999,A62,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A62,A,711120.0
19763,1,9,1,232478238,199908,1999,200029,29490183202020,,N,N,0,20,1998,1,4,5,264,0,0,0,0,9540,0,0,0,560461,560461,560461,571473,60004,0,0,85016,174004,14000,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,550921,0,0,0,N,4612,4928,0,0,0,0,0,0,0,0,0,560461,-11012,0,0,0,0,0,0,0,0,71016,0,0,0,0,0,0,0,0,0,0,0,COLUMBIA ARTISTS MANAGEMENT INC,,165 W 57TH ST,NEW YORK,NY,10019-2201,0.0,,1.0,199111.0,2.0,,,,,2.0,13.0,,,,,,0,0,,COLUMBIA ARTISTS MANAGEMENT INC INS,10019.0,8,264.0,265.0,263.0,5602.0,5600.0,36061.0,0.60358,A99,A,10019.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10019.0,NEW YORK,2324782381999,A0240,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0240,A,541618.0
24889,1,6,1,237164969,200006,2000,200051,29490337182060,,N,Y,0,1,1999,1,4,5,920,60000,494600,17876,0,17324,0,12368,-4717,118031,105663,672631,698390,335881,106943,0,424157,393292,27076,57411,335881,0,0,0,0,0,0,0,0,0,0,0,0,75180,0,0,0,N,17324,0,0,0,0,17876,0,0,0,0,7651,660263,-38127,-23073,124433,15892,0,0,0,0,397081,397081,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF ART MUSEUM DIRECTORS,,41 E 65TH ST,NEW YORK,NY,10021-6508,0.0,3.0,2.0,197203.0,2.0,0.0,920.0,59.0,119.0,1.0,13.0,0.0,4.0,5.0,10.0,6.0,393292,672631,,,10021.0,6,920.0,59.0,119.0,5602.0,5600.0,36061.0,0.08499,A01,A,10021.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10021.0,NEW YORK,2371649692000,A50,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0351,A,813920.0
27293,1,5,1,237323039,199906,1999,200017,29409085093370,A63Z,N,N,0,1,1998,1,1,3,119,40371,0,0,0,158,0,0,0,8458,8458,48829,39180,9350,0,0,-299,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300,0,0,9,N,0,0,0,0,158,0,0,0,0,0,0,48829,9649,0,0,0,0,0,0,0,0,-299,123878,0,16620,252,0,0,140750,124130,0,0,0,KATHRYN POSIN DANCE FOUNDATION INC,% TREAS,20 BOND ST,NEW YORK,NY,10012-2406,0.0,3.0,1.0,197310.0,1.0,16.0,119.0,59.0,0.0,1.0,13.0,0.0,1.0,3.0,10.0,6.0,7200,41392,,,10012.0,6,119.0,59.0,0.0,5602.0,5600.0,36061.0,0.68504,A63,A,10012.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1998,NY,10012.0,NEW YORK,2373230391999,A63,A,3.0,0.0,16.0,10.0,PC,O,AR,A,IN,,A63,A,711120.0
