,FILER,CODE990,EIN,styear,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
14618,,1,133347752,1990,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,STATUS LIBERTY SKATING INST AT GATEWAY,STATEN ISLAND,NY,10304-2921,10304.0,36085,A20,A,10304.0,5602.0,5600.0,36085.0,,O,O,0.97995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199012,0,199012,1990,NY,10304.0,STATEN ISLAND,A03,A,12,328.0,0.0,0.0,53 ROCHELLE ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8812.0,,PC,O,AR,A,IN,,A03,A,813920.0
14647,,1,133357729,1990,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,COOPER OPERA WORKS,NEW YORK,NY,10034-3043,10034.0,36061,A6A,A,10034.0,5602.0,5600.0,36061.0,,O,O,0.51025,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199106,0,199106,1991,NY,10034.0,NEW YORK,A6A,A,6,89.0,90.0,0.0,60 COOPER STREET APT 3A,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8611.0,,PC,O,AR,A,IN,,A6A,A,711130.0
14698,,1,133389566,1990,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,HISTORIC DISTRICTS CNCL,NEW YORK,NY,10023-6257,10023.0,36061,A80,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.16665,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,0,199012,1990,NY,10023.0,NEW YORK,A82,B,12,602.0,0.0,0.0,45 W 67TH ST,3.0,199003.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8703.0,,PC,O,AR,A,IN,,A82,A,
14741,990.0,1,133414554,1991,200,653075,0,0,0,34822,0,4013,-1146,45311,41298,698386,669685,762199,32656,0,760312,790978,22801,28779,762199,0,0,0,0,0,0,0,0,0,0,0,0,7622,0,0,6,1,0,N,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061,A30,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.36155,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,694373,199112,1991,NY,10022.0,NEW YORK,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A30,A,510000.0
14822,990.0,1,133449417,1990,0,23025,11865,0,0,394,0,0,0,37956,37956,72846,45649,13084,0,0,6369,21787,6470,8703,0,0,0,0,0,0,0,0,0,0,0,0,14012,7864,0,0,0,1,7,N,ARCHITECTS DESIGNERS PLANNERS SOC RESPON,NY,NY,10010,10010.0,36061,A03,A,10010.0,5602.0,5600.0,36061.0,,U,O,0.8916200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,58834,199012,1990,NY,10010.0,NY,A03,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A03,A,813920.0
14865,990.0,1,133471757,1989,0,650,0,0,0,0,0,0,0,80502,80502,81152,59293,32910,0,0,11050,32910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,N,HIPS ROAD,NEW YORK,NY,10003-6450,10003.0,36061,A12,A,10003.0,5602.0,5600.0,36061.0,,PC,S,0.11955999999999999,,ZB,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,198912,81152,198912,1989,NY,10003.0,NEW YORK,A60,A,12,995.0,90.0,119.0,61 E 8TH ST STE 126,3.0,199612.0,2000.0,S NOLE CPA,1.0,13.0,16.0,10.0,0.0,1.0,9303.0,,PC,S,ZB,A,IN,,A60,A,711100.0
14915,990.0,1,133490112,1991,263,0,41229,0,0,138440,0,0,0,189535,189535,230764,257061,1157415,0,0,1183711,1157415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51094,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.24247,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,230764,199112,1991,NY,10011.0,NYC,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
15058,990.0,1,133544898,1990,0,16677,0,0,0,0,0,2701,4530,33879,31178,50556,47818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26648,0,0,3,1,0,N,TINY MYTHIC THEATRE COMPANY,NEW YORK,NY,10013-1548,10013.0,36061,A65,A,10013.0,5602.0,5600.0,36061.0,,PC,O,0.99698,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,47855,199012,1990,NY,10013.0,NEW YORK,A65,A,12,88.0,0.0,0.0,145 AVE OF THE AMERICAS GROUND FLR,3.0,0.0,2100.0,% KRISTIN MARTING,1.0,13.0,15.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A65,A,711110.0
15080,990.0,1,133550690,1990,0,88988,0,0,0,0,0,0,0,0,0,88988,81259,7729,0,0,0,7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,N,ASSOC HUNGERFORD ARCHIVES,NEW YORK,NY,10128-5272,10128.0,36061,A70,A,10128.0,5602.0,5600.0,36061.0,,PC,O,0.43622,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,88988,199012,1990,NY,10128.0,NEW YORK,A70,A,12,61.0,0.0,0.0,PO BOX 580,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,9005.0,,PC,O,AR,A,IN,,A70,A,710000.0
15081,990.0,1,133550709,1990,40,480835,0,0,0,0,0,0,0,68547,68547,549382,567658,-21433,0,0,0,38747,0,60180,0,0,0,0,0,0,0,0,0,0,0,0,3157,64604,0,0,4,1,7,N,ATLED,ARVERNE,NY,11692-1824,11692.0,36081,A70,A,11692.0,5602.0,5600.0,36081.0,,O,O,0.90614,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36081.0,199012,546225,199012,1990,NY,11692.0,ARVERNE,P33,A,12,40.0,0.0,0.0,148 BEACH 59TH ST,3.0,0.0,1000.0,GAIL LAWRENCE,1.0,11.0,15.0,10.0,0.0,1.0,9106.0,LUCILLE ROSE DCC,PC,O,AR,A,IN,,P33,P,624410.0
15083,990.0,1,133551716,1991,123,495,0,0,0,1038,0,1206,1028,41770,40564,42265,36146,25273,25727,0,20360,25273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38498,0,0,5,1,9,N,ARTS CRAFTS & THEATRE SAFETY,NEW YORK,NY,10012-2586,10012.0,36061,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.39165,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199112,41059,199112,1991,NY,10012.0,NEW YORK,A65,A,12,123.0,0.0,0.0,181 THOMPSON ST APT 23,3.0,0.0,1000.0,% ROSSOL,1.0,13.0,16.0,10.0,0.0,1.0,9310.0,,PC,O,AR,A,IN,,A65,A,711110.0
15094,990.0,1,133553683,1990,0,400000,0,0,0,554,0,0,0,554,554,400554,400022,532,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,OPERA DE PARIS FND,NEW YORK,NY,10022-4611,10022.0,36061,A99,A,10022.0,5602.0,5600.0,36061.0,,PF,O,0.66298,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,400554,199012,1990,NY,10022.0,NEW YORK,A6A,A,12,90.0,0.0,0.0,153 E 53RD ST,3.0,0.0,1000.0,% WILLKIE FARR & GALLAGHER,1.0,13.0,4.0,1.0,0.0,1.0,9004.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15111,,1,133560519,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,SHANTI CULTURAL DYNAMICS,RIVERDALE,NY,10471-1317,10471.0,36005,A99,A,10471.0,5602.0,5600.0,36005.0,,PC,O,0.56012,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36005.0,199012,0,199012,1990,NY,10471.0,RIVERDALE,A23,B,12,560.0,0.0,0.0,5900 ARLINGTON AVE 16-S,3.0,0.0,1000.0,% RAO-SHANTHA,1.0,13.0,15.0,1.0,0.0,1.0,9004.0,,PC,O,AR,A,IN,,A23,A,710000.0
15122,,1,133564146,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,INST AFRICAN AMER FOLK CULTURE,BRONX,NY,10452-5748,10452.0,36005,A99,A,10452.0,5602.0,5600.0,36005.0,,PC,O,0.82383,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36005.0,199012,0,199012,1990,NY,10452.0,BRONX,A23,B,12,119.0,124.0,0.0,941 JEROME AVE 11D,3.0,0.0,2000.0,% MARY KAY PENN,1.0,13.0,15.0,10.0,0.0,1.0,9303.0,,PC,O,AR,A,IN,,A23,A,710000.0
15126,990.0,1,133565617,1990,200,23000,6500,0,0,0,0,0,0,8150,8150,37650,27978,9672,0,0,0,9672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8150,0,0,6,1,0,N,ITALIAN WINE CNCL,NEW YORK CITY,NY,10020-1300,10020.0,36061,A01,A,10020.0,5602.0,5600.0,36061.0,,O,O,0.37373,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,37650,199012,1990,NY,10020.0,NEW YORK CITY,A23,A,12,200.0,0.0,0.0,1271 AVE OF THE AMERICAS STE 4341,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9106.0,,PC,O,AR,A,IN,,A23,A,710000.0
15133,,1,133568008,1991,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.77123,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199112,0,199112,1991,NY,10022.0,NEW YORK,A03,A,12,119.0,229.0,0.0,145 E 57TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,,PC,O,AR,A,IN,,A03,A,813920.0
15143,,1,133570645,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,INCOATE,NEW YORK,NY,10036-0000,10036.0,36061,A99,A,10036.0,5602.0,5600.0,36061.0,,PC,O,0.96268,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10036.0,NEW YORK,A65,A,12,119.0,88.0,0.0,156 PRINCE ST APT 2B,3.0,0.0,1000.0,% JOHN COUGHLAN,1.0,13.0,16.0,10.0,0.0,1.0,9308.0,IN THE COMPANY OF ACTORS,PC,O,AR,A,IN,,A65,A,711110.0
15231,990.0,1,133597682,1991,0,65384,0,0,0,0,0,0,0,0,0,65384,55855,9209,0,0,0,9209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,N,RABOTA,NEW YORK,NY,10013-3508,10013.0,36061,A60,A,10013.0,5602.0,5600.0,36061.0,,PC,O,0.07696,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199112,65384,199112,1991,NY,10013.0,NEW YORK,A60,B,12,90.0,0.0,0.0,54 WHITE ST,3.0,0.0,1000.0,% PAUL BILSKY,1.0,13.0,16.0,20.0,0.0,1.0,9303.0,,PC,O,AR,A,IN,,A60,A,711100.0
15313,990.0,1,133625426,1991,0,100000,0,0,0,732,0,0,0,732,732,100732,82491,18241,19059,0,0,104190,0,85949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,MANHATTAN COMMUNITY ACCESS,NEW YORK,NY,10010-4517,10010.0,36061,A32,A,10010.0,5602.0,5600.0,36061.0,,PC,O,0.93948,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,100732,199112,1991,NY,10010.0,NEW YORK,A32,A,12,121.0,149.0,994.0,110 E 23RD ST 10TH FLR,3.0,199512.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,0.0,MANHATTAN NEIGHBORHOOD NETWORK,PC,O,AR,A,IN,,A32,A,513120.0
15356,990.0,1,133642496,1991,205,0,30000,0,0,3,0,0,0,3,3,30003,0,30003,0,0,0,30003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,TEXTILE PRODUCERS & SUPPLIERS ASSOC,NEW YORK,NY,10022-7001,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.08942,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,30003,199112,1991,NY,10022.0,NEW YORK,A40,A,12,205.0,0.0,0.0,437 MADISON AVE,3.0,0.0,1000.0,% RICHARD S TAFFET,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A40,A,710000.0
15383,990.0,1,133667013,1991,120,2550,26280,0,0,0,0,0,0,23575,23575,52405,19860,11370,0,0,3818,12303,127,933,0,0,0,0,0,0,0,0,0,0,0,0,24866,0,-1291,0,6,1,0,N,AMER BOOK PRODUCERS ASSOC,NEW YORK,NY,10010-7000,10010.0,36061,A33,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.0009,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199206,27539,199206,1992,NY,10010.0,NEW YORK,A33,C,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,1000.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A33,A,511100.0
15624,990.0,1,135546742,1991,92,10585,140407,0,0,6512,0,0,0,162838,162838,313830,103614,184782,0,0,146926,192341,504,7559,0,0,0,0,0,0,0,0,0,0,0,0,171856,0,-30181,14651,6,1,0,N,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.98219,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,141974,199112,1991,NY,10017.0,NEW YORK,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
15711,990.0,1,135582856,1991,920,0,578519,0,0,14075,0,0,0,647333,647333,1225852,1205516,207495,0,0,427430,436481,217145,228986,0,0,0,0,0,0,0,0,0,0,0,0,0,633258,0,0,6,1,0,Y,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.78068,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199206,1225852,199206,1992,NY,10001.0,NEW YORK,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
15770,,1,135614237,1991,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.09936,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10003.0,NEW YORK,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,IN,,N80,N,711211.0
15801,990.0,1,135626389,1991,900,21345,0,0,0,956,0,0,0,153722,153722,175067,140276,55218,5000,0,21198,55263,771,45,0,0,0,0,0,0,0,0,0,0,0,0,0,152766,0,0,8,1,7,N,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061,A23,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.43111000000000005,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199205,175067,199205,1992,NY,10022.0,NEW YORK,A23,A,5,900.0,30.0,211.0,123 E 55TH ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,IN,,A23,A,710000.0
15817,990.0,1,135636174,1990,265,0,0,1017657,1018848,259157,0,0,0,2550335,1531487,2550335,1361614,3795545,0,0,3687820,3882653,62148,87108,0,0,0,0,0,0,0,0,0,0,0,0,0,1115775,0,157746,9,1,0,N,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061,A40,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.25572,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199109,1531487,199109,1991,NY,10003.0,NEW YORK,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,FARE FUND,PC,O,AR,A,IN,,A40,A,710000.0
15842,990.0,1,135651681,1991,120,0,68497,0,0,3898,0,0,0,421435,421435,489932,469502,88760,0,0,68330,88760,0,0,88760,0,0,0,0,0,0,0,0,0,0,0,0,417537,0,0,6,1,0,N,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061,A33,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.53017,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,489932,199112,1991,NY,10017.0,NEW YORK,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,IN,,A01,A,813319.0
15866,990.0,1,135658426,1991,200,0,426075,0,0,55571,0,0,0,939499,939499,1365574,1392798,555226,85000,0,1131854,982971,525301,427745,555226,0,0,0,0,0,0,0,0,0,0,0,0,883928,0,0,6,1,0,Y,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061,A20,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.9865200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,1365574,199112,1991,NY,10018.0,NEW YORK,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,IN,,A20,A,710000.0
16028,,1,136096368,1991,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061,A32,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.8377399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10016.0,NEW YORK,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,CITY CHAPT,PC,O,AR,A,IN,,A32,A,513120.0
16044,,1,136103902,1990,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PAINTING & DECORATING CONTRACTORS AMERICA IN NEW YORK CITY,NEW YORK,NY,10017-5405,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.76046,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10017.0,NEW YORK,A40,A,12,920.0,59.0,566.0,50 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,5410.0,W YORK CITY INC,PC,O,AR,A,IN,,A40,A,710000.0
16090,,1,136115898,1990,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,YIDDISH THEATRICAL ALLIANCE,NEW YORK,NY,10003-8001,10003.0,36061,A65,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.81593,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10003.0,NEW YORK,A65,A,12,36.0,602.0,319.0,31 E 7TH ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,3811.0,,PC,O,AR,A,IN,,A65,A,711110.0
16098,990.0,1,136117091,1991,920,0,22260,0,0,5330,0,0,0,5330,5330,27590,31596,73107,0,0,77113,73107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.60488,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,27590,199112,1991,NY,10022.0,NEW YORK,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,IN,,A40,A,710000.0
16141,990.0,1,136122376,1991,200,437,8335,0,0,18083,0,0,0,244358,244358,253130,68618,-10879,0,0,347071,10875,12795,21754,0,0,0,0,0,0,0,0,0,0,0,0,191126,0,35149,0,6,1,0,N,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.04578,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199201,62004,199201,1992,NY,10001.0,NEW YORK,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,IN,,A70,A,710000.0
16236,,1,136139744,1989,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,BOLIVARIAN SOC UNITED STATES,NEW YORK,NY,10022-5903,10022.0,36061,A70,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.62111,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,198912,0,198912,1989,NY,10022.0,NEW YORK,S03,C,12,125.0,93.0,0.0,680 PARK AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,S03,S,813920.0
16253,990.0,1,136142804,1991,264,0,0,15000,15251,20186,0,0,0,174474,159223,174474,133998,391385,0,0,374998,406285,11520,14900,391385,0,0,0,0,0,0,0,0,0,0,0,0,93613,0,45675,9,1,0,N,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.12739,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199203,159223,199203,1992,NY,10003.0,NEW YORK,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,IN,,A33,A,511100.0
16272,990.0,1,136149730,1990,119,0,106400,0,0,52799,0,0,0,535078,535078,641478,437074,943242,0,0,738838,943242,0,0,943242,0,0,0,0,0,0,0,0,0,0,0,0,482279,0,0,6,1,0,N,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.37674,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199110,641478,199110,1991,NY,10022.0,NEW YORK,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,IN,,A03,A,813920.0
16292,,1,136154205,1990,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER SOC LANDSCAPE ARCHITECTS NEW YORK CHAPTER,NEW YORK,NY,10022-6830,10022.0,36061,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.8016,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10022.0,NEW YORK,C40,A,12,205.0,0.0,0.0,457 MADISON AVE,3.0,0.0,2000.0,J COOKE,2.0,13.0,0.0,20.0,0.0,5.0,6107.0,CHAPTER,PC,O,AR,A,IN,,C40,C,712130.0
