,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDUCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SEC_NAME,ZIP5,MSA_NECH,PMSA,FIPS,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,ARED,FNDNCD,FRCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
50863,1,6,1,133124063,199812,1998,199952,82490345138019,,N,Y,0,2,1998,1,7,6,120,0,2098482,0,0,435474,0,0,0,2511831,2511831,4610313,4017193,4368310,92300,0,4619145,5603786,843955,1235476,0,0,0,0,0,0,0,0,0,0,0,0,0,1302733,0,773624,0,Y,435474,0,0,0,0,0,0,0,0,0,0,4610313,593120,0,1242057,105527,0,0,0,0,0,3775190,0,0,0,0,0,0,0,0,0,0,0,AMERICAN PAYROLL INSTITUTE INC,,30 E 33RD ST 5TH FLOOR,NEW YORK,NY,10016-0000,0.0,3.0,1.0,198407.0,1.0,0.0,120.0,205.0,209.0,1.0,13.0,0.0,6.0,6.0,10.0,12.0,4619145,4594087,,,10016.0,5602.0,5600.0,36061.0,A33,A,10016.0,36061.0,,O,O,0.44128,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10016.0,NEW YORK,1331240631998,S41,A,12,120.0,205.0,209.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,S41,S,813910.0
50867,1,6,1,133137480,199812,1998,199928,82490170050489,,N,Y,0,1,1998,1,5,5,200,0,216542,0,0,30733,0,0,0,485691,485691,702233,370598,534727,58687,0,760785,725498,222093,190771,0,0,0,0,0,0,0,0,0,0,0,0,335600,122774,-3416,0,0,N,30733,0,0,0,0,0,0,0,0,332184,0,366633,-3965,0,117388,13850,0,0,0,0,0,538692,0,0,0,0,0,0,0,0,0,0,0,KNITTED TEXTILE ASSOCIATION,,386 PARK AVE S,NEW YORK,NY,10016-8804,0.0,3.0,2.0,198301.0,2.0,0.0,200.0,229.0,0.0,5.0,13.0,0.0,5.0,5.0,10.0,12.0,725498,702233,,,10016.0,5602.0,5600.0,36061.0,A01,A,10016.0,36061.0,,O,O,0.4573,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10016.0,NEW YORK,1331374801998,A40,A,12,200.0,229.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A40,A,710000.0
50897,1,6,1,133206933,199812,1998,199917,82409100132089,,N,Y,0,1,1998,1,3,3,200,0,53100,0,0,525,0,0,0,2850,2850,55950,31353,39661,0,0,15064,39661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,0,0,9,N,0,0,0,0,525,0,0,0,0,0,0,55950,24597,0,0,0,0,0,0,0,0,15064,900,127175,40941,703,0,0,170005,129064,0,0,0,AMERICAN FEDERATION OF VIOLIN AND BOW MAKERS INC,% JACQUES FRANCAIS,288 RICHMOND TER,STATEN ISLAND,NY,10301-1512,0.0,3.0,1.0,198712.0,2.0,0.0,200.0,205.0,229.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,39661,55950,,,10301.0,5602.0,5600.0,36085.0,A01,A,10301.0,36085.0,,O,O,0.25084,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,1998,NY,10301.0,STATEN ISLAND,1332069331998,A68,A,12,200.0,205.0,229.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A68,A,711130.0
50902,1,6,1,133212090,199812,1998,199936,82490219057139,,N,Y,0,1,1998,1,6,6,200,1340595,0,0,0,150879,51091,0,0,241338,241338,1581933,1127163,3314816,287175,0,2976699,3396701,116653,81885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90464,0,N,150879,0,0,0,0,0,0,0,0,0,0,1581933,454770,0,116431,0,0,0,0,0,0,2860046,0,0,0,0,0,0,0,0,0,0,0,TELEVISON MUSIC LICENSE COMMITTEE,,9 E 53RD ST FL 5,NEW YORK,NY,10022-4220,0.0,3.0,1.0,198408.0,2.0,0.0,200.0,0.0,0.0,5.0,13.0,0.0,6.0,6.0,10.0,12.0,3396701,1581933,,,10022.0,5602.0,5600.0,36061.0,A01,A,10022.0,36061.0,,O,O,0.92555,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10022.0,NEW YORK,1332120901998,A0368,A,12,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0368,A,813920.0
50952,1,6,1,133414554,199812,1998,199942,82490275090049,,N,Y,0,20,1998,1,0,4,200,375000,0,0,0,8061,0,0,0,10582,10582,385582,727373,0,215332,0,431949,0,41005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,0,N,0,8061,0,0,0,0,0,0,0,0,0,385582,-341791,-49153,190629,24789,0,0,0,0,390944,390944,0,0,0,0,0,0,0,0,0,0,0,THOROUGHBRED RACING COMMUNICATIONS INC,,40 E 52ND ST,NEW YORK,NY,10022-5911,,,,,,,,,,,,,,,,,0,0,,,10022.0,5602.0,5600.0,36061.0,A30,A,10022.0,36061.0,,O,O,0.5735,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10022.0,NEW YORK,1334145541998,A30,A,12,,,,,,,,PC,O,AR,A,IN,,A30,A,510000.0
51005,1,6,1,133568008,199812,1998,199939,82409261048059,,N,Y,0,1,1998,1,3,3,119,0,35100,0,0,571,0,0,0,8718,8718,43818,34992,28440,0,0,24803,28440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5189,0,-139,3097,0,N,0,0,0,0,571,0,0,0,0,5050,0,38629,3637,0,0,0,0,0,0,0,0,24803,0,0,0,0,0,0,0,0,0,0,0,PRIVATE ART DEALERS ASSOCIATION INC,% KANTROWITZ & GOLDHAMER PC,PO BOX 872,NEW YORK,NY,10021-0002,0.0,3.0,1.0,199108.0,2.0,0.0,119.0,229.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,28440,43818,,,10021.0,5602.0,5600.0,36061.0,A01,A,10021.0,36061.0,,O,O,0.60641,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1998,NY,10021.0,NEW YORK,1335680081998,A03,A,12,119.0,229.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A03,A,813920.0
51028,1,6,1,133642496,199812,1998,199935,82490213011299,,N,Y,0,1,1998,1,3,3,205,0,64500,0,0,978,0,0,0,978,978,65478,87636,42786,0,0,64944,42786,0,0,42786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,978,0,0,0,0,0,0,0,0,0,0,65478,-22158,0,0,0,0,0,0,0,64944,64944,0,0,0,0,0,0,0,0,0,0,0,TEXTILE PRODUCERS AND SUPPLIERS ASSOCIATION INC,% RICHARD S TAFFET,437 MADISON AVE,NEW YORK,NY,10022-7001,0.0,3.0,1.0,199207.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,42786,65478,,,10022.0,5602.0,5600.0,36061.0,A01,A,10022.0,36061.0,,O,O,0.44648999999999994,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10022.0,NEW YORK,1336424961998,A40,A,12,205.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A40,A,710000.0
51033,1,6,1,133667013,199806,1998,199904,82409009017219,,N,Y,0,1,1997,1,3,3,120,0,29580,0,0,568,0,0,0,30725,30725,60305,23866,30208,0,0,23979,30234,498,26,0,0,0,0,0,0,0,0,0,0,0,0,29712,0,445,0,0,N,0,0,0,0,568,0,0,0,0,30157,0,30593,6727,0,0,0,0,0,0,0,0,23481,0,0,0,0,0,0,0,0,0,0,0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,160 FIFTH AVE,NEW YORK,NY,10010-7003,0.0,3.0,1.0,199207.0,2.0,0.0,120.0,200.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,6.0,30234,60305,,,10010.0,5602.0,5600.0,36061.0,A33,A,10010.0,36061.0,,O,O,0.34159,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10010.0,NEW YORK,1336670131998,A33,C,6,120.0,200.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A33,A,511100.0
51044,1,6,1,133696032,199905,1999,199941,82490268261169,,N,Y,0,1,1998,1,1,4,200,0,0,0,0,0,0,0,0,110715,110715,110715,113965,5606,0,0,8856,5606,0,0,5606,0,0,0,0,0,0,0,0,0,0,0,0,110715,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,110715,-3250,0,0,0,0,0,0,0,8856,8856,0,0,0,0,0,0,0,0,0,0,0,AMERICAN ASSOC OF APPAREL TEXTILE DESIGN STUDIOS AND AGENTS INC,% GOLDSTEIN & MORRIS,225 W 35TH ST STE 17 FL,NEW YORK,NY,10001-1904,0.0,3.0,3.0,199309.0,0.0,0.0,200.0,229.0,0.0,1.0,13.0,0.0,1.0,4.0,10.0,5.0,5606,110715,,,10001.0,5602.0,5600.0,36061.0,A40,A,10001.0,36061.0,,O,O,0.12130999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10001.0,NEW YORK,1336960321999,A40,A,5,200.0,229.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A40,A,710000.0
51052,1,6,1,133718893,199812,1998,199926,82490163292189,,N,Y,0,1,1998,1,3,3,200,0,24432,0,0,2549,0,0,0,14515,14515,38947,48563,27803,0,0,37419,27803,0,0,27803,0,0,0,0,0,0,0,0,0,0,0,0,11966,0,0,0,N,989,1560,0,0,0,0,0,0,0,0,0,38947,-9616,0,0,0,0,0,0,0,37419,37419,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF AUTHORS REPRESENTATI VES,% CURTIS ASSOCIATES INC,235 W END AVE,NEW YORK,NY,10023-3631,0.0,3.0,1.0,199407.0,2.0,0.0,200.0,92.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,27803,38947,,,10023.0,5602.0,5600.0,36061.0,A01,A,10023.0,36061.0,,O,O,0.9326700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10023.0,NEW YORK,1337188931998,A70,A,12,200.0,92.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A70,A,710000.0
51057,1,6,1,133733011,199812,1998,199939,82490226052379,,N,Y,0,1,1998,1,2,3,123,0,36978,0,0,0,0,0,0,21250,21250,58228,44693,15992,0,0,2457,15992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21250,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,58228,13535,0,0,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,CONTINGENCY PLANNING EXCHANGE INC,,551 5TH AVE STE 3025,NEW YORK,NY,10176-3099,0.0,3.0,2.0,199710.0,2.0,0.0,123.0,0.0,0.0,1.0,13.0,0.0,2.0,3.0,10.0,12.0,15992,58228,,,10176.0,5602.0,5600.0,36061.0,A70,A,10176.0,36061.0,,O,O,0.63761,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10176.0,NEW YORK,1337330111998,S02,B,12,123.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,S02,S,541618.0
51072,1,6,1,133757359,199812,1998,199952,82490345393279,,N,Y,0,1,1998,1,3,5,200,0,0,0,0,1991,0,0,0,757811,757811,757811,733370,-92343,0,0,92468,48541,209252,140884,0,0,0,0,0,0,0,0,0,0,0,0,0,751420,0,4400,0,N,1991,0,0,0,0,0,0,0,0,0,0,757811,24441,0,0,0,0,0,0,0,0,-116784,0,0,0,0,0,0,0,0,0,0,0,RADIO CREATIVE FUND INC,,261 MADISON AVE 23RD FLR,NEW YORK,NY,10016-2303,0.0,3.0,2.0,199605.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,3.0,5.0,10.0,12.0,92468,860691,,,10016.0,5602.0,5600.0,36061.0,A01,A,10016.0,36061.0,,O,O,0.6103,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10016.0,NEW YORK,1337573591998,A34,A,12,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A34,A,513110.0
51107,1,6,1,133962849,199807,1998,199937,82490219130239,,N,Y,0,1,1997,1,3,3,205,0,51302,0,0,0,1780,0,0,31533,31533,82835,47707,35128,10000,0,0,35128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31533,9,N,0,0,0,0,0,0,0,0,0,0,0,82835,35128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JEANSWEAR COMMUNICATIONS INC,% NORMAN KARR,475 PARK AVENUE SOUTH 9TH FLOOR,NEW YORK,NY,10016-6901,0.0,3.0,1.0,199805.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,3.0,3.0,10.0,7.0,35128,82835,,,10016.0,5602.0,5600.0,36061.0,A30,A,10016.0,36061.0,,O,O,0.74147,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10016.0,NEW YORK,1339628491998,A30,A,7,205.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A30,A,510000.0
51113,1,6,1,134003017,199812,1998,199932,82490163040109,A33,N,Y,0,1,1998,1,2,4,0,130775,0,0,0,0,0,0,0,0,0,130775,111762,19013,6497,0,0,20505,0,1492,19013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,130775,19013,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERMAN BOOK OFFICE-NEW YORK INC,,1014 FIFTH AVE 4TH FLR,NEW YORK,NY,10028-0104,0.0,3.0,2.0,199910.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,4.0,20.0,12.0,20505,130775,,,10028.0,5602.0,5600.0,36061.0,A33,A,10028.0,36061.0,,O,O,0.67252,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10028.0,NEW YORK,1340030171998,A33,B,12,0.0,0.0,0.0,3.0,0.0,0.0,20.0,PC,O,AR,A,IN,,A33,A,511100.0
51154,1,6,1,135546742,199812,1998,199937,82490213074019,,N,Y,0,1,1998,1,4,4,92,0,128785,0,0,12439,0,0,0,218033,218033,346818,211901,331522,0,0,386613,332744,1715,1222,0,0,0,0,0,0,0,0,0,0,0,0,188293,0,-26669,43970,0,N,12439,0,0,0,0,0,0,0,0,161624,0,158525,-53376,0,18350,1522,0,0,0,0,0,384898,0,0,0,0,0,0,0,0,0,0,0,MYSTERY WRITERS OF AMERICA INC,,17 E 47TH ST 6 FLR,NEW YORK,NY,10017-1920,0.0,3.0,3.0,0.0,2.0,0.0,92.0,120.0,123.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,332744,346818,,,10017.0,5602.0,5600.0,36061.0,A70,A,10017.0,36061.0,,O,O,0.18427000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10017.0,NEW YORK,1355467421998,A0370,A,12,92.0,120.0,123.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0370,A,813920.0
51174,1,6,1,135582856,199906,1999,199950,82490338017389,,N,Y,0,1,1998,1,5,6,920,0,584049,0,0,15801,0,0,0,1195413,1195413,1779462,1760275,270485,0,0,533851,622447,282553,351962,0,0,0,0,0,0,0,0,0,0,0,0,0,1179612,0,0,0,Y,15801,0,0,0,0,0,0,0,0,0,0,1779462,19187,0,0,0,0,0,36581,56208,0,251298,0,0,0,0,0,0,0,0,0,0,0,AGA ASSOCIATION OF THE GRAPHIC ARTS,,330 SEVENTH AVE 9TH FLR,NEW YORK,NY,10001-0000,0.0,3.0,2.0,193903.0,2.0,0.0,920.0,59.0,566.0,1.0,13.0,0.0,5.0,6.0,10.0,6.0,533851,1650723,,,10001.0,5602.0,5600.0,36061.0,A01,A,10001.0,36061.0,,O,O,0.91748,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10001.0,NEW YORK,1355828561999,A0330,A,6,920.0,59.0,566.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0330,A,813920.0
51183,1,6,1,135614237,199812,1998,199944,82490289134099,,N,Y,0,1,1998,1,3,3,65,1035,22956,0,0,613,0,0,352,12207,12207,36198,34572,28633,0,0,29225,30851,2218,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,11090,0,152,0,N,0,613,0,0,0,0,0,0,0,0,352,36198,1626,0,0,0,0,0,0,0,0,27007,0,0,0,0,0,0,0,0,0,0,0,AMERICAN ARTIST PROFESSIONAL LEAGUE INC,% SALMAGUNDI CLUB,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,1.0,2.0,195503.0,2.0,0.0,65.0,207.0,119.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,30851,36198,,,10003.0,5602.0,5600.0,36061.0,A01,A,10003.0,36061.0,,O,O,0.93217,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10003.0,NEW YORK,1356142371998,N80,A,12,65.0,207.0,119.0,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,N80,N,711211.0
51198,1,6,1,135651681,199812,1998,199929,82490170171079,,N,Y,0,1,1998,1,2,4,120,0,62308,0,0,133,0,0,0,55745,55745,118053,128602,22472,0,0,33021,22472,0,0,22472,0,0,0,0,0,0,0,0,0,0,0,0,55612,0,0,0,N,133,0,0,0,0,0,0,0,0,0,0,118053,-10549,0,0,0,0,0,0,0,33021,33021,0,0,0,0,0,0,0,0,0,0,0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,,355 LEXINGTON AVE 17TH FLOOR,NEW YORK,NY,10017-6672,0.0,1.0,2.0,195909.0,2.0,0.0,120.0,328.0,279.0,1.0,13.0,0.0,2.0,4.0,10.0,12.0,22472,118053,,,10017.0,5602.0,5600.0,36061.0,A33,A,10017.0,36061.0,,O,O,0.6315,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10017.0,NEW YORK,1356516811998,A01,C,12,120.0,328.0,279.0,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A01,A,813319.0
51200,1,6,1,135658426,199812,1998,199951,82490338167009,A24Z,N,Y,0,1,1998,1,5,5,200,0,366944,0,0,16646,0,0,0,560163,560163,927107,872079,629693,120954,0,844702,714823,270037,85130,0,0,0,0,0,0,0,0,0,0,0,0,0,543517,0,0,0,Y,16646,0,0,0,0,0,0,0,0,0,0,927107,55028,0,87368,15565,0,0,0,0,0,574665,0,0,0,0,0,0,0,0,0,0,0,AMERICAN HOME SEWING & CRAFT ASSN INC,,1350 BROADWAY STE 1601,NEW YORK,NY,10018-7802,0.0,3.0,2.0,197811.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,5.0,6.0,10.0,12.0,844702,1024647,,,10018.0,5602.0,5600.0,36061.0,A20,A,10018.0,36061.0,,O,O,0.35444000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1998,NY,10018.0,NEW YORK,1356584261998,A20,A,12,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A20,A,710000.0
51230,1,6,1,136122376,199901,1999,199942,82490275155029,,N,Y,0,1,1998,1,4,4,200,14205,8400,0,0,8013,0,0,0,338618,338618,361223,64818,275761,0,0,435320,435351,159437,159590,0,0,0,0,0,0,0,0,0,0,0,0,296527,14519,19108,451,0,N,8013,0,0,0,0,0,0,0,0,315635,0,64696,-122,0,9100,696,0,0,0,0,0,275883,0,0,0,0,0,0,0,0,0,0,0,NEW YORK FINANCIAL WRITERS ASSOCIATION INC,,PO BOX 20281,NEW YORK,NY,10001-0003,0.0,1.0,2.0,197901.0,2.0,0.0,200.0,205.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,1.0,435351,361223,,,10001.0,5602.0,5600.0,36061.0,A01,A,10001.0,36061.0,,O,O,0.46453,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10001.0,NEW YORK,1361223761999,A70,A,1,200.0,205.0,0.0,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A70,A,710000.0
51250,1,6,1,136149730,199810,1998,199945,82490289140019,,N,Y,0,1,1997,1,6,5,119,0,149100,0,0,40957,0,0,0,395881,395881,544981,462178,1000834,0,0,918031,1000834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354924,0,0,0,N,40957,0,0,0,0,0,0,0,0,0,0,544981,82803,0,267236,0,0,0,0,0,0,918031,0,0,0,0,0,0,0,0,0,0,0,ART DEALERS ASSOCIATION OF AMERICA INC,,575 MADISON AVE 16TH FL,NEW YORK,NY,10022-2511,0.0,3.0,2.0,196307.0,2.0,0.0,119.0,0.0,0.0,1.0,13.0,0.0,6.0,5.0,10.0,10.0,1000834,544981,,,10022.0,5602.0,5600.0,36061.0,A01,A,10022.0,36061.0,,O,O,0.75531,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1997,NY,10022.0,NEW YORK,1361497301998,A03,A,10,119.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A03,A,813920.0
52286,1,6,1,223075802,199812,1998,199940,82490247165149,,N,Y,0,1,1998,1,4,4,123,0,66900,0,0,0,0,0,0,389594,389594,456494,462486,103378,0,0,109370,103378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358650,0,30944,0,N,0,0,0,0,0,0,0,0,0,0,0,456494,-5992,0,0,0,0,0,0,0,0,109370,0,0,0,0,0,0,0,0,0,0,0,7 X 24 EXCHANGE INC,,PO BOX 3697,NEW YORK,NY,10163-3697,0.0,3.0,2.0,199201.0,2.0,0.0,123.0,200.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,103378,456494,,,10163.0,5602.0,5600.0,36061.0,A70,A,10163.0,36061.0,,O,O,0.17346,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10163.0,NEW YORK,2230758021998,A70,C,12,123.0,200.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A70,A,710000.0
52457,1,6,1,226067322,199808,1998,199920,82490079348169,A62Z,N,Y,0,1,1997,1,3,3,119,0,9136,0,0,1797,0,0,0,35088,35088,44224,57558,53429,600,0,67361,54527,600,1100,53429,0,0,0,0,0,0,0,0,0,0,0,0,33291,0,0,0,N,1797,0,0,0,0,0,0,0,0,0,0,44224,-13334,0,0,0,0,0,0,0,66761,66761,0,0,0,0,0,0,0,0,0,0,0,DANCE MASTERS OF AMERICA NEW YORK CITY CHAPTER INC,% ROBERT MANN,PO BOX 610533,BAYSIDE,NY,11361-0533,0.0,3.0,2.0,196406.0,2.0,0.0,119.0,59.0,205.0,1.0,11.0,0.0,3.0,3.0,10.0,8.0,54527,44224,,,11361.0,5602.0,5600.0,36081.0,A62,A,11361.0,36081.0,,O,O,0.9474,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,1997,NY,11361.0,BAYSIDE,2260673221998,A62,A,8,119.0,59.0,205.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A62,A,711120.0
53701,1,6,1,237164969,199906,1999,199948,82490317033349,,N,Y,0,1,1998,1,4,5,920,0,474430,24753,0,19136,0,16275,-7471,119093,102818,593523,544472,397081,102454,0,451609,424157,86756,27076,397081,0,0,0,0,0,0,0,0,0,0,0,0,66400,0,0,0,N,19136,0,0,0,0,24753,0,0,0,0,8804,577248,32776,-548,122506,15374,0,0,0,0,364853,364853,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF ART MUSEUM DIRECTORS,,630 THIRD AVE 10TH FL,NEW YORK,NY,10017-6705,0.0,3.0,2.0,197203.0,2.0,0.0,920.0,59.0,119.0,1.0,13.0,0.0,4.0,5.0,10.0,6.0,451609,627758,,,10017.0,5602.0,5600.0,36061.0,A01,A,10017.0,36061.0,,O,O,0.14712,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10017.0,NEW YORK,2371649691999,A50,A,6,920.0,59.0,119.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0351,A,813920.0
54311,1,6,1,237364191,199812,1998,199930,82490170163099,,N,Y,0,1,1998,1,4,4,126,0,174357,0,0,6679,0,0,0,6679,6679,181036,146557,201297,0,0,166818,201297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,6679,0,0,0,0,0,0,0,0,0,0,181036,34479,0,0,0,0,0,0,0,0,166818,0,0,0,0,0,0,0,0,0,0,0,STRUCTURAL STEEL PAINTING PROMOTION AND SAFETY FUND,G CAMPBELL,31 40 COLLEGE POINT BLVD,FLUSHING,NY,11354-2527,0.0,3.0,1.0,199610.0,2.0,0.0,126.0,0.0,0.0,2.0,11.0,0.0,4.0,4.0,10.0,12.0,201297,181036,,NEW YORK STRUCTURAL STEEL PAINTING,11354.0,5602.0,5600.0,36081.0,A01,A,11354.0,36081.0,,O,O,0.99487,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,1998,NY,11354.0,FLUSHING,2373641911998,E70,A,12,126.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,S41,S,813910.0
