,FILER,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P1GRENTS,P2CASHBV,P2MORTG
6037,PF,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133347776,1996,1996,5,4,120,67200,16184,438,68283,0,0,0,0,0,152105,37038,115067,49269,19092,191,16622,722281,0,337535,0,337535,8526,722281,0,29968,BURLINGTON MAGAZINE FND,NEW YORK,NY,10004-2400,Z,Z99,0.584771,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,198609.0,199612,199612,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,125 BROAD ST 2945,3.0,0.0,1000.0,SULLIVAN AND CROMWELL,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
6056,PF,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133354167,1996,1996,6,3,602,9406,3465,7255,1168,0,0,0,3500,0,21294,74300,-53006,73399,11888,119,0,1042125,0,25507,0,25507,0,1348431,0,12058,GREENWICH COLLECTION,NEW YORK,NY,10012-5902,Z,Z99,0.325241,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198703.0,199612,199612,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,435 W BROADWAY,3.0,0.0,1000.0,% CHADBOURNE & PARKE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
6298,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,133396112,1996,1996,1,1,119,0,129,0,0,0,0,0,0,6250,129,7934,-7805,7932,127,1,0,7619,0,0,0,0,0,7619,0,579,INST ICE AGE STUDIES,NEW YORK,NY,10003-6759,Z,Z99,0.40019499999999997,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,198704.0,199612,199612,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,149.0,0.0,25 WAVERLY PLACE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
6301,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133398045,1996,1996,6,5,602,0,1114,137086,127184,0,0,0,0,270025,265384,290804,-25420,278382,252962,5059,125778,2725317,0,0,0,0,0,2866852,0,141113,ABBY & MITCH LEIGH FND,NEW YORK,NY,10021-4951,Z,Z99,0.352192,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198705.0,199612,199612,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,880 FIFTH AVENUE,3.0,0.0,1000.0,% MITCH & MRS LEIGH,1.0,13.0,1.0,0.0,1.0,LEIGH ABBY AND MITCH TRUSTEES,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
6324,,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133404008,1994,1994,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS THYSSEN BORNEMISZA ART COLLECTIONS,NEW YORK,NY,10005-1401,Z,Z99,0.179458,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,,199412,199412,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1140,A,,,
6345,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133410749,1996,1995,9,7,119,513973,12628,605776,3886463,0,0,568900,444916,1568015,5587740,6326968,-739228,5603561,914536,18291,0,109018967,0,9356461,0,9356461,772500,104426566,0,5127680,ANDY WARHOL FND VISUAL ARTS,NEW YORK,NY,10012-0000,Z,Z99,0.28210100000000005,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198801.0,199604,199604,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,4,91.0,0.0,65 BLEEKER ST 7TH FLR,3.0,0.0,1000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
6448,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133442712,1995,1995,3,4,122,147504,0,0,0,0,0,17069,0,0,164573,190054,-25481,0,0,0,0,28327,0,0,0,0,8890,28327,0,0,OUTSIDE IN JULY,NEW YORK,NY,10019-3700,A,A31,0.513426,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198810.0,199512,199512,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,250 W 57TH ST 2203,3.0,0.0,1000.0,% J L ROSENHOUSE CPA INC,1.0,13.0,1.0,0.0,1.0,GARRISON,A,AR,AR,AR,3.0,,,,,,,A31,A,,,
6450,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133442953,1996,1996,2,2,121,14205,129,0,0,0,0,0,0,0,14334,19374,-5040,0,129,3,129,11995,0,0,0,0,0,11995,712,715,VIDEO INFORMATION NETWORK,NEW YORK,NY,10024-3105,A,A31,0.757889,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,198802.0,199612,199612,NY,10024.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,257 W 86TH ST APT 5A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A31,A,,,
6455,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133444907,1996,1995,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTR AMER ART,NEW YORK,NY,10012-5115,Z,Z99,0.515065,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198802.0,199603,199603,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,380 W BROADWAY,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,,
6468,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133447662,1996,1996,1,1,90,9761,0,0,0,0,0,0,0,0,9761,6560,3201,6560,0,0,0,6262,0,0,0,0,0,6262,0,233,CNCL LIVING MUSIC,NEW YORK,NY,10036-1308,Z,Z99,0.8255239999999999,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198808.0,199612,199612,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,322 W 48TH ST,3.0,0.0,1000.0,% LOCAL 802 AF OF MUSICIANS LOCAL,1.0,13.0,1.0,0.0,1.0,802,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
6498,PF,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133458208,1996,1995,8,8,0,586925,0,1204009,1008213,0,5518,0,0,0,2804665,1702265,1102400,1508452,2094161,20942,1992052,20258020,0,16106795,0,16106795,15687,21360916,0,1030241,DAHESH MUS,NEW YORK,NY,10017-1024,Z,Z99,0.398251,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,3.0,,198807.0,199605,199605,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,601 FIFTH AVE FIFTH FLOOR,3.0,0.0,5000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
6512,PF,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133465520,1994,1994,0,0,602,0,0,0,0,0,0,0,0,5094,0,5313,-5313,5313,0,0,0,0,0,0,0,0,0,0,0,245,SOUTHERN AFRICAN ADVANCED EDUC & TRAINI,NEW YORK,NY,10112-0002,Z,Z99,0.221633,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,,199412,199412,NY,10112.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,,
6522,,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133469715,1995,1995,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HARPSICHORD SOC,NEW YORK,NY,10010-2023,Z,Z99,0.305869,36061.0,10010.0,10010.0,5602.0,5600.0,36061.0,4.0,,,199512,199512,NY,10010.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
6532,PF,3,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,133472572,1996,1995,4,0,155,0,0,0,0,0,0,0,0,0,0,36432,-36432,0,0,0,0,100000,0,0,0,0,79968,100000,0,5000,GUINEA DEV FND,NEW YORK,NY,10023-6142,A,A23,0.706162,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199101.0,199606,199606,NY,10023.0,NEW YORK,PF,O,AR,A,IN,,6,0.0,0.0,140 W END AVE STE 17G,3.0,0.0,1000.0,% SYLLA,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A23,A,,,
6539,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133476571,1996,1995,1,1,122,650,0,0,0,0,0,0,0,0,650,992,-342,0,0,0,0,300,0,0,0,0,0,300,0,0,ETHNOLOGY CINEMA PROJECT,NEW YORK,NY,10014-5207,Z,Z99,0.5129779999999999,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,198904.0,199609,199609,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,30 BANK ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,,
6564,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133486646,1996,1996,4,4,123,0,508,10397,22473,0,0,31,0,7500,33409,7749,25660,7590,33250,333,0,158416,0,145141,0,145141,0,147494,4063,7332,RONALD WILFORD FND CONDUCTORS,NEW YORK,NY,10019-2201,A,A60,0.05627769999999999,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198906.0,199612,199612,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,165 W 57TH ST,3.0,0.0,1000.0,US TRUST CO OF NY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A60,A,,,
6565,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133487704,1994,1994,0,0,602,0,0,0,0,0,0,0,0,0,0,2167,-2167,2167,0,0,0,0,0,0,0,0,34351,0,0,0,MUSIC PROJECT,NEW YORK,NY,10021-1202,Z,Z99,0.062484500000000005,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198907.0,199412,199412,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,226 E 79TH ST,3.0,0.0,1000.0,% ILANA VERED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
6625,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133506633,1996,1996,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MUS EMERGING ARTISTS,NWE YORK,NY,10107-0001,Z,Z99,0.254768,36061.0,10107.0,10107.0,5602.0,5600.0,36061.0,4.0,,199008.0,199612,199612,NY,10107.0,NWE YORK,PF,O,UN,Z,IN,,12,0.0,0.0,250 W 57TH ST STE 1517 BO,3.0,0.0,2000.0,% BARBARA INGBER,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
6640,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133516218,1996,1996,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLEECKER STREET FILMS,NEW YORK,NY,10014-4108,Z,Z99,0.41650200000000004,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,198909.0,199612,199612,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,285 BLEECKER ST 3,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,,
6663,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133525999,1996,1996,5,3,200,6239,2982,36778,40648,0,0,0,0,0,86647,1799,84848,60,80328,1607,0,889166,0,510495,0,510495,0,886257,0,27574,RALPH C MARCOVE INTL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN,NEW YORK,NY,10021-4871,Z,Z99,0.816597,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198304.0,199612,199612,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,517 E 71ST ST,3.0,0.0,1000.0,MARCOVE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
6675,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133527874,1996,1995,1,4,432,159175,0,0,0,0,0,0,57790,0,159175,177504,-18329,177504,0,0,0,3420,0,0,0,0,30969,3420,0,129,FND ETHNIC UNDERSTANDING,NEW YORK,NY,10017-2415,Z,Z99,0.22269499999999998,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199010.0,199605,199605,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,17 E 45TH ST,3.0,200105.0,1000.0,% C MARTIN GOLDENBERG,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
6718,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133536258,1996,1995,1,3,120,53161,0,0,0,0,0,15945,0,1500,69106,69154,-48,53209,0,0,0,7756,0,0,0,0,0,7756,0,342,DANCE INK,NEW YORK,NY,10023-1487,Z,Z99,0.18191400000000002,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199005.0,199607,199607,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,PO BOX 20719 COLUMBUS CIR,3.0,0.0,1000.0,% PATRICIA TARR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1261,A,,,
6731,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133540880,1996,1995,6,4,602,229309,12578,0,0,-1137,0,49564,0,0,290314,244758,45556,62042,12578,252,0,1773062,0,0,0,0,24711,1773062,0,11837,MUS AMER FINANCIAL HISTORY,NEW YORK,NY,10004-1703,Z,Z99,0.9587629999999999,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,199201.0,199608,199608,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,26 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
6733,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133541596,1995,1995,6,6,561,0,0,163078,283666,0,0,-10133,0,119150,436611,149832,286779,119150,441715,8834,0,2388950,0,2004010,0,2004010,0,2295877,0,115403,TIERNEY FAMILY FND,NEW YORK,NY,10128-0123,Z,Z99,0.0836327,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,198912.0,199512,199512,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1133 FIFTH AVE,3.0,0.0,1000.0,% PAUL E TIERNEY JR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
6770,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133553683,1996,1996,1,1,90,155,0,0,0,0,0,0,0,0,155,213,-58,0,0,0,0,36,0,0,0,0,0,36,0,0,OPERA DE PARIS FND,NEW YORK,NY,10022-4611,A,A99,0.704667,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199004.0,199612,199612,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,153 E 53RD ST,3.0,0.0,1000.0,% WILLKIE FARR & GALLAGHER,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A6A,A,,,
6777,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133556699,1996,1996,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHAIM GROSS MUS,NEW YORK,NY,10012-1401,A,A50,0.18473499999999998,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199008.0,199612,199612,NY,10012.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,526 LA GUARDIA PL,3.0,0.0,1000.0,% ADFEL LEVY ZLOTNICK & CO,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A50,A,,,
6788,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133557369,1996,1995,1,2,92,22500,0,0,0,0,0,0,0,0,22500,18497,4003,18724,0,0,22550,8711,0,0,0,0,0,4126,0,0,MARY CASSATT FND,NEW YORK,NY,10022-3205,A,A76,0.500967,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,3.0,,199007.0,199603,199603,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,3,0.0,0.0,55 E 55TH ST 9TH FL,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A70,A,,,
6796,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133560519,1995,1995,0,1,560,2300,0,0,0,0,0,0,0,0,2300,2300,0,0,0,0,0,0,0,0,0,0,0,500,0,0,SHANTI CULTURAL DYNAMICS,RIVERDALE,NY,10471-1317,Z,Z99,0.25821500000000003,36005.0,10471.0,10471.0,5602.0,5600.0,36005.0,4.0,,199004.0,199512,199512,NY,10471.0,RIVERDALE,PF,O,UN,Z,IN,,12,0.0,0.0,5900 ARLINGTON AVE 16-S,3.0,0.0,1000.0,% RAO-SHANTHA,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
6829,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,133572353,1995,1995,6,5,602,879931,64499,0,0,0,0,1406,146848,11500,945836,918818,27018,926241,64499,645,0,1686231,0,0,0,0,904250,1686231,0,35855,NAT VIDEO RESOURCES,NEW YORK,NY,10012-5802,Z,Z99,0.815332,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199010.0,199512,199512,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,73 SPRING ST STE 606,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,,
6832,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133573140,1996,1996,1,1,561,350,5,0,0,0,0,0,0,250,355,1463,-1108,250,4,0,0,725,0,0,0,0,0,518,0,26,JACK GALEF ARTS FND,NEW YORK,NY,10016-4325,Z,Z99,0.178049,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199205.0,199612,199612,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,914.0,119.0,185 MADISON AVE STE 1600,3.0,0.0,2000.0,% GOLOMB SINDEL AND DIBLE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
6833,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133573737,1996,1996,1,2,92,23667,91,0,0,0,0,0,8750,0,23758,26187,-2429,25153,0,0,0,3370,0,0,0,0,1096,893,0,0,FINNISH FND VISUAL ARTS,NEW YORK,NY,10003-6811,A,A23,0.0863945,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199011.0,199612,199612,NY,10003.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,799 BROADWAY RM 527,3.0,0.0,1000.0,% CHRISTY & VIENER,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A23,A,,,
6840,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133576913,1995,1995,1,2,119,12049,0,0,0,0,0,0,0,0,12049,3460,8589,3460,0,0,8589,8621,0,0,0,0,0,8621,0,0,ART KALEIDOSCOPE FND,NEW YORK,NY,10122-1899,Z,Z99,0.0705919,36061.0,10122.0,10122.0,5602.0,5600.0,36061.0,3.0,,199205.0,199512,199512,NY,10122.0,NEW YORK,PF,O,UN,Z,IN,,12,91.0,0.0,225 W 34TH ST STE 1800,3.0,0.0,2000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
6874,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133591085,1996,1996,6,3,91,0,0,963,0,0,9375,15515,0,0,25853,17829,8024,0,963,19,0,1433213,0,0,0,0,0,1433215,0,3694,LISETTE MODEL FND,NEW YORK,NY,10016-0601,A,A42,0.127225,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199604.0,199612,199612,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,270 MADISON AVE,3.0,0.0,1000.0,% BLUM GERSEN AND WOOD ESQ,1.0,11.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,,
6876,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133591637,1996,1996,5,6,90,649000,1990,21313,0,0,0,0,0,0,672303,81043,591260,72351,17894,358,20375,909349,839386,0,0,839386,0,907802,0,26612,ROBERT CRAFT MUSIC FND,NEW YORK,NY,10021-8029,Z,Z99,0.44216300000000003,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199012.0,199612,199612,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,667 MADISON AVE 20TH FLR,3.0,0.0,2000.0,% KELLEY DRYE & WARREN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
6878,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133591700,1996,1996,2,3,119,16920,65,0,0,0,0,22886,0,0,39871,30910,8961,0,65,1,65,15810,0,0,0,0,94259,15810,0,0,MANHATTAN INTL CULTURAL STUDIOS,NEW YORK,NY,10022-2511,A,A61,0.25607199999999997,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199108.0,199612,199612,NY,10022.0,NEW YORK,PC,O,AR,A,IN,,12,0.0,0.0,575 MADISON AVENUE,3.0,0.0,1000.0,% ROZEN & NILSON,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A65,A,,,
6883,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133593706,1996,1996,4,2,602,0,9501,3887,0,0,0,0,0,45000,13388,46487,-33099,45000,11901,119,11901,268358,174680,0,0,174680,0,267967,0,14050,BARBARA & HOWARD WISE ENDOWMENT ARTS,NEW YORK,NY,10011-7802,Z,Z99,0.526565,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,4.0,,199202.0,199612,199612,NY,10011.0,NEW YORK,PF,O,UN,Z,IN,,12,561.0,0.0,110 W 13TH ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
6912,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133599581,1995,1995,3,3,200,80000,1162,0,0,0,0,0,0,0,81162,4454,76708,0,0,0,0,97543,0,0,0,0,0,97543,4816,4816,FRIENDS FAI ITALIAN ENV FND,NEW YORK,NY,10112-0194,Z,Z99,0.168934,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,199105.0,199512,199512,NY,10112.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,30 ROCKEFELLER PLZ,3.0,0.0,1000.0,FMA,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,,
6942,PF,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133614414,1996,1996,6,6,92,1368054,42198,20619,337,0,0,854,0,12149,1432062,21780,1410282,16268,54040,540,58159,1834128,0,0,0,0,1116,1839640,0,44066,ATHANASIADES CULTURAL FND,ASTORIA,NY,11103-3031,Z,Z99,0.663617,36081.0,11103.0,11103.0,5602.0,5600.0,36081.0,4.0,,199302.0,199612,199612,NY,11103.0,ASTORIA,PF,O,UN,Z,IN,,12,0.0,0.0,30 96 42ND ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1220,A,,,
6943,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133614971,1996,1995,8,3,123,45000,0,0,0,0,0,0,0,0,45000,7990,37010,7239,0,0,0,15409469,0,0,0,0,0,15409469,0,241,SOLOW ART & ARCHITECTURE FND,NEW YORK,NY,10019-2600,Z,Z99,0.155329,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,3.0,,199108.0,199611,199611,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,11,124.0,0.0,9 W 57TH ST,3.0,0.0,2000.0,SHELDON H SOLOW,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
