,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,p1tcont,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV,P2CASHBV,P2MORTG
5258,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133321549,1988,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMER FRIENDS NAT GALLERY LONDON,NEW YORK,NY,10021-4335,A,A50,0.301117,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,17.0,,198602.0,198812,198812,NY,10021.0,NEW YORK,PC,O,AR,A,IN,,12,0.0,0.0,165 E 72ND ST 1B,3.0,0.0,1000.0,% SLOANE & HINSHAW,1.0,13.0,10.0,0.0,1.0,C,A,AR,AR,AR,3.0,,,,,,,A1150,A,,,
5274,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133327907,1989,1989,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J MICHAEL BLOOM THEATRE FUNDATION,NEW YORK,NY,10003-1683,Z,Z99,0.8706719999999999,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,198605.0,198912,198912,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,233 PARK AVE S FLOOR 10,3.0,0.0,1000.0,% J MICHAEL BLOOM LTD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
5276,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133328723,1989,1988,7,5,602,0,24053,179938,0,0,0,8817,10000,100000,212808,136405,76403,108792,195565,3911,0,2460380,1937443,13128,2473543,0,122686,MEX AM CULTURAL FND,NEW YORK,NY,10022-1010,Z,Z99,0.991,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,198610.0,198909,198909,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,600.0,603.0,645 MADISON AVE,3.0,0.0,1000.0,GRANT HERRMANN SCHWARTZ & KLINGER,1.0,13.0,1.0,0.0,1.0,SCHWARTZ & KLINGER,Z,UN,UN,OT,3.0,,,,,,,A1220,A,,,
5320,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133347068,1989,1989,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFRICAN AMER DEV,NEW YORK,NY,10169-0510,Z,Z99,0.07339010000000001,36061.0,10169.0,10169.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10169.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,,
5322,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133347776,1989,1989,5,5,120,148100,13584,0,0,0,0,0,0,0,161684,14668,147016,14668,13584,272,13584,148040,0,1250,148040,0,4243,BURLINGTON MAGAZINE FND,NEW YORK,NY,10004-2400,Z,Z99,0.9339049999999999,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,198609.0,198912,198912,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,250 PARK AVE,3.0,0.0,1000.0,SULLIVAN AND CROMWELL,1.0,13.0,1.0,0.0,1.0,N & CROMWELL,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
5346,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133354167,1989,1989,5,5,0,10061,35,0,4753,0,0,250000,3000,0,264849,15499,249350,15349,4638,46,0,257394,0,0,257394,0,7169,GREENWICH COLLECTION,NEW YORK,NY,10012-5902,Z,Z99,0.543602,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198703.0,198912,198912,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,435 W BROADWAY,3.0,0.0,1000.0,% CHADBOURNE & PARKE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
5621,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133398045,1989,1989,6,6,602,604000,17690,61321,0,0,0,0,0,527528,683011,539032,143979,527798,682791,6828,278791,976411,959411,200000,976411,124005,35106,ABBY & MITCH LEIGH FND,NEW YORK,NY,10021-4951,Z,Z99,0.533159,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198705.0,198912,198912,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,880 FIFTH AVENUE,3.0,0.0,1000.0,% MITCH & MRS LEIGH,1.0,13.0,1.0,0.0,1.0,LEIGH ABBY AND MITCH TRUSTEES,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
5628,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133399317,1988,1987,1,3,123,23000,0,0,0,0,0,0,0,0,23000,9643,13357,0,0,0,0,1479,0,187466,1479,0,0,ALERDINCK CTR EAST WEST COMMUNICATIONS,NEW YORK,NY,10018-3308,Z,Z99,0.237004,36061.0,10018.0,10018.0,5602.0,5600.0,36061.0,4.0,,8808.0,198811,198811,NY,10018.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,1430 BROADWAY,3.0,0.0,1000.0,% WEBER UPSHIE & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
5637,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133401359,1987,1987,0,1,89,2500,43,0,0,0,0,0,0,1863,2543,6334,-3791,0,43,0,0,0,0,0,0,93,93,FND MUSICAL PERFORMANCE,NEW YORK,NY,10019-2210,Z,Z99,0.49921099999999996,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,,,,198712,198712,NY,10019.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
5671,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133410749,1989,1988,8,8,119,26087242,425367,1421712,0,0,0,0,191600,3311850,27934321,3766344,24167977,3730900,1813624,18136,0,25282389,21545997,1659,25222355,0,1181398,ANDY WARHOL FND VISUAL ARTS,NEW YORK,NY,10012-0000,Z,Z99,0.7468899999999999,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198801.0,198904,198904,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,4,91.0,0.0,65 BLEEKER ST 7TH FLR,3.0,0.0,1000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
5833,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133458208,1989,1988,8,6,0,40870,826597,0,0,0,0,0,0,475000,867467,547873,319594,475000,794631,7946,762767,11572917,0,575787,11580417,0,553506,DAHESH MUS,NEW YORK,NY,10017-1024,Z,Z99,0.67992,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,3.0,,198807.0,198905,198905,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,601 5TH AVENUE 2ND FLOOR,3.0,0.0,5000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
5848,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133465520,1989,1989,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOUTHERN AFRICAN ADVANCED EDUC & TRAINI,NEW YORK,NY,10112-0002,Z,Z99,0.805128,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,8810.0,198912,198912,NY,10112.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,30 ROCKEFELLER PLAZA ROOM 3500,3.0,,2000.0,,,,,,,NG PROJECT,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
5895,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133483365,1989,1989,1,0,602,0,0,0,0,0,0,0,0,2735,0,2735,-2735,2735,0,0,0,800,0,0,800,0,56164,ANTONIA MASTROCRISTINO SIRENA CULTURAL FND,NEW YORK,NY,10028-0135,Z,Z99,0.337863,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10028.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1220,A,,,
5902,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133487704,1988,1988,1,2,602,7940,0,0,0,0,0,0,0,0,7940,7947,-7,7947,0,0,0,1295,0,1302,1295,0,1,MUSIC PROJECT,NEW YORK,NY,10021-1202,Z,Z99,0.9350950000000001,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,8907.0,198812,198812,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,226 E 79TH ST,3.0,0.0,1000.0,% ILANA VERED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
5987,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,133525999,1988,1988,5,1,0,0,2526,0,0,0,0,0,0,0,2526,222,2304,0,2526,51,2501,292465,0,0,292465,2668,2719,RALPH C MARCOVE INTL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN,NEW YORK,NY,10021-4871,Z,Z99,0.0181575,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198304.0,198812,198812,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,517 E 71ST ST,3.0,0.0,1000.0,MARCOVE,1.0,13.0,1.0,0.0,1.0,CRAFTS FNDTN INC,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
6024,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133536258,1990,1989,1,4,120,33738,0,0,0,0,0,2732,0,0,36470,35717,753,35717,0,0,0,753,0,0,753,0,19,DANCE INK,NEW YORK,NY,10023-1487,Z,Z99,0.102256,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199005.0,199007,199007,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,PO BOX 20719 COLUMBUS CIR STA,3.0,0.0,1000.0,% PATRICIA TARR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1261,A,,,
6035,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133540880,1990,1989,4,4,602,52494,0,0,0,0,0,0,0,0,52494,79040,-26546,79040,0,0,0,28055,0,50254,28055,0,0,MUS AMER FINANCIAL HISTORY,NEW YORK,NY,10004-1703,Z,Z99,0.06935419999999999,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,199201.0,199008,199008,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,26 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
6116,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,135635801,1989,1989,8,7,59,868797,6271,169877,177545,0,0,799421,53417,0,2021911,1492480,529431,1405185,271930,5439,948900,13366335,4064453,80333,14266237,0,675455,ADIRONDACK HIST ASSOC,NEW YORK,NY,10022-5802,Z,Z99,0.5813229999999999,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199210.0,198912,198912,NY,10022.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,477 MADISON AVE,3.0,199612.0,1000.0,% YOHALEM GILLMAN & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,,
6131,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136000245,1990,1989,1,4,119,70250,0,0,0,0,369,0,0,0,70619,80745,-10126,80682,0,0,0,1178,0,15000,1178,259,259,BALLET SOC,NEW YORK,NY,10023-3101,Z,Z99,0.367635,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,194710.0,199006,199006,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,6,59.0,927.0,5 W 73RD ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,,
6150,3,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136019220,1989,1988,5,5,119,176054,3071,6602,0,0,0,4245,23000,21753,189972,149066,40906,142696,7589,152,11834,160740,70579,17229,161558,0,6535,POETRY SOC AMERICA,NEW YORK,NY,10003-1705,Z,Z99,0.851374,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,193705.0,198909,198909,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,3000.0,,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A0370,A,,,
6194,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136031962,1989,1989,5,4,602,0,0,38857,57532,0,0,0,2293,35813,96389,38766,57623,36084,93902,1878,58895,410951,401820,0,880638,25308,41593,AL CROWLEY TRUST FBO NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,10017-2014,Z,Z99,0.8737889999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,197302.0,198912,198912,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,270 PARK AVE 27TH FL,3.0,0.0,1000.0,% CHEMICAL BANK ADMIN SERV DEPT,1.0,13.0,1.0,0.0,2.0,T-15246,Z,UN,UN,OT,3.0,,,,,,,A61,A,,,
6285,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136059836,1988,1988,6,5,161,88247,32662,13268,0,-15104,0,0,0,104750,119073,118147,926,104750,37754,755,40709,885723,854943,0,850718,0,41220,HIST RES FND,NEW YORK,NY,10036-2501,Z,Z99,0.778093,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196204.0,198812,198812,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,180.0,59.0,1185 AVE OF THE AMERICAS,3.0,0.0,2000.0,% ARTHUR ANDERSON,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1282,A,,,
6349,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136066265,1989,1989,3,1,161,0,1429,0,0,0,0,126,0,1500,1555,1690,-135,1650,1555,31,0,17812,0,0,17812,0,922,COLT ARCHAEOLOGICAL INST,NEW YORK,NY,10178-0037,Z,Z99,0.5790109999999999,36061.0,10178.0,10178.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10178.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,,
6353,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136066414,1989,1989,1,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,200,0,10,JOSEPH M MAY MEM ASSOC,NEW YORK,NY,10170-0000,Z,Z99,0.938716,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,4.0,,195508.0,198912,198912,NY,10170.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,420 LEXINGTON AVE RM 2817-20,3.0,0.0,1000.0,% JACOBS EVALL & BLUMENFELD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
6574,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136085361,1989,1988,5,2,602,0,0,4295,0,0,0,0,0,510000,4295,510000,-505705,510000,218421,4368,4295,240176,2634,2,474538,0,13996,WARNER COMMUNICATIONS FND,NEW YORK,NY,10020-1401,Z,Z99,0.686898,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,4.0,,6012.0,198905,198905,NY,10020.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,1271 AVE OF THE AMERICAS 41ST FL,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
6623,3,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,136086859,1989,1989,9,8,62,128311,0,7420893,529876,0,0,247264,114848,5863714,8326344,7396651,929693,6415520,7551313,151026,0,527739800,527457123,159120,527739800,20357926,25984444,LILA WALLACE READERS DIGEST FND,NEW YORK,NY,10016-5603,Z,Z99,0.9799129999999999,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196004.0,198912,198912,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,2 PARK AVE 23RD FLR,3.0,0.0,1000.0,% CFO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
6678,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136089816,1989,1988,5,7,602,1903360,0,0,0,0,0,3140,0,1916568,1906500,1916568,-10068,1916568,23424,234,0,153710,0,0,202387,0,9880,VIACOM FND,NEW YORK,NY,10036-5701,Z,Z99,0.83034,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,195508.0,198910,198910,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,10,0.0,0.0,1515 BROADWAY,3.0,0.0,1000.0,VIACOM INTERNATIONAL INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
6695,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136090423,1989,1989,5,3,59,0,1996,8862,4530,0,0,0,0,0,21913,17963,3950,3206,7302,146,2772,114792,94850,146,128493,850,5856,AMER SCENIC & HISTORIC PRESERVATION SOC,NEW YORK,NY,10112-0001,Z,Z99,0.806285,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10112.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A82,A,,,
6790,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136096069,1989,1989,6,5,908,19035,135,63040,61953,0,0,24247,0,32150,168410,97554,70856,64247,125128,2503,56717,831743,708617,2165,1107988,50687,53190,DAUGHTERS CINCINNATI,NEW YORK,NY,10022-1909,Z,Z99,0.937051,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,194308.0,198912,198912,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,0.0,122 E 58TH ST,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
7144,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136115059,1989,1989,5,4,59,100,6520,27969,0,0,0,0,0,20325,34589,22743,11846,20353,32723,524,32723,334751,223095,0,591644,0,26549,LITERARY SOC FND,NEW YORK,NY,10028-0002,Z,Z99,0.543783,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,194705.0,198912,198912,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 155 GRACIE STA,3.0,0.0,2000.0,HANS SCHUMACHER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
7220,3,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,136118881,1989,1989,3,1,561,1040,1083,0,0,0,0,0,0,2240,2123,2287,-164,2240,1036,21,0,14787,0,0,14787,0,761,BELGIAN SOC BENEVOLENCE,NEW YORK,NY,10024-1719,Z,Z99,0.29943000000000003,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,194208.0,198912,198912,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,767 FIFTH AVE 28TH FLR,3.0,0.0,1000.0,% SOCFIN US INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
7261,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136121046,1989,1989,4,1,119,2000,842,0,0,0,0,0,0,0,2842,275,2567,0,567,11,567,46237,0,3000,46237,0,694,NAT ARTS FND,NEW YORK,NY,10166-0005,Z,Z99,0.9587319999999999,36061.0,10166.0,10166.0,5602.0,5600.0,36061.0,4.0,,195204.0,198912,198912,NY,10166.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,561.0,200 PARK AVE KIESEL,1.0,0.0,2100.0,% WHITMAN & RANSOM,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,,
7356,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136127130,1989,1989,0,4,602,0,873,26165,0,0,0,0,0,29405,27038,42667,-15629,0,26938,539,27038,0,0,0,0,0,22816,MORRIS FINKELSTEIN & SONS FOUNDA TION,NEW YORK,NY,10036-8102,Z,Z99,0.403783,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10036.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A80,A,,,
7363,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136127858,1990,1989,1,1,119,40,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,28,0,0,28,0,0,BELGIAN ART FND IN UNITED STATES,NEW YORK,NY,10019-3323,Z,Z99,0.44617399999999996,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,196202.0,199005,199005,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,146 W 57TH ST APT 43 A,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
7420,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136133259,1989,1989,1,1,602,1000,85,0,0,0,0,0,0,1000,1085,1011,74,1000,73,1,73,1564,0,0,1564,0,68,IRISH EMIGRANT SOC NEW YORK,NEW YORK,NY,10017-6904,Z,Z99,0.9258360000000001,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,194503.0,198912,198912,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,5 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
7441,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136135409,1989,1988,2,0,602,0,0,0,0,0,0,0,0,5106,0,5106,-5106,5106,0,0,0,6321,0,0,6321,0,437,CINEMA FND,NEW YORK,NY,10017-5405,Z,Z99,0.458103,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,6303.0,198910,198910,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,10,561.0,0.0,50 E 42ND ST RM 515,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,,
7480,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136139518,1989,1989,7,6,40,0,57781,0,0,0,0,887227,88983,27169,945008,501439,443569,141718,634694,6347,634694,2688548,0,55525,2688548,0,99380,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,Z,Z99,0.776575,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,196407.0,198912,198912,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
7572,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136149781,1989,1988,7,5,59,150050,222333,47072,192,0,0,42053,0,10152,466194,202844,263350,175889,249291,4986,271744,2329148,362425,36982,2288429,0,115877,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,Z,Z99,0.438892,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,196411.0,198908,198908,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,0.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,,
7662,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136157956,1989,1989,3,3,59,11125,423,0,0,0,0,0,0,8350,11548,8757,2791,8750,416,8,0,11857,0,0,11857,534,542,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,Z,Z99,0.586142,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196404.0,198912,198912,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,,
7847,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161472,1988,1988,1,1,119,0,5,0,0,0,0,0,0,0,5,93,-88,93,5,0,5,950,0,0,950,0,3,ARTS FND,NEW YORK,NY,10007-1901,Z,Z99,0.68991,36061.0,10007.0,10007.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10007.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1261,A,,,
