,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,ntmaj12,nteeConf,TOTREV,PROGREV,RENTEXP,OTHINC,SPEVTG,FUNDINC,v_errorCd,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
13488,133138348,79742,0,0,0,1580,8288,0,0,90516,90516,170258,165556,33984,50000,0,53580,55567,24298,21583,0,0,0,0,0,0,0,0,0,0,0,,A24Z,A48Z,1.0,2.0,2.0,RESTORE,REBECCA L COGGINS,152 MADISON AVE STE 1603,NEW YORK,NY,10016-5424,0.0,3.0,3.0,2000.0,198202.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,149.0,379.0,125.0,B9710,,1.0,1,1,4.0,1,36061.0,,A24Z,A20,,PC,O,AR,A,IN,,1988,A,A24Z,0.8130470000000001,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,170258,88936,0,0,0,0,,1989,A40,198907,NY,10016.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A
13491,133139105,85672,0,19333,19713,583,7577,0,0,46501,26788,132173,106907,3372,0,0,4547,10617,6728,7245,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,2.0,DANSE MIRAGE INC,,153 MERCER ST,NEW YORK,NY,10012-3239,0.0,3.0,3.0,1000.0,198306.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,119.0,88.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1988,A,A62Z,0.276388,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,112460,26585,0,0,0,0,,1989,A62,198907,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
13495,133140180,64237,0,0,0,150,2678,0,0,27432,27432,91669,87849,6655,16250,0,17527,90625,11392,83970,0,0,0,0,0,0,0,0,0,0,0,,A65P,,1.0,1.0,1.0,MIRROR THEATRE LTD,JONES MCATEER,50 E 96TH ST,NEW YORK,NY,10128-0810,0.0,3.0,3.0,2000.0,198301.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,995.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65P,A19,6.0,PC,O,AR,A,IN,,1988,A,A65P,0.30078,10128.0,10128.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,91669,27282,0,0,0,0,,1989,A19,198906,NY,10128.0,NEW YORK,,,PC,O,AR,A,IN,,A1965,A
13504,133143311,40745,0,0,0,373,0,54,96,93422,93368,134167,125356,10738,3735,0,15890,20009,10500,9271,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,2.0,QUINTET OF THE AMERICAS INC,% THOMAS NOVAK,134 BOWERY,NEW YORK,NY,10013-4295,0.0,3.0,3.0,2000.0,198406.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,123.0,B9710,,1.0,1,0,0.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.993352,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,134113,92899,0,0,0,0,,1990,A60,199006,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
13505,133143424,142308,0,268,266,1132,20797,0,0,1400,1134,143708,151599,12529,72025,0,50498,64738,29812,52209,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,2.0,SAVE THE THEATRES INC,,165 W 46TH ST,NEW YORK,NY,10036-2501,0.0,3.0,3.0,,,,15.0,,,,,5,,,,,C92,1992.0,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1987,A,A60Z,0.39058400000000004,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,143442,0,0,0,0,0,,1988,A60,198805,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
13512,133146184,60110,0,0,0,0,1515,0,0,3815,3815,63925,53818,7225,0,0,1978,7225,4860,0,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,1.0,1.0,1.0,CINEMA EVENTS GROUP INC,,100 A N 1ST ST,BROOKLYN,NY,11211-0000,0.0,3.0,3.0,1000.0,198307.0,1.0,15.0,1.0,11.0,0.0,10.0,8,,90.0,91.0,122.0,B9710,,1.0,1,1,4.0,1,36047.0,,A31Z,A31,,PC,O,AR,A,IN,,1988,A,A31Z,0.211695,11211.0,11211.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,63925,3815,0,0,0,0,,1989,A31,198908,NY,11211.0,BROOKLYN,,,PC,O,AR,A,IN,,A31,A
13518,133148295,33252,0,0,0,312,4345,0,0,180503,180503,213755,335198,330411,0,0,1169179,1260124,717324,929713,0,0,0,0,0,0,0,0,0,0,0,,A20Z,B24I,4.0,2.0,2.0,COMMUNITY LITERACY RESEARCH PROJECT INC,,500 GREENWICH ST 2ND FL,NEW YORK,NY,10013-1354,0.0,3.0,3.0,1000.0,198306.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,199.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1989,A,A20Z,0.19689500000000001,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,213755,180191,0,0,0,0,,1989,A20,198912,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A
13520,133148779,16762,0,0,0,0,0,0,0,41355,41355,58117,58212,-30901,0,0,2160,8478,32966,39380,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,THEATER IN ACTION INC,,46 WALKER ST,NEW YORK,NY,10013-3514,0.0,3.0,3.0,1000.0,198408.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.9881719999999999,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,58117,41355,0,0,0,0,,1989,A65,198906,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13531,133152982,166,0,0,0,816,0,0,0,29215,29215,29381,38504,31747,0,0,42070,32947,1200,1200,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,CENTER STAGE PRODUCTIONS INC,,421 DAVIS AVE,STATEN ISLAND,NY,10310-2152,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,4.0,1,36085.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.6250600000000001,10310.0,10310.0,5602.0,5600.0,A,1,AR,AR,36085.0,AR,N,29381,28399,0,0,0,0,,1989,A65,198912,NY,10310.0,STATEN ISLAND,,,PC,O,AR,A,IN,,A65,A
13543,133155574,34625,0,0,0,1186,0,0,0,1186,1186,35811,25595,34244,0,0,24028,34244,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6AZ,,1.0,1.0,1.0,EMILLE OPERA COMPANY INC,% O PAIK,152 15 ROOSEVELT AVE,FLUSHING,NY,11354-4937,0.0,3.0,3.0,1000.0,198306.0,1.0,16.0,1.0,11.0,0.0,20.0,12,,90.0,119.0,603.0,B9710,,1.0,1,1,6.0,1,36081.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1989,A,A6AZ,0.273282,11354.0,11354.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,35811,0,0,0,0,0,,1989,A6A,198912,NY,11354.0,FLUSHING,,,PC,O,AR,A,IN,,A6A,A
13565,133162049,41530,0,0,0,0,0,0,0,0,0,41530,10735,37232,0,0,6437,37232,0,0,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,42ND STREET E T C INC,,355 LEXINGTON AVE,NEW YORK,NY,10017-6603,0.0,3.0,3.0,1000.0,198702.0,1.0,15.0,1.0,13.0,0.0,20.0,3,,88.0,60.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.574393,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,41530,0,0,0,0,0,,1990,A65,199003,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13570,133163211,63732,0,0,0,0,0,0,0,35016,35016,98748,97689,-13281,0,0,1110,995,15450,14276,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,I GIULLARI DI PIAZZA INC,CATHEDRAL OF ST JOHN DIVINE,110 SULLIVAN ST 1G,NEW YORK,NY,10012-3636,0.0,3.0,3.0,1000.0,198307.0,1.0,16.0,1.0,13.0,198406.0,10.0,6,,89.0,90.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.406404,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,98748,35016,0,0,0,0,,1990,A24,199006,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A24,A
13574,133163895,44845,0,0,0,872,0,0,0,872,872,45717,5775,24601,0,0,5939,34126,21280,9525,24601,0,0,0,0,0,0,0,0,0,0,,A63Z,,1.0,1.0,1.0,NEW YORK INTERNATIONAL BALLET COMPETITION INC,% GOLDSTEIN ( ZUCKER,122 W 87TH ST,NEW YORK,NY,10024-2901,0.0,3.0,3.0,1000.0,198308.0,1.0,15.0,1.0,13.0,0.0,10.0,2,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A63Z,A63,,PC,O,AR,A,IN,,1988,A,A63Z,0.42150200000000004,10024.0,10024.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,45717,0,0,0,0,0,,1989,A63,198902,NY,10024.0,NEW YORK,,,PC,O,AR,A,IN,,A63,A
13578,133165759,222533,0,0,0,1629,67730,0,0,300202,300202,522735,602043,-68183,44634,0,73878,57170,36626,125353,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,3.0,3.0,MUSICAL THEATRE WORKS INC,,440 LAFAYETTE ST,NEW YORK,NY,10003-6919,0.0,3.0,3.0,1000.0,198307.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.656575,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,522735,298573,0,0,0,0,,1989,A65,198906,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13579,133165785,2615,21020,0,0,2503,0,0,0,43102,43102,66737,33644,47491,0,0,49674,66121,2714,18630,0,0,0,0,0,0,0,0,0,0,0,,A23Z,,1.0,1.0,1.0,AMERICAN SCANDINAVIAN SOCIETY OF NEW YORK INC,,7 PENN PLZ 830,NEW YORK,NY,10001-3900,0.0,3.0,3.0,2000.0,198402.0,1.0,16.0,1.0,13.0,0.0,10.0,4,,93.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1988,A,A23Z,0.9515530000000001,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,66737,40599,0,0,0,0,,1989,A23,198904,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
13589,133168350,170974,0,0,0,6,3477,0,0,14019,14019,184993,193052,-48841,30752,0,36646,23394,78429,72236,48841,0,0,0,0,0,0,0,0,0,0,,A69Z,,1.0,2.0,2.0,RIVERSIDE SYMPHONY INC,,258 RIVERSIDE DR 7C,NEW YORK,NY,10025-6160,0.0,3.0,3.0,2000.0,198308.0,1.0,16.0,1.0,13.0,198506.0,10.0,6,,90.0,995.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1989,A,A69Z,0.734125,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,184993,14013,0,0,0,0,,1990,A69,199006,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A
13590,133168746,12524,0,0,0,2476,3974,0,0,47548,47548,60072,61276,44904,0,0,47485,45419,1377,515,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,ASSOCIATION FOR CULTURAL EQUITY INC,,450 W 41ST STREET 6TH FLR,NEW YORK CITY,NY,10036-6807,0.0,3.0,3.0,1000.0,198308.0,1.0,15.0,1.0,13.0,198312.0,10.0,12,,122.0,994.0,119.0,B9710,,1.0,1,1,4.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1988,A,A99Z,0.594278,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,60072,45072,0,0,0,0,,1988,A24,198812,NY,10036.0,NEW YORK CITY,,,PC,O,AR,A,IN,,A24,A
13599,133170953,0,0,0,0,0,0,0,0,60252,60252,60252,50106,41108,0,0,30962,41108,0,0,0,0,0,0,0,0,0,0,0,0,0,,A62J,,1.0,1.0,1.0,INTERNATIONAL COMMITTEE FOR THE DANCE LIBRARY OF ISRAEL INC,,211 W GLOT ST 6TH FLR,NEW YORK,NY,10023-0000,0.0,3.0,3.0,1000.0,198308.0,1.0,15.0,1.0,13.0,0.0,10.0,12,SRAEL INC,927.0,602.0,93.0,B9710,,1.0,1,1,4.0,1,36061.0,,A62J,A12,6.0,PC,S,ZB,A,IN,,1989,A,A62J,0.6247199999999999,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,60252,60252,0,0,0,0,,1989,A12,198912,NY,10023.0,NEW YORK,,,PC,S,ZB,A,IN,,A62,A
13609,133171831,2385577,0,0,0,64637,920075,0,0,64637,64637,2450214,3295386,-993711,0,620848,1851461,1006289,2000000,2000000,0,0,0,0,0,0,0,0,0,0,0,S,A53I,,4.0,4.0,4.0,NEW YORK HOLOCAUST MEMORIAL COMMISSION,,342 MADISON AVE,NEW YORK,NY,10173-0002,0.0,3.0,3.0,1000.0,198308.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,602.0,994.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A53I,A11,5.0,PC,S,ZA,A,IN,,1989,A,A53I,0.8854629999999999,10173.0,10173.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,2450214,0,0,0,0,0,,1989,A11,198912,NY,10173.0,NEW YORK,,,PC,S,ZA,A,IN,,A1180,A
13616,133172289,103100,0,0,0,4256,0,0,0,4256,4256,107356,164652,-7880,0,0,157954,27657,108538,35537,0,0,0,0,0,0,0,0,0,0,0,,A91Z,,1.0,2.0,2.0,FUND FOR ARTISTS COLONIES INC,,666 FIFTH AVE RM 3130,NEW YORK,NY,10103-0040,0.0,3.0,3.0,,,,15.0,,,,,6,,,,,C92,1992.0,0.0,0,1,6.0,0,36061.0,,A91Z,A90,,PC,O,AR,A,IN,,1988,A,A91Z,0.31951,10103.0,10103.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,107356,0,0,0,0,0,,1989,A90,198906,NY,10103.0,NEW YORK,,,PC,O,AR,A,IN,,A90,A
13630,133175259,81785,0,0,0,0,0,0,0,0,0,81785,82075,-2295,0,0,1995,1705,4000,4000,-2295,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,NUCLEUS INC,,PO BOX 1502,ANSONIA STATION,NY,10023-1479,,3.0,3.0,1000.0,198406.0,,16.0,,,,,12,,88.0,0.0,0.0,B9508,1995.0,0.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.138363,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,81785,0,0,0,0,0,,1988,A65,198812,NY,10023.0,ANSONIA STATION,,,PC,O,AR,A,IN,,A65,A
13632,133176314,136062,0,0,0,0,2077,0,0,5951,5951,142013,138840,29684,0,0,49021,45530,22510,15846,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,2.0,2.0,RICHARD ALLEN CENTER FOR CULTURE & ART,,1776 BROADWAY STE 503,NEW YORK,NY,10019-2002,0.0,3.0,3.0,2000.0,196903.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1987,A,A20Z,0.7537739999999999,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,142013,5951,0,0,0,0,,1988,A20,198808,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A
13644,133178645,52125,0,0,0,432,4853,0,0,20073,20073,72198,71731,-6095,6578,0,4778,3690,10655,9785,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,CODANCECO INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,1000.0,198912.0,1.0,15.0,1.0,13.0,198812.0,20.0,6,,90.0,126.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1988,A,A60Z,0.808457,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,72198,19641,0,0,0,0,,1989,A60,198906,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
13652,133180016,23241,0,0,0,1370,0,0,0,520277,520277,543518,551194,-164322,86276,0,194112,195850,360757,360172,-164322,0,0,0,0,0,0,0,0,0,0,,B99Z,,2.0,3.0,3.0,NATIONAL SHAKESPEARE COMPANY CONSERVATORY INC,% ALBERT SCHOEMA,632 BROADWAY 6TH FLR,NEW YORK,NY,10012-2614,0.0,3.0,3.0,1000.0,198404.0,1.0,11.0,1.0,13.0,0.0,10.0,5,LHERT SCHOEMA,46.0,40.0,41.0,B9710,,0.0,1,0,0.0,0,36061.0,,B99Z,B99,,PC,O,ED,B,IN,,1988,B,B99Z,0.147169,10012.0,10012.0,5602.0,5600.0,B,1,ED,ED,36061.0,ED,N,543518,518907,0,0,0,0,,1989,A6E,198905,NY,10012.0,NEW YORK,,,PC,O,ED,B,IN,,A6E,A
13669,133184881,49234,0,0,0,0,0,0,0,144,144,49378,44248,6978,0,0,1848,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,,A20B,A20J,1.0,1.0,1.0,ICARUS ENDEAVOR INC,% ALLAN SEGAL,300 W 21ST ST,NEW YORK,NY,10011-3373,0.0,3.0,3.0,2000.0,198312.0,1.0,15.0,1.0,13.0,0.0,10.0,11,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A20B,A02,2.0,PC,O,AR,A,IN,,1988,A,A20B,0.0608375,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,49378,144,0,0,0,0,,1989,A02,198911,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A02,A
13689,133187927,215000,180704,0,0,8185,13998,0,0,33588,33588,429292,313012,250327,101881,0,152791,259937,18744,9610,0,0,0,0,0,0,0,0,0,0,0,,A32Z,,2.0,2.0,2.0,STATEN ISLAND COMMUNITY TELEVISION INC,,1186 HYLAN BLVD 1ST FLR,STATEN ISLAND,NY,10305-1920,0.0,3.0,3.0,1000.0,198402.0,1.0,16.0,1.0,13.0,198512.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36085.0,,A32Z,A32,,PC,O,AR,A,IN,,1988,A,A32Z,0.696626,10305.0,10305.0,5602.0,5600.0,A,1,AR,AR,36085.0,AR,N,429292,25403,0,0,0,0,,1988,A32,198812,NY,10305.0,STATEN ISLAND,,,PC,O,AR,A,IN,,A32,A
13694,133189842,404348,0,0,0,2365,2612,0,0,3745,3745,408093,427583,-144294,72768,0,186533,192974,277473,337268,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,2.0,2.0,2.0,MADE IN USA PRODUCTIONS INC,,220 E 23RD ST STE 707,NEW YORK,NY,10010-4606,0.0,3.0,3.0,1000.0,198503.0,1.0,9.0,1.0,13.0,0.0,20.0,4,,122.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1987,A,A65Z,0.502675,10010.0,10010.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,408093,1380,0,0,0,0,,1988,A65,198804,NY,10010.0,NEW YORK,,,U,O,AR,A,IN,,A65,A
13698,133191398,189368,0,0,0,2394,0,0,0,2394,2394,191762,113412,98486,0,0,20136,98486,0,0,0,0,0,0,0,0,0,0,0,0,0,,P84Z,B00K,1.0,2.0,2.0,ITALIAN AMERICAN COMMITTEE ON EDUCATION INC,,22 E 38TH ST 3RD FLR,NEW YORK,NY,10016-2502,0.0,3.0,3.0,1000.0,198509.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,59.0,37.0,30.0,B9710,,1.0,1,1,6.0,1,36061.0,,P84Z,P84,,PC,O,HS,P,IN,,1989,P,P84Z,0.612182,10016.0,10016.0,5602.0,5600.0,P,1,HU,HU,36061.0,HU,N,191762,0,0,0,0,0,,1989,A70,198912,NY,10016.0,NEW YORK,,,PC,O,HS,P,IN,,A70,A
13699,133192052,477,30,0,0,3390,0,0,0,30422,30422,30929,18211,64989,0,0,62651,64989,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,1.0,1.0,SOCIETY OF OUR LADY OF MT CARMEL OF ROSEBANK STN ISLAND FOR MUTUAL AID,,36 AMITY ST,STATEN ISLAND,NY,10305-1750,0.0,3.0,3.0,1000.0,198506.0,1.0,16.0,1.0,13.0,0.0,20.0,12,SLAND FOR MUTUAL AID,63.0,64.0,29.0,B9710,,1.0,1,0,0.0,0,36085.0,,A82Z,A80,,PC,O,AR,A,IN,,1989,A,A82Z,0.164902,10305.0,10305.0,5602.0,5600.0,A,1,AR,AR,36085.0,AR,N,30929,27032,0,0,0,0,,1989,A80,198912,NY,10305.0,STATEN ISLAND,,,PC,O,AR,A,IN,,A82,A
13704,133192653,70110,64273,0,0,0,0,0,0,75840,75840,210223,182420,13747,46000,0,19756,13747,0,0,13747,0,0,0,0,0,0,0,0,0,0,,A76Z,,1.0,2.0,2.0,NEW YORK IS BOOK COUNTRY INC,,50 E 89TH ST STE 20E,NEW YORK,NY,10128-1225,0.0,3.0,3.0,2000.0,198604.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,92.0,65.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A76Z,A70,,PC,O,AR,A,IN,,1989,A,A76Z,0.08012760000000001,10128.0,10128.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,210223,75840,0,0,0,0,,1989,A70,198912,NY,10128.0,NEW YORK,,,PC,O,AR,A,IN,,A70,A
13706,133193101,6700,0,0,0,0,561,0,0,23662,23662,30362,30649,-8961,0,0,958,684,9631,9645,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,CODA CHOREOGRAPHERS ORGANIZATION INC,,238 W 20TH 1D,NEW YORK,NY,10011-3517,0.0,3.0,3.0,1000.0,198403.0,1.0,15.0,1.0,13.0,198512.0,10.0,12,,90.0,994.0,119.0,B9710,,0.0,0,1,4.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1988,A,A62Z,0.16736199999999998,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,30362,23662,0,0,0,0,,1988,A62,198812,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
13709,133193347,28000,0,0,0,0,0,0,0,110979,110979,138979,134639,4114,12500,0,1110,117024,1336,112910,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,2.0,2.0,2.0,FIELD PAPERS INC,DANA REITZ,228 W BROADWAY,NEW YORK,NY,10013-2456,0.0,3.0,3.0,1000.0,198405.0,1.0,15.0,1.0,13.0,0.0,20.0,6,,90.0,91.0,119.0,B9710,,1.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1988,A,A60Z,0.117177,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,138979,110979,0,0,0,0,,1989,A62,198906,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
13710,133193351,64870,0,0,0,2874,0,0,0,2874,2874,67744,52126,48528,0,0,44849,50664,11939,2136,0,0,0,0,0,0,0,0,0,0,0,,A82I,,1.0,1.0,1.0,FRIENDS OF THE UPPER EAST SIDE HISTORIC DISTRICT INC,,20 E 69TH ST,NEW YORK,NY,10021-4922,0.0,3.0,3.0,2000.0,198402.0,1.0,15.0,1.0,13.0,0.0,10.0,12,NC,402.0,119.0,149.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82I,A11,8.0,PC,S,ZA,A,IN,,1989,A,A82I,0.209682,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,67744,0,0,0,0,0,,1989,A11,198912,NY,10021.0,NEW YORK,,,PC,S,ZA,A,IN,,A1180,A
13712,133193376,22609,0,0,0,0,1244,0,0,5821,5821,28430,25853,1218,1275,0,-1359,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,,G41Z,A65Z,1.0,1.0,1.0,THEATRE BY THE BLIND CORP,,306 W 18TH ST,NEW YORK,NY,10011-4430,0.0,3.0,3.0,1000.0,198408.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.8553559999999999,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,28430,5821,0,0,0,0,,1989,A65,198907,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
13716,133195488,36209,0,0,0,337,0,0,0,617,617,36826,40756,1347,0,0,5277,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,1.0,1.0,1.0,IN OUR TIME ARTS MEDIA INC,,PO BOX 1229 OLD CHELSEA STA,NEW YORK,NY,10113-1229,0.0,3.0,3.0,1000.0,198403.0,1.0,16.0,1.0,13.0,0.0,20.0,6,,122.0,0.0,0.0,B9606,1996.0,1.0,1,1,6.0,1,36061.0,,A34Z,A34,,PC,O,AR,A,IN,,1989,A,A34Z,0.229659,10113.0,10113.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,36826,280,0,0,0,0,,1990,A34,199006,NY,10113.0,NEW YORK,,,PC,O,AR,A,IN,,A34,A
