,FIPS,MSA,PMSA,SRC1_UPD,CMSA,FIPSTATE,ZIP5,EIN,NTEECC,NTEE1,confiden,NteeCC4d,OutReas,Level2,Level4,MajGrpB,NtMaj10,NtMaj5,NtMaj12,Level1,Level3,NteeSrc,OutNCCS,RandNum,NTEEOLDA,TAXPER,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,VERIFY,TOTREV,SUBSECCD,REASON,RASCD,RREVCD,RINCCD,REXPCD,FISYR,STYEAR,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,MSA_NECH,V_FREXP,V_CONT,V_GREC,TOTLOB,V_BOYAL,V_EOYAL,V_FB,V_REVEXP,NTEE_CAT,LEVEL5,POP_NDX,NTEEDRAF,FIPSOLDA,SRC2_UPD,STATECHK,nteeConf,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
34253,36061.0,5602.0,5600.0,,70.0,NY,10014.0,133628466,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A62,199812.0,16335,0,0,0,0,0,0,0,25190,25190,41525,41577,1717,0,0,1769,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25169,0,21,0,0,0,0,0,0,0,0,0,0,0,41525,-52,0,0,0,0,0,0,0,0,1769,80031,0,105798,144,0,0,185973,80175,0,0,0,,41525,3,9,1.0,1,1.0,1.0,1999,1999,NEO LABOS INC,,332 BLEECKER ST STE G9,NEW YORK,NY,10014-2980,0.0,3.0,1.0,199111.0,1.0,15.0,90.0,0.0,0.0,1.0,13.0,0.0,20.0,12,,5602.0,1,1,1,0,9.0,1,1,9,1,1,8,,36061.0,,1,A,A62,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,707.0,3a,1999.0,0.0,3a,1999.0,909.0,3a,1999.0,A62,A
34270,36061.0,5602.0,5600.0,,70.0,NY,10005.0,136078584,A12,A,A,,,S,A,A,AR,AR,AR,PC,ZB,1,IN,1,P82,199812.0,0,0,116709,118035,92592,0,0,0,209301,91266,209301,94551,1786730,0,0,1790015,1786730,0,0,21139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92592,0,0,0,-1326,0,0,0,0,0,91266,-3285,0,0,0,0,0,0,0,23098,1790015,0,0,0,0,0,0,0,0,0,0,0,,91266,3,10,4.0,1,2.0,1.0,1999,1999,ARCHER M HUNTINGTON CHARIT TRUST B,% BANK OF NEW YORK,1 WALL ST,NEW YORK,NY,10005-2500,0.0,3.0,1.0,197108.0,1.0,15.0,602.0,0.0,0.0,2.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,9,5,28,8,A12,36061.0,,1,B,A12,,,,,,,,0.0,3a,1999.0,0.0,1d,2099.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,1d,2099.0,0.0,1d,2099.0,,,,0.0,1b,2098.0,PC,S,ZB,A,IN,,0.0,1d,2099.0,0.0,1d,2099.0,1479725.0,1d,2099.0,0.0,1d,2099.0,A12,A
34292,36085.0,5602.0,5600.0,,70.0,NY,10301.0,132848033,A61,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A20,199806.0,3265446,46046,452368,410912,32982,393874,10598,2300,1349415,927905,4660907,3997373,20464653,151000,0,20971690,21068283,539509,603630,0,0,0,0,0,0,0,0,0,0,0,0,182739,289313,-100339,27373,23712,9270,452078,452078,0,41456,0,0,0,82400,12898,4056658,59285,-26813,1401396,0,0,0,0,0,0,20432181,16136878,163475,864563,1585637,0,0,18846046,17981483,0,0,0,,4056658,3,7,,4,4.0,4.0,1999,1998,SNUG HARBOR CULTURAL CENTER INC,,1000 RICHMOND TER,STATEN ISLAND,NY,10301-1114,0.0,3.0,2.0,197606.0,1.0,15.0,915.0,119.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,2,8,A61,36085.0,,1,A,A20,,2485449.0,1b,2099.0,0.0,1b,2099.0,240401.0,3a,1999.0,19386579.0,1b,2099.0,19143850.0,3a,1999.0,1080303.0,3a,1999.0,0.0,1b,2099.0,0.0,1b,2099.0,779997.0,1b,2099.0,19747263.0,1c,2098.0,PC,O,AR,A,IN,,0.0,1b,2099.0,86718.0,1b,2099.0,790316.0,1b,2099.0,155086.0,1b,2099.0,A20,A
34293,36085.0,5602.0,5600.0,,70.0,NY,10301.0,132977495,A25,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A25,199806.0,20328,11455,0,0,0,0,0,0,175093,175093,206876,207833,13402,0,0,35171,61391,20317,47989,0,0,0,0,0,0,0,0,0,0,0,0,495,173249,1349,0,0,0,0,0,0,0,0,0,0,1844,0,206381,-1452,0,43706,5218,0,0,0,0,0,14854,0,0,0,0,0,0,0,0,0,0,0,,206381,3,2,1.0,2,2.0,2.0,1999,1998,ART LAB INC,,1000 RICHMOND TER,STATEN ISLAND,NY,10301-1114,0.0,3.0,2.0,198303.0,1.0,15.0,998.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,9,1,2,8,,36085.0,,1,A,A25,,18626.0,3a,1999.0,0.0,3a,1999.0,13402.0,3a,1999.0,7511.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,1602.0,3a,1999.0,8417.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,24737.0,3a,1999.0,A25,A
34295,36085.0,5602.0,5600.0,,70.0,NY,10301.0,133094054,A34,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A34,199812.0,94721,0,0,0,68,0,0,0,7392,7392,102113,102666,-3751,42000,0,27893,22941,31091,26692,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,0,0,68,0,0,0,0,0,0,0,0,0,0,102113,-553,0,0,3213,0,0,0,0,0,-3198,558815,0,32578,1245,0,0,592638,560060,0,0,0,,102113,3,7,1.0,2,2.0,2.0,1999,1999,NEW RADIO & PERFORMING ARTS INC,,120 TYSEN ST,STATEN ISLAND,NY,10301-1120,0.0,3.0,1.0,198201.0,1.0,15.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,9,9,9,1,2,8,,36085.0,,1,A,A34,,47811.0,3a,1999.0,0.0,3a,1999.0,-3751.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,801.0,3a,1999.0,0.0,3a,1999.0,46910.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,18533.0,3a,1999.0,A34,A
34300,36085.0,5602.0,5600.0,,70.0,NY,10301.0,133335286,A99,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A99,199806.0,61579,65,0,0,0,0,0,0,2580,2580,64224,64224,-990,0,0,15,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,251,0,0,0,0,0,0,0,0,0,2329,0,64224,0,0,0,0,0,0,0,0,0,-990,406518,0,0,0,0,0,407263,407263,0,0,0,,64224,3,7,0.0,1,1.0,1.0,1999,1998,UNIVERSAL TEMPLE OF THE ARTS INC,,425 JERSEY ST,STATEN ISLAND,NY,10301-2226,0.0,3.0,1.0,198903.0,1.0,15.0,994.0,119.0,0.0,1.0,13.0,199306.0,10.0,6,,5602.0,1,1,1,0,2.0,9,9,1,1,2,8,,36085.0,,1,B,A61,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3c,1998.0,0.0,6,2003.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,6,2003.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A99,A
34302,36085.0,5602.0,5600.0,,70.0,NY,10301.0,133351673,A51,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A51,199806.0,183021,60,0,0,1450,8516,0,0,40492,40492,223573,141965,127662,57115,0,41335,127695,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39042,0,1450,0,0,0,0,0,0,0,0,39042,0,223573,81608,4719,34728,11605,0,0,0,0,0,41335,244395,1931,138893,3274,0,0,388493,249600,0,0,0,,223573,3,7,2.0,2,2.0,2.0,1999,1998,JOHN A NOBLE COLLECTION,,1000 RICHMOND TER,STATEN ISLAND,NY,10301-1114,0.0,3.0,2.0,198704.0,1.0,15.0,60.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,4,8,A51,36085.0,,1,A,A51,,95211.0,3a,1999.0,0.0,3a,1999.0,127662.0,3a,1999.0,41031.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,87710.0,3a,1999.0,19416.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,67450.0,3a,1999.0,A51,A
34304,36085.0,5602.0,5600.0,,70.0,NY,10301.0,133483325,A03,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A51,199512.0,21605,10535,0,0,0,0,50,10,35482,35432,67622,45012,15004,0,0,7081,15004,9973,0,0,0,0,0,0,0,0,0,0,0,0,0,4663,16929,1647,11470,0,0,0,0,0,0,0,0,0,6310,60,62909,17896,0,0,0,0,0,0,0,0,-2892,46850,17248,0,0,0,0,64098,64098,0,0,0,,62909,3,9,1.0,1,1.0,1.0,1999,1999,ART AND SCIENCE COLLABORATIONS INC,,71 VAN DUZER,STATEN ISL,NY,10301-3225,0.0,3.0,1.0,198903.0,1.0,15.0,200.0,0.0,0.0,1.0,13.0,0.0,20.0,12,,5602.0,1,1,1,0,,1,1,1,1,4,8,A03,36085.0,,1,C,A03,25,0.0,3b,2000.0,0.0,3b,2000.0,15004.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,21605.0,3b,2000.0,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,15004.0,3b,2000.0,A0325,A
34310,36085.0,5602.0,5600.0,,70.0,NY,10301.0,133713211,A26,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,Z99,199806.0,271309,4115,0,0,0,9258,0,0,0,0,275424,231131,75653,45000,0,34767,87013,3407,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275424,44293,0,20749,0,0,0,0,0,0,31360,324335,8760,0,0,0,0,333095,333095,0,0,0,,275424,3,7,1.0,2,2.0,2.0,1999,1998,COUNCIL ON THE ARTS & HUMANITIES FOR STATEN ISLAND,% NY FOUNDATION FOR THE ARTS,1000 RICHMOND TER,STATEN ISLAND,NY,10301-1114,0.0,3.0,2.0,199501.0,1.0,15.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,0,38,8,,36085.0,,1,C,A26,7,200707.0,3a,1999.0,0.0,3a,1999.0,75653.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,70502.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,9001.0,3a,1999.0,A267,A
34313,36085.0,5602.0,5600.0,,70.0,NY,10301.0,134055215,A50,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A57,199812.0,30409,24165,0,0,0,0,0,0,0,0,54574,98118,56515,0,0,102559,56515,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54574,-43544,0,0,0,0,0,0,0,0,100059,104650,3428,0,0,0,0,108078,108078,0,0,0,,54574,3,7,1.0,1,1.0,1.0,1999,1999,NATIONAL LIGHTHOUSE CENTER AND MUSEUM,% HENRY STEPHENSON,1 LIGHTHOUSE PLZ,STATEN ISLAND,NY,10301-1902,0.0,3.0,2.0,199906.0,1.0,15.0,0.0,0.0,0.0,1.0,11.0,200212.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,9,1,4,8,,36085.0,,1,C,A54,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,3801.0,3a,1999.0,0.0,3a,1999.0,52614.0,3a,1999.0,A54,A
34316,36085.0,5602.0,5600.0,,70.0,NY,10301.0,135564127,A50,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A51,199806.0,1057636,27595,315709,228190,84666,108227,86219,-34964,784562,470153,1869793,1431590,2094673,0,0,2256659,2166656,190986,71983,0,0,0,0,0,0,0,0,0,0,0,0,0,208784,123264,884,8785,75881,0,0,0,87519,0,0,0,123264,51255,1555384,123794,-94794,819709,0,0,0,0,0,0,2065673,3818294,165552,500522,435353,0,0,4919721,4419199,0,0,0,,1555384,3,7,4.0,4,4.0,4.0,1999,1998,STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES,,75 STUYVESANT PL,STATEN ISLAND,NY,10301-1912,0.0,3.0,2.0,194006.0,1.0,15.0,60.0,0.0,0.0,5.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,4,8,A50,36085.0,,1,A,A50,,1030435.0,3a,1999.0,0.0,3a,1999.0,1536254.0,3a,1999.0,513013.0,3a,1999.0,0.0,3a,1999.0,558419.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,27201.0,3a,1999.0,481813.0,3a,1999.0,PC,O,AR,A,IN,,1532940.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,95002.0,3a,1999.0,A50,A
34324,36085.0,5602.0,5600.0,,70.0,NY,10301.0,237379930,A52,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A52,199806.0,1878321,46974,0,0,19447,153164,12280,8183,393106,380826,2318401,1124878,2083990,73950,0,966643,2120425,47812,36435,0,0,0,0,0,0,0,0,0,0,0,0,33825,0,56516,257624,19447,0,0,0,0,0,5231,0,5231,90341,20463,2272296,1147418,17741,595504,127851,0,0,0,0,0,918831,3171006,165485,0,61818,0,0,3398309,3398309,0,0,0,,2272296,3,9,4.0,4,4.0,4.0,1999,1998,STATEN ISLAND CHILDRENS MUSEUM,,1000 RICHMOND TER BLDG M,STATEN ISLAND,NY,10301-1114,0.0,3.0,2.0,197407.0,1.0,15.0,60.0,119.0,0.0,5.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,4,8,A52,36085.0,,1,A,A52,,1270314.0,3a,1999.0,0.0,3a,1999.0,606526.0,3a,1999.0,0.0,3a,1999.0,1427362.0,3a,1999.0,50002.0,3a,1999.0,852510.0,3a,1999.0,0.0,3a,1999.0,607907.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,10700.0,3a,1999.0,170602.0,3a,1999.0,800.0,3a,1999.0,A52,A
34332,36085.0,5602.0,5600.0,,70.0,NY,10303.0,112685724,A65,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A65,199712.0,83116,0,0,0,0,0,0,0,0,0,83116,80807,-7747,0,0,10012,8647,20068,16394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83116,2309,0,0,0,0,0,0,0,0,-10056,204636,0,0,1457,0,0,206093,206093,0,0,0,,83116,3,7,1.0,1,1.0,1.0,1999,1999,THEATRE REHABILITATION FOR YOUTH,% B BERKOWITZ CPA,58 FARRAGUT AVE,STATEN ISLAND,NY,10303-2903,0.0,3.0,1.0,198507.0,1.0,15.0,328.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,9.0,9,9,1,1,1,8,A65,36085.0,,1,A,A65,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,5228.0,3a,1999.0,0.0,3a,1999.0,3620.0,3a,1999.0,A65,A
34345,36085.0,5602.0,5600.0,,70.0,NY,10301.0,133064327,A69,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A69,199806.0,89306,11421,0,0,0,0,0,0,46665,46665,147392,140723,31791,0,0,47374,57502,22252,25711,0,0,0,0,0,0,0,0,0,0,0,0,0,45558,0,1107,0,0,0,0,0,0,0,0,0,0,0,147392,6669,0,92616,7505,0,0,0,0,0,25122,297841,38673,105350,1582,0,0,463095,357745,0,0,0,,147392,3,7,1.0,2,2.0,2.0,1999,1998,GATEWAY SYMPHONY OF STATEN ISLAND INC,CARL LUDDERS,11 CAMPUS RD,STATEN ISLAND,NY,10301-4479,0.0,3.0,1.0,198203.0,1.0,15.0,90.0,119.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,1,8,,36085.0,,1,A,A69,,34002.0,3a,1999.0,0.0,3a,1999.0,18052.0,3a,1999.0,0.0,3a,1999.0,8725.0,3a,1999.0,5014.0,3a,1999.0,1000.0,3a,1999.0,0.0,3a,1999.0,55204.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,55402.0,3a,1999.0,A69,A
34360,36061.0,5602.0,5600.0,,70.0,NY,10039.0,133979036,A27,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A60,199809.0,0,0,0,0,0,0,0,0,37460,37460,37460,38125,377,0,0,1043,3267,0,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,37460,0,0,0,0,0,0,0,0,0,0,0,0,0,37460,-665,0,0,0,0,0,0,0,0,1043,0,0,31990,0,0,0,31990,0,0,0,0,,37460,3,7,1.0,1,1.0,1.0,1999,1998,TEA PARTY INC,% MELINDA E WEEKES,2745 8TH AVE STE 2B,NEW YORK,NY,10039-3063,0.0,3.0,1.0,199910.0,1.0,16.0,0.0,0.0,0.0,1.0,11.0,0.0,10.0,9,,5602.0,1,1,1,0,,1,1,9,1,1,8,A27,36085.0,,1,C,A27,,,,,,,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,,,,,,,PC,O,AR,A,IN,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,3267.0,3c,1998.0,A27,A
34363,36085.0,5602.0,5600.0,,70.0,NY,10304.0,136261043,A25,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A65,199808.0,199692,0,0,0,1319,0,0,0,10263,10263,209955,227014,18607,29953,0,35666,20825,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,8944,0,0,1319,0,0,0,0,0,0,0,0,0,0,209955,-17059,0,0,4506,0,0,0,0,0,35666,277770,0,81661,911,0,0,360342,278681,0,0,0,,209955,3,7,1.0,2,2.0,2.0,1999,1998,TEN PENNY PLAYERS INC,,393 SAINT PAULS AVE,STATEN ISLAND,NY,10304-2127,0.0,3.0,2.0,196805.0,1.0,15.0,119.0,59.0,0.0,1.0,13.0,0.0,10.0,8,,5602.0,1,1,1,0,9.0,1,1,9,1,1,8,A25,36085.0,,1,A,A25,,80037.0,3a,1999.0,0.0,3a,1999.0,18607.0,3a,1999.0,10713.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,119655.0,3a,1999.0,11020.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,300.0,3a,1999.0,6207.0,3a,1999.0,A25,A
34372,36085.0,5602.0,5600.0,,70.0,NY,10305.0,133187927,A32,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A32,199812.0,1965000,468203,0,0,38327,0,0,0,99672,99672,2532875,775878,2228239,70615,0,494588,2266820,36427,38580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61345,9582,28745,0,0,0,0,0,0,0,0,0,2532875,1756997,13081,338957,32036,0,0,0,0,0,458161,0,0,0,0,0,0,0,0,0,0,0,,2532875,3,9,4.0,4,4.0,3.0,1998,1998,STATEN ISLAND COMMUNITY TELEVISION INC,,1186 HYLAN BLVD 1ST FLR,STATEN ISLAND,NY,10305-1920,0.0,3.0,1.0,198402.0,1.0,16.0,119.0,0.0,0.0,1.0,13.0,198512.0,10.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36085.0,,1,B,A32,,1965000.0,3a,1998.0,0.0,3a,1998.0,478208.0,3a,1998.0,30600.0,3a,1998.0,1750031.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,35706.0,3a,1998.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,280002.0,3a,1998.0,2600.0,3a,1998.0,A32,A
34373,36085.0,5602.0,5600.0,,70.0,NY,10305.0,133192052,A80,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A80,199812.0,2524,105,0,0,123,0,0,0,22831,22831,25460,14682,76631,0,0,71385,76631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5532,0,10978,6198,0,0,0,0,123,0,0,0,0,16510,0,19928,5246,0,0,0,0,0,0,0,0,71385,0,0,0,0,0,0,0,0,0,0,0,,19928,3,0,1.0,1,1.0,1.0,1999,1999,SOCIETY OF OUR LADY OF MT CARMEL OF ROSEBANK STN ISLAND FOR MUTUAL AID,,36 AMITY ST,STATEN ISLAND,NY,10305-1750,0.0,3.0,1.0,198506.0,1.0,16.0,63.0,64.0,29.0,1.0,13.0,0.0,20.0,12,,5602.0,1,1,1,0,,1,1,1,1,3,8,,36085.0,,1,C,A80,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,17971.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,15786.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A82,A
34375,36085.0,5602.0,5600.0,,70.0,NY,10305.0,133248928,A11,A,A,,,S,A,A,AR,AR,AR,PC,ZA,1,IN,1,A11,199812.0,121092,2860,0,0,712,0,8113,6180,15005,6892,138957,133460,22796,0,0,50839,43632,25427,20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,14293,130844,-2616,0,71629,9959,0,0,0,0,0,25412,471917,15963,0,1812,0,0,489692,489692,0,0,0,,130844,3,7,1.0,2,2.0,2.0,1999,1999,FRIENDS OF ALICE AUSTEN HOUSE INC,,2 HYLAN BLVD,STATEN ISLAND,NY,10305-2002,0.0,3.0,1.0,198505.0,1.0,16.0,62.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,9,1,41,8,,36085.0,,1,A,A11,54,49738.0,3a,1999.0,0.0,3a,1999.0,22796.0,3a,1999.0,12309.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,71354.0,3a,1999.0,12309.0,3a,1999.0,PC,S,ZA,A,IN,,0.0,3a,1999.0,3202.0,3a,1999.0,0.0,3a,1999.0,28021.0,3a,1999.0,A1154,A
34384,36085.0,5602.0,5600.0,,70.0,NY,10306.0,131985514,A82,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A80,199806.0,1046037,25018,0,0,48193,53734,28278,24199,602620,574342,1673675,1516425,983907,64090,0,1126603,1149917,167956,166010,0,0,0,0,0,0,0,0,0,0,0,0,103712,181577,127391,0,2856,35500,89270,89270,9837,0,0,0,0,231103,52477,1541685,25260,0,811466,209830,0,0,39,0,0,958647,3859091,79775,1000765,258161,0,0,5390917,4390152,0,0,0,,1541685,3,7,4.0,4,4.0,4.0,1999,1998,STATEN ISLAND HISTORICAL SOCIETY INC,CHASE MANHATTAN BANK TTEE,441 CLARKE AVE,STATEN ISLAND,NY,10306-1125,0.0,3.0,2.0,194401.0,1.0,15.0,62.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,3,8,,36085.0,,1,B,A82,,842130.0,3a,1999.0,0.0,3a,1999.0,266902.0,3a,1999.0,0.0,3a,1999.0,159001.0,3a,1999.0,557904.0,3a,1999.0,196903.0,3a,1999.0,0.0,3a,1999.0,203907.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,701110.0,3a,1999.0,177403.0,3a,1999.0,A82,A
