,EIN,TAXPER,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,NAICS,DocCd
11752,131996451,200712,N,6,1,6,Y,1,1,0,2007,200903,,2007,0,1074593,765,0,61306,0,0,0,62071,62071,1136664,1182588,197303,345000,0,923503,1474590,687147,1277287,0,0,0,0,0,0,0,0,0,0,0,0,,1136664,1136664,0,765,0,0,0,0,0,-45924,6898,299647,29530,0,0,0,0,236329,0,0,0,0,61306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,1,81490003027029,2007,N,10170-0399,10170.0,131996451200712,1319964512007,12.0,920.0,905.0,0.0,420 LEXINGTON AVE RM 343,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,MEDIA RATING COUNCIL INC,1.0,196512,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.30571,B,A30,A,510000.0,90
11765,132509231,200809,N,6,1,6,Y,1,1,0,2007,200913,,2007,28774,853912,354697,458601,85887,0,0,0,1490496,1031895,2373182,1615127,3065757,161009,0,3395769,3456405,457339,390648,0,0,0,0,0,0,0,0,0,1048688,0,1224,,1914581,1914581,0,-103904,0,0,0,0,0,299454,-172127,557474,65138,0,0,0,0,2938430,0,0,0,0,37988,20380,0,27519,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29490066070069,2008,N,10016-5509,10016.0,132509231200809,1325092312008,9.0,200.0,0.0,0.0,31 E 32ND ST FL 7,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,AUTHORS GUILD INC,1.0,199603,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A037,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04169,A,A0370,A,813920.0,90
11772,132534897,200712,N,5,1,4,Y,1,1,0,2007,200850,,2007,0,0,0,0,1178,0,0,0,330593,330593,330593,250186,546400,0,0,477510,559611,9618,13211,0,0,0,0,0,0,0,0,0,325171,0,4244,,330593,330593,0,0,0,0,0,0,0,80407,-1899,0,0,0,0,0,0,467892,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29490320227258,2007,N,10011-7419,10011.0,132534897200712,1325348972007,12.0,0.0,0.0,0.0,45 W 14TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,PAINTING INDUSTRY FUND BUILDING CORP,1.0,199904,,NY,CORE07co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.50937,A,A40,A,710000.0,90
11792,132562532,200906,N,4,1,5,Y,1,1,0,2008,200950,,2008,0,0,0,0,4575,0,0,0,0,0,546915,566317,160944,65000,0,181828,162306,1481,1362,0,0,0,0,0,0,0,0,0,542340,0,0,,546915,546915,0,0,0,0,0,0,0,-19402,0,108900,15276,0,0,0,0,180347,0,0,0,0,0,4575,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29493332035119,2009,Y,10036-5505,10036.0,132562532200906,1325625322009,6.0,205.0,120.0,279.0,1501 BROADWAY STE 302,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,1.0,196801,,NY,rtf08co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.05151,A,A70,A,710000.0,93
11807,132579031,200810,N,4,1,5,Y,1,1,0,2007,200944,,2007,0,175355,0,0,5242,0,0,0,407755,407755,583110,305181,294512,0,0,379913,296618,1000,2106,291512,0,0,0,0,0,0,0,362330,0,40183,0,,220780,220780,0,0,0,0,0,402513,0,-84401,0,79012,6304,0,0,0,0,378913,0,0,0,0,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,378913,200,1,29490297028049,2008,N,10001-1809,10001.0,132579031200810,1325790312008,10.0,200.0,0.0,0.0,481 EIGHTH AVENUE - SUITE 826,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,1.0,196712,,NY,rtf08co,2.0,2.0,3.0,2.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9026,C,A33,A,511100.0,90
11879,132666239,200712,N,5,1,5,Y,1,1,0,2007,200903,,2007,0,113741,0,0,6925,0,0,0,482143,482143,595884,441623,603685,0,0,690873,784961,109661,181276,0,0,0,0,0,0,0,0,131788,0,343430,0,,464096,464096,0,0,0,0,0,475218,0,22473,0,0,0,0,0,0,0,581212,0,0,0,0,0,3513,0,3412,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29490003021029,2007,N,10019-5369,10019.0,132666239200712,1326662392007,12.0,200.0,120.0,0.0,125 W 55TH ST 21ST FL,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,1.0,197101,,NY,rtf08co,3.0,2.0,3.0,2.0,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.06917000000000001,A,A34,A,513110.0,90
11917,132760431,200812,N,3,1,4,Y,1,1,0,2008,200947,,2008,0,0,153059,160805,7741,0,0,0,0,0,402632,384190,98671,0,0,279711,98671,0,0,0,0,0,0,0,0,0,0,0,237268,0,300,,241827,241827,4264,-7746,0,0,0,0,0,-142363,0,0,9874,0,0,0,0,279711,0,0,0,0,0,7741,4264,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493311043119,2008,N,10001-6860,10001.0,132760431200812,1327604312008,12.0,200.0,0.0,0.0,275 7TH AVE RM 1504,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,MEDIA COALITION INC,1.0,197407,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.46543999999999996,B,A30,A,510000.0,93
11960,132857274,200806,N,5,1,5,Y,1,1,0,2007,200852,A33E,2007,0,614328,0,0,27443,0,0,0,224821,224821,839149,775718,645165,234000,0,581734,645165,0,0,0,0,0,0,0,0,0,0,0,197378,0,0,,839149,839149,0,0,0,0,0,0,0,63431,0,111290,20348,0,0,0,0,581734,0,0,0,0,27443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29490341036228,2008,N,10010-6848,10010.0,132857274200806,1328572742008,6.0,200.0,209.0,0.0,19 W 21ST ST RM 905,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,BOOK INDUSTRY STUDY GROUP INC,1.0,197609,,NY,CORE07co,3.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A053,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.75037,A,A0533,A,541720.0,90
11974,132876085,200812,N,5,1,5,Y,1,1,0,2008,200950,,2008,176141,0,5205,5508,13587,0,95909,150307,0,0,546463,717282,456895,82132,0,923307,606778,181774,149883,456895,0,0,0,0,0,0,0,0,0,0,105314,,445046,445046,0,-303,0,0,0,0,246216,-272236,0,100125,13928,0,0,70800,40000,741533,0,0,0,0,0,13587,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,741533,279,1,29493332037289,2008,N,10038-3242,10038.0,132876085200812,1328760852008,12.0,279.0,0.0,0.0,90 JOHN ST RM 403,6.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,9262.0,GRAPHIC ARTISTS GUILD INC,1.0,199509,,NY,rtf08co,3.0,2.0,3.0,3.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.32713000000000003,C,A99,A,710000.0,93
11975,132877623,200809,N,4,1,4,Y,1,1,0,2007,200926,,2007,0,37717,0,0,4755,0,0,0,151215,151215,188932,183115,188105,0,0,182288,188105,0,0,0,0,0,0,0,0,0,0,0,146460,0,0,,188932,188932,0,0,0,0,0,0,0,5817,0,0,0,0,0,0,0,182288,0,0,0,0,4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,1,29490157108199,2008,N,10017-7111,10017.0,132877623200809,1328776232008,9.0,123.0,0.0,0.0,360 MADISON AVE STE 15FL,3.0,0.0,NEW YORK,2.0,,0.0,1.0,0.0,10.0,0.0,FIXED INCOME ANALYSTS SOCIETY INC HARRHANSEN MGMT INC,5.0,0,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.56839,C,A01,A,813319.0,90
12018,132918640,200812,N,3,1,3,Y,1,1,0,2008,200925,,2008,0,27275,0,0,1442,0,0,0,0,0,71126,56847,71888,0,0,69016,71888,0,0,0,0,0,0,0,0,0,0,0,31409,0,0,,59719,59719,0,0,11000,11407,-407,0,0,2872,0,0,0,0,0,0,0,69016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29492157041189,2008,N,10163-2119,10163.0,132918640200812,1329186402008,12.0,205.0,0.0,0.0,PO BOX 2119,3.0,0.0,NEW YORK,2.0,SHUBERT SILVER & ROSEN,2.0,1.0,0.0,10.0,0.0,WOMENS MEDIA GROUP INC,1.0,199308,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04434,B,A30,A,510000.0,92
12031,132932563,200812,N,3,1,3,Y,1,1,0,2008,200951,,2008,0,0,0,0,24042,0,0,0,0,0,43678,21346,85564,0,0,80568,85564,0,0,0,0,0,0,0,0,0,0,17336,0,-1460,0,,26342,26342,0,0,0,0,0,15876,0,4996,0,0,0,0,0,0,0,80568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119,1,29492339000069,2008,N,11209-3601,11209.0,132932563200812,1329325632008,12.0,119.0,123.0,0.0,7919 3RD AVE,3.0,0.0,BROOKLYN,1.0,,2.0,1.0,0.0,10.0,0.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,1.0,197805,,NY,rtf08co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5914,C,A99,A,710000.0,92
12093,132990527,200905,N,4,1,4,Y,1,1,0,2008,200942,,2008,0,219395,0,0,2485,0,0,0,0,0,221880,101216,356205,0,0,235541,356205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,221880,221880,0,0,0,0,0,0,0,120664,0,0,0,0,0,0,0,235541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,93492282007159,2009,N,10016-8703,10016.0,132990527200905,1329905272009,5.0,205.0,0.0,0.0,243 5TH AVE,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,1.0,197910,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16304000000000002,A,A68,A,711130.0,92
12118,133021168,200902,N,1,1,4,Y,1,1,0,2008,200935,,2008,84500,0,0,0,0,0,0,0,0,0,141700,110813,6918,0,0,21016,6918,0,0,0,0,0,0,0,0,0,0,44985,0,12165,0,,96715,96715,0,0,0,0,0,57150,0,-14098,0,0,0,0,0,0,0,21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,64,1,29492227013139,2009,N,10010-0000,10010.0,133021168200902,1330211682009,2.0,64.0,90.0,92.0,174 176 5TH AVE STE 401,3.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,1.0,198005,,NY,rtf08co,1.0,1.0,2.0,2.0,36061.0,5602.0,5600.0,A84,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18554,C,A84,A,712120.0,92
12160,133058765,200812,N,6,1,7,Y,1,1,0,2008,200928,,2008,0,0,0,0,78373,0,0,0,0,0,6230954,6207687,2690648,1399378,0,3433179,3619271,765798,928623,0,0,0,0,0,0,0,0,0,6137523,0,15058,,6230954,6230954,0,0,0,0,0,0,0,23267,0,2353266,147809,0,0,0,0,2667381,0,0,0,0,0,78373,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493185069259,2008,N,10022-6570,10022.0,133058765200812,1330587652008,12.0,200.0,0.0,0.0,830 3RD AVE FL 2,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,CABLE TELEVISION ADVERTISING BUREAU INC,1.0,198202,,NY,rtf08co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5090399999999999,A,A0332,A,813920.0,93
12172,133071647,200812,N,1,1,4,Y,1,1,0,2008,200930,,2008,0,0,0,0,0,0,0,0,0,0,118340,117977,732,0,0,369,732,0,0,0,0,0,0,0,0,0,0,0,118340,0,0,,118340,118340,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493185367079,2008,N,10474-0000,10474.0,133071647200812,1330716472008,12.0,200.0,229.0,0.0,NY TERMINAL MARKET ROOM C27,3.0,0.0,BRONX,2.0,,2.0,1.0,0.0,10.0,0.0,KOREAN PRODUCE ASSOCIATION INC,1.0,198405,,NY,rtf08co,1.0,2.0,2.0,2.0,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.69382,A,A23,A,710000.0,93
12240,133131629,200905,N,3,1,3,Y,1,1,0,2008,200947,,2008,41827,0,0,0,18,0,0,0,0,0,41845,46974,31282,0,0,36410,31282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41845,41845,0,0,0,0,0,0,0,-5129,0,0,0,0,0,0,0,36410,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229,1,29493311005139,2009,N,10011-3728,10011.0,133131629200905,1331316292009,5.0,229.0,0.0,0.0,27 W 20TH ST STE 601,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,1.0,198410,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.55888,A,A40,A,710000.0,93
12246,133132781,200806,N,3,1,4,Y,1,1,0,2007,200926,,2007,0,0,0,0,15,0,0,0,117841,117841,117841,117841,49581,0,0,92086,68369,42505,18788,0,0,0,0,0,0,0,0,0,117826,0,0,,117841,117841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49581,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,29490157114309,2008,N,10467-1168,10467.0,133132781200806,1331327812008,6.0,912.0,0.0,0.0,3625 BAINBRIDGE AVE,3.0,0.0,BRONX,1.0,,2.0,1.0,0.0,10.0,0.0,3680 HOLDING COMPANY INC,1.0,198210,,NY,rtf08co,1.0,2.0,2.0,2.0,36005.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.14439000000000002,C,A60,A,711100.0,90
12264,133154895,200812,N,4,1,3,Y,1,1,0,2008,200938,,2008,0,0,0,0,6654,0,0,0,0,0,93439,72405,181663,0,0,168924,192481,8295,10818,181663,0,0,0,0,0,0,0,0,86785,0,0,,93439,93439,0,0,0,0,0,0,0,21034,0,3980,0,0,0,0,0,160629,0,0,0,0,0,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,93493259007059,2008,N,11435-3638,11435.0,133154895200812,1331548952008,12.0,205.0,297.0,0.0,14602 89TH AVE,3.0,0.0,JAMAICA,2.0,,2.0,1.0,0.0,10.0,0.0,INDIAN DENTAL ASSOCIATION USA INC,1.0,199106,,NY,rtf08co,2.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.10397999999999999,A,A23,A,710000.0,93
12292,133183002,200812,N,5,1,4,Y,1,1,0,2008,200929,,2008,0,0,0,0,7364,0,0,0,0,0,479606,388085,724743,0,0,633223,724743,0,0,724743,0,0,0,0,0,0,0,0,472240,0,2,,479606,479606,0,0,0,0,0,0,0,91521,0,71726,5785,0,0,0,0,633223,0,0,0,0,0,7364,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,633223,229,1,29493185119179,2008,N,10170-0012,10170.0,133183002200812,1331830022008,12.0,229.0,0.0,0.0,420 LEXINGTON AVE RM 2034,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,1.0,198401,,NY,rtf08co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8575200000000001,A,A23,A,710000.0,93
12300,133190575,200812,N,2,1,3,Y,1,1,0,2008,200945,,2008,0,0,0,0,0,0,0,0,0,0,38918,27981,11820,0,0,884,11820,0,0,0,0,0,0,0,0,0,0,0,38918,0,0,,38917,38918,0,0,0,0,0,0,0,10936,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29492157115059,2008,N,10011-2490,10011.0,133190575200812,1331905752008,12.0,205.0,0.0,0.0,101 W 23RD ST 2343,9.0,0.0,NEW YORK,2.0,CHRISTINE AUSTIN,2.0,1.0,0.0,10.0,9167.0,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,5.0,198803,NEW YORK CHAPTER,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.73746,A,A40,A,710000.0,92
12334,133211019,200812,N,4,1,4,Y,1,1,0,2008,200929,,2008,0,0,0,0,6161,0,0,0,0,0,348911,354643,179933,0,0,226962,228608,40876,48675,0,0,0,0,0,0,0,0,0,342750,0,0,,348911,348911,0,0,0,0,0,0,0,-5732,0,21600,1883,0,0,0,0,186086,0,0,0,0,0,6161,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493185230029,2008,N,10036-4215,10036.0,133211019200812,1332110192008,12.0,200.0,0.0,0.0,56 W 45TH ST STE 705,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,INDIAN DIAMOND & COLORSTONE ASSOC INC,1.0,198507,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.33944,A,A23,A,710000.0,93
12336,133212090,200812,N,6,1,6,Y,1,1,0,2008,200929,,2008,3066547,0,256559,253077,37714,0,0,0,0,0,3360820,2314193,2270557,0,0,1910311,2405276,454719,134719,0,0,0,0,0,0,0,0,0,0,0,0,,3107743,3107743,0,3482,0,0,0,0,0,793550,0,147750,23169,0,0,0,0,1455592,0,0,0,0,0,37714,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493185324079,2008,N,10022-0000,10022.0,133212090200812,1332120902008,12.0,200.0,0.0,0.0,5TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,TELEVISON MUSIC LICENSE COMMITTEE,5.0,198408,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.20969000000000002,A,A0368,A,813920.0,93
12364,133237986,200812,N,6,1,6,Y,1,1,0,2008,200933,J40,2008,0,0,797676,880493,96592,0,0,0,0,0,1648094,733364,2831843,0,0,2955994,2837843,3000,6000,2831843,0,0,0,0,0,0,0,0,753143,0,683,,767601,767601,0,-82817,0,0,0,0,0,34237,0,0,0,0,0,0,0,2952994,0,0,0,0,0,96592,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2952994,263,1,93493222002129,2008,N,10036-1314,10036.0,133237986200812,1332379862008,12.0,263.0,279.0,0.0,326 WEST 48TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,BENEFIT FUND OF THE MOTION PICTURE STUDIO MECHANICS LOCAL 52 OF IATSE,5.0,198605,52 BENEFIT FUND,NY,rtf08co,4.0,3.0,4.0,3.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.62762,A,A31,A,512110.0,93
12374,133251595,200806,N,1,1,3,Y,1,1,0,2007,200905,,2007,0,21062,0,0,7,0,0,0,6143,6143,27205,15394,8801,0,600,5390,8801,0,0,8801,0,0,0,0,0,0,0,0,6136,0,0,,27205,27205,0,0,0,0,0,0,0,11811,-8400,0,0,0,0,0,0,5390,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5390,0,1,29490011176049,2008,N,10004-1612,10004.0,133251595200806,1332515952008,6.0,0.0,0.0,0.0,32 BROADWAY STE 1114,3.0,0.0,NEW YORK,1.0,LARA KISIELEWSKA,0.0,1.0,0.0,10.0,0.0,GRAPHIC ARTISTS GUILD OF NEW YORK,0.0,199509,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9193399999999999,C,A40,A,710000.0,90
12397,133302569,200812,N,3,1,3,Y,1,1,0,2008,200910,,2008,1029,26494,0,0,662,0,0,0,0,0,40353,43013,45702,0,0,48362,45702,0,0,0,0,0,0,0,0,0,0,0,12168,0,0,,40353,40353,0,0,0,0,0,0,0,-2660,0,0,0,0,0,0,0,48362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281,1,29492045020299,2008,N,10003-3681,10003.0,133302569200812,1333025692008,12.0,281.0,0.0,0.0,201 E 17TH ST APT 28J,2.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,1.0,199112,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A54,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7066600000000001,A,A54,A,712110.0,92
12399,133302920,200812,N,2,1,3,Y,1,1,0,2008,200947,,2008,2500,3085,0,0,35,0,0,0,0,0,25600,23960,16699,0,0,15880,16719,821,20,0,0,0,0,0,0,0,0,0,19980,0,0,,25600,25600,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,93492317018419,2008,N,10018-5500,10018.0,133302920200812,1333029202008,12.0,0.0,0.0,0.0,57 WEST 38TH STREET,3.0,0.0,NEW YORK,1.0,,0.0,1.0,0.0,10.0,0.0,CHINESE AMERICAN SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS,5.0,0,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A032,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.80866,C,A0323,A,813920.0,92
12414,133341914,200812,N,3,1,4,Y,1,1,0,2008,200937,,2008,0,0,0,0,1036,0,0,0,0,0,157474,173223,48262,0,0,67011,51262,3000,3000,0,0,0,0,0,0,0,0,0,156438,0,0,,157474,157474,0,0,0,0,0,0,0,-15749,0,0,0,0,0,0,0,64011,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493234068159,2008,N,10165-1341,10165.0,133341914200812,1333419142008,12.0,200.0,123.0,0.0,60 E 42ND ST RM 1341,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,GRUPPO ESPONENTI ITALIANI INC,1.0,199304,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.38519000000000003,C,A23,A,710000.0,93
12425,133358453,200806,N,3,1,3,Y,1,1,0,2007,200915,,2007,9050,39485,0,0,1258,0,4622,1667,20742,16120,69277,51610,57406,0,0,54522,57406,0,0,0,0,0,0,0,0,0,0,10161,0,3034,0,,54494,54494,0,0,0,0,0,13195,6289,2884,0,0,0,0,0,0,0,54522,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,907,1,29409073043149,2008,Y,10463-3224,10463.0,133358453200806,1333584532008,6.0,907.0,0.0,0.0,3333 HENRY HUDSON PKWY,3.0,0.0,BRONX,1.0,ALAN SASLOFF,1.0,1.0,0.0,10.0,0.0,U S S INTREPID ASSOCIATION INC,1.0,199506,,NY,rtf08co,1.0,1.0,1.0,1.0,36005.0,5602.0,5600.0,A12,A,O,S,ZB,A,A,IN,,1,AR,AR,AR,0.10396,A,A12,A,813219.0,9
