,EIN,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,p6ExmPF,p6DomOrg,p7Polit,p7Liquid,p7PoFClm,p7DisSal,p7DisBor,p7DisSer,p7DisPay,p7DisTra,p7PayGvt,p7UndInc,p7BusInt,p7JeoInv,p7Propag,p7Elect,p7IndGrt,p7OrgGrt,p7OthPur,P1GRENTS,pgoods,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6INVTAX,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,PF112,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,ASCD,INCCD,FRCD,ACCPER,ASSETS,INCOME,NEGINCOM,SEC_NAME,FIPS,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,CONVTOCO,SUBSEC2,ZIP5,ntee1,nteecc,RandNum,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,FisYr,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
5908,133201819,199906,200005,82491317086129,,N,Y,0,1,1998,3,6,6,3,119,1618836,534,51926,0,-18362,0,8168,500,1650,1661102,40013,1621089,39249,52443,1621,0,2674531,0,0,0,0,191320,2674531,15883,45937,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,52460,0,38363,0,37599,17,0,0,0,2626945,2674531,0,2483211,1621,0,0,0,0,0,0,0,1621,0,1117734,44316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PERSIAN HERITAGE FOUNDATION,,450 RIVERSIDE DRIVE,NEW YORK,NY,10027-6821,0.0,3.0,1000.0,198406.0,1.0,4.0,1.0,13.0,0.0,5.0,3.0,1.0,6,846477,52976,,,36061.0,119.0,602.0,0.0,B9710,,,3.0,10027,Z,Z99,0.632124,10027,5602.0,5600.0,36061.0,,1999,NY,10027,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A23,A
5949,133224878,199812,200006,82491219147179,,N,Y,0,1,1998,2,1,3,3,123,35400,38,0,0,0,0,2765,0,0,38203,38510,-307,38510,38,0,0,1425,0,0,0,0,0,1425,0,124,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,38,0,38510,0,38510,0,0,0,0,0,1425,0,1425,0,0,0,150,0,0,0,0,-150,0,2520,0,124,272,0,0,396,38510,31660,0,0,70170,1425,1732,0,0,3157,1425,1732,0,0,3157,83,181,0,0,264,38165,26573,0,0,64738,38165,26573,0,0,64738,38,67,0,0,105,0,CHILDRENS MUSIC WORKSHOP INC,,315 RIVERSIDE DRIVE SUITE,NEW YORK,NY,10025-4100,0.0,3.0,1000.0,199112.0,1.0,3.0,5.0,13.0,0.0,1.0,3.0,1.0,12,9293,30495,,,36061.0,0.0,0.0,0.0,B9710,,,3.0,10025,Z,Z99,0.025478,10025,5602.0,5600.0,36061.0,,1998,NY,10025,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A20,A
5968,133236892,199906,200018,29491092044070,,N,Y,0,1,1998,3,6,3,3,93,2000,40290,0,0,0,0,8,0,4250,42298,255833,-213535,159504,35268,705,1,1017569,0,0,0,0,0,1017569,0,54980,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,40298,0,251583,5030,155254,5030,0,46022,0,0,1017569,0,1017569,705,0,0,2945,0,0,0,0,-2240,2240,1116343,54275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HARA MUSEUM FUND,% KO-YUNG TUNG OMELVENY & MYERS,7 HANOVER SQUARE,NEW YORK,NY,10004-2616,0.0,3.0,1000.0,198509.0,1.0,4.0,1.0,13.0,0.0,6.0,3.0,1.0,6,1189536,65789,,,36061.0,93.0,0.0,0.0,B9710,,,3.0,10004,Z,Z99,0.177209,10004,5602.0,5600.0,36061.0,,1999,NY,10004,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A50,A
6015,133253712,200006,200051,29491323023230,,N,Y,0,1,1999,3,8,5,3,995,9860,755102,165538,0,-58509,0,2994,0,127884,874985,133019,741966,129770,920385,18408,923634,12450296,0,3322257,0,3322257,56482,12384226,557516,575924,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,923634,923634,5135,3249,1886,3249,0,0,0,484820,12384226,0,12393814,18408,0,0,20172,0,0,0,0,-1764,1764,11693885,557516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RADIO DRAMA NETWORK INC,% HIMAN BROWN,285 CENTRAL PARK WEST,NEW YORK,NY,10024-3006,0.0,3.0,1000.0,198503.0,1.0,4.0,1.0,13.0,198906.0,1.0,1.0,1.0,6,835,23,,,36061.0,995.0,90.0,0.0,B9710,,,3.0,10024,Z,Z99,0.606524,10024,5602.0,5600.0,36061.0,,2000,NY,10024,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A34,A
6022,133255361,199906,200014,29491015039000,,N,Y,0,1,1998,2,2,4,3,90,16409,0,0,0,0,0,114111,27367,0,130520,130996,-476,0,0,0,0,18923,0,0,0,0,0,18923,0,944,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,114111,130996,0,0,0,130996,18923,0,0,18923,0,18923,0,0,0,0,0,0,0,0,0,0,19161,0,944,0,0,0,944,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130521,130194,125708,144412,530835,16409,42373,12049,40872,111703,0,0,0,0,0,0,THE LIVING THEATRE INC,,800 W END AVE STE 5A,NEW YORK,NY,10025-5467,0.0,3.0,1000.0,198504.0,1.0,2.0,1.0,13.0,0.0,2.0,4.0,1.0,6,16264,145249,,,36061.0,90.0,0.0,0.0,B9710,,,3.0,10025,Z,Z99,0.987382,10025,5602.0,5600.0,36061.0,,1999,NY,10025,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A65,A
6053,133271577,199912,200026,29491162001040,,N,Y,0,1,1999,3,2,1,3,561,250,1002,0,0,0,0,4250,0,0,5502,46084,-40582,43779,0,0,5252,23502,0,0,0,0,300,23502,0,2157,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,1002,5252,46084,2305,43779,2305,0,23502,0,0,23502,0,23202,0,0,0,0,0,0,0,0,0,0,43793,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ART MATTERS INC,,PO BOX 1815 CHELSEA STA,NEW YORK,NY,10113-1815,0.0,3.0,2000.0,198510.0,1.0,4.0,1.0,13.0,0.0,5.0,6.0,1.0,12,645499,2766218,,,36061.0,561.0,0.0,0.0,B9710,,,3.0,10113,Z,Z99,0.9486680000000001,10113,5602.0,5600.0,36061.0,,1999,NY,10113,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A99,A
6084,133305823,200004,200038,29491232108230,,N,Y,0,1,1999,3,6,4,3,602,0,704,98896,251183,0,0,0,13552,84796,350783,102191,248592,91892,343584,6872,0,2221110,0,1318949,883434,2202383,0,2398428,9297,112438,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,350783,0,17395,7199,7096,7199,0,8262,0,0,2398428,0,2221110,6872,0,0,5060,0,0,0,1,1813,0,2283000,105566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOROTHY B MELVILLE TR FOR THE MUSEUMS AT STONY BROOK,% BANKERS TR CO,PO BOX 829 CHURCH ST STA,NEW YORK,NY,10008-0829,0.0,3.0,1000.0,198703.0,1.0,4.0,2.0,13.0,0.0,6.0,5.0,1.0,4,1583083,526531,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10008,Z,Z99,0.213694,10008,5602.0,5600.0,36061.0,,2000,NY,10008,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A50,A
6114,133317928,199906,200037,29491141055030,,N,Y,0,1,1998,2,8,0,3,91,0,21915,0,0,0,0,-703499,0,600000,-681584,704013,-1385597,702597,21915,438,0,27083516,0,0,0,0,101088,12752416,0,65648,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,21915,0,104013,0,102597,0,0,1681032,0,0,12752416,0,26982428,438,0,0,0,0,0,0,0,438,0,1332955,0,1,0,624,0,624,702597,104062,81145,117134,1004938,1,0,0,0,1,0,0,0,0,0,43765,12294,1003,59,57121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IAN WOODNER FAMILY COLLECTION INC,,745 FIFTH AVE,NEW YORK,NY,10151-0099,0.0,3.0,2000.0,198605.0,1.0,3.0,1.0,13.0,0.0,8.0,6.0,1.0,6,30418860,1382985,,,36061.0,91.0,119.0,0.0,B9710,,,3.0,10151,Z,Z99,0.559041,10151,5602.0,5600.0,36061.0,,1999,NY,10151,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A99,A
6147,133320806,199912,200034,29491211015080,,N,Y,0,1,1999,3,1,1,3,64,200,41,0,0,0,0,0,0,200,261,270,-9,0,0,0,0,2725,0,0,0,0,0,2725,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,70,0,0,0,0,2725,0,0,2725,0,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUNDACION CULTURA HISPANICA LTD,,125 QUEEN STREET,STATEN ISLAND,NY,10314-5350,0.0,3.0,1000.0,199306.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,12,2714,1050,,,36085.0,64.0,90.0,0.0,B9710,,,3.0,10314,Z,Z99,0.303289,10314,5602.0,5600.0,36085.0,,1999,NY,10314,STATEN ISLAND,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A23,A
6164,133327907,199912,200049,29491316058060,,N,Y,0,1,1999,3,1,1,3,88,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE J MICHAEL BLOOM THEATRE FUNDATION LTD,% J MICHAEL BLOOM LTD,233 PARK AVE S FLOOR 10,NEW YORK,NY,10003-1683,0.0,3.0,1000.0,198605.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,88.0,602.0,0.0,B9710,,,3.0,10003,Z,Z99,0.795072,10003,5602.0,5600.0,36061.0,,1999,NY,10003,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A65,A
6166,133328723,199909,200027,29491169045010,,N,Y,0,1,1998,3,6,4,3,602,0,63263,41058,28998,0,0,-193,0,204500,133126,294575,-161449,228136,94535,945,104128,2333230,1100000,1071851,0,2171851,9541,2333230,0,110658,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,133126,104128,90075,38591,23636,38591,0,73436,0,0,2333230,0,2323689,945,0,0,1130,0,0,0,0,-185,185,2246860,109713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEX-AM CULTURAL FOUNDATION INC,% GRANT HERRMANN SCHWARTZ & KLINGER,645 MADISON AVE,NEW YORK,NY,10022-1010,0.0,3.0,1000.0,198610.0,1.0,4.0,1.0,13.0,0.0,6.0,4.0,1.0,9,2653863,158438,,,36061.0,602.0,600.0,603.0,B9710,,,3.0,10022,Z,Z99,0.748865,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A1220,A
6202,133347776,199912,200040,29491169002060,,N,Y,0,1,1999,2,6,3,3,120,11814,20841,248,0,0,0,0,0,0,32903,14189,18714,13959,21089,422,1,1128456,0,646709,0,646709,5636,1128456,36636,51017,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,21089,0,14189,0,13959,0,0,0,0,0,1128456,0,1122820,422,0,0,0,0,0,0,30,452,0,1035882,50595,51017,0,0,0,51017,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE BURLINGTON MAGAZINE FOUNDATION INC C/O SULLIVAN & CROMWELL,SULLIVAN AND CROMWELL,125 BROAD ST 2945,NEW YORK,NY,10004-2400,0.0,3.0,1000.0,198609.0,1.0,3.0,1.0,13.0,0.0,5.0,4.0,1.0,12,722281,152105,,,36061.0,120.0,0.0,0.0,B9710,,,3.0,10004,Z,Z99,0.0401398,10004,5602.0,5600.0,36061.0,,1999,NY,10004,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A33,A
6219,133354167,199912,200036,29491225052030,,N,Y,0,1,1999,3,6,6,3,602,1519978,0,90687,0,-150000,0,0,3500,1000,1460665,12055,1448610,9769,105467,2109,0,2720153,0,122672,0,122672,0,2865360,0,95347,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,105467,0,11055,0,8769,0,0,8759,0,0,2865360,0,2720153,2109,0,0,1640,0,1200,0,0,-731,731,1935989,93238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GREENWICH COLLECTION LTD,% CHADBOURNE & PARKE,435 W BROADWAY,NEW YORK,NY,10012-5902,0.0,3.0,1000.0,198703.0,1.0,4.0,1.0,13.0,0.0,6.0,3.0,1.0,12,1095131,25728,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10012,Z,Z99,0.8519950000000001,10012,5602.0,5600.0,36061.0,,1999,NY,10012,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A99,A
6223,133354834,199906,200032,29491204085220,A31Z,N,Y,0,1,1998,3,3,3,3,122,75000,0,641,0,0,0,0,0,35000,75641,48015,27626,35000,491,10,0,27626,0,0,0,0,0,27626,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,641,0,13015,150,0,150,0,0,0,0,27626,0,27626,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEDIA ASSOCIATION OF SOCIAL SCIENTISTS AND ARTISTS INC,,292 RIVERSIDE DR 4A,NEW YORK,NY,10025-9003,0.0,3.0,1000.0,199001.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,6,0,0,,,36061.0,122.0,0.0,0.0,B9710,,,3.0,10025,A,A31,0.5157229999999999,10025,5602.0,5600.0,36061.0,,1999,NY,10025,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A0330,A
6424,133396112,199912,200032,29491204184080,,N,Y,0,1,1999,3,1,1,3,119,0,60,0,0,0,0,0,0,0,60,465,-405,464,59,1,0,7841,0,0,0,0,0,7841,0,392,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,60,0,465,1,464,1,0,0,0,0,7841,0,7841,1,0,0,0,0,0,0,0,1,0,7960,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTITUTE FOR ICE AGE STUDIES INC,,25 WAVERLY PLACE,NEW YORK,NY,10003-6759,0.0,3.0,1000.0,198704.0,1.0,4.0,1.0,11.0,0.0,1.0,1.0,1.0,12,7619,129,,,36061.0,119.0,149.0,0.0,B9710,,,3.0,10003,Z,Z99,0.52527,10003,5602.0,5600.0,36061.0,,1999,NY,10003,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A99,A
6427,133398045,199912,200033,29491211011010,,N,Y,0,1,1999,3,7,4,3,602,3664,95052,204960,0,0,0,0,0,281210,303676,320858,-17182,286653,267917,5358,292654,6603785,30370,6363608,0,6393978,0,9018181,286653,424999,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,300012,300012,39648,32095,5443,32095,7358,0,0,175513,9018184,0,6603785,5358,0,0,3875,0,0,0,0,1483,0,8629428,419641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABBY & MITCH LEIGH FOUNDATION,% MITCH & MRS LEIGH,880 FIFTH AVENUE,NEW YORK,NY,10021-4951,0.0,3.0,1000.0,198705.0,1.0,4.0,1.0,13.0,0.0,6.0,5.0,1.0,12,2725317,669321,,LEIGH ABBY AND MITCH TRUSTEES,36061.0,602.0,0.0,0.0,B9710,,,3.0,10021,Z,Z99,0.6375930000000001,10021,5602.0,5600.0,36061.0,,1999,NY,10021,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A68,A
6460,133410749,199904,200019,29491106053230,,N,Y,0,1,1998,3,9,8,3,119,898229,443337,1114524,21281017,0,0,764073,437457,65863319,24501180,75366256,-50865076,74728084,2429389,24294,1,100820501,21667238,11284030,17407070,50358338,1688500,139168795,0,6255550,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,2536532,0,9502937,107143,9309470,107143,0,550,0,219448,139168800,0,99132000,24294,0,0,60000,0,0,0,0,-35706,0,127016240,6231256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE ANDY WARHOL FOUNDATION FOR THE VISUAL ARTS INC,% GOTTFRIED,65 BLEEKER ST 7TH FLR,NEW YORK,NY,10012-0000,0.0,3.0,1000.0,198801.0,1.0,4.0,1.0,13.0,0.0,9.0,7.0,1.0,4,109018967,6418120,,,36061.0,119.0,91.0,0.0,B9710,,,3.0,10012,Z,Z99,0.752034,10012,5602.0,5600.0,36061.0,,1999,NY,10012,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A40,A
6551,133442712,199812,200004,29491015027150,A31Z,N,Y,0,1,1998,3,4,4,3,122,167081,2906,0,0,0,0,20517,0,0,190504,111700,78804,0,0,0,0,242222,0,0,0,0,2658,242222,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2906,0,111700,2934,0,2934,0,71922,0,0,242222,0,239564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUTSIDE IN JULY INC,% J L ROSENHOUSE CPA INC,250 W 57TH ST 2203,NEW YORK,NY,10019-3700,0.0,3.0,1000.0,198810.0,1.0,4.0,1.0,13.0,0.0,3.0,4.0,1.0,12,28327,164573,,GARRISON,36061.0,122.0,0.0,0.0,B9710,,,3.0,10019,A,A31,0.23162800000000003,10019,5602.0,5600.0,36061.0,,1998,NY,10019,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A31,A
6557,133444907,200003,200039,29491253018140,,N,Y,0,1,1999,3,1,1,3,59,0,136,0,0,0,0,0,0,0,136,70,66,0,66,0,0,7005,0,0,0,0,0,7005,0,343,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,136,0,70,70,0,70,0,7005,0,0,7005,0,7005,0,0,0,0,0,0,0,0,0,0,6965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTER FOR AMERICAN ART INC,,380 W BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1000.0,198802.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,3,0,0,,,36061.0,59.0,0.0,0.0,B9710,,,3.0,10012,Z,Z99,0.09298630000000001,10012,5602.0,5600.0,36061.0,,2000,NY,10012,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A20,A
6565,133447662,199812,200011,29491050024150,,N,Y,0,1,1998,3,1,1,3,90,292,0,0,0,0,0,0,0,0,292,118,174,0,0,0,0,1907,0,0,0,0,0,0,98,98,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,118,0,0,0,0,1907,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,1990,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COUNCIL FOR LIVING MUSIC INC,% LOCAL 802 AF OF MUSICIANS LOCAL,322 W 48TH ST,NEW YORK,NY,10036-1308,0.0,3.0,1000.0,198808.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,12,6262,9761,,802,36061.0,90.0,119.0,0.0,B9710,,,3.0,10036,Z,Z99,0.27812,10036,5602.0,5600.0,36061.0,,1998,NY,10036,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A68,A
6589,133458208,199905,200011,29491050044030,,N,Y,0,1,1998,2,8,6,3,0,2342505,1686428,50596,83419,0,22821,17932,0,0,4203701,1969356,2234345,1911494,1728928,17289,1751119,37685989,12163266,10201642,6246882,28611790,218453,40368903,0,1432984,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,41272,1820443,1884818,1969356,91515,1911494,91515,133699,4956,0,0,40368904,0,37467536,17289,0,0,53520,0,0,0,0,-36231,17320,29096116,0,1432984,1677395,1143335,1030241,5283955,3010329,3854002,3440548,1903635,12208514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAHESH MUSEUM INC,,601 FIFTH AVE FIFTH FLOOR,NEW YORK,NY,10017-1024,0.0,3.0,5000.0,198807.0,1.0,3.0,1.0,13.0,0.0,8.0,8.0,1.0,5,20258020,15488811,,,36061.0,0.0,0.0,0.0,B9710,,,3.0,10017,Z,Z99,0.359926,10017,5602.0,5600.0,36061.0,,1999,NY,10017,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A50,A
6599,133464919,199912,200030,29491190050030,A42Z,N,Y,0,1,1999,3,2,3,3,91,35775,0,0,0,0,0,0,0,0,35775,40926,-5151,0,0,0,0,17316,0,0,0,0,15960,17316,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,40926,0,0,0,0,17316,0,0,17316,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WORLD PRESS PHOTO USA FOUNDATION INC,% RABOBANK NEDERLAND,245 PARK AVE,NEW YORK,NY,10167-0002,0.0,3.0,1000.0,198909.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,20.0,12,0,0,,,36061.0,91.0,0.0,0.0,B9710,,,3.0,10167,A,A42,0.8749180000000001,10167,5602.0,5600.0,36061.0,,1999,NY,10167,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A40,A
6619,133472572,199906,200016,29491085011010,A23Z,N,Y,0,1,1998,3,4,0,3,155,0,0,0,0,0,0,0,0,0,0,17634,-17634,0,0,0,0,101676,0,0,0,0,128675,21676,0,1068,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,17634,0,0,0,0,0,0,0,21676,0,-26999,0,0,0,0,0,0,0,0,0,0,32121676,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUINEA DEVELOPMENT FOUNDATION INC,% SYLLA,140 W END AVE STE 17G,NEW YORK,NY,10023-6142,0.0,3.0,1000.0,199101.0,1.0,4.0,1.0,13.0,0.0,4.0,0.0,1.0,6,100000,0,,,36061.0,155.0,0.0,0.0,B9710,,,3.0,10023,A,A23,0.561082,10023,5602.0,5600.0,36061.0,,1999,NY,10023,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A23,A
