,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,TAXPD,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SECNAME,ZIP5,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,ARED,DEDUCTCD,FNDNCD,FRCD,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
10481,1,3,1,132903468,199612,1996,199752,29490347366087,,N,Y,,40,1996,1,2,3,0,33500,0,0,0,23,22531,0,0,9544,9544,43044,108493,-66209,0,0,99756,12307,100516,78516,0,0,0,0,0,0,0,0,0,0,0,0,0,9521,0,0,9,N,0,23,0,0,0,0,0,0,0,0,0,43044,-65449,0,0,0,0,0,0,0,0,-760,12439,0,0,0,0,0,12439,12439,0,0,0,PROCESS STUDIO THEATER INC,,484 W 43RD ST 40Q,NEW YORK,NY,10036-0000,0.0,,2.0,197902.0,,,,,,1.0,1.0,,,,,,,0,0,,,10036.0,36061.0,5602.0,5600.0,A6E,A,,,,PC,O,0.53003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,,1996,,,,1329034681996,A6E,A,12,90.0,149.0,0.0,3.0,0.0,1.0,16.0,10.0,,PC,O,AR,A,OUT,S,A6E,A,611610.0
10502,1,6,1,132918640,199712,1997,199815,29409087110078,,N,Y,,1,1997,1,3,3,205,0,62629,0,0,568,0,0,0,568,568,63197,59199,25530,0,0,21532,25530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,568,0,0,0,0,0,0,63197,3998,0,0,0,0,0,0,0,0,21532,0,0,0,0,0,0,0,0,0,0,0,WOMENS MEDIA GROUP INC,% SHUBERT SILVER & ROSEN,501 5TH AVE STE 901,NEW YORK,NY,10017-6102,0.0,3.0,2.0,199308.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,199812.0,3.0,3.0,0.0,12.0,26015,54552,,,10017.0,36061.0,5602.0,5600.0,A01,A,10017.0,36061.0,,O,O,0.6804399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10017.0,NEW YORK,1329186401997,A30,B,12,205.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
10518,1,4,1,132931071,199712,1997,199824,29490143000258,,N,Y,,1,1997,1,1,3,91,0,43375,0,0,0,0,0,0,3749,3749,47124,43464,6262,0,0,3602,7262,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749,0,0,N,0,0,0,0,0,0,0,0,0,3749,0,47124,3660,0,0,0,0,0,0,0,0,2602,0,0,0,0,0,0,0,0,0,0,0,SOCIETY OF ANIMAL ARTISTS INC,,47 FIFTH AVE,NEW YORK,NY,10003-4303,0.0,3.0,1.0,198306.0,2.0,0.0,91.0,126.0,0.0,1.0,13.0,0.0,199712.0,1.0,3.0,0.0,12.0,7262,47124,,,10003.0,36061.0,5602.0,5600.0,A20,A,10003.0,36061.0,,O,O,0.08042,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10003.0,NEW YORK,1329310711997,A0340,A,12,91.0,126.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0340,A,813920.0
10519,1,4,1,132932563,199712,1997,199828,29409171049008,,N,Y,,1,1997,1,4,3,119,250,1200,0,0,14127,0,0,0,55581,55581,57031,23394,112690,0,0,102653,112690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23600,0,17854,0,0,N,0,0,0,0,14127,0,0,0,0,41454,0,33431,10037,0,0,0,0,0,0,0,0,102653,0,0,0,0,0,0,0,0,0,0,0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,,7919 THIRD AVE,BROOKLYN,NY,11209-3601,0.0,3.0,1.0,197805.0,2.0,0.0,119.0,123.0,0.0,1.0,11.0,0.0,199712.0,4.0,3.0,0.0,12.0,112690,57031,,,11209.0,36047.0,5602.0,5600.0,A99,A,11209.0,36047.0,,O,O,0.48307,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,1997,NY,11209.0,BROOKLYN,1329325631997,A99,C,12,119.0,123.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A99,A,710000.0
10600,1,6,1,132990527,199705,1997,199747,29409305051247,,N,Y,,20,1996,1,4,3,205,0,36115,0,0,0,0,0,0,0,0,36115,23297,116177,0,0,103359,116178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,36115,12818,0,0,0,0,0,0,0,0,103359,0,0,0,0,0,0,0,0,0,0,0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,,243 5TH AVE,NEW YORK,NY,10016-8703,0.0,,2.0,197910.0,,,,,,1.0,1.0,,,,,,,0,0,,,10016.0,36061.0,5602.0,5600.0,A01,A,,,,O,O,0.09381,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,1996,,,,1329905271997,A68,A,5,205.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,OUT,S,A68,A,711130.0
10639,1,4,1,133021168,199802,1998,199834,29490227002188,,N,Y,,1,1997,1,2,3,64,20440,0,0,0,0,0,0,0,54380,54380,74820,37750,8736,0,0,14204,10136,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,42538,0,11842,0,0,Y,0,0,0,0,0,0,0,0,0,54381,0,32282,-5468,0,0,0,0,0,0,0,0,14204,0,0,0,0,0,0,0,0,0,0,0,COMITE DEL DESFILE DE LA HISPANIDAD INC,,174 176 5TH AVE STE 401,NEW YORK,NY,10010-0000,0.0,3.0,3.0,198005.0,2.0,0.0,64.0,90.0,92.0,1.0,13.0,0.0,199802.0,2.0,3.0,0.0,2.0,0,0,,,10010.0,36061.0,5602.0,5600.0,A84,A,10010.0,36061.0,,O,O,0.85665,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10010.0,NEW YORK,1330211681998,A84,C,2,64.0,90.0,92.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A84,A,712120.0
10665,1,4,1,133036753,199512,1995,199850,29409318158268,,N,Y,,1,1995,1,1,3,0,2297,0,0,0,0,0,0,0,34765,34765,37062,35858,1711,0,0,4777,5196,4270,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,34765,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,37062,1204,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,BOND STREET THEATRE COALITION,,2 BOND ST,NEW YORK,NY,10012-2308,0.0,,3000.0,0.0,,,,,,5.0,13.0,,,,,,,0,0,,,10012.0,36061.0,5602.0,5600.0,A65,A,,,,O,O,0.2123,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,,1995,,,,1330367531995,A65,A,12,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,,PC,O,AR,A,OUT,S,A65,A,711110.0
10703,1,6,1,133058765,199712,1997,199832,29490213017438,,N,Y,,1,1997,1,6,7,200,0,3829522,0,0,108698,0,0,0,2231373,2231373,6060895,6006604,1788218,1424842,0,2691071,3149808,957144,1361590,0,0,0,0,0,0,0,0,0,0,0,0,0,2059694,0,62981,0,N,108698,0,0,0,0,0,0,0,0,0,0,6060895,54291,0,1077416,146744,0,0,0,0,0,1733927,0,0,0,0,0,0,0,0,0,0,0,CABLE TELEVISION ADVERTISING BUREAU INC,,830 THIRD AVE 2ND FLR,NEW YORK,NY,10022-0000,0.0,3.0,1.0,198202.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,6.0,7.0,0.0,12.0,3149808,6060895,,,10022.0,36061.0,5602.0,5600.0,A01,A,10022.0,36061.0,,O,O,0.6451899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10022.0,NEW YORK,1330587651997,A0332,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0332,A,813920.0
10761,1,6,1,133094056,199803,1998,199831,29490192143038,,N,Y,,1,1997,1,3,3,123,0,7625,0,0,915,0,0,0,87915,87915,95540,90826,42637,0,0,37923,42637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000,0,0,0,N,915,0,0,0,0,0,0,0,0,0,0,95540,4713,0,0,0,0,0,0,0,0,37923,0,0,0,0,0,0,0,0,0,0,0,PACIFIC INTELLECTUAL PROPERTY ASSOCIATION,,PO BOX 3477 GRAND CENTRAL STA,NEW YORK,NY,10163-3477,0.0,3.0,2.0,198201.0,2.0,0.0,123.0,0.0,0.0,5.0,13.0,0.0,199803.0,3.0,3.0,0.0,3.0,42637,95540,,,10163.0,36061.0,5602.0,5600.0,A70,A,10163.0,36061.0,,O,O,0.56743,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10163.0,NEW YORK,1330940561998,S03,C,3,123.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,S03,S,813920.0
10786,1,4,1,133109557,199612,1996,199803,81490347001187,,N,Y,,1,1996,1,4,5,123,217277,309885,28890,22891,10895,142211,6079,859,62680,33710,589842,528865,245910,38325,0,348275,329702,138282,83792,245910,0,0,0,0,0,0,0,0,0,0,0,0,5885,0,10072,0,Y,0,10895,0,0,0,5999,0,0,0,0,6938,560872,32007,3910,84162,13231,0,0,0,0,209993,209993,0,0,0,0,0,0,0,0,0,0,0,DEMOCRATIC SOCIALISTS OF AMERICA INC,,180 VARICK ST 12TH FLOOR,NEW YORK,NY,10014-4606,0.0,3.0,3.0,198807.0,2.0,0.0,123.0,521.0,0.0,1.0,13.0,0.0,199712.0,4.0,4.0,0.0,12.0,0,0,,,10014.0,36061.0,5602.0,5600.0,A70,A,10014.0,36061.0,,O,O,0.05405,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10014.0,NEW YORK,1331095571996,A70,C,12,123.0,521.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,V24,V,541720.0
10789,1,4,1,133112767,199712,1997,199830,29409192014078,Z99Z,N,Y,,1,1997,1,3,3,119,0,59685,0,0,3865,0,0,0,11355,7135,71040,63801,59768,0,0,56750,60323,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,N,0,0,0,0,3865,0,4218,4220,-1,0,0,66820,3018,0,0,0,0,0,0,0,0,56750,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL COUNCIL FOR TRADITIONAL MUSIC,% DEPT OF MUSIC COLUMBIA UNIVERSITY,DEPT OF MUSIC COLUMBIA UNIVERSITY,NEW YORK,NY,10027-0000,0.0,3.0,1.0,198602.0,2.0,0.0,119.0,93.0,0.0,5.0,13.0,0.0,199712.0,3.0,3.0,0.0,12.0,60323,71040,,,10027.0,36061.0,5602.0,5600.0,A68,A,10027.0,36061.0,,O,O,0.32784,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10027.0,NEW YORK,1331127671997,A68,A,12,119.0,93.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A68,A,711130.0
10810,1,6,1,133124063,199712,1997,199851,29490339175068,,N,Y,,2,1997,1,6,6,120,0,1799361,0,0,365647,0,0,0,2794726,2794726,4594087,4049730,3775190,77279,0,3933303,4619145,702470,843955,0,0,0,0,0,0,0,0,0,0,0,0,0,1000293,0,1428786,0,Y,365647,0,0,0,0,0,0,0,0,0,0,4594087,544357,0,1249073,95584,0,0,0,0,0,3230833,0,0,0,0,0,0,0,0,0,0,0,AMERICAN PAYROLL INSTITUTE INC,,30 E 33RD ST 5TH FLR,NEW YORK,NY,10016-5337,0.0,3.0,1.0,198407.0,1.0,0.0,120.0,205.0,209.0,1.0,13.0,0.0,199712.0,6.0,6.0,0.0,12.0,0,0,,,10016.0,36061.0,5602.0,5600.0,A33,A,10016.0,36061.0,,O,O,0.36526,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10016.0,NEW YORK,1331240631997,S41,A,12,120.0,205.0,209.0,3.0,0.0,1.0,0.0,10.0,,PC,O,AR,A,IN,,S41,S,813910.0
10822,1,6,1,133131629,199805,1998,199846,29490304081318,,N,Y,,1,1997,1,2,4,229,0,39340,0,0,7,0,0,0,96391,96391,135731,144837,-4427,0,0,22855,19826,18176,24253,0,0,0,0,0,0,0,0,0,0,0,0,0,91496,0,4888,0,Y,0,0,0,0,7,0,0,0,0,0,0,135731,-9106,0,20065,4342,0,0,0,0,0,4679,0,0,0,0,0,0,0,0,0,0,0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,,27 W 20TH ST,NEW YORK,NY,10011-3707,0.0,3.0,1.0,198410.0,2.0,0.0,229.0,0.0,0.0,1.0,13.0,0.0,199805.0,2.0,4.0,0.0,5.0,19826,135731,,,10011.0,36061.0,5602.0,5600.0,A01,A,10011.0,36061.0,,O,O,0.0776,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10011.0,NEW YORK,1331316291998,A40,A,5,229.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
10835,1,6,1,133137480,199712,1997,199828,29490164340198,,N,Y,,1,1997,1,5,5,200,0,205205,0,0,28295,0,0,0,475519,475519,680724,330513,538692,58000,0,830869,760785,284267,222093,0,0,0,0,0,0,0,0,0,0,0,0,358121,116181,-27078,0,0,N,28295,0,0,0,0,0,0,0,0,331043,0,322603,-7910,0,111635,13757,0,0,0,0,0,546602,0,0,0,0,0,0,0,0,0,0,0,KNITTED TEXTILE ASSOCIATION,,386 PARK AVE S,NEW YORK,NY,10016-8804,0.0,3.0,2.0,198301.0,2.0,0.0,200.0,229.0,0.0,5.0,13.0,0.0,199712.0,5.0,5.0,0.0,12.0,760785,680724,,,10016.0,36061.0,5602.0,5600.0,A01,A,10016.0,36061.0,,O,O,0.9154899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10016.0,NEW YORK,1331374801997,A40,A,12,200.0,229.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
10925,1,3,1,133206226,199610,1996,199743,29409277043187,,N,Y,,41,1995,1,3,3,0,73567,0,0,0,1555,0,0,0,1555,1555,75122,74480,53396,0,0,37439,53494,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,N,0,0,0,0,1555,0,0,0,0,0,0,75122,642,15413,0,0,0,0,0,0,0,37341,343986,0,0,6260,0,0,350246,350246,0,0,0,UKRAINIAN AMERICAN COORDINATING COUNCIL INC,,142 2ND AVE STE 304,NEW YORK,NY,10003-8385,0.0,,2.0,200103.0,,,,,,1.0,1.0,,,,,,,0,0,,,10003.0,36061.0,5602.0,5600.0,A23,A,,,,PC,O,0.59906,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,1995,,,,1332062261996,A23,A,10,0.0,0.0,0.0,3.0,0.0,1.0,15.0,20.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
10926,1,6,1,133206933,199712,1997,199821,29409122029478,,N,Y,,1,1997,1,2,3,200,0,25525,0,0,193,0,0,0,6793,6793,32318,41743,15064,0,0,24489,15064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,9,N,0,0,0,0,193,0,0,0,0,0,0,32318,-9425,0,0,0,0,0,0,0,0,24489,2346,93850,52650,313,0,0,149445,96795,0,0,0,AMERICAN FEDERATION OF VIOLIN AND BOW MAKERS INC,% JACQUES FRANCAIS,288 RICHMOND TER,STATEN ISLAND,NY,10301-1512,0.0,3.0,1.0,198712.0,2.0,0.0,200.0,205.0,229.0,1.0,13.0,0.0,199812.0,3.0,3.0,0.0,12.0,39661,55950,,,10301.0,36085.0,5602.0,5600.0,A01,A,10301.0,36085.0,,O,O,0.67892,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,1997,NY,10301.0,STATEN ISLAND,1332069331997,A68,A,12,200.0,205.0,229.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A68,A,711130.0
10936,1,6,1,133212090,199712,1997,199831,29490192139228,,N,Y,,1,1997,1,6,6,200,1394977,0,0,0,122956,40890,0,0,135131,135131,1530108,1094033,2860046,272500,0,2561031,2976699,137060,116653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12175,0,N,0,122956,0,0,0,0,0,0,0,0,0,1530108,436075,0,108992,0,0,0,0,0,0,2423971,0,0,0,0,0,0,0,0,0,0,0,TELEVISON MUSIC LICENSE COMMITTEE,,515 MADISON AVE STE 912,NEW YORK,NY,10022-5403,0.0,3.0,1.0,198408.0,2.0,0.0,200.0,0.0,0.0,5.0,13.0,0.0,199712.0,6.0,6.0,0.0,12.0,2976699,1530108,,,10022.0,36061.0,5602.0,5600.0,A01,A,10022.0,36061.0,,O,O,0.092,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10022.0,NEW YORK,1332120901997,A0368,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0368,A,813920.0
10951,1,5,1,133216947,199612,1996,199717,29409095048017,,N,N,,1,1996,1,3,3,30,55343,0,0,0,539,0,0,0,2119,2119,57462,34048,92595,0,0,69182,92595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,7,N,0,0,0,0,539,0,0,0,0,0,0,57462,23413,0,0,0,0,0,0,0,0,69182,29850,0,7225,2732,0,0,39807,32582,0,0,0,ASSOCIATION FOR THE ADVANCEMENT OF CREATIVE MUSICIANS NYC CHAPTER INC,,PO BOX 187 TIMES SQUARE STATION,NEW YORK,NY,10108-0187,0.0,3.0,1.0,198507.0,1.0,15.0,30.0,0.0,0.0,1.0,13.0,0.0,199712.0,0.0,0.0,0.0,12.0,0,0,,,10108.0,36061.0,5602.0,5600.0,A60,A,10108.0,36061.0,,O,O,0.21871999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10108.0,NEW YORK,1332169471996,A0168,A,12,30.0,0.0,0.0,3.0,0.0,1.0,15.0,20.0,,PC,O,AR,A,IN,,A0168,A,813319.0
11121,1,6,1,133414554,199612,1996,199734,29490173121237,,N,Y,,1,1996,1,4,5,200,679225,0,0,0,18448,0,0,0,19569,19569,698794,764298,461202,160450,0,557282,476860,30576,15658,461202,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,N,18448,0,0,0,0,0,0,0,0,0,0,698794,-65504,0,184990,24605,0,0,0,0,526706,526706,0,0,0,0,0,0,0,0,0,0,0,THOROUGHBRED RACING COMMUNICATIONS INC,,40 E 52ND ST 15TH FLR,NEW YORK,NY,10022-5911,0.0,3.0,1.0,198809.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,4.0,5.0,0.0,12.0,431949,689452,,,10022.0,36061.0,5602.0,5600.0,A30,A,10022.0,36061.0,,O,O,0.39454,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10022.0,NEW YORK,1334145541996,A30,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
11207,1,5,1,133490112,199712,1997,199828,29490164222228,,N,Y,,1,1997,1,4,4,263,0,18625,0,0,107937,0,0,0,107937,107937,126562,231701,352389,0,0,457528,352389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,18216,89721,0,0,0,0,0,0,0,0,0,126562,-105139,0,0,0,0,0,0,0,0,457518,0,0,0,0,0,0,0,0,0,0,0,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,,31 W 15TH ST,NYC,NY,10011-6849,3084.0,9.0,3.0,197802.0,2.0,0.0,263.0,261.0,279.0,5.0,13.0,0.0,199712.0,4.0,4.0,0.0,12.0,352389,126562,,NY JT BD COMBINED LOC TR,10011.0,36061.0,5602.0,5600.0,A40,A,10011.0,36061.0,,O,O,0.28023000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10011.0,NYC,1334901121997,A40,A,12,263.0,261.0,279.0,9.0,0.0,2.0,0.0,10.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
11231,1,6,1,133503252,199512,1995,199724,29490116057207,,N,Y,,1,1995,1,3,3,123,950,28350,0,0,919,0,0,0,5889,5889,35189,26117,26799,0,0,17727,26799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970,0,N,919,0,0,0,0,0,0,0,0,0,0,35189,9072,0,2817,0,0,0,0,0,0,17727,0,0,0,0,0,0,0,0,0,0,0,CONSTRUCTION FINANCIAL MANAGEMENT ASSOCIATION,% STRUCTURE TONE INC,15 E 26TH ST,NEW YORK,NY,10010-1505,9139.0,9.0,2.0,198609.0,2.0,0.0,123.0,0.0,0.0,5.0,13.0,0.0,199512.0,3.0,3.0,0.0,12.0,26799,35189,,NEW YORK CITY CHAPTER CFMA,10010.0,36061.0,5602.0,5600.0,A70,A,10010.0,36061.0,,O,O,0.42873999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1995,NY,10010.0,NEW YORK,1335032521995,U42,A,12,123.0,0.0,0.0,9.0,0.0,2.0,0.0,10.0,NEW YORK CITY CHAPTER CFMA,PC,O,AR,A,IN,,U42,U,541710.0
11335,1,6,1,133568008,199712,1997,199823,29409136023188,,N,Y,,1,1997,1,2,3,119,0,29250,0,0,0,0,0,0,10442,10442,39692,36289,24573,0,0,26636,24573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5466,0,126,4850,0,N,0,0,0,0,0,0,0,0,0,5592,0,34226,-2063,0,0,0,0,0,0,0,0,26636,0,0,0,0,0,0,0,0,0,0,0,PRIVATE ART DEALERS ASSOCIATION INC,% KANTROWITZ & GOLDHAMER PC,PO BOX 872,NEW YORK,NY,10021-0002,0.0,3.0,1.0,199108.0,2.0,0.0,119.0,229.0,0.0,1.0,13.0,0.0,199712.0,2.0,3.0,0.0,12.0,24573,39692,,,10021.0,36061.0,5602.0,5600.0,A01,A,10021.0,36061.0,,O,O,0.9086299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1997,NY,10021.0,NEW YORK,1335680081997,A03,A,12,119.0,229.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A03,A,813920.0
11388,1,3,1,133602467,199612,1996,199747,29490312009277,,N,Y,,40,1996,1,3,4,0,7073,1921,0,0,0,0,0,17815,203504,203504,212498,472594,-1074808,0,0,19353,59065,968065,1133873,0,0,0,0,0,0,0,0,0,0,0,0,0,180881,0,0,9,N,0,0,4808,4808,0,0,0,0,0,0,17815,212498,-260096,134000,90324,11671,0,0,0,0,0,-948712,32484,5317,7341,36783,0,0,81925,74584,0,0,0,NEW YORK KUNSTHALLE INC,E KERLIN,19407 37TH AVE,FLUSHING,NY,11358-4004,0.0,,2.0,199410.0,,,,,,1.0,1.0,,,,,,,0,0,,,11358.0,36081.0,5602.0,5600.0,A99,A,,,,PC,O,0.41186999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,1996,,,,1336024671996,A1951,A,12,0.0,0.0,0.0,3.0,0.0,1.0,15.0,20.0,,PC,O,AR,A,OUT,S,A1951,A,813219.0
11456,1,6,1,133642496,199712,1997,199846,29490304069308,,N,Y,,1,1997,1,3,3,205,0,81500,0,0,2116,0,0,0,2116,2116,83616,122151,64944,0,0,103479,64944,0,0,64944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,2116,0,0,0,0,0,0,0,0,0,0,83616,-38535,0,0,0,0,0,0,0,103479,103479,0,0,0,0,0,0,0,0,0,0,0,TEXTILE PRODUCERS AND SUPPLIERS ASSOCIATION INC,% RICHARD S TAFFET,437 MADISON AVE,NEW YORK,NY,10022-7001,0.0,3.0,1.0,199207.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,199712.0,3.0,3.0,0.0,12.0,64944,83616,,,10022.0,36061.0,5602.0,5600.0,A01,A,10022.0,36061.0,,O,O,0.44148999999999994,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10022.0,NEW YORK,1336424961997,A40,A,12,205.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
11489,1,6,1,133667013,199706,1997,199752,29409340079127,,N,Y,,1,1996,1,2,3,120,0,28090,0,0,373,0,0,0,29981,29981,58071,23056,23480,0,0,15793,23978,0,498,0,0,0,0,0,0,0,0,0,0,0,0,27328,0,2277,3,0,N,0,0,0,0,373,0,0,0,0,29605,0,30743,7687,0,0,0,0,0,0,0,0,15793,0,0,0,0,0,0,0,0,0,0,0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,160 FIFTH AVE,NEW YORK,NY,10010-7003,0.0,3.0,1.0,199207.0,2.0,0.0,120.0,200.0,0.0,1.0,13.0,0.0,199806.0,3.0,3.0,0.0,6.0,30234,60305,,,10010.0,36061.0,5602.0,5600.0,A33,A,10010.0,36061.0,,O,O,0.33753,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10010.0,NEW YORK,1336670131997,A33,C,6,120.0,200.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A33,A,511100.0
