,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,STYEAR,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,NteeFinal,nteeFinal1
10771,133935786,200612,200725.0,29491160020007.0,T22Z,N,Y,0.0,1.0,3.0,1.0,1.0,3,119.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133935786200612.0,1339357862006.0,rtf06pf,0,0,10024.0,CLASSICAL MUSIC FOUNDATION OF NEW YORK,DON LEWIS,80 RIVERSIDE DR,NEW YORK,NY,10024-5725,0.0,3.0,1.0,199807.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.05955,PC,O,AR,A,,,A68,A
10774,133935995,200612,200751.0,29491335087047.0,A40J,N,Y,0.0,1.0,3.0,9.0,8.0,3,602.0,0,0,942304,2387380,0,12864,0,2842500,3342548,3767579,-425031,3088882,2668851,0,52391696,5196730,42204638,72469,47473837,0,61935771,1394623,2916165,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3342548,0,925079,673697,246382,673697,0,2031062,0,2879217,61935771,0,52391696,26689,0,0,76835,0,25000,0,0,30000,26689,59211481,2889476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133935995200612.0,1339359952006.0,rtf06pf,-75146,45146,10021.0,LILY AUCHINCLOSS FOUNDATION INC,BESSEMER TRUST,16 E 79TH ST,NEW YORK,NY,10021-0150,0.0,3.0,1.0,199706.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.52851,PC,O,AR,A,,,A40,A
10794,133938484,200606,,,,,,,,,,,3,,0,0,2524,51138,0,0,0,0,53662,0,53662,0,16574,37068,415826,0,0,386146,386146,0,415826,0,20791,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16594,37068,0,0,0,0,0,29680,0,0,0,0,415826,332,0,0,0,0,0,0,0,0,332,415826,20459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133938484200606.0,1339384842006.0,core05pf,0,0,10007.0,BETTY RETTER FOUNDATION,DANIEL RETTER,2 PARK AVE FL 21,NEW YORK,NY,10007-3901,0.0,3.0,1.0,199707.0,1.0,4.0,119.0,0.0,0.0,2.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A99,,C,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.81423,PC,S,ZA,A,,,A99,A
10892,133949433,200703,200735.0,29491223062117.0,T20Z,N,Y,0.0,1.0,3.0,7.0,6.0,3,602.0,0,28466,116243,208584,0,0,60000,305500,353293,466484,-113191,318500,256942,0,5030134,547500,4172744,0,4720244,0,6671295,329060,335182,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,375263,0,160984,118321,13000,118321,0,0,0,0,6671295,0,5030134,5139,0,0,16040,0,0,0,0,10901,5139,6805719,330043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,133949433200703.0,1339494332007.0,rtf06pf,-10901,0,10018.0,POTTERS WHEEL FOUNDATION INC,ANCHIN BLOCK & ANCHIN LLP,1375 BROADWAY,NEW YORK,NY,10018-7001,0.0,3.0,1.0,199812.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,3,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.42599,PC,O,AR,A,,,A40,A
10901,133952016,200609,200711.0,29491055000057.0,A20Z,N,Y,0.0,20.0,3.0,1.0,4.0,3,91.0,0,885,0,-94592,0,0,0,663620,-93707,700837,-794544,663620,0,0,1,0,0,0,0,0,1,0,12064,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,885,0,37217,3286,0,3286,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,337388,12064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133952016200609.0,1339520162006.0,rtf06pf,-1244,1244,10017.0,PAINTER HILL FOUNDATION,REMINICK ARRONS & CO LLP,529 5TH AVE STE 901,NEW YORK,NY,10017-4680,0.0,3.0,1.0,199708.0,1.0,4.0,91.0,602.0,0.0,1.0,13.0,0.0,1.0,9,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.07254,PC,O,AR,A,,,A20,A
10929,133963325,200606,,,,,,,,,,,3,,4000,0,0,0,0,999,3145,0,4999,9044,-4045,9044,0,999,5298,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,999,9044,0,9044,0,0,5298,0,0,0,0,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133963325200606.0,1339633252006.0,core05pf,0,0,11375.0,INSTITUTE FOR THE STUDY OF LONG-TERM ECONOMIC TRENDS,HUDSON,119 49 UNION TPKE,FOREST HILLS,NY,11375-0000,0.0,3.0,2.0,199712.0,1.0,4.0,994.0,120.0,123.0,1.0,11.0,0.0,1.0,6,,,0.0,N,,36081.0,5602.0,5600.0,,A33,,B,A,L,HU,HU,HU,IN,,PF,O,HS,L,0.96488,PC,O,HS,L,,,A33,A
10939,133965025,200607,,,,,,,,,,,3,,0,23883,6705,16027,0,116,0,750,46731,95317,-48586,750,36569,0,1439629,0,513162,0,513162,302433,1473370,0,75246,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,46615,37889,94567,10046,0,10046,58688,40001,0,0,0,40309,1137196,731,0,0,0,0,0,0,4,0,731,1527845,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133965025200607.0,1339650252006.0,core05pf,0,0,10169.0,GERARD SOUZAY VOCAL ARTS FOUNDATION INC,BROUDY & ASSOC,292 MADISON AVE FL 6,NEW YORK,NY,10169-2402,0.0,3.0,1.0,199802.0,1.0,3.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,7,,,0.0,N,,36061.0,5602.0,5600.0,,A1268,68,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.8703,PC,S,ZB,A,,,A1268,A
10951,133967980,200612,200742.0,29491279009107.0,A70Z,N,Y,0.0,1.0,3.0,1.0,3.0,3,994.0,45200,0,0,0,0,0,0,0,45200,43842,1358,43842,0,0,3467,0,0,0,0,12435,3467,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,43842,0,43842,0,0,3467,0,0,3467,0,-8968,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133967980200612.0,1339679802006.0,rtf06pf,-50,50,10021.0,LANDMARKS FOUNDATION PROTECTING SAC RED SITES GLOBALLY INC,,155 E 75TH ST,NEW YORK,NY,10021-3251,0.0,3.0,1.0,199712.0,1.0,4.0,994.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A70,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.09047999999999999,PC,O,AR,A,,,A70,A
10952,133968595,200612,200751.0,29491335136187.0,A31,N,Y,0.0,1.0,2.0,5.0,4.0,3,0.0,100516,1427,0,0,0,0,0,13800,101943,135511,-33568,134911,827,827,780006,0,0,0,0,0,780006,0,7743,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,1427,1427,121711,600,121111,600,600,23604,0,0,780006,0,780006,17,0,0,66,0,0,0,0,49,17,157210,0,827,0,1475,618,2920,133140,115868,92715,60540,402263,0,0,0,0,0,0,0,0,0,0,5162,5214,6099,2215,18690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133968595200612.0,1339685952006.0,rtf06pf,-49,0,10022.0,SCORSESE FAMILY FOUNDATION,STARR & CO,850 3RD AVE FL 15,NEW YORK,NY,10022-7263,0.0,3.0,2.0,199906.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,SCORSESE MARTIN TTEE,,0.0,N,,36061.0,5602.0,5600.0,,A31,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.25453000000000003,PC,O,AR,A,,,A31,A
10965,133972275,200612,200739.0,93491256000547.0,A400,N,Y,0.0,1.0,3.0,1.0,1.0,3,994.0,0,2,0,0,0,0,0,0,2,407,-405,299,2,0,243,0,0,0,0,7313,243,0,21,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2,0,407,0,299,0,108,0,0,0,243,0,-7070,0,0,0,0,0,0,0,0,0,0,418,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133972275200612.0,1339722752006.0,rtf06pf,0,0,10001.0,ART2FACTS,RAYMOND M PEPI,158 W 27TH ST STE 4TH FLR,NEW YORK,NY,10001-6216,0.0,3.0,2.0,199812.0,1.0,4.0,994.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.25468,PC,O,AR,A,,,A40,A
10972,133973817,200609,200739.0,29491258077027.0,A110,N,Y,0.0,1.0,3.0,4.0,1.0,3,994.0,1100,1071,952,0,0,0,0,0,3123,6046,-2923,0,2023,0,169999,0,99390,0,99390,432775,169999,0,8270,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,2023,0,6046,0,0,0,0,0,0,0,169999,0,-262776,40,0,0,0,0,0,0,0,0,40,167925,8230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133973817200609.0,1339738172006.0,rtf06pf,-40,40,10024.0,FRIENDS OF CHINA HERITAGE FUND LIMITED,DIANE T WOO,440 W END AVE,NEW YORK,NY,10024-5358,0.0,3.0,1.0,199807.0,1.0,4.0,994.0,119.0,0.0,1.0,13.0,0.0,1.0,9,,,0.0,N,,36061.0,5602.0,5600.0,,A1180,80,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.00565,PC,S,ZA,A,,,A1180,A
10988,133976359,200606,,,,,,,,,,,3,,50000,0,0,0,0,1809,0,0,51809,55280,-3471,53351,0,0,19921,0,0,0,0,0,19921,0,2298,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1809,0,55280,1929,53351,1929,0,19921,0,0,0,0,19921,0,0,0,0,0,0,0,0,0,0,46656,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133976359200606.0,1339763592006.0,core05pf,0,0,10123.0,DAVID MERRICK ARTS FOUNDATION INC,APFEL LEVY ZLOTNICK AND CO,450 SEVENTH AVE 1100,NEW YORK,NY,10123-1100,0.0,3.0,2.0,199804.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A1261,61,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.402,PC,S,ZB,A,,,A1261,A
11052,133981562,200611,200724.0,29491146131297.0,A51Z,N,Y,0.0,1.0,2.0,3.0,3.0,3,60.0,0,123,83,-65350,0,0,0,7945,-65144,19046,-84190,19046,206,206,91032,8582,0,0,8582,12750,95441,0,6701,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,206,206,11101,0,11101,0,0,5180,0,0,95441,0,78282,4,0,0,0,0,0,0,0,0,4,136070,0,206,463,799,0,1468,19046,30090,25412,0,74548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133981562200611.0,1339815622006.0,rtf06pf,4,0,10022.0,MICA FOUNDATION,HOWARD MORSE MORSE ZELNICK ROSE &,405 PARK AVE STE 1401,NEW YORK,NY,10022-9427,0.0,3.0,1.0,199811.0,1.0,3.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.17579,PC,O,AR,A,,,A51,A
11115,133995881,200606,200721.0,29491118047047.0,A20,N,Y,0.0,1.0,3.0,6.0,5.0,3,0.0,257000,158,0,0,0,0,73211,0,644075,703887,-59812,316695,158,158,3165247,0,0,0,0,13000,3165247,0,1275,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,386917,0,158,387074,703887,0,316695,0,386917,500,0,0,3165247,0,3152247,3,0,0,0,0,0,0,0,0,3,25889,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133995881200606.0,1339958812006.0,rtf06pf,3,0,10001.0,LUCILLE LORTEL THEATRE FOUNDATION INC,HECHT AND COMPANY P C,322 8TH AVE FL 21,NEW YORK,NY,10001-6763,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.85783,PC,O,AR,A,,,A65,A
11158,134008419,200512,,,,,,,,,,,3,,0,19,0,0,0,0,0,1000,19,1000,-981,0,0,0,8625,0,0,0,0,0,8625,425,425,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8625,0,0,0,0,0,0,0,0,0,0,8625,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,134008419200512.0,1340084192005.0,core05pf,0,0,10014.0,CIRQUE POUR TOUS USA INC,MARIANNE S LAW,61 JANE ST APT 6D,NEW YORK,NY,10014-5152,0.0,3.0,1.0,200005.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A11,,B,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.37998000000000004,PC,S,ZA,A,,,A11,A
11199,134012144,200412,200734.0,29491216102177.0,A23,N,N,0.0,1.0,3.0,3.0,2.0,3,0.0,10141,0,0,0,0,0,0,0,10141,34015,-23874,0,0,0,73439,0,0,0,0,0,73439,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,34015,0,0,0,0,32800,0,0,73439,0,73439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,134012144200412.0,1340121442004.0,rtf06pf,0,0,11223.0,JEWISH ALLIANCE FOR PERFORMING ARTS INC,,PO BOX 230098,BROOKLYN,NY,11223-0098,0.0,3.0,1.0,200005.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36047.0,5602.0,5600.0,,A0160,60,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.8315,PC,O,AR,A,,,A0160,A
11230,134018495,200612,200752.0,29491335164217.0,T20Z,N,Y,0.0,1.0,3.0,1.0,1.0,3,602.0,0,279,0,0,0,4169,0,3100,4448,3102,1346,3100,0,0,1,0,0,0,0,0,1,626,629,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12573,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134018495200612.0,1340184952006.0,rtf06pf,3,0,10014.0,CD 101-9 SMOOTH JAZZ FOUNDATION,WQCD-FM RADIO,395 HUDSON ST FL 7,NEW YORK,NY,10014-7452,0.0,3.0,1.0,199811.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A6C,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.76508,PC,O,AR,A,,,A6C,A
11243,134023480,200512,200706.0,29491020001007.0,A20,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9762,0,0,0,0,0,9762,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,9762,0,0,9762,0,9762,0,0,0,0,0,0,0,0,0,0,9762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,134023480200512.0,1340234802005.0,rtf06pf,0,0,10017.0,MAME-LOSHN-LTD,ISSER ZEILINGOLD,249 E 48TH ST,NEW YORK,NY,10017-1526,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.95205,PC,O,AR,A,,,A20,A
11285,134032127,200612,200716.0,29491090047157.0,A40,N,Y,0.0,1.0,2.0,3.0,3.0,3,0.0,33350,0,0,0,0,0,0,0,33350,750,32600,0,1004,0,34354,0,0,0,0,0,34354,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1004,0,750,0,0,0,0,34354,0,0,34354,0,34354,0,0,0,0,0,0,0,0,0,0,0,0,34354,32115,33264,31574,131307,0,0,0,0,0,34354,32115,33264,31574,131307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,798,150,131,2083,2006,2006,134032127200612.0,1340321272006.0,rtf06pf,0,0,10016.0,BERT STERN FOUNDATION FOR THE VISUAL ARTS INC,BERT STERN,330 E 39TH ST APT 32G,NEW YORK,NY,10016-2135,0.0,3.0,2.0,200012.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.71511,PC,O,AR,A,,,A40,A
11287,134033029,200412,,,,,,,,,,,3,,46688,0,0,0,0,0,0,8500,46688,38209,8479,11757,0,0,18918,0,0,0,0,0,18918,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,29709,0,0,0,0,18918,0,0,0,0,18918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,134033029200412.0,1340330292004.0,core05pf,0,0,10301.0,SHOQATA ATDHETARE DIBRANE,LAVDERIN CAMI,220 VICTORY BLVD,STATEN ISLAND,NY,10301-2919,0.0,3.0,1.0,199904.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36085.0,5602.0,5600.0,,A99,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.31201999999999996,PC,O,AR,A,,,A99,A
11289,134033257,200512,200706.0,29491013003007.0,A68,N,Y,0.0,1.0,3.0,0.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,134033257200512.0,1340332572005.0,rtf06pf,0,0,10027.0,MOEBIUS CORPORATION,DEBORAH J BRADLEY,25 CLAREMONT AVE STE 4B,NEW YORK,NY,10027-6813,0.0,3.0,2.0,199901.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A68,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.49244,PC,O,AR,A,,,A68,A
11375,134047433,200612,200751.0,29491335063187.0,A51,N,Y,0.0,1.0,2.0,9.0,9.0,3,0.0,75385637,0,765998,0,888604,3215428,464151,0,80255667,13164708,67090959,10280756,752820,2497320,274746249,0,48135491,0,48135491,121605372,274746249,0,3037466,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,0,1086199,765998,4870030,13164708,13178,10280756,13178,2372710,714623,0,0,274746249,0,153140877,7528,0,0,19850,0,0,0,0,12322,7528,61674430,0,2497320,587395,1506547,585771,5177033,144664044,4285921,6237982,6160627,161348574,1,0,0,0,1,0,0,0,0,0,2024977,1424020,1004365,390514,4843876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,134047433200612.0,1340474332006.0,rtf06pf,-12322,0,10028.0,NEUE GALERIE NEW YORK,,1048 5TH AVE,NEW YORK,NY,10028-0111,0.0,3.0,1.0,199912.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.7765,PC,O,AR,A,,,A51,A
11403,134053296,200509,,,,,,,,,,,3,,0,270,373,0,0,0,0,62000,643,71428,-70785,71428,643,0,1,0,0,0,0,0,1,0,2720,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,643,0,9428,0,9428,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,74047,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2005,134053296200509.0,1340532962005.0,core05pf,0,0,10024.0,CATALOG FOR GIVING A NATIONAL INITIATIVE INC,,,NEW YORK,NY,10024-6125,0.0,3.0,1.0,200412.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,0.0,N,,36061.0,5602.0,5600.0,,A33,20,B,A,T,PU,OT,PU,IN,,PF,O,PB,T,0.80488,PC,O,PB,T,,,A33,A
11409,134055562,200611,200751.0,29491209081177.0,A20,N,Y,0.0,1.0,3.0,2.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,981,-981,981,0,0,11719,0,0,0,0,0,0,0,605,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,981,0,981,0,0,11719,0,0,0,0,11719,0,0,0,0,0,0,0,0,0,0,12276,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,134055562200611.0,1340555622006.0,rtf06pf,0,0,10020.0,FASSBINDER FOUNDATION INC,SEYFARTH SHAW,1270 AVE OF THE AMERICAS,NEW YORK,NY,10020-1700,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5333600000000001,PC,O,AR,A,,,A20,A
