,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY,NetLandEstimate,NetLandCode,NetLandYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,NumEmpEstimate,NumEmpCode,NumEmpYr,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,PayAfflEstimate,PayAfflCode,PayAfflYr
273031,136143744,INTERNATIONAL COUNCIL OF THE MUSEUM OF MODERN ART,,11 W 53RD ST,NEW YORK,NY,10019-5401,10019.0,CAROL COFFIN,,3,16.0,195905.0,1.0,6.0,59.0,602.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,1439024,232334,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,277862,0.0,277862,277862.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1949266,1949266,1949266,0.0,279311.0,0.0,0.0,1747205,202061,,4319609.0,4927144,0.0,0.0,0.0,0.0,0.0,167245.0,274167,0.0,0.0,4152364.0,4652977,N,0,0,0.0,0.0,9,0,0,0,0,0,6785601,788815,0,0,3932,7578348,1,core2012pc,201206.0,2012.0,93.0,1333192.0,106809.0,0.0,50.0,0.0,196018.0,0.0,0.0,0.0,0.0,1636069.0,1557977.0,78092.0,0.0,280473.0,0.0,0.0,93,136143744_201306_990,IN,,136143744201306,1361437442013,93493132009434.0,A51,A,36061.0,5602.0,5600.0,A51,A,PC,O,AR,A,A,1,AR,AR,AR,0.5784699999999999,A,712110.0,,,,,0,rtf13_990_VER,160404,0,0,f1,2013.0,0,f1,2013.0,4369654,f1,2013,0,f1,2013,0,f1,2013,0,o4,2008,1439024,o4,2008,0,o4,2008,3,f1,2013,109419,f1,2013,200000,f1,2013,0,f1,2013,707991,f1,2013,0,f1,2013,286392,f1,2013,0,f1,2013,286392,f1,2013,70018,f1,2013,67756,f1,2013,0,f1,2013,0,f1,2013,26318,f1,2013,0,f1,2013
273255,133131491,NEW YORK THEATRE WORKSHOP INC,,79 E 4TH ST,NEW YORK,NY,10003-8904,10003.0,,A650,3,15.0,198703.0,1.0,6.0,91.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,2081706,3257271,6096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137311.0,0,137311.0,-2133,0.0,-2133,-2133.0,84808.0,84808.0,0.0,0.0,0.0,0.0,84808,84808,0,0,0,0,16197,5359137,5359137,5581256,318797.0,1782768.0,241407.0,0.0,4413670,945467,,8262172.0,8801946,0.0,0.0,398504.0,0.0,0.0,1104956.0,699288,0.0,0.0,7157216.0,8102658,N,0,0,0.0,0.0,7,13425594,0,0,2689317,8865833,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,2854252.0,2780939.0,0.0,5071.0,0.0,-16.0,0.0,0.0,0.0,15048.0,5655294.0,4518064.0,1137230.0,306568.0,1820431.0,241433.0,0.0,93,133131491_201306_990,IN,,133131491201306,1331314912013,93493132014554.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.9363600000000001,A,711110.0,,,,,0,rtf13_990_VER,160707,0,6128410,f1,2013.0,0,f1,2013.0,25900,f1,2013,157,f1,2013,1065181,f1,2013,429698,c4,2006,1652008,c4,2006,0,c4,2006,234,f1,2013,407302,f1,2013,130955,f1,2013,0,f1,2013,0,f1,2013,283060,f1,2013,318180,f1,2013,0,f1,2013,318180,f1,2013,178070,f1,2013,99717,f1,2013,23607,f1,2013,0,f1,2013,629807,f1,2013,0,f1,2013
273424,204874389,INTERNATIONAL COALITION OF HISTORICSITE MUSEUMS OF CONSCIENCE,,91 ORCHARD ST,NEW YORK,NY,10002-3132,10002.0,,A035,3,15.0,200606.0,1.0,6.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,803012,12358,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-23915,791464,791464,791464,96500.0,368484.0,31907.0,0.0,1089421,-297957,,549147.0,315578,0.0,0.0,0.0,0.0,0.0,160879.0,225267,0.0,0.0,388268.0,90311,N,0,0,0.0,0.0,9,0,0,0,0,0,5898190,34248,0,0,14567,5947005,1,core2012pc,201206.0,2012.0,93.0,1101075.0,13456.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,15.0,1114732.0,1319103.0,-204371.0,99080.0,403987.0,38373.0,0.0,93,204874389_201306_990,IN,,204874389201306,2048743892013,93493132017434.0,A50,A,36061.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.29122,A,712110.0,,,,,0,rtf13_990_VER,160940,0,22085,f1,2013.0,0,f1,2013.0,16760,f1,2013,0,f1,2013,114936,f1,2013,299599,o4,2008,503413,o4,2008,0,o4,2008,10,f1,2013,110954,f1,2013,73121,f1,2013,0,f1,2013,50000,f1,2013,8575,f1,2013,37568,f1,2013,0,f1,2013,37568,f1,2013,51456,f1,2013,22048,f1,2013,0,f1,2013,0,f1,2013,238808,f1,2013,0,f1,2013
273588,452552448,PUBLIC MEDIA NJ INC,,825 8TH AVE FL 14,NEW YORK,NY,10019-7416,10019.0,PHILLIP E GRIFFIN,A30,3,15.0,201111.0,1.0,6.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,3860991,5601239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,38364,9500594,9500594,9500594,143629.0,1753907.0,145146.0,0.0,8667593,833001,,1705277.0,3402437,0.0,0.0,0.0,0.0,0.0,1925176.0,2789335,0.0,0.0,-219899.0,613102,N,0,0,0.0,0.0,7,5123872,0,0,0,11411239,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,1262881.0,5810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9314.0,7082195.0,7302094.0,-219899.0,0.0,31449.0,0.0,0.0,93,452552448_201306_990,IN,,452552448201306,4525524482013,93493132019794.0,A30,A,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.44195,B,510000.0,,,,,0,rtf13_990_VER,161170,0,590510,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,1352343,f1,2013,1547744,ar,0,2311828,ar,0,1419,ar,0,15,f1,2013,1197698,f1,2013,54029,f1,2013,5,f1,2013,0,f1,2013,99697,f1,2013,234916,f1,2013,0,f1,2013,234916,f1,2013,194604,f1,2013,832488,f1,2013,14229,f1,2013,0,f1,2013,3997245,f1,2013,0,f1,2013
273814,133286419,SPANISH DANCE ARTS COMPANY INC,,4 WEST 43RD STREET STE 608,NEW YORK,NY,10036-7408,10036.0,,,3,15.0,198512.0,1.0,6.0,90.0,88.0,119.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,224438,543845,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3066,771349,771349,771349,50298.0,147688.0,22108.0,24399.0,709868,61481,,34037.0,78457,0.0,0.0,0.0,0.0,0.0,55868.0,38807,0.0,0.0,-21831.0,39650,N,0,0,0.0,0.0,9,0,0,0,0,0,1134370,961763,0,0,0,2096133,1,core2012pc,201206.0,2012.0,93.0,259226.0,417918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677144.0,602512.0,74632.0,54250.0,128411.0,24799.0,27468.0,93,133286419_201306_990,IN,,133286419201306,1332864192013,93493132023624.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.63151,B,711120.0,,,,,0,rtf13_990_VER,161462,0,2209,f1,2013.0,0,f1,2013.0,6554,f1,2013,0,f1,2013,21808,f1,2013,142375,c4,2006,82063,c4,2006,0,c4,2006,9,f1,2013,246718,f1,2013,88252,f1,2013,5387,f1,2013,0,f1,2013,638,f1,2013,82915,f1,2013,0,f1,2013,82915,f1,2013,13455,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,52409,f1,2013,0,f1,2013
273976,237086643,MANHATTAN THEATRE CLUB INC,,311 W 43RD ST 8TH FLOOR,NEW YORK,NY,10036-6413,10036.0,,A650,3,16.0,197012.0,1.0,6.0,59.0,0.0,0.0,3.0,2100.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,12679971,12910951,334389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7953817.0,0,7953817.0,-254447,0.0,-254447,-254447.0,471350.0,471350.0,0.0,0.0,0.0,0.0,471350,471350,0,0,0,0,134302,25805166,25805166,34230333,1460224.0,7681105.0,847803.0,0.0,23650041,2155125,,41113948.0,43801708,0.0,0.0,0.0,0.0,0.0,4609840.0,5034123,0.0,0.0,36504108.0,38767585,N,0,0,0.0,0.0,7,54318416,0,0,3503178,58622765,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,7273705.0,14813599.0,0.0,344353.0,0.0,-14853.0,0.0,0.0,0.0,41941.0,22458745.0,22717760.0,-259015.0,1558281.0,7202521.0,779017.0,0.0,93,237086643_201306_990,IN,,237086643201306,2370866432013,93493132026374.0,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.29878000000000005,A,711110.0,,,,,0,rtf13_990_VER,161694,0,23396921,f1,2013.0,0,f1,2013.0,1210266,f1,2013,8390222,f1,2013,3039596,f1,2013,450940,j4,2009,12229031,j4,2009,0,j4,2009,626,f1,2013,373192,f1,2013,1446720,f1,2013,0,f1,2013,0,f1,2013,816437,f1,2013,4327311,f1,2013,0,f1,2013,4327311,f1,2013,1137367,f1,2013,68447,f1,2013,647036,f1,2013,0,f1,2013,4844399,f1,2013,0,f1,2013
274022,274832249,MONTENEGRIN AMERICAN FOUNDATION FOR THE MONTENEGRO HOUSE LTD,MONTENEGRIN AMERICAN FOUNDATION,801 SECOND AVE 7TH FLR,NEW YORK,NY,10017-4706,10017.0,BRANKO MILIC,A23,3,15.0,201109.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,0,0,3023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3023,3023,3023,0.0,0.0,0.0,0.0,4955,-1932,,2464053.0,2461871,0.0,0.0,0.0,0.0,0.0,4450.0,4200,0.0,0.0,2459603.0,2457671,N,0,0,0.0,0.0,8,2486450,0,0,8312,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,93.0,1387598.0,0.0,0.0,5003.0,0.0,0.0,0.0,35.0,0.0,0.0,1392636.0,5435.0,1387201.0,0.0,0.0,0.0,0.0,93,274832249_201312_990,IN,,274832249201312,2748322492013,93493132027004.0,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.3092,B,710000.0,,,,,0,rtf13_990_VER,161755,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,98724,f1,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,4680,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,275,f1,2013,0,f1,2013
274045,136405088,MUSIC PERFORMANCE TRUST FUNDS 2,,100 PARK AVENUE,NEW YORK,NY,10017-5516,10017.0,BDO USA LLP,A116,3,15.0,195007.0,2.0,6.0,119.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,0,518779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,518779,518779,518779,5000.0,0.0,0.0,0.0,103180,415599,,60319.0,475918,0.0,0.0,0.0,0.0,0.0,184543.0,184543,0.0,0.0,-124224.0,291375,N,0,0,0.0,0.0,9,0,0,0,0,0,1530704,0,0,0,0,1530704,1,core2012pc,201206.0,2012.0,93.0,0.0,211691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211691.0,577350.0,-365659.0,5000.0,0.0,0.0,0.0,93,136405088_201306_990,IN,,136405088201306,1364050882013,93493132027374.0,A1160,A,36061.0,5602.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.04965,A,813219.0,,,,,0,rtf13_990_VER,161791,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,475918,f1,2013,0,a,2013,0,a,2013,0,a,2013,0,f1,2013,25999,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,1380,f1,2013,0,f1,2013,0,f1,2013,70801,f1,2013,0,f1,2013
274134,136162576,WASHINGTON SQUARE ASSOCIATION MUSIC FUND,,PO BOX 1066,NEW YORK,NY,10014-0706,10014.0,,A68Z,3,15.0,195911.0,5.0,12.0,318.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,70525,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70525,70525,70525,0.0,0.0,0.0,0.0,61284,9241,,3015.0,12256,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3015.0,12256,N,0,0,0.0,0.0,9,0,0,0,0,0,282563,0,0,0,0,282563,1,core2012pc,201212.0,2012.0,93.0,62154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62154.0,64513.0,-2359.0,0.0,0.0,0.0,0.0,93,136162576_201312_990,IN,,136162576201312,1361625762013,93493132028594.0,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.82591,A,711130.0,,,,,0,rtf13_990_VER,161912,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,12256,f1,2013,13562,c4,2006,56963,c4,2006,0,c4,2006,0,a,2013,4000,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,2821,f1,2013,0,f1,2013,2821,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,54463,f1,2013,0,f1,2013
274371,133320972,DANSPACE PROJECT INC,,ST MARKS CHURCH IN-THE-BOWERY,NEW YORK,NY,10003-0000,10003.0,ST MARKS CHURCH,A610,3,15.0,198605.0,1.0,6.0,90.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,860661,182560,2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,58456.0,58456.0,0.0,0.0,0.0,0.0,58456,58456,0,0,0,0,3579,1049378,1049378,1107834,114303.0,334806.0,38743.0,0.0,1115595,-66217,,1112943.0,1041464,0.0,0.0,0.0,0.0,0.0,18729.0,13467,0.0,0.0,1094214.0,1027997,N,0,0,0.0,0.0,9,0,0,0,0,0,4486677,557543,0,0,236742,5344013,1,core2012pc,201206.0,2012.0,93.0,1026280.0,164820.0,0.0,2797.0,0.0,0.0,0.0,0.0,0.0,0.0,1193897.0,1149702.0,44195.0,119303.0,329017.0,45131.0,0.0,93,133320972_201306_990,IN,,133320972201306,1333209722013,93493132032464.0,A61,A,36061.0,5602.0,5600.0,A61,A,PC,O,AR,A,A,1,AR,AR,AR,0.9651799999999999,A,711100.0,,,,,0,rtf13_990_VER,162245,0,30084,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,84493,f1,2013,88576,c4,2006,772085,c4,2006,0,c4,2006,22,f1,2013,22114,f1,2013,170039,f1,2013,0,f1,2013,0,f1,2013,5323,f1,2013,21322,f1,2013,0,f1,2013,21322,f1,2013,48176,f1,2013,20668,f1,2013,0,f1,2013,0,f1,2013,340101,f1,2013,0,f1,2013
274670,132909809,HAVA KOHAV THEATRE DANCE FOUNDATION,,118 RIVERSIDE DR,NEW YORK,NY,10024-3708,10024.0,,,3,16.0,197801.0,5.0,12.0,90.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,0,2061,66532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68593,68593,68593,142230.0,0.0,11272.0,0.0,355271,-286678,,3726487.0,3439810,0.0,0.0,0.0,0.0,0.0,15822.0,15823,0.0,0.0,3710665.0,3423987,N,0,0,0.0,0.0,7,10449,0,0,155149,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,93.0,3500.0,3373.0,0.0,60829.0,0.0,517.0,0.0,0.0,0.0,0.0,68219.0,185508.0,-117289.0,120000.0,0.0,9677.0,0.0,93,132909809_201312_990,IN,,132909809201312,1329098092013,93493132037534.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.85346,A,711120.0,,,,,0,rtf13_990_VER,162643,0,611,f1,2013.0,0,f1,2013.0,1172567,f1,2013,2045984,f1,2013,210148,f1,2013,0,a,2013,0,a,2013,0,a,2013,2,f1,2013,41731,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,407,f1,2013,11275,f1,2013,0,f1,2013,11275,f1,2013,0,f1,2013,691,f1,2013,0,f1,2013,0,f1,2013,147665,f1,2013,0,f1,2013
274716,132931112,WRITERS ROOM INC,,740 BROADWAY FL 12,NEW YORK,NY,10003-9518,10003.0,,A90,3,16.0,199110.0,1.0,6.0,92.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,90280,374360,7910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113035.0,0,113035.0,1965,0.0,1965,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,96678,571193,571193,684228,107199.0,93135.0,14232.0,0.0,608211,-37018,,524160.0,388321,0.0,0.0,0.0,0.0,0.0,149733.0,47682,0.0,0.0,374427.0,340639,N,0,0,0.0,0.0,9,0,0,0,0,0,562526,1895737,0,0,31649,2587117,1,core2012pc,201206.0,2012.0,93.0,121173.0,376717.0,0.0,5806.0,0.0,0.0,0.0,0.0,0.0,0.0,503696.0,599986.0,-96290.0,109100.0,104333.0,15501.0,0.0,93,132931112_201306_990,IN,,132931112201306,1329311122013,93493132038074.0,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.7479899999999999,A,710000.0,,,,,0,rtf13_990_VER,162697,0,121859,f1,2013.0,0,f1,2013.0,17711,f1,2013,190333,f1,2013,27225,f1,2013,30093,c4,2006,60187,c4,2006,0,c4,2006,3,f1,2013,52420,f1,2013,221211,f1,2013,0,f1,2013,0,f1,2013,26472,f1,2013,201,f1,2013,0,f1,2013,201,f1,2013,27725,f1,2013,44975,f1,2013,0,f1,2013,0,f1,2013,20641,f1,2013,0,f1,2013
274869,133471555,INTERNATIONAL FILM CIRCUIT INC,,301 E 22ND ST APT 11L,NEW YORK,NY,10010-4823,10010.0,,A310,3,16.0,198808.0,1.0,12.0,90.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,10000,621100,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,631166,631166,631166,0.0,83953.0,0.0,0.0,591982,39184,,120644.0,135449,0.0,0.0,0.0,0.0,0.0,5855.0,1522,114789.0,0.0,114789.0,133927,N,0,0,0.0,0.0,9,0,0,0,0,0,10000,1337664,0,0,0,1348750,1,core2012pc,201212.0,2012.0,93.0,0.0,342019.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,342058.0,375968.0,-33910.0,97356.0,0.0,0.0,0.0,93,133471555_201312_990,IN,,133471555201312,1334715552013,93493132040994.0,A31,A,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.704,B,512110.0,,,,,0,rtf13_990_VER,162911,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,131949,f1,2013,2093,ag,0,7867,ag,0,40,ag,0,0,f1,2013,22204,f1,2013,34981,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,231187,f1,2013,0,f1,2013,231187,f1,2013,0,f1,2013,2787,f1,2013,0,f1,2013,0,f1,2013,216870,f1,2013,0,f1,2013
275012,134191056,ALLIANCE FOR YOUNG URBAN DESIGN AND THE ARTS INC,,542 E 79TH ST APT 2C,NEW YORK,NY,10075-1568,10075.0,JAMES J TARATUNIO,B82,3,15.0,200112.0,1.0,6.0,0.0,0.0,0.0,3.0,2100.0,1.0,1.0,2.0,0.0,201306,2013,2012,2012,3.0,3535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3535,3535,3535,0.0,0.0,0.0,0.0,14284,-10749,,13942.0,3193,0.0,0.0,0.0,0.0,0.0,0.0,0,13942.0,0.0,13942.0,3193,N,0,0,0.0,0.0,7,124281,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,29017.0,0.0,0.0,0.0,0.0,0.0,0.0,-7898.0,0.0,0.0,21119.0,14792.0,6327.0,0.0,0.0,0.0,0.0,93,134191056_201306_990,IN,,134191056201306,1341910562013,93493133002104.0,A0140,A,36061.0,5602.0,5600.0,A014,A,PC,O,AR,A,A,1,AR,AR,AR,0.08548,A,813319.0,,,,,0,rtf13_990_VER,163133,0,145,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,3048,f1,2013,412,ag,0,3086,ag,0,37,ag,0,0,a,2013,1500,f1,2013,6000,f1,2013,0,f1,2013,3000,f1,2013,288,f1,2013,662,f1,2013,0,f1,2013,662,f1,2013,0,f1,2013,179,f1,2013,0,f1,2013,0,f1,2013,2655,f1,2013,0,f1,2013
275345,132570500,STAGE DIRECTORS & CHOREOGRAPHERS WORKSHOP FOUNDATION INC,,1501 BROADWAY STE 1701,NEW YORK,NY,10036-5600,10036.0,,,3,15.0,196511.0,1.0,6.0,59.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,168516,32459,9627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12961.0,0,12961.0,3388,0.0,3388,3388.0,63640.0,63640.0,0.0,0.0,0.0,0.0,63640,63640,0,0,0,0,0,213990,213990,290591,0.0,77805.0,11932.0,0.0,192843,21147,,443543.0,497956,0.0,0.0,0.0,0.0,0.0,34222.0,62868,0.0,0.0,409321.0,435088,N,0,0,0.0,0.0,7,875550,0,0,58653,0,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,93.0,166122.0,33618.0,0.0,7600.0,0.0,6892.0,0.0,0.0,0.0,2614.0,216846.0,183520.0,33326.0,0.0,70581.0,8872.0,0.0,93,132570500_201306_990,IN,,132570500201306,1325705002013,93493133011954.0,A1960,A,36061.0,5602.0,5600.0,A196,A,PC,O,AR,A,A,1,AR,AR,AR,0.6574800000000001,A,813219.0,,,,,0,rtf13_990_VER,163620,0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,256638,f1,2013,69175,f1,2013,15300,ar,0,153216,ar,0,0,ar,0,4,f1,2013,2723,f1,2013,0,f1,2013,0,f1,2013,6000,f1,2013,0,f1,2013,3499,f1,2013,59967,f1,2013,3499,f1,2013,0,f1,2013,3531,f1,2013,0,f1,2013,0,f1,2013,27386,f1,2013,0,f1,2013
