,fincheckv,VerifyBy,STYEAR,EIN,NAME,STATE,NTEE1,NTEECC,ADDRESS,CITY,ZIP5,ZIP,FIPS,MSA_NECH,PMSA,TAXPER,FisYr,OUTNCCS,OUTREAS,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,NTEESRC,MAJGRPB,ACTIV,ACTIV1,ACTIV2,ACTIV3,P1INTREV,P1DIVID,P1NGASTS,P1TCONT,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P1GRENTS,P6DOMORG,P7POLIT,P1INVRV,P7LIQUID,P1NADJRV,P7POFCLM,P1ADMEXP,P7DISSAL,P7DISBOR,P1INVEXP,P7DISSER,P1CHAEXP,P7DISPAY,P1TINVEX,P7DISTRA,P1TADJEX,P7PAYGVT,P2CASHBV,P7UNDINC,P2MORTG,P7BUSINT,P2EYOTIN,P7JEOINV,P2EYASST,P7PROPAG,P2MTGNTS,P7ELECT,P3EYTFND,P7INDGRT,P6TX4940,P7ORGGRT,P6TX511,P7OTHPUR,P6TXSUBA,P6ESTTX,P6TEXCTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NTEE,RULEDATE,FNDNCD,FRCD,AFCD,ARED,CONTACT,SEC_NAME,GEN,DISTRICT,LEVEL1,LEVEL2,LEVEL3,LEVEL4,CLASSCD,DEDUCTCD,ORGCD,P1GOODS,DLN,ARC,RandNum,ACCPER,TFLD,P6TXRFD,CALC4940,V1P6TX49,verify,V1P1TOTR,verfail,V1P1TOTE,V1P1EXCR,V1P1NETI,V1P1NADI,V1P3EYTF,V1P6TEXC,V1P14NAD,V1P14TNA,V1P14TQD,V1P14TAS,V1P14T49,V1P14TEN,V1P14TTS,V1P14TPS,V1P14TGI,V1P10MIR,VGOFCOMP,VGADMEXP,VGCONTPD,VGINVEXP,VGCHAEXP,VGTINVEX,VGTADJEX,VGTEXMEX,VGCASHBV,VGGVTINV,VGCRPSTK,VGCRPBND,VGMORTG,VGEYOTIN,VGMTGNTS,VGTASFMV,VGTOTAST,VGTASST,VIDIVID,VINGASTS,VIOTHINC,VITCONT,VIINTREV,VIGRENTS,VIGINVPF,VMREVEXP,VMASSETS,VMPOFCLM,nteeConf,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
9330,,,2001,133800381,THE GODINGER LEFKOWITZ MEMORIAL FOUNDATION INC,NY,A,A80,63 15 TRAFFIC AVE,RIDGEWOOD,11385.0,11385-2629,36081.0,5602.0,5600.0,200211,2002,IN,,3,AR,AR,AR,1,A,994,994.0,602.0,0.0,0,0,0,875000,0,0,0,835476,875000,835691,39309,835691,0,0,76694,0,0,0,0,0,76694,0,2638,N,0,N,N,0,N,0,N,215,N,N,0,N,215,N,0,N,0,N,76694,N,0,N,0,N,76694,N,0,N,76694,N,0,N,0,N,0,0,0,0,0,0,0,0,53572,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B99I,199505.0,4.0,1.0,3.0,199911.0,,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.434179,11,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,11385.0,RIDGEWOOD,core2002pf_ver1,PF,S,AR,A,IN,,B99,B
9351,,,2001,133801734,HARRY M STEVENS FAMILY FOUNDATION INC,NY,A,A99,186 RIVERSIDE DR APT 16D,NEW YORK,10024.0,10024-1007,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,119,119.0,0.0,0.0,4784,0,0,0,0,0,0,0,4784,3316,1468,0,4784,4784,357123,0,0,0,0,2,385008,16524,16620,N,0,N,N,4784,N,4784,N,3316,N,N,0,N,0,N,0,N,0,N,89,Y,0,N,99255,N,385008,N,0,N,357121,N,96,N,0,N,0,0,96,0,96,0,0,0,337458,16524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199601.0,4.0,1.0,3.0,0.0,WILLIAM M HUNT,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.771848,6,0,0,96,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,N,NY,10024.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A99,A
9353,,,2002,133802490,FOUNDATION FOR HELLENIC CULTURE INC,NY,A,A70,7 W 57TH ST,NEW YORK,10019.0,10019-3404,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,93,93.0,0.0,0.0,325,0,0,492290,0,19603,0,215197,512218,590593,-78375,215197,325,5482,206473,0,0,0,0,5308,206473,0,2234,N,0,N,N,325,N,19928,Y,375396,N,N,0,N,0,N,0,N,14446,N,65324,N,0,N,0,N,206473,N,0,N,201165,N,7,N,0,N,0,0,7,0,0,0,0,0,45363,0,2234,0,0,1034,3268,215197,171726,246002,363797,996722,0,0,230996,317667,548663,0,0,0,129825,129825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A76Z,199504.0,3.0,1.0,3.0,0.0,E MYRIVILI,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.255161,12,7,0,7,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10019.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A12,A
9368,,,2002,133809561,ARTUR BALSAM FOUNDATION FOR CHAMBER MUSIC,NY,A,A50,825 W END AVE STE 2C,NEW YORK,10025.0,10025-5349,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,90,90.0,0.0,0.0,11532,5223,-22206,1000,0,0,0,0,-4451,88945,-93396,80208,8190,8190,533206,148667,362513,0,511180,0,465865,0,41220,N,0,N,N,16927,N,16927,N,88945,N,N,8737,N,80208,N,8737,N,8737,N,0,N,0,N,0,N,465865,N,0,N,533206,N,164,N,0,N,0,584,164,0,0,0,0,420,836951,41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A50Z,199505.0,4.0,1.0,3.0,0.0,MOSHE MIRSKY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.9308290000000001,12,-420,0,164,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,3,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,N,NY,10025.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A6C,A
9372,,,2002,133811670,HAPPY ORGANIZATION,NY,A,A70,240 E 35TH ST APT 11A,NEW YORK,10016.0,10016-4220,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,995,995.0,92.0,0.0,0,0,0,2939,0,0,0,0,2939,0,2939,0,0,0,1,0,0,0,0,1,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A76Z,199510.0,4.0,1.0,3.0,0.0,DAN PEYTON,,0.0,13.0,PF,O,AR,A,1.0,1.0,5.0,0,2,-5,0.297993,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10016.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A70,A
9386,,,2001,133832587,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,NY,A,A11,1270 6TH AVE,NEW YORK,10020.0,10020-1700,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,60,60.0,199.0,119.0,88,223,0,472489,0,10414,10000,0,483214,418344,64870,387611,311,0,279075,0,0,0,0,0,279075,0,10844,N,0,N,N,311,N,10725,Y,418344,N,N,0,N,387611,N,0,N,13195,N,2779,N,0,N,0,N,279075,N,0,N,279075,N,6,N,0,N,0,7,6,0,10,0,0,11,220178,0,1,4750,4204,0,8955,387611,326358,333083,264688,1311740,1,0,0,0,1,0,0,0,0,0,7229,3167,2803,3484,16683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A56I,199508.0,3.0,1.0,3.0,0.0,MILLBURN CORPORATION,,0.0,13.0,PF,S,ZA,A,1.0,1.0,1.0,0,2,-5,0.631045,6,-11,0,6,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,1,1,1,1,U,2.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10020.0,NEW YORK,core2002pf_ver1,PF,S,ZA,A,IN,,A70,A
9394,GS,JDD,2002,133838457,PIERRE AND MARIA GAETANA MATISSE FOUNDATION,NY,A,A40,ONE E 53RD ST,NEW YORK,10022.0,10022-4200,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,4129,64282,-62008,84017575,0,0,0,61983200,84023978,62238872,21785106,62183834,13973,0,24033407,5096189,3062082,0,8158271,0,24033407,0,599461,N,0,Y,N,68411,N,0,N,255672,N,N,54438,N,200634,N,54438,N,0,N,0,N,0,N,0,N,24033407,N,0,N,24033407,N,140,N,0,N,0,0,140,0,500,0,0,360,12171794,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Z99Z,199512.0,3.0,1.0,3.0,0.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.8499610000000001,12,-360,0,140,1.0,M,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,U,U,U,U,U,U,U,U,7,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
9445,,,2002,133863402,KAHN FAMILY FOUNDATION INC,NY,A,A99,4663 WALDO AVE,RIVERDALE,10471.0,10471-3061,36005.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,0,1,0,0,0,0,0,0,1,735,-734,110,0,0,0,0,0,0,0,668,1,0,3,N,0,N,N,1,N,0,N,735,N,N,125,N,110,N,125,N,0,N,0,N,0,N,0,N,0,N,0,N,-668,N,0,N,0,N,0,40,0,0,100,0,0,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199512.0,4.0,1.0,3.0,0.0,NATHAN KAHN,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.0917012,12,-140,140,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10471.0,RIVERDALE,core2002pf_ver1,PF,S,AR,A,IN,,A99,A
9487,,,2001,133885307,NANCY GRAVES FOUNDATION INC,NY,A,A51,111 W 40TH ST,NEW YORK,10018.0,10018-2506,36061.0,5602.0,5600.0,200209,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,10377,63116,31638,40000,0,2321,80033,75000,147452,413233,-265781,368869,61746,61746,12345993,1021468,695917,0,1717385,3792,12174976,0,158378,N,0,N,N,73493,N,75814,Y,338233,N,N,11747,N,293869,Y,11747,N,14068,N,0,N,0,N,0,N,12174976,N,0,N,12342201,Y,1235,N,0,N,0,2400,1235,0,0,0,0,1165,3215799,0,61746,100287,84599,40645,287277,368869,348681,324397,335603,1377550,12174976,12404797,12874867,12480932,49935572,9115921,9241071,9270071,9535196,37162259,105585,109888,105731,89408,410612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51Z,199704.0,3.0,1.0,3.0,0.0,HECHT & COMPANY,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.297589,9,-1165,0,1235,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10018.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A51,A
9494,,,2001,133888511,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,NY,A,A20,100 UNITED NATIONS PLZ AP,NEW YORK,10017.0,10017-1728,36061.0,5602.0,5600.0,200203,2002,IN,,3,AR,AR,AR,1,A,119,119.0,0.0,0.0,112,0,0,286000,0,0,0,100000,286112,245016,41096,100000,112,0,593982,0,0,0,0,6000,593982,0,4725,N,0,N,N,112,N,0,N,145016,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,593982,N,0,N,587982,N,2,N,0,N,0,0,2,0,0,0,0,0,95936,4723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20Z,199610.0,4.0,1.0,3.0,0.0,TOSHU FUKAMI,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.0821664,3,2,0,2,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10017.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A1220,A
9500,,,2002,133893379,AMERICAN FOUNDATION FOR TEXTILE ART INC,NY,A,A20,499 PARK AVE,NEW YORK,10022.0,10022-1240,36061.0,5602.0,5600.0,200303,2003,IN,,3,AR,AR,AR,1,A,91,91.0,119.0,120.0,0,0,0,0,0,3611,0,0,3611,5509,-1898,3515,0,3611,13361,0,0,0,0,0,13361,0,521,N,0,N,N,0,N,3611,Y,5509,N,N,0,N,3515,N,0,N,0,N,10279,N,0,N,0,N,13361,N,0,N,13361,N,0,N,0,N,0,0,0,0,0,0,0,0,10572,0,521,554,839,335,2249,3515,48515,52481,78096,182607,1,0,0,0,1,0,0,0,0,0,347,369,559,223,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20Z,199703.0,3.0,1.0,3.0,0.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.21741100000000002,3,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
9501,,,2002,133893616,TRIBUTE 21 FOUNDATION INC,NY,A,A99,720 FIFTH AVE 4TH FLR,NEW YORK,10019.0,10019-4107,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,994,994.0,119.0,90.0,22,0,0,0,0,0,1386,0,22,1386,-1364,0,22,0,4803,0,0,0,0,10000,4803,0,0,N,0,N,N,22,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,4803,N,0,N,-5197,N,1,N,0,N,0,0,1,0,0,0,0,0,5082,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199702.0,4.0,1.0,3.0,0.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.7264510000000001,12,1,0,1,1.0,,1.0,,7.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,N,NY,10019.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A99,A
9516,,,2002,133902358,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,NY,A,A12,PO BOX 672 PRINCE ST STAT,NEW YORK,10012.0,10012-0013,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,119.0,0.0,1344,10904,0,524310,0,7500,98600,46500,544058,275509,268549,250628,0,0,1351567,398548,0,0,398548,600,1352561,0,59945,N,0,N,N,12248,N,0,N,229009,N,N,24836,N,204128,N,24836,N,0,N,0,N,0,N,0,N,1352561,N,0,N,1350967,N,0,N,0,N,0,0,0,0,0,0,0,0,1217152,59945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60J,199702.0,4.0,1.0,3.0,0.0,JAY S HARRIS,,0.0,13.0,PF,S,ZB,A,1.0,1.0,1.0,0,2,-5,0.0588587,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10012.0,NEW YORK,core2002pf_ver1,PF,S,ZB,A,IN,,A1260,A
9526,YI.,JDD,2002,133910335,FISH FAMILY FOUNDATION INC,NY,A,A80,33 IRVING PL FL 8,NEW YORK,10003.0,10003-2332,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,36000,0,0,0,0,2000,36000,0,0,N,0,N,N,0,N,0,Y,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,36000,N,0,N,34000,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A80,199902.0,3.0,1.0,3.0,0.0,HAMILTON FISH,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.18443900000000002,12,0,0,0,1.0,M,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,N12,N
9609,,,2002,133921831,BARBARA M ZALAZNICK FOUNDATION,NY,A,A99,335 MADISON AVE STE 1500,NEW YORK,10017.0,10017-4605,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,139129,38334,0,1500000,0,-275033,0,311830,1402430,314123,1088307,312675,177463,0,10409717,0,3004483,0,3004483,0,11978617,0,547507,N,0,N,N,177463,N,-97570,N,2293,N,N,0,N,845,N,0,N,0,N,0,N,0,N,2806505,N,11978617,N,0,N,10409717,N,3549,N,0,N,0,1841,3549,0,5000,0,0,3292,11116895,543958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199704.0,4.0,1.0,3.0,0.0,ERIC KAPLAN,,0.0,13.0,PF,O,AR,A,1.0,1.0,2.0,0,2,-5,0.535115,12,-3292,0,3549,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10017.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A99,A
9650,,,2002,133926887,LAURA PELS INTERNATIONAL FOUNDATION INC,NY,A,A60,200 W 57TH ST STE 803,NEW YORK,10019.0,10019-3211,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,119,119.0,90.0,0.0,0,39184,0,0,0,0,0,76850,39184,100233,-61049,91797,35391,0,908433,900870,0,0,900870,0,919095,0,47549,N,0,N,N,39184,N,0,N,23383,N,N,3793,N,14947,N,3793,N,0,N,0,N,0,N,0,N,919095,N,0,N,908433,N,708,N,0,N,0,0,708,0,1500,0,29,763,965466,46841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A60Z,199703.0,4.0,1.0,3.0,0.0,LAURA PELS,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.645422,12,-763,0,708,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,4,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10019.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A60,A
9651,,,2002,133927380,JEWISH REGISTRY INC,NY,A,A11,621 WEST 254TH STREET,RIVERDALE,10471.0,10471-1225,36005.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,994,994.0,94.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A83I,199705.0,15.0,10.0,3.0,200012.0,% MARVIN WEITZ,,0.0,13.0,PC,S,ZA,A,1.0,1.0,1.0,0,2,-5,0.708585,12,0,0,0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10471.0,RIVERDALE,core2002pf_ver1,PF,S,ZA,A,IN,,X30,X
9658,,,2002,133929462,ALVIN E FRIEDMAN-KIEN FOUNDATION INC,NY,A,A40,ONE LEXINGTON AVE STE 2A,NEW YORK,10010.0,10010-5515,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,0,4599,23628,5000,0,0,0,74573,33227,75671,-42444,74573,28227,0,579721,0,328263,0,328263,0,615570,0,31001,N,0,N,N,28227,N,0,N,1098,N,N,0,N,0,N,0,N,0,N,0,N,0,N,76458,N,615570,N,0,N,579721,N,565,N,0,N,0,0,565,0,0,0,22,0,629454,30436,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A40Z,199612.0,3.0,1.0,3.0,0.0,ROBERT H HOROWITZ,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.8970950000000001,12,587,0,565,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,U,U,U,U,U,U,U,U,4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10010.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
