,FILER,CODE990,EIN,styear,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCODE,P6UNRELB,REASON,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
15297,990.0,1,133119551,1993,4,4,200,0,492000,0,0,2959,0,0,0,2959,2959,494959,451444,189319,153310,0,155576,190012,2000,693,189319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,RADIO NETWORK ASSOC,NEW YORK,NY,10017-5613,10017.0,36061.0,A34,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.28546,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,494959,494959,199312,1993,NY,10017.0,NEW YORK,A34,A,12,200.0,121.0,0.0,100 E 42ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8309.0,,PC,O,AR,A,IN,,A34,A,513110.0
15306,990.0,1,133124063,1995,6,6,120,0,1664544,0,0,104740,0,0,0,976857,976857,2641401,1993680,2566242,54446,0,2679596,3280097,761075,713855,0,0,0,0,0,0,0,0,0,0,0,0,0,485846,0,386271,6,1,Y,0,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061.0,A33,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.9608700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,2641401,2641401,199512,1995,NY,10016.0,NEW YORK,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,8407.0,AMERICAN PAYROLL INSTITUTE INC,PC,O,AR,A,IN,,S41,S,813910.0
15326,990.0,1,133131629,1994,2,4,229,0,65363,0,0,2,0,0,0,92434,92434,157797,172084,-4262,0,0,22215,20011,12190,24273,0,0,0,0,0,0,0,0,0,0,0,0,0,81082,0,11350,6,1,Y,0,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061.0,A01,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.6000800000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,157797,157797,199505,1995,NY,10011.0,NEW YORK,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8410.0,,PC,O,AR,A,IN,,A40,A,710000.0
15344,990.0,1,133137480,1995,5,5,200,0,274144,0,0,24220,0,0,0,444186,444186,718330,644068,554554,75708,0,730135,810532,249843,255978,0,0,0,0,0,0,0,0,0,0,0,0,0,419966,0,0,6,1,N,0,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061.0,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.63135,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,718330,718330,199512,1995,NY,10016.0,NEW YORK,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8301.0,,PC,O,AR,A,IN,,A40,A,710000.0
15477,990.0,1,133206933,1995,3,3,200,0,25750,0,0,0,0,0,0,16760,16760,42510,35220,26623,0,0,19333,26623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16760,6,1,N,0,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085.0,A01,A,10301.0,5602.0,5600.0,36085.0,,O,O,0.9235399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199512,42510,42510,199512,1995,NY,10301.0,STATEN ISLAND,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,IN,,A68,A,711130.0
15489,990.0,1,133212090,1995,6,6,200,1727979,0,0,0,45544,0,0,0,77993,77993,1805972,1349322,1258660,250000,0,949906,1385865,147896,127205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32449,6,1,N,0,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.9993799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,1805972,1805972,199512,1995,NY,10022.0,NEW YORK,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,,PC,O,AR,A,IN,,A0368,A,813920.0
15490,,1,133212857,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,N,0,OPERA GLASS,NEW YORK,NY,10159-1294,10159.0,36061.0,A6A,A,10159.0,5602.0,5600.0,36061.0,,O,O,0.66908,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,0,0,199505,1995,NY,10159.0,NEW YORK,A6A,A,5,119.0,602.0,0.0,PO BOX 1294 MADISON SQUARE STATION,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8807.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15504,990.0,1,133216947,1995,3,3,30,69089,0,0,0,1301,0,0,0,1301,1301,70390,54520,69182,0,0,53311,69182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,N,7,ASSOC ADV CREATIVE MUSICIANS NYC CHAPTER,NEW YORK,NY,10108-0187,10108.0,36061.0,A60,A,10108.0,5602.0,5600.0,36061.0,,O,O,0.885,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,70390,70390,199512,1995,NY,10108.0,NEW YORK,A0168,A,12,30.0,0.0,0.0,PO BOX 187 TIMES SQ STA,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8507.0,,PC,O,AR,A,IN,,A0168,A,813319.0
15519,,1,133222570,1994,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,NEW YORK SINGING TEACHERS ASSOC,NEW YORK,NY,10025-5213,10025.0,36061.0,A99,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.46726999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10025.0,NEW YORK,B03,A,12,200.0,0.0,0.0,305 RIVERSIDE DR 12A,3.0,0.0,1000.0,% CECILIE A VERDON,2.0,13.0,0.0,20.0,0.0,1.0,7003.0,,PC,O,AR,A,IN,,B03,B,813920.0
15548,,1,133235967,1994,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,N,0,WILLIAMSBURG MUSIC CTR,BROOKLYN,NY,11211-5511,11211.0,36047.0,A68,A,11211.0,5602.0,5600.0,36047.0,,O,O,0.8667,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199506,0,0,199506,1995,NY,11211.0,BROOKLYN,A68,A,6,994.0,90.0,0.0,367 BEDFORD AVENUE 1ST FLOOR,3.0,198906.0,1000.0,,1.0,11.0,15.0,20.0,0.0,1.0,8502.0,,PC,O,AR,A,IN,,A68,A,711130.0
15678,,1,133347752,1993,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N,0,STATUS LIBERTY SKATING INST AT GATEWAY,STATEN ISLAND,NY,10304-2921,10304.0,36085.0,A20,A,10304.0,5602.0,5600.0,36085.0,,O,O,0.96206,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199312,0,0,199312,1993,NY,10304.0,STATEN ISLAND,A03,A,12,328.0,0.0,0.0,53 ROCHELLE ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8812.0,,PC,O,AR,A,IN,,A03,A,813920.0
15696,,1,133357729,1994,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,N,0,COOPER OPERA WORKS,NEW YORK,NY,10034-3043,10034.0,36061.0,A6A,A,10034.0,5602.0,5600.0,36061.0,,O,O,0.5071899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,0,0,199506,1995,NY,10034.0,NEW YORK,A6A,A,6,89.0,90.0,0.0,60 COOPER STREET APT 3A,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8611.0,,PC,O,AR,A,IN,,A6A,A,711130.0
15775,,1,133411661,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,N,0,SIKKIM CULTURAL FND,NEW YORK,NY,10128-1132,10128.0,36061.0,A99,A,10128.0,5602.0,5600.0,36061.0,,O,O,0.71238,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10128.0,NEW YORK,A1220,B,12,90.0,0.0,0.0,1088 PARK AVE,3.0,0.0,1000.0,% SIMON ABRAHAMS,1.0,13.0,15.0,20.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A1220,A,813219.0
15778,990.0,1,133414554,1995,5,5,200,686050,0,0,0,21990,0,0,0,23345,23345,709395,780002,526706,156183,0,610454,557282,13141,30576,526706,0,0,0,0,0,0,0,0,0,0,0,0,1355,0,0,6,1,N,0,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061.0,A30,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.75847,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,709395,709395,199512,1995,NY,10022.0,NEW YORK,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A30,A,510000.0
15824,990.0,1,133441165,1995,4,3,205,0,44230,0,0,10924,0,0,0,35141,35141,79371,83975,179932,0,0,184536,179932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24217,6,1,N,0,NAT CARTOONISTS SOC,NEW YORK,NY,10019-1301,10019.0,36061.0,A03,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.79785,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199512,79371,79371,199512,1995,NY,10019.0,NEW YORK,A03,A,12,205.0,200.0,602.0,10 COLUMBUS CIR 1620,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9602.0,,PC,O,AR,A,IN,,A03,A,813920.0
15853,,1,133452427,1994,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,SOC ROGERIAN SCHOLARS,NEW YORK,NY,10013-0867,10013.0,36061.0,A33,A,10013.0,5602.0,5600.0,36061.0,,O,O,0.05757999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,0,0,199506,1995,NY,10013.0,NEW YORK,A01,C,6,120.0,209.0,602.0,PO BOX 1195 CANAL ST STA,3.0,0.0,2000.0,COLLEGE OF NURSING NEW YORK UNIVE,2.0,13.0,0.0,20.0,0.0,1.0,9509.0,,PC,O,AR,A,IN,,A01,A,813319.0
15920,990.0,1,133490112,1995,5,4,263,0,18899,0,0,118995,0,0,0,118996,118996,137895,397949,612011,0,0,872066,612011,0,0,612011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,N,0,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061.0,A40,A,10011.0,5602.0,5600.0,36061.0,,O,O,0.87198,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,137895,137895,199512,1995,NY,10011.0,NYC,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
16051,,1,133551270,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,N,0,SUR SANGAM,NEW YORK,NY,10010-7101,10010.0,36061.0,A20,A,10010.0,5602.0,5600.0,36061.0,,PC,O,0.0214,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10010.0,NEW YORK,A20,B,12,995.0,119.0,0.0,135 5TH AVE,3.0,0.0,1.0,SUBHASH THAPAR,1.0,32.0,16.0,20.0,0.0,1.0,199706.0,,PC,O,AR,A,IN,,A20,A,710000.0
16081,,1,133565617,1993,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,ITALIAN WINE CNCL,NEW YORK CITY,NY,10020-1300,10020.0,36061.0,A01,A,10020.0,5602.0,5600.0,36061.0,,O,O,0.64722,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10020.0,NEW YORK CITY,A23,A,12,200.0,0.0,0.0,1271 AVE OF THE AMERICAS STE 4341,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9106.0,,PC,O,AR,A,IN,,A23,A,710000.0
16087,990.0,1,133568008,1995,2,3,119,0,25450,0,0,0,0,0,0,6075,6075,31525,16335,13531,0,0,4085,13531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5744,0,-1144,1475,6,1,N,0,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.99375,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,25781,25781,199512,1995,NY,10022.0,NEW YORK,A03,A,12,119.0,229.0,0.0,145 E 57TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,,PC,O,AR,A,IN,,A03,A,813920.0
16174,990.0,1,133600417,1994,2,3,200,0,2550,0,0,0,0,0,0,56716,56716,59266,61541,14420,0,0,18928,17316,2233,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,55933,0,783,6,1,N,0,MONTE JADE SCI & TECHNOLOGY ASSOC,NEW YORK,NY,10022-3613,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.799,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199509,59266,59266,199509,1995,NY,10022.0,NEW YORK,V30,A,9,200.0,0.0,0.0,126 E 56TH ST 8TH FL,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9409.0,,PC,O,AR,A,IN,,V30,V,541720.0
16283,990.0,1,133642496,1995,4,4,205,0,187500,0,0,4921,0,0,0,4921,4921,192421,181335,144202,0,0,133116,144202,0,0,144202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,TEXTILE PRODUCERS & SUPPLIERS ASSOC,NEW YORK,NY,10022-7001,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.38049,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,192421,192421,199512,1995,NY,10022.0,NEW YORK,A40,A,12,205.0,0.0,0.0,437 MADISON AVE,3.0,0.0,1000.0,% RICHARD S TAFFET,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A40,A,710000.0
16338,990.0,1,133667013,1994,2,3,120,0,21425,0,0,264,0,0,0,20597,20597,42022,17228,18132,0,0,16525,18132,640,0,0,0,0,0,0,0,0,0,0,0,0,0,22547,0,-2214,0,6,1,N,0,AMER BOOK PRODUCERS ASSOC,NEW YORK,NY,10010-7000,10010.0,36061.0,A33,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.7599,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,19475,19475,199506,1995,NY,10010.0,NEW YORK,A33,C,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,1000.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A33,A,511100.0
16364,990.0,1,133682677,1994,3,3,205,0,4175,0,0,0,0,0,0,50886,50886,55061,14709,40590,0,0,49036,40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48798,0,2088,0,6,1,N,0,BOXING WRITERS ASSOC AMERICA,NEW YORK,NY,10017-3706,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.09693,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,6263,6263,199506,1995,NY,10017.0,NEW YORK,A70,A,6,205.0,0.0,0.0,347 MADISON AVE 950,3.0,0.0,1000.0,%SCHWARTZMAN HEINSTOCK GAREUK & MA,2.0,13.0,0.0,10.0,0.0,1.0,9302.0,,PC,O,AR,A,IN,,A70,A,710000.0
16415,990.0,1,133696032,1994,3,3,200,0,12855,0,0,0,0,0,0,79500,79500,92355,93763,27896,0,0,29304,27896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79500,0,0,6,1,N,0,AMER ASSOC APPAREL TEXTILE DESIGN STUDIOS & AGENTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A40,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.84435,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199505,92355,92355,199505,1995,NY,10001.0,NEW YORK,A40,A,5,200.0,229.0,0.0,501 FIFTH AVE 604,3.0,0.0,3000.0,% GOLDSTEIN & MORRIS,0.0,13.0,0.0,10.0,0.0,1.0,9309.0,,PC,O,AR,A,IN,,A40,A,710000.0
16451,,1,133709275,1995,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,ORG LESBIAN & GAY ARCHITECTS & DESIGERS,NEW YORK,NY,10003-7004,10003.0,36061.0,A03,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.13485,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10003.0,NEW YORK,A03,B,12,200.0,0.0,0.0,28 E 4TH ST STE 7W,3.0,0.0,2000.0,% GARY ROSARD,2.0,13.0,0.0,20.0,0.0,1.0,9405.0,HALPERN ROBERT B ET AL PTR,PC,O,AR,A,IN,,A03,A,813920.0
16477,990.0,1,133718893,1995,2,3,200,0,51064,21641,22841,1669,0,0,0,23310,469,74374,58969,19718,0,0,40068,19718,12914,0,19718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,ASSOC AUTHORS REPRESENTATI VES,NEW YORK,NY,10023-3631,10023.0,36061.0,A01,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.71612,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,51533,51533,199512,1995,NY,10023.0,NEW YORK,A70,A,12,200.0,92.0,0.0,171 E 74TH ST,3.0,0.0,1000.0,% CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A70,A,710000.0
16500,,1,133733011,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,CONTINGENCY PLANNING EXCHANGE INC,NEW YORK,NY,10274-0834,10274.0,36061.0,A70,A,10274.0,5602.0,5600.0,36061.0,,O,O,0.6623100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10274.0,NEW YORK,S02,B,12,123.0,0.0,0.0,11 HANOVER SQ STE 501,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,199710.0,,PC,O,AR,A,IN,,S02,S,541618.0
16538,990.0,1,133746545,1995,1,3,204,46820,0,0,0,0,0,0,0,0,0,46820,29844,4445,24000,0,285,6851,12816,2404,4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,COALITION HEALTHCARE COMMUNICATION,NEW YORK,NY,10173-0499,10173.0,36061.0,A01,A,10173.0,5602.0,5600.0,36061.0,,O,O,0.6066199999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,46820,46820,199512,1995,NY,10173.0,NEW YORK,A30,A,12,204.0,0.0,0.0,342 MADISON AVE 450,3.0,0.0,2000.0,% PHARMACEUTICAL ADVTG COUNCIL INC,2.0,13.0,0.0,10.0,0.0,1.0,9503.0,,PC,O,AR,A,IN,,A30,A,510000.0
16570,990.0,1,133757359,1995,4,5,200,0,0,0,0,1168,0,0,0,765878,765878,765878,749129,39492,0,0,82743,153822,60000,114330,39492,0,0,0,0,0,0,0,0,0,0,0,0,763220,0,1490,6,1,N,0,RADIO CREATIVE FND,NEW YORK,NY,10016-2303,10016.0,36061.0,A01,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.11195,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,765878,765878,199512,1995,NY,10016.0,NEW YORK,A34,A,12,200.0,0.0,0.0,304 PARK AVE S 7TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9605.0,,PC,O,AR,A,IN,,A34,A,513110.0
16611,,1,133772781,1995,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,CHAMBER COMMERCE & INDUSTRY RUSSIAN FEDERATION NY,NEW YORK,NY,10016-1301,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.76236,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10016.0,NEW YORK,A23,A,12,200.0,0.0,0.0,90 PARK AVE STE 1600,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9409.0,,PC,O,AR,A,IN,,S41,S,813910.0
16651,990.0,1,133783521,1995,3,4,200,10000,184971,0,0,1414,0,0,0,172164,172164,367135,266340,95067,0,0,30142,99384,5272,4317,0,0,0,0,0,0,0,0,0,0,0,0,30598,143201,-11098,8049,6,1,N,0,NEW YORK NEW MEDIA ASSOC,NEW YORK,NY,10004-2501,10004.0,36061.0,A01,A,10004.0,5602.0,5600.0,36061.0,,O,O,0.07791000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,336537,336537,199512,1995,NY,10004.0,NEW YORK,A30,B,12,200.0,0.0,0.0,55 BROAD STREET,3.0,0.0,1000.0,% KAREN PAGE,2.0,13.0,0.0,10.0,0.0,1.0,9605.0,,PC,O,AR,A,IN,,A30,A,510000.0
16830,990.0,1,133874026,1995,1,4,0,56936,0,0,0,0,26320,0,0,139594,139594,196530,72455,3000,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124075,0,15519,0,3,1,N,9,VIENNESE OPERA BALL,NEW YORK,NY,10036-2501,10036.0,36061.0,A12,A,10036.0,5602.0,5600.0,36061.0,,PC,S,0.47298,,ZB,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,72455,72455,199512,1995,NY,10036.0,NEW YORK,A1260,B,12,0.0,0.0,0.0,165 W 46TH ST STE 1112,3.0,0.0,1.0,,1.0,1.0,15.0,10.0,0.0,5.0,199409.0,,PC,S,ZB,A,IN,,A1260,A,813219.0
17037,990.0,1,135546742,1995,4,4,92,11500,150951,0,0,9559,0,564,701,257724,257160,420175,114256,271091,0,0,248709,273639,3705,2548,0,0,0,0,0,0,0,0,0,0,0,0,279268,0,-65657,33289,6,1,N,0,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.17152,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,140343,140343,199512,1995,NY,10017.0,NEW YORK,A0370,A,12,92.0,120.0,123.0,17E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
17122,990.0,1,135582856,1995,4,6,920,0,509509,0,0,10353,0,0,0,793746,793746,1303255,1314443,220318,112190,0,430292,390721,198786,170403,69828,0,0,0,0,0,0,0,0,0,0,0,0,783393,0,0,6,1,Y,0,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.06237,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199606,1303255,1303255,199606,1996,NY,10001.0,NEW YORK,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
17178,990.0,1,135614237,1995,3,3,65,7479,20025,0,0,517,0,0,0,13712,13712,41216,26819,26269,0,0,22964,26269,52,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,2155,0,6,1,N,0,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061.0,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.99005,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,30176,30176,199512,1995,NY,10003.0,NEW YORK,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,IN,,N80,N,711211.0
