,EIN,TAXPER,CYCLE,DLN,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,verfail,vMagS,vMagP,NTEECC,NteeCC4d,NTEEconf,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,RandNum,FIPS,MSA_NECH,PMSA,NteeOldB,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
11261,131956457,200612,200752.0,29490328227147,,2006,0,384195,0,0,11411,0,0,0,11411,11411,395606,415224,193006,18806,0,269272,308515,56648,115509,0,0,0,0,0,0,0,0,0,0,0,0,,395606,395606,0,0,0,0,0,0,0,-19618,0,0,2064,0,0,0,0,212624,0,0,0,0,11411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10021-0709,10021.0,131956457200612.0,1319564572006.0,12,263.0,59.0,264.0,505 E 79TH ST,9.0,0.0,NEW YORK,3.0,WILFRED A LEE,2.0,13.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,196004.0,1503 NY LOC NYC METRO MUSEUM OF ART,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A50,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.07424,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A50,A,712110.0,90
11296,131996451,200512,200703.0,29490351121086,,2005,0,976875,229060,238857,43536,0,0,0,272596,33739,1249471,1231674,208399,315600,0,881699,619620,445875,411221,0,0,0,0,0,0,0,0,0,0,0,0,,1010614,1010614,0,-9797,0,0,0,0,0,-221060,-6365,224660,23652,0,0,0,0,435824,0,0,0,0,16746,26790,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,1,2005,N,10017-6588,10017.0,131996451200512.0,1319964512005.0,12,920.0,905.0,0.0,370 LEXINGTON AVE RM 902,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MEDIA RATING COUNCIL INC,1.0,196512.0,,NY,rtf06co,3.0,4.0,4.0,4.0,,,,A30,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.8368399999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
11309,132509231,200609,200717.0,29490097121257,,2005,132731,843077,0,0,72590,0,0,0,811010,811010,1786818,1555457,2765641,115461,0,2653781,2940563,97992,174922,0,0,0,0,0,0,0,0,0,736823,0,1597,,1786818,1786818,0,0,0,0,0,0,0,231361,-21509,479015,54951,0,0,0,0,2555789,0,0,0,0,32788,39802,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10016-5509,10016.0,132509231200609.0,1325092312006.0,9,200.0,0.0,0.0,31 E 32ND ST FL 7,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,AUTHORS GUILD INC,1.0,199603.0,,NY,rtf06co,4.0,4.0,4.0,4.0,,,,A03,70.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.01353,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0370,A,813920.0,90
11317,132534897,200612,200752.0,29490328080127,,2006,0,0,0,0,94,0,0,0,175140,175140,175140,221678,467892,0,0,518571,477510,6041,9618,0,0,0,0,0,0,0,0,0,175046,0,0,,175140,175140,0,0,0,0,0,0,0,-46538,1900,0,0,0,0,0,0,512530,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2006,N,10011-7419,10011.0,132534897200612.0,1325348972006.0,12,0.0,0.0,0.0,45 W 14TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,PAINTING INDUSTRY FUND BUILDING CORP,1.0,199904.0,,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.34031999999999996,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A40,A,710000.0,90
11337,132562532,200606,200707.0,29490027156087,,2005,0,248903,0,0,7770,0,0,0,278886,278886,527789,505243,241105,67685,0,221178,241310,3911,205,0,0,0,0,0,0,0,0,0,271116,0,0,,527789,527789,0,0,0,0,0,0,0,22546,1292,34863,6988,0,0,0,0,217267,0,0,0,0,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2006,N,10036-5505,10036.0,132562532200606.0,1325625322006.0,6,205.0,120.0,279.0,1501 BROADWAY STE 302,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,AMERICAN SOCIETY OF JOURNALISTS & AUTHORS INC,1.0,196801.0,,NY,rtf06co,2.0,3.0,3.0,3.0,,,,A70,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.2358,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A70,A,710000.0,90
11351,132579031,200610,200744.0,29490293012247,,2005,0,162000,0,0,5113,0,0,0,438798,438798,600798,259511,303821,0,0,307090,321442,798,17621,303821,0,0,0,0,0,0,0,343758,0,89927,0,,257040,257040,0,0,0,0,0,433685,0,-2471,0,63912,5115,0,0,0,0,306292,0,0,0,0,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,306292,200,1,2006,N,10001-1809,10001.0,132579031200610.0,1325790312006.0,10,200.0,0.0,0.0,481 EIGHTH AVENUE - SUITE 826,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,1.0,196712.0,,NY,rtf06co,2.0,2.0,3.0,2.0,,,,A33,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.80194,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A33,A,511100.0,90
11427,132666239,200512,,29490329005046,,2005,0,206933,0,0,3421,0,0,0,118171,118171,325104,165943,269139,0,0,283474,371737,73509,102598,0,0,0,0,0,0,0,0,99987,0,14763,0,,225117,225117,0,0,0,0,0,114750,0,59174,0,0,0,0,0,0,0,209965,0,0,0,0,0,2170,0,1251,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2005,N,10016-2303,10016.0,,,12,200.0,120.0,0.0,261 MADISON AVE 23RD FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,1.0,197101.0,,NY,CORE05co,,,,,,,,A34,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9933700000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A34,A,513110.0,90
11467,132760431,200612,200735.0,29490223039257,,2006,0,247087,233787,229608,9136,0,0,0,252925,23317,500012,312328,285469,131857,0,317159,285469,0,0,438950,0,0,0,0,0,0,0,0,0,0,0,,270404,270404,10002,4179,0,0,0,0,0,-41924,10234,0,10531,0,0,0,0,317159,0,0,0,0,0,9136,10002,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,408139,200,1,2006,N,10001-6708,10001.0,132760431200612.0,1327604312006.0,12,200.0,0.0,0.0,275 7TH AVE RM 1504,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MEDIA COALITION INC,1.0,197407.0,,NY,rtf06co,2.0,2.0,3.0,2.0,,,,A30,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.25577,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
11495,132830730,200609,200714.0,29490069106037,,2005,0,0,176096,0,319163,0,0,0,735259,735259,735259,278884,8686883,0,0,8230508,8686883,0,0,8686883,0,0,0,0,0,0,0,0,240000,0,0,,735259,735259,0,176096,0,0,0,0,0,456375,0,0,0,0,0,0,0,8230508,0,0,0,0,169393,149770,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8230508,265,1,2006,N,10001-6708,10001.0,132830730200609.0,1328307302006.0,9,265.0,0.0,0.0,275 7TH AVE,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,LOCAL 1101 OF THE COMMUNICATIONS WKRS OF AMER AFL CIO RTRMNT TR PLN,2.0,197602.0,,NY,rtf06co,5.0,3.0,3.0,2.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.89635,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
11511,132857251,200612,200716.0,29409090031077,,2006,89535,0,0,0,2082,0,0,0,2082,2082,91617,150852,18684,0,0,77919,18684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91617,91617,0,0,0,0,0,0,0,-59235,0,0,0,0,0,0,0,77919,0,0,0,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10013-0000,10013.0,132857251200612.0,1328572512006.0,12,200.0,0.0,0.0,485 BROADWAY STE FL 5,3.0,0.0,NEW YORK,2.0,S GOLDSTEIN DONGHIA,2.0,13.0,0.0,10.0,0.0,DECORATIVE FABRICS ASSOCIATION INC,1.0,197708.0,,NY,rtf06co,1.0,1.0,1.0,2.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7076399999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,9
11512,132857274,200606,,29490343363026,,2005,0,603510,0,0,14277,0,0,0,130374,130374,733884,633934,496145,172236,0,399722,496145,3527,0,0,0,0,0,0,0,0,0,0,116097,0,0,,733884,733884,0,0,0,0,0,0,0,99950,0,743003,11784,0,0,0,0,396195,0,0,0,0,14277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10010-6848,10010.0,,,6,200.0,209.0,0.0,19 W 21ST ST RM 905,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,BOOK INDUSTRY STUDY GROUP INC,1.0,197609.0,,NY,CORE05co,,,,,,,,A05,33.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.14203,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A0533,A,541720.0,90
11526,132876085,200512,,29490252318206,,2005,0,252333,0,0,465,0,23820,97048,329830,306010,582163,408504,250087,62915,0,193599,327575,93351,77488,250087,0,0,0,0,0,0,0,0,0,0,208497,,558343,558343,0,0,0,0,0,0,120868,149839,0,49318,6829,0,0,0,0,100248,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,100248,279,1,2005,N,10038-3242,10038.0,,,12,279.0,0.0,0.0,90 JOHN ST STE 403,6.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,9262.0,GRAPHIC ARTISTS GUILD INC,1.0,199509.0,,NY,CORE05co,,,,,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.04085,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A99,A,710000.0,90
11534,132881755,200612,200734.0,29490216113287,,2006,0,3755,0,0,1443,0,0,0,24677,24677,28432,22110,158951,0,0,163544,158951,0,0,0,0,0,0,0,0,0,0,10915,0,12319,0,,17517,17517,0,0,0,0,0,23234,0,-4593,0,0,0,0,0,0,0,163544,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,1,2006,N,10314-0122,10314.0,132881755200612.0,1328817552006.0,12,279.0,0.0,0.0,PO BOX 140122,9.0,0.0,STATEN ISLAND,1.0,HENRY ALVESTAD,1.0,13.0,0.0,20.0,108.0,SONS OF NORWAY,5.0,194009.0,3-0410 NANSEN LODGE,NY,rtf06co,2.0,1.0,1.0,1.0,,,,A80,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.81979,36085.0,5602.0,5600.0,,PC,O,AR,A,IN,,A80,A,712120.0,90
11576,132918640,200612,200727.0,29409174124407,,2006,0,24225,0,0,1605,0,0,0,49735,44735,73960,66955,62711,0,0,60706,62711,0,0,0,0,0,0,0,0,0,0,0,43130,0,0,,68960,68960,0,0,5000,5000,0,0,0,2005,0,0,0,0,0,0,0,60706,0,0,0,0,0,0,0,1605,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2006,N,10163-2119,10163.0,132918640200612.0,1329186402006.0,12,205.0,0.0,0.0,PO BOX 2119,3.0,0.0,NEW YORK,2.0,SHUBERT SILVER & ROSEN,2.0,13.0,0.0,10.0,0.0,WOMENS MEDIA GROUP INC,1.0,199308.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A30,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.15145999999999998,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,9
11591,132932563,200512,200704.0,29409006142037,,2005,0,3060,0,0,22780,0,0,0,43379,43379,46439,26061,75050,0,0,76695,75050,0,0,0,0,0,0,0,0,0,0,22023,0,-1424,0,,24416,24416,0,0,0,0,0,20599,0,-1645,0,0,0,0,0,0,0,76695,0,0,0,0,0,0,0,22780,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119,1,2005,N,11209-3601,11209.0,132932563200512.0,1329325632005.0,12,119.0,123.0,0.0,7919 3RD AVE,3.0,0.0,BROOKLYN,1.0,,2.0,11.0,0.0,10.0,0.0,METROPOLITAN SOCIETY OF KARDAMYLIANS INC C O MARC LIVANOS,1.0,197805.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A99,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.60723,36047.0,5602.0,5600.0,,PC,O,AR,A,IN,,A99,A,710000.0,9
11652,132989680,200707,200745.0,29490293107077,,2006,0,32100,0,0,35,0,0,0,64285,64285,96385,93448,18048,0,0,15111,18048,0,0,0,0,0,0,0,0,0,0,0,64250,0,0,,96385,96385,0,0,0,0,0,0,0,2937,0,0,0,0,0,0,0,15111,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,319,1,2007,N,10022-3061,10022.0,132989680200707.0,1329896802007.0,7,319.0,0.0,0.0,430 E 57TH ST,3.0,0.0,NEW YORK,1.0,MRS ANNA TRACY BRICKER,2.0,13.0,0.0,10.0,0.0,DINNER DANCERS INC,1.0,199409.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A62,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.1479,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A62,A,711120.0,90
11654,132990527,200705,200730.0,93409197004017,,2006,0,92945,0,0,3903,0,0,0,3903,3903,96848,120321,176532,0,0,200005,176532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96848,96848,0,0,0,0,0,0,0,-23473,0,0,0,0,0,0,0,200005,0,0,0,0,0,0,0,3903,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2007,N,10016-8703,10016.0,132990527200705.0,1329905272007.0,5,205.0,0.0,0.0,243 5TH AVE STE 236,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,1.0,197910.0,,NY,rtf06co,2.0,1.0,1.0,2.0,,,,A68,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.28893,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A68,A,711130.0,9
11682,133021168,200702,200747.0,29490216309007,,2006,95415,0,0,0,0,24250,0,0,62814,62814,158229,93794,26762,0,24250,13674,26762,0,0,0,0,0,0,0,0,0,0,51347,0,11467,0,,106882,106882,0,0,0,0,0,62814,0,13088,0,0,0,0,0,0,0,13674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,64,1,2007,N,10010-0000,10010.0,133021168200702.0,1330211682007.0,2,64.0,90.0,92.0,174 176 5TH AVE STE 401,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,COMITE DEL DESFILE DE LA HISPANIDAD INC,1.0,198005.0,,NY,rtf06co,1.0,2.0,2.0,1.0,,,,A84,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.03539,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A84,A,712120.0,90
11725,133058765,200612,200730.0,29490188205177,,2006,0,5022689,0,0,125980,0,0,0,1320611,1320611,6343300,6317743,2657213,759657,0,3264023,3368460,632367,711247,0,0,0,0,0,0,0,0,0,1129399,0,65232,,6343300,6343300,0,0,0,0,0,0,0,25557,0,2971929,0,0,0,0,0,2631656,0,0,0,0,125980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10022-6570,10022.0,133058765200612.0,1330587652006.0,12,200.0,0.0,0.0,830 3RD AVE FL 2,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CABLE TELEVISION ADVERTISING BUREAU INC,1.0,198202.0,,NY,rtf06co,4.0,5.0,5.0,5.0,,,,A03,32.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.96701,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0332,A,813920.0,90
11785,133109557,200512,200719.0,29490014114027,,2005,39490,86582,2228,2180,1833,11291,0,0,21105,18925,147177,156607,72171,26436,0,142377,128555,51207,56384,72171,0,0,0,0,0,0,0,6645,0,9912,487,,138352,138352,0,48,0,0,0,16557,0,-18255,-744,20645,7292,0,0,0,0,91170,0,0,0,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,91170,123,1,2005,N,10038-4630,10038.0,133109557200512.0,1331095572005.0,12,123.0,521.0,0.0,75 MAIDEN LN RM 505,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,DEMOCRATIC SOCIALISTS OF AMERICA INC,1.0,198807.0,,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A70,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.39526999999999995,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,V24,V,541720.0,90
11806,133131629,200705,200751.0,29490300207317,,2006,0,33638,0,0,109,2100,0,0,57705,57705,91343,104782,26869,6300,0,41176,26869,868,0,0,0,0,0,0,0,0,0,0,57596,0,0,,91343,91343,0,0,0,0,0,0,0,-13439,0,1050,1781,0,0,0,0,40308,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229,1,2007,N,10011-3728,10011.0,133131629200705.0,1331316292007.0,5,229.0,0.0,0.0,27 W 20TH ST STE 601,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,1.0,198410.0,,NY,rtf06co,1.0,1.0,1.0,2.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.051089999999999997,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A40,A,710000.0,90
11812,133132781,200606,200728.0,29490175043127,,2005,0,0,0,0,101,0,0,0,73805,73805,73805,0,49581,0,0,55220,64087,5639,14506,0,0,0,0,0,0,0,73805,0,0,0,0,,0,0,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49581,0,0,0,0,101,0,73704,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2006,N,10467-1168,10467.0,133132781200606.0,1331327812006.0,6,912.0,0.0,0.0,3625 BAINBRIDGE AVE,3.0,0.0,BRONX,1.0,,2.0,13.0,0.0,10.0,0.0,3680 HOLDING COMPANY INC,1.0,198210.0,,NY,rtf06co,1.0,0.0,1.0,0.0,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.79676,36005.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
11830,133154895,200512,,29490175145136,,2005,0,1325,0,0,2590,0,0,0,48503,48503,49828,9260,137238,0,0,153938,137934,7459,696,137238,0,0,0,0,0,0,0,49809,0,-10396,6500,,19,19,0,0,0,0,0,39413,0,-9241,0,5940,718,0,0,0,0,146479,0,0,0,0,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,146479,205,1,2005,N,11435-3638,11435.0,,,12,205.0,297.0,0.0,146-02 89TH AVE,3.0,0.0,JAMAICA,2.0,,2.0,11.0,0.0,10.0,0.0,INDIAN DENTAL ASSOCIATION USA INC,1.0,199106.0,,NY,CORE05co,,,,,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.53566,36081.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
11856,133183002,200612,200727.0,29490174097067,,2006,0,149775,0,0,13668,0,0,0,354010,354010,503785,397789,534657,0,0,428661,534657,0,0,534657,0,0,0,0,0,0,0,0,340342,0,0,,503785,503785,0,0,0,0,0,0,0,105996,0,76576,45192,0,0,0,0,428661,0,0,0,0,13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,428661,229,1,2006,N,10170-0012,10170.0,133183002200612.0,1331830022006.0,12,229.0,0.0,0.0,420 LEXINGTON AVE RM 2034,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,1.0,198401.0,,NY,rtf06co,3.0,3.0,3.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.09666,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
11896,133211019,200612,200731.0,29490195277217,,2006,0,95500,0,0,4551,0,0,0,375456,375456,470956,439278,117977,0,0,152799,193727,66500,75750,0,0,0,0,0,0,0,0,0,354825,0,16080,,470956,470956,0,0,0,0,0,0,0,31678,0,32950,3041,0,0,0,0,86299,0,0,0,0,10,4541,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10036-4215,10036.0,133211019200612.0,1332110192006.0,12,200.0,0.0,0.0,56 W 45TH ST STE 705,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,INDIAN DIAMOND & COLORSTONE ASSOC INC,1.0,198507.0,,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9920200000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
11898,133212090,200612,200730.0,29490188359037,,2006,2950255,0,0,0,23727,0,0,0,23727,23727,2973982,3137346,168400,279649,0,1716204,919394,1384440,750994,0,0,0,0,0,0,0,0,0,0,0,0,,2973982,2973982,0,0,0,0,0,0,0,-163364,0,142465,22350,0,0,0,0,331764,0,0,0,0,0,23727,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10022-0000,10022.0,133212090200612.0,1332120902006.0,12,200.0,0.0,0.0,5TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISON MUSIC LICENSE COMMITTEE,5.0,198408.0,,NY,rtf06co,3.0,4.0,4.0,4.0,,,,A03,68.0,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.71936,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0368,A,813920.0,90
11936,133251595,200606,200715.0,29490083061207,,2005,0,2371,0,0,13,0,0,0,34499,34499,36870,33247,11646,0,0,8023,11646,0,0,11646,0,0,0,0,0,0,0,0,34486,0,0,,36870,36870,0,0,0,0,0,0,0,3623,0,0,0,0,0,0,0,8023,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8023,0,1,2006,N,10038-3242,10038.0,133251595200606.0,1332515952006.0,6,0.0,0.0,0.0,90 JOHN ST RM 403,3.0,0.0,NEW YORK,1.0,LARA KISIELEWSKA,0.0,13.0,0.0,10.0,0.0,GRAPHIC ARTISTS GUILD OF NEW YORK,0.0,199509.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.78087,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
11944,133262501,200612,200726.0,29490167083297,,2006,0,43505,0,0,0,0,0,0,0,0,43505,34236,-11094,0,0,2175,11444,22538,22538,-11094,0,0,0,0,0,0,0,0,0,0,0,,43505,43505,0,0,0,0,0,0,0,9269,0,2569,225,0,0,0,0,-20363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-20363,263,1,2006,N,10018-3308,10018.0,133262501200612.0,1332625012006.0,12,263.0,264.0,279.0,1430 BROADWAY,9.0,0.0,NEW YORK,3.0,IATSE B 751,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE OF THEATRICA EMPLOYEES MOVING PICTURE TTEESHIP,5.0,194104.0,B751 LOCAL,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9510299999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
11960,133302569,200612,200715.0,29409083054147,,2006,25979,23310,0,0,166,0,0,0,8951,8951,58240,33830,50626,0,0,26216,50626,0,0,0,0,0,0,0,0,0,0,0,8785,0,0,,58240,58240,0,0,0,0,0,0,0,24410,0,0,0,0,0,0,0,26216,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281,1,2006,N,10003-3681,10003.0,133302569200612.0,1333025692006.0,12,281.0,0.0,0.0,201 E 17TH ST APT 28J,2.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,1.0,199112.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A54,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.26533,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A54,A,712110.0,9
