,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,nteeFinal,nteeFinal1,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,Verifyby,fincheckv,VERIFY
11116,134193640,200903,200933,29491206008129,91,A20,N,Y,0,1,2008,2,2,2,3,0,4500,0,752,-5379,0,0,0,2000,-127,2989,-3116,2000,752,752,20663,0,0,0,0,1040,20854,0.0,1109,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,752,752,989,0,0,0,0.0,77,0,20586,20854,0,19623,15,0,0,0,0,0,0,0,0,15,22525,0,752,463,321.0,353,1889,2000,5000,5000,5000,17000,0,0,0,0,0,0,0,0,0,0,0,775,576,834,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,134193640200903,1341936402009,rtf08pf,9,15,0,10003.0,JONATHAN AND BARBARA SILVER FOUNDATION INC,SILVER BARBARA,30 E 4TH ST,NEW YORK,NY,10003-7025,0.0,3.0,2.0,200207.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,,36061.0,5600.0,PMSA,A20,A,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17062,B,,,
11120,134194235,200812,200916,29491094065209,91,A70,N,Y,0,1,2008,3,1,0,3,0,0,0,0,0,0,0,0,0,0,3908,-3908,2605,0,0,6115,0,0,0,0,0,6115,0.0,397,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3908,1303,2605,1303,0.0,6115,0,0,6115,0,6115,0,0,0,0,0,0,0,0,0,0,8069,397,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,134194235200812,1341942352008,rtf08pf,8,0,0,10021.0,THOMAS HART BENTON CATALOGUE RAISONNE FOUNDATION INC,J YOST,19 E 75TH ST,NEW YORK,NY,10021-2608,0.0,3.0,2.0,200204.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.5704,B,,,
11159,134201589,200812,200937,29491241100059,91,A20,N,Y,0,1,2008,2,3,3,3,0,54905,0,315,-16,0,0,0,28565,55204,44856,10348,42709,22178,0,69971,0,38094,0,38094,0,74706,0.0,3865,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,24314,0,16291,2136,14144,2136,0.0,0,0,28580,74706,0,69971,444,0,0,0,0,600,0,0,156,444,78482,0,1,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,134201589200812,1342015892008,rtf08pf,8,-156,0,10021.0,THE FOUNDATION TO PROMOTE SELF TAUGHT ART INC,AUDREY B HECKLER,1365 YORK AVE APT 9A,NEW YORK,NY,10021-4042,0.0,3.0,2.0,200409.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.26506,B,,,
11251,134350414,200810,200941,29491276008249,91,T23,N,Y,0,1,2007,2,8,8,3,0,1455000,147,722424,-263046,0,-1928,76646,50000,1912597,984358,928239,818982,579668,579668,17063636,0,12797987,0,12797987,57341,17063636,0.0,1177118,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,720643,720643,934358,140975,768982,140975,140975.0,0,0,3611621,17063636,0,17006295,11593,0,0,10368,0,10000,0,8,8767,11593,23900882,0,579668,475131,0.0,0,1054799,793979,1013599,0,0,1807578,17063636,26917652,0,0,43981288,0,0,0,0,0,784745,744139,0,0,1528884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,134350414200810,1343504142008,rtf08pf,8,-8767,0,10012.0,PLANNING AND ART RESOURCES FOR COMMUNITIES INC,,29 BLEECKER ST,NEW YORK,NY,10012-2440,0.0,3.0,1.0,200708.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10,,36061.0,5600.0,PMSA,A02,A,A02,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.45795,A,,,
11366,136041343,200812,200949,29491332020089,91,,N,Y,0,1,2008,3,6,5,3,602,0,0,52427,-79240,0,0,25844,108907,-26813,138008,-164821,121829,39148,0,1776912,0,1133737,0,1133737,0,1531767,0.0,97787,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,52427,0,29101,13279,12922,13279,0.0,0,0,149875,1531767,0,1776912,783,0,0,2900,0,0,0,0,2117,783,1985532,97004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136041343200812,1360413432008,rtf08pf,8,-2117,0,10008.0,R BELKNAP TRUST WINTERTHUR MUSEUM & RESEARCH LIBRARY,DEUTSCHE BANK TRUST CO NY 230596,PO BOX 1297,NEW YORK,NY,10008-1297,0.0,3.0,1.0,197202.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1150,A,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.9609700000000001,B,,,
11413,136059836,200812,200930,29491192040089,91,,N,Y,0,1,2008,3,3,1,3,161,0,29,46,-9524,0,0,0,10000,-9449,10168,-19617,10168,75,0,40233,0,28312,0,28312,0,27957,0.0,2049,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,75,0,168,0,168,0,0.0,11921,0,0,27957,0,40233,2,0,0,0,0,0,0,0,0,2,41606,2047,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136059836200812,1360598362008,rtf08pf,8,2,0,10018.0,HISTORICAL RESEARCH FOUNDATION,SANFORD BECKER & CO PC,1430 BROADWAY STE 6TH FLR,NEW YORK,NY,10018-3308,0.0,3.0,2.0,196204.0,1.0,4.0,161.0,180.0,59.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1282,A,A128,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.09283999999999999,B,,,
11549,136078584,200812,200950,29491150029009,91,A120,N,Y,0,1,2008,3,6,4,3,602,0,0,133199,-49852,0,0,0,157308,83347,164384,-81037,158130,129945,0,3389358,0,0,0,0,0,2773623,1424.0,162153,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,133199,0,7076,3254,822,3254,0.0,0,0,3258281,2773623,0,3389358,2599,0,0,3000,0,0,0,0,401,2599,3292455,159554,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136078584200812,1360785842008,rtf08pf,8,-401,0,10286.0,ARCHER M HUNTINGTON CHARIT TRUST B,BANK OF NEW YORK,ONE WALL ST,NEW YORK,NY,10286-0001,0.0,3.0,1.0,197108.0,1.0,15.0,602.0,0.0,0.0,2.0,1.0,0.0,10.0,12,,36061.0,5600.0,PMSA,A12,A,A12,A,PC,S,ZB,A,A,IN,,1,AR,AR,AR,0.1978,A,,,
11738,136096069,200812,200934,29491213061089,91,,N,Y,0,1,2008,3,6,5,3,908,24545,0,64352,59657,0,82282,0,74200,230836,248089,-17253,142822,89365,76011,1957330,424018,892882,110948,1427848,0,2041990,0.0,100568,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,124009,146634,173889,34644,68622,34644,70623.0,529482,0,0,2041990,0,1957330,894,0,0,8528,0,0,0,0,0,894,2041990,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136096069200812,1360960692008,rtf08pf,8,-7634,7634,10036.0,DAUGHTERS OF THE CINCINNATI,,20 W 44TH ST,NEW YORK,NY,10036-6603,0.0,3.0,1.0,194308.0,1.0,4.0,908.0,40.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A80,A,A80,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.13012,C,,,
11970,136116536,200904,200944,29491290018249,91,,N,Y,0,1,2008,3,5,5,3,602,0,3913,18895,-56271,0,54059,0,39252,20596,60277,-39681,40902,21858,0,604202,25963,59520,52495,137978,0,1002716,0.0,50408,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,22808,0,21025,950,1650,950,0.0,0,0,250000,1002716,0,604202,437,0,0,360,0,0,0,0,0,437,1023507,43665,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,136116536200904,1361165362009,rtf08pf,9,77,0,10023.0,JACOB BLUESTEIN FOUNDATION,MARION GALISON,115 CENTRAL PARK W,NEW YORK,NY,10023-4153,0.0,3.0,1.0,195811.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,4,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.15964,A,,,
12011,136121080,200812,200912,29491066003069,91,A80,N,Y,0,1,2008,3,4,1,3,119,0,5283,0,0,0,441,0,0,5724,3710,2014,0,5724,0,196844,0,0,0,0,0,196844,0.0,9646,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5724,0,3710,0,0,0,0.0,35128,0,0,196844,0,196844,114,0,0,1130,0,0,0,0,0,114,195852,9532,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136121080200812,1361210802008,rtf08pf,8,-1016,1016,10016.0,NEWPORT FOLK FOUNDATION INC,BELDOCK LEVINE & HOFFMAN,99 PARK AVE,NEW YORK,NY,10016-1601,0.0,3.0,1.0,196406.0,1.0,4.0,119.0,59.0,927.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A24,A,A24,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.25071,B,,,
12103,136133259,200812,200923,29491136091219,91,,N,Y,0,1,2008,3,1,1,3,602,0,0,22,0,0,0,0,0,22,0,22,0,22,22,2217,0,0,0,0,0,2217,106.0,108,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,22,22,0,0,0,0,0.0,2217,0,0,0,0,2217,0,1,0,0,0,0,0,0,0,1,2207,106,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136133259200812,1361332592008,rtf08pf,8,1,0,10017.0,IRISH EMIGRANT SOCIETY OF NEW YORK,,5 E 42ND ST,NEW YORK,NY,10017-6904,0.0,3.0,1.0,194503.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A23,A,A23,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.46892,C,,,
12104,136133318,200812,200937,29491241198219,91,,N,Y,0,1,2008,3,3,1,3,999,0,0,1080,0,0,0,0,6000,1080,6100,-5020,6000,2771,980,30018,0,0,0,0,0,30018,0.0,1478,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2871,1080,100,100,100,100,100.0,0,0,0,30018,0,30018,28,0,0,0,0,0,0,0,0,28,30018,1450,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136133318200812,1361333182008,rtf08pf,8,28,0,10021.0,GEORGE BARRY MALLON MEMORIAL CORP,JOHN E DONNELLY,250 E 73RD ST APT 12G,NEW YORK,NY,10021-4310,0.0,3.0,1.0,193902.0,1.0,4.0,999.0,0.0,0.0,5.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A80,A,A80,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.72016,C,,,
12134,136139518,200812,200923,29491143067039,91,,N,Y,0,1,2008,3,8,7,3,40,2150,7553,601763,-1211080,0,1378661,205249,234610,779047,1247223,-468176,1067641,1814422,0,15866460,0,13975572,0,13975572,83492,17285729,334153.0,955734,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,0,0,1987720,0,1012613,173298,770781,173298,0.0,2582878,0,204668,17285729,0,15782968,18144,0,0,50601,0,0,0,0,32457,18144,19405776,937590,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136139518200812,1361395182008,rtf08pf,8,-32457,0,10003.0,KURT WEILL FOUNDATION FOR MUSIC,,7 EAST 20TH STREET 3RD FLR,NEW YORK,NY,10003-1106,0.0,3.0,1.0,196407.0,1.0,4.0,40.0,59.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.78165,A,,,
12188,136149781,200808,200909,29491038030159,91,A60Z,N,Y,0,1,2007,2,6,6,3,90,0,8786,179276,124160,0,0,0,160675,336465,223986,112479,214438,326917,212305,4932852,0,4302892,121239,4424131,0,4372846,0.0,227695,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,24243,0,336465,212305,63311,9548,53763,9548,0.0,32885,0,-22138,4372846,0,4932852,6538,0,0,6020,0,0,0,68,0,6538,4623257,0,1,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136149781200808,1361497812008,rtf08pf,8,586,0,10001.0,PERFORMING ARTS FOUNDATION INC,SPITZ & GREENSTEIN CPSS,494 8TH AVE STE 806,NEW YORK,NY,10001-2542,0.0,3.0,1.0,196411.0,1.0,3.0,90.0,0.0,0.0,1.0,1.0,0.0,1.0,8,,36061.0,5600.0,PMSA,A1260,A,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.27726,A,,,
12354,136161674,200812,200947,93491318003029,91,,N,Y,0,1,2008,3,6,4,3,60,408637,1427,0,0,8961,2415,50235,0,421440,428801,-7361,410583,1427,0,1045005,0,0,0,0,1254,1045005,0.0,12377,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,25094,1427,12803,428801,0,410583,0,17589.0,168714,0,0,1045005,0,1043751,29,0,0,0,0,0,0,0,0,29,251307,0,0,0,0.0,13848,13848,419377,344709,364674,353510,1482270,1044471,1053061,1050906,1070230,4218668,1044471,1053061,1050906,1070230,4218668,0,0,0,0,0,445107,381654,384003,465059,1675823,45107,41654,44003,165059,295823,1140,1437,1376,1117,5070,2008,136161674200812,1361616742008,rtf08pf,8,29,0,10025.0,NICHOLAS ROERICH MUSEUM,,319 W 107TH ST,NEW YORK,NY,10025-2715,0.0,3.0,1.0,199404.0,1.0,4.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A50,A,A50,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.7991,A,,,
12421,136164757,200903,200933,29491206022109,91,,N,Y,0,1,2008,3,6,6,3,602,240763,5373,57089,94395,0,499750,0,225000,897370,837878,59492,671700,136980,0,2334419,437743,984977,0,1422720,458918,2334419,0.0,114346,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,156857,0,612878,19877,265700,19877,0.0,134702,0,178235,2334419,0,1875501,1370,0,0,4809,0,0,0,0,3439,1370,2321739,112976,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,136164757200903,1361647572009,rtf08pf,9,-3439,0,10005.0,SOCIETY OF THE FRIENDLY SONS OF SAINT PATRICK IN THE CITY OF NEW Y,,80 WALL ST STE 712,NEW YORK,NY,10005-3663,0.0,3.0,1.0,194506.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,3,,36061.0,5600.0,PMSA,A80,A,A80,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.34133,C,,,
12461,136168827,200812,200923,29491136163149,91,A20,N,Y,0,1,2008,2,6,4,3,602,416267,6462,0,3880,0,8012,0,0,434621,58491,376130,31970,0,0,1915019,0,0,0,0,0,1974467,0.0,61021,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,14474,14474,58491,26521,31970,26521,26521.0,702146,0,0,1974467,0,1915019,0,0,0,92,0,0,0,0,92,0,1239001,0,0,0,5753.0,7863,13616,50170,57684,79350,40801,228005,1974467,1595122,1430167,471934,5471690,0,0,0,0,0,40681,33842,9691,10343,94557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136168827200812,1361688272008,rtf08pf,8,-92,0,10016.0,EDWARD ALBEE FOUNDATION INC,A KOZAK CO,192 LEXINGTON AVE RM 1100,NEW YORK,NY,10016-6823,0.0,3.0,1.0,196412.0,1.0,3.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A20,A,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.69529,B,,,
12831,136625578,200808,200928,93491182000019,91,,N,Y,0,1,2007,3,4,3,3,602,43583,0,6056,-667,0,0,0,48720,48972,50447,-1475,49617,5641,5641,135351,0,0,0,0,715,249939,0.0,6666,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6056,6056,1727,415,897,415,415.0,20763,0,114588,249939,0,134636,56,0,0,0,0,0,0,0,0,56,135351,6610,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136625578200808,1366255782008,rtf08pf,8,56,0,10036.0,AMERICAN SOCIETY OF JOURNALISTS AND AUTHORS CHARITABLE TRUST,,1501 BROADWAY STE 302,NEW YORK,NY,10036-5505,0.0,3.0,1.0,198810.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,8,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.07632,A,,,
12844,136734265,200812,200923,29491136394049,91,,N,Y,0,1,2008,3,4,2,3,602,0,0,20570,-7875,0,0,0,52058,12695,60451,-47756,53654,14450,0,451473,0,320144,104326,424470,0,331679,0.0,22152,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,20570,0,8393,6120,1596,6120,0.0,0,0,0,331679,0,451473,145,0,0,1100,0,0,0,0,0,145,449786,22007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136734265200812,1367342652008,rtf08pf,8,-955,955,10286.0,TRUST U/W CARL OTTO VONKIENBUSCH A/B/O PHILADELPHIA MUSEUM OF ART,BNY MELLON NA,ONE WALL ST TAX DEPT 28 FL,NEW YORK,NY,10286-0001,0.0,3.0,1.0,197806.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A50,A,A50,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.9071600000000001,A,,,
12872,136814491,200807,200904,29491010007089,91,,N,Y,0,1,2007,3,8,7,3,602,0,0,1122496,2049178,0,0,0,1688200,3171674,2170793,1000881,1958356,3028944,0,27074090,86968,19766682,1238080,21091730,0,36654293,0.0,1959200,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,3171674,0,482593,142730,270156,142730,0.0,0,0,0,36654293,0,27074090,60579,0,0,55000,0,0,0,0,0,60579,39780720,1898621,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136814491200807,1368144912008,rtf08pf,8,5579,0,10286.0,FRANCES & EDWIN CUMMINGS MEMORIAL 578956,THE BANK OF NEW YORK TAX DEPT,1 WALL STREET,NEW YORK,NY,10286-0001,0.0,3.0,1.0,198403.0,1.0,4.0,602.0,0.0,0.0,6.0,1.0,0.0,1.0,7,,36061.0,5600.0,PMSA,A80,A,A80,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.53057,C,,,
12958,136919198,200812,200949,29491332020059,91,,N,Y,0,1,2008,3,7,6,3,602,0,0,173898,-348526,0,0,49489,354126,-174628,409653,-584281,379121,148165,0,6839426,0,4555625,1643309,6198934,0,5274496,0.0,339957,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,173898,0,55527,25733,24995,25733,0.0,0,0,619520,5274496,0,6839426,2963,0,0,4800,0,0,0,0,1837,2963,6902683,336994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,136919198200812,1369191982008,rtf08pf,8,-1837,0,10008.0,D B MELVILLE TRUST FOR MUSUEMS STONYBROOK 2,DEUTSCHE BANK TRUST CO NY 235927,PO BOX 1297,NEW YORK,NY,10008-1297,0.0,3.0,1.0,198912.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,FBO MUSEUMS STONY BROOK 2,36061.0,5600.0,PMSA,A1154,A,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.9718399999999999,B,,,
13111,137045257,200812,200925,29491158061139,91,,N,Y,0,1,2008,3,6,6,3,602,3084828,0,46969,0,0,0,0,1306175,3131797,1312055,1819742,1311440,46969,0,3123897,0,0,0,0,0,3123897,0.0,94557,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,46969,0,5880,0,5265,0,0.0,558,0,0,3123897,0,3123897,939,0,0,600,0,600,0,0,261,939,1919941,93618,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,137045257200812,1370452572008,rtf08pf,8,-261,0,10169.0,MOSAIC FUND,SATTERLEE STEPHENS BURKE & BURKE,230 PARK AVE RM 1130,NEW YORK,NY,10169-1199,0.0,3.0,1.0,199502.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,SEITZ HOWARD G TTEE,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.45197,A,,,
13148,137061011,200806,200925,29491150344109,91,A50I,N,Y,0,1,2007,2,4,3,3,60,98525,0,0,0,0,0,0,0,98525,5928,92597,4924,0,0,425599,0,0,0,0,0,438882,0.0,424,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5928,130,4924,130,1104.0,13882,0,0,438882,0,425599,0,0,0,0,0,0,0,0,0,0,8500,0,1,0,0.0,0,1,3434,4545,4690,4850,17519,393025,372464,358408,350064,1473961,393025,372464,358408,350064,1473961,18763,11950,11669,10781,53163,8200,4300,5000,40745,58245,8200,4300,5000,40745,58245,0,0,0,0,0,2008,137061011200806,1370610112008,rtf08pf,8,0,0,10016.0,WEISS MEMORIAL FOUNDATION TR,EUGENE STOLER,440 PARK AVE S,NEW YORK,NY,10016-8012,0.0,3.0,1.0,199701.0,1.0,3.0,60.0,0.0,0.0,2.0,1.0,0.0,1.0,6,WEISS HERBERT TTEE,36061.0,5600.0,PMSA,A50,A,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8857799999999999,B,,,
13183,137082559,200812,200951,29491339123009,91,T30J,N,Y,0,1,2008,3,2,1,3,602,0,0,320,0,0,0,228,0,320,343,-23,297,274,0,20461,0,0,0,0,0,20461,0.0,1012,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,320,0,343,46,297,46,0.0,20456,0,0,20461,0,20461,5,0,0,3,0,0,0,0,0,5,20556,1007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,137082559200812,1370825592008,rtf08pf,8,2,0,10112.0,NEW YORK FINE ARTS SUPPORT TR,THE ROCKEFELLER TRUST COMPANY,30 ROCKEFELLER PLAZA RM 5600,NEW YORK,NY,10112-0015,0.0,3.0,1.0,199603.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1940,A,A194,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.95383,A,,,
