,FILER,EIN,styear,ASCD,INCCD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,SUBSECCD,POPCODE,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,v_errorCd,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
14446,990.0,133206933,1989,3,4,200,2500,13700,0,0,0,0,0,0,21331,21331,37531,23032,17672,0,0,3173,17672,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,N,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085.0,A01,A,10301.0,5602.0,5600.0,36085.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.96055,C,,Z99,C,,36085.0,198912,198912,1989,NY,10301.0,STATEN ISLAND,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,IN,,A68,A,711130.0
14458,990.0,133212090,1989,5,7,200,1485509,0,0,0,22496,0,0,0,22496,22496,1508005,1819685,-493865,150000,0,579717,380824,761902,874689,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.64205,,,Z99,C,,36061.0,198912,198912,1989,NY,10022.0,NEW YORK,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,ITTEE,PC,O,AR,A,IN,,A0368,A,813920.0
14469,,133214820,1989,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10011-6849,10011.0,36061.0,A40,A,,5602.0,5600.0,,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.43218999999999996,,,Z99,C,,,198912,198912,1989,NY,,NEW YORK,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,,3000.0,,,,0.0,,,,7802.0,,PC,O,AR,A,IN,,A40,A,710000.0
14494,,133222570,1987,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,NEW YORK SINGING TEACHERS ASSOC,NEW YORK,NY,10025-5213,10025.0,36061.0,A99,A,10025.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.34792,N,,A99,C,,36061.0,198712,198712,1987,NY,10025.0,NEW YORK,B03,A,12,200.0,0.0,0.0,250 E 63RD ST 305,3.0,0.0,1000.0,% CECILIE A VERDON,2.0,13.0,0.0,20.0,0.0,1.0,7003.0,,PC,O,AR,A,IN,,B03,B,813920.0
14621,990.0,133300462,1988,4,4,205,0,55044,0,0,4756,0,0,0,5746,5746,60790,74915,36953,0,0,98631,84395,47342,47443,-34983,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NEW YORK ARTISTS EQUITY ASSOC,NEW YORK,NY,10013-2213,10013.0,36061.0,A03,A,10013.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.88155,N,,A03,A,,36061.0,198812,198812,1988,NY,10013.0,NEW YORK,A0340,A,12,200.0,0.0,0.0,498 BROOME ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9201.0,,PC,O,AR,A,IN,,A0340,A,813920.0
14639,990.0,133321549,1989,9,9,0,1976677,0,71196565,64988780,3550231,0,0,0,74746796,9758016,76723473,2149346,92479466,0,0,79034718,94915960,1217587,2436494,92479466,0,0,0,0,0,0,0,0,0,0,3,1,9,N,AMER FRIENDS NAT GALLERY LONDON,NEW YORK,NY,10021-4335,10021.0,36061.0,A11,A,10021.0,5602.0,5600.0,36061.0,PC,S,ZA,A,A,IN,,1,AR,AR,AR,0.76423,N,,A11,A,5.0,36061.0,198912,198912,1989,NY,10021.0,NEW YORK,A1150,A,12,123.0,0.0,0.0,165 E 72ND ST 1B,3.0,0.0,1000.0,% SLOANE & HINSHAW,1.0,13.0,17.0,10.0,0.0,1.0,8602.0,C,PC,S,ZA,A,IN,,A1150,A,813219.0
14672,990.0,133346540,1988,4,4,0,1294,0,0,0,0,0,0,0,23708,23708,25002,25003,0,0,0,25867,38258,25867,38258,0,0,0,0,0,0,0,0,0,0,0,3,1,0,N,JEZEBEL PRODUCTIONS,NEW YORK,NY,10011-0001,10011.0,36061.0,A31,A,10011.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.8545,N,,A31,A,,36061.0,198812,198812,1988,NY,10011.0,NEW YORK,A31,A,12,122.0,995.0,0.0,PO BOX 1348,3.0,0.0,1000.0,,1.0,13.0,16.0,10.0,0.0,1.0,9112.0,,PC,O,AR,A,IN,,A31,A,512110.0
14675,,133347752,1989,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,STATUS LIBERTY SKATING INST AT GATEWAY,STATEN ISLAND,NY,10304-2921,10304.0,36085.0,A20,A,10304.0,5602.0,5600.0,36085.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.60607,,,Z99,C,,36085.0,198912,198912,1989,NY,10304.0,STATEN ISLAND,A03,A,12,328.0,0.0,0.0,53 ROCHELLE ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8812.0,,PC,O,AR,A,IN,,A03,A,813920.0
14745,990.0,133387786,1988,4,4,0,35655,0,0,0,1008,19357,0,0,7184,7184,42839,66423,10748,17000,0,39440,32927,3618,22179,0,0,0,0,0,0,0,0,0,0,0,3,1,8,N,NON TRADITIONAL CASTING PROJECT,NEW YORK,NY,10036-1525,10036.0,36061.0,A19,A,10036.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.71397,N,,A19,A,,36061.0,198812,198812,1988,NY,10036.0,NEW YORK,A1965,A,12,123.0,0.0,0.0,1560 BROADWAY 1600,3.0,199104.0,1000.0,% ROSENBERG NEUWIRTH & KUCHNER CPAS,1.0,13.0,16.0,10.0,0.0,1.0,8706.0,,PC,O,AR,A,IN,,A1965,A,813219.0
14802,990.0,133414554,1989,6,6,200,0,694750,0,0,50742,0,10024,9147,69913,59889,764663,571063,728167,97550,0,554826,740435,10235,12268,728167,0,0,0,0,0,0,0,0,0,0,6,1,0,N,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061.0,A30,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9646899999999999,,,Z99,C,,36061.0,198912,198912,1989,NY,10022.0,NEW YORK,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A30,A,510000.0
14824,,133420701,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,RESOURCES ARTISTS WITH DISABILITIES,NEW YORK,NY,10011-0000,10011.0,36061.0,A99,A,10011.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.8719600000000001,,,Z99,B,,36061.0,198912,198912,1989,NY,10011.0,NEW YORK,A0240,A,12,91.0,431.0,0.0,77 SEVENTH AVE PHG,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,1.0,9307.0,,PC,O,AR,A,IN,,A0240,A,541618.0
14827,,133422981,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,ROCKAWAY IRISH CULTURAL COMM,ROCKAWAY PARK,NY,11694-2515,11694.0,36081.0,A84,A,11694.0,5602.0,5600.0,36081.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.8112199999999999,N,,A84,C,,36081.0,198812,198812,1988,NY,11694.0,ROCKAWAY PARK,A23,A,12,602.0,64.0,90.0,108 03 ROCKAWAY BEACH DR,3.0,0.0,1200.0,,1.0,11.0,16.0,10.0,0.0,1.0,9405.0,,PC,O,AR,A,IN,,A23,A,710000.0
14842,990.0,133434093,1988,3,4,0,2000,5470,0,0,443,0,0,0,21924,21924,29394,30580,9676,0,0,21279,18887,10417,9211,0,0,0,0,0,0,0,0,0,0,0,3,1,8,N,DRAMA DESK,NEW YORK,NY,10023-7129,10023.0,36061.0,A65,A,10023.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.6630699999999999,N,,A65,B,,36061.0,198812,198812,1988,NY,10023.0,NEW YORK,A65,B,12,42.0,0.0,0.0,1 LINCOLN PLZ,3.0,,2000.0,% DAVID C ROSENZWEIG,,,16.0,,,,8804.0,,PC,O,AR,A,IN,,A65,A,711110.0
14911,,133451846,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,TIMES SQUARE PERFORMING ARTS FND ATION,BROOKLYN,NY,11238-1505,11238.0,36047.0,A99,A,11238.0,5602.0,5600.0,36047.0,U,O,AR,A,A,IN,,Q,AR,AR,AR,0.34159,,,Z99,C,,36047.0,198812,198812,1988,NY,11238.0,BROOKLYN,A60,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A60,A,711100.0
14923,990.0,133455677,1989,6,7,0,1066400,0,0,0,11521,0,0,0,11521,11521,1077921,619075,523150,0,0,65079,525075,775,1925,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,INDEPENDENT PRODUCTION FND,NEW YORK,NY,10036-4602,10036.0,36061.0,A31,A,10036.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.32935,N,,A31,A,,36061.0,198912,198912,1989,NY,10036.0,NEW YORK,A31,A,12,122.0,0.0,0.0,45 W 45TH ST,3.0,0.0,1000.0,ALVIN H PERLMUTTER,1.0,11.0,15.0,10.0,0.0,1.0,8805.0,,PC,O,AR,A,IN,,A31,A,512110.0
14938,,133459934,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,LE STUDIO THEATRE C,NEW YORK,NY,10019-5227,10019.0,36061.0,A6E,A,10019.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.7588199999999999,,,Z99,B,,36061.0,198712,198712,1987,NY,10019.0,NEW YORK,A6E,A,12,994.0,119.0,59.0,853 7TH AVE PH28,3.0,199604.0,1000.0,,1.0,13.0,15.0,20.0,0.0,1.0,9209.0,,PC,O,AR,A,IN,,A6E,A,611610.0
14974,990.0,133471757,1989,4,4,0,650,0,0,0,0,0,0,0,80502,80502,81152,59293,32910,0,0,11050,32910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,N,HIPS ROAD,NEW YORK,NY,10003-6450,10003.0,36061.0,A12,A,10003.0,5602.0,5600.0,36061.0,PC,S,ZB,A,A,IN,,1,AR,AR,AR,0.48322,N,,A60,C,,36061.0,198912,198912,1989,NY,10003.0,NEW YORK,A60,A,12,995.0,90.0,119.0,61 E 8TH ST STE 126,3.0,199612.0,2000.0,S NOLE CPA,1.0,13.0,16.0,10.0,0.0,1.0,9303.0,,PC,S,ZB,A,IN,,A60,A,711100.0
15025,990.0,133485772,1988,1,4,0,16332,0,0,0,0,0,0,0,47741,47741,64073,61924,2149,0,0,0,3349,0,1200,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,RANDY WARSHAW DANCE,NEW YORK,NY,10012-3808,10012.0,36061.0,A62,A,10012.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.31640999999999997,N,,A62,A,,36061.0,198812,198812,1988,NY,10012.0,NEW YORK,A62,A,12,90.0,0.0,0.0,115 WOOSTER ST,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,1.0,8904.0,,PC,O,AR,A,IN,,A62,A,711120.0
15026,,133486001,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,VILLAGE THEATRE COMPANY,NEW YORK,NY,10011-0000,10011.0,36061.0,A19,A,10011.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.7116399999999999,N,,A19,A,,36061.0,198812,198812,1988,NY,10011.0,NEW YORK,A1965,A,12,408.0,0.0,0.0,PO BOX 1301,3.0,,2000.0,,,,16.0,,,,9007.0,,PC,O,AR,A,IN,,A1965,A,813219.0
15037,990.0,133490112,1989,7,5,263,0,2180,0,0,113491,0,0,0,113492,113492,115672,114890,1177178,0,0,0,1177178,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NYC,NY,10011-6849,10011.0,36061.0,A40,A,10011.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.43727,,,Z99,C,,36061.0,198912,198912,1989,NY,10011.0,NYC,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,IN,,A40,A,710000.0
15065,990.0,133497179,1989,4,5,0,302137,0,0,0,870,0,0,0,870,870,303007,263222,-25165,0,0,1739,31635,3100,56800,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,AMER STUDIES FILM CTR,NEW YORK,NY,10011-3001,10011.0,36061.0,A31,A,10011.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.8273799999999999,N,,A31,B,,36061.0,198912,198912,1989,NY,10011.0,NEW YORK,A31,B,12,122.0,0.0,0.0,305 W 21ST ST,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,1.0,9005.0,,PC,O,AR,A,IN,,A31,A,512110.0
15079,,133503177,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,PLAM DANCERS,NEW YORK,NY,10272-0856,10272.0,36061.0,A62,A,10272.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.48302,N,,A62,A,,36061.0,198712,198712,1987,NY,10272.0,NEW YORK,A62,A,12,90.0,0.0,0.0,PO BOX 951,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9101.0,,PC,O,AR,A,IN,,A62,A,711120.0
15080,,133503252,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,CONSTRUCTION FINANCIAL MGT ASSOC,NEW YORK,NY,10017-6009,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.20271,,,Z99,C,,36061.0,198712,198712,1987,NY,10017.0,NEW YORK,U42,A,12,123.0,0.0,0.0,599 LEXINGTON AVE,9.0,0.0,2000.0,% STEPHEN J GEORGIAN,2.0,13.0,0.0,20.0,9139.0,5.0,8609.0,NEW YORK CITY CHAPTER,PC,O,AR,A,IN,,U42,U,541710.0
15113,,133514721,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,BEFORE YOUR EYES,BROOKLYN,NY,11215-4101,11215.0,36047.0,A60,A,11215.0,5602.0,5600.0,36047.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.772,N,,A60,B,,36047.0,198912,198912,1989,NY,11215.0,BROOKLYN,A60,B,12,90.0,0.0,0.0,409 9TH ST,3.0,0.0,1000.0,% JO ANDRES,1.0,11.0,15.0,20.0,0.0,1.0,8907.0,,PC,O,AR,A,IN,,A60,A,711100.0
15158,,133526068,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,HUMAN HEALING ARTS,NEW YORK,NY,10025-2948,10025.0,36061.0,A99,A,10025.0,5602.0,5600.0,36061.0,U,O,AR,A,A,IN,,Q,AR,AR,AR,0.99605,,,Z99,C,,36061.0,198912,198912,1989,NY,10025.0,NEW YORK,A61,C,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A99,A,710000.0
15168,990.0,133529111,1989,3,4,0,5064,7160,0,0,832,0,0,0,27488,27488,39712,23048,21077,0,0,19069,24501,1961,3424,0,0,0,0,0,0,0,0,0,0,0,3,1,0,N,SWEDISH WOMENS EDUCATIONAL ASSOC,NEW YORK,NY,10016-3243,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.7781,N,,A23,B,,36061.0,198912,198912,1989,NY,10016.0,NEW YORK,A23,B,12,119.0,123.0,0.0,PO BOX 2289,9.0,0.0,1200.0,% KERSTIN JOHANSSON-PALMA,1.0,13.0,16.0,10.0,4055.0,5.0,7912.0,NEW YORK,PC,O,AR,A,IN,,A23,A,710000.0
15190,,133537698,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,ISADORA DUNCAN INTL INST,NEW YORK,NY,10021-8527,10021.0,36061.0,A60,A,10021.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.44711000000000006,N,,A60,C,,36061.0,198912,198912,1989,NY,10021.0,NEW YORK,A60,B,12,90.0,0.0,0.0,150 E 61ST ST STE 11C,3.0,0.0,1000.0,% STEVEN A ORENSTEIN,1.0,13.0,15.0,20.0,0.0,1.0,9104.0,I D I I,PC,O,AR,A,IN,,A60,A,711100.0
15215,990.0,133547386,1989,4,4,0,50458,0,0,0,0,0,0,0,0,0,50458,56583,-6125,0,0,0,44579,0,50704,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,TROLLOPE SOC,NEW YORK,NY,10017-1920,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.98214,N,,A70,A,,36061.0,198912,198912,1989,NY,10017.0,NEW YORK,A70,A,12,92.0,0.0,0.0,17 E 47TH ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9404.0,,PC,O,AR,A,IN,,A70,A,710000.0
15244,,133563427,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,THEATRE EDGE,NEW YORK,NY,10031-1121,10031.0,36061.0,A65,A,10031.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.978,,,Z99,C,,36061.0,198912,198912,1989,NY,10031.0,NEW YORK,A65,B,12,88.0,994.0,0.0,449 W 153RD ST 33,3.0,0.0,2000.0,% ARLENE KING ROBINSON,1.0,13.0,15.0,20.0,0.0,1.0,9102.0,,PC,O,AR,A,IN,,A65,A,711110.0
15263,990.0,133579998,1989,4,5,0,135000,0,0,0,4145,0,0,0,5841,5841,140841,83263,69887,0,0,12308,69887,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,N,VIDEO INFORMATION NETWORK,NEW YORK,NY,10024-3406,10024.0,36061.0,A31,A,10024.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.36159,N,,A31,B,,36061.0,198912,198912,1989,NY,10024.0,NEW YORK,A31,B,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A31,A,512110.0
15506,990.0,135546742,1989,5,5,92,14500,117980,0,0,7066,0,0,0,118344,118344,250824,146241,111322,0,0,87916,111908,800,586,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.73085,,,Z99,C,,36061.0,198912,198912,1989,NY,10017.0,NEW YORK,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
15598,990.0,135582856,1989,6,7,920,815722,37818,0,0,0,0,0,0,666467,666467,1520007,1639949,306832,0,0,643584,535497,216810,228665,0,0,0,0,0,0,0,0,0,0,0,6,1,0,Y,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.8825700000000001,,,Z99,C,,36061.0,199006,199006,1990,NY,10001.0,NEW YORK,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
15658,990.0,135614237,1989,4,4,65,595,18007,0,0,3130,0,0,0,18570,18570,37172,26302,26632,0,0,29432,26632,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061.0,A01,A,10003.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9432200000000001,,,Z99,C,,36061.0,198912,198912,1989,NY,10003.0,NEW YORK,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,IN,,N80,N,711211.0
15690,990.0,135626389,1989,3,5,900,26519,0,0,0,1925,0,0,0,142773,142773,169292,195398,21852,5000,0,50767,21877,2809,25,0,0,0,0,0,0,0,0,0,0,0,8,1,7,N,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061.0,A23,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.3465,N,,A23,A,,36061.0,199005,199005,1990,NY,10022.0,NEW YORK,A23,A,5,900.0,30.0,211.0,123 E 55TH ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,IN,,A23,A,710000.0
15707,990.0,135636174,1988,7,7,265,0,0,855674,848388,228405,0,0,0,2278124,1429736,2278124,1011315,3748303,0,0,3380151,3859192,50269,110889,0,0,0,0,0,0,0,0,0,0,0,9,1,0,N,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061.0,A40,A,10003.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.41183000000000003,,,Z99,C,,36061.0,198909,198909,1989,NY,10003.0,NEW YORK,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,FARE FUND,PC,O,AR,A,IN,,A40,A,710000.0
15733,990.0,135651681,1989,4,4,120,0,37725,0,0,0,0,0,0,1390,1390,39115,40961,48301,0,0,51347,49501,1200,1200,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061.0,A33,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9970600000000001,,,Z99,C,,36061.0,198912,198912,1989,NY,10017.0,NEW YORK,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,IN,,A01,A,813319.0
15757,990.0,135658426,1989,6,7,200,0,710569,0,0,63426,0,0,0,846931,846931,1557500,1447653,548997,85000,0,834470,943381,425320,394384,548997,0,0,0,0,0,0,0,0,0,0,6,1,0,Y,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061.0,A20,A,10018.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.03988,N,,A20,A,,36061.0,198912,198912,1989,NY,10018.0,NEW YORK,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,IN,,A20,A,710000.0
15948,,136096368,1989,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061.0,A32,A,10016.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.49726000000000004,,,Z99,C,,36061.0,198912,198912,1989,NY,10016.0,NEW YORK,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,CITY CHAPT,PC,O,AR,A,IN,,A32,A,513120.0
15962,,136103902,1987,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PAINTING & DECORATING CONTRACTORS AMERICA IN NEW YORK CITY,NEW YORK,NY,10017-5405,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9376399999999999,,,Z99,C,,36061.0,198712,198712,1987,NY,10017.0,NEW YORK,A40,A,12,920.0,59.0,566.0,50 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,5410.0,W YORK CITY INC,PC,O,AR,A,IN,,A40,A,710000.0
