,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TOTREV,V1SECURN,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_EOY,VBS_BOY,VASSTLIA,VLIABEOY,VLIABBOY,VGCONT,VGPROGREV,VGDUES,VGINVINC,VGRENTEXP,VGNETRENT,VGSECUR,VGSALESEXP,VGSALESECN,VGSALEOTHG,VGSALEOTHE,VGSALEOTHN,VGSPEVTG,VGDIREXP,VGFUNDINC,VGINVENTG,VGGOODS,VGGRPROF,VGOTHINC,VGTOTREV2,VGSOLICIT,VGEXPS,VGNETINC,VGOTHCHGS,VGFUNDBAL,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGASS_BOY,VGBOND_BOY,VGMRTG_BOY,VGLIAB_BOY,VGRETE_BOY,VGNETA_BOY,VGASS_EOY,VGBOND_EOY,VGMRTG_EOY,VGLIAB_EOY,VGRETEARN,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,vIncExp,VBS,VOK,STYEAR,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
10160,1,6,1.0,133568008,200212,2002,200338.0,29409235041143,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,119,0,1025,0,0,37700,0,0,0,43083,43083,44108,30589,60170,0,0,53475,60170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6824,0,-2039,0,0,N,0,0,0,0,37700,0,0,0,0,4785,0,37284,6695,0,0,0,0,0,0,0,0,53475,0,0,0,0,0,0,0,0,0,0,0,10021.0,PRIVATE ART DEALERS ASSOCIATION INC,KANTROWITZ & GOLDHAMER PC,PO BOX 872,NEW YORK,NY,10021-0002,0.0,3.0,1.0,199108.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,119.0,229.0,0.0,36686,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6695,0,6824,37284,37284,6097,6695,1,1,0,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5989800000000001,,Z99,B,,36061.0,NY,10021.0,NEW YORK,1335680082002,A03,A,core2002co_ver1,PC,O,AR,A,IN,,A03,A,813920.0,9
10267,1,6,1.0,133667013,200306,2003,200346.0,29409291041443,,N,Y,0.0,1.0,2002.0,1.0,2.0,3.0,120,0,29804,0,0,214,0,0,0,10814,10814,40618,31490,10693,0,0,18715,12781,1856,2088,0,0,0,0,0,0,0,0,0,0,0,0,15294,0,-4694,0,0,N,0,0,0,0,214,0,0,0,0,10600,0,25324,-6166,0,0,0,0,0,0,0,0,16859,0,0,0,0,0,0,0,0,0,0,0,10012.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,SIDESHOW MEDIA,588 BROADWAY,NEW YORK,NY,10012-3229,0.0,3.0,1.0,199207.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,120.0,200.0,0.0,25324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-6166,0,15294,25324,25324,-6166,-6166,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5150899999999999,,Z99,C,,36061.0,NY,10012.0,NEW YORK,1336670132003,A33,C,core2002co_ver1,PC,O,AR,A,IN,,A33,A,511100.0,9
10313,1,6,1.0,133718893,200212,2002,200319.0,29490102129323,,N,Y,0.0,1.0,2002.0,1.0,2.0,3.0,200,0,45842,0,0,1410,0,0,0,10167,10167,56009,59079,18502,0,0,21572,18502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8757,0,0,0,N,0,1410,0,0,0,0,0,0,0,0,0,56009,-3070,0,0,0,0,0,0,0,0,21572,0,0,0,0,0,0,0,0,0,0,0,10023.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,CURTIS ASSOCIATES INC,PO BOX 237201,NEW YORK,NY,10023-0033,0.0,3.0,1.0,199407.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,92.0,0.0,56009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-3070,0,0,56009,56009,-3070,-3070,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.00064,,Z99,C,,36061.0,NY,10023.0,NEW YORK,1337188932002,A70,A,core2002co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
10322,1,6,1.0,133733011,200212,2002,200325.0,29490151045273,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,123,0,71150,0,0,138,0,0,0,20913,20913,92063,88888,29940,0,0,26765,29940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20775,0,0,0,N,138,0,0,0,0,0,0,0,0,0,0,92063,3175,0,0,0,0,0,0,0,0,26765,0,0,0,0,0,0,0,0,0,0,0,10176.0,CONTINGENCY PLANNING EXCHANGE INC,,551 5TH AVE STE 3025,NEW YORK,NY,10176-3099,0.0,3.0,2.0,199710.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,0.0,0.0,92063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3175,0,0,92063,92063,3175,3175,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.70841,,Z99,C,,36061.0,NY,10176.0,NEW YORK,1337330112002,S02,B,core2002co_ver1,PC,O,AR,A,IN,,S02,S,541618.0,90
10377,1,6,1.0,133783521,200212,2002,200335.0,29490221136283,,N,Y,0.0,1.0,2002.0,1.0,4.0,6.0,200,0,297124,0,0,501,0,0,0,1053133,1053133,1350257,1293375,-105890,231658,0,422608,333946,382172,439836,-105890,0,0,0,0,0,0,0,0,0,0,0,223416,549202,82033,197981,0,Y,501,0,0,0,0,0,0,0,0,305449,0,1126841,-166534,20208,246948,34446,0,0,0,235000,40436,40436,0,0,0,0,0,0,0,0,0,0,0,10004.0,NEW YORK NEW MEDIA ASSOCIATION INC,KAREN PAGE,55 BROAD ST,NEW YORK,NY,10004-2501,0.0,3.0,1.0,199605.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,1126841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,-146326,0,223416,1126841,1147049,-166534,-166534,0,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.07532,,Z99,C,,36061.0,NY,10004.0,NEW YORK,1337835212002,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
10521,1,7,1.0,133918457,200212,2002,200342.0,29490270068343,N50,N,Y,0.0,1.0,2002.0,1.0,1.0,4.0,0,0,39793,0,0,0,0,0,0,61443,61443,101236,128201,5901,7100,0,32866,5901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61443,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,101236,-26965,0,0,0,0,0,0,0,0,32866,0,0,0,0,0,0,0,0,0,0,0,10014.0,NEW YORK ADVERTISING & COMMUNICATIONS NETWORK,OUT PROFESSIONALS,332 BLEECKER ST PMB 16,NEW YORK,NY,10014-2980,0.0,3.0,1.0,200009.0,2.0,0.0,1.0,13.0,0.0,10.0,12,NYACN,0.0,0.0,0.0,101236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-26965,0,0,101236,101236,-26965,-26965,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5505,N,A30,C,,36061.0,NY,10014.0,NEW YORK,1339184572002,A30,A,core2002co_ver1,PC,O,AR,A,IN,,N50,N,713990.0,90
10598,1,6,1.0,134003017,200212,2002,200328.0,29490172180423,A33,N,Y,0.0,1.0,2002.0,1.0,1.0,4.0,0,123744,0,0,0,0,0,0,0,0,0,123744,121106,610,15000,0,2271,3101,4299,2491,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,123744,2638,0,53562,7172,0,0,0,0,-2028,-2028,0,0,0,0,0,0,0,0,0,0,0,10028.0,GERMAN BOOK OFFICE-NEW YORK INC,,1014 FIFTH AVE 4TH FLR,NEW YORK,NY,10028-0104,0.0,3.0,2.0,199910.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,0.0,0.0,0.0,123744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2638,0,0,123744,123744,2638,2638,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6694,C,A33,C,,36061.0,NY,10028.0,NEW YORK,1340030172002,A33,B,core2002co_ver1,PC,O,AR,A,IN,,A33,A,511100.0,90
10789,1,4,1.0,134190455,200208,2002,200333.0,29490200229083,A20,N,Y,0.0,1.0,2001.0,1.0,2.0,3.0,0,0,4,0,0,0,0,0,0,47173,47173,47177,5299,577,0,0,0,10577,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,41301,0,5872,0,0,N,0,0,0,0,0,0,0,0,0,47173,0,5876,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,SIKH ORGANIZATION OF NY INC,TEJINDER S BINDRA,1407 BROADWAY RM 1112,NEW YORK,NY,10018-5111,0.0,3.0,3.0,200305.0,2.0,0.0,1.0,13.0,0.0,10.0,8,,0.0,0.0,0.0,5876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,577,0,41301,5876,5876,577,577,1,1,1,1,1,2001,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.06536,C,A20,C,,36061.0,NY,10018.0,NEW YORK,1341904552002,A20,B,core2002co_ver1,PC,O,AR,A,IN,,A20,A,710000.0,90
10936,1,6,1.0,135546742,200212,2002,200338.0,29490235260443,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,92,3400,210807,0,0,5755,0,0,0,250725,250725,464932,247007,319217,0,0,300170,319740,2889,523,0,0,0,0,0,0,0,0,0,0,0,0,195989,0,10882,38099,0,N,5755,0,0,0,0,0,0,0,0,206871,0,268943,21936,0,73199,7742,0,0,0,0,0,297281,0,0,0,0,0,0,0,0,0,0,0,10017.0,MYSTERY WRITERS OF AMERICA INC,,17 E 47T ST LTH FLR,NEW YORK,NY,10017-1920,0.0,3.0,3.0,0.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,92.0,120.0,123.0,268943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,21936,0,195989,268943,268943,21936,21936,1,1,1,1,1,2002,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.7836,,Z99,C,,36061.0,NY,10017.0,NEW YORK,1355467422002,A0370,A,core2002co_ver1,PC,O,AR,A,IN,,A0370,A,813920.0,90
11038,1,6,1.0,135614237,200212,2002,200334.0,29490221011073,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,65,725,20310,0,0,496,0,0,0,11762,11762,32797,28910,28552,0,0,29382,28551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10239,0,1027,0,N,0,496,0,0,0,0,0,0,0,0,0,32797,3887,-4717,0,0,0,0,0,0,0,29382,0,0,0,0,0,0,0,0,0,0,0,10003.0,AMERICAN ARTIST PROFESSIONAL LEAGUE INC,SALMAGUNDI CLUB,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,1.0,2.0,195503.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,65.0,207.0,119.0,32797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,2,1,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-831,0,0,32797,28079,3887,3887,0,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.80166,,Z99,C,,36061.0,NY,10003.0,NEW YORK,1356142372002,N80,A,core2002co_ver1,PC,O,AR,A,IN,,N80,N,711211.0,90
11079,1,6,1.0,135651681,200212,2002,200338.0,29409242096123,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,120,0,27462,0,0,0,0,0,0,37010,37010,64472,53574,27508,0,0,16610,27508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37010,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,64472,10898,0,0,0,0,0,0,0,0,16610,0,0,0,0,0,0,0,0,0,0,0,10017.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,,355 LEXINGTON AVE 17TH FL,NEW YORK,NY,10017-6672,0.0,1.0,2.0,195909.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,120.0,328.0,279.0,64472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10898,0,0,64472,64472,10898,10898,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.61454,,Z99,C,,36061.0,NY,10017.0,NEW YORK,1356516812002,A01,C,core2002co_ver1,PC,O,AR,A,IN,,A01,A,813319.0,9
11093,1,6,1.0,135658426,200212,2002,200318.0,29490095153393,A24Z,N,Y,0.0,1.0,2002.0,1.0,5.0,6.0,200,0,300082,0,0,10631,0,0,0,749996,749996,1050078,1064232,730054,121745,0,876498,777769,132297,47715,0,0,0,0,0,0,0,0,0,0,0,0,0,739365,0,0,0,N,10631,0,0,0,0,0,0,0,0,0,0,1050078,-14154,0,156566,19479,0,0,0,0,0,744201,0,0,0,0,0,0,0,0,0,0,0,10018.0,HOME SEWING ASSOCIATION INC,,1350 BROADWAY STE 1601,NEW YORK,NY,10018-0910,0.0,3.0,2.0,197811.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,1050078,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,2,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-14147,0,0,1050078,1050085,-14154,-14154,0,0,1,0,0,2002,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18261,N,A20,A,,36061.0,NY,10018.0,NEW YORK,1356584262002,A20,A,core2002co_ver1,PC,O,AR,A,IN,,A20,A,710000.0,90
11296,1,6,1.0,136149730,200210,2002,200342.0,29490270068323,,N,Y,0.0,1.0,2001.0,1.0,6.0,5.0,119,0,205500,0,0,10073,0,0,0,530318,530318,735818,577300,1276874,0,0,1468356,1626874,350000,350000,140985,0,0,0,0,0,0,0,0,0,0,0,0,520245,0,0,0,N,10073,0,0,0,0,0,0,0,0,0,0,735818,158518,0,274280,32914,0,0,0,0,-17533,1118356,0,0,0,0,0,0,0,0,0,0,0,10022.0,ART DEALERS ASSOCIATION OF AMERICA INC,,575 MADISON AVE,NEW YORK,NY,10022-2511,0.0,3.0,2.0,196307.0,2.0,0.0,1.0,13.0,0.0,10.0,10,,119.0,0.0,0.0,735818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,158518,0,0,735818,735818,158518,158518,1,1,1,0,0,2001,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.27825,,Z99,B,,36061.0,NY,10022.0,NEW YORK,1361497302002,A03,A,core2002co_ver1,PC,O,AR,A,IN,,A03,A,813920.0,90
12244,1,4,1.0,141801528,200212,2002,200330.0,29490186004123,,N,Y,0.0,1.0,2002.0,1.0,1.0,3.0,123,47035,0,0,0,0,0,0,0,0,0,47035,42971,5584,0,0,1520,5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,47035,4064,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,10115.0,PEACE ACTION OF NEW YORK STATE INC,CAROL HUSTEN,475 RIVERSIDE DR 549,NEW YORK,NY,10115-0599,3213.0,9.0,3.0,198604.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,481.0,520.0,47035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4064,0,0,47035,47035,4064,4064,1,1,1,1,1,2002,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.46848999999999996,,Z99,C,,36061.0,NY,10115.0,NEW YORK,1418015282002,Q41,C,core2002co_ver1,PC,O,AR,A,IN,,Q41,Q,813319.0,90
16777,1,4,1.0,222805952,200212,2002,200350.0,29490326156183,,N,Y,0.0,1.0,2002.0,1.0,1.0,6.0,119,23000,0,0,0,0,5332,0,0,995750,73861,1018750,313085,-3013,147000,0,755624,5191,542413,8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,995750,921889,73861,0,0,96861,-216224,0,2200,7708,0,0,419301,0,0,213211,0,0,0,0,0,0,0,0,0,0,0,10016.0,JAPANESE HERITAGE FOUNDATION INC,,244 MADISON AVE,NEW YORK,NY,10016-2817,0.0,3.0,3.0,199001.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,96861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,-216224,73861,921889,96861,96861,-216224,-216224,1,0,1,1,1,2002,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.2365,,Z99,B,,36061.0,NY,10016.0,NEW YORK,2228059522002,A23,A,core2002co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
17180,1,6,1.0,223075802,200212,2002,200332.0,29490200053063,,N,Y,0.0,1.0,2002.0,1.0,4.0,5.0,123,0,113100,0,0,66,0,0,0,750919,750919,864019,746325,106071,0,0,297203,231746,308826,125675,0,0,0,0,0,0,0,0,0,0,0,0,0,744654,0,6199,0,N,66,0,0,0,0,0,0,0,0,0,0,864019,117694,0,0,0,0,0,0,0,0,-11623,0,0,0,0,0,0,0,0,0,0,0,10001.0,7 X 24 EXCHANGE INC,,322 EIGHTH AVE STE 1400,NEW YORK,NY,10001-8001,0.0,3.0,2.0,199201.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,123.0,200.0,0.0,864019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,117694,0,0,864019,864019,117694,117694,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.97606,,Z99,C,,36061.0,NY,10001.0,NEW YORK,2230758022002,A70,C,core2002co_ver1,PC,O,AR,A,IN,,A70,A,710000.0,90
25720,1,6,1.0,237164969,200306,2003,200350.0,29490319172393,,N,Y,0.0,1.0,2002.0,1.0,4.0,5.0,920,44500,586575,0,0,8975,0,0,0,118174,118174,749249,775458,377652,128325,0,430563,411226,35767,33574,377652,0,0,0,0,0,0,0,0,0,0,0,0,92480,0,16719,0,N,8975,0,0,0,0,0,0,0,0,0,0,749249,-26209,9065,174168,20406,0,0,0,0,394796,394796,0,0,0,0,0,0,0,0,0,0,0,10021.0,ASSOCIATION OF ART MUSEUM DIRECTORS,,41 E 65TH ST,NEW YORK,NY,10021-6508,0.0,3.0,2.0,197203.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,920.0,59.0,119.0,749249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,-17144,0,0,749249,758314,-26209,-26209,0,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.29874,,Z99,C,,36061.0,NY,10021.0,NEW YORK,2371649692003,A50,A,core2002co_ver1,PC,O,AR,A,IN,,A0351,A,813920.0,90
