,EIN,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ASS_CODE,BLOCK,CENSUSTRACT,CITY,CLASSCD,CONTACT,DEDUCTCD,EOSTATUS,FIPS,FISYR,FNDNCD,FRCD,INC_CODE,LATITUDE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LONGITUDE,MAJGRPB,MANUALLY_FIXED,MSA_NECH,NAICS,NAME,NCCSKEY,NCCSKEY2,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEEFINAL1,NTEEIRS,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,ORGCD,OUTNCCS,OUTREAS,P10MIR,P10TASST,P11DISTR,P13UNDST,P14A4942,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14B4942,P14C4942,P14D4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14T4942,P14TASVL,P14TENDW,P14TGINV,P14TNADJ,P14TPSUP,P14TQDIS,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P1ADMEXP,P1CHAEXP,P1CONTPD,P1DIVID,P1EXCREV,P1GINVPF,P1GOODS,P1GRENTS,P1INTREV,P1INVEXP,P1INVRV,P1NADINC,P1NADJRV,P1NETINV,P1NGASTS,P1OFCOMP,P1OTHINC,P1TADJEX,P1TCONT,P1TEXMEX,P1TINVEX,P1TOTEXP,P1TOTREV,P2CASHBV,P2CRPBND,P2CRPSTK,P2EYASST,P2EYOTIN,P2GVTINV,P2MORTG,P2MTGNTS,P2TASFMV,P2TINVSC,P2TLIABL,P2TOTAST,P3EYTFND,P6DOMORG,P6ESTTX,P6EXMPF,P6TEXCTX,P6TX4940,P6TX511,P6TXCRDT,P6TXINV,P6TXPNLT,P6TXRFD,P6TXSUBA,P6TXWERR,P6TXWTH,P7BUSINT,P7DISBOR,P7DISPAY,P7DISSAL,P7DISSER,P7DISTRA,P7ELECT,P7INDGRT,P7JEOINV,P7LIQUID,P7ORGGRT,P7OTHPUR,P7PAYGVT,P7POFCLM,P7POLIT,P7PROPAG,P7UNDINC,PMSA,RANDNUM,RECCODE,RULEDATE,SEC_NAME,SOURCE,STATE,STYEAR,SUBSECCD,TAXPER,TFLD,VALIDATION_STATE,ZIP,ZIP5
11267,203093846,12,0.0,0.0,0.0,885 3RD AVE FL 33,3.0,1.0,360610098001000.0,36061009800.0,NEW YORK,20.0,ROCKEFELLER CENTER,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7579,PF,S,ZB,A,-73.9692,A,,5602.0,813219.0,FUNDACION CORP GROUP CENTRO CULTURAL,203093846201412,2030938462014,A,A12,,A12,A,T50,BEST,AR,AR,AR,1.0,IN,,7.0,140.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38998,38998.0,0,0,-38998,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,38998.0,0.0,38998,1,90.0,0,0,90.0,0.0,0,0.0,0.0,90,0,927886.0,90,-927796.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.09141812280387596,N,200605.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10022-5094,10022.0
11318,203156955,12,0.0,0.0,0.0,1375 BROADWAY,3.0,6.0,360610109001001.0,36061010900.0,NEW YORK,10.0,ANCHIN BLOCK & ANCHIN LLP,1.0,1,36061.0,2014,4.0,1.0,6.0,40.7523,PF,S,ZB,A,-73.9875,A,,5602.0,813219.0,VIVIAN G PRINS FOUNDATION,203156955201412,2031569552014,A,A12,,A12,A,A12,IRS,AR,AR,AR,2.0,IN,,157935.0,3206797.0,154294.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42790,11424.0,933000,98929,-580350,0,0.0,0,0,31366.0,395440.0,0.0,0.0,364074.0,296511,11765.0,0,0.0,0,944424.0,31366.0,975790,395440,0.0,671320,1509262,2646816.0,0.0,0,0.0,0.0,2646816,2180582,0.0,2197602,2197602.0,Y,1207,N,3641,3641.0,0.0,0.0,0,0,0,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.5820970853103316,N,200601.0,,15eofinextract990pf.dat,NY,2014,3,201412,2434,0.0,10018-7001,10018.0
11381,203245678,12,0.0,0.0,0.0,250 W 57TH ST STE 2203,3.0,1.0,360610137003000.0,36061013700.0,NEW YORK,12.0,JL ROSENHOUSE CPA PC,1.0,1,36061.0,2014,4.0,1.0,3.0,40.766428999999995,PF,S,AR,A,-73.98272800000001,A,,5602.0,710000.0,INGE MORATH FOUNDATION,203245678201412,2032456782014,A,A20,,A20,A,A20,IRS,AR,AR,AR,2.0,IN,,268.0,5448.0,268.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211174,0.0,960,0,3194,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,100800.0,35828,0.0,179500,960.0,0.0,212134,215328,7045.0,0,0,7045.0,0.0,0,0.0,0.0,7045,0,0.0,7045,7045.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.024200249858378986,N,200606.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10107-2204,10107.0
11674,203562379,9,,,,1633 BROADWAY FL 7,,,360610131001005.0,36061013100.0,NEW YORK,10.0,,,1,36061.0,2014,4.0,,,40.761528999999996,PF,S,AR,A,-73.984082,A,,5602.0,711130.0,WARNER MUSIC GROUP CHARITABLE FOUNDATION,203562379201409,2035623792014,A,A68,,A68,A,M20,BEST,AR,AR,AR,,IN,,36.0,738.0,36.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,3626.0,0,0,-20,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,3606,3626.0,0.0,3626,3606,728.0,0,0,728.0,0.0,0,0.0,0.0,728,0,1.0,728,728.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.6903956837792296,N,200510.0,,15eofinextract990pf.dat,NY,2013,3,201409,0,0.0,,10019.0
12657,204144184,12,0.0,0.0,0.0,675 THIRD A,3.0,6.0,360610092001016.0,36061009200.0,NEW YORK,20.0,PRAGER METIS CPAS LLC,1.0,1,36061.0,2014,3.0,1.0,2.0,40.7514,PF,O,AR,A,-73.9742,A,,5602.0,712110.0,KALLIR FAMILY FOUNDATION,204144184201412,2041441842014,A,A51,,A51,A,A51,IRS,AR,AR,AR,1.0,IN,,150035.0,3046390.0,0.0,0.0,2936400,3042796,2751681,2764499,2563638,2636400,2636400,2500000,100023,90395,0,0,0,0,0,0,1957,1412,0,0,0,0,0,0,4217,10359,4332,16969,10709200,11122614,190418,0,3369,0,35877,0,0,0,0,0,8218,4217.0,0,1938,144264,0,0.0,0,19,1.0,2482.0,1957.0,1957.0,2481.0,525,0.0,0,0.0,150000,4217.0,1.0,8218,152482,33094.0,0,0,3042796.0,73302.0,0,0.0,0.0,3042796,0,0.0,3042796,3042796.0,N,0,N,50,50.0,0.0,50.0,100,0,50,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.2704009940548503,Y,200605.0,,15eofinextract990pf.dat,NY,2014,3,201412,-50,0.0,10017-5704,10017.0
12970,204711374,12,0.0,0.0,0.0,529 5TH AVE RM 901,3.0,7.0,360610094001010.0,36061009400.0,NEW YORK,20.0,L H FRISHKOFF & COMPANY LLP,1.0,1,36061.0,2014,3.0,1.0,2.0,40.754782,PF,O,AR,A,-73.979936,A,,5602.0,611610.0,THE ARSHILE GORKY FOUNDATION,204711374201412,2047113742014,A,A25,,A25,A,A25,IRS,AR,AR,AR,1.0,IN,,10629.0,215817.0,0.0,0.0,0,1,0,0,0,0,0,0,7086,6263,4538,7761,0,0,0,0,1884,2904,4197,11642,0,0,0,0,142850,101978,121310,110420,0,1,25648,0,20627,0,476558,0,0,0,0,0,144150,142850.0,0,0,-153184,0,0.0,0,22,490.0,22.0,1884.0,2694.0,0.0,-11750,41250.0,2694,810.0,0,142850.0,490.0,144150,-9034,151234.0,0,0,5903064.0,0.0,0,0.0,0.0,5903064,0,340.0,6610064,6609724.0,Y,7,N,0,0.0,0.0,7.0,0,0,7,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.2333999510197813,Y,200607.0,,15eofinextract990pf.dat,NY,2014,3,201412,-7,0.0,10017-4608,10017.0
13328,205117734,12,0.0,0.0,0.0,CO ELYSIUM MGT 445 PARK AVE NO 1401,3.0,4.0,,36061009200.0,NEW YORK,20.0,LEON D BLACK,1.0,1,36061.0,2014,3.0,1.0,5.0,40.754055,PF,O,AR,A,-73.97627800000001,A,,5602.0,511100.0,LDB FOUNDATION,205117734201412,2051177342014,A,A33,,A33,A,A33,IRS,AR,AR,AR,1.0,IN,,9338.0,189610.0,0.0,0.0,0,1,0,0,0,0,0,0,6225,6796,5335,6123,0,0,0,0,1,0,0,0,0,0,0,0,758466,893473,764196,956126,0,1,24479,0,1,0,3372261,0,0,0,0,0,768794,758466.0,0,0,31252,0,0.0,0,46,0.0,46.0,0.0,46.0,46.0,0,0.0,0,10328.0,800000,758466.0,0.0,768794,800046,0.0,0,0,285061.0,0.0,0,0.0,0.0,285061,0,1.0,285061,285061.0,N,55,N,1,1.0,0.0,54.0,0,0,54,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.4445161617274084,Y,200712.0,,15eofinextract990pf.dat,NY,2014,3,201412,-54,0.0,10022-0000,10022.0
16086,208500125,12,0.0,0.0,0.0,SUITE 37 DE 524 EAST 72ND STREET,3.0,1.0,,,NEW YORK,12.0,,1.0,1,36061.0,2014,3.0,1.0,1.0,40.7725,PF,O,AR,A,-73.967,A,,5602.0,710000.0,BRIDGEXINGS POETRY CENTERINCORPORATED,208500125201412,2085001252014,A,A70,,A70,A,F60,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10000,10000,10000,14000,10878,10906,10585,13894,0,1,0,0,1,44000,46263,10000,10000,10000,14000,44000,11908,10878.0,0,0,-1908,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,10000,10878.0,0.0,11908,10000,4004.0,0,0,7302.0,0.0,0,0.0,0.0,7302,0,14084.0,7302,-6782.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,5600.0,0.4943625982359206,Y,200711.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10021-0000,10021.0
16626,222436291,10,29.0,994.0,0.0,15 W 81 ST STE 12-D,3.0,1.0,360610165001000.0,36061016500.0,NEW YORK,10.0,H D MOTT ESQ,1.0,1,36061.0,2014,4.0,1.0,4.0,40.7823,PF,S,ZA,A,-73.972,A,,5602.0,813219.0,AMERICAN FRIENDS OF ITALIAN JEWRY INC,222436291201410,2224362912014,A,A112,,A1123,A,,BEST,AR,AR,AR,1.0,IN,,1743.0,34862.0,1743.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66633,66633.0,0,0,-10678,0,0.0,0,0,66633.0,0.0,0.0,0.0,0.0,0,0.0,0,66633.0,55955,66633.0,66633.0,66633,55955,0.0,0,0,29700.0,0.0,0,0.0,0.0,29700,0,0.0,1,0.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.11754961359412165,N,198305.0,,15eofinextract990pf.dat,NY,2013,3,201410,0,0.0,10024-6022,10024.0
16706,222530466,12,93.0,90.0,0.0,315 W 33RD ST APT 9D,3.0,2.0,360610103001000.0,36061010300.0,NEW YORK,20.0,,1.0,1,36061.0,2014,4.0,1.0,4.0,40.7518,PF,S,ZB,A,-73.9942,A,,5602.0,813219.0,ISE CULTURAL FOUNDATION INC,222530466201412,2225304662014,A,A122,,A1220,A,,BEST,AR,AR,AR,1.0,IN,,4406.0,89466.0,4406.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202614,110980.0,15000,0,23217,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,62088.0,0,91634.0,240831,125980.0,0.0,217614,240831,111535.0,0,0,154714.0,0.0,0,0.0,0.0,154714,0,592590.0,154714,-437876.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.4845291386979978,N,198408.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10116-8939,10001.0
17103,222809914,12,90.0,0.0,0.0,C/O GANER 1995 BROADWAY 16TH FLOOR,3.0,1.0,,36061014500.0,NEW YORK,12.0,GANER,1.0,1,36061.0,2014,4.0,1.0,2.0,40.7685,PF,S,AR,A,-73.9821,A,,5602.0,711130.0,MUSIC THEATER AND MORE INC,222809914201412,2228099142014,A,A68,,A68,A,A68Z,NEW,AR,AR,AR,1.0,IN,,653.0,13262.0,653.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0.0,19750,0,-3810,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,17000,19750.0,0.0,20810,17000,0.0,0,2276,13262.0,0.0,0,0.0,0.0,13262,2276,28000.0,10359,-17641.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.20293092152016576,N,198708.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10023-0000,10023.0
17740,223458181,12,92.0,0.0,0.0,250 W 57TH ST,3.0,1.0,360610137003000.0,36061013700.0,NEW YORK,10.0,THE WYLIE AGAENCY INC,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7664,PF,S,AR,A,-73.9827,A,,5602.0,710000.0,VLADIMIR NABOKOV LITERARY FOUNDATION INC,223458181201412,2234581812014,A,A70,,A70,A,T90Z,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,193,0.0,0.0,193,193,0.0,0,0,1.0,0.0,0,0.0,0.0,0,0,2940.0,1,-2940.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.4529353205417824,N,199806.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10107-0001,10107.0
18073,223654080,12,0.0,0.0,0.0,4611 12TH AVE STE 1L,3.0,6.0,360470222001002.0,36047022200.0,BROOKLYN,10.0,DOVID BISTRICER,1.0,1,36047.0,2014,4.0,1.0,4.0,40.6379,PF,S,AR,A,-73.9926,A,,5602.0,712120.0,HOLOCAUST MEMORIAL STUDY CENTER INC,223654080201412,2236540802014,A,A80,,A80,A,Q200,NEW,AR,AR,AR,1.0,IN,,127292.0,2584615.0,125437.0,124079.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6735,250.0,45000,92994,47476,0,0.0,0,1171,6485.0,99211.0,0.0,0.0,92726.0,5046,0.0,0,0.0,0,45250.0,6485.0,51735,99211,355644.0,1319861,79922,2575120.0,0.0,0,0.0,0.0,2575120,1399783,3000.0,2536801,2533801.0,N,1924,N,1855,1855.0,0.0,69.0,0,0,69,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.7846717696204526,N,200101.0,,15eofinextract990pf.dat,NY,2014,3,201412,-69,0.0,11219-2514,11219.0
18558,226044214,12,602.0,0.0,0.0,250 W 57TH STREET,3.0,8.0,360610137003000.0,36061013700.0,NEW YORK,10.0,,1.0,1,36061.0,2014,4.0,1.0,7.0,40.766428999999995,PF,S,AR,A,-73.98272800000001,A,,5602.0,510000.0,SCHUMANN MEDIA CENTER INC,226044214201412,2260442142014,A,A30,,A30,A,,BEST,AR,AR,AR,1.0,IN,,1455962.0,29562677.0,1422334.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125044,943132.0,3121534,175824,-740017,0,0.0,0,93,143770.0,3506561.0,0.0,0.0,3362791.0,3330644,261703.0,0,0.0,0,4025335.0,143770.0,4246578,3506561,21935.0,0,0,28636821.0,28531589.0,0,0.0,0.0,28636821,0,303343.0,28636821,28333478.0,Y,70627,N,33628,33628.0,0.0,36999.0,0,0,36999,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.6805409266522519,N,196310.0,,15eofinextract990pf.dat,NY,2014,3,201412,-36999,0.0,10107-0001,10107.0
21063,237013433,10,602.0,0.0,0.0,C/O L GALLER 115 CENTRAL PK W NO 7E,3.0,8.0,360610145003004.0,36061014500.0,NEW YORK,10.0,L GALLER,1.0,1,36061.0,2014,4.0,1.0,4.0,40.768436,PF,S,AR,A,-73.98164799999999,A,,5602.0,541720.0,MARC GALLER RESEARCH FOUNDATION INC,237013433201410,2370134332014,A,A054,,A0540,A,,BEST,AR,AR,AR,1.0,IN,,537575.0,10915229.0,515670.0,361875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69067,0.0,231340,13746,858779,0,0.0,17100,101703,63945.0,1159186.0,0.0,0.0,1095241.0,1026637,0.0,0,0.0,0,231340.0,63945.0,300407,1159186,4810435.0,0,72457,10868193.0,0.0,0,0.0,0.0,10868193,72457,1.0,10879294,10879294.0,N,1320,N,21905,21905.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.00822633326883482,N,196904.0,,15eofinextract990pf.dat,NY,2013,3,201410,20585,0.0,10023-0000,10023.0
21312,237055841,12,119.0,602.0,40.0,380 LEXINGTON AVE STE 4400,3.0,6.0,360610148022001.0,36061014802.0,NEW YORK,10.0,CARL MORELLI,1.0,1,36061.0,2014,4.0,1.0,2.0,40.7802,PF,S,AR,A,-73.9551,A,,5602.0,710000.0,THE AMERICAN INDONESIAN CULTURAL AND EDUCATIONAL FOUNDATION INC,237055841201412,2370558412014,A,A23,,A23,A,,BEST,AR,AR,AR,1.0,IN,,66135.0,1342847.0,65181.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63217,0.0,64500,24501,-32178,0,0.0,0,0,0.0,95439.0,0.0,0.0,95439.0,70938,0.0,0,0.0,100,64500.0,0.0,127717,95539,1133.0,433173,713704,1299767.0,62662.0,0,0.0,0.0,1299767,1146877,0.0,1247758,1247758.0,Y,2721,N,954,954.0,0.0,1767.0,0,0,1767,0.0,0,0,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,5600.0,0.05061552737971087,N,197002.0,,15eofinextract990pf.dat,NY,2014,3,201412,-1767,0.0,10169-0005,10168.0
21648,237170979,12,90.0,0.0,0.0,101 W 85TH ST APT 3-4,3.0,1.0,,36061016900.0,NEW YORK,10.0,FRANCES EBERMAN,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7858,PF,S,AR,A,-73.9727,A,,5602.0,711130.0,CREATIVE OPERA COMPANY LTD,237170979201412,2371709792014,A,A6A,,A6A,A,,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2000,0.0,0,0.0,0.0,2000,2000,0.0,0,0,1.0,0.0,0,0.0,0.0,0,0,0.0,1,0.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.06943605634908112,N,198008.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10024-4452,10024.0
21667,237179844,1,602.0,0.0,0.0,2284 FLATBUSH AVE,3.0,3.0,360470672001009.0,36047067200.0,BROOKLYN,10.0,,1.0,1,36047.0,2015,4.0,1.0,1.0,40.6144,PF,S,AR,A,-73.9278,A,,5602.0,511100.0,RANDI PRESS FOUNDATION,237179844201501,2371798442015,A,A33,,A33,A,,BEST,AR,AR,AR,1.0,IN,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.0,4595,6,-3709,0,0.0,0,0,0.0,6.0,0.0,0.0,6.0,0,0.0,0,0.0,1080,0.0,0.0,4795,1086,0.0,0,0,71924.0,0.0,0,0.0,0.0,71924,0,0.0,71924,71924.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.8686091717699499,N,197302.0,,15eofinextract990pf.dat,NY,2014,3,201501,0,0.0,11234-4518,11234.0
21973,237361022,9,60.0,0.0,0.0,5-26 46TH AVENUE,3.0,7.0,360810007003005.0,36081000700.0,LONG ISLAND CITY,20.0,,1.0,1,36081.0,2014,4.0,1.0,6.0,40.747139000000004,PF,S,AR,A,-73.954599,A,,5602.0,710000.0,THE NEUSTADT COLLECTION OF TIFFANY GLASS,237361022201409,2373610222014,A,A40,,A40,A,,BEST,AR,AR,AR,1.0,IN,,430911.0,8749452.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436932,308273.0,0,287052,-34950,1965,2895.0,0,0,65402.0,383698.0,221653.0,305336.0,318296.0,96646,69292.0,16319,83683.0,0,308273.0,65402.0,436932,401982,62349.0,6608197,743907,47238029.0,1204956.0,0,0.0,0.0,47238029,7352104,18749.0,8850505,8831756.0,Y,0,N,3183,3183.0,0.0,0.0,0,52,0,0.0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.4082722755392448,N,197404.0,,15eofinextract990pf.dat,NY,2013,3,201409,3235,0.0,11101-5229,11101.0
22065,237412320,12,994.0,119.0,64.0,200 CENTERAL PARK SOUTH,3.0,2.0,360610143001050.0,36061014300.0,NEW YORK,20.0,,1.0,1,36061.0,2014,4.0,1.0,1.0,40.7669,PF,S,ZB,A,-73.9791,A,,5602.0,813219.0,FLARE FOUNDATION FOR THE ARTS INC,237412320201412,2374123202014,A,A12,,A12,A,,BEST,AR,AR,AR,1.0,IN,,620.0,12579.0,620.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.0,140,0,-237,0,0.0,0,7,0.0,7.0,7.0,7.0,7.0,0,0.0,0,0.0,0,140.0,0.0,244,7,0.0,0,0,12519.0,0.0,0,0.0,0.0,12519,0,1.0,12519,12518.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.6457726147222995,N,197411.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10019-3844,10019.0
24493,260273135,12,0.0,0.0,0.0,645 FIFTH AVENUE 21ST FLOOR,3.0,5.0,360610099001020.0,36061009900.0,NEW YORK,10.0,MSD CAPITAL LP,1.0,1,36061.0,2014,4.0,1.0,1.0,40.74756,PF,S,ZB,A,-74.007849,A,,5602.0,813219.0,FLAG ART FOUNDATION,260273135201412,2602731352014,A,A12,,A12,A,T23,BEST,AR,AR,AR,1.0,IN,,27353.0,555398.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888675,888131.0,0,0,117833,119,0.0,0,67,0.0,67.0,186.0,186.0,67.0,0,0.0,6322,0.0,1000000,888131.0,0.0,888675,1006508,2569.0,0,0,1376816.0,0.0,0,0.0,0.0,1376816,0,1547.0,1376816,1375269.0,N,997,N,1,1.0,0.0,996.0,0,0,996,0.0,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.7898960941255718,N,200712.0,,15eofinextract990pf.dat,NY,2014,3,201412,-996,0.0,10022-5922,10022.0
25125,260899522,12,0.0,0.0,0.0,C/O HARNIK LAW FIRM,3.0,1.0,,,NEW YORK,10.0,HARNIK & FINKELSTEIN LLP,1.0,1,36061.0,2014,4.0,1.0,1.0,40.720709,PF,S,ZA,A,-73.981308,A,,5602.0,813219.0,INTERNATIONAL FRIENDS OF THEALBERTINA MUSEUM,260899522201412,2608995222014,A,A115,,A1150,A,A12,WORD,AR,AR,AR,1.0,IN,,621.0,12599.0,621.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16395,0.0,773979,0,-11392,0,0.0,0,3,0.0,3.0,0.0,0.0,3.0,0,9088.0,0,0.0,778979,773979.0,0.0,790374,778982,5666.0,0,0,8132.0,0.0,0,0.0,0.0,8132,0,0.0,8132,8132.0,N,0,N,0,0.0,0.0,0.0,0,0,0,0.0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5600.0,0.005396153812751048,N,200803.0,,15eofinextract990pf.dat,NY,2014,3,201412,0,0.0,10022-0000,10022.0
